row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Y-p9_1_Run101.mzML Peak area,2024_NEG_Y-EV_1_CTRL_Run89.mzML Peak area,2024_NEG_Y-p9_2_Run121.mzML Peak area,2024_NEG_Y-EV_2_CTRL_Run118.mzML Peak area,2024_NEG_Y-EV_3_CTRL_Run139.mzML Peak area,2024_NEG_Y-p9_3_Run156.mzML Peak area,Unnamed: 19
423,134.89466742150478,7.5226630000000005,,,,,,,,,,,483531.75,233570.0,298308.06,785435.4,428367.53,1573692.5,
434,134.8946676215823,7.836735000000001,,,,17.0,,,,,,,1116588.4,5039524.5,1253959.6,1353587.1,1363928.6,1648522.1,
417,134.89466798937576,7.442367599999999,,,,,,,,,,,768142.7,922817.9,653708.2,1122907.0,651587.7,2334530.5,
454,134.89466925612837,7.941931200000001,,,,,,,,,,,527082.4,1670277.4,1026776.75,632510.6,1082014.0,1500776.8,
188,136.04041922597773,3.1249564,,,,,,,,,,,159335.45,733085.2,479180.47,792113.1,1226286.5,396132.25,
167,136.0404254193979,2.8295765,,,,,,,,,,,1734828.8,5554352.5,3460258.5,6091058.5,9360481.0,2850022.2,
199,144.0454932944982,3.3945029000000004,,,,,,,,,,,228462.6,206891.5,293990.9,207629.9,350988.0,216351.72,
440,144.92346439850226,7.853486500000001,,,,17.0,,,,,,,650326.1,2138741.5,1249699.5,1481279.8,1402086.4,1690017.1,
527,144.92346520588103,10.223177,,,,39.0,,,,,,,1749951.0,2468152.5,1903140.6,2186462.0,1817820.1,1900833.4,
464,144.92346587266624,8.118909,,,,,,,,,,,1387033.0,9539415.0,1537997.1,1734851.9,1555028.6,1601173.1,
455,144.92346590578418,7.9584174,,,,1.0,,,,,,,1207518.0,2729978.5,1372656.5,1176081.8,1021217.5,2785186.8,
486,144.92346586015117,8.421172,,,,,,,,,,,1600276.4,2331105.0,1340704.5,1792110.6,1171282.0,1693222.9,
476,144.92346673613633,8.270994,,,,,,,,,,,4134193.2,2788523.2,1531836.2,2883870.5,2872249.8,2996974.0,
126,145.0506609095011,0.9765577,,,,,,,,,,,1860035.8,692384.0,1793030.6,675645.06,2386216.0,770689.0,
17,146.0459019311414,0.35892975,,,,34.0,,,,,,,869773.2,1593750.1,1357776.5,907113.5,1837515.4,634720.1,
105,146.0459042541878,0.6672805,,,,,,,,,,,207777.14,1536500.5,104107.586,1461411.4,204566.47,1051725.0,
114,146.04590838557155,0.7456596,,,,,,,,,,,759989.06,522974.22,1015488.7,154233.31,667769.44,199973.64,
508,146.96594127784894,9.0065565,,,,,,,,,,,839956.4,1252229.8,303044.62,693242.25,529836.2,2179852.5,
499,146.96594542519748,8.771726,,,,,,,,,,,4359479.5,8647813.0,3738087.0,6455144.5,2955383.0,6060586.0,
8,154.06221045877226,0.33933409999999997,,,,19.0,,,,,,,587361.9,589537.75,1055452.2,645132.25,417909.9,992781.94,
134,156.06662885155774,2.058221,,,,,,,,,,,173977.14,1941036.9,555450.94,2403060.0,2666349.5,478654.06,
165,157.05058700283732,2.8004932,,,,,,,,,,,1061221.4,2776096.2,1604610.0,3133822.5,6316448.0,1258654.2,
3,158.97850101797198,0.3090963,,,,,,,,,,,469424.53,500331.0,411012.88,550333.56,449127.34,397431.12,
554,160.84196952970612,10.439822,,,,,,,,,,,221052.12,282082.25,178978.88,287790.3,161181.33,322890.3,
115,161.04553051910503,0.79174644,,,,,,,,,,,4265687.5,12606812.0,7139379.0,12241577.0,13680140.0,5808037.0,
478,161.91355688559838,8.283672,,,,,,,,,,,164149.31,1077415.6,57668.58,196865.73,144753.62,183888.77,
436,161.91356646364318,7.837852000000001,,,,,,,,,,,175252.98,1657096.5,280521.8,325903.66,226290.42,435572.16,
451,161.91356692103403,7.942903500000001,,,,,,,,,,,120664.49,474334.8,240345.12,224005.78,208435.12,361312.53,
483,161.91356779065362,8.407386,,,,,,,,,,,239224.55,691550.6,122859.96,425187.38,125479.01,430385.38,
555,162.83904067264896,10.440697,,,,,,,,,,,234716.33,279924.75,173456.64,285779.9,159814.95,330762.06,
189,164.03530626602102,3.141842,,,,,,,,,,,1158288.8,1542885.9,1418942.0,1743191.1,3461248.5,972732.06,
9,164.95699328707056,0.33935705,,,,19.0,,,,,,,429913.8,404923.9,514885.47,446508.2,394718.9,506812.94,
185,165.05566846917696,3.1300955000000004,,,,57.0,,,,,,,1728057.1,1644299.8,2057610.9,1732001.9,2991095.5,1664722.8,
181,172.09790109017464,3.0794706,,,,,,,,,,,278898.0,298350.94,297094.44,311800.25,640666.4,221725.33,
92,173.00914727811872,0.5529225,,,,27.0,,,,,,,13693487.0,22642302.0,20135048.0,20864826.0,17171786.0,11191761.0,
44,173.0091589600552,0.3883853,,,,8.0,,,,,,,6192450.0,11160759.0,9980915.0,9564114.0,7624439.0,8900295.0,
86,174.0125768605236,0.54635054,,,,27.0,,,,,,,272128.4,1374326.1,1203798.1,927171.56,517204.7,722109.8,
27,174.01258570804882,0.38569549999999997,,,,8.0,,,,,,,196873.27,740453.8,442063.72,740095.25,439148.3,573378.2,
106,174.0770823477363,0.6231691,,,,,,,,,,,16102.166000000001,340849.22,322532.75,477665.22,696167.0,629981.6,
22,174.07710350308548,0.37671609999999994,,,,,,,,,,,109743.4,556585.75,258803.39,1903210.4,2126705.2,822495.5,
118,174.07712106986136,0.79797345,,,,,,,,,,,14954.633,869597.7,1114040.0,1087384.8,341349.44,202835.22,
132,175.06114292597823,2.0355518,,,,,,,,,,,0.0,33782.637,0.0,47234.715,59266.492,0.0,
147,175.06114705721072,2.4336182999999996,,,,53.0,,,,,,,120479.34,150813.27,182235.22,202875.27,370098.16,124446.37,
154,175.0611734833443,2.5218716,,,,2.0,,,,,,,1989462.9,3410724.2,3061608.0,4025306.2,7878366.5,2297523.0,
153,176.06448447743531,2.5205,,,,,,,,,,,131367.1,236457.88,217024.48,277225.12,564928.94,156537.86,
168,178.0508651647121,2.866849,,,,54.0,,,,,,,0.0,70176.69,33134.516,78352.37,93282.74,40652.812000000005,
158,178.05090602156181,2.7173445,,,,33.0,,,,,,,46372.515999999996,1336737.8,336210.22,1310032.2,1272146.6,464296.8,
197,178.0509127772073,3.3596877999999997,,,,,,,,,,,67575.8,239134.67,199544.56,320237.62,426447.7,88948.45,
170,180.0576574303636,2.8679732999999996,,,,,,,,,,,63353.957,194758.06,131831.12,212220.14,311428.88,116848.83,
495,186.90574298322792,8.740828500000001,,,,36.0,,,,,,,2081672.6,4199124.0,1632536.1,2605403.0,570348.25,2705695.8,
507,186.97060803682385,8.955161,,,,,,,,,,,110981.01,469572.8,20417.463,94405.53,9125.249,155097.11,
452,186.97061044955035,7.9394800000000005,,,,,,,,,,,264041.72,149128.28,236219.67,245474.12,176463.62,237189.06,
437,186.97061137673043,7.837852000000001,,,,,,,,,,,172892.45,158214.22,227375.88,207601.62,173259.78,151769.77,
484,186.97062057738447,8.407386,,,,,,,,,,,585586.4,1899462.2,371275.97,553320.6,488940.22,660226.3,
13,187.09187595490062,0.35326502,,,,34.0,,,,,,,933888.0,683029.1,919740.06,757510.7,485941.12,1054272.1,
280,187.86094162776686,6.037256200000001,,,,,,,,,,,0.0,0.0,0.0,0.0,35287.95,242435.81,
261,187.86097129831498,5.5114293,,,,,,,,,,,154629.53,258517.75,226157.1,12625.705,0.0,0.0,
560,187.86097970341618,10.481291,,,,,,,,,,,317030.44,454903.53,216917.66,941019.0,289349.16,1058633.9,
131,188.09283352738998,1.4755877,,,,,,,,,,,563281.8,2753425.2,2124255.5,3052674.2,4167605.8,1621394.9,
500,188.90393844328707,8.747376,,,,,,,,,,,541420.25,1836061.1,408687.88,638194.56,307394.0,686034.94,
183,189.07682304316052,3.1310377000000003,,,,,,,,,,,89499.76,532595.44,173501.78,571095.8,1085541.8,122092.82,
146,190.05468001263642,2.4157078,,,,,,,,,,,159829.38,214606.98,496606.3,147239.72,1032941.6,279582.3,
82,191.00839153174115,0.5336063,,,,27.0,2.0,[M-H2O+2H]+2,,2.0,74;82,398.01316,3096184.2,1301568.2,2651131.0,1394385.9,1793126.4,1273183.0,
83,191.01071852924463,0.5321868000000001,,,,27.0,,,,,,,941718.06,1377021.0,1135113.6,921158.3,1308342.9,1636707.0,
75,191.019804869743,0.528184,,,,27.0,,,,,,,374601700.0,187982450.0,417586940.0,200735150.0,527917000.0,187410990.0,
40,191.01981363218343,0.38748768,,,,8.0,,,,,,,158804200.0,144558670.0,148218370.0,136013580.0,179340590.0,130331544.0,
127,191.02880876931184,0.97807837,,,,,,,,,,,40239.324,24021.504,62622.793,107816.71,48373.71,56892.085999999996,
80,191.02882669784444,0.52871245,,,,27.0,,,,,,,1968060.8,1126590.9,1284129.8,1096207.4,1454209.9,1170729.2,
39,191.03120575799502,0.38748717,,,,8.0,0.0,[2M+Na]+,,2.0,38;39,84.02157,1151653.2,1033296.7,1026658.25,973798.8,1129069.6,985944.0,
36,193.02371555888138,0.38659212,,,,8.0,,,,,,,2228331.8,1561811.1,2091181.0,1875137.8,2527525.0,1710467.2,
557,195.8108970875095,10.436971,,,,60.0,,,,,,,253809.94,374551.5,328133.3,424620.7,352871.8,527537.75,
576,197.80789849928792,11.22917,,,,,,,,,,,0.0,0.0,5477.7773,6963.3240000000005,27288.047000000002,90692.14,
556,197.8079430862083,10.436971,,,,60.0,,,,,,,470827.88,503374.1,354588.84,589876.94,304198.44,717649.6,
271,214.87990874667938,5.85546,,,,,,,,,,,0.0,12858.122,0.0,0.0,848842.7,0.0,
281,214.8799262052277,6.044716,,,,,,,,,,,0.0,11519.021999999999,5028.9463,0.0,89251.14,797518.2,
259,214.87995704927718,5.460567500000001,,,,6.0,,,,,,,1063642.2,1034369.3,1010303.44,1024298.25,5249.3657,5687.2256,
566,214.87999368829068,10.516304,,,,47.0,,,,,,,2851401.5,2486789.5,2875223.2,2710750.2,3068332.2,2761918.0,
15,215.03276896215328,0.35702470000000003,,,,34.0,,,,,,,60335.74,390507.22,257897.0,380808.28,327890.84,206499.19,
6,216.92840633727542,0.33194292,,,,,,,,,,,145438.58,143475.4,261815.16,160275.1,129509.5,265371.9,
496,221.87459065152302,8.739336,,,,36.0,,,,,,,734114.06,4116407.2,476793.7,2206743.2,316365.06,2398628.8,
16,223.06854291778217,0.35891196,,,,,,,,,,,234027.78,237022.23,340640.7,230448.44,268556.38,372561.44,
145,223.07240611374417,2.3677394,,,,,,,,,,,10773.615,315993.7,88577.84,362429.84,352128.34,64255.883,
494,223.8723164502357,8.732788000000001,,,,36.0,,,,,,,542020.0,2969693.2,337656.22,1565024.5,212165.94,1731613.6,
163,224.09277079731405,2.7711446,,,,58.0,,,,,,,244826.12,126442.28,237512.0,176541.03,496896.03,158362.48,
192,224.09280464237213,3.2428646,,,,50.0,,,,,,,643913.1,445819.62,614709.75,411615.53,1179200.9,435991.4,
242,227.96659146016728,4.7449155,,,,26.0,,,,,,,6242007.0,6044906.0,6095871.5,6444993.5,6507448.5,6028713.0,
245,228.96987897559646,4.7449155,,,,26.0,,,,,,,503823.66,490618.6,470204.12,506263.34,503694.16,470043.84,
182,229.15572379158905,3.0749524,,,,,,,,,,,446314.22,335455.78,426766.3,339752.78,821279.56,307918.34,
243,229.96447061810474,4.7449155,,,,26.0,,,,,,,6154844.5,5962377.5,5882808.5,6257572.0,6281956.0,5887505.5,
244,230.96777539177288,4.7438736,,,,26.0,,,,,,,493281.28,453998.22,457147.38,476826.62,507543.5,474705.94,
152,237.08807000696316,2.5182512000000004,,,,2.0,,,,,,,158374.92,961308.0,493017.84,972926.0,1005261.06,425272.66,
196,238.07206392804142,3.3413312000000004,,,,,,,,,,,18518.297,182107.0,77126.01,196388.78,393158.6,52490.87,
272,241.8988925304609,5.875919000000001,,,,,,,,,,,62957.562000000005,207070.92,45084.76,26724.01,991451.3,70672.766,
282,241.898892607111,6.0497510000000005,,,,,,,,,,,47743.53,197109.05,32588.926,55758.816,319809.12,1123767.0,
260,241.89892044021235,5.5007834,,,,6.0,,,,,,,1358112.1,1765625.1,1174325.5,1382564.6,17859.766,52061.312000000005,
256,241.89893039535968,5.4291663,,,,,,,,,,,835317.25,202874.22,252461.77,1288056.5,15654.265,32253.754,
565,241.8989661091002,10.513432,,,,47.0,,,,,,,4084633.2,4835767.5,3988659.2,4514197.0,4094301.8,3881281.2,
254,242.17614281534168,5.1315254999999995,,,,,,,,,,,88454.36,72657.17,75926.07,67048.016,180981.14,71050.64,
227,242.17616502033127,4.426487,,,,,,,,,,,446119.6,483586.22,498957.16,444830.47,497085.88,481954.72,
562,243.8993012369875,10.494377,,,,11.0,,,,,,,6931480.5,7453913.0,7132983.5,8137977.0,7319117.0,7132691.0,
493,243.89930365526712,8.699624,,,,49.0,,,,,,,698548.94,9907516.0,236607.62,1905565.6,106486.266,2163776.8,
492,245.8947682669909,8.693195,,,,49.0,,,,,,,235216.08,3817627.5,16401.793,718980.5,0.0,834153.2,
563,245.89479448941242,10.494377,,,,11.0,,,,,,,2671239.8,2530920.2,2714953.5,3125082.0,2783030.5,2718363.5,
498,248.89356146290316,8.746602000000001,,,,36.0,,,,,,,654084.44,7127003.0,306642.9,2598794.0,29714.27,2624623.2,
204,249.0226979171061,3.4882925000000005,,,,,,,,,,,6819736.0,6407318.5,5569010.0,6707730.0,6543680.0,6162425.0,
503,250.89167393601002,8.746288,,,,,,,,,,,194105.58,3164954.8,59272.62,437111.88,7862.05,581023.4,
11,254.9263533590899,0.34486207,,,,19.0,,,,,,,324052.94,266673.25,295928.47,290558.12,236624.12,307217.72,
558,255.82215951515744,10.440708,,,,,,,,,,,96059.305,326901.88,46741.29,294749.56,24761.066000000003,286324.44,
175,258.07714447878186,2.9834716,,,,,,,,,,,49755.52,28898.996,55193.08,38957.68,114398.67,35438.203,
200,258.0771480784422,3.3996108,,,,,,,,,,,228838.55,162731.03,219598.97,163000.75,414691.03,159221.58,
166,265.0176173647921,2.8290808,,,,,,,,,,,1690548.2,1650498.6,1681054.9,1697598.5,1611131.0,1720382.6,
191,265.0176240983339,3.1715624,,,,,,,,,,,3021728.2,3220640.2,3125108.8,2998618.2,2735092.0,3003753.0,
277,265.147894767116,5.9094596,,,,,,,,,,,248315.9,327532.84,0.0,198893.11,0.0,455298.44,
269,265.14790449633784,5.8646727,,,,,,,,,,,296455.4,0.0,456113.38,198893.11,322987.28,449383.97,
297,265.1809217702418,6.301683000000001,,,,4.0,,,,,,,66805.4,779828.25,364796.06,804351.8,995149.8,81837.24,
247,266.9888404960305,4.7599273,,,,18.0,,,,,,,1498791.8,1341550.4,1460506.5,1477297.2,1509454.0,1374538.2,
246,268.985729357588,4.7599273,,,,18.0,,,,,,,496724.2,410500.8,470284.9,464914.88,482757.22,459202.2,
121,271.0616631021699,0.8793040999999999,,,,,,,,,,,1591124.4,1731091.4,1542616.4,1575236.0,1101571.5,1835454.0,
221,271.9983264820617,4.117808999999999,,,,,,,,,,,169320.89,160661.2,183659.97,147111.36,158568.39,181150.56,
160,272.07759226214904,2.7422974,,,,,,,,,,,182443.77,135736.58,183335.23,148433.56,356803.3,128031.73,
143,272.0776311892691,2.323817,,,,,,,,,,,173295.64,101462.875,146815.62,107388.11,341064.5,96955.49,
207,279.9958417313097,3.5162818,,,,12.0,,,,,,,18683368.0,19185850.0,18992108.0,18329880.0,18195384.0,20153432.0,
205,280.4973179125807,3.5176203,,,,,,,,,,,5310211.5,4525342.0,4739781.5,4590429.0,4582421.0,5576597.5,
225,282.98373623121165,4.397603500000001,,,,,,,,,,,358245.5,355038.1,354314.62,337125.66,347076.88,366143.88,
162,286.093228860463,2.7711446,,,,58.0,,,,,,,368441.94,244878.42,353321.97,277315.25,710545.56,221590.67,
193,286.09325778939825,3.244256,,,,50.0,,,,,,,975257.25,676439.1,889172.44,699600.5,1756810.0,659625.44,
139,288.072533529461,2.1668494,,,,,,,,,,,772194.1,422992.06,630869.4,359066.75,1185276.6,422463.6,
144,290.0882024526688,2.3296542000000002,,,,,,,,,,,3774028.2,2449404.8,2281497.0,2665860.8,6628149.5,2378215.8,
203,292.0462782574979,3.4340732000000003,,,,,,,,,,,19024.043,45453.562000000005,32329.324,48407.527,124667.19,20378.367,
155,292.0462924866926,2.5370082999999997,,,,,,,,,,,24406.62,81182.52,63884.234000000004,86465.484,194920.5,25647.617000000002,
179,292.0463293128207,3.0034459,,,,,,,,,,,120772.664,191136.42,182829.1,216288.08,504699.72,130515.61,
356,293.2122844482697,6.9202580000000005,,,,14.0,,,,,,,177314.33,797518.7,568031.0,900611.94,942030.5,178756.02,
122,298.06976437438516,0.8756199,,,,,,,,,,,198382.7,349965.1,465188.62,946913.44,606448.3,473026.56,
169,298.0932457358294,2.8681676,,,,54.0,,,,,,,0.0,104070.305,38159.633,134513.0,156303.84,52269.48,
159,298.09326567709,2.7141714,,,,33.0,,,,,,,109380.42,2152100.8,530766.7,2145004.0,2047585.8,765420.6,
352,299.2592138528965,6.899545699999999,,,,61.0,,,,,,,249181.03,429637.3,1077136.8,421693.53,517147.3,275558.28,
341,299.2592241322671,6.804089,,,,,,,,,,,123383.484,716306.2,1012039.94,854741.94,167892.69,132486.42,
332,299.2592242419966,6.674162,,,,41.0,,,,,,,27554.147999999997,217165.16,266491.84,251367.44,298922.03,36286.855,
345,299.2592251400736,6.8415356,,,,55.0,,,,,,,165447.9,863758.6,1128480.0,869422.56,748208.0,208821.81,
366,299.259226813783,7.021175,,,,,,,,,,,0.0,54202.168,29755.547000000002,64904.77,61993.23,0.0,
161,304.1038365789084,2.7666388,,,,,,,,,,,5728270.0,4091128.2,5480796.5,4297834.0,10568270.0,3824463.2,
150,306.0765102023432,2.4877182999999996,,,,,,,,,,,0.0,0.0,79350.445,0.0,45832.187999999995,30746.121,
87,306.07660904776964,0.5495525,,,,,,,,,,,64875.992,1070204.0,1102275.0,782729.3,588393.6,409431.4,
52,306.0766240989895,0.40378532,,,,8.0,,,,,,,145415.16,602862.4,709045.3,630029.06,360895.47,582799.5,
220,309.1014165592992,3.995264,,,,,,,,,,,425594.53,401630.47,428611.5,425955.4,425567.22,436792.25,
180,310.0568948380929,3.0023037999999995,,,,,,,,,,,1221133.1,1837153.6,1728591.2,1906308.9,4493857.5,1242261.5,
77,310.96889213326364,0.5266347,,,,,,,,,,,3795608.5,1823882.5,2754638.8,1659487.0,3495286.8,2658319.2,
61,310.9787957782825,0.43310788,,,,25.0,,,,,,,1216116.0,947503.44,1662445.5,1040999.94,946370.94,1724430.9,
102,310.9788862193487,0.6443743000000001,,,,29.0,,,,,,,1103979.9,536245.5,1717852.0,1052574.5,811640.56,1585868.5,
511,311.1686771454208,9.023123,,,,0.0,,,,,,,339334.8,458654.62,334433.62,474588.28,151949.39,420547.06,
325,311.16870171455594,6.522296400000001,,,,,,,,,,,67387.766,1006255.06,62661.39,41230.363,62962.875,210622.81,
530,311.16870161445,10.229538,,,,43.0,,,,,,,199536.5,76688.695,223427.39,157923.16,190894.34,127824.99,
303,311.1687114379874,6.3510723,,,,,,,,,,,859023.4,175582.45,854667.6,860628.3,841251.4,1360905.2,
313,311.1687115913817,6.417852,,,,,,,,,,,759156.56,1013555.2,128562.28,830203.5,566413.0,1129635.8,
293,311.1687139618778,6.304886,,,,,,,,,,,1143218.9,105830.59,1234586.2,702227.5,1187996.6,1089798.0,
142,312.9846685348236,2.2904775,,,,,,,,,,,333417.12,393136.7,341680.9,223328.55,231818.0,536904.06,
149,312.98467735075224,2.437383,,,,,,,,,,,567644.94,582870.25,558848.4,572389.75,548885.0,660961.75,
