row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML Peak area,GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML Peak area,GF_S4_MC_RCG_3_pos_20210511_Run170.mzML Peak area,GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML Peak area,GF_S4_MC_RCG_2_pos_20210511_Run90.mzML Peak area,GF_S4_MC_RCG_1_pos_20210511_Run70.mzML Peak area,
1092,90.05496516200868,0.86771846,,,,148,,,,,,,648142.0,572271.4,1.6027437E7,4608488.0,1.902204E7,1.4336876E7,
2189,90.05499127016577,1.6462198,,,,,,,,,,,17784.945,13823.572,4105481.0,162401.31,1543771.6,729437.3,
2082,90.05499305726289,1.5662904,,,,,,,,,,,24025.828,13823.572,1.9935776E7,162401.31,1.7140102E7,1312712.8,
1927,90.05499640995048,1.433385,,,,,,,,,,,31358.715,32669.805,1992373.2,222010.23,2673607.8,7025951.0,
875,90.0913423751581,0.759146,,,,,,,,,,,7791.5737,5970.2837,6923543.5,32219.238,1264566.0,186725.88,
1772,90.09136201759134,1.2739576,,,,,,,,,,,8716.648,5113.5674,4502857.0,36194.117,2305187.8,73288.26,
2061,90.09137337840488,1.5474608,,,,,,,,,,,5379.2295,0,1213867.5,56467.062,1.5874121E7,93758.305,
9170,90.52583297977453,10.587701,,,,50,,,,,,,4.270891E7,3.6592052E7,4.1292724E7,4.3708844E7,3.7074184E7,2.7557614E7,
8152,91.05419940598262,6.4670854,,,,72,,,,,,,425385.75,379797.25,555289.06,411567.62,491650.47,441549.12,
1740,91.05422518484487,1.1954268,,,,57,,,,,,,9066734.0,8114647.5,1.2596832E7,1.2775176E7,1.1030475E7,1.3248174E7,
6125,91.05425686416531,3.359565,,,,,,,,,,,493804.84,1496237.6,428796.44,188221.53,116349.0,223340.06,
1615,93.06990842732414,1.1951784,,,,57,,,,,,,3460040.5,3954651.5,5215498.0,4952162.0,4855700.5,5452093.0,
9155,94.04502161600135,10.526865,,,,269,,,,,,,4119539.5,3696415.8,2917396.2,4323375.5,3449126.2,3150096.2,
941,95.01610884299623,0.7993877,,,,,,,,,,,1326438.8,1440855.1,1698704.5,1676631.9,2412576.0,1467375.0,
1404,95.04912641848908,1.0732684,,,,,,,,,,,616517.4,643074.56,2041922.9,341839.47,338407.16,1459834.0,
1487,95.04913103512617,1.1476415,,,,,,,,,,,1193823.5,496495.22,1469846.1,1653482.0,1547174.0,1833174.4,
1346,95.0491367554662,1.0182091,,,,,,,,,,,133864.1,217073.33,662244.44,1471438.6,2157142.0,985923.3,
1667,95.04914235180286,1.2366239,,,,,,,,,,,1911230.0,1295568.6,1912985.2,2058893.1,1052554.4,1511249.0,
1970,95.04915668701715,1.4661115,,,,,,,,,,,185707.14,50789.402,293854.84,705762.7,166828.81,458822.34,
223,96.04435410754645,0.45820022,,,,174,,,,,,,1579724.5,2854376.2,2324596.8,2645343.5,2413432.0,2385971.5,
2393,96.04438063386755,1.868934,,,,,,,,,,,11829.105,52527.12,1447073.9,62103.203,761723.56,1179245.1,
2152,96.0443926994742,1.5987363,,,,186,,,,,,,42620.656,20459.312,1149780.6,39400.07,424878.7,433572.2,
9174,97.99128539391178,10.592679,,,,50,,,,,,,7537006.5,7228523.5,7817125.0,8379140.5,6128932.0,7145612.0,
1904,98.0600530341357,1.4090494,,,,290,,,,,,,49921.387,158644.52,2035360.1,140045.06,2204341.8,2330306.2,
9205,98.5120032759,10.90912,,,,,,,,,,,835544.6,5570139.5,754875.0,615372.56,989851.0,649121.8,
416,99.09163703153303,0.51302546,,,,209,,,,,,,1124324.5,1860298.6,2471159.2,3538903.2,2987150.5,2218811.8,
9154,99.5121581198074,10.510822,,,,125,,,,,,,2579817.2,2092925.8,2337391.5,2639366.0,2190062.5,1938738.2,
9178,99.53107475063406,10.596293,,,,50,,,,,,,2489901.8,2578284.5,3061641.2,2262237.8,2631050.8,3026108.8,
1715,100.07568499240001,1.3044633,,,,,,,,,,,2.7291268E7,2.4127496E7,2.7701392E7,1.8100514E7,1.8916876E7,1.9165524E7,
1971,100.07568961403506,1.4806148,,,,192,,,,,,,8.841267E7,1.4212374E8,6.7063668E7,2.698797E8,1.01701224E8,1.1429777E8,
2900,100.07570249025439,2.149705,,,,,,,,,,,1352385.0,1881292.1,261403.3,2674476.2,166272.62,153862.47,
8766,101.07093010401097,8.560628,,,,,,,,,,,3.5902336E7,8800432.0,2.926865E7,3.593877E7,5.1864412E7,4.180207E7,
9172,102.03379147443071,10.589406,,,,50,,,,,,,7.034124E7,6.729754E7,6.804931E7,7.414421E7,6.4118384E7,6.290785E7,
2777,102.09135954934094,2.1194994,,,,154,,,,,,,4767843.5,7725475.5,7528895.5,1.3860233E7,3087319.5,8393127.0,
9171,102.53536683702293,10.58854,,,,50,,,,,,,6121507.5,5855995.5,5877571.5,6445375.5,5536882.0,5486518.0,
2028,103.05420014043007,1.4707431,,,,,,,,,,,815342.4,1278091.5,1338298.8,4290757.0,499990.8,2945539.8,
1592,103.05420787244294,1.1970088,,,,57,,,,,,,7.441064E7,8.4001144E7,1.2138224E8,1.1098322E8,1.09951416E8,1.2909653E8,
5318,103.05422361690255,3.0118668,,,,258,,,,,,,709250.9,1239948.9,1624850.9,285821.56,3553201.0,4554090.0,
2321,103.05423318864909,1.787406,,,,,,,,,,,164475.11,191436.97,711190.56,2964091.8,1595546.8,4567033.5,
284,103.12292323405917,0.4696133,,,,174,,,,,,,61499.246,137952.72,1159998.0,1395036.8,1466868.5,817455.25,
9173,104.03014096298523,10.590267,,,,50,,,,,,,1755339.9,1680522.6,1688478.0,1881848.1,1623059.2,1476613.1,
2120,104.07056012177827,1.5919294,,,,,,,,,,,12078.873,10698.37,7824076.0,116234.94,9740389.0,1302345.0,
1120,104.10693147964916,0.86985844,,,,,,,,,,,1022374.75,844004.44,3592812.0,1623623.6,2213939.2,2977528.8,
13,104.10693491708334,0.11653454,,,,,,,,,,,471571.75,1077569.5,476048.25,441419.53,89836.42,169604.56,
1347,104.10693835762818,0.9601067,,,,,,,,,,,268464.66,929987.56,202974.67,793729.56,533269.7,109624.65,
84,104.10695277285764,0.384058,,,,174,,,,,,,8.325859E7,8.970381E7,7.593618E7,9.003896E7,7.669965E7,7.446769E7,
7635,105.06981785011625,5.078894,,,,51,,,,,,,150776.8,241500.11,168865.56,293270.38,256989.47,313277.78,
2137,105.06986545129509,1.5974852,,,,,,,,,,,441100.16,4030003.5,1607783.4,253899.56,807407.6,100413.81,
6841,105.06992874601309,3.8631856,,,,279,,,,,,,721976.1,1046977.6,1542011.8,1190571.9,1679339.8,1505520.0,
4007,107.04906609993323,2.5302942,,,,38,,,,,,,4418055.0,2773116.8,2997291.8,6189675.5,5002365.0,6681171.0,
2093,107.04911622434336,1.579995,,,,,,,,,,,315821.78,486149.38,1.2999885E7,1793301.9,4733350.5,3431731.2,
1936,107.04911767971794,1.4076997,,,,,,,,,,,1095251.8,799122.8,1.0321081E7,780252.75,9784222.0,1.5833137E7,
1725,107.04911973875865,1.1946458,,,,57,,,,,,,1.0756685E7,9793773.0,1.232195E7,1.536534E7,1.1109591E7,1.3005339E7,
2175,107.04913150359056,1.6397557,,,,,,,,,,,215026.56,331693.3,1.8484486E7,1589156.2,1.3748327E7,2.5331264E7,
226,108.04431039526787,0.4582679,,,,174,,,,,,,969310.1,2037221.0,3207585.2,2336614.8,3408638.2,2745330.0,
7291,109.1011645703428,4.519508,,,,237,,,,,,,402268.47,504702.8,734482.7,540407.94,762821.06,847281.25,
7500,109.10117546656507,4.851564,,,,198,,,,,,,363140.2,408156.72,817319.75,422754.22,816622.3,965661.6,
9145,110.0199499537241,10.43781,,,,,,,,,,,4692990.0,1610653.4,2139850.0,2216503.2,6244172.0,6174287.0,
382,110.05998731281717,0.5009148,,,,174,,,,,,,1253434.4,3057869.8,2302147.5,2446546.5,2284627.2,2696218.2,
2660,110.07122301623367,2.077544,,,,48,,,,,,,2555935.8,4729838.0,34495.645,5393474.0,36261.21,39354.426,
9151,111.0201197980603,10.505243,,,,125,,,,,,,1.8906584E7,1.7183288E7,1.6178113E7,1.876942E7,1.6673042E7,1.6109016E7,
9167,111.03899407823006,10.579266,,,,50,,,,,,,4745972.5,3966643.8,2685017.2,4077490.0,4336945.5,5169749.5,
1089,111.05525173943704,0.8430278,,,,289,,,,,,,1880739.2,1335045.1,2594360.2,3839634.0,1189143.2,1950334.4,
9147,111.52173412001328,10.499763,,,,125,,,,,,,1613226.1,1400951.2,884184.7,1545317.4,1387228.2,1306029.0,
9152,112.01778091734475,10.505243,,,,125,,,,,,,7333812.0,6679142.0,6348807.5,7281614.0,6461377.5,6314496.5,
54,112.03685364954636,0.35407767,,,,256,,,,,,,1434801.1,2106772.5,4594068.0,3472976.2,1124788.4,4941515.5,
3460,112.08691658450367,2.3155754,,,,38,,,,,,,993939.6,1432346.5,122488.42,2025726.5,430988.9,184880.19,
754,112.11202472390427,0.70351267,,,,274,,,,,,,4546.126,17130.96,4625202.0,202280.52,2926475.2,3897526.8,
405,113.03446878262372,0.5275455,,,,174,,,,,,,5878492.5,1.0438692E7,793786.94,8526977.0,371673.0,339115.0,
1204,113.03450389589419,0.90815777,,,,306,,,,,,,335114.9,131109.34,1.5405709E7,5130302.5,1.7796018E7,1.2676151E7,
1373,113.03452016872906,0.97046256,,,,,,,,,,,81865.55,93814.49,1595630.1,835317.25,2577293.8,1507555.6,
2144,113.03452180812577,1.6258172,,,,,,,,,,,37872.46,54267.652,4.3475784E7,416420.06,4.2856188E7,1435178.4,
1859,113.03452470436764,1.4167753,,,,,,,,,,,88833.12,137477.38,3038437.0,304833.84,4867796.0,2.3248696E7,
8691,113.13230152477404,8.2992735,,,,6,,,,,,,421262.44,586906.1,387903.88,402311.94,715624.1,526001.44,
2083,114.05495229042567,1.5792875,,,,,,,,,,,31220.402,51289.715,1299668.1,83048.03,2918475.2,705278.25,
2205,114.05496244732596,1.6462198,,,,,,,,,,,62755.742,51289.715,943965.25,83048.03,456970.0,2480423.5,
14,114.07333446869136,0.19475655,,,,,,,,,,,220416.5,1623042.9,1255467.9,460098.94,551968.56,3695791.0,
2266,114.07336807247697,1.7493914,,,,,,,,,,,496898.78,830631.0,322277.5,753800.44,147158.75,837398.1,
4643,114.09137756587172,2.7478979,,,,,,,,,,,1122029.4,2662780.2,1136178.4,2282758.8,852596.94,1192530.5,
3582,114.09138161345209,2.3897939,,,,38,,,,,,,2945539.8,3964559.5,4683338.0,5286578.5,2768105.5,5638076.0,
85,115.03654581736653,0.3855351,,,,174,,,,,,,8561277.0,1.4462859E7,3.1268834E7,2.3531618E7,3.4349084E7,2.1744898E7,
268,115.08655528266966,0.45676234,,,,174,,,,,,,2823476.8,6355292.0,9068660.0,5956291.5,7169989.5,7643997.5,
798,115.08656226135747,0.72214794,,,,,,,,,,,462799.38,756015.06,5890361.0,2001833.8,3502253.0,3490056.0,
388,116.07055483846561,0.5030474,,,,174,,,,,,,1.5814331E7,2.7726006E7,1.6240469E8,6.6595132E7,1.0383883E8,5.8049212E7,
4206,116.07058412690697,2.5849655,,,,38,,,,,,,1.5430256E7,2.0018728E7,2174413.8,1.6171897E7,2800233.2,1338659.6,
2694,116.07059136704765,2.018817,,,,,,,,,,,5326116.5,7340255.0,496674.75,6974004.0,2254425.8,871204.1,
3221,116.07060158304411,2.2273633,,,,,,,,,,,1080536.5,2473893.8,1.7217474E7,3573360.8,1.864009E7,1.7030416E7,
5914,116.070607868316,3.2487261,,,,,,,,,,,1.0530677E7,2990279.0,3366299.0,6037135.5,5269574.5,2578832.5,
2814,118.06508781674908,2.1060412,,,,38,,,,,,,2634526.8,3192214.8,8572349.0,4478200.0,9287096.0,1.00201E7,
1610,118.06509495724123,1.2068907,,,,,,,,,,,203837.16,1786997.8,4914632.0,3692112.2,4679934.5,5547262.5,
1766,118.06510153312848,1.2551862,,,,,,,,,,,2378519.0,320653.06,1215709.9,681316.25,251215.36,549676.4,
313,118.0861671656855,0.4821757,,,,174,,,,,,,8.788711E7,8.896275E7,9.1632296E7,9.186376E7,9.244044E7,7.123691E7,
1007,118.08619878761247,0.84114677,,,,,,,,,,,3369269.8,5839771.5,1.620396E7,7019141.5,7619578.5,1201908.2,
4969,119.04921306108083,2.8852222,,,,172,,,,,,,13223.5,99548.305,2203188.2,175291.23,2219537.5,3903068.0,
7036,120.04442888317317,4.107015,,,,303,,,,,,,269951.03,357692.56,104877.625,418970.12,136576.84,104341.62,
1088,120.0655086745591,0.8611574,,,,,,,,,,,2144656.5,942015.75,4069956.0,1448076.5,4768950.5,4016933.2,
2191,120.06558196637694,1.6310295,,,,,,,,,,,245942.52,445630.84,6681118.0,865210.75,600744.56,333825.38,
3869,120.08077749839704,2.483538,,,,,,,,,,,3634981.0,3805123.0,1328373.5,7816131.0,2221811.2,5636749.0,
2049,120.08078554700826,1.4858767,,,,,,,,,,,1.0067155E7,2.1132686E7,8924852.0,5.5602076E7,1.2581622E7,1.7745732E7,
2323,120.08079080619962,1.7850491,,,,,,,,,,,1958283.2,6499706.0,8934254.0,2.4276028E7,2.0259198E7,5.7396204E7,
1581,120.0807952052209,1.1869246,,,,57,,,,,,,8.727301E8,9.724585E8,1.4859576E9,1.3336384E9,1.3249947E9,1.5914917E9,
8694,121.02825869654556,8.300149,,,,6,,,,,,,461272.4,654000.1,416115.9,440515.78,813127.4,586732.4,
1616,121.06468023758454,1.2150403,,,,,,,,,,,1125018.2,4546768.5,186087.8,5377910.0,148581.86,954724.3,
1333,121.06469436323397,0.99408627,,,,,,,,,,,345353.47,2424223.0,2604426.8,3731938.5,2408493.2,1530231.4,
480,121.0647138325183,0.5520582,,,,73,,,,,,,3002693.8,3711485.2,3.6921012E7,2.9535226E7,4.2225932E7,3.2510436E7,
642,121.0647214184313,0.5948058,,,,,,,,,,,2.0429144E7,1.9213086E7,1.00595E7,7947555.5,8221124.0,3027972.5,
2469,121.06475753785884,1.9805256,,,,,,,,,,,44882.42,192945.22,1246491.9,98192.555,1217140.2,1365256.0,
2725,121.06475950759328,2.0401356,,,,,,,,,,,750514.4,778729.9,566760.8,888430.75,215910.52,70328.69,
3617,121.06479906847011,2.4097428,,,,268,,,,,,,312548.94,1283917.1,2873763.0,2144795.5,2173912.5,4125024.8,
1693,121.0840351519998,1.1869246,,,,57,,,,,,,7.5683784E7,8.337401E7,1.2775999E8,1.150146E8,1.1827292E8,1.3714334E8,
7,122.01916636924642,0.09060172,,,,,,,,,,,1220960.9,1171791.0,247383.28,160538.05,112144.73,191761.73,
594,122.06806621465286,0.5835722,,,,135,,,,,,,1601212.0,1271868.9,852980.06,3425314.8,1118374.5,568484.06,
1697,122.08737648198654,1.1877054,,,,57,,,,,,,2707485.2,2966717.5,4566980.5,4271995.5,646788.75,5038220.5,
1532,122.09637199907064,1.1573292,,,,282,,,,,,,24200.852,86365.61,2881254.2,333217.84,2162195.8,2907003.2,
9165,122.54697894551559,10.576043,,,,50,,,,,,,3171541.5,3216175.2,2983011.2,3327453.5,3108908.5,3160562.5,
9157,123.04018116624802,10.530019,,,,269,,,,,,,1793361.6,1711468.4,1659925.4,2250406.5,1593024.2,1783540.1,
574,123.04396547286052,0.60641307,,,,135,,,,,,,823392.0,1302976.6,1407356.5,1296331.0,1867211.4,1645938.4,
4135,123.04400916174183,2.5705884,,,,261,,,,,,,3093591.5,3126262.5,2710228.8,5634841.5,3164910.0,2758573.2,
580,123.05519319551037,0.6084912,,,,135,,,,,,,4.2174188E7,4.4077456E7,2.8292872E7,5.315167E7,3.654679E7,3.149011E7,
503,123.09158265079346,0.55793005,,,,,,,,,,,2309697.5,4278988.5,1760921.8,1.2285593E7,2875920.5,1409756.5,
488,124.03922297169179,0.5340538,,,,,,,,,,,2968282.2,3037541.0,133587.45,2619857.8,377426.94,477107.44,
1701,124.03925278887523,1.2605112,,,,,,,,,,,25758.12,58939.473,1563620.6,60968.227,206938.77,1300244.2,
1883,124.03927093431582,1.4160463,,,,,,,,,,,57189.85,52061.977,1756635.2,150137.52,1512670.9,1446698.5,
2063,124.03928628545843,1.5866207,,,,,,,,,,,15675.158,19345.75,1769414.4,173875.66,850430.8,134995.92,
2174,124.03929341375165,1.6289963,,,,,,,,,,,66730.77,19345.75,1720870.6,173875.66,223282.95,1672491.9,
2249,124.03931981707842,1.7350031,,,,,,,,,,,53214.195,20827.76,952622.44,229494.31,734159.8,694405.75,
2318,124.03932218643251,1.7744459,,,,,,,,,,,53214.195,20827.76,2182955.2,229494.31,212821.62,777862.0,
1699,125.07082869686695,1.2445898,,,,,,,,,,,101902.766,47804.797,2910355.5,909970.94,664103.7,2350962.5,
1132,125.0708548476383,0.8869538,,,,139,,,,,,,4338046.5,4371339.5,6091201.5,7986064.0,6949094.5,7092545.5,
2008,125.07088369494448,1.5107021,,,,,,,,,,,95437.79,319107.3,4115406.8,1626916.9,446342.5,822395.25,
2142,125.07091835676759,1.6531097,,,,186,,,,,,,211130.69,442612.7,5730328.5,3280187.5,5462461.0,5239187.5,
2251,125.07093259278554,1.7280258,,,,,,,,,,,1940982.1,3518184.0,1514989.6,365439.03,6415476.5,5236925.0,
9180,125.98611520006845,10.59859,,,,50,,,,,,,2.1002022E7,1.7800244E7,2.0257786E7,2.1031068E7,1.7206244E7,1.2552652E7,
119,126.05249163000974,0.40207592,,,,174,,,,,,,251101.16,251840.72,2130536.0,1188463.1,1960669.5,1656733.2,
275,126.05490072809403,0.47262716,,,,174,,,,,,,1287734.8,2450833.5,4065667.0,2837533.0,4135924.5,3029758.5,
5216,126.09135677149419,2.9663203,,,,238,,,,,,,860495.3,1438703.5,865547.1,1123264.4,1077891.0,1393257.6,
940,127.05016608750843,0.7993273,,,,139,,,,,,,3558341.5,3297092.0,5585234.5,5818098.5,6283303.0,6151524.5,
590,127.05018089253451,0.6137592,,,,135,,,,,,,1837587.2,2308767.5,732027.3,2847912.2,1482015.8,243452.03,
2367,127.05018804294029,1.8427418,,,,131,,,,,,,4514857.5,4593362.0,1.001161E7,7642520.5,1.0119938E7,1.0933389E7,
1217,128.07053201907704,0.9423627,,,,,,,,,,,444655.06,1519278.5,6216932.0,7259742.5,4.615819E7,5539907.0,
423,128.07054009720454,0.5483742,,,,,,,,,,,9230000.0,3346694.5,9654390.0,8290599.0,7104603.0,6029855.0,
1519,128.0705426920634,1.1686357,,,,,,,,,,,844709.6,423511.34,3927641.5,7042491.5,6585199.5,3530597.0,
2036,128.07054434907403,1.5238848,,,,,,,,,,,58759.664,163394.19,2.159878E7,3284410.2,6.5849332E7,4948231.5,
1717,128.07054833974257,1.2290089,,,,,,,,,,,158931.36,1248983.0,3927641.5,4421006.0,1.1571665E7,3.7283052E7,
1836,128.0705525845134,1.3909044,,,,,,,,,,,345265.3,437687.4,6.2372148E7,3819315.0,1.263429E7,1.2847737E7,
906,128.07055366121492,0.7795809,,,,,,,,,,,1569764.0,5166589.0,4510566.5,1.0910219E7,4195603.0,4.711908E7,
669,128.07056189599038,0.66761017,,,,,,,,,,,630792.7,3268353.2,4510566.5,1.657087E7,7189169.5,5480149.0,
118,129.05214207445508,0.41256058,,,,,,,,,,,774268.2,1051465.9,1023089.8,1042120.7,1226135.6,131504.97,
411,129.06576151425568,0.5156963,,,,174,,,,,,,5545122.0,7607784.0,654407.2,7011764.5,1476668.9,259855.92,
673,129.1021276924612,0.6320264,,,,,,,,,,,553939.8,555297.56,1039267.6,1734528.4,338486.03,697867.3,
274,129.1021503031434,0.47260496,,,,174,,,,,,,9282927.0,1.5946731E7,1.739658E7,1.9542584E7,1.928539E7,1.5439532E7,
290,130.0498462797002,0.48961315,,,,,,,,,,,1535655.2,1510820.4,58285.31,662141.7,176432.22,178144.45,
3331,130.04990494714883,2.3191214,,,,,,,,,,,199136.53,1916447.8,379374.7,286577.0,1158044.2,5552709.5,
4747,130.04992754718836,2.816018,,,,,,,,,,,40838.78,3399285.8,844674.56,149361.31,8848394.0,4950288.5,
609,130.0499692992083,0.656363,,,,127,,,,,,,5334992.5,8410915.0,36118.832,2384505.0,206754.98,72929.125,
366,130.08625947442866,0.49491134,,,,174,,,,,,,9247398.0,1.1913397E7,4.2040708E7,2.9219614E7,3.5858548E7,2.3022294E7,
23,130.08626212228765,0.32424834,,,,33,,,,,,,1065403.8,1352082.2,2935918.0,2036589.5,3415206.0,3461026.2,
397,130.09741330160324,0.50763804,,,,,,,,,,,5311336.5,7079045.5,4218579.0,9831671.0,5141588.0,3581723.2,
183,130.10548809921684,0.48817325,,,,,,,,,,,68255.734,951259.8,1006858.94,135114.44,982010.5,48868.74,
1726,131.04912555481266,1.1939977,,,,57,,,,,,,1.5939974E7,1.7411792E7,2.7067026E7,2.4947636E7,2.5020812E7,2.895758E7,
5314,131.0491672626075,3.0126333,,,,258,,,,,,,1729573.2,2696283.8,4582150.0,697346.8,8073223.5,1.2717466E7,
497,131.11787174379396,0.5758851,,,,73,,,,,,,328391.4,1030946.8,4033486.2,5199397.5,4444796.5,4226068.0,
694,131.117894615924,0.6334368,,,,,,,,,,,2896489.0,3376101.8,1086936.2,343581.62,323315.6,345162.44,
2816,132.08077875818884,2.1068048,,,,38,,,,,,,1718574.1,2220341.0,6085530.5,3072716.5,6616593.5,7075346.0,
1406,132.10186568392078,0.99742,,,,,,,,,,,2268031.5,593448.44,5191728.0,3591704.5,6380639.0,3673313.5,
773,132.1018736733886,0.70582724,,,,274,,,,,,,5.3324803E8,5.657835E8,9.912767E8,7.7215104E8,7.087036E8,8.7229114E8,
1604,132.10187868990735,1.1665376,,,,,,,,,,,1507590.1,1688794.5,4701338.5,1296090.5,3521798.8,7857373.5,
1910,132.1018893442766,1.3896565,,,,,,,,,,,314311.0,374794.56,4230823.5,1024858.6,1552003.4,2436089.5,
2099,132.10189190779235,1.560083,,,,,,,,,,,528863.94,1997114.6,9985469.0,766772.6,1961836.0,544933.44,
4139,132.10190050850915,2.6097732,,,,,,,,,,,1623938.8,1282781.8,1424988.9,1149312.2,2546746.2,1285309.4,
4651,132.10192068034686,2.7473652,,,,,,,,,,,730616.25,452280.12,522452.66,562389.1,1042064.8,872492.7,
3225,132.10192853261026,2.309271,,,,,,,,,,,393411.06,1259078.2,511205.38,517447.53,796719.6,1.7893282E7,
4697,133.06480841454314,2.7732089,,,,38,,,,,,,977457.1,1834553.6,2161214.5,1438926.5,2041445.6,3244884.8,
6842,133.06483096218517,3.8631856,,,,279,,,,,,,2580832.0,3712664.0,5346401.5,4432786.0,5515247.5,5033295.5,
800,133.10512273595359,0.7028099,,,,274,,,,,,,3.5523084E7,3.7512204E7,2.9278338E7,5.0931844E7,1.850383E7,1.9214382E7,
57,134.01880148904633,0.35635576,,,,291,,,,,,,1789470.9,2471698.5,7650793.5,4475488.0,7171985.0,7299995.5,
1665,134.05993574561828,1.2276431,,,,,,,,,,,2805467.0,70662.59,3610495.0,4773435.5,900008.06,2404619.0,
5217,134.06002959821487,2.953922,,,,,,,,,,,55126.664,19377.916,410877.66,11248.933,747862.9,1083200.0,
66,135.0027977183808,0.37347198,,,,291,,,,,,,203189.42,204036.19,3272919.5,168616.62,3651884.0,3432507.2,
1004,136.06169638470232,0.7852635,,,,139,,,,,,,9750607.0,1.2554495E7,833429.9,1.2132099E7,339114.38,341223.3,
312,136.06171943192496,0.48216665,,,,174,,,,,,,1.44389E7,3.0677938E7,1.2967804E7,3.9378572E7,1.5091549E7,1.811026E7,
1840,136.06178479327954,1.3490897,,,,,,,,,,,812546.0,234430.88,190475.16,909692.7,100492.93,91629.21,
582,136.07560171041362,0.6086474,,,,135,,,,,,,2686980.8,3605449.2,4550394.0,3669868.5,6278287.0,5423924.0,
1841,136.07568650954656,1.3548113,,,,,,,,,,,1621470.4,470293.97,401209.6,1064191.2,1231262.4,1365938.9,
3853,136.0756928627298,2.5159037,,,,,,,,,,,1493280.5,1591534.8,943038.6,1330475.5,877804.3,1488771.5,
4352,136.07571367466826,2.6421778,,,,38,,,,,,,3806480.2,5232642.5,2901538.8,8793979.0,2709730.2,4226657.5,
6766,136.07574964469703,3.7409153,,,,,,,,,,,437908.94,431897.12,78668.05,821534.9,439807.22,193024.94,
6539,136.0757722887536,3.6214273,,,,,,,,,,,419107.94,528584.9,936920.75,828874.3,1012207.6,559980.8,
519,137.04574123046135,0.5680849,,,,135,,,,,,,1848201.2,1799205.5,1.0726345E7,1692627.1,9949299.0,1.0701063E7,
1071,137.04578841644488,0.85453874,,,,139,,,,,,,857048.9,1237750.1,1.6854256E7,1567152.6,1.6795444E7,1.6219765E7,
