Filename,NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML,NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML,NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML,NEG_TJGIp8_1_Run20.mzML,NEG_TJGIp8_2_Run85.mzML,NEG_TJGIp8_3_Run207.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
210/165.0557mz/4.05min,174095.3,127523.81,117182.31,156575.7,185213.4,115389.45
211/159.1027mz/4.07min,445455.3,730753.1,480260.97,433080.66,393262.44,419541.53
212/301.1657mz/4.08min,221667.33,266994.38,246735.03,239379.48,242423.06,269207.16
213/442.1522mz/4.1min,0.0,0.0,0.0,156286.02,271295.97,0.0
214/580.2891mz/4.12min,1265149.2,1345643.1,1360551.6,1308746.8,1346746.0,1101678.5
215/517.1716mz/4.13min,346212.38,314172.5,341788.72,351105.94,351507.5,281891.12
218/947.3704mz/4.13min,1163880.1,1281038.4,1550331.1,1361815.9,1574450.8,1425596.6
219/329.1758mz/4.13min,303099.75,329388.9,371716.88,332258.72,358139.4,339817.0
220/117.0191mz/4.13min,302720.97,347611.2,363641.0,331407.4,387525.8,336242.62
221/519.187mz/4.13min,38866656.0,39910064.0,44321564.0,46030604.0,45453028.0,40418584.0
222/541.1678mz/4.13min,389022.47,552786.44,626874.9,406299.62,575974.75,619872.7
223/536.1779mz/4.14min,3292736.2,1614952.9,783936.25,3524178.0,2142809.5,774696.0
224/473.1816mz/4.13min,43609576.0,48181510.0,54887788.0,49638748.0,57065856.0,49831664.0
225/509.1583mz/4.13min,18196096.0,8078002.5,7326211.5,18758050.0,9993863.0,7094139.0
233/915.3813mz/4.14min,204294.67,269972.84,323300.44,198762.78,250158.22,290471.56
234/252.0733mz/4.14min,0.0,1352694.8,1549753.4,0.0,1311653.0,880954.5
235/401.1605mz/4.14min,1247228.1,1275387.6,1357464.9,1127675.0,1268439.9,1234190.9
236/423.1815mz/4.14min,184773.56,229231.72,233521.81,168522.28,190819.25,224412.34
237/195.0662mz/4.14min,277167.84,340409.8,341795.38,263227.28,330407.5,314965.72
238/441.1918mz/4.15min,3374473.5,4344792.5,4405025.5,3212115.0,3765449.2,4284906.5
239/487.1972mz/4.15min,3557304.0,4256763.0,4292996.0,3437480.8,3657292.8,4109038.2
240/301.1655mz/4.15min,2080049.9,2839758.8,2675268.8,2392115.0,2542541.5,2762941.5
242/477.1683mz/4.15min,1493993.2,671759.5,570820.2,1256016.0,675885.0,370395.25
245/431.2075mz/4.16min,187332.36,162591.52,154600.06,217023.95,246229.81,159496.64
246/535.1819mz/4.16min,1992193.6,2371601.8,2525774.5,1488996.8,2607433.0,2193853.5
248/525.153mz/4.16min,2822301.8,789473.2,669281.5,1773414.6,1124077.1,618704.8
249/551.2136mz/4.17min,396999.1,600219.44,641994.2,581973.2,573220.44,684028.44
250/471.166mz/4.24min,3574786.8,3335231.8,3911809.2,3321470.5,3581418.0,3555448.8
251/449.218mz/4.18min,181420.92,94454.164,78757.64,74040.33,127860.82,64822.867
254/215.1288mz/4.18min,372745.03,334927.7,296945.1,428560.16,384797.8,314079.38
255/503.1924mz/4.18min,2073611.1,2238489.8,2516704.0,2645045.8,2646936.5,2373747.5
256/549.1977mz/4.19min,969157.9,907389.06,1003494.25,1185224.5,1023204.06,945927.6
257/227.1289mz/4.19min,60364.883,210443.8,164177.7,78868.05,145725.22,163076.73
258/539.169mz/4.22min,85459.66,329102.53,324484.94,106963.07,28100.201,11575.412
260/269.1758mz/4.2min,353756.84,481394.9,581374.4,479738.94,592323.3,682448.25
261/247.0612mz/4.2min,333806.22,67930.11,99787.82,0.0,93663.47,43901.96
264/472.1696mz/4.24min,998903.4,896423.25,1100193.2,991604.8,961350.3,980691.56
265/489.177mz/4.25min,866730.8,350181.72,471268.0,397813.25,205770.12,329931.94
266/493.2442mz/4.25min,679990.6,773369.7,905861.25,950457.8,1010861.5,859630.1
267/441.1919mz/4.25min,2030552.0,1911663.5,2298797.0,2127855.0,2297149.8,2004794.6
269/493.1272mz/4.26min,435406.47,235796.19,201383.5,425241.88,281095.53,194680.05
270/503.1573mz/4.26min,413378.7,478103.6,489708.7,391326.0,483236.56,448893.4
273/263.0925mz/4.26min,904496.7,193948.23,315858.25,3051.649,180707.5,92752.195
274/357.1708mz/4.27min,489912.4,271566.9,349256.6,476227.7,457436.16,320876.34
275/389.1607mz/4.28min,186252.19,107756.055,134651.11,192735.86,200415.97,130281.39
276/117.0193mz/4.28min,132711.47,254503.56,320370.78,284121.72,332305.0,323188.06
277/503.1924mz/4.27min,664436.9,814606.1,971812.4,1560375.2,1277119.9,855530.56
280/539.1692mz/4.29min,1704537.8,969309.7,979720.56,2006527.5,1230505.2,952356.7
281/549.1978mz/4.29min,1873538.6,1961721.5,2409063.0,2243025.5,2334276.2,2241278.5
282/566.1878mz/4.29min,422821.25,245459.44,195944.89,519305.0,324294.7,220215.7
285/487.1612mz/4.3min,533520.6,463619.62,520640.12,560571.9,601486.94,493250.3
286/535.1808mz/4.28min,102112.84,73514.86,78708.96,120854.48,108925.984,293101.3
287/252.0733mz/4.29min,670902.3,15028.077,0.0,488939.4,0.0,0.0
288/417.1556mz/4.32min,411336.7,400046.0,373006.8,666699.4,473486.84,326232.22
289/227.129mz/4.34min,3767329.2,2511739.5,2647868.5,5254663.0,3619518.5,3605943.5
290/183.139mz/4.34min,488498.53,311513.88,326264.25,698033.1,448209.78,457288.78
291/451.2339mz/4.35min,188229.03,79870.4,77084.914,96873.16,121575.164,73037.016
292/477.213mz/4.35min,33825.38,47150.22,64475.508,66199.664,83735.97,59405.945
293/413.197mz/4.35min,150325.5,192902.75,200551.08,188690.69,201474.75,188163.89
294/395.1863mz/4.35min,1091666.4,1430869.2,1533995.1,1253065.9,1399983.2,1448602.4
295/525.174mz/4.35min,20944.95,96074.484,97133.13,29497.27,70933.5,93866.29
296/242.1762mz/4.35min,2828104.2,2126931.8,2106428.0,2319972.5,415152.97,394432.84
297/507.2234mz/4.38min,99110.27,92494.625,142581.7,142376.48,124665.99,95546.26
298/447.2025mz/4.37min,211834.58,848884.6,865688.9,235687.83,367131.34,823108.7
300/442.1522mz/4.37min,0.0,0.0,0.0,1104251.2,1273742.6,19087.639
301/636.3156mz/4.39min,314345.9,468592.0,471304.78,360664.9,366561.9,344333.66
302/459.203mz/4.36min,17684.361,2847455.8,3540917.8,27369.29,4345943.0,3200968.8
304/263.0924mz/4.4min,982245.8,100213.48,82714.56,3051.649,77314.32,38431.895
305/425.055mz/4.37min,0.0,0.0,0.0,0.0,3453812.2,27191.91
306/169.087mz/4.41min,567183.3,386900.16,421309.6,495638.84,428855.53,347420.66
309/391.1764mz/4.42min,1038594.25,1048816.4,1061740.4,1000843.1,1277205.6,1065636.8
310/493.1631mz/4.42min,105463.28,24718.902,21235.434,125999.06,35877.305,25692.2
312/458.1903mz/4.44min,608453.1,615184.4,619918.3,753818.94,794304.1,498171.0
315/457.1869mz/4.44min,1894389.8,1669416.4,1749581.2,2276704.8,2206928.8,1765771.0
319/375.2177mz/4.44min,430301.16,507810.44,490651.97,557039.6,538651.3,523048.84
324/883.3912mz/4.45min,344839.53,504776.25,617283.56,400074.9,547469.6,582971.25
326/441.1918mz/4.45min,9728928.0,10333028.0,11994800.0,10635011.0,11435161.0,11066007.0
327/487.1973mz/4.45min,9462431.0,9384351.0,10479177.0,10171959.0,10663504.0,9947577.0
328/503.1924mz/4.45min,1303721.0,1352329.1,1496038.6,1513063.0,1585507.0,1435131.9
329/477.1685mz/4.45min,8443398.0,3413643.2,3298385.2,8269631.5,4435866.0,3017226.5
331/357.1708mz/4.45min,244572.62,210373.16,236829.55,256891.19,248645.62,224067.14
332/423.1814mz/4.45min,556398.7,567812.94,648580.25,616854.94,616768.56,607262.2
333/509.179mz/4.45min,178021.83,284198.22,326108.22,213758.06,281685.3,324590.78
335/195.0662mz/4.45min,517862.12,497779.1,579578.6,550962.7,576043.8,522682.1
338/401.1605mz/4.45min,1300520.0,1092987.5,1244594.5,1377233.2,1315244.0,1209770.4
343/469.1501mz/4.46min,492321.78,548286.75,625409.1,509925.38,652090.1,577454.25
344/549.1977mz/4.46min,3048038.8,3198186.8,3598834.8,3228836.8,3328385.5,3346578.0
346/447.2024mz/4.44min,402263.47,581228.5,565154.6,633365.5,963017.4,458062.62
347/566.1878mz/4.46min,453369.1,202958.56,183668.55,453524.62,267658.12,164454.3
348/539.1691mz/4.46min,1259060.2,562084.6,538153.75,1238965.5,684151.4,468231.97
350/417.1555mz/4.47min,338988.84,314567.6,269015.0,572056.4,332930.16,222516.61
352/507.2232mz/4.47min,415311.47,352778.94,540481.56,622357.8,431220.4,576379.3
353/523.256mz/4.48min,912895.7,839214.94,819328.44,975267.44,866731.56,742442.25
354/461.2187mz/4.48min,122591.75,148565.47,215132.36,122947.65,170822.8,255058.62
356/459.2026mz/4.44min,3763402.0,2374908.5,2632915.5,5318870.0,4602658.5,0.0
358/423.2389mz/4.5min,200967.08,245685.53,311591.5,318225.1,456026.47,381249.84
360/463.2701mz/4.48min,85651.484,136141.27,162297.22,160607.66,201505.0,152798.3
361/214.1449mz/4.49min,43805.88,58728.332,58965.953,49250.176,57124.457,58376.535
362/263.0924mz/4.47min,643519.44,111790.49,159899.17,0.0,89441.68,38431.895
363/329.2334mz/4.49min,1054207.1,815186.94,898295.06,1226708.2,1029078.75,1041845.7
364/480.2017mz/4.5min,233098.31,0.0,6665.151,0.0,15306.654,0.0
365/355.1552mz/4.52min,54789.03,47005.305,114333.73,64758.22,61603.758,49915.5
369/517.1712mz/4.54min,792683.4,638675.1,837843.4,623947.0,761459.4,691705.06
372/929.3598mz/4.55min,220222.36,390705.28,469584.9,314443.47,460388.4,118341.67
375/517.3493mz/4.55min,291966.56,108616.484,138821.12,248707.95,259576.11,135868.52
379/716.3651mz/4.55min,214336.39,138159.22,172639.95,282417.16,285116.34,188345.69
380/447.2025mz/4.55min,2270437.2,91654.805,120600.16,941986.8,28329.258,16224.112
382/258.1709mz/4.55min,15246079.0,10827642.0,12038086.0,14789686.0,15041915.0,11802851.0
383/326.1584mz/4.55min,258577.69,421156.34,466329.38,217114.8,496487.56,491966.97
385/507.1424mz/4.55min,1442150.2,576261.56,539050.3,1243815.8,701574.75,415470.12
390/487.1613mz/4.56min,295727.78,254271.02,271093.03,264774.38,273704.47,243195.78
391/447.2747mz/4.56min,170484.77,699359.06,943293.9,343690.3,879367.75,1059494.5
392/700.3702mz/4.56min,424963.06,151643.94,380096.8,432025.6,450571.44,334359.62
393/523.1376mz/4.56min,487934.28,152193.8,109659.59,389160.75,203911.28,112404.72
394/504.2751mz/4.56min,439234.5,141220.16,178776.72,362906.8,330038.94,191501.9
396/425.0547mz/4.56min,0.0,0.0,0.0,3572065.8,0.0,0.0
398/899.3858mz/4.57min,691790.44,941465.94,1058097.8,883750.6,1077287.4,951819.94
399/413.1969mz/4.57min,7640379.5,8647085.0,9811401.0,9559700.0,10975717.0,9044152.0
403/285.1131mz/4.57min,919747.9,892589.3,1054832.1,1016823.9,1034701.25,868913.25
405/423.1815mz/4.57min,474940.75,373887.0,366584.3,530061.94,371514.88,304867.2
407/477.1681mz/4.57min,2910056.5,1204862.5,1073495.5,2966142.2,1398647.9,896209.9
408/441.1918mz/4.57min,68400330.0,65168708.0,73290510.0,74966920.0,76256950.0,63670480.0
409/401.1606mz/4.56min,483338.4,392325.7,784333.06,699879.44,503294.9,346008.97
410/444.2003mz/4.57min,403702.62,392542.7,444448.38,452238.03,439127.4,381150.44
411/449.2538mz/4.58min,266327.3,432029.44,498903.0,420104.03,598524.75,503146.25
412/195.0662mz/4.58min,10159744.0,9738385.0,11420033.0,11337408.0,11767727.0,9569533.0
413/357.1707mz/4.58min,345321.5,598490.3,367115.94,420591.03,400989.78,340629.6
418/151.0763mz/4.58min,1040034.75,969828.44,1211624.1,1165946.6,1200535.1,973358.06
419/504.1873mz/4.58min,451781.78,192040.56,163993.06,503575.9,249026.33,139048.47
420/423.1425mz/4.58min,120577.766,679509.8,750599.7,555278.5,662066.94,652220.4
423/395.186mz/4.58min,179429.25,223539.72,159185.67,212773.83,171912.53,139748.8
427/431.2284mz/4.6min,1082504.9,1050976.1,1172410.0,1549419.4,1312251.9,1173352.1
428/221.0818mz/4.6min,267837.1,1294882.0,1451923.0,171212.64,738584.94,484811.0
429/470.3225mz/4.6min,175955.7,64209.676,100077.4,156589.75,125096.17,100985.984
430/471.1656mz/4.6min,4064650.2,3426536.0,3814232.2,4276381.5,4026755.5,3106017.0
433/229.9643mz/4.62min,2134467.2,2309351.2,2402522.2,2298789.2,2147115.2,2368143.0
434/227.9665mz/4.62min,2179038.5,2391786.8,2468611.2,2353446.2,2216360.5,2419395.2
439/514.3488mz/4.64min,572832.75,140963.02,285627.88,513658.2,224589.16,317595.3
440/688.1584mz/4.64min,371755.47,452216.22,478177.2,383455.25,418229.7,463298.6
441/451.2333mz/4.64min,648198.56,219868.36,223743.84,344503.56,363585.62,229708.25
443/686.1604mz/4.64min,366773.72,443398.0,507520.34,392680.2,421589.4,432858.9
446/525.1737mz/4.66min,294333.47,581714.9,963756.6,148350.03,74577.91,935942.7
449/413.1969mz/4.64min,2937701.2,2917870.0,3469622.5,8031617.5,3399154.2,3173335.5
452/367.2144mz/4.68min,29862.625,1665582.0,1806165.6,53531.652,2543147.2,1659388.4
456/401.1608mz/4.65min,78702.63,352711.72,385709.03,870514.9,591395.8,475727.16
457/457.1868mz/4.67min,323876830.0,334605280.0,367963700.0,336491040.0,366237730.0,327228600.0
459/506.1996mz/4.67min,523064.66,556108.56,581434.56,555731.94,599177.56,562604.3
461/915.3804mz/4.67min,2741540.0,2810527.0,2901998.2,2597719.8,3043219.5,2714193.0
463/313.1807mz/4.67min,2432688.0,2420159.0,2743362.2,2602609.0,2584611.0,2425393.2
465/503.1919mz/4.67min,65330868.0,68947460.0,70184550.0,67752730.0,72099910.0,66841250.0
466/117.0191mz/4.67min,1818388.9,1992856.2,2274338.2,2016495.2,2165990.0,2035181.8
468/278.1395mz/4.67min,512464.56,450665.56,669855.4,423625.16,748465.3,601769.56
469/267.1753mz/4.67min,749564.9,362111.53,818527.06,799634.44,495583.06,424968.34
470/439.1377mz/4.67min,1698149.2,2423471.2,2572094.8,1785234.9,2082885.6,2496459.2
471/355.1549mz/4.67min,36763590.0,36153490.0,40673396.0,38799430.0,41175460.0,37547044.0
472/373.1655mz/4.68min,7766606.0,7798748.5,8352563.5,8107566.5,8182865.5,7976336.0
473/243.0694mz/4.68min,622024.5,0.0,0.0,691753.7,0.0,0.0
476/517.1709mz/4.69min,2115049.0,2522581.0,2652754.5,2032069.0,2332691.8,2165264.0
477/493.1632mz/4.69min,30854850.0,12727321.0,11063632.0,29618996.0,14755277.0,10751870.0
479/875.3488mz/4.69min,2493785.2,2595042.5,2625796.5,2416445.2,2658372.8,2606889.2
480/429.1917mz/4.69min,1345857.2,1391730.2,1661101.0,990030.44,1847828.2,1507339.6
484/507.1425mz/4.7min,850923.1,387342.16,327448.0,709117.7,378743.62,273529.7
486/461.2176mz/4.7min,402083.66,451758.3,526963.7,528010.7,580977.75,518203.7
487/447.2027mz/4.68min,523461.12,332272.16,386727.53,792219.7,478040.75,343985.34
488/520.1818mz/4.7min,2064299.8,1012090.4,814007.06,2103006.5,1159695.4,806551.56
490/329.2334mz/4.7min,38634.297,136239.02,188127.53,145842.1,239732.06,247252.33
491/433.2225mz/4.7min,386562.56,268291.34,294265.12,237679.11,262227.06,296053.1
495/375.2752mz/4.71min,319039.84,246303.06,257089.08,355138.53,386507.06,303907.3
498/438.1552mz/4.71min,335516.0,26117.287,58700.16,14167.382,93401.77,22493.805
502/417.1553mz/4.72min,3575732.2,3459754.0,3564223.5,3575337.2,3765217.2,3533384.8
503/897.3686mz/4.72min,206620.92,206105.83,243850.97,178214.2,225449.42,191741.73
510/431.2071mz/4.74min,575885.4,654428.2,556808.6,456075.1,938385.06,599033.9
512/412.1847mz/4.74min,2170412.2,2362641.8,2685638.0,1627830.8,2542565.5,2521718.2
513/411.1811mz/4.74min,8620906.0,8955014.0,10546890.0,9692634.0,10174943.0,9537713.0
515/492.1515mz/4.76min,6808136.5,1626644.9,6171215.0,3467349.2,2303885.0,5887298.5
516/895.355mz/4.74min,763556.06,760700.5,817907.25,834648.44,900508.06,817006.0
517/439.1762mz/4.74min,4491749.0,4695512.0,5291385.0,5070064.0,5589078.0,4894470.5
519/947.4062mz/4.74min,320156.25,329697.3,452237.66,653161.1,634908.3,432691.8
520/873.3333mz/4.74min,2661871.2,2685833.8,2856679.5,2753680.2,2944071.0,2717349.5
523/518.1658mz/4.77min,2085557.4,3920291.8,3163054.5,1996766.1,4719958.5,3085307.8
524/491.2289mz/4.75min,3651800.2,3713765.5,4907396.5,6736515.5,6373713.5,4648372.5
525/440.179mz/4.75min,396827.44,1146170.1,1396282.8,1143769.5,1259982.2,707972.7
526/492.2319mz/4.75min,1101548.4,1048974.2,1367144.1,1999250.8,1898659.0,1318261.8
533/477.2132mz/4.76min,1840961.2,1039289.75,1097315.1,1464814.6,1343762.8,1081418.0
534/461.2187mz/4.77min,1880290.4,1153685.2,1459729.0,1979310.8,1890883.5,1453329.2
535/367.1912mz/4.77min,1094823.8,1173726.9,1352949.1,1234706.6,1234606.0,1248210.1
536/442.1959mz/4.8min,201393.88,348269.75,290661.56,482512.25,413162.7,347677.78
537/911.3494mz/4.77min,8519531.0,8986417.0,10401961.0,9178460.0,9932038.0,8895670.0
538/502.1797mz/4.77min,184258510.0,194992670.0,214416100.0,198753660.0,163779760.0,195770260.0
539/501.1767mz/4.77min,631983100.0,670236900.0,736954240.0,682893700.0,694832300.0,672052400.0
540/455.1711mz/4.78min,76721330.0,83134264.0,93833600.0,85320070.0,89146920.0,87386250.0
541/456.1745mz/4.78min,21723528.0,23068764.0,25741272.0,23830298.0,24576070.0,24303936.0
