row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp3_2_Run127.mzML Peak area,NEG_TJGIp3_3_Run165.mzML Peak area,NEG_TJGIp3_1_Run41.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,
1976,115.9206754516203,10.211451,,,,,,,,,,,1.0870534E7,7859809.5,6737242.5,9251488.0,9958759.0,1.0269099E7,
1832,115.92068596220047,8.456104,,,,,,,,,,,2.7729556E7,1.9427584E7,6.1205356E7,2.2406292E7,2.5804042E7,3.6341556E7,
1511,115.92069202148643,7.720469,,,,55,,,,,,,1.900904E7,6.1301464E7,2.6846926E7,2.7164256E7,2.7283852E7,3.285315E7,
1712,115.92070852443318,8.135707,,,,17,,,,,,,1.5541782E8,1.7738344E7,3.8330924E7,1.2384254E8,9.887254E7,6.1733464E7,
1287,116.92845744502809,7.4453278,,,,5,,,,,,,1.1453631E7,1.4434411E7,9256471.0,1.9421652E7,1.5069966E7,9747965.0,
1443,116.92846078635118,7.6821227,,,,115,,,,,,,2.890947E7,2.775615E7,3.2559036E7,4.131808E7,5.6168676E7,3.63984E7,
307,117.0191754423587,4.669479,,,,33,,,,,,,107639.09,122055.91,166812.08,214891.25,187922.3,169803.77,
68,117.01933321338383,0.7808489,,,,,,,,,,,128114.17,55907.7,207386.1,190668.66,126052.14,71057.95,
59,117.01933709813007,0.64114076,,,,144,,,,,,,5851156.0,1.1266526E7,6362035.5,1.2741838E7,6385702.5,6860707.5,
72,117.01936231102776,0.9780881,,,,,,,,,,,3723.4438,38984.31,54993.293,64807.89,4234.626,3801.5571,
1710,117.9190197012159,8.133988,,,,,,,,,,,656108.44,499999.66,683960.6,550085.9,2776061.8,1773235.6,
1689,117.92856810966305,8.133181,,,,17,,,,,,,2287704.2,1605650.5,3623506.8,2374752.2,5262752.0,5625166.0,
1420,117.92859074788976,7.6804748,,,,115,,,,,,,3878676.2,2321901.8,3315917.2,5014686.5,4363894.5,4010835.8,
17,118.05095498047585,0.37205935,,,,12,,,,,,,2.8462002E7,7.206315E7,1.4000915E7,6.3234904E7,2.7042488E7,1.9902292E7,
559,118.05097631456412,5.539377,,,,,,,,,,,54772.816,25160.947,102346.15,29724.205,156559.83,273063.56,
80,118.05097832805254,2.2449682,,,,,,,,,,,56413.656,122379.305,150910.52,151663.38,390735.03,0,
92,118.0509801175943,2.497987,,,,,,,,,,,590579.56,171894.78,183305.2,148308.2,149009.9,0,
115,118.05098145551636,2.898652,,,,,,,,,,,70952.91,65723.8,70534.26,42014.984,282126.3,117083.08,
129,118.05100637653925,3.0230153,,,,,,,,,,,169946.19,214817.8,190176.53,155461.38,20718.166,183894.88,
1953,118.8996262777195,10.155678,,,,,,,,,,,186884.34,183062.31,2288543.2,120262.13,174476.28,2878522.5,
1660,118.92677120947381,8.131556,,,,,,,,,,,552365.75,332612.6,271864.16,241592.83,1336505.1,1617408.1,
1421,118.92677983862838,7.682892,,,,115,,,,,,,1020770.75,594141.4,565454.9,1232821.8,1044094.7,704681.25,
8,119.94687120536628,0.35021678,,,,12,,,,,,,1746530.4,2185800.8,1862060.2,1809008.1,1439877.9,1617925.6,
2043,119.94695013717597,10.675495,,,,,,,,,,,0,0,155905.73,0,0,17828.812,
126,120.04548124986297,3.0500462,,,,140,,,,,,,404057.25,480394.62,562690.5,624624.94,548120.7,490706.8,
97,121.02949865358352,2.5731099,,,,,,,,,,,654775.06,850663.06,843145.2,839435.0,818958.6,638061.44,
147,121.02953965988661,3.3237014,,,,,,,,,,,19030.754,32943.14,3409.79,54215.19,155217.58,0,
9,121.94397242341417,0.35021678,,,,12,,,,,,,574795.8,730520.9,617107.6,607113.2,469841.75,532485.1,
157,125.09714981443985,3.449252,,,,11,,,,,,,367678.75,450820.75,492631.44,1027148.06,917931.3,1031570.2,
27,128.03526736964935,0.39047134,,,,51,,,,,,,673384.8,1796281.1,636204.0,2599376.5,1201806.6,779692.1,
56,128.0352873742045,0.60387266,,,,,,,,,,,2096407.8,2991754.2,1994233.9,3759399.8,1730863.5,2531466.5,
7,129.97571649512707,0.33875576,,,,,,,,,,,266094.38,297949.78,215800.11,80432.22,109368.69,132026.48,
63,130.08728885030052,0.7368731,,,,,,,,,,,753094.8,2902961.8,1234068.4,2582480.5,788059.7,672871.56,
95,130.0873191263744,2.5740945,,,,,,,,,,,54117.68,59162.004,49667.176,172575.66,150833.4,38307.04,
114,130.08734092069656,2.9054425,,,,,,,,,,,151621.92,101225.74,99513.78,204167.9,202936.02,166496.08,
104,131.07133407510605,2.7797606,,,,120,,,,,,,4565399.5,5951127.5,6943414.5,4442848.0,3590300.8,4101108.8,
1317,132.90014201692418,7.482228,,,,,,,,,,,287050.97,245950.25,639709.06,54177.332,122553.39,300410.28,
1527,132.90015385201846,7.782582,,,,,,,,,,,129182.9,93493.35,464535.75,43801.043,148681.83,922147.1,
1350,132.90015543613532,7.595426,,,,,,,,,,,37339.4,152616.98,211214.98,80660.95,155480.11,709775.4,
1956,132.90016546018532,10.17624,,,,,,,,,,,238569.1,247762.75,1119112.9,175478.53,193047.8,1659142.5,
1831,132.92336082708934,8.452756,,,,,,,,,,,694092.7,706317.0,2205607.0,466099.9,567642.1,2931520.0,
1505,132.92339030510163,7.7021027,,,,,,,,,,,1379550.6,613245.06,1035611.94,1098326.8,1345983.0,1296432.1,
1751,132.92340210369582,8.141448,,,,17,,,,,,,2130757.2,656024.5,1383904.5,4332090.5,2367563.8,2448937.5,
23,133.01418294627254,0.3791784,,,,12,,,,,,,4329682.5,4839449.0,5533678.5,7196151.0,6430014.5,6102830.0,
1181,134.89460115856818,7.3783813,,,,,,,,,,,2257218.5,2924371.5,4262785.5,3709093.0,3573168.0,5436108.5,
1539,134.894602249342,7.791473,,,,93,,,,,,,8500194.0,5862452.0,1.4070933E7,5744300.5,8836959.0,1.7753502E7,
1319,134.89460344282148,7.479052,,,,13,,,,,,,1.2442838E7,1.1869596E7,1.3023813E7,5240063.5,1.343517E7,8929876.0,
2010,134.8946100656127,10.228626,,,,,,,,,,,2775366.2,2809707.0,977720.06,1548702.1,2074470.2,1610122.9,
1961,134.8946285425369,10.177178,,,,96,,,,,,,5021667.0,4980490.5,2.0791584E7,3590294.2,3922315.0,3.0599218E7,
1958,135.97087030975553,10.163653,,,,,,,,,,,572927.75,2887247.5,400685.7,2867328.8,527465.44,377565.28,
101,136.04035252433493,2.7336357,,,,106,,,,,,,67812.51,132594.19,140101.33,167205.69,129846.07,66161.14,
88,136.04036407337318,2.4076614,,,,139,,,,,,,734524.75,877796.56,898225.6,773130.7,652536.8,818329.06,
127,136.04037151997468,3.0500462,,,,140,,,,,,,95273.51,124129.86,143259.2,166903.9,139687.1,126655.53,
1962,136.8916479381222,10.177178,,,,96,,,,,,,1661808.9,1669072.8,7317021.5,1178445.8,1299962.0,1.1358941E7,
1952,137.8916892175595,10.171056,,,,,,,,,,,166769.75,171216.7,493883.28,114525.055,123576.07,1165578.0,
54,138.0196081147906,0.5811964,,,,,,,,,,,21200.105,97576.53,69796.695,138662.1,48541.46,66009.945,
67,138.01962804942843,0.81587535,,,,,,,,,,,51488.715,167790.36,84944.734,363340.7,117538.37,90262.37,
146,138.01969648743372,3.323107,,,,,,,,,,,1180302.9,1318779.5,1396791.9,1958663.0,1728120.8,2092772.8,
90,139.04006344771972,2.4556248,,,,,,,,,,,516565.78,681847.7,612227.6,742142.7,642751.44,592632.4,
202,141.09216938336803,3.8368597,,,,,,,,,,,235438.89,323304.4,221584.67,475304.78,290028.8,427377.22,
210,141.09219795290343,3.9492931,,,,,,,,,,,247191.78,354467.7,269866.4,581102.06,378023.53,500321.72,
86,144.0454487388446,2.401176,,,,139,,,,,,,953533.1,1160964.1,1327828.5,1455662.1,1319045.4,1157537.1,
141,144.04550568992056,3.273506,,,,149,,,,,,,395939.56,420505.34,562514.3,606194.4,573436.3,663514.8,
168,144.04556410015113,3.5667253,,,,,,,,,,,194667.16,232912.11,60743.637,0,0,28406.576,
1833,144.92333296743502,8.459682,,,,,,,,,,,2775278.0,3445532.5,1.2725798E7,4729276.0,1420193.8,961424.0,
1966,144.92334151429282,10.201127,,,,,,,,,,,2272619.0,1551867.4,1304397.1,1907856.9,2100301.0,2091170.9,
1732,144.92337793407123,8.138148,,,,17,,,,,,,3.2115544E7,3463700.5,8283973.0,2.4652282E7,1.9766428E7,1.2681614E7,
1498,144.92338029419957,7.6996994,,,,55,,,,,,,503964.78,1.2498876E7,4343907.0,3016540.0,1310009.6,6425841.5,
79,145.0506253936361,2.139676,,,,,,,,,,,779420.4,982891.9,789837.0,1326368.9,1026941.06,1106338.2,
1965,145.05190363845864,10.180386,,,,,,,,,,,46052.613,12470.658,0,14381.742,64719.688,0,
160,145.08699318387673,3.4519165,,,,11,,,,,,,320521.88,399101.0,497911.8,255005.42,250044.22,278626.1,
167,145.08705456716402,3.536869,,,,,,,,,,,424932.34,513548.97,541525.25,438688.62,414957.6,457289.84,
22,146.04583949838846,0.37840065,,,,51,,,,,,,2297636.0,1561941.9,2439695.5,2569992.0,2951502.8,2583432.5,
11,146.96589831127923,0.3580136,,,,12,,,,,,,1.4612555E7,1.8700222E7,1.3857566E7,1.1875348E7,9347528.0,1.0238333E7,
71,146.96591656324298,0.92610234,,,,,,,,,,,1856228.2,716315.4,1278297.6,396512.4,1170670.8,373173.94,
66,146.96591777766344,0.8122556,,,,,,,,,,,487398.7,2182049.2,426179.78,933976.94,290262.47,90561.984,
93,146.9659389309705,2.5440092,,,,,,,,,,,139352.72,58401.723,144367.25,0,0,176466.69,
1954,150.88945937659545,10.15116,,,,,,,,,,,313325.34,299287.0,3293289.5,188263.12,267327.47,4128639.5,
103,151.04002770890767,2.7551632,,,,,,,,,,,286460.8,372649.9,385272.7,596941.2,478197.75,427729.84,
2015,153.86852877334456,10.32746,,,,,,,,,,,589036.1,498273.75,29873.861,872960.7,697353.9,72134.57,
10,154.92817282399383,0.35559177,,,,12,,,,,,,800035.7,806396.56,1017827.3,1002275.9,1182715.1,1078234.4,
181,155.1077757792979,3.6928575,,,,40,,,,,,,4397225.0,5186693.5,4555987.5,4934247.0,4346834.0,4763099.5,
108,158.0822159894901,2.810096,,,,,,,,,,,813722.1,970063.6,977795.56,1284084.1,1078931.0,827401.56,
84,158.08222156750958,2.3695953,,,,,,,,,,,269430.84,342602.72,305821.7,332609.88,274345.84,233479.2,
100,158.08223828012868,2.7251816,,,,106,,,,,,,763867.9,951847.1,913943.3,1315479.2,1053163.0,816245.3,
77,158.0822575094875,1.9385619,,,,,,,,,,,1044622.94,1334575.8,1341296.9,1725117.1,1413868.4,1153797.2,
76,159.06625948127413,1.5821682,,,,,,,,,,,85958.35,88579.98,101340.42,422931.22,207988.22,124857.68,
98,159.066268186102,2.6058831,,,,,,,,,,,245031.77,281602.75,299590.8,393009.72,320898.0,332953.25,
110,159.0662734814326,2.8686094,,,,,,,,,,,475454.94,613854.94,655586.2,655401.25,531884.5,627582.8,
194,159.1026891125111,3.7896388,,,,,,,,,,,84438.82,104817.71,99575.11,98328.49,88367.805,102183.6,
223,159.10270741223357,4.0728784,,,,54,,,,,,,413044.75,492997.6,489492.0,329583.47,279341.88,608523.6,
132,159.10271904466342,3.1533806,,,,,,,,,,,4053.9124,11605.101,16535.7,48960.438,37734.777,41772.6,
134,160.04045070785295,3.1984758,,,,102,,,,,,,473748.72,520970.84,611011.94,724018.2,704773.2,784631.44,
31,160.06144469894767,0.39287588,,,,51,,,,,,,467751.28,999965.94,477335.44,1181506.0,604465.2,424364.38,
58,160.06146497956414,0.6337953,,,,144,,,,,,,1436789.6,1927010.6,1551047.4,1827518.1,794131.44,1433234.0,
69,160.06153084587393,0.84576905,,,,,,,,,,,0,55429.887,0,35895.574,0,0,
2037,160.8420004817027,10.49884,,,,,,,,,,,421740.88,277486.44,770450.56,265900.78,271931.03,2499101.5,
2038,162.8390684838072,10.49884,,,,,,,,,,,401348.4,256773.64,728378.44,259020.42,306329.56,2233112.2,
125,164.03539412915472,3.049121,,,,140,,,,,,,1812761.2,2142779.8,2458743.8,2840776.8,2455485.5,2157244.5,
144,164.03539659388818,3.2893171,,,,,,,,,,,30070.994,31524.041,36474.133,26209.516,25461.379,43642.35,
121,165.05566349798576,3.0217886,,,,,,,,,,,1035403.9,1347865.2,1383000.0,1387514.0,1087369.9,1189414.2,
218,165.05575916852706,4.0458865,,,,,,,,,,,1055645.0,1193007.6,1585277.2,477008.9,428277.0,654029.56,
16,168.03351669240945,0.37127116,,,,12,,,,,,,992544.56,854175.2,977778.1,1330354.8,1313230.8,1412586.8,
28,168.06651325224917,0.38487944,,,,63,,,,,,,187898.02,1421243.9,301096.4,1283638.8,353061.94,367647.38,
57,168.06654194422057,0.6297617,,,,,,,,,,,523820.25,2406048.8,737192.4,1873668.0,516142.22,735273.7,
246,169.08704147705188,4.176002,,,,,,,,,,,86520.87,89699.305,122966.27,113005.31,80147.15,64847.438,
265,169.08707354310076,4.4053273,,,,,,,,,,,296214.28,292685.72,353797.72,381731.75,344044.34,311056.72,
189,171.10272267725705,3.7573538,,,,132,,,,,,,1946963.0,2272323.2,2612649.0,5039851.5,4289793.0,4903347.0,
117,171.10273070259643,2.9547741,,,,88,,,,,,,198954.88,218560.31,417016.72,591816.1,507766.84,687633.5,
215,171.10279578819714,4.0086403,,,,79,,,,,,,293449.44,309920.97,349785.72,366447.03,331850.25,310986.44,
113,172.09797749846953,2.9082692,,,,,,,,,,,744552.94,917610.8,1681184.2,1040718.06,1472463.9,1627517.1,
94,172.09798251150792,2.5491538,,,,,,,,,,,3759.5403,19215.674,0,54200.137,38202.93,30476.516,
62,173.0818249672063,0.6837141,,,,,,,,,,,44990.76,214238.1,75880.74,388901.66,95755.75,69951.95,
124,173.08189300980052,3.0454683,,,,140,,,,,,,957221.3,1140491.8,1090596.9,1884898.4,1581946.0,1518530.5,
166,173.08196606649946,3.519204,,,,,,,,,,,4321.274,17354.39,22746.09,30011.0,27141.674,27701.596,
25,174.07707942338845,0.38172317,,,,63,,,,,,,867998.75,3220650.8,516440.03,2794755.0,834724.7,790744.44,
65,174.07711618346943,0.7567928,,,,,,,,,,,34697.418,31895.477,49392.074,157757.84,3675.0647,29686.9,
2040,174.9560390016388,10.583903,,,,0,,,,,,,1.5406069E7,1.5819781E7,1.309764E7,1.6681257E7,1.6594408E7,1.3491348E7,
89,175.06115797807334,2.4339368,,,,,,,,,,,938487.06,1454827.1,1287085.5,1914304.5,1411843.0,1486586.5,
99,178.0509610342436,2.6231277,,,,,,,,,,,450144.25,558486.94,559986.75,712450.5,602802.94,622003.2,
139,178.05103901321013,3.2473762,,,,129,,,,,,,1205457.1,1460893.2,1695193.0,2263069.8,1932880.5,1665768.4,
1805,179.0382120454312,8.362376,,,,,,,,,,,812357.3,995447.0,112272.73,1492969.9,158133.22,667643.56,
1840,179.038232858606,8.490437,,,,124,,,,,,,965196.25,253646.67,1430615.2,454195.7,1693720.8,2819944.0,
1857,179.03825916064898,8.636474,,,,130,,,,,,,274969.5,104480.445,418238.3,219037.08,486426.88,681481.4,
205,179.07147582249044,3.919634,,,,97,,,,,,,755423.3,873300.0,866848.56,466017.78,429643.3,716074.1,
60,180.06659641417502,0.661882,,,,,,,,,,,62768.47,47734.598,93926.48,45445.742,90504.94,49107.69,
138,180.06663593407643,3.2455244,,,,129,,,,,,,745795.3,922579.56,916167.1,1032301.56,889864.56,1015917.44,
140,181.0705790260241,3.246466,,,,,,,,,,,67162.234,188399.75,77544.8,68778.31,227067.86,81229.24,
47,181.07171638776367,0.4428151,,,,,,,,,,,1.060279E7,3.9460744E7,8857316.0,2.9329044E7,1.3846682E7,1.1533311E7,
19,181.94711575385278,0.3744118,,,,12,,,,,,,1302452.5,1495540.2,1509842.9,1136656.4,1243252.2,1191141.1,
460,183.13897383432695,5.180971,,,,,,,,,,,80175.12,124225.84,74370.19,207553.14,182760.53,231955.34,
258,183.13903262117904,4.336902,,,,29,,,,,,,623121.5,768692.5,877821.8,1321953.6,1162101.6,1661678.4,
112,185.0818929315088,2.8903236,,,,,,,,,,,7133.0303,19307.85,7406.5254,54623.066,47552.36,56959.445,
200,185.08199104495375,3.8368597,,,,,,,,,,,1414973.2,1958923.9,1259132.8,2973421.8,1748301.2,2616839.0,
301,185.1182298380007,4.636328,,,,,,,,,,,119651.24,147191.92,145454.81,189943.08,198256.94,175696.12,
195,185.1182952187787,3.7869532,,,,,,,,,,,224599.98,254344.58,169863.12,192640.81,175207.3,494974.9,
245,185.11832004344208,4.170189,,,,,,,,,,,139375.38,151062.9,198074.55,226046.14,194370.27,209916.06,
221,185.11834062839293,4.118553,,,,,,,,,,,52003.305,23190.357,62762.62,39041.465,71465.45,32932.31,
116,186.11357056296416,2.951039,,,,88,,,,,,,556669.2,609602.25,619072.9,1100495.5,924461.06,1179859.0,
145,186.11358741353277,3.2949476,,,,,,,,,,,92879.93,109520.48,130233.89,226866.48,194343.66,197715.27,
158,187.09758619531058,3.449252,,,,11,,,,,,,1.1606839E7,1.3439055E7,1.4543536E7,3.0158918E7,2.6374946E7,2.9062086E7,
148,187.09763916314708,3.350125,,,,108,,,,,,,53043.47,54377.51,21023.11,85456.445,79126.85,80586.68,
212,187.0976796919385,3.9829066,,,,,,,,,,,164733.75,235094.1,273454.34,414953.16,296318.4,268294.97,
105,188.03526894765074,2.7834122,,,,120,,,,,,,33636.44,43587.29,31940.744,97247.41,74520.31,74767.61,
87,188.03531234362342,2.4030225,,,,139,,,,,,,1523954.5,1883684.1,1981499.6,2387149.5,2059580.0,1692900.9,
131,188.03540480016173,3.1456869,,,,,,,,,,,50956.402,63909.75,80635.68,97018.5,73895.51,87383.234,
38,188.05635964516011,0.3911356,,,,,,,,,,,170172.84,94387.59,198176.42,318840.12,275240.0,246827.45,
64,188.05636195370914,0.7518094,,,,,,,,,,,568776.4,740499.06,625024.7,1344779.4,686833.5,702378.2,
118,189.07685088486338,2.9621973,,,,,,,,,,,263823.28,387932.4,412233.6,500234.94,370401.44,438997.56,
154,189.11311036620395,3.4253778,,,,,,,,,,,204311.34,240065.56,239921.1,252516.97,223227.1,239161.83,
190,189.1132552952755,3.753707,,,,132,,,,,,,240826.8,280041.7,301257.72,621423.2,528798.7,575483.94,
61,190.07201450622333,0.68278915,,,,,,,,,,,430165.4,657230.3,518331.53,927893.25,602141.3,461234.1,
29,190.07202521515072,0.3847603,,,,,,,,,,,489481.4,563686.8,546377.3,931795.8,757867.25,522177.03,
1,190.92840268917132,0.032089528,,,,,,,,,,,548934.6,1118903.1,489155.4,1159419.5,571728.0,476988.97,
2031,190.92843373744765,10.437547,,,,,,,,,,,377910.12,282988.3,94881.96,546657.9,286205.84,158482.2,
165,191.07466654045405,3.4697225,,,,11,,,,,,,115334.56,141848.7,186264.11,182464.17,144099.77,166395.66,
173,191.07484008340955,3.6088657,,,,,,,,,,,467775.44,555493.44,736692.25,645950.06,542563.0,648927.94,
149,193.05064344924736,3.3511713,,,,,,,,,,,856555.7,942850.25,881528.0,722216.25,668515.8,782124.25,
85,194.04580408077368,2.3863447,,,,139,,,,,,,1803289.1,2265369.5,2011866.4,2139740.0,1813843.2,1609258.8,
122,194.04583781483447,3.0300734,,,,,,,,,,,95488.89,129197.3,107823.95,142449.52,107688.45,122264.27,
39,195.81080637151527,0.39998138,,,,90,,,,,,,394575.84,424657.84,455396.25,462928.1,436014.9,472550.28,
53,195.8108085803633,0.5380465,,,,,,,,,,,3544.1917,36052.58,3333.2322,135947.56,0,5190.6724,
2032,195.81088681578618,10.419109,,,,31,,,,,,,171934.73,205525.38,50812.05,1053460.0,76336.4,23355.469,
2024,195.81091544611147,10.348727,,,,50,,,,,,,1031098.6,161847.53,46896.062,1843254.8,1302808.0,23466.846,
40,197.80786043154544,0.39998865,,,,90,,,,,,,495432.6,534232.6,589077.94,596292.44,564730.8,611604.56,
52,197.80786989050767,0.54748356,,,,,,,,,,,4787.844,30920.371,15166.534,203477.6,0,10256.792,
720,197.8078723148822,5.954772,,,,,,,,,,,0,0,0,0,0,125463.97,
2029,197.80791546151136,10.419946,,,,31,,,,,,,226347.81,270600.3,77325.29,2255229.0,106748.3,72541.61,
2020,197.80792848634857,10.332373,,,,50,,,,,,,1271673.5,209777.31,0,1874636.2,1616274.2,33515.242,
182,199.09760796567386,3.6928575,,,,40,,,,,,,1.2395096E7,1.4653274E7,1.2550357E7,1.4004434E7,1.2379448E7,1.3125033E7,
252,199.09765017922317,4.295751,,,,,,,,,,,111770.87,141639.55,135526.89,272795.72,126639.82,192618.22,
36,199.80491221892314,0.39834702,,,,90,,,,,,,226640.3,251448.55,276630.56,280125.12,255297.92,283432.84,
2021,199.80491807842628,10.346792,,,,50,,,,,,,602943.2,94024.65,0,1057729.2,745074.75,7779.502,
2033,199.8049671430163,10.414778,,,,,,,,,,,99047.625,116920.68,11208.607,605493.8,36685.805,0,
266,201.11331820671356,4.401645,,,,,,,,,,,3870.9355,15121.722,21403.613,23755.1,17169.71,26279.498,
198,201.11333639358168,3.8268359,,,,119,,,,,,,564101.56,638067.4,757271.6,793442.44,679573.2,969485.75,
417,201.14958560229184,5.0418963,,,,32,,,,,,,1516699.6,1695298.2,1170696.4,916677.25,843740.56,1467877.1,
6,203.02852145985366,0.34536752,,,,4,,,,,,,677481.5,861181.25,515470.88,649186.1,438747.0,541969.4,
159,209.07946913328257,3.449252,,,,11,,,,,,,826579.94,936452.5,843142.9,1710789.1,1565304.4,1446741.8,
228,210.09243090891485,4.1226864,,,,105,,,,,,,589617.94,552191.6,600416.75,710000.25,682580.9,844520.7,
296,211.1339618854671,4.606589,,,,,,,,,,,376602.16,369151.12,522314.72,754434.75,867256.6,1010228.4,
172,211.13402556183627,3.600235,,,,,,,,,,,0,15467.869,23207.316,44577.61,35089.12,41913.113,
206,213.01546148711853,3.9264145,,,,,,,,,,,608050.06,511072.66,437125.62,497602.34,508852.22,384557.88,
162,213.1131881882445,3.4485166,,,,,,,,,,,20994.832,38988.25,41865.438,142121.6,147835.2,170086.55,
236,213.11324649736653,4.13681,,,,,,,,,,,261183.38,297980.78,329254.78,323274.84,277356.2,381872.06,
247,215.12886628471816,4.1828847,,,,,,,,,,,949406.8,1065017.5,1167339.8,1685367.9,1447529.8,1571599.0,
143,216.12412976983475,3.2781432,,,,,,,,,,,182184.08,216003.97,247692.16,346175.56,285810.97,365490.12,
42,216.91891901928582,0.37035418,,,,,,,,,,,118466.37,71784.99,420738.47,146369.02,643609.44,710685.6,
32,216.92826573428798,0.38324574,,,,12,,,,,,,452465.66,400059.2,712165.56,353546.28,859654.6,706099.75,
45,216.9810878637019,0.42782983,,,,,,,,,,,394891.25,426787.66,809101.75,964828.3,1334167.0,1241235.1,
