Filename,2024_POS_CC_1_Run20.mzML,2024_POS_CC_2_Run47.mzML,2024_POS_CC_3_Run61.mzML,2024_POS_CC-AZA_1_Run23.mzML,2024_POS_CC-AZA_2_Run38.mzML,2024_POS_CC-AZA_3_Run70.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
743/437.3412mz/7.93min,1729054.0,1107578.8,3145520.2,1348136.2,1391132.6,1802260.1
744/506.42mz/7.93min,1377979.4,449458.3,843389.6,661497.44,618459.1,286247.4
745/481.3654mz/7.92min,538566.5,63267.254,369605.3,184948.44,166647.8,55394.17
747/457.3678mz/7.95min,442087.97,168335.52,358035.1,238597.3,291438.06,115599.72
748/528.402mz/7.93min,2502469.8,499067.88,1400371.1,663096.75,643668.0,229725.9
751/650.6447mz/7.94min,0.0,100673.83,0.0,202524.95,255434.83,176346.84
752/714.5028mz/7.94min,0.0,208518.03,31476.135,302153.28,171028.0,191740.89
753/716.4619mz/7.94min,0.0,316458.47,0.0,329533.34,281254.75,288469.0
754/700.4883mz/7.94min,0.0,8055364.0,356804.2,7883523.0,6706406.0,7016963.5
756/729.5137mz/7.94min,0.0,468951.62,0.0,498131.03,375264.5,379021.75
757/743.4804mz/7.94min,0.0,506456.28,0.0,558942.3,299855.5,439510.3
758/636.4593mz/7.94min,0.0,606383.56,124254.0,1172924.9,1578215.4,597127.2
761/726.5039mz/7.94min,0.0,27125224.0,161182.53,29631444.0,21913838.0,23631220.0
762/440.3751mz/7.94min,222503.28,44356.754,136598.75,113601.31,105452.695,33594.4
763/534.4128mz/7.94min,790511.44,172398.33,530810.06,252149.48,253349.08,107707.68
766/512.4306mz/7.94min,304729.0,91869.09,195342.88,157562.56,150695.31,67541.04
767/597.2701mz/7.94min,700948.44,83797.33,160265.52,108474.555,198838.67,39845.88
769/742.478mz/7.94min,0.0,1246991.6,0.0,1474326.1,1131403.5,1269890.2
770/788.6137mz/7.94min,0.0,4893999.5,961116.25,0.0,862611.4,3460009.5
771/782.5664mz/7.94min,0.0,912520.4,93491.69,0.0,430176.88,713516.3
772/786.6mz/7.94min,0.0,16504796.0,128638.29,0.0,6478975.0,14489599.0
774/602.5505mz/7.94min,158563.64,39740.0,99738.82,42793.133,63004.645,12621.523
775/624.5192mz/7.94min,2517982.5,1008180.44,1220840.9,1008638.5,914837.0,792780.6
776/746.5685mz/7.94min,0.0,369942.44,496815.1,0.0,399993.12,355083.2
777/588.4985mz/7.94min,308627.12,100787.21,224850.08,154311.88,141571.52,21555.875
