row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_D5-211-C4-b_Run184.mzML Peak area,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML Peak area,POS_D5-211-C4-c_Run187.mzML Peak area,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML Peak area,POS_D5-211-C4-a_Run181.mzML Peak area,
5,159.96926454617676,0.034062613,,,,0,,,,,,,4557927.0,4641526.5,4479709.5,4362072.0,4326045.5,4109707.5,
12,159.96928941347002,0.32087013,,,,5,,,,,,,3026755.5,4084891.5,5161697.0,3879641.0,4295066.0,3372081.8,
591,163.99049467971795,10.322953,,,,2,,,,,,,3757445.5,3112184.2,2318191.0,3874451.5,3114640.2,3832043.0,
443,163.9906007419386,7.981437,,,,,,,,,,,1673616.4,535728.44,525099.9,1838102.2,581323.06,545220.06,
323,163.99063115874608,7.7079678,,,,,,,,,,,618531.4,641027.7,603225.3,626575.44,659113.7,1152318.6,
180,165.09114024875393,6.1008263,,,,15,,,,,,,1451369.0,1058426.0,1163049.0,843312.3,1798361.6,855734.6,
645,165.982925429162,10.402882,,,,2,,,,,,,2289029.2,2994280.8,2786776.0,2568817.2,2999492.8,2933338.5,
657,167.01281865086295,10.483122,,,,3,,,,,,,4.620588E7,4.358381E7,4.469897E7,4.5411244E7,4.570683E7,4.648929E7,
653,168.01609884387685,10.480501,,,,3,,,,,,,2385091.2,2303669.5,2340229.5,2245645.0,2426957.2,2399662.5,
592,169.97726701656927,10.322953,,,,2,,,,,,,2804974.2,2090951.4,2717459.5,3004768.0,2523196.0,2942325.8,
672,169.97733110334354,10.811184,,,,,,,,,,,1973602.6,1639406.1,1162215.4,1927688.1,4723972.0,1923817.5,
40,171.09923833271935,2.8568013,,,,,,,,,,,2862992.5,490318.56,267178.84,2617547.8,465511.38,2902201.0,
677,171.9929671218384,10.975044,,,,63,,,,,,,7061819.5,5334411.0,5775479.0,7061005.0,5685771.0,7133539.0,
45,172.13327846876442,3.1876986,,,,30,,,,,,,1223413.5,1050209.2,1013033.6,1149928.5,1000862.06,1208850.9,
589,172.95633373707832,10.321104,,,,2,,,,,,,3518106.2,7769538.0,7882801.0,3630644.8,7586959.5,3750349.5,
402,172.95645603360188,7.8718777,,,,,,,,,,,1193648.0,1656256.5,1732598.4,1188545.2,1892187.1,2469456.8,
20,172.97719617807547,0.3916638,,,,32,,,,,,,1586917.5,1454416.0,1527799.4,1509120.8,1540978.1,1441954.6,
673,173.0301943597058,10.792857,,,,,,,,,,,185150.03,809453.8,576657.56,2591529.0,338056.4,151633.47,
590,174.95331445504357,10.321975,,,,2,,,,,,,919878.44,1219012.0,1864198.0,892244.2,1189366.0,604389.94,
640,174.95677401486932,10.377168,,,,2,,,,,,,1632718.5,2511086.8,2466169.5,1630980.6,2453941.5,1628435.4,
4,176.984590560315,0.033165753,,,,0,,,,,,,1036099.7,1047339.4,1035003.7,1071006.6,1022336.06,1057040.9,
10,176.98459643816798,0.31994513,,,,5,,,,,,,338713.7,913744.7,407455.72,331350.38,933284.5,349532.53,
598,180.98976307754776,10.325474,,,,2,,,,,,,1444557.5,972405.4,1199906.2,1468132.4,1199319.5,1363419.1,
615,181.01439231034462,10.363238,,,,2,,,,,,,4719758.0,4991951.5,5315389.0,4791642.5,5250397.0,4702660.0,
340,181.01451907158358,7.663906,,,,,,,,,,,688223.6,598784.94,531497.25,2458551.2,622411.8,707586.9,
594,182.98513613547468,10.323716,,,,2,,,,,,,2.322116E7,1.8995584E7,1.9853678E7,2.5719314E7,1.9318986E7,2.6876356E7,
616,183.00979263957515,10.363244,,,,2,,,,,,,1745870.8,1869142.9,1988661.4,1813429.5,1992402.0,1789962.5,
667,184.00294362477985,10.545165,,,,43,,,,,,,7617652.5,6884058.5,6564892.0,5042108.0,6825015.0,7629835.0,
618,184.98548257365056,10.363246,,,,2,,,,,,,8683720.0,8216978.5,8527034.0,8834523.0,8208764.0,8550407.0,
614,186.9809137053745,10.362375,,,,2,,,,,,,3332543.5,3141608.2,3281207.2,3376364.2,3197577.0,3330148.2,
18,186.9810658209044,0.32359752,,,,,,,,,,,139125.14,177004.67,190878.4,102218.45,146788.0,78628.86,
44,194.11529953135354,3.187691,,,,30,,,,,,,7203201.5,5550690.0,5752086.5,7118537.0,5608868.5,7134885.0,
133,195.10167884105024,5.6102595,,,,26,,,,,,,809003.4,763165.75,792258.3,824468.3,753661.0,833531.7,
603,196.01672714464758,10.328082,,,,2,,,,,,,1551514.2,1588109.5,1608647.9,1483515.1,1538541.5,1957523.4,
668,199.97528553643494,10.560835,,,,,,,,,,,1321121.4,50600.664,501333.62,1345695.5,375456.8,1386774.9,
490,199.97535918228118,8.557646,,,,52,,,,,,,1849925.9,797910.3,789977.56,1917115.1,876647.56,1493089.5,
675,199.98824137369255,10.876457,,,,,,,,,,,886092.1,470609.78,692739.8,3663171.0,885415.5,3592092.5,
678,199.98824426727887,10.956506,,,,,,,,,,,3588023.2,533604.3,823787.94,431198.56,596602.6,827668.9,
52,201.05968463139675,3.6523602,,,,,,,,,,,201905.22,183206.77,383144.03,180691.2,150574.69,264318.9,
608,201.97565485939165,10.34851,,,,2,,,,,,,874756.44,468773.0,477031.88,863373.06,505166.6,864345.56,
664,201.97567232113911,10.527015,,,,43,,,,,,,1015501.9,894870.0,944537.5,1008127.44,910274.3,939324.56,
503,201.97571754451852,8.682332,,,,,,,,,,,473898.9,1050704.6,1111101.2,510008.56,1094939.9,807360.7,
496,201.9757209040096,8.639638,,,,,,,,,,,854202.3,553046.75,562736.25,899962.5,562742.9,458786.16,
23,202.18027363863743,0.7039456,,,,,,,,,,,109680.836,183787.23,170202.81,48437.117,221008.98,141676.66,
19,202.1802776097126,0.38797534,,,,,,,,,,,502243.78,828940.25,840620.8,109812.35,965623.06,768315.06,
112,203.06206653813425,5.2796435,,,,,,,,,,,276877.25,368459.94,399944.6,338341.1,289328.8,320455.34,
67,203.06208853640416,3.903655,,,,,,,,,,,88397.45,159196.42,221874.0,103433.59,175056.88,120523.68,
587,205.01708747093835,10.320323,,,,2,,,,,,,7280802.0,6009908.0,6322871.5,7479213.5,6269994.5,7306242.0,
448,205.0172298555211,8.120743,,,,,,,,,,,1711909.1,1520246.2,1563586.6,5283463.5,1916295.2,1500213.0,
343,205.01725268445185,7.713312,,,,,,,,,,,3058013.2,1562204.9,1513889.1,3202461.0,1604553.9,1410423.0,
610,207.01746586637952,10.356254,,,,2,,,,,,,5481325.0,5736909.5,5721414.5,5473979.0,5852630.0,5400060.0,
650,208.03927926636018,10.476213,,,,3,,,,,,,1709090.0,2781455.0,2846321.0,2830079.2,2890163.0,2771746.5,
326,208.1696912908858,7.6927733,,,,,,,,,,,75483.586,218144.58,165069.02,174671.1,110122.32,332661.4,
611,209.01287555637887,10.358872,,,,2,,,,,,,2064046.6,2168588.8,2182367.2,2071672.6,2227056.2,2055501.9,
324,209.15369667208088,7.6936812,,,,,,,,,,,103619.44,277187.0,204981.88,219522.73,152293.45,420953.97,
144,211.07543090721947,5.6743207,,,,55,,,,,,,1074266.1,1131671.8,1620104.2,925004.2,1541299.8,1023624.1,
85,211.9707009614673,4.685906,,,,59,,,,,,,4068517.5,3885960.8,4073209.0,4182913.8,4098365.8,3815734.0,
43,212.1257945477174,3.1895,,,,30,,,,,,,717701.25,538042.2,545192.94,709725.2,523679.94,684126.94,
86,213.96858435506317,4.685906,,,,59,,,,,,,3875476.2,3691907.5,3859251.5,3946837.8,3870384.0,3627606.8,
586,213.98277335898482,10.32023,,,,2,,,,,,,1563978.9,2954334.5,2121385.2,1536084.6,3004029.2,1651817.5,
493,213.98292344943374,8.573947,,,,,,,,,,,581176.0,1994470.4,997182.8,616047.9,1185502.4,608406.5,
401,213.98295521943234,7.8709793,,,,14,,,,,,,983032.56,1919399.9,1473685.1,3041789.2,1027605.4,944217.9,
638,215.98377945573168,10.375426,,,,2,,,,,,,915989.6,1490980.4,1537714.2,636980.06,1538013.6,970822.9,
566,216.9227282503858,10.197756,,,,16,,,,,,,1380577.4,3525483.2,1746166.8,1318980.1,2452230.2,2435683.2,
30,217.1047608356266,2.2400515,,,,,,,,,,,960376.25,873157.44,874888.25,1024475.8,1119584.6,1343361.4,
36,217.10712388198468,2.7950075,,,,,,,,,,,206939.5,302399.5,562677.25,171718.53,251867.11,201435.47,
53,217.10718527901955,3.6559813,,,,,,,,,,,118903.805,123977.27,165238.33,107172.86,96024.46,151387.22,
59,217.10720378806604,3.8445008,,,,,,,,,,,44892.465,77007.41,150358.2,54353.42,56348.49,69006.86,
186,219.05704730423633,6.1025825,,,,15,,,,,,,1054793.1,647338.25,737153.9,628721.3,1139331.4,606763.56,
48,219.05708173511422,3.5227754,,,,,,,,,,,658626.94,472468.16,571939.8,422532.34,704063.7,475548.84,
208,220.1121909561339,6.3039994,,,,40,,,,,,,1310799.6,1028722.6,1622712.4,1405895.2,1579625.2,1278962.9,
370,220.1672880970755,7.7713704,,,,,,,,,,,96299.37,238166.56,187818.3,156014.61,126526.28,362092.03,
376,221.17516267609525,7.770474,,,,42,,,,,,,243406.5,611463.44,499227.66,390267.1,323904.6,862397.0,
69,222.14648119581582,4.0525403,,,,,,,,,,,730199.3,555436.4,540602.9,722209.5,555364.0,686370.6,
582,223.9882450433624,10.309375,,,,2,,,,,,,4190798.2,4378309.0,4118898.0,4741241.5,4126823.8,4784221.5,
400,223.98842897381667,7.8665233,,,,14,,,,,,,5420384.5,1039540.3,1102818.8,5504449.5,1127284.2,5351830.5,
666,225.0294029384223,10.543487,,,,43,,,,,,,2331810.5,2080563.0,2227100.2,2351386.5,2297900.0,2387512.8,
139,225.09104747105425,5.6734166,,,,55,,,,,,,1671337.1,1899133.2,2575933.2,1465521.9,2506728.2,1537080.5,
73,226.18016847856904,4.3735614,,,,19,,,,,,,93502.14,138396.81,127039.375,106007.78,117282.11,157993.83,
336,226.18019799137224,7.6945577,,,,38,,,,,,,443699.62,1075306.4,849377.25,893987.94,582207.6,1758332.6,
366,226.18020947075527,7.770474,,,,42,,,,,,,342664.1,875251.06,677584.6,563332.56,477243.1,1232039.8,
574,226.9514496043488,10.23039,,,,16,,,,,,,8845904.0,7775669.0,3718035.5,8817337.0,3827481.2,1.0187393E7,
540,226.95148037427046,9.930405,,,,,,,,,,,1053883.5,1343061.5,2240422.0,1053697.6,2297287.8,1474356.2,
270,226.95154458258324,7.371185,,,,31,,,,,,,462392.2,274489.72,350634.5,402715.38,291421.03,431312.06,
331,228.19586949259337,7.693665,,,,38,,,,,,,199916.78,496537.78,394471.75,406377.97,279465.38,828778.94,
372,228.1958977947875,7.771372,,,,42,,,,,,,458504.78,1119824.1,886804.6,725328.56,617810.2,1571907.2,
97,228.1958982906283,4.814994,,,,21,,,,,,,137778.3,216914.27,210690.34,175216.08,135601.77,268872.9,
222,228.23227885048104,6.6472664,,,,22,,,,,,,885624.2,358535.2,388447.1,862643.9,374012.6,885568.2,
87,229.98129088597975,4.685906,,,,59,,,,,,,9532286.0,8713632.0,9118387.0,9679648.0,9201769.0,9174642.0,
90,230.98451431145574,4.685009,,,,59,,,,,,,778043.94,722326.3,758790.56,805590.8,755746.25,758612.94,
88,231.97910800669635,4.685906,,,,59,,,,,,,9376527.0,8553489.0,8944106.0,9458757.0,9007000.0,8995669.0,
89,232.98233625526692,4.685906,,,,59,,,,,,,776460.6,706129.5,750166.3,799266.9,762901.06,742553.1,
71,233.07262059294942,4.3609157,,,,13,,,,,,,281445.6,430908.72,681919.6,404195.78,316282.84,406568.16,
49,233.07263064630465,3.5545015,,,,51,,,,,,,52644.004,111962.734,174515.22,90531.82,61915.23,108887.52,
176,235.07123918082337,6.099947,,,,15,,,,,,,789766.75,478825.16,515278.03,511117.47,755374.6,508350.28,
82,236.0805637418417,4.5439157,,,,44,,,,,,,2166061.5,2251770.5,3239293.5,2048349.1,2062183.1,2590672.8,
76,236.16209396579794,4.446236,,,,,,,,,,,85248.61,82167.91,77752.49,85146.9,66461.484,85019.45,
378,236.16211019278887,7.7713666,,,,42,,,,,,,249225.9,597995.0,469060.94,407148.9,325925.53,883059.7,
232,237.22132798941888,6.9743443,,,,4,,,,,,,148884.62,64129.83,192841.34,100327.88,143574.7,88710.195,
269,237.22134422456463,7.371179,,,,31,,,,,,,986509.94,859413.0,1270616.2,968840.7,1070492.8,910427.06,
47,239.08895731060397,3.3504517,,,,,,,,,,,1340444.8,585025.5,785703.9,654993.3,621064.56,736321.06,
84,244.06674195449816,4.544809,,,,,,,,,,,297468.9,392515.88,535368.5,228648.22,343792.88,349596.84,
181,244.0766010699698,6.100825,,,,15,,,,,,,920183.25,497848.2,605505.1,514523.62,913132.8,524454.5,
75,244.19073506895356,4.373558,,,,19,,,,,,,40916.824,51615.07,52564.145,38903.562,45961.19,80068.555,
333,244.19073988694126,7.7055607,,,,38,,,,,,,194754.02,169952.47,128611.09,130468.62,81834.85,280099.44,
377,244.19076005965425,7.770474,,,,42,,,,,,,251335.34,658246.4,528462.7,420322.53,340914.88,924008.44,
61,245.0858289532249,3.8445008,,,,65,,,,,,,432224.97,520364.78,900811.2,431353.53,465661.06,543723.1,
93,247.0882637414857,4.7035937,,,,7,,,,,,,368461.0,456514.1,599881.7,354807.62,474250.84,397235.72,
479,250.17767439566143,8.351423,,,,,,,,,,,0,225416.72,223699.14,0,282392.97,62003.85,
330,250.17772035911048,7.6927795,,,,38,,,,,,,199142.61,436824.75,324802.44,352703.66,257014.73,641085.44,
98,250.17774970008733,4.818619,,,,21,,,,,,,421121.88,560718.4,574866.4,499573.62,393789.3,688148.4,
379,250.17776431000468,7.7722645,,,,42,,,,,,,842935.25,1942089.2,1587470.6,1318153.0,1096949.4,2695274.0,
72,255.05448820402353,4.361816,,,,13,,,,,,,377881.7,429370.25,696547.7,549683.25,324965.4,534373.6,
50,255.05451509893487,3.5554135,,,,51,,,,,,,75440.35,103437.08,154486.44,106446.89,40652.473,129714.82,
230,255.2318495810257,6.973437,,,,4,,,,,,,175123.12,106372.5,220949.2,166670.92,163349.73,152733.19,
277,255.23189173326992,7.3729763,,,,31,,,,,,,1444329.2,1208793.4,1789242.0,1396088.6,1477349.6,1336118.8,
207,255.24307469177188,6.301321,,,,40,,,,,,,884201.1,816054.1,987189.6,866173.25,1000481.7,1035545.75,
184,255.58454585465577,6.1017056,,,,15,,,,,,,1238146.9,744731.94,886366.75,770240.1,1270634.2,761151.75,
250,256.2634592803585,7.2888126,,,,,,,,,,,253446.48,292892.8,275916.84,267997.3,272516.78,639010.8,
116,256.2998474246192,5.423052,,,,20,,,,,,,6774075.0,1.1307937E7,1.1063268E7,6637900.5,1.1312143E7,6737276.5,
37,257.09946755972777,2.7968264,,,,,,,,,,,535928.5,635531.0,1194898.0,594826.4,551323.1,668852.8,
117,264.0920576079042,5.429409,,,,20,,,,,,,475536.47,458984.72,472174.56,559412.75,398626.7,513312.38,
298,265.25256472106213,7.511759,,,,36,,,,,,,111397.58,119325.67,186790.73,87074.77,172764.45,93891.42,
410,265.25259600379786,7.871876,,,,14,,,,,,,472550.25,550402.7,659578.25,434001.62,593038.0,436220.0,
74,266.1726058173405,4.373558,,,,19,,,,,,,76429.734,88478.78,90807.68,66487.39,83416.31,125792.016,
329,266.17262417949854,7.691885,,,,38,,,,,,,72394.78,164987.2,128692.23,145496.98,89703.375,273814.56,
373,266.17265900241824,7.771378,,,,42,,,,,,,416419.38,955077.4,786402.1,660341.94,537600.0,1393727.8,
94,269.0701460827606,4.7044873,,,,7,,,,,,,427577.0,414863.53,552757.1,406904.03,436035.22,438550.84,
99,270.1463978800213,4.850755,,,,,,,,,,,269513.2,496937.72,666895.4,492705.34,353035.2,541048.7,
35,272.1854916968236,2.7434466,,,,,,,,,,,153962.55,457010.9,286595.44,67224.625,316054.78,269186.53,
103,272.2582579292522,5.147799,,,,,,,,,,,511783.62,187945.6,187495.86,472667.12,198759.75,462423.3,
342,273.2575966764804,7.7026215,,,,,,,,,,,282245.78,305999.0,301217.6,258196.36,407141.72,238462.08,
214,275.0830986035734,6.3744664,,,,41,,,,,,,1126037.6,1517280.0,1469369.2,1471993.9,1233435.2,1495751.9,
