row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML Peak area,GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML Peak area,GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML Peak area,GF_PF_MC_RCG_2_neg_20210511_Run97.mzML Peak area,GF_PF_MC_RCG_1_neg_20210511_Run79.mzML Peak area,GF_PF_MC_RCG_3_neg_20210511_Run198.mzML Peak area,
459,134.0471811676981,0.8035435,,,,155,,,,,,,8634806.0,7632290.5,6990466.0,46094.91,43057.82,154011.89,
159,134.04720143733343,0.47611976,,,,209,,,,,,,1.7938466E7,2.4108158E7,3.2804298E7,365747.6,332262.25,724434.1,
3706,134.89461848470415,10.178123,,,,211,,,,,,,2277373.8,6681470.0,3077606.0,4218954.0,3937547.2,1518965.1,
3122,134.89461927508017,7.622164,,,,169,,,,,,,6657594.0,2739101.0,8633210.0,2644703.0,9358194.0,7737945.0,
3437,134.89462145622267,8.214996,,,,,,,,,,,2668034.0,1877251.9,1719041.2,2142021.2,8295150.5,1706334.4,
3094,134.89462379023817,7.447043,,,,,,,,,,,2867674.8,6805906.0,3819326.2,7632343.0,5040425.0,3115207.0,
3286,134.8946254127231,7.8146687,,,,,,,,,,,5465326.5,7274173.0,6565584.5,5757810.0,1.4216603E7,5683534.0,
3274,134.89462817508587,7.7529435,,,,117,,,,,,,1.1290804E7,8013436.5,1.0858834E7,6788340.0,3948784.2,9109619.0,
225,135.01977167736274,0.55907685,,,,,,,,,,,549836.2,71370.47,334422.28,47838.594,13375.227,61016.633,
368,135.0200070818929,0.72191554,,,,,,,,,,,546109.9,79255.984,598044.2,30791.732,24234.625,158645.02,
484,135.02003063345975,0.87341833,,,,,,,,,,,1044819.06,141510.86,2105321.8,46574.867,42095.977,279650.34,
48,135.0298307362934,0.36678925,,,,,,,,,,,585643.6,800426.0,1120289.0,1377640.6,1925552.1,2992329.0,
249,135.0309555539863,0.5712173,,,,,,,,,,,568283.1,521671.12,656796.8,4419724.5,6329083.0,8361911.0,
153,135.04422642807648,0.4703776,,,,209,,,,,,,281820.75,376153.0,511784.34,0,0,0,
1705,135.045167711458,2.8880434,,,,70,,,,,,,1664851.8,2227933.8,1911371.8,2266801.0,2948430.5,2989737.0,
181,135.050515280822,0.47337064,,,,,,,,,,,230080.42,1186114.9,1764820.9,0,0,0,
3673,135.97088621443672,10.169684,,,,,,,,,,,549223.0,486470.53,567705.06,518653.2,331981.7,601953.2,
469,137.024376938306,0.8289043,,,,,,,,,,,0,60127.535,172267.98,1735426.9,102609.23,176951.11,
741,137.02441350028076,1.2116711,,,,,,,,,,,0,54550.223,239770.48,20029.674,2568726.0,4878665.0,
1071,137.02443422826386,2.2164762,,,,,,,,,,,445240.53,332858.1,182155.64,398269.06,424810.9,613049.3,
715,142.0509728607135,1.2078549,,,,,,,,,,,1699021.4,1043688.94,918292.06,1156997.1,1413042.5,1484638.2,
1789,142.08731032700334,2.975437,,,,,,,,,,,177006.12,246500.7,150252.94,1867616.4,1616742.1,1607806.8,
2053,142.08731382251736,3.280278,,,,1,,,,,,,146982.69,353163.53,397587.06,1038655.6,916175.25,853175.4,
379,144.03021079024379,0.7178076,,,,,,,,,,,921742.3,798949.75,887591.0,718052.06,782016.2,695505.5,
2064,144.04548042663606,3.2930558,,,,1,,,,,,,2208535.5,2757162.5,3164644.5,2153719.0,2466058.2,2106124.8,
1145,144.04551559852874,2.321722,,,,,,,,,,,567432.3,697376.25,1328897.1,1628239.6,1413029.8,1595463.5,
209,144.0665381961319,0.5551862,,,,,,,,,,,63437.758,3500477.2,777643.0,1333654.9,1940189.9,584294.56,
437,144.06657313030132,0.82109094,,,,,,,,,,,1286108.4,107798.516,491638.38,1.0858166E7,1648780.9,656952.44,
110,144.0665777610727,0.47669995,,,,,,,,,,,24985.852,1485971.1,1800887.5,1285670.6,1148608.2,680635.2,
649,144.06661440163563,1.1524987,,,,,,,,,,,9972373.0,648293.75,1517003.5,1843102.0,1.4644833E7,1.5249977E7,
542,144.06662165814308,1.0111412,,,,,,,,,,,3404954.0,486458.3,9259038.0,1111486.5,953176.44,749499.06,
765,144.06662856962475,1.2339432,,,,,,,,,,,329786.94,6975372.5,1436595.9,1536393.0,1023932.5,679701.75,
1013,144.06663890039445,2.147618,,,,,,,,,,,3327727.0,1894622.6,1372809.4,1326156.1,1309034.0,894302.0,
3257,144.92337751039608,7.7124095,,,,8,,,,,,,5785280.5,5759917.0,8345768.0,5452634.0,5966402.0,8257856.5,
3423,144.9233797962083,8.152666,,,,11,,,,,,,1.327435E7,1.2255244E7,2.9886804E7,9247067.0,1.3071439E7,1.0700014E7,
3456,144.92338987181893,8.249408,,,,,,,,,,,6311656.5,6192111.5,6330094.5,1978971.4,3055582.5,3865528.5,
3479,144.92339822890514,8.423497,,,,,,,,,,,4941224.5,1.710759E7,3208099.0,3779027.2,1326157.4,3811338.0,
118,145.09822297626417,0.413481,,,,111,,,,,,,5163947.5,1.0639509E7,1.3767376E7,1.5347312E7,1.7459966E7,1.6907748E7,
627,145.09829286069353,1.0676872,,,,,,,,,,,17500.605,64377.15,399636.66,662083.0,627228.94,3474510.0,
238,146.04581683095935,0.5513939,,,,109,,,,,,,1136684.0,1133283.8,1656158.2,2526401.5,2501458.8,2748738.2,
147,146.04583116149743,0.49762478,,,,,,,,,,,3035666.2,2462036.0,496656.1,2734284.5,689646.75,1172503.2,
20,146.04587090152205,0.3555154,,,,,,,,,,,1310500.4,1579016.0,3250246.8,3326064.0,3270984.0,3482424.0,
240,147.02984672469984,0.5523154,,,,109,,,,,,,210932.7,287155.75,236963.42,737045.56,890387.7,979304.4,
352,147.02985990300047,0.6845332,,,,,,,,,,,216220.1,952294.75,182922.66,628037.0,849543.9,653936.6,
681,147.04518245896972,1.1701156,,,,159,,,,,,,2854798.5,9360014.0,1.0129311E7,1.9516592E7,1.4858391E7,1.4551073E7,
827,147.04519323458643,1.487606,,,,,,,,,,,99620.91,285083.3,376874.9,1961720.8,185849.62,1306673.1,
761,147.0451978046752,1.2072166,,,,,,,,,,,3548882.8,1088685.8,1564412.8,3025553.2,2320154.8,736221.5,
964,147.0452285949274,2.0874007,,,,119,,,,,,,26635.324,18252.389,102133.27,1136937.2,230394.17,677416.4,
242,147.0662228263109,0.55355984,,,,,,,,,,,2079514.2,151855.16,298269.2,1.0929774E7,4756962.0,2343288.0,
407,147.06623341027657,0.7538254,,,,,,,,,,,337613.12,730211.6,75380.64,2067107.5,1.4954208E7,2.1284074E7,
88,147.0662616038893,0.44310853,,,,,,,,,,,845929.5,1602783.2,1440705.5,2164629.8,2034016.4,1972055.4,
614,147.06628044938103,1.0797249,,,,,,,,,,,3799131.2,2093143.8,1538693.8,5130941.5,1.3029903E7,6139482.5,
531,147.06628517563612,1.036862,,,,,,,,,,,1102938.2,597689.25,441190.44,1.7514662E7,2033734.8,1.0338712E7,
766,147.0663312172426,1.2702084,,,,,,,,,,,86342.17,72805.91,33014.09,2196052.2,3301627.2,3084052.0,
1067,147.9896861389948,2.2186365,,,,30,,,,,,,6298081.5,1.1418851E7,1.7278198E7,1.6773072E7,1.2480031E7,1.0512877E7,
218,148.04376372105222,0.53841305,,,,81,,,,,,,282835.25,1624331.4,1797304.6,1356941.0,311966.8,2913.7402,
314,148.06287863000173,0.6525876,,,,,,,,,,,138581.89,244722.55,565790.8,79689.41,64379.613,68221.88,
2369,149.06076509880373,3.8566544,,,,78,,,,,,,4688527.5,6918367.0,8034922.5,1.1075786E7,9733035.0,1.1158647E7,
185,150.0559719096232,0.51451606,,,,,,,,,,,15968.096,19892.334,64745.848,206700.69,72670.81,929383.44,
287,151.02606423214385,0.6229975,,,,13,,,,,,,1511931.1,1791463.9,2631175.2,4871473.0,4602353.5,5259765.5,
1740,151.0400549041299,2.9386854,,,,,,,,,,,729848.8,985650.25,942926.56,280724.66,855921.75,339698.4,
2174,151.04009817022276,3.4434268,,,,120,,,,,,,166291.58,268052.28,366455.84,333703.62,350593.62,373689.97,
177,151.06114938764009,0.47896555,,,,,,,,,,,266511.9,672345.2,1930142.1,1756184.6,3166474.5,3416333.0,
451,151.06115494320173,0.7845957,,,,,,,,,,,45196.91,72003.6,260171.64,1045969.9,1282771.0,1.3306909E7,
266,153.0668947401621,0.60280603,,,,109,,,,,,,491462.47,2083079.5,2253949.8,1305958.5,1097522.4,870032.6,
518,153.06693511433642,0.8855582,,,,,,,,,,,39029.75,94087.7,1550405.5,138741.86,99298.836,356078.0,
3715,153.86856254437427,10.341377,,,,,,,,,,,459138.53,307355.9,715053.7,451114.16,326639.2,528725.25,
83,156.02785460274367,0.37958503,,,,111,,,,,,,98720.805,246360.25,80174.61,1227582.4,838891.2,1223089.5,
2220,156.10299541169584,3.533253,,,,105,,,,,,,573110.1,512857.84,484895.28,4057852.8,3490320.2,3631210.5,
31,157.01180018512824,0.37583575,,,,111,,,,,,,404702.38,543725.3,695737.2,889831.8,823705.6,939614.94,
1603,158.08223584165526,2.7643077,,,,,,,,,,,1.1221298E7,1.8461614E7,1.703797E7,4.6126236E7,3.985288E7,9954957.0,
1882,158.08223627021957,3.051417,,,,,,,,,,,74482.31,144095.03,176739.69,139284.94,691603.0,87294.3,
1464,158.08225173748858,2.6658459,,,,,,,,,,,1793470.5,6859236.5,8421418.0,7273424.0,6162611.0,1745520.5,
1155,158.08228986956524,2.3269563,,,,,,,,,,,2063570.6,2403681.0,2255365.2,3672333.5,2693347.2,2595251.2,
1281,159.0663112946382,2.4794064,,,,,,,,,,,19812.129,79634.56,799774.06,37067.32,706994.5,999869.9,
487,160.0073832326252,0.88369435,,,,,,,,,,,893657.8,789590.44,456502.88,521941.6,644112.25,698570.3,
1986,160.04044100574748,3.1811664,,,,,,,,,,,236203.5,168262.16,126501.92,132647.92,500996.56,719853.7,
320,160.06145428865636,0.6584115,,,,74,,,,,,,537932.56,425306.34,599896.5,995315.1,1099010.6,359756.16,
3,160.8420466110008,0.1779031,,,,,,,,,,,15696.331,344952.38,62784.2,245027.38,399243.5,243462.12,
