row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML Peak area,GF_CC_MC_RCG_2_pos_20210511_Run111.mzML Peak area,GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML Peak area,GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML Peak area,GF_CC_MC_RCG_3_pos_20210511_Run176.mzML Peak area,GF_CC_MC_RCG_1_pos_20210511_Run75.mzML Peak area,Unnamed: 19
3018,112.08690050251032,2.3230731,,,,238.0,,,,,,,993939.6,1607599.6,2025726.5,1432346.5,2184706.0,1977446.2,
7888,112.99976517475464,7.5137224,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,558803.1,
1044,113.0344652676033,0.8672865,,,,,,,,,,,482991.4,5518166.5,5130302.5,131109.34,10912025.0,11823067.0,
399,113.0344818458604,0.5381684,,,,222.0,,,,,,,5878492.5,7803808.0,8526977.0,10438692.0,157713.6,228687.92,
1243,113.03449765363115,0.947993,,,,,,,,,,,335114.9,971242.6,835317.25,126770.88,3347241.8,3218730.2,
1957,113.03452968831402,1.636737,,,,,,,,,,,37872.46,213191.03,416420.06,43954.277,15929148.0,19647422.0,
7940,113.13227149703728,7.6502686,,,,0.0,165.0,[M+NH4]+,,3.0,7940;7947;7962,95.09796999999999,51124.008,10549.273000000001,24897.045,45906.332,42621.992,25896.3,
8311,113.13230289758232,8.296543,,,,233.0,,,,,,,421262.44,484828.34,402311.94,586906.1,600352.3,741671.2,
2006,114.05497032997972,1.6487775000000002,,,,,,,,,,,62755.742,105437.65,83048.03,51289.715,146279.73,3478504.2,
16,114.07332435119555,0.26423767,,,,,,,,,,,503456.0,2618965.8,413721.84,1162637.8,2243886.0,253728.81,
1820,114.07332958341505,1.5017718999999998,,,,,,,,,,,145627.72,1276404.0,127734.09,387375.44,97818.16,135204.52,
1912,114.0733529804682,1.5938721000000002,,,,,,,,,,,127892.19,1350727.2,127734.09,545069.94,97818.16,39342.187999999995,
2073,114.07336657484093,1.7876166,,,,,,,,,,,496898.78,1518056.4,753800.44,386527.97,57311.945,78053.22,
254,114.09130594312984,0.4735428,,,,222.0,16.0,[M+H]+,,2.0,254;217,113.08403,56721.797,251171.03,309729.16,235413.19,465435.53,392008.66,
4138,114.09136913932029,2.736006,,,,190.0,,,,,,,1122029.4,3457732.0,2282758.8,2662780.2,5194083.5,5502807.0,
3209,114.09137528552307,2.3920565,,,,238.0,64.0,[M+NH4]+,,2.0,3191;3209,96.05715,2945539.8,4370922.0,5286578.5,3964559.5,5466654.0,5725474.5,
79,115.03655634292902,0.37931845,,,,222.0,,,,,,,8561277.0,22535852.0,23531618.0,14462859.0,37476996.0,35113740.0,
757,115.08654791464883,0.7117316999999999,,,,,,,,,,,462799.38,1933556.1,2001833.8,756015.06,3802127.5,3423906.2,
284,115.0865669788088,0.4606415,,,,222.0,,,,,,,2823476.8,4952859.5,5956291.5,6355292.0,6679295.0,5818662.5,
577,116.07055242469127,0.5645214,,,,,,,,,,,1968815.1,16488643.0,8848502.0,1897168.5,109549100.0,45638020.0,
315,116.07056264939767,0.4898517,,,,222.0,,,,,,,15814331.0,72842010.0,66595132.0,27726006.0,26589812.0,80905550.0,
3749,116.0705855237573,2.5810169999999997,,,,253.0,,,,,,,15430256.0,7947530.5,16171897.0,20018728.0,12877188.0,10471288.0,
2913,116.07059663704386,2.2274217999999997,,,,,,,,,,,2302136.0,9542294.0,3283347.5,2233632.2,8455098.0,10816826.0,
2439,116.07059897534495,2.0298908,,,,,,,,,,,5326116.5,4347415.5,6974004.0,7340255.0,3625401.0,2325987.0,
5006,116.07060300049056,3.1030629000000003,,,,,,,,,,,2825889.8,4406870.5,4696597.5,4241751.0,6236895.5,1478359.8,
5366,116.07060648261442,3.2638435,,,,,,,,,,,10530677.0,2796102.5,6037135.5,2990279.0,3992474.0,4239469.5,
2558,118.06508572779728,2.107221,,,,35.0,,,,,,,2634526.8,5794850.0,4478200.0,3192214.8,6835925.5,6774757.0,
1541,118.06509167347829,1.2268642,,,,,,,,,,,2378519.0,2932265.8,3692112.2,1786997.8,4260320.0,3914692.2,
935,118.08617431708252,0.84820294,,,,,,,,,,,3369269.8,5567347.5,7019141.5,5839771.5,30817490.0,14895107.0,
309,118.08617746487862,0.48381424,,,,222.0,,,,,,,87887110.0,83750650.0,91863760.0,88962750.0,103119736.0,97227020.0,
558,119.04907939496755,0.6111634,,,,155.0,29.0,[M+H]+,,1.0,572,118.04178999999999,166621.83,1001497.3,748945.56,132148.98,171937.45,752612.1,
1505,119.07289023319264,1.2084196000000003,,,,45.0,41.0,[M+NH4]+,,2.0,1505;1434,101.03907,180648.14,2089563.8,2024946.8,478644.6,2164958.2,2260651.2,
6476,120.04442139451362,4.105409,,,,37.0,,,,,,,269951.03,355981.38,418970.12,357692.56,411503.75,413079.44,
1022,120.06548028117113,0.87726736,,,,,,,,,,,2144656.5,941555.7,1448076.5,942015.75,1166439.1,919889.5,
2222,120.06557142817756,1.9128468999999997,,,,,,,,,,,205087.67,1722337.8,534857.75,416454.3,17745242.0,1842092.2,
3455,120.08079380160083,2.4467146,,,,,,,,,,,3634981.0,2161059.2,7816131.0,3805123.0,3643609.5,4767684.0,
1881,120.0807966440265,1.4975352,,,,,,,,,,,10067155.0,10110766.0,55602076.0,21132686.0,21101722.0,14907806.0,
1478,120.0807990438081,1.1904119,,,,45.0,43.0,[M+NH4]+,,2.0,1478;1501,102.04696,872730100.0,1420277400.0,1333638400.0,972458500.0,1513427300.0,1477864600.0,
2110,120.08079925573618,1.7839488000000001,,,,,,,,,,,1115735.9,5179590.5,24276028.0,6217460.5,10449422.0,17875158.0,
8314,121.02826088991787,8.297367,,,,233.0,,,,,,,461272.4,525932.4,440515.78,654000.1,659545.94,860301.9,
1348,121.06468386067252,1.0682219,,,,49.0,,,,,,,171976.77,8799896.0,5377910.0,2424223.0,9902709.0,7296192.5,
1530,121.06468745772864,1.1779212,,,,,,,,,,,1379489.1,2822227.2,2974144.2,4546768.5,891659.75,300945.0,
1171,121.06469491597332,0.94753075,,,,,,,,,,,345353.47,524315.44,3731938.5,200165.56,2651233.2,999112.6,
227,121.06471676882514,0.533974,,,,,,,,,,,848396.4,6433732.0,2296660.0,3711485.2,5085847.5,5694096.5,
677,121.06472326222813,0.63284445,,,,181.0,,,,,,,20429144.0,6015185.0,7947555.5,6059658.5,14378805.0,5836985.0,
525,121.06472955361912,0.5919142,,,,155.0,26.0,[M+H]+,,2.0,553;525,120.05743999999999,3687715.0,38209340.0,29535226.0,19213086.0,45140184.0,37053256.0,
2357,121.0647698694392,2.0543306,,,,,,,,,,,788048.1,869987.25,888430.75,778729.9,1008169.94,1214424.6,
3358,121.06478998215749,2.444297,,,,,,,,,,,312548.94,2800257.0,2144795.5,1283917.1,3198630.8,3570523.8,
1479,121.08404069024573,1.1904119,,,,45.0,,,,,,,75683784.0,121448770.0,115014600.0,83374010.0,137379970.0,127201940.0,
6,122.01916382003886,0.097112805,,,,,,,,,,,1220960.9,1052902.9,160538.05,1171791.0,368563.6,78906.16,
1825,122.05758286110307,1.4854049999999999,,,,99.0,46.0,[M+Na]+,,2.0,1825;1828,99.0684,3210093.5,4062775.5,4776769.5,3648919.2,4547076.5,4157954.8,
555,122.06808176262932,0.59191865,,,,155.0,,,,,,,1601212.0,2754263.2,3425314.8,1271868.9,1208855.6,497232.66,
1490,122.08736720258612,1.1843947,,,,45.0,,,,,,,2707485.2,4424687.0,4271995.5,2966717.5,543680.2,4499555.0,
1450,122.09639338651422,1.1743379999999999,,,,,,,,,,,24200.852000000003,160154.78,333217.84,86365.61,2018864.8,1282573.5,
8939,122.54697654924178,10.572471,,,,13.0,,,,,,,3171541.5,3275380.8,3327453.5,3216175.2,3050777.5,2572950.5,
8927,123.04017995111208,10.527811999999999,,,,193.0,,,,,,,1793361.6,1597133.5,2250406.5,1711468.4,2108884.0,1899142.0,
569,123.0439810199746,0.6118946,,,,155.0,,,,,,,823392.0,1535222.8,1296331.0,1302976.6,993180.5,984595.2,
3704,123.0440067287792,2.5704587,,,,48.0,,,,,,,3093591.5,5676824.5,5634841.5,3126262.5,4307930.5,5315910.0,
557,123.05519629327884,0.604295,,,,155.0,,,,,,,42174188.0,49847180.0,53151670.0,44077456.0,36537496.0,39804556.0,
505,123.09157816902494,0.56331027,,,,222.0,,,,,,,2309697.5,11211839.0,12285593.0,4278988.5,15594652.0,15982925.0,
504,124.03920781090721,0.5617484,,,,,,,,,,,2968282.2,698911.25,2619857.8,3037541.0,131686.81,339584.44,
1755,124.039282648317,1.4266576000000002,,,,,,,,,,,57189.85,72098.41,150137.52,52061.977,1017598.9,1243473.2,
1908,124.03930281115791,1.6292764,,,,,,,,,,,66730.77,97976.734,173875.66,19345.75,2564450.0,1040251.7,
2082,124.03931670656418,1.7953302,,,,,,,,,,,53214.195,106020.695,229494.31,20827.76,3016181.8,255345.1,
1111,125.07083390158701,0.90238315,,,,251.0,,,,,,,4338046.5,6045531.5,7986064.0,4371339.5,8509561.0,7510662.5,
1829,125.0708887716138,1.4999598,,,,,,,,,,,152893.6,907686.7,1626916.9,319107.3,388891.88,432517.34,
2077,125.07092705545726,1.7777053,,,,,,,,,,,1940982.1,593767.56,506755.62,3518184.0,9675726.0,10433538.0,
1921,125.07093766487759,1.6446828000000002,,,,,,,,,,,190881.42,902787.06,3280187.5,267463.03,246497.72,331160.12,
8952,125.9861144963043,10.594983000000001,,,,13.0,,,,,,,21002022.0,17648888.0,21031068.0,17800244.0,20133328.0,17504242.0,
116,126.05250427677878,0.3934652,,,,222.0,,,,,,,251101.16,1088204.5,1188463.1,251840.72,2095353.4,1766669.8,
277,126.05491494112623,0.47281885,,,,222.0,,,,,,,1287734.8,2868400.8,2837533.0,2450833.5,4269406.0,4011416.8,
3034,126.09133188755419,2.3266373,,,,238.0,61.0,[M+H]+,,2.0,3001;3034,125.08407,408125.94,608962.1,760069.9,392045.7,606074.44,884882.6,
4657,126.09134779061304,2.9443447999999997,,,,,,,,,,,860495.3,1079072.2,1123264.4,1438703.5,1087333.5,1381943.5,
888,127.05013804833708,0.8017588000000001,,,,,,,,,,,3558341.5,5940006.0,5818098.5,3297092.0,5912259.0,5326300.0,
576,127.05017680952221,0.61401993,,,,155.0,,,,,,,1837587.2,2418098.2,2847912.2,2308767.5,2253342.8,2059917.4,
2163,127.05019840193606,1.8651962,,,,177.0,,,,,,,4514857.5,6093302.0,7642520.5,4593362.0,10740381.0,10363766.0,
1122,128.0705200590102,0.9057495000000001,,,,,,,,,,,355260.1,9668157.0,7259742.5,1519278.5,2984536.8,2621198.0,
857,128.0705242339382,0.7796951,,,,,,,,,,,1569764.0,3214155.0,10910219.0,5166589.0,4694332.5,7469963.0,
1306,128.07053099318162,1.018166,,,,,,,,,,,432206.56,12561133.0,5771824.0,270130.78,5326446.0,2621198.0,
412,128.07054129982194,0.54934293,,,,,,,,,,,9230000.0,4551050.0,8290599.0,3346694.5,9432975.0,1459060.4,
669,128.07055336242374,0.6453659,,,,,,,,,,,630792.7,21414924.0,16570870.0,3268353.2,3511758.2,1766301.0,
1486,128.07055443845562,1.17824,,,,,,,,,,,844709.6,2453902.2,4421006.0,1248983.0,6233256.5,1772956.9,
1381,128.07055688735088,1.0994947,,,,,,,,,,,106666.664,8027341.0,7042491.5,423511.34,6233256.5,2793446.8,
1859,128.07055873535066,1.5161086000000001,,,,,,,,,,,58759.664000000004,701938.4,3284410.2,163394.19,3156434.2,11520913.0,
1767,128.07055975139596,1.3978258,,,,,,,,,,,80806.73,2995289.8,1278802.5,163394.19,4657010.0,3014899.2,
1599,128.07056052417153,1.2720996999999998,,,,,,,,,,,158931.36,496380.03,4205925.5,247523.17,3668153.2,1772956.9,
1675,128.0705660260429,1.3537264999999998,,,,,,,,,,,345265.3,3381634.2,3819315.0,437687.4,36118708.0,3014899.2,
2007,128.07057247498022,1.6449723000000003,,,,,,,,,,,82003.875,883460.8,596159.44,70744.63,3156434.2,11836792.0,
365,128.10700492876694,0.5043228,,,,222.0,19.0,[M+H]+,,2.0,365;338,127.09968,7365.816999999999,279562.22,176066.9,40880.812000000005,448431.53,459033.53,
136,129.05215171153773,0.40766755,,,,222.0,,,,,,,774268.2,263569.62,1042120.7,1051465.9,1629146.0,1599892.9,
414,129.06578196519794,0.51511997,,,,222.0,,,,,,,5545122.0,5297544.0,7011764.5,7607784.0,560725.7,466588.75,
651,129.10214942701182,0.5814469,,,,,,,,,,,553939.8,608609.06,539550.94,207536.11,989633.6,1355165.6,
285,129.10216498295878,0.47648409999999997,,,,222.0,,,,,,,9282927.0,19342690.0,19542584.0,15946731.0,32891712.0,34016292.0,
290,130.04985666852716,0.48312464,,,,,,,,,,,1535655.2,627330.56,662141.7,1510820.4,89573.82,182333.6,
3070,130.04989759380132,2.3242304,,,,,,,,,,,199136.53,868524.8,286577.0,1916447.8,251233.08,512677.38,
4329,130.04991663149718,2.8381979999999998,,,,,,,,,,,40838.78,557853.7,149361.31,3399285.8,1046166.6,389336.78,
598,130.04992370368402,0.6311129,,,,142.0,,,,,,,5334992.5,1250333.0,2384505.0,8410915.0,72411.53,258580.42,
343,130.0862646148431,0.49360833,,,,222.0,18.0,[M+H]+,,2.0,326;343,129.07894,9247398.0,26751524.0,29219614.0,11913397.0,36116060.0,11739031.0,
314,130.09744246461375,0.48489618,,,,,,,,,,,5311336.5,9782331.0,9831671.0,7079045.5,10685012.0,9264925.0,
258,130.10548303807886,0.47947264,,,,,,,,,,,68255.734,305044.75,135114.44,951259.8,2086779.2,657130.1,
1485,131.0491310689043,1.1974651,,,,45.0,39.0,[M-H2O+H]+,,2.0,1475;1485,148.05241,15939974.0,26304064.0,24947636.0,17411792.0,28102374.0,27344218.0,
4817,131.04915503947055,3.0186396,,,,173.0,,,,,,,1729573.2,2513716.2,697346.8,2696283.8,1485695.1,2184469.5,
217,131.11785825531538,0.4547155,,,,222.0,16.0,[M+NH4]+,,2.0,254;217,113.08403,749848.7,1432062.2,2021617.8,1471969.5,2187256.0,2690890.2,
506,131.1178848337759,0.5904986,,,,155.0,,,,,,,2896489.0,3847110.5,5199397.5,3376101.8,5351597.0,4607126.0,
2574,132.08077666617356,2.1132584,,,,35.0,,,,,,,1718574.1,4159965.8,3072716.5,2220341.0,4733995.5,4745827.0,
1312,132.1018579581285,0.9897296999999998,,,,,,,,,,,2268031.5,5273023.0,3591704.5,593448.44,18312252.0,9988027.0,
749,132.10186063687624,0.7087817,,,,274.0,,,,,,,533248030.0,831913150.0,772151040.0,565783500.0,811992500.0,845087700.0,
1409,132.10186290404104,1.1054932,,,,,,,,,,,1507590.1,5422391.0,511986.7,1688794.5,9805988.0,2841667.8,
