row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML Peak area,GF_PF_MC_RCG_3_pos_20210511_Run197.mzML Peak area,GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML Peak area,GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML Peak area,GF_PF_MC_RCG_2_pos_20210511_Run96.mzML Peak area,GF_PF_MC_RCG_1_pos_20210511_Run78.mzML Peak area,
9798,90.52584088935585,10.583919,,,,79,,,,,,,4.270891E7,4.189254E7,4.3708844E7,3.6592052E7,3.2961416E7,2.8992918E7,
38,90.97666532158694,0.34020618,,,,58,,,,,,,2010937.4,946788.1,1487193.9,1883023.9,1215142.6,1254356.6,
8425,91.0541774736699,6.468996,,,,241,,,,,,,425385.75,521902.62,411567.62,379797.25,779274.56,560078.8,
1710,91.054249152654,1.2072088,,,,55,,,,,,,9066734.0,1.2388903E7,1.2775176E7,8114647.5,1.3190696E7,1.0746672E7,
6133,91.0542470440112,3.3454497,,,,,,,,,,,493804.84,186913.39,188221.53,1496237.6,117727.1,162911.5,
1628,93.06993205759187,1.2092546,,,,55,,,,,,,3460040.5,4826520.0,4952162.0,3954651.5,5468480.0,4852723.5,
9779,94.04502807086163,10.523036,,,,33,,,,,,,4119539.5,3514320.2,4323375.5,3696415.8,3029307.0,3347367.2,
950,95.01613336520758,0.8004575,,,,,,,,,,,1326438.8,1408961.6,1676631.9,1440855.1,1306441.9,1848702.8,
571,95.02397820923903,0.6030998,,,,279,30,[M-H2O+Na]+,,2,608;571,90.04513,72989.03,1079007.8,923872.75,587784.8,1202558.0,1012187.4,
1579,95.04916202314068,1.1527869,,,,,,,,,,,1193823.5,2110999.0,2058893.1,1295568.6,1581462.5,2158429.5,
1381,95.04916235564495,1.0571522,,,,,,,,,,,616517.4,465790.0,1471438.6,643074.56,578730.8,1196263.8,
1671,95.0491649900945,1.2176956,,,,,,,,,,,427037.44,1512572.0,697024.25,496495.22,2912421.8,397635.3,
1747,95.04916561466551,1.2685336,,,,,,,,,,,1911230.0,310345.62,775909.3,730788.6,507260.72,454847.12,
1852,95.04917275212738,1.4026594,,,,,,,,,,,185707.14,814327.56,705762.7,661332.9,746662.3,125675.914,
238,96.0443848529405,0.45558453,,,,319,,,,,,,1579724.5,2697820.0,2645343.5,2854376.2,2587997.0,3068563.8,
9796,97.99129456881157,10.581691,,,,79,,,,,,,7537006.5,8112269.5,8379140.5,7228523.5,7239853.5,7305588.0,
9825,98.51201486391119,10.88371,,,,,,,,,,,835544.6,654004.1,615372.56,5570139.5,650561.5,979382.5,
428,99.09167316243902,0.5133567,,,,319,,,,,,,1124324.5,3945061.0,3538903.2,1860298.6,3982166.5,2854953.5,
9770,99.51216911791694,10.486871,,,,310,,,,,,,2579817.2,2268863.2,2639366.0,2092925.8,2340964.5,2503166.5,
9803,99.53108037455861,10.603316,,,,79,,,,,,,2489901.8,2224765.0,2262237.8,2578284.5,3031733.5,2885206.5,
2862,100.0757005584761,2.1518407,,,,,,,,,,,1352385.0,1786675.2,2674476.2,1881292.1,2751616.0,2325406.0,
1818,100.07570813526259,1.4043936,,,,,,,,,,,1.1866197E7,5.4882724E7,1.8394316E7,3.415489E7,8870057.0,1.3554281E7,
1715,100.07571189536752,1.3027387,,,,,,,,,,,2.7291268E7,6510682.0,2.0541372E7,2.4127496E7,4.9370224E7,5.9866264E7,
2189,100.07571340613266,1.6371137,,,,,,,,,,,1702622.6,4180088.5,2309626.8,3415569.5,7557893.5,5507807.0,
1942,100.0757162255074,1.4817384,,,,220,51,[M+H]+,,2,1950;1942,99.06841,8.841267E7,1.0182405E8,2.698797E8,1.4212374E8,1.4761408E8,1.1374257E8,
9328,101.07093252184195,8.805188,,,,,,,,,,,7468489.5,3.4443692E7,4160977.8,9636580.0,2528323.5,1.0241504E7,
9278,101.07094613302222,8.554269,,,,,,,,,,,3.5902336E7,4662057.5,3.593877E7,8800432.0,5.5510108E7,5.6416184E7,
593,101.10731963737159,0.6327069,,,,142,,,,,,,274916.3,1069609.8,1700238.4,376616.12,2144954.8,1898227.4,
9791,102.03379935223512,10.578209,,,,79,,,,,,,7.034124E7,7.1098104E7,7.414421E7,6.729754E7,6.168332E7,5.8251468E7,
1527,102.0463765995883,1.1584657,,,,55,43,[M+H]+,,1,1587,101.0391,161516.34,2233404.5,2154374.0,283233.12,2489885.0,2175905.8,
2831,102.09135779181192,2.1382651,,,,,,,,,,,4767843.5,1.0423615E7,1.3860233E7,7725475.5,8536708.0,9560686.0,
6369,102.09138517382705,3.479992,,,,,,,,,,,328140.0,1493627.0,934716.5,386431.72,2551094.0,1654742.4,
9792,102.53537419774727,10.5782175,,,,79,,,,,,,6121507.5,6155799.5,6445375.5,5855995.5,5335473.0,5077210.5,
2000,103.05421988639038,1.4733477,,,,,,,,,,,815342.4,4533821.5,4290757.0,1278091.5,2328907.0,2074858.4,
5289,103.0542224173165,3.0126276,,,,76,,,,,,,709250.9,1482218.1,285821.56,1239948.9,1633817.2,2382145.0,
1721,103.05423509827119,1.2042987,,,,55,48,[M+H]+,,2,1593;1721,102.04698,7.441064E7,1.1264863E8,1.1098322E8,8.4001144E7,1.2468808E8,1.0969564E8,
2167,103.05424320354098,1.6247936,,,,,,,,,,,217372.33,708464.6,324451.5,827230.94,3804701.5,1456301.4,
2291,103.05424866743626,1.7789704,,,,,,,,,,,182997.77,295818.5,2964091.8,191436.97,2664420.0,2663422.2,
315,103.12295525620289,0.47291604,,,,319,,,,,,,61499.246,1829943.6,1395036.8,137952.72,1454507.6,1182732.0,
9794,104.0301507789298,10.579854,,,,79,,,,,,,1755339.9,1759611.6,1881848.1,1680522.6,1579802.2,1484902.9,
2030,104.07057968491978,1.5412269,,,,,,,,,,,12078.873,891780.7,116234.94,10698.37,316188.34,1807631.4,
12,104.1069328092611,0.11603346,,,,,,,,,,,471571.75,595313.06,441419.53,1077569.5,23373.803,7503.7354,
1026,104.10696952802824,0.9000786,,,,,,,,,,,1060467.6,4056016.5,1623623.6,929987.56,2687229.8,3712261.2,
114,104.10698379778323,0.39368603,,,,319,,,,,,,8.325859E7,7.70914E7,9.003896E7,8.970381E7,8.084694E7,7.6892664E7,
7858,105.06979967896545,5.079268,,,,258,,,,,,,150776.8,191464.1,293270.38,241500.11,359433.25,350597.25,
1562,105.06985157614433,1.1910273,,,,272,46,[M+H]+,,1,1576,104.06258,66136.41,6422239.0,125953.64,465433.8,3480542.5,4184737.8,
2043,105.06988663082511,1.567835,,,,,,,,,,,65845.016,317243.38,8471435.0,4030003.5,321059.88,530705.75,
6923,105.0699208600102,3.858962,,,,205,,,,,,,721976.1,1346403.1,1190571.9,1046977.6,1175167.9,1154468.6,
3906,107.04907718626892,2.520806,,,,283,,,,,,,4418055.0,3700520.0,6189675.5,2773116.8,4773114.5,4239992.0,
1891,107.04913849752283,1.4027119,,,,,,,,,,,1273938.1,5557670.5,868932.5,915652.2,1.0391997E7,4382031.5,
2063,107.04914385188472,1.5851679,,,,,,,,,,,286369.0,4440244.0,1793301.9,486149.38,795811.4,3224248.0,
1722,107.04914825049758,1.1921083,,,,55,,,,,,,1.0756685E7,1.1228913E7,1.536534E7,9793773.0,1.4194701E7,1.0735553E7,
2170,107.04916024941097,1.6532601,,,,,,,,,,,97275.016,7273528.0,1674347.1,244354.08,9035222.0,7316264.0,
234,108.04434580515856,0.45264462,,,,319,,,,,,,969310.1,3341837.5,2336614.8,2037221.0,2765838.8,2755652.2,
7694,109.10114849068033,4.8480487,,,,,,,,,,,363140.2,808919.9,422754.22,408156.72,789952.44,774091.06,
7474,109.10115377732272,4.525452,,,,,,,,,,,425305.78,798637.1,533888.2,480456.6,585606.94,629054.2,
9766,110.01995769809109,10.436581,,,,,,,,,,,4692990.0,2281465.8,2216503.2,1610653.4,2683673.5,4899036.5,
378,110.06002301147744,0.49606133,,,,319,,,,,,,1253434.4,3271713.5,2446546.5,3057869.8,2809002.5,3058075.5,
2623,110.07120813460018,2.0128298,,,,5,,,,,,,2555935.8,80340.72,5393474.0,4729838.0,67943.78,43075.656,
9769,111.02013341487287,10.483994,,,,310,,,,,,,1.8906584E7,1.684633E7,1.876942E7,1.7183288E7,1.7420174E7,1.857944E7,
9790,111.03900276203306,10.577919,,,,79,,,,,,,4745972.5,4201466.0,4077490.0,3966643.8,4333907.5,7364635.0,
9812,111.03904312978489,10.778647,,,,,,,,,,,135338.61,781908.1,407470.03,412996.97,279823.97,182974.72,
1177,111.05528936223419,0.85161096,,,,148,,,,,,,1880739.2,2643822.5,3839634.0,1335045.1,5000482.5,3073404.8,
488,111.09165886877715,0.4974068,,,,,,,,,,,42002.766,1775886.1,144394.17,92941.2,703545.25,1169393.8,
9773,111.52174762011452,10.477998,,,,310,,,,,,,1613226.1,831785.0,1545317.4,1400951.2,1442925.2,1568975.4,
9772,112.01779249825762,10.488292,,,,310,,,,,,,7333812.0,6488326.0,7281614.0,6679142.0,6760431.0,7254806.0,
55,112.03688121551689,0.35306513,,,,58,7,[M+H]+,,2,56;55,111.02961,1434801.1,1681286.5,3472976.2,2106772.5,1562346.2,2036535.2,
611,112.08689398739399,0.60138905,,,,,,,,,,,158520.52,2519357.0,1245311.8,498287.94,5142091.0,6388909.0,
4587,112.08690679943277,2.764816,,,,,,,,,,,131356.05,269072.03,636231.1,550787.8,943005.8,736269.44,
3301,112.08692808484834,2.3185356,,,,283,,,,,,,993939.6,1180938.0,2025726.5,1432346.5,1215482.2,1172073.4,
764,112.11205821278543,0.7008026,,,,203,,,,,,,4546.126,2900729.0,202280.52,17130.96,4471608.5,3229075.5,
416,113.03451722056137,0.5219865,,,,218,,,,,,,5878492.5,680964.9,8526977.0,1.0438692E7,530991.1,699205.1,
1072,113.03452355125171,0.8628661,,,,,,,,,,,482991.4,1.1172033E7,5130302.5,131109.34,1.046387E7,1.1826479E7,
2323,113.03453623217541,1.8297648,,,,,,,,,,,46805.508,731916.25,272425.75,40103.426,2153230.5,2161561.8,
2132,113.03454925743371,1.6452602,,,,,,,,,,,37872.46,3.5357376E7,416420.06,48835.93,5140540.5,3652547.8,
1340,113.03455851228635,0.95476604,,,,,,,,,,,335114.9,1.7006738E7,835317.25,126770.88,4127123.5,3179480.2,
1783,113.03457054443622,1.3504578,,,,,,,,,,,88833.12,9470744.0,304833.84,63776.223,1.0910823E7,1.979367E7,
8847,113.13228451260166,7.655136,,,,2,172,[M+NH4]+,,3,8819;8843;8847,95.09798,51124.008,36025.164,24897.045,45906.332,37120.418,74222.02,
9174,113.13232834360609,8.296369,,,,49,,,,,,,421262.44,312155.97,402311.94,586906.1,681958.06,839030.44,
4,114.07334064587202,0.04686625,,,,,,,,,,,463278.62,115687.16,141614.81,542892.9,3183058.0,554912.06,
10,114.07334851658139,0.139609,,,,,,,,,,,513677.22,877549.8,141614.81,1497119.8,1470436.9,2541224.2,
17,114.07335928318929,0.23425,,,,,,,,,,,503456.0,1327460.5,413721.84,1105032.8,778293.94,307827.28,
2258,114.07337976096896,1.7823272,,,,,,,,,,,496898.78,169405.33,753800.44,386527.97,45804.883,162076.12,
4538,114.09136512345741,2.7324772,,,,,,,,,,,1122029.4,1588846.9,2282758.8,2662780.2,5642010.0,4743412.0,
3485,114.09139425548392,2.3870842,,,,283,64,[M+NH4]+,,2,3485;3475,96.05717,2945539.8,3752929.2,5286578.5,3964559.5,3544550.8,3628158.5,
75,115.0365821715596,0.38150588,,,,319,,,,,,,8561277.0,3.14978E7,2.3531618E7,1.4462859E7,2.7501704E7,2.5717222E7,
817,115.08659824379176,0.7172883,,,,,,,,,,,462799.38,3791686.8,2001833.8,756015.06,2513262.0,2147362.2,
244,115.08660088533101,0.4578189,,,,319,,,,,,,2823476.8,2177073.5,5956291.5,6355292.0,1625335.2,1520371.0,
5919,116.07058373199168,3.2403631,,,,,,,,,,,1.0530677E7,2195795.5,6037135.5,2990279.0,3996934.5,4425901.5,
373,116.07059345840922,0.49516797,,,,319,,,,,,,1.5814331E7,2.3935819E8,6.6595132E7,2.7726006E7,8.411155E7,1.075384E8,
4149,116.07059453267328,2.5820966,,,,283,,,,,,,1.5430256E7,8889087.0,1.6171897E7,2.0018728E7,8154360.0,3464928.8,
2660,116.0705967645983,2.0232337,,,,252,,,,,,,5326116.5,3276908.2,6974004.0,7340255.0,3701892.2,975491.56,
3317,116.0706224723646,2.287278,,,,,,,,,,,1080482.8,3.0338288E7,1845502.0,1773703.6,2.0379642E7,2.5475086E7,
311,117.07391961386078,0.4861451,,,,,,,,,,,839142.5,1.3029173E7,728320.56,604389.5,1181510.1,2768339.5,
2787,118.06509404233178,2.110409,,,,20,,,,,,,2634526.8,7635181.0,4478200.0,3192214.8,7959820.5,6688720.0,
1754,118.06511208461404,1.2456821,,,,,,,,,,,2378519.0,3615196.2,3692112.2,1786997.8,3749891.8,2781193.8,
335,118.08620337151689,0.48395967,,,,319,,,,,,,8.788711E7,1.1316851E8,9.186376E7,8.896275E7,8.455642E7,9.497298E7,
997,118.08623854925831,0.86252123,,,,,,,,,,,3369269.8,1.3346052E7,7019141.5,5839771.5,2.4067812E7,2745623.5,
568,119.04910163899332,0.6053905,,,,142,29,[M+H]+,,2,568;581,118.04182,166621.83,1259871.4,748945.56,132148.98,947200.4,996550.9,
1587,119.0729151193694,1.1970783,,,,55,43,[M+NH4]+,,2,1527;1587,101.0391,180648.14,2010160.0,2024946.8,478644.6,2443286.8,1973500.5,
388,119.08956796473437,0.48778257,,,,,,,,,,,800675.75,5769560.0,2632555.5,3672421.0,4460695.0,4185354.0,
7166,120.04442541048665,4.1054626,,,,48,,,,,,,269951.03,242692.73,418970.12,357692.56,333503.03,226009.19,
942,120.05564486778177,0.7705681,,,,,,,,,,,12772.463,40818.94,43678.938,5179.451,183605.16,38171.61,
1132,120.06552894528244,0.85414076,,,,,,,,,,,2144656.5,5849313.0,1448076.5,730434.5,720348.3,723532.3,
1916,120.0656269401813,1.4983715,,,,,,,,,,,644241.1,1161567.2,343670.56,668591.0,1.6024562E7,569015.75,
2380,120.08080562937555,1.8028178,,,,,,,,,,,965381.1,3698864.2,6075769.5,5186852.0,2.4719182E7,8787175.0,
3786,120.08080381234412,2.4515321,,,,,,,,,,,3634981.0,1332223.0,7816131.0,3805123.0,2468279.0,9486112.0,
2019,120.08080752057158,1.4929909,,,,,,,,,,,1.0067155E7,4.181411E7,5.5602076E7,2.1132686E7,2.1681322E7,1.8358584E7,
2243,120.08082153277478,1.7042756,,,,,,,,,,,2197412.5,1.0291034E7,2.4276028E7,6748126.0,4.8127744E7,1.8323802E7,
1593,120.08082617081986,1.1911796,,,,55,48,[M+NH4]+,,2,1593;1721,102.04698,8.727301E8,1.4358147E9,1.3336384E9,9.724585E8,1.5727648E9,1.3030455E9,
9183,121.0282900549393,8.299729,,,,49,,,,,,,461272.4,346307.7,440515.78,654000.1,743517.5,905254.0,
1636,121.06471023746188,1.1921395,,,,,,,,,,,1379489.1,1108780.9,2974144.2,4546768.5,242261.5,298317.56,
1476,121.06473487527474,1.1043679,,,,251,,,,,,,260869.19,8359534.0,5377910.0,1723724.9,9062791.0,8438202.0,
246,121.06474802911625,0.53117603,,,,,,,,,,,848396.4,6136876.0,2296660.0,3711485.2,1.1324539E7,7683444.0,
1286,121.06475199165199,0.9892707,,,,,,,,,,,345353.47,1706898.9,3731938.5,2424223.0,1608606.4,3187456.5,
864,121.06475302982739,0.7088661,,,,,,,,,,,2823547.2,4722432.5,3420452.2,863798.6,3436440.0,1088003.2,
522,121.06476025892552,0.5816781,,,,45,26,[M+H]+,,2,522;688,120.05747,2.0429144E7,3.654925E7,2.9535226E7,1.9213086E7,3.966824E7,3.0831408E7,
2575,121.06477355495049,2.0340908,,,,204,,,,,,,247849.12,1369872.1,888430.75,778729.9,1507796.9,1591020.5,
3885,121.06479415128109,2.480881,,,,,,,,,,,312548.94,188277.11,2144795.5,897034.2,466367.28,1580346.4,
3592,121.06481000925184,2.4385955,,,,,,,,,,,312548.94,1657845.5,952395.94,1283917.1,2215574.2,363995.72,
1681,121.0840680932644,1.1911796,,,,55,,,,,,,7.5683784E7,1.1885197E8,1.150146E8,8.337401E7,1.3100459E8,1.1249914E8,
7,122.01918477756881,0.082013905,,,,,,,,,,,1220960.9,304702.62,160538.05,1171791.0,537746.8,377000.28,
1950,122.05759806425844,1.4871675,,,,220,51,[M+Na]+,,2,1942;1950,99.06841,3210093.5,2413856.0,4776769.5,3648919.2,3054650.8,3097099.0,
645,122.06811590862117,0.60846823,,,,45,,,,,,,1601212.0,537321.75,3425314.8,1271868.9,364257.06,552735.1,
1613,122.08741298568644,1.1956741,,,,55,,,,,,,2707485.2,4216444.0,4271995.5,2966717.5,4754598.0,4044083.0,
1576,122.09641097838664,1.1773623,,,,272,46,[M+NH4]+,,2,1562;1576,104.06258,24200.852,2169243.0,333217.84,86365.61,763352.4,1172307.8,
9789,122.54698953642868,10.573974,,,,79,,,,,,,3171541.5,3241991.2,3327453.5,3216175.2,3042599.8,3077852.2,
9780,123.0401934298228,10.52624,,,,33,,,,,,,1793361.6,2141922.2,2250406.5,1711468.4,1925361.8,1668007.9,
580,123.04399905604633,0.6053818,,,,142,,,,,,,823392.0,1979841.6,1296331.0,1302976.6,1329961.2,1467567.1,
4071,123.04401694042411,2.5677648,,,,22,,,,,,,3093591.5,3594886.5,5634841.5,3126262.5,4615462.5,4174318.8,
579,123.05522975639424,0.6044311,,,,,,,,,,,4.2174188E7,3.3181522E7,5.315167E7,4.4077456E7,2.669278E7,2.6452998E7,
1116,123.05524813705237,0.87864614,,,,148,35,[M-H2O+NH4]+,,2,1116;1096,123.032,443341.25,157056.27,449566.75,764576.44,1566622.2,1062623.4,
511,123.09161601974301,0.5575318,,,,319,,,,,,,2309697.5,6019069.0,1.2285593E7,4278988.5,1.5290269E7,7520195.0,
516,124.03925756870053,0.5314215,,,,,,,,,,,2968282.2,371276.3,2619857.8,3037541.0,173384.1,222535.64,
1865,124.03928568614424,1.4118665,,,,,,,,,,,57189.85,2579441.8,150137.52,52061.977,312679.53,143234.25,
1096,124.03929576083299,0.8561012,,,,148,35,[M+H]+,,2,1116;1096,123.032,346976.78,3085906.2,2264221.0,373274.28,750483.8,115061.0,
2355,124.03931832211617,1.8411016,,,,,,,,,,,19163.691,2171903.0,229494.31,20827.76,556590.25,108773.09,
548,124.09506288997176,0.56578094,,,,,,,,,,,40176.477,149907.44,212227.5,121721.15,1047164.94,175106.34,
1676,125.07085689932752,1.252545,,,,,,,,,,,101902.766,488724.06,909970.94,47804.797,286326.7,1288944.0,
1187,125.07089238401072,0.9084185,,,,68,,,,,,,4338046.5,7309684.5,7986064.0,4371339.5,7513764.0,5906915.0,
1952,125.07091094243572,1.5137428,,,,,,,,,,,152893.6,627492.6,1626916.9,319107.3,330481.66,312110.9,
2241,125.07094667367859,1.753781,,,,113,,,,,,,1940982.1,1.1582805E7,481342.03,3518184.0,1.0302987E7,4121177.0,
2095,125.07095797328095,1.6555668,,,,,,,,,,,232010.34,397836.9,3280187.5,311040.97,1087151.4,4883810.5,
9801,125.9861283309214,10.591753,,,,79,,,,,,,2.1002022E7,2.0470122E7,2.1031068E7,1.7800244E7,1.4725715E7,1.7661884E7,
148,126.05253148260317,0.40855157,,,,319,,,,,,,251101.16,1877519.8,1188463.1,251840.72,1416616.8,1551422.0,
281,126.05494476734289,0.47147092,,,,319,,,,,,,1287734.8,4782910.0,2837533.0,2450833.5,3364369.2,3327119.5,
3297,126.09135420750454,2.319214,,,,283,63,[M+H]+,,2,3297;3269,125.0841,408125.94,449764.06,760069.9,392045.7,657021.1,489228.2,
5089,126.09137167769205,2.9465806,,,,294,,,,,,,860495.3,1626632.5,1123264.4,1438703.5,1105565.5,1578314.8,
959,127.05020333347038,0.80487865,,,,,,,,,,,3558341.5,5206513.0,5818098.5,3297092.0,4827117.5,3775667.0,
2366,127.05021145048018,1.8656187,,,,65,,,,,,,4514857.5,9120226.0,7642520.5,4593362.0,8915894.0,7192416.5,
600,127.05021733705921,0.613415,,,,279,,,,,,,1837587.2,1513269.1,2847912.2,2308767.5,1987910.4,1370581.5,
1494,128.0705746390677,1.1061653,,,,,,,,,,,106666.664,1.2404542E7,7042491.5,423511.34,2552174.0,2175432.0,
431,128.07057767340933,0.5532554,,,,,,,,,,,9230000.0,5052251.5,8290599.0,3346694.5,5319612.5,995565.0,
1983,128.07057966740192,1.4975334,,,,,,,,,,,58759.664,7077334.0,3284410.2,163394.19,1868841.8,6277597.0,
1716,128.0705803164699,1.2630563,,,,,,,,,,,158931.36,1.9111468E7,4205925.5,247523.17,2310187.5,1213826.8,
1807,128.07058064216983,1.3852426,,,,,,,,,,,345265.3,7452771.0,3819315.0,437687.4,2923509.5,1.1562318E7,
1273,128.0705815556212,0.94679385,,,,,,,,,,,432206.56,6.709641E7,7259742.5,1519278.5,4.029981E7,7344519.5,
1595,128.07058201076327,1.219688,,,,,,,,,,,844709.6,2466298.5,4421006.0,1248983.0,2310187.5,1213826.8,
672,128.07059190716413,0.6656084,,,,,,,,,,,630792.7,6244029.5,1.657087E7,3268353.2,3766155.8,8348043.0,
912,128.07059209139825,0.78067636,,,,,,,,,,,1569764.0,4528456.0,1.0910219E7,5166589.0,2289265.8,1922081.9,
129,129.05217715943868,0.40548632,,,,319,,,,,,,774268.2,1207382.4,1042120.7,1051465.9,1258849.0,1437469.8,
418,129.06581162344528,0.51084524,,,,218,,,,,,,5545122.0,668333.5,7011764.5,7607784.0,712911.0,530660.9,
677,129.10216891036538,0.61456114,,,,,,,,,,,553939.8,668271.5,1734528.4,555297.56,917882.94,439973.7,
269,129.10219245761127,0.46774486,,,,319,,,,,,,9282927.0,2.2038152E7,1.9542584E7,1.5946731E7,2.1927748E7,1.9097062E7,
303,130.04989213636134,0.49141243,,,,,,,,,,,1535655.2,156644.53,662141.7,1510820.4,153627.31,106981.68,
3353,130.04991209721774,2.3267555,,,,,,,,,,,199136.53,559224.94,286577.0,1916447.8,430246.22,168315.25,
4752,130.0499247418414,2.8257904,,,,,,,,,,,40838.78,329105.53,149361.31,3399285.8,1277814.9,647096.0,
619,130.0499723098545,0.63055587,,,,227,,,,,,,5334992.5,177680.62,2384505.0,8410915.0,48991.24,179290.75,
358,130.0863026179065,0.49005547,,,,319,20,[M+H]+,,2,358;341,129.07898,9247398.0,4.8219588E7,2.9219614E7,1.1913397E7,2.7759766E7,2.6530282E7,
22,130.08630308515254,0.32307887,,,,25,1,[M+H]+,,1,23,129.079,1065403.8,2683958.0,2036589.5,1352082.2,2640031.2,2381802.5,
370,130.097472497239,0.49465165,,,,,,,,,,,5311336.5,6041706.5,9831671.0,7079045.5,7302813.0,6411743.5,
185,130.1055284710018,0.45495537,,,,,,,,,,,68255.734,262236.2,135114.44,951259.8,17071.58,1190842.1,
1723,131.04916124078605,1.1990016,,,,55,44,[M-H2O+H]+,,2,1723;1568,148.05244,1.5939974E7,2.501465E7,2.4947636E7,1.7411792E7,2.8104364E7,2.3375838E7,
5292,131.0491650479365,3.0156476,,,,76,,,,,,,1729573.2,4306200.0,697346.8,2696283.8,3990094.8,5692233.5,
740,131.1179209108609,0.63611937,,,,,,,,,,,2896489.0,238280.78,343581.62,1186369.8,237967.52,237670.97,
