row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGIp7_2_Run141.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML Peak area,NEG_TJGIp7_3_Run156.mzML Peak area,NEG_TJGIp7_1_Run17.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML Peak area,
1999,113.92621927517031,7.723595,,,,,,,,,,,790385.25,1496589.9,949332.06,1556391.9,2951101.0,3073503.0,
2292,113.92623192712115,8.15173,,,,4,,,,,,,5799732.5,6280618.5,5652100.5,9134886.0,2338826.2,2340847.2,
1940,114.93406319483377,7.6873994,,,,96,,,,,,,1786992.8,1626254.2,2985108.0,2440361.8,2540293.8,2710245.0,
2035,114.93408750158746,7.7693563,,,,,,,,,,,901730.2,980979.94,1170284.1,638671.2,1947741.4,2016106.0,
1743,114.93408849783776,7.4444466,,,,24,,,,,,,1206895.6,1100887.1,919444.4,931797.9,1794387.2,1635659.1,
2172,114.93409711244279,8.154243,,,,,,,,,,,1089371.6,1085634.5,649228.75,1201936.1,3100691.2,3127072.5,
1984,115.92069519131752,7.7085476,,,,,,,,,,,2.8134112E7,2.7704238E7,3.0130844E7,2.8605864E7,5.8238504E7,5.0881736E7,
2272,115.92070690142242,8.143085,,,,4,,,,,,,1.6059026E8,1.2137353E8,1.2452863E8,1.768049E8,4.5300204E7,5.390344E7,
2273,116.92103535349095,8.143085,,,,4,,,,,,,1.4269615E7,1.3909514E7,1.2488054E7,1.463186E7,5156601.5,6160346.0,
1985,116.92104457815994,7.7085476,,,,,,,,,,,2165407.8,3194721.2,2363436.2,3286438.8,6645316.0,5854560.0,
2296,116.92843980167407,8.160243,,,,4,,,,,,,3.3066102E7,2.0738032E7,1.9474808E7,2.3752438E7,5.9829196E7,6.6351824E7,
2036,116.92844472342092,7.744142,,,,,,,,,,,2.1826756E7,2.2732422E7,2.26996E7,2.2644306E7,3.8558704E7,4.2943652E7,
1932,116.92845993418747,7.6866508,,,,96,,,,,,,6.054408E7,5.254246E7,3.6900372E7,4.8686084E7,8.406732E7,5.3082908E7,
1737,116.92849223437942,7.443615,,,,24,,,,,,,2.4114056E7,1.6711724E7,2.0886658E7,1.8805114E7,2.5938192E7,3.1615844E7,
198,117.01909610333945,4.131891,,,,79,,,,,,,343123.34,363641.0,347611.2,376735.97,270872.16,302720.97,
429,117.01912051732103,4.668871,,,,59,,,,,,,1970611.9,2274338.2,1992856.2,2112895.5,1801588.4,1818388.9,
252,117.01929627319096,4.278526,,,,93,,,,,,,282897.62,320370.78,254503.56,312111.3,118286.46,132711.47,
49,117.01931319669995,0.4936975,,,,,,,,,,,335658.97,370289.66,61976.305,133037.12,497856.1,45475.17,
55,117.01935644799129,0.64074886,,,,,,,,,,,942509.3,728261.5,949658.4,1281596.1,1028416.7,1024355.5,
2288,117.91901297329167,8.142257,,,,4,,,,,,,543019.25,822753.44,3436178.2,986211.75,1729708.5,1549367.1,
1996,117.91902267081404,7.728579,,,,,,,,,,,411795.12,745096.9,587760.5,520362.53,1221825.2,1409336.4,
2037,117.92856227598948,7.762361,,,,,,,,,,,2614571.8,2617733.8,2624466.0,1303278.1,4271551.5,4826598.0,
2198,117.92856229249595,8.145688,,,,4,,,,,,,2443069.2,2433105.5,6594791.5,1946111.5,6849792.0,7791082.5,
1950,117.92858024001735,7.689705,,,,96,,,,,,,3353417.8,3636358.5,5946607.5,4644906.0,9651834.0,6085178.0,
2369,118.89958068024956,8.381678,,,,,,,,,,,0,0,0,0,1063992.1,272310.22,
2567,118.89966086607167,10.151051,,,,,,,,,,,73205.05,46815.207,75169.8,120008.42,3060178.5,3326575.0,
1916,118.92676331518969,7.685102,,,,96,,,,,,,733084.06,1525424.9,1056158.4,935580.8,1303530.9,1215135.1,
2175,118.92677301901848,8.1558075,,,,,,,,,,,196526.58,578845.56,354292.03,663607.56,1758927.8,1868652.4,
61,119.05023911204172,0.9249098,,,,,,,,,,,1307387.4,1361516.0,1039805.25,1551128.2,1127617.8,1360628.9,
2621,119.94687781685681,10.256347,,,,,,,,,,,0,0,0,0,98220.76,138326.19,
30,119.94694046829689,0.3785077,,,,50,,,,,,,1528705.2,1600736.2,1495865.8,1613164.4,1488726.4,1620982.6,
29,121.94400242264926,0.37773094,,,,50,,,,,,,491994.22,510129.88,497433.6,520080.78,479157.2,511361.38,
53,128.03533276679306,0.60194534,,,,,,,,,,,1771083.4,2082041.8,1320633.9,2340673.5,548343.7,577323.06,
10,129.97571450873377,0.3487166,,,,,,,,,,,1214594.2,1171568.9,1237172.0,1133654.1,860078.56,887047.5,
2640,129.97574905900427,10.342581,,,,,,,,,,,0,0,0,0,241153.14,270839.34,
2562,129.97576929761584,10.028723,,,,,,,,,,,0,0,0,0,396760.28,376732.8,
2537,129.97578619266784,9.674336,,,,,,,,,,,0,0,0,0,186601.81,186298.67,
68,131.0713624194225,2.2106295,,,,,,,,,,,182603.55,169418.98,166555.34,162418.95,134876.48,137986.11,
83,131.07140853570533,2.8107119,,,,143,,,,,,,5192764.5,4644734.0,5380116.5,4691715.5,4435683.0,3969693.8,
41,132.86782255626878,0.45044294,,,,,,,,,,,498363.2,319117.66,311732.5,187065.22,373450.2,1055397.4,
2659,132.86786084838636,10.500176,,,,,,,,,,,407543.72,430174.3,426214.62,395048.78,3120774.8,2927490.2,
2134,132.90015193846884,7.9585595,,,,,,,,,,,121829.95,88754.11,271383.47,28561.576,1409365.8,3141795.0,
2093,132.90016614527119,7.828079,,,,,,,,,,,206272.84,259361.48,362606.5,57052.457,2539997.8,535849.9,
1785,132.90018587848581,7.50366,,,,,,,,,,,167406.23,86757.84,358356.97,211556.94,1312036.5,438551.78,
2569,132.90019430007894,10.171895,,,,,,,,,,,111484.586,71225.9,115194.24,170788.17,1523386.9,1476230.4,
2276,132.9233979602193,8.144862,,,,4,,,,,,,1606762.9,1087374.8,3063771.8,2063220.9,2658395.8,2472270.0,
1960,132.92340035198205,7.6913643,,,,96,,,,,,,3260512.8,2635420.5,1887695.8,3084714.5,2102055.8,2675810.8,
1732,132.92342961294392,7.4518304,,,,,,,,,,,312468.9,586651.7,540044.9,528589.56,761331.56,620509.2,
51,134.8651758195828,0.4753716,,,,,,,,,,,523149.38,228962.39,287163.9,138062.16,289855.56,885193.7,
2658,134.86530827110587,10.477708,,,,,,,,,,,313969.8,347450.44,342419.28,312269.25,2907551.5,2825628.0,
2135,134.89460620240985,7.947493,,,,,,,,,,,1746591.9,3577508.8,5502444.0,3520972.5,2.6871956E7,6.062123E7,
2017,134.89461053381027,7.8170567,,,,126,,,,,,,1.1613495E7,1.0014634E7,1.3270416E7,1.0047748E7,4.896164E7,2.7718504E7,
2623,134.8946595434322,10.173802,,,,6,,,,,,,2480826.8,1792250.9,2665594.5,3682330.8,2.8503716E7,2.8997014E7,
1772,134.8946407956455,7.486304,,,,140,,,,,,,9019648.0,1.4323283E7,1.4926884E7,1.3107789E7,1.8005694E7,9278061.0,
1633,134.89465906865937,7.3331933,,,,,,,,,,,5077168.0,3046475.0,3084576.5,2275302.5,6257361.0,1.0609305E7,
2574,135.97090628734173,10.168064,,,,,,,,,,,575184.1,3132535.8,613843.06,601735.7,363310.28,345282.78,
2138,137.89169077909764,7.961849,,,,,,,,,,,130033.586,40678.14,95387.7,42515.996,976395.4,2201809.5,
2050,137.89170752248913,7.82612,,,,,,,,,,,85034.52,99894.7,236222.69,133554.08,1780051.2,745124.6,
2571,137.8917310496705,10.176327,,,,,,,,,,,72868.34,38781.816,82983.96,80844.36,1115565.6,1126446.4,
1790,137.89174591922185,7.5064054,,,,,,,,,,,55081.914,107359.75,170787.75,134474.45,875101.4,501027.62,
109,138.01972025351571,3.3226051,,,,,,,,,,,1274746.8,1155854.9,1327426.9,1232803.1,1688961.9,1879500.2,
74,139.04008812067994,2.4526541,,,,,,,,,,,1024567.75,1121717.4,1000188.75,819810.2,734646.2,380847.6,
71,144.04550035362263,2.3384902,,,,,,,,,,,788226.06,722656.75,680520.56,728169.56,783665.7,869289.56,
104,144.04553849186078,3.2724516,,,,146,,,,,,,356500.03,319832.7,301320.53,341761.78,468352.78,513206.5,
133,144.04555973190966,3.5899727,,,,,,,,,,,2634164.2,2189190.0,1725043.1,2268216.2,1842632.0,3563355.5,
1976,144.92335312447997,7.7023664,,,,96,,,,,,,1.4786012E7,5631144.0,1503853.1,1401850.8,9208605.0,9842516.0,
2291,144.9233597261102,8.150056,,,,4,,,,,,,1.0391067E7,2.3263802E7,2.5482336E7,2.6840224E7,1.1761869E7,1.1993848E7,
2387,144.92336187263385,8.446705,,,,,,,,,,,3365056.8,284834.8,4955694.0,1662599.0,1.1851387E7,4005515.0,
129,145.08703089029493,3.5343692,,,,17,,,,,,,885813.3,800462.4,854496.75,824708.94,840142.1,728878.44,
120,145.08706999568832,3.452385,,,,99,,,,,,,607343.8,517989.66,632303.06,510846.5,480760.1,345834.47,
2556,146.96590516224555,9.97188,,,,,,,,,,,0,0,0,0,788383.8,3194561.5,
2657,146.9659219489595,10.460612,,,,,,,,,,,43248.44,48990.984,109426.96,94458.88,257611.1,255023.98,
33,146.96593057359232,0.38246596,,,,50,,,,,,,8850100.0,8653716.0,8543508.0,8004717.5,8142210.5,7682997.5,
2563,146.96593590994576,10.0289345,,,,,,,,,,,0,0,0,0,2534760.5,121282.39,
2536,146.96593773913338,9.671104,,,,,,,,,,,0,0,0,0,972321.44,424652.4,
58,146.96597378805646,0.82903504,,,,,,,,,,,879229.56,40972.164,179691.81,804596.2,139654.1,139972.19,
2127,150.8894431975116,7.946955,,,,,,,,,,,109701.66,74167.5,218488.33,50426.254,3770671.2,3761685.8,
2371,150.88945027312786,8.366253,,,,,,,,,,,0,0,10215.832,0,1593837.8,984930.9,
2337,150.88947077715076,8.297601,,,,,,,,,,,0,0,8421.061,0,544601.25,534795.1,
2568,150.8894997576183,10.1538105,,,,,,,,,,,129061.3,78046.12,167710.6,225282.44,4864927.5,4953608.5,
26,151.06111889343447,0.37382817,,,,50,,,,,,,4354257.5,5183080.0,3910847.8,5127314.5,1690557.6,3542917.8,
56,151.06121877369895,0.6450769,,,,,,,,,,,114975.08,80571.234,19812.572,44565.82,0,14328.662,
385,151.07631067203167,4.577593,,,,31,,,,,,,1032732.75,1211624.1,969828.44,1091050.9,781641.56,1040034.75,
67,153.05572442707856,2.1597996,,,,,,,,,,,36566.383,53826.625,38744.57,47262.477,26340.574,26660.945,
90,153.0557526787819,2.9798872,,,,162,,,,,,,784399.3,825801.06,700604.56,518574.72,446596.3,205231.05,
2639,153.8685529722871,10.314889,,,,,,,,,,,701503.0,536830.56,616231.75,642722.1,50466.055,58248.3,
36,154.9281811345846,0.38328195,,,,,,,,,,,336143.4,460624.56,388605.47,408365.6,636757.25,548218.3,
72,158.08227943080215,2.3634846,,,,,,,,,,,164255.95,168394.48,148174.6,166161.77,145311.52,143659.61,
66,158.08229288760967,1.9245572,,,,,,,,,,,120059.39,139956.98,158639.23,193099.25,136053.55,137542.52,
82,158.0823033295479,2.8079126,,,,143,,,,,,,1236306.9,1061862.4,1062837.8,1234651.4,1137244.1,1320021.0,
79,158.08231304549767,2.723313,,,,,,,,,,,611612.4,567824.4,534149.56,652690.06,520616.1,608420.6,
188,159.10266260991645,4.071674,,,,,,,,,,,568993.75,480260.97,730753.1,493571.56,580631.0,445455.3,
146,159.10267345781105,3.7877033,,,,75,,,,,,,651157.8,536920.94,505325.47,650265.1,492443.06,376076.34,
2646,160.84210277364235,10.40695,,,,135,,,,,,,1443286.5,2411341.0,2610040.0,1764646.6,773894.06,739334.44,
2660,160.8421084865233,10.490369,,,,,,,,,,,518114.72,339002.53,682801.3,552655.4,4583346.0,4870854.0,
2003,160.9354259358303,7.708563,,,,,,,,,,,105863.6,53670.22,77702.54,207666.33,1802472.5,2033113.4,
2333,160.9354512992123,8.212483,,,,,,,,,,,0,0,4332.284,0,381014.8,225724.53,
1771,160.9354740314274,7.457525,,,,,,,,,,,74600.77,82913.32,80779.38,61007.176,2713643.5,1931171.1,
1562,160.93554760804582,7.130485,,,,,,,,,,,0,0,3356.417,0,334645.0,1048778.4,
2647,162.83910104499031,10.407852,,,,135,,,,,,,542282.25,2258318.8,2440340.0,1686480.4,758064.6,676849.7,
2661,162.8391277955497,10.497624,,,,,,,,,,,495537.44,318914.72,282734.62,528197.0,4178184.2,4444978.0,
40,163.0611885580509,0.38004032,,,,,,,,,,,1636074.2,1768698.0,690990.9,1907764.4,477697.53,215031.1,
94,164.03543723310017,3.0460749,,,,102,,,,,,,635671.06,616422.75,621138.6,642768.75,574165.94,596248.4,
2649,164.8360467848357,10.410538,,,,,,,,,,,314185.1,682814.44,716758.1,422679.94,223111.02,230870.42,
1396,165.0407654501267,6.5906463,,,,,,,,,,,267704.56,359829.38,343923.8,260755.39,283215.4,260031.08,
1614,165.04082688278308,7.213836,,,,,,,,,,,73460.02,110848.66,103875.53,119342.125,69756.33,32337.258,
185,165.05570477052382,4.0447874,,,,95,,,,,,,130153.51,117182.31,127523.81,116320.586,206711.36,174095.3,
92,165.0557338326117,3.0171182,,,,,,,,,,,916180.5,894746.1,951157.7,915253.0,795336.5,710869.06,
123,165.05574395223184,3.530798,,,,,,,,,,,25698.412,30326.121,43442.84,28403.363,28100.312,54281.195,
31,165.07677332133247,0.38165176,,,,50,,,,,,,3105273.5,4055170.2,2908110.5,3818540.5,1823461.9,3058315.8,
19,168.03353617186215,0.36987928,,,,50,,,,,,,4418812.0,5002798.5,4861108.5,5383829.0,4830862.0,5030932.5,
24,168.06645431246977,0.3730261,,,,,,,,,,,272168.28,534743.5,371598.6,461433.16,205878.7,244813.94,
54,168.0666054221525,0.6143665,,,,,,,,,,,555430.3,581433.0,467379.8,841158.1,265984.78,203820.95,
278,169.0869824653124,4.4046254,,,,,,,,,,,505702.8,421309.6,386900.16,482972.75,474384.75,567183.3,
86,171.10274626299827,2.9485595,,,,151,,,,,,,37825.586,37708.93,42814.19,37654.812,113927.21,257055.6,
178,171.1027463103745,4.005621,,,,149,,,,,,,479177.75,440998.44,396569.9,446976.34,450619.8,593193.3,
143,171.10276641967357,3.7547057,,,,158,,,,,,,731552.75,669460.8,636515.8,604776.2,625418.06,827897.3,
93,173.0819683976259,3.0415118,,,,102,,,,,,,401167.2,408927.53,371902.28,401453.34,415520.62,484495.03,
107,173.08199577650643,3.314083,,,,,,,,,,,73134.414,29860.58,56400.992,39733.79,67612.07,30709.826,
2663,174.95606891989178,10.592207,,,,105,,,,,,,1.6380447E7,1.6078993E7,1.6144263E7,1.642004E7,1.2408076E7,1.2442942E7,
106,177.05575389792776,3.2999392,,,,,,,,,,,86274.18,109777.08,74620.5,107087.555,37717.31,88605.086,
127,177.05577118479889,3.5318108,,,,17,,,,,,,913408.3,1061123.5,822041.0,1092629.4,466718.16,770437.7,
114,177.05577427568565,3.4126644,,,,77,,,,,,,114186.85,137077.78,97754.79,142042.73,53342.656,92775.5,
77,178.05098444328465,2.6175401,,,,,,,,,,,203835.52,181987.83,179995.73,185573.98,168772.36,150918.5,
102,178.05104743604485,3.2468078,,,,,,,,,,,690491.8,574364.94,568215.5,542938.75,526038.7,575404.44,
23,179.0561338842773,0.37222716,,,,50,,,,,,,700430.44,605788.8,448552.1,719698.25,681962.6,641420.1,
2373,180.03354008267652,8.421571,,,,,,,,,,,230179.98,178122.22,198528.72,175563.7,107557.35,102330.734,
64,180.03364030510747,1.5853566,,,,,,,,,,,4603643.5,2012947.5,2261598.2,2035674.2,614738.44,1148976.5,
63,180.03364437011584,0.98650306,,,,,,,,,,,3685651.2,1537479.4,1641859.2,1534862.0,0,0,
69,180.03365105433534,2.2637544,,,,115,,,,,,,217997.3,40124.16,39853.14,24256.266,3813.3486,25159.244,
65,180.03369388621925,1.7151406,,,,,,,,,,,0,0,0,0,2529786.8,5047525.5,
2605,180.9730664921177,10.273491,,,,,,,,,,,11094.108,3589.9854,45164.574,0,270835.78,59112.68,
5,180.97320676709535,0.32236156,,,,,,,,,,,313990.62,402178.97,421130.16,379141.62,308899.22,379899.9,
2696,180.97324292975145,11.101172,,,,,,,,,,,17194.26,4806.123,13249.53,23672.137,2418063.8,2059464.5,
13,181.07172819321082,0.36601195,,,,50,,,,,,,4.5211796E7,4.781822E7,2.8690438E7,5.3308176E7,6780193.5,8999006.0,
62,181.07178149909575,0.9221296,,,,,,,,,,,382399.38,787127.7,119442.05,424635.16,157199.78,152602.81,
34,181.94707167465756,0.3833361,,,,50,,,,,,,638986.1,580030.06,541242.56,556113.1,917301.94,710741.6,
17,182.07490057439932,0.3660154,,,,50,,,,,,,1942815.2,3130637.8,1836057.6,3561045.8,480862.84,1004503.06,
263,183.13898780081448,4.33465,,,,9,,,,,,,399439.34,326264.25,311513.88,370868.47,319502.03,488498.53,
95,186.0772298372185,3.0545185,,,,102,,,,,,,824414.6,852534.44,827539.5,861819.3,842266.7,751721.4,
87,186.11359814907112,2.9485595,,,,151,,,,,,,1260839.9,1475168.5,1777681.5,1366082.6,1816394.9,1674071.9,
110,187.09764643880166,3.3615122,,,,2,,,,,,,129610.62,211190.56,125076.46,128129.9,113406.19,92946.82,
175,187.0976602368436,3.9974291,,,,,,,,,,,41694.832,40597.242,33010.613,42747.875,21445.084,4354.2363,
103,187.09767086189606,3.3030245,,,,,,,,,,,63547.97,143267.12,54389.21,59028.184,7247.825,56617.836,
118,187.0976740189512,3.4496782,,,,99,,,,,,,6510116.5,6005728.0,5778342.0,6289368.0,5803930.0,7811067.5,
73,188.03534335818503,2.4046664,,,,,,,,,,,799435.1,786489.0,737707.56,754751.25,776156.7,717033.7,
2,190.9284426022085,0.034682322,,,,,,,,,,,572563.7,1165869.1,1166930.4,1114095.5,496057.72,496796.0,
2653,190.92847866475495,10.436413,,,,,,,,,,,354305.56,529762.9,457486.78,477881.38,376490.03,430026.16,
121,191.07477030887853,3.4597225,,,,,,,,,,,115773.37,97079.984,84008.68,95794.086,0,0,
132,191.07488201390083,3.5943534,,,,,,,,,,,746763.4,588695.0,467056.78,593555.3,93774.555,140575.33,
145,191.0748911835386,3.7481377,,,,,,,,,,,0,0,5514.8105,0,287027.6,534429.3,
141,191.0749026870442,3.6815054,,,,,,,,,,,347506.94,296742.53,268534.62,247745.19,363633.88,823386.6,
89,192.06667666975636,2.9688604,,,,162,,,,,,,634577.06,520074.75,478064.7,630558.7,568529.1,674453.3,
1796,194.90572804672848,7.5961137,,,,,,,,,,,2916.5137,0,3877.5981,3190.9082,169623.03,455924.88,
2096,194.90581741046475,7.8337393,,,,,,,,,,,0,0,0,0,602770.5,970704.06,
1657,194.90586165565458,7.3233542,,,,,,,,,,,6494.437,0,0,0,394644.72,489845.38,
379,195.06612231250404,4.5743275,,,,31,,,,,,,1.009688E7,1.1420033E7,9738385.0,1.0852756E7,7469717.0,1.0159744E7,
213,195.06613985010623,4.1457086,,,,121,,,,,,,378806.03,341795.38,340409.8,357907.3,287191.5,277167.84,
299,195.06618453623034,4.4466686,,,,62,,,,,,,528803.2,579578.6,497779.1,594862.75,394019.94,517862.12,
142,195.066302604803,3.754694,,,,158,,,,,,,406461.4,492116.16,399830.56,447572.94,228126.64,299838.8,
101,195.06631153460668,3.2104442,,,,,,,,,,,35940.945,50549.05,27895.129,49836.375,0,33409.28,
128,195.0663115176285,3.5344737,,,,17,,,,,,,75205.09,89083.94,60196.402,91654.914,29848.605,65132.766,
2119,195.81078474569122,7.938674,,,,,,,,,,,0,0,0,0,554132.1,923579.8,
1366,195.81080065506063,6.5290933,,,,,,,,,,,0,0,0,0,15857.44,408590.2,
43,195.81082314063045,0.43299094,,,,,,,,,,,4582.745,0,0,0,140063.81,176019.38,
2615,195.81085074349718,10.260323,,,,,,,,,,,0,0,10135.614,4039.474,277236.12,627775.4,
1556,195.81093837324988,7.039033,,,,,,,,,,,0,0,0,0,212561.89,43683.57,
1503,195.8109757510761,6.946706,,,,,,,,,,,0,0,0,0,290936.6,252016.05,
2642,195.81101371133954,10.380867,,,,10,,,,,,,2274805.2,3305103.0,3857958.5,2537043.8,20501.385,37686.656,
70,196.01076897419856,2.2598374,,,,115,,,,,,,8676481.0,3915618.8,3994986.5,3174377.8,1752018.1,2137854.2,
25,197.06657208610093,0.37302646,,,,50,,,,,,,1382415.2,1582865.1,1270886.5,1587305.0,492846.88,1098052.2,
44,197.8078546067071,0.44712907,,,,,,,,,,,10169.975,3434.998,0,0,185636.66,229269.11,
2120,197.80786322226135,7.938674,,,,,,,,,,,0,0,0,0,696048.44,1168478.9,
1367,197.8079133951511,6.5290933,,,,,,,,,,,0,0,0,0,23383.129,495454.72,
2007,197.80791403633822,7.7747707,,,,,,,,,,,0,0,0,0,307908.1,359769.1,
2616,197.8079419108591,10.269433,,,,,,,,,,,4055.8782,5928.698,13061.494,18292.32,349412.2,768349.3,
2643,197.80795994558932,10.385434,,,,10,,,,,,,2795370.0,4040092.8,4712379.0,3123204.2,58185.156,46879.074,
1776,197.8079603970846,7.5270786,,,,,,,,,,,0,0,0,0,231069.44,86807.0,
1553,197.80801845997973,7.079871,,,,,,,,,,,0,0,0,0,271686.75,274233.97,
1504,197.80804883745662,6.946706,,,,,,,,,,,0,0,0,0,322537.3,333118.84,
1611,197.80805569327282,7.2042036,,,,,,,,,,,0,0,0,0,34288.516,163263.88,
2108,199.80488763971007,7.938674,,,,,,,,,,,0,0,0,0,35059.52,533959.2,
2644,199.80497313971927,10.377564,,,,10,,,,,,,1316602.9,1920688.0,2250955.0,1474407.4,0,10766.25,
2612,199.80497475114726,10.252986,,,,,,,,,,,0,0,0,0,175378.47,365874.94,
667,201.14950502524684,5.0238223,,,,,,,,,,,1497845.5,1272011.1,1342236.4,1606704.0,1436276.0,1295702.5,
2645,201.80194895393996,10.367562,,,,10,,,,,,,255773.23,395876.78,459719.0,285304.97,0,0,
119,209.0795807696032,3.4496782,,,,99,,,,,,,510569.9,478276.28,468116.38,518049.5,391323.4,512816.75,
527,209.15458295577514,4.8348722,,,,32,,,,,,,435977.0,401749.22,440337.62,306283.47,161466.8,163147.23,
32,211.08226131339143,0.38166735,,,,50,,,,,,,1255755.9,1587211.0,1195197.6,1498114.5,676955.9,1211551.1,
167,213.01540053483302,3.937175,,,,,,,,,,,616520.9,513703.0,453168.0,448438.53,364657.6,250904.02,
78,213.96389855512584,2.6352232,,,,,,,,,,,242197.81,221333.0,220124.5,208457.28,948815.1,338189.56,
330,214.14486059819012,4.488538,,,,,,,,,,,54826.98,58965.953,58728.332,57078.027,50152.305,43805.88,
138,214.1450247247649,3.6940346,,,,,,,,,,,146631.11,353474.4,277626.44,154604.7,186032.03,560923.9,
551,215.12868633777077,4.8626738,,,,,,,,,,,181161.89,232047.58,148941.03,125623.72,189760.66,524318.1,
230,215.12874080524332,4.1824527,,,,,,,,,,,366990.16,293472.06,334927.7,284176.8,317159.88,372745.03,
140,215.12892103317623,3.7294767,,,,,,,,,,,185289.88,162292.69,158736.62,170433.9,131205.22,78154.22,
955,215.16507189189005,5.4374156,,,,,,,,,,,314507.6,191841.14,209504.11,748736.8,288988.25,104791.57,
15,217.0482993896992,0.36755323,,,,50,,,,,,,4934647.0,5132063.0,3715705.5,6370046.5,3881819.2,5146228.0,
18,218.02574349271825,0.3698907,,,,50,,,,,,,385633.7,471167.84,428506.22,519104.25,491827.62,571703.9,
389,221.08176054817633,4.585089,,,,,,,,,,,3794575.8,1451923.0,1294882.0,1138827.8,240561.0,267837.1,
553,221.08185234863276,4.8364177,,,,,,,,,,,0,0,0,3573.8389,1625566.2,3014292.2,
701,221.0970965001967,5.062351,,,,18,,,,,,,1043430.3,1213639.4,1280955.6,1182129.0,1231933.1,1333202.8,
186,225.1133140251949,4.0457273,,,,95,,,,,,,858813.4,742940.8,774979.0,769469.5,593534.3,314786.84,
16,227.07715557646034,0.3675786,,,,50,,,,,,,3838706.0,3999168.0,857096.6,1625693.6,502324.94,725372.0,
234,227.12881710689726,4.1900306,,,,119,,,,,,,206631.67,164177.7,210443.8,167117.55,155849.16,60364.883,
264,227.12890881509023,4.3363004,,,,9,,,,,,,3145000.8,2647868.5,2511739.5,2929761.5,2511251.0,3767329.2,
157,227.12898876623123,3.8352518,,,,,,,,,,,50772.61,42204.26,41661.56,36187.11,32926.812,7573.177,
