"","filter","NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML","NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML","NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML","NEG_D5-211-C2-a_Run119.mzML","NEG_D5-211-C2-b_Run122.mzML","NEG_D5-211-C2-c_Run125.mzML"
"441/180.9728mz/8.97min",629881.65,350316.38,710418.56,705431.3,611757.6,648005.7,521783.1
"443/316.9475mz/8.97min",759621.4,881396.1,1061860.5,1116606.2,528150.7,603667.44,637846.7
"446/381.1737mz/8.98min",648781.8,762476.4,810110.25,834050,535087.2,502165.75,524166.3
"447/355.1581mz/8.98min",1897145.5,1779148.4,1759750.1,1894935.1,1948102.4,1899355.9,1999174.2
"449/353.1425mz/8.98min",268359.88,359581.53,394887.47,455887.38,177138.23,155450.56,163411.05
"453/229.9008mz/9.06min",483105.47,448090.6,518120.34,342215.47,411749.28,1203742.4,1151643.6
"454/199.9292mz/9.05min",808111.97,173902.61,153056.56,264949.34,1616041.2,1432930,1351274.6
"455/183.9342mz/9.05min",15206269.5,12739519,15411479,10249911,15210866,15602953,15201673
"457/139.9445mz/9.05min",3764041,4645120,5572134,1388615.9,3739019.5,3789062.5,2034544.6
"458/312.8361mz/9.07min",1897498.05,2110466.2,1905496.6,1973860.1,1867149.6,1882387.8,1889499.5
"459/427.2337mz/9.08min",849762.25,1492815,1388974.2,1472346.1,290576.4,310550.3,286271.2
"460/124.0015mz/9.09min",693691.6,333306.03,729392.2,693759.6,693623.6,674281.3,723566.1
"461/139.9445mz/9.1min",2024645,1781620.2,1798207.2,5522071.5,1966186,2083104,4935569.5
"462/383.1894mz/9.15min",396684.93,363823.3,400549.3,348723.2,392820.56,415680.22,418587.12
"464/355.1581mz/9.15min",622772.53,633205.06,590728.25,556430.5,640565.06,657586.25,612340
"465/693.4408mz/9.16min",1103883.52,1461694.6,1466927.2,1178418.6,1029348.44,1012735.2,994724.9
"467/411.3843mz/9.34min",772110.57,811137.2,826110.8,915720.25,714690.44,689607.06,733083.94
"469/467.2832mz/9.39min",358110.455,380503.6,404538.16,368682.25,347538.66,311372.72,340198.4
"470/124.0016mz/9.39min",379381.59,263171.88,467265.9,390265.4,405394.84,222260.58,368497.78
"471/101.9809mz/9.61min",1224311.35,594244.44,1001319.2,985750.3,2432575,1447303.5,2715729.8
"474/248.9604mz/9.61min",1396819.85,1035116.56,1181970.4,1183136.8,1610502.9,3386871,3431952.5
"479/124.0015mz/9.61min",810219.8,341007.84,546398.7,249985.64,1173744.1,1074040.9,1273518.2
"481/481.299mz/9.67min",473163.045,430845.34,507836.16,456765.25,489560.84,446711.62,498704.84
"483/452.9227mz/9.91min",199305.615,281760.8,242655.81,501193.22,155955.42,122392.18,87037.195
"484/495.3147mz/10.01min",1985842.85,2102587.2,2194907.2,2467396.8,1869098.5,1707917.8,1806495.4
"485/496.3173mz/10.01min",720704.57,768596.44,800476.56,908394.25,672812.7,623063.7,651266.5
"486/395.3892mz/10.01min",471965.5,502104.6,583497.7,627536,441826.4,395047.28,395212.88
"488/124.0015mz/10.02min",803131.23,549267.75,512205.2,605635.56,1017405.4,1136299.6,1000626.9
"489/101.9809mz/10.01min",1071992.75,797763.75,863306.3,924293.7,1264519.9,1310188.6,1219691.8
"490/248.9604mz/10.17min",1933686.25,2323958.5,2291729,2278506,1480415.8,1588866.5,1558472.9
"493/134.8651mz/10.16min",581418.43,477500.56,685336.3,471201.84,449465.84,798626.94,792873.56
"496/132.8678mz/10.17min",1024762.55,703421.9,989818.3,632843.9,1078696.5,1101664.5,1059706.8
"498/102.9568mz/10.18min",830293.15,720023.6,667270.6,689183.7,940562.7,1472009.5,952697.94
"500/112.9857mz/10.19min",13260272,14949405,13456978,14138198,12917946,13063566,12486613
"501/180.9729mz/10.18min",1096344.65,1489377.1,1406167,1498833.6,765413.5,786522.3,745399.75
"503/384.9352mz/10.23min",635698.315,1081785.8,1102557.4,1057160.6,214236.03,205609.34,204671.4
"504/452.9226mz/10.22min",452179.475,812062.25,822606.6,775885.44,43807.555,117610.78,128473.51
"505/316.9477mz/10.2min",1273908.25,1921094.4,1952850.8,1887839.6,520771.47,659976.9,652368.06
"506/520.9099mz/10.23min",227978.325,452799.6,553720.9,417558.75,38397.9,36916.992,32254.951
"507/805.4875mz/10.23min",481591.56,160530.52,160530.52,160530.52,1020927.9,896992.3,802652.6
"508/807.5036mz/10.26min",1237768.215,397334.03,304603.56,127820.64,2101740.5,2078202.4,2287982.5
"509/863.5659mz/10.26min",2225256.7,403612.12,403612.12,2018060.6,2432452.8,2706815.5,2707923.5
"510/387.1142mz/10.26min",39531.997,10655.934,3965.0945,793.0189,68408.06,81253.66,84118.73
"511/835.5352mz/10.27min",4744593.25,5521989.5,4774478.5,3830914.5,4944470.5,4603229,4714708
"512/599.3204mz/10.31min",648935.25,1086160.2,1259401.1,1063285.5,212377.16,180793.4,234585
"514/716.5242mz/10.33min",1091637.44,298438.88,501864.88,473861.25,1873094.9,1945371,1681410
"515/118.9241mz/10.34min",490254.56,497319.1,491727.12,509275.03,488782,488444.84,481970.8
"516/802.5613mz/10.35min",223317.208,96894.516,62407.383,81924.945,574398.56,349739.9,554931.25
"517/192.9287mz/10.36min",599273.025,801989.94,703814.7,665910.75,529695.4,531210.94,532635.3
"518/126.8809mz/10.42min",877569.8,611933.7,536834.94,483354.47,1143205.9,1150807.8,1152424
"519/170.8708mz/10.42min",652379.75,465038.6,399754.75,363640.38,839720.9,871025.25,861225.9
"521/136.8629mz/10.42min",1642805.2,1607167.6,1531360.4,1473447.9,1678442.8,1707836.9,1721629.8
"522/132.8678mz/10.42min",5304295.25,5175647,4993884.5,4769448.5,5432943.5,5497826,5487028.5
"523/134.8655mz/10.42min",5451235.5,5224848.5,5058802.5,4781598,5677622.5,5695522,5759891.5
"524/160.8421mz/10.44min",4587542.85,2724201.2,2440695.8,2261991.2,6464879,6461880.5,6450884.5
"525/162.8391mz/10.44min",4297513.75,2555224.5,2298828.2,2123792.2,6039803,6054613.5,6044868.5
"526/164.836mz/10.44min",1291975.9,757080.3,665122.94,616885,1826871.5,1844143.9,1836496.8
"527/199.8049mz/10.45min",252310.565,171585.83,168610.95,161810.27,369922.94,335506.2,333035.3
"528/195.8108mz/10.45min",440801.67,292915.34,297769.4,278063.44,638839.56,583833.94,594465.5
"529/205.8396mz/10.45min",1241936.8,1076954.5,1025870,964289.9,1457778.9,1447946.8,1406919.1
"530/197.8079mz/10.45min",566991.51,379951.72,382679.12,348938.44,803078.44,751924.56,751303.9
"531/207.8367mz/10.45min",1176422.925,1018436.75,975646.94,909181.7,1403329.9,1389093.2,1334409.1
"532/189.858mz/10.49min",814877.65,407007.9,362578.6,335698.7,1222747.4,1258091,1236979.6
"533/187.861mz/10.49min",1482230.05,880041.7,597188.3,549222.1,2116167.5,2104608.2,2084418.4
"535/174.956mz/10.54min",14979663.5,14942844,15257343,14932236,15122670,15016483,13992967
"536/191.9462mz/10.54min",2829822.75,2680130.5,2979515,3063358,2325530,3100919.5,2579015.2
