"","filter","2024_NEG_Y-EV_1_CTRL_Run89.mzML","2024_NEG_Y-EV_2_CTRL_Run118.mzML","2024_NEG_Y-EV_3_CTRL_Run139.mzML","2024_NEG_Y-p11_1_Run98.mzML","2024_NEG_Y-p11_2_Run127.mzML","2024_NEG_Y-p11_3_Run151.mzML"
"153/272.0776mz/2.74min",145879.865,135736.58,148433.56,356803.3,171054.81,134466.55,143326.17
"154/304.1038mz/2.77min",4353812.5,4091128.2,4297834,10568270,5038312.5,3970002,4409791
"155/286.0932mz/2.77min",290137.675,244878.42,277315.25,710545.56,345667.94,258284.9,302960.1
"156/224.0928mz/2.77min",176648.835,126442.28,176541.03,496896.03,237502.55,162441.67,176756.64
"157/370.9898mz/2.77min",411633.44,730977.1,427546.44,392056.53,438754,395720.44,380101.4
"158/113.0609mz/2.8min",367300.03,313835.66,351036.4,720924.5,436104.5,383563.66,346312.72
"159/157.0506mz/2.8min",3301051.35,2776096.2,3133822.5,6316448,3777236.5,3468280.2,2975547.5
"160/136.0404mz/2.83min",5085555.75,5554352.5,6091058.5,9360481,4599290,4616759,4595873.5
"161/265.0176mz/2.83min",1697275.75,1650498.6,1697598.5,1611131,1696953,1737771.6,1759109.9
"162/178.0509mz/2.87min",68039.685,70176.69,78352.37,93282.74,52411.656,65902.68,61156.492
"163/298.0933mz/2.87min",108634.3475,104070.305,134513,156303.84,67810.33,113198.39,86126.055
"164/180.0577mz/2.87min",186689.865,194758.06,212220.14,311428.88,157383.95,167830.34,178621.67
"166/131.0714mz/2.93min",5081661.25,4909828,5368762.5,8910363,5253494.5,4805062,4862012
"168/389.1564mz/2.95min",632271.05,591402.8,636973.7,1668351.4,727936.4,575611.5,627568.4
"169/320.0776mz/2.98min",130198.1,123456.59,128056.48,385347.88,164703.88,115532.31,132339.72
"170/258.0771mz/2.98min",36737.34,28898.996,38957.68,114398.67,44951.77,32278.166,34517
"171/338.0883mz/2.98min",1370361.3,1273225.5,1359826.1,3427858.2,1672807.8,1264690.6,1380896.5
"173/292.0463mz/3.0min",211824.74,191136.42,216288.08,504699.72,259904.44,183101.94,207361.4
"174/310.0569mz/3.0min",1908502.55,1837153.6,1906308.9,4493857.5,2339654.5,1864266.4,1910696.2
"175/172.0979mz/3.08min",310671.39,298350.94,311800.25,640666.4,330079.78,283098.34,309542.53
"176/229.1557mz/3.07min",344732.375,335455.78,339752.78,821279.56,399263.2,317438.34,349711.97
"177/397.0055mz/3.13min",297257.13,288246.78,298091.1,278670.6,296423.16,303671.5,298106.8
"178/85.0659mz/3.13min",240878.31,200423.47,234140.6,428468.75,276486.38,247616.02,184550.28
"179/113.0608mz/3.13min",41631.42,37502.145,41764.9,91464.484,61951.86,37084.09,41497.94
"180/165.0557mz/3.13min",1679037.75,1644299.8,1732001.9,2991095.5,1703894.9,1642017.6,1654180.6
"181/189.0768mz/3.13min",587114.95,532595.44,571095.8,1085541.8,670321.4,603134.1,456323.56
"183/164.0353mz/3.14min",1580265.65,1542885.9,1743191.1,3461248.5,1617645.4,1415059.4,1427822.5
"184/265.0176mz/3.17min",3032142.5,3220640.2,2998618.2,2735092,3309945.8,3037983.8,3026301.2
"185/286.0933mz/3.24min",702645.22,676439.1,699600.5,1756810,808877.7,653130.94,705689.94
"186/224.0928mz/3.24min",459389.25,445819.62,411615.53,1179200.9,546739.1,380048,472958.88
"187/403.172mz/3.28min",2856380.85,2711957.8,2815448.2,6745427,3169610.2,2624113,2897313.5
"188/421.0056mz/3.31min",76054.875,83364.69,70822.27,1108250,74402.88,75636.61,76473.14
"189/238.0721mz/3.34min",189226.97,182107,196388.78,393158.6,196346.94,162538.86,180125.55
"190/178.0509mz/3.36min",292266.37,239134.67,320237.62,426447.7,264295.12,337763.5,210637.62
"191/144.0455mz/3.4min",196133.32,206891.5,207629.9,350988,178260.47,185375.14,175814.89
"192/258.0771mz/3.4min",167802.68,162731.03,163000.75,414691.03,204721.19,158444.2,172604.61
"193/421.0056mz/3.4min",3016601.35,3074538.5,2818251,2790453.5,3020520.5,3047560.8,3012682.2
"194/320.0777mz/3.4min",521840.72,518614.5,525066.94,1321670,646653.5,516158.97,503125.47
"195/292.0463mz/3.43min",50656.2405,45453.562,48407.527,124667.19,54244.543,48433.047,52879.434
"196/249.0227mz/3.49min",6684984,6407318.5,6707730,6543680,6988568,7078193,6662238
"197/582.981mz/3.51min",690573.1,692068.7,695000.56,639792.8,689077.5,732955.56,666704
"198/279.9958mz/3.52min",18755261,19185850,18329880,18195384,19784462,19070796,18439726
"199/560.9991mz/3.52min",3639935.3,3583817.2,3651039.8,3427484,3844695.8,3628830.8,3888319
"201/403.1721mz/3.55min",18077.7365,6695.3677,23232.672,137740.3,25965.098,12922.801,4967.9043
"202/417.1877mz/3.55min",670644.23,649944.56,610076.2,1654156.2,769450.8,624956.56,691343.9
"203/405.0107mz/3.6min",18969767,18992736,19084708,16496108,19107492,18652728,18946798
"204/407.0044mz/3.6min",1280207.75,1281045.5,1295570.2,1165651.9,1287786.1,1242831.2,1279370
"205/811.0292mz/3.6min",331098.03,319416.56,336302.72,282409.06,345008.72,329687.84,332508.22
"206/406.0138mz/3.6min",3451740.7,3849010,3430319.2,3149038.2,3374263.8,3473162.2,3596289.8
"208/421.0056mz/3.84min",513085.905,470162.9,432973.6,526468.06,499703.75,617817,530246.25
"209/309.1014mz/4.0min",424101.36,401630.47,425955.4,425567.22,435393.97,415607.44,422635.5
"210/605.0258mz/4.05min",746187.9,645362.56,690931.8,664150.06,809389.3,844099.5,801444
"211/271.9983mz/4.12min",168857.04,165465.16,147111.36,158568.39,177999.55,184766.62,172248.92
"212/419.0263mz/4.15min",294762.85,300497.2,280903.5,293252.8,296272.9,299131.4,291793.62
"213/603.01mz/4.15min",318703.595,318339.25,303079.34,306254.62,327236.22,335761.2,319067.94
"215/447.0213mz/4.21min",327587.1,331359.56,325344.4,308299.38,342857.38,329829.8,318463.44
"216/497.0371mz/4.41min",866774.9,886725.5,852719.5,830051.6,834659.94,888363.5,880830.3
"217/242.1762mz/4.43min",470749.71,483586.22,444830.47,497085.88,452928.12,470489.8,471009.62
"220/793.0186mz/4.44min",970692.15,865492.7,947821.25,1099741,963998.1,1009079.1,977386.2
"222/422.9768mz/4.52min",772341.475,769498.75,752181.2,732330.94,775389.2,817311.75,775184.2
"223/653.0255mz/4.54min",806861.25,738599.8,787854.06,881052.6,825868.44,858862.75,779739.56
"225/341.0486mz/4.56min",719102.375,713415,724789.75,691402.25,761242.8,775924.56,708076.7
"226/404.0444mz/4.56min",446225.565,441468.97,450982.16,397570.47,470403.25,471126.06,407124.1
"227/497.0371mz/4.67min",1533312.7,1529486.2,1528771.4,1537139.2,1595582.8,1574710.6,1518425.8
"229/228.9699mz/4.74min",499218.64,490618.6,506263.34,503694.16,495331.03,503106.25,455755.34
"230/229.9645mz/4.74min",6173233.75,5962377.5,6257572,6281956,6178495.5,6167972,5784727.5
"231/227.9666mz/4.74min",6280688.25,6044906,6444993.5,6507448.5,6306014,6255362.5,5830919
"233/637.0305mz/4.74min",5656949.5,5148720,5728408.5,6099299,5829254.5,5540102.5,5585490.5
"235/230.9678mz/4.74min",478700.435,453998.22,476826.62,507543.5,491481.56,480574.25,458556.44
"236/268.9857mz/4.76min",473836.05,410500.8,464914.88,482757.22,523928.4,484330.78,455236.1
"237/266.9888mz/4.76min",1466089.85,1341550.4,1477297.2,1509454,1563209.6,1454882.5,1416167.1
"238/426.9678mz/4.92min",9162790.5,8612498,12882144,9713083,7711007,10402613,8560790
"239/481.0421mz/4.92min",4810562.25,4716066,4431022.5,5408636,5062181.5,4868521,4752603.5
"240/544.0379mz/4.92min",1961608.25,1927776.9,1844131.1,2129204.2,1995439.6,2006698.1,1898834
"241/909.0177mz/4.93min",357109.15,177093.1,647804.7,295000,260924.83,516624,419218.3
"243/653.0254mz/4.99min",78520.775,71990.29,73287.63,87954.414,78441.03,78600.52,85299.44
"244/242.1761mz/5.13min",83222.555,72657.17,67048.016,180981.14,93787.94,69764.86,100528.125
"245/187.861mz/5.38min",41043.474,13681.158,124248.375,13681.158,68405.79,285372.44,13681.158
"246/214.88mz/5.37min",302221.87,137343.64,802071.9,5937.1133,1119097.4,467100.1,6199.0703
"247/241.8989mz/5.39min",356548.155,209340.53,1288056.5,15654.265,1498302,503755.78,51157.52
"249/187.861mz/5.52min",55695.3725,258517.75,12625.705,2525.141,98765.04,2525.141,208290.14
"250/214.88mz/5.54min",181854.155,1034369.3,168545.92,1171.235,195162.39,5856.175,853100.1
"251/241.8989mz/5.51min",626103.665,1765625.1,764338.3,55665.273,487869.03,104423.91,1302374.9
"252/569.2734mz/5.7min",392238.86,433287.34,599113.3,436429.12,295304.72,351190.38,300629.7
"253/450.2625mz/5.74min",975866.525,1683228.9,1443856.4,1159980.8,660350.7,791752.25,775591
"254/555.3053mz/5.79min",258874.565,548359.25,456981.25,299621.47,189612.16,218127.66,208344.48
"255/538.3152mz/5.79min",1345586.8,2747602.5,2403146.8,1591195.5,988503.44,1099978.1,1098678.6
"256/569.2734mz/5.77min",284479.86,640074.7,423179.66,282660.5,187035.7,286299.22,248231.58
"257/562.0039mz/5.83min",58435.996,68394.65,57438.547,51688.758,48015.156,59433.445,59522.07
"258/265.1479mz/5.88min",425735.89,39778.622,198893.11,322987.28,565957.94,528484.5,705048.06
"259/450.2625mz/5.85min",1053769.5,1762260.1,1478695,1120471.4,796793.4,987067.6,903357.8
"260/214.8799mz/5.84min",7714.8732,12858.122,2571.6244,848842.7,2571.6244,2571.6244,64300.785
"261/241.8989mz/5.84min",72403.9035,207070.92,26724.01,991451.3,50880.117,24900.053,93927.69
"262/555.3053mz/5.88min",192597.11,429407.53,356028.28,177070.75,158942.11,198981.84,186212.38
"263/538.3152mz/5.89min",1151025.02,2262575.5,1940860,1254277.1,903173.44,1047772.94,983603.9
"264/569.2733mz/5.87min",205158.05,408909.06,390778.53,4567.683,913.5366,205952.48,204363.62
"266/265.1479mz/5.93min",263212.975,327532.84,198893.11,39778.622,39778.622,621746.56,772555.2
"267/132.8679mz/5.94min",169699.33,178595.38,105897.945,638650.56,216399.39,160803.28,136277.47
"268/720.1238mz/6.08min",123279.903,127696.22,159711.03,166335.4,111426.13,118863.586,110981.78
"269/571.2889mz/6.15min",72508.9645,12149.491,114593.5,78958.53,46216.062,70693.695,74324.234
"270/452.2781mz/6.13min",47804.1735,90030.08,73919.84,49219.535,30824.809,46388.812,39675.8
"272/656.1114mz/6.14min",400237.38,537645.1,337164.56,606303.2,284289.62,302067.94,463310.2
"273/540.3309mz/6.19min",118577.265,302719.3,239334.4,136489.69,86117.8,97182.85,100664.84
"274/557.3208mz/6.18min",8318.5977,43890.645,44186.14,11460.731,1035.29288,5176.4644,1035.29288
"275/784.1362mz/6.22min",100583.495,130373.875,115571.49,131785.25,77272.8,85595.5,80913.22
"276/452.2782mz/6.24min",1029767.25,1604940.4,1446845.4,1132612.8,674644.56,926921.7,890002.94
"277/571.289mz/6.25min",826538.855,97504.51,3461764.5,2388800.5,1555573.2,67165.695,67981.17
"278/496.2681mz/6.27min",656331.78,1316831.6,1195454.2,756255,443275.25,556408.56,552197.75
"279/311.1687mz/6.32min",594053.015,105830.59,702227.5,1187996.6,854988.9,485878.53,287000.84
"280/720.1238mz/6.29min",507325.83,572064,574251,566434.44,387900.94,447205.53,448217.22
"281/265.1809mz/6.3min",677166,779828.25,804351.8,995149.8,572922.94,574503.75,471420.66
"282/540.3309mz/6.3min",1285174.55,2327327.8,1925540.4,1438008.6,898156.5,1132340.5,1072078.5
"283/557.321mz/6.3min",220784.18,399340.1,328969.88,245813.8,146061.48,195754.56,193708.97
"284/478.2939mz/6.31min",1497408.45,2730147,2066201.2,1756986.8,990128.75,1237830.1,1181403.8
"286/522.2838mz/6.33min",430212.515,919418.4,763793.9,490750.5,295578.66,369266.72,369674.53
"289/311.1687mz/6.36min",850939.85,175582.45,860628.3,841251.4,697714.1,1212143.9,1488724.1
"290/597.3048mz/6.38min",613317.1,39150.008,1433355.4,880595.7,602071,601376.6,624563.2
"291/583.3367mz/6.36min",364129.59,830090.44,659075.25,397502.34,255739.73,307833.53,330756.84
"292/566.3466mz/6.36min",2170144.55,4988551,4053222,2509659,1595159,1714981.8,1830630.1
"293/696.1426mz/6.37min",170637.095,262528.25,177264.5,193064.08,141808.33,156373.34,164009.69
"294/571.289mz/6.36min",1870402.75,4426674.5,3445055.2,27328.402,5465.6804,1813598.9,1927206.6
"295/784.1362mz/6.4min",432473.06,518171.47,496557.3,464782.28,341231.88,396543.62,400163.84
"296/478.2939mz/6.41min",532207.55,1022420.94,850315.56,539887.3,384215.94,503054.72,524527.8
"297/720.1238mz/6.46min",274987.49,324234.38,324907.66,291711.28,207354.9,252041.56,258263.7
"298/311.1687mz/6.45min",873404.75,1013555.2,830203.5,134553.56,155119.03,916606,1087119.1
"299/566.3465mz/6.47min",695004.3,1657019.2,1425127.4,734856.4,509620.72,601313.25,655152.2
"300/583.3367mz/6.47min",116548.435,298116,241249.17,121198.9,73694.59,97789.35,111897.97
"301/573.1294mz/6.5min",390024.425,337159.75,442889.1,732384.9,483287.53,313109.4,335041.75
"302/597.3048mz/6.5min",536702.34,1637929.2,337744.28,198071.75,131484.52,759088.5,735660.4
"303/590.1196mz/6.5min",644185.275,753082.44,762551.94,693075.3,494089.12,595295.25,570700.3
"304/522.2839mz/6.47min",39215.477,114812.22,90225.13,46831.914,12768.613,26733.611,31599.04
"306/696.1426mz/6.53min",587872.39,747734.6,818027.2,746774.9,350067.47,321752.62,428969.88
"307/784.1362mz/6.57min",282885.91,352306.38,352835.53,283996.62,157548.31,281775.2,209449.97
"308/311.1687mz/6.54min",69193.285,1006255.06,41230.363,62962.875,64309.66,157163.47,74076.91
"309/597.3048mz/6.58min",166804.235,1137818.9,340385.38,32832.354,32832.354,164161.77,169446.7
"310/637.1419mz/6.62min",449705.815,373913.62,515442.1,932459.44,608282.94,383969.53,382274.94
"311/654.1321mz/6.62min",672716.97,803863.5,856471.9,694922.5,498905.44,650511.44,637135.7
"312/548.0645mz/6.64min",173648.835,172924.17,536029.06,6445.425,32227.125,174373.5,229480.72
"313/485.0688mz/6.65min",281624.11,242018.06,1104102.2,65853,138916.39,321230.16,415274.8
"315/325.1844mz/6.71min",159819.695,61632.332,120502.33,905262.25,296526.1,111284.22,199137.06
"316/299.2592mz/6.67min",220085.605,217165.16,251367.44,298922.03,176972.75,223006.05,184975.53
"318/590.1196mz/6.68min",268979.16,331207.16,334874.88,255441.6,198758.25,254574.95,282516.72
"320/701.1544mz/6.71min",300022.94,220384.11,345496.44,730440.6,438592.88,254549.44,235918.16
"321/718.1445mz/6.72min",511505.82,680527.8,643900.6,452922.44,340115.53,521636.34,501375.3
"322/597.3048mz/6.72min",77388.78,386943.9,77388.78,77388.78,77388.78,77388.78,77388.78
"323/573.1293mz/6.67min",378126.28,463431.7,369878.94,580677.2,386373.62,249507.1,273171.44
"324/590.1196mz/6.74min",304505.95,383900.94,367029.03,281122.06,200520.28,316920.28,292091.62
"325/299.2592mz/6.81min",707451.47,863758.6,869422.56,748208,532991.75,666694.94,628647.2
"326/568.3622mz/6.79min",22183.0145,74914.25,53738.906,23529.664,14897.283,13585.25,20836.365
"327/782.157mz/6.8min",362217.88,515145.4,448070.1,300458.72,237249.92,360629.7,363806.06
"328/654.1321mz/6.81min",1801245.6,2279394.8,2184351.2,1648955.5,1204750.9,1808114.8,1794376.4
"329/325.1844mz/6.81min",514907.87,160762.97,471848.3,557967.44,372593.8,1134151.6,1405666.1
"331/765.1669mz/6.81min",185193.95,125168.98,207725.62,429157.72,328179.53,154960.33,162662.28
"332/421.2264mz/6.82min",268320.7,268320.7,268320.7,1422667,1341603.5,268320.7,268320.7
"333/637.1419mz/6.84min",1119991.4,816552.75,1275770.4,2528052,1841080.8,950718.56,964212.4
"334/846.1694mz/6.9min",230935.32,335415.7,279943.4,193672.34,135423.2,244650.94,217219.7
"335/299.2592mz/6.9min",419388.64,429637.3,421693.53,517147.3,297569.38,417083.75,415781.38
"336/829.1797mz/6.9min",118281.955,82584.17,135556.56,310842.78,198093.6,101007.35,93358.87
"337/718.1446mz/6.92min",1872812.85,2563472.8,2403511.5,1640605.9,1217578.1,1895395.5,1850230.2
"338/568.3622mz/6.92min",526836.67,1035367.9,830028.5,576461.9,346626.94,477211.44,428856.22
"339/701.1544mz/6.92min",1202335.3,736709.6,1380501.6,2782409.2,2038140.9,1024169,1022609.8
"340/293.2123mz/6.92min",701068.725,797518.7,900611.94,942030.5,582147,604618.75,482342.7
"342/421.2264mz/6.97min",815449.74,271816.58,1359082.9,271816.58,271816.58,1403327.2,1369803.1
"343/910.1822mz/6.97min",154339.635,210434.3,189128.56,148446.69,111502.37,160232.58,143948.98
"344/893.1923mz/6.99min",62498.375,12637.223,75728.35,160695.7,123793.43,39234.125,49268.4
"345/325.1844mz/6.95min",542225.55,1086621.4,478451.16,27555.057,68702.43,605999.94,713042.56
"346/765.1668mz/6.99min",927177.78,538004,1086831,2039658.6,1498363.2,734652.25,767524.56
"347/782.157mz/6.99min",1483151.7,2064156.5,1913381.1,1305847.5,945030.4,1515627,1450676.4
"349/299.2592mz/7.02min",47872.918,54202.168,64904.77,61993.23,24677.86,41543.668,40791.71
"350/637.1419mz/7.02min",367860.87,220112.39,418421.94,837551.7,626957.06,304158.2,317299.8
"352/974.1942mz/7.03min",77748.155,125534.78,163389.36,48932.484,48791.46,77384.26,78112.05
"353/846.1693mz/7.05min",1091405.25,1460922.4,1458623.5,911850.56,622720.4,1105917.5,1076893
"354/829.1793mz/7.05min",618339.9,347284.75,715131.2,1638869.2,1108130.1,489080.4,521548.6
"355/701.1544mz/7.08min",755937.97,443865.78,830867.44,1826127.5,1414335.1,594476.56,681008.5
"356/718.1445mz/7.08min",1079515.05,1314355.8,1300669.9,837015.4,604114.2,1066464,1092566.1
"357/1038.2068mz/7.09min",54807.225,62863.637,66401.875,53177.4,3902.1714,56437.05,37292.098
"358/807.5032mz/7.08min",522623.135,35903.494,179517.47,865728.8,35903.494,12579729,954460.56
"359/716.5239mz/7.13min",373676.68,373676.68,373676.68,15762962,1868383.4,373676.68,373676.68
"360/717.5272mz/7.09min",107656.1,107656.1,107656.1,6914794,538280.5,107656.1,107656.1
"361/802.5606mz/7.13min",450278.04,450278.04,450278.04,22262098,2251390.2,450278.04,450278.04
"362/910.182mz/7.1min",741463.2,981420.25,982499.3,600235.9,459523.78,749115.8,733810.6
"363/893.1918mz/7.11min",401390.26,222991.58,471607.62,1146312,819144.56,324036.84,331172.9
"364/421.2264mz/7.14min",271893.04,1359465.2,271893.04,271893.04,271893.04,271893.04,271893.04
"365/782.157mz/7.14min",1289078.85,1620650.6,1682981,1013296.6,654622.7,1248268.1,1329889.6
"366/765.1668mz/7.14min",808747.48,444783.8,883390.06,2202159,1781233.9,673968.44,734104.9
"367/325.1843mz/7.08min",28089.027,668422.5,37521.62,850.99492,4254.9746,59009.81,18656.434
"368/974.1942mz/7.16min",565863.475,627665,812012.5,431277.22,292786.12,587097.7,544629.25
"369/599.3206mz/7.12min",3078.0396,1026.0132,5130.066,1156092.4,874947.25,1026.0132,1026.0132
"370/957.2041mz/7.16min",255727.99,109972.35,293350.38,702193.1,503297.38,200650.25,218105.6
"371/846.1693mz/7.19min",1134775.25,1438480.9,1516737.6,895763.6,611286.1,1091912.1,1177638.4
"372/829.1793mz/7.2min",835624.525,406564.38,909618.75,1997162.9,1594466.9,584034.06,761630.3
"373/1038.2066mz/7.2min",342630.26,384533.6,463423.8,270557,177720.12,341560.22,343700.3
"374/1021.2165mz/7.2min",152460.12,48366.273,173014.38,526584.06,329186.5,131905.86,110044.35
"375/1085.2288mz/7.24min",76525.9175,14209.097,88616.125,345369.4,214746.39,48182.703,64435.71
"376/910.1819mz/7.25min",918615.405,1147151.9,1191039.4,774061.44,498297.5,892690.25,944540.56
"377/760.5135mz/7.26min",1083263.85,174256.42,1059440.9,871282.1,1107086.8,7068357.5,6908722
"378/832.6067mz/7.26min",7185.693,2395.231,11976.155,190188.58,2395.231,2395.231,7048889.5
"379/893.1917mz/7.28min",736372.975,354495.12,804185.25,1686354,1351465.5,579675.75,668560.7
"380/957.204mz/7.29min",613343.325,287269.44,691311.4,1328739.5,1072673.8,464417.44,535375.25
"381/974.1942mz/7.29min",665587.33,833985.3,868026.25,578739.25,377567.6,655246.06,675928.6
"383/701.1543mz/7.32min",101988.175,48831.75,118897.45,239925.19,174349.47,66890.74,85078.9
"385/1021.2164mz/7.33min",388056.385,176408.14,442072.97,983171.94,696080.06,325839.62,334039.8
"386/447.0918mz/7.33min",1158820.25,774130.8,1824385.2,166565.94,884573.9,1629047.5,1433066.6
"388/401.0862mz/7.33min",158709.135,104558.57,260244.34,15270.518,116321.41,223406.66,201096.86
"389/599.3205mz/7.32min",530547.78,19149.56,2077303.2,8923.246,1784.6492,1188589.8,1041946
"390/1038.2066mz/7.34min",465251.275,543008.25,598302,237487.61,113389.66,467350.25,463152.3
"391/782.157mz/7.36min",173928.39,226794.06,239391.53,145436.16,84630.14,178933.72,168923.06
"392/765.1667mz/7.37min",280267.625,64474.285,307430.72,486144.97,347161.66,235365.6,253104.53
"394/846.1693mz/7.4min",246818.18,255463.03,271714.7,259695.1,116065.81,220042.45,238173.33
"395/829.1792mz/7.41min",364078.46,260535.6,404351.8,626604.94,457046.34,280172.66,323805.12
"396/910.182mz/7.42min",176001.345,224523.94,200629.47,261815.9,116432.06,150245.33,151373.22
"397/893.1917mz/7.43min",472557.36,432675.56,557522.1,662909.8,507401.1,437713.62,415723.16
"398/974.1941mz/7.44min",132189.2,179840.84,144822.64,222262.38,56726.57,119555.76,57655.766
"399/353.1423mz/7.44min",293705.8,576094.6,296982.38,187134.27,39072.87,319889.8,290429.22
"400/134.8947mz/7.44min",1012914.55,902922.1,1122907,651587.7,381151.56,1545568,1387146.8
"401/957.204mz/7.46min",486622.675,445433.6,550130.6,680608.25,527811.75,428586.7,441075.94
"402/1021.2164mz/7.47min",427003.04,316624.38,478672.38,562603.7,492865.7,375333.7,318249.22
"403/1038.2065mz/7.49min",143227.14,162543.33,152872.3,174765,102789.48,131428.48,133581.98
"405/134.8947mz/7.54min",588027.14,233570,785435.4,428367.53,167522.95,924096.2,747686.75
"406/599.3205mz/7.59min",466268.8,2331344,466268.8,466268.8,466268.8,466268.8,466268.8
"407/760.5134mz/7.54min",939303,88198.994,7524608.5,440994.97,835830.1,1042775.9,1258991.4
"412/758.4982mz/7.7min",3452.23098,1150.74366,1150.74366,3241736.2,323874.06,5753.7183,1150.74366
"413/134.8947mz/7.84min",1814240.9,5039524.5,1353587.1,1363928.6,1050092.8,2503049.8,2264553.2
"414/100.9337mz/7.84min",677266.82,1271478.2,1150849.9,453735.34,434201.25,410591.12,900798.3
"415/115.9208mz/7.84min",2000109.85,2061448.5,1938771.2,2443409.5,1663391,2914871.2,1271023.6
"417/161.9136mz/7.84min",375483.88,1657096.5,325903.66,226290.42,182586.83,477987.38,425064.1
"418/186.9706mz/7.84min",184118.75,158214.22,207601.62,173259.78,205123.27,194977.72,123796.58
"419/355.1579mz/7.84min",153321.41,579718.25,84741.88,105062.82,20382.68,201580,208802.19
"420/144.9235mz/7.85min",1537742.15,2206755,1481279.8,1402086.4,870298.44,1605978.1,1594204.5
"421/116.9286mz/7.86min",6614526.75,10945287,6527461,5038330,4815117,6701592.5,8444432
"422/513.0637mz/7.88min",270941.195,233326.53,390487.47,174052.64,240184.19,350453.03,301698.2
"424/620.1041mz/7.88min",224211.22,278629.4,213125.02,66658.55,92003.54,284229.2,235297.42
"425/557.1084mz/7.88min",429705.59,370389.78,611533.9,282995.03,379928.4,557802.6,479482.78
"426/485.0688mz/7.88min",851964.73,776480.56,1228509.4,555348.1,740571.2,1176709.2,927448.9
"427/603.1141mz/7.88min",347198.05,315187.5,522505.2,216238,308981.62,451048.9,379208.6
"429/161.9136mz/7.93min",298841.405,474334.8,224005.78,208435.12,152307.81,407612.47,373677.03
"430/186.9706mz/7.94min",179593.165,149128.28,245474.12,176463.62,186244.61,182269.05,176917.28
"431/381.1736mz/7.94min",63505.795,493932.72,58877.254,60497.83,11785.171,66513.76,123335.87
"432/134.8947mz/7.94min",992008.95,1670277.4,632510.6,1082014,551160.2,902003.9,1146308.8
"433/100.9337mz/7.95min",1078982.65,782430.6,1072795.1,652849.2,1085170.2,2163164.8,1307671.4
"434/115.9208mz/7.95min",1991239.45,2352779.5,1588231.2,2104493.5,1616790.4,1877985.4,2114678.8
"435/144.9235mz/7.96min",1707164,2729978.5,1176081.8,1021217.5,1512941.1,1901386.9,2098571.5
"437/100.9337mz/8.13min",775045.6,3975952.5,668905.4,479332.1,491088.72,881185.8,3078455.8
"438/144.9235mz/8.15min",1760005.05,9539415,1734851.9,1555028.6,1511578.8,1785158.2,2317663.2
"439/833.5192mz/8.16min",13372.072,13372.072,13372.072,208797.98,13372.072,66860.36,13372.072
"440/115.9208mz/8.15min",2689767.3,15589761,2897094.8,2434756,1969323.8,3040669.5,2482439.8
"441/660.4612mz/8.15min",473456.67,945541.7,540546.9,435347,211932.39,407279.1,511566.34
