"","Filename","2024_NEG_Y-EV_1_CTRL_Run89.mzML","2024_NEG_Y-EV_2_CTRL_Run118.mzML","2024_NEG_Y-EV_3_CTRL_Run139.mzML","2024_NEG_Y-p11_1_Run98.mzML","2024_NEG_Y-p11_2_Run127.mzML","2024_NEG_Y-p11_3_Run151.mzML"
"19","148/407.1206mz/2.6min","1015384.1","1109963.1","1189438.8","752948.06","950047.7","920956.56"
"20","149/373.0055mz/2.7min","1937484.5","1870944.9","1873511.6","2022685.8","1990910.0","2045244.1"
"21","150/178.0509mz/2.72min","1336737.8","1310032.2","1272146.6","774264.8","970517.9","806031.6"
"22","151/298.0933mz/2.72min","2152100.8","2145004.0","2047585.8","1280393.2","1654845.5","1315882.0"
"23","153/272.0776mz/2.74min","135736.58","148433.56","356803.3","171054.81","134466.55","143326.17"
"24","154/304.1038mz/2.77min","4091128.2","4297834.0","10568270.0","5038312.5","3970002.0","4409791.0"
"25","155/286.0932mz/2.77min","244878.42","277315.25","710545.56","345667.94","258284.9","302960.1"
"26","156/224.0928mz/2.77min","126442.28","176541.03","496896.03","237502.55","162441.67","176756.64"
"27","157/370.9898mz/2.77min","730977.1","427546.44","392056.53","438754.0","395720.44","380101.4"
"28","158/113.0609mz/2.8min","313835.66","351036.4","720924.5","436104.5","383563.66","346312.72"
"29","159/157.0506mz/2.8min","2776096.2","3133822.5","6316448.0","3777236.5","3468280.2","2975547.5"
"30","160/136.0404mz/2.83min","5554352.5","6091058.5","9360481.0","4599290.0","4616759.0","4595873.5"
"31","161/265.0176mz/2.83min","1650498.6","1697598.5","1611131.0","1696953.0","1737771.6","1759109.9"
"32","162/178.0509mz/2.87min","70176.69","78352.37","93282.74","52411.656","65902.68","61156.492"
"33","163/298.0933mz/2.87min","104070.305","134513.0","156303.84","67810.33","113198.39","86126.055"
"34","164/180.0577mz/2.87min","194758.06","212220.14","311428.88","157383.95","167830.34","178621.67"
"35","166/131.0714mz/2.93min","4909828.0","5368762.5","8910363.0","5253494.5","4805062.0","4862012.0"
"36","168/389.1564mz/2.95min","591402.8","636973.7","1668351.4","727936.4","575611.5","627568.4"
"37","169/320.0776mz/2.98min","123456.59","128056.48","385347.88","164703.88","115532.31","132339.72"
"38","170/258.0771mz/2.98min","28898.996","38957.68","114398.67","44951.77","32278.166","34517.0"
"39","171/338.0883mz/2.98min","1273225.5","1359826.1","3427858.2","1672807.8","1264690.6","1380896.5"
"40","173/292.0463mz/3.0min","191136.42","216288.08","504699.72","259904.44","183101.94","207361.4"
"41","174/310.0569mz/3.0min","1837153.6","1906308.9","4493857.5","2339654.5","1864266.4","1910696.2"
"42","175/172.0979mz/3.08min","298350.94","311800.25","640666.4","330079.78","283098.34","309542.53"
"43","176/229.1557mz/3.07min","335455.78","339752.78","821279.56","399263.2","317438.34","349711.97"
"44","177/397.0055mz/3.13min","288246.78","298091.1","278670.6","296423.16","303671.5","298106.8"
"45","178/85.0659mz/3.13min","200423.47","234140.6","428468.75","276486.38","247616.02","184550.28"
"46","179/113.0608mz/3.13min","37502.145","41764.9","91464.484","61951.86","37084.09","41497.94"
"47","180/165.0557mz/3.13min","1644299.8","1732001.9","2991095.5","1703894.9","1642017.6","1654180.6"
"48","181/189.0768mz/3.13min","532595.44","571095.8","1085541.8","670321.4","603134.1","456323.56"
"49","183/164.0353mz/3.14min","1542885.9","1743191.1","3461248.5","1617645.4","1415059.4","1427822.5"
"50","184/265.0176mz/3.17min","3220640.2","2998618.2","2735092.0","3309945.8","3037983.8","3026301.2"
"51","185/286.0933mz/3.24min","676439.1","699600.5","1756810.0","808877.7","653130.94","705689.94"
"52","186/224.0928mz/3.24min","445819.62","411615.53","1179200.9","546739.1","380048.0","472958.88"
"53","187/403.172mz/3.28min","2711957.8","2815448.2","6745427.0","3169610.2","2624113.0","2897313.5"
"54","188/421.0056mz/3.31min","83364.69","70822.27","1108250.0","74402.88","75636.61","76473.14"
"55","189/238.0721mz/3.34min","182107.0","196388.78","393158.6","196346.94","162538.86","180125.55"
"56","190/178.0509mz/3.36min","239134.67","320237.62","426447.7","264295.12","337763.5","210637.62"
"57","191/144.0455mz/3.4min","206891.5","207629.9","350988.0","178260.47","185375.14","175814.89"
"58","192/258.0771mz/3.4min","162731.03","163000.75","414691.03","204721.19","158444.2","172604.61"
"59","193/421.0056mz/3.4min","3074538.5","2818251.0","2790453.5","3020520.5","3047560.8","3012682.2"
"60","194/320.0777mz/3.4min","518614.5","525066.94","1321670.0","646653.5","516158.97","503125.47"
"61","195/292.0463mz/3.43min","45453.562","48407.527","124667.19","54244.543","48433.047","52879.434"
"62","196/249.0227mz/3.49min","6407318.5","6707730.0","6543680.0","6988568.0","7078193.0","6662238.0"
"63","197/582.981mz/3.51min","692068.7","695000.56","639792.8","689077.5","732955.56","666704.0"
"64","198/279.9958mz/3.52min","19185850.0","18329880.0","18195384.0","19784462.0","19070796.0","18439726.0"
"65","199/560.9991mz/3.52min","3583817.2","3651039.8","3427484.0","3844695.8","3628830.8","3888319.0"
"66","201/403.1721mz/3.55min","6695.3677","23232.672","137740.3","25965.098","12922.801","4967.9043"
"67","202/417.1877mz/3.55min","649944.56","610076.2","1654156.2","769450.8","624956.56","691343.9"
"68","203/405.0107mz/3.6min","18992736.0","19084708.0","16496108.0","19107492.0","18652728.0","18946798.0"
"69","204/407.0044mz/3.6min","1281045.5","1295570.2","1165651.9","1287786.1","1242831.2","1279370.0"
"70","205/811.0292mz/3.6min","319416.56","336302.72","282409.06","345008.72","329687.84","332508.22"
"71","206/406.0138mz/3.6min","3849010.0","3430319.2","3149038.2","3374263.8","3473162.2","3596289.8"
"72","208/421.0056mz/3.84min","470162.9","432973.6","526468.06","499703.75","617817.0","530246.25"
"73","209/309.1014mz/4.0min","401630.47","425955.4","425567.22","435393.97","415607.44","422635.5"
"74","210/605.0258mz/4.05min","645362.56","690931.8","664150.06","809389.3","844099.5","801444.0"
"75","211/271.9983mz/4.12min","165465.16","147111.36","158568.39","177999.55","184766.62","172248.92"
"76","212/419.0263mz/4.15min","300497.2","280903.5","293252.8","296272.9","299131.4","291793.62"
"77","213/603.01mz/4.15min","318339.25","303079.34","306254.62","327236.22","335761.2","319067.94"
"78","215/447.0213mz/4.21min","331359.56","325344.4","308299.38","342857.38","329829.8","318463.44"
"79","216/497.0371mz/4.41min","886725.5","852719.5","830051.6","834659.94","888363.5","880830.3"
"80","217/242.1762mz/4.43min","483586.22","444830.47","497085.88","452928.12","470489.8","471009.62"
"81","220/793.0186mz/4.44min","865492.7","947821.25","1099741.0","963998.1","1009079.1","977386.2"
"82","222/422.9768mz/4.52min","769498.75","752181.2","732330.94","775389.2","817311.75","775184.2"
"83","223/653.0255mz/4.54min","738599.8","787854.06","881052.6","825868.44","858862.75","779739.56"
"84","225/341.0486mz/4.56min","713415.0","724789.75","691402.25","761242.8","775924.56","708076.7"
"85","226/404.0444mz/4.56min","441468.97","450982.16","397570.47","470403.25","471126.06","407124.1"
"86","227/497.0371mz/4.67min","1529486.2","1528771.4","1537139.2","1595582.8","1574710.6","1518425.8"
"87","229/228.9699mz/4.74min","490618.6","506263.34","503694.16","495331.03","503106.25","455755.34"
"88","230/229.9645mz/4.74min","5962377.5","6257572.0","6281956.0","6178495.5","6167972.0","5784727.5"
"89","231/227.9666mz/4.74min","6044906.0","6444993.5","6507448.5","6306014.0","6255362.5","5830919.0"
"90","233/637.0305mz/4.74min","5148720.0","5728408.5","6099299.0","5829254.5","5540102.5","5585490.5"
"91","235/230.9678mz/4.74min","453998.22","476826.62","507543.5","491481.56","480574.25","458556.44"
"92","236/268.9857mz/4.76min","410500.8","464914.88","482757.22","523928.4","484330.78","455236.1"
"93","237/266.9888mz/4.76min","1341550.4","1477297.2","1509454.0","1563209.6","1454882.5","1416167.1"
"94","238/426.9678mz/4.92min","8612498.0","12882144.0","9713083.0","7711007.0","10402613.0","8560790.0"
"95","239/481.0421mz/4.92min","4716066.0","4431022.5","5408636.0","5062181.5","4868521.0","4752603.5"
"96","240/544.0379mz/4.92min","1927776.9","1844131.1","2129204.2","1995439.6","2006698.1","1898834.0"
"97","241/909.0177mz/4.93min","177093.1","647804.7","295000.0","260924.83","516624.0","419218.3"
"98","243/653.0254mz/4.99min","71990.29","73287.63","87954.414","78441.03","78600.52","85299.44"
"99","244/242.1761mz/5.13min","72657.17","67048.016","180981.14","93787.94","69764.86","100528.125"
"100","245/187.861mz/5.38min","0.0","124248.375","0.0","68405.79","285372.44","0.0"
