Filename,GF_MC_RCG_Ctrl_1_pos_20210511_Run67.mzML,GF_MC_RCG_Ctrl_2_pos_20210511_Run146.mzML,GF_MC_RCG_Ctrl_3_pos_20210511_Run158.mzML,GF_PF_MC_RCG_1_pos_20210511_Run78.mzML,GF_PF_MC_RCG_2_pos_20210511_Run96.mzML,GF_PF_MC_RCG_3_pos_20210511_Run197.mzML
7164/458.2521mz/4.1min,473779.66,368122.12,494869.0,0.0,0.0,0.0
7166/120.0444mz/4.11min,357692.56,269951.03,418970.12,226009.19,333503.03,242692.73
7167/410.2283mz/4.11min,381868.6,267376.6,429115.62,647148.2,553534.06,551103.2
7168/966.5294mz/4.11min,117505.52,75385.27,117834.07,445790.12,431301.72,602188.06
7169/360.1915mz/4.11min,1206261.0,747232.94,1050884.1,2390987.5,2494260.5,3009022.8
7171/428.2542mz/4.11min,270584.38,231584.33,219296.58,1088776.0,792120.5,309995.22
7173/510.3279mz/4.11min,365970.12,288624.97,345342.56,196348.95,138529.55,41114.855
7177/481.3021mz/4.11min,92602.64,49282.99,113938.516,346331.44,411450.1,203273.16
7178/453.7576mz/4.12min,1375800.4,1174786.0,1046402.2,1439939.6,938463.9,386724.75
7180/157.0761mz/4.12min,283564.3,179003.5,322176.6,362243.2,352073.7,381519.22
7181/315.2065mz/4.13min,202968.62,114932.53,261607.33,559688.1,411432.16,0.0
7190/230.1135mz/4.14min,1089507.4,780521.94,1196683.6,561195.1,487507.6,431167.3
7194/683.3607mz/4.15min,1059081.1,713157.9,1445147.0,584220.8,796393.94,473046.22
7195/234.0219mz/4.15min,3478278.5,3039854.5,4904287.0,3189178.5,3583428.0,1980952.2
7196/204.102mz/4.15min,168879.39,128951.234,189029.98,704220.06,610963.1,515066.8
7197/364.2031mz/4.11min,1116649.4,917673.7,1177533.6,76130.516,83345.16,31224.45
7198/727.4022mz/4.16min,417222.62,306861.47,468046.22,0.0,0.0,0.0
7199/271.0712mz/4.16min,236439.78,169994.77,396226.72,1854677.6,2114555.8,5076059.0
7203/515.2868mz/4.17min,383322.16,234650.89,365378.9,583519.44,613849.75,372736.22
7204/349.1906mz/4.17min,504346.0,324733.47,552386.1,500108.38,457133.1,70302.72
7208/239.1025mz/4.18min,244152.55,101479.266,471079.7,747247.7,1294309.2,785900.6
7213/377.2262mz/4.19min,401081.94,297279.4,363584.22,236539.28,275318.78,195880.38
7214/376.2228mz/4.19min,1949052.5,1513861.9,2007758.4,1177021.4,1427313.8,1031840.6
7217/237.1596mz/4.19min,250527.34,192637.48,232779.16,349177.94,356997.3,432415.72
7220/245.1132mz/4.2min,905216.25,1309852.6,1724356.9,1133414.9,1277808.9,724538.3
7221/250.1437mz/4.28min,3189698.5,2516204.8,3900152.2,1472771.1,2032381.0,269958.12
7222/987.0622mz/4.2min,609580.94,457479.78,594659.7,935593.1,987488.7,521776.34
7223/658.3771mz/4.2min,843873.94,681256.5,860923.8,1265054.5,1391663.1,754963.0
7225/353.7283mz/4.2min,1231227.2,1107905.9,1118882.0,484704.12,469681.3,274717.75
7226/717.3869mz/4.21min,485755.53,436355.75,477986.03,698767.8,762962.25,608867.4
7228/658.0428mz/4.21min,756865.5,580624.1,790357.25,1079650.2,1199862.9,647218.7
7230/706.4492mz/4.2min,322296.62,247993.1,288987.6,113749.086,94893.64,41234.227
7231/335.1388mz/4.21min,816261.6,604538.5,1011359.0,383688.84,535344.7,111210.734
7232/915.4969mz/4.21min,307537.9,103987.22,155518.95,0.0,0.0,0.0
7237/458.2519mz/4.21min,560697.3,415674.03,628134.06,0.0,0.0,0.0
7241/342.2385mz/4.22min,426133.97,365352.28,424520.12,776582.1,839285.44,1237921.2
7242/402.2233mz/4.22min,61109.14,39529.918,80247.11,341498.8,475134.16,627163.4
7243/139.1117mz/4.23min,209550.61,219643.67,237911.16,227638.9,264196.2,486919.5
7245/273.0326mz/4.23min,213696.31,159852.94,340962.75,281247.3,372351.6,239396.97
7248/331.081mz/4.23min,0.0,0.0,0.0,230738.02,261866.95,1246767.1
7253/454.3103mz/4.24min,1405263.8,1217316.2,1260936.6,187151.4,254438.48,19907.36
7255/356.2541mz/4.23min,11995174.0,9871211.0,12399261.0,15351443.0,15191743.0,11266139.0
7256/479.3225mz/4.23min,374403.8,270529.06,299783.7,549705.94,330495.94,135160.08
7258/395.1752mz/4.24min,311477.6,304597.1,238719.97,36237.46,15870.369,14457.139
7259/453.3069mz/4.24min,5836330.0,5082613.0,5249282.5,1394236.0,1315745.5,592167.4
7261/511.2549mz/4.24min,567311.75,537985.25,373428.72,1433844.9,813373.9,1797536.6
7262/384.2126mz/4.21min,333357.34,221381.89,332356.1,98495.03,15724.754,26512.186
7263/192.1383mz/4.24min,679005.8,442118.06,696027.5,794455.8,738705.06,808808.1
7264/301.1544mz/4.25min,658078.1,410349.53,922730.06,806278.06,886340.9,130720.625
7273/450.2592mz/4.24min,0.0,0.0,8544.221,708446.5,756753.6,106281.48
7282/270.1123mz/4.27min,424791.7,388766.28,521742.6,235736.22,234359.05,194653.52
7283/379.2519mz/4.28min,614881.4,299064.0,316556.28,103248.27,114591.734,0.0
7287/614.3293mz/4.27min,942563.44,865402.9,1307624.6,1035824.8,1017364.4,1605491.6
7288/376.2228mz/4.27min,1321022.0,1075958.9,1358847.1,759275.06,894644.2,605562.6
7290/323.1387mz/4.28min,389764.25,311525.75,514994.06,230550.58,104216.94,68085.83
7291/473.2755mz/4.28min,1795983.1,1485609.5,1642265.8,336355.75,267595.9,201088.83
7296/584.3442mz/4.35min,617333.3,361921.84,190844.0,1161854.5,1183938.4,344165.56
7297/1051.5822mz/4.29min,426556.56,294963.75,497879.28,7072.553,24299.512,0.0
7298/526.2945mz/4.29min,2083325.9,1772865.0,2400079.5,75628.93,82818.67,4141.252
7299/575.8286mz/4.29min,419531.1,346835.06,482759.94,0.0,0.0,0.0
7301/332.1642mz/4.29min,576087.4,484283.38,374306.22,263334.44,189598.84,404055.2
7307/1036.597mz/4.32min,341871.78,315743.12,297139.88,585058.44,564825.0,245465.89
7308/382.2698mz/4.3min,380325.28,306738.34,343536.03,58706.31,33588.008,0.0
7313/293.2109mz/4.31min,1069367.9,879919.9,1073412.6,1640088.6,1694188.4,2149498.2
7314/195.138mz/4.31min,398596.5,331338.8,386512.22,565290.1,597703.8,720863.6
7317/275.2004mz/4.31min,1086616.2,854541.7,1010206.25,1618421.6,1823187.6,2073775.1
7318/291.1952mz/4.31min,512706.94,217832.56,266998.6,804281.75,841803.25,1012104.4
7319/559.3123mz/4.31min,419105.2,227418.67,382823.5,1422630.0,1148214.4,554053.25
7320/351.2142mz/4.31min,382254.1,490242.84,471466.44,615913.5,928511.06,1071765.5
7321/691.4mz/4.32min,570325.56,282479.47,607269.5,685006.94,726095.94,185176.4
7322/406.731mz/4.31min,559200.8,492794.25,607704.44,0.0,0.0,0.0
7323/149.1325mz/4.32min,182785.64,155336.8,201110.77,414211.4,441489.12,520866.25
7326/484.2436mz/4.32min,0.0,0.0,21563.852,373161.2,518696.0,254393.02
7330/167.1431mz/4.32min,69485.91,50181.035,67675.8,298620.1,313625.0,437345.78
7331/185.1536mz/4.33min,19813.152,12993.008,7904.115,138842.31,165592.88,215692.08
7334/370.2697mz/4.34min,1613467.5,1308322.6,1685481.8,373780.88,239539.69,182032.06
7337/390.2384mz/4.35min,362824.97,291185.47,410639.88,302121.12,263368.3,350880.16
7340/370.7204mz/4.35min,732031.94,626619.2,656353.8,133922.03,109935.39,47219.17
7342/244.1906mz/4.36min,403763.97,362573.44,423236.97,363313.12,394634.78,482547.94
7343/226.1801mz/4.36min,981817.56,859205.75,1002446.4,894440.8,967109.9,1114887.8
7345/766.9211mz/4.36min,632936.3,537531.9,640332.2,676463.9,739482.2,524291.6
7351/235.1691mz/4.36min,353031.5,358741.5,434997.72,803454.3,803362.94,953959.6
7352/285.2172mz/4.37min,41352.47,37025.99,52192.69,491350.25,352802.1,194336.3
7356/284.1279mz/4.37min,6478798.5,5006002.0,6905049.0,2491964.2,2774299.0,861652.4
7357/727.4021mz/4.37min,442418.03,322468.62,470333.03,0.0,0.0,0.0
7358/364.2043mz/4.37min,615173.4,518181.6,680366.94,0.0,0.0,0.0
7363/210.1025mz/4.39min,582825.5,217375.94,392501.62,1487629.2,1625570.1,2031909.8
7364/651.3708mz/4.39min,1565220.0,1041064.06,1790724.6,913311.25,968340.25,585637.94
7366/244.129mz/4.39min,1267868.2,865013.25,1340243.6,761217.9,531453.75,637492.6
7367/673.3527mz/4.39min,614937.94,560434.94,691507.4,301025.03,354679.3,241358.62
7371/479.3224mz/4.41min,2086550.5,1574352.2,1853270.5,3388473.0,2289876.8,865536.4
7372/720.4648mz/4.41min,2248055.5,1737076.4,2060414.5,1559265.9,1192707.5,199446.77
7373/360.736mz/4.41min,7414227.0,6189541.5,7030115.5,4715283.0,3663270.0,1085230.9
7378/509.1439mz/4.42min,96404.84,106363.34,247960.77,515500.97,558707.44,692080.9
7379/584.3441mz/4.42min,1812229.8,945965.94,2095876.8,4384727.5,4478236.5,2647980.2
7382/215.1178mz/4.43min,785800.2,530009.25,645118.94,663351.3,629942.7,368424.9
7386/137.0597mz/4.44min,225205.95,162109.94,274499.9,235737.97,324873.22,188901.31
7387/412.2439mz/4.44min,483850.56,275163.16,518280.1,213842.45,237082.17,187711.22
7397/757.3757mz/4.46min,389597.84,279225.84,517301.78,22975.176,44350.855,44028.664
7400/327.1911mz/4.47min,1293216.1,931227.4,1476467.0,354634.47,362177.22,229541.44
7401/275.1388mz/4.47min,200331.25,150374.77,430813.84,906760.7,825257.44,585074.6
7402/271.1648mz/4.47min,192862.05,145537.53,267609.72,638059.94,738381.2,663002.56
7407/473.2754mz/4.44min,75385.375,74581.29,44123.613,583768.7,524914.6,277134.66
7408/695.4121mz/4.47min,1201303.0,994915.44,984723.5,1296052.0,788081.5,292427.44
7410/348.2096mz/4.47min,484513.4,446579.3,365829.3,255187.17,210356.8,56125.465
7412/344.1812mz/4.43min,1318374.0,1041799.7,1363753.0,197697.8,232755.56,107871.62
7416/186.1488mz/4.48min,140062.5,104563.34,245491.67,564549.06,645406.3,353604.78
7417/379.1859mz/4.49min,73340.95,36088.617,115587.51,993906.06,1112383.6,1092715.1
7418/230.1386mz/4.48min,231561.08,129438.32,347989.75,317634.12,587368.3,734405.44
7419/299.2325mz/4.48min,283709.06,220311.1,322446.28,1048739.2,844653.2,462303.53
7421/413.7386mz/4.48min,3074519.5,2763030.2,3385890.5,10470.134,6378.2495,0.0
7424/826.4702mz/4.49min,896758.5,755894.9,997135.9,0.0,0.0,0.0
7425/575.8288mz/4.48min,2194655.2,1914011.6,2678600.8,2874.4731,7297.513,0.0
7426/230.2113mz/4.47min,20237.033,78034.914,108021.37,653998.4,627889.4,617876.56
7430/531.2796mz/4.49min,130791.14,199584.66,375301.94,310764.62,620647.2,577613.3
7434/171.0916mz/4.49min,586931.7,375236.34,785861.5,1745574.5,1886513.4,2286502.8
7435/295.2265mz/4.5min,1787031.2,1476531.5,1899888.0,2753698.0,3036579.0,3416648.8
7437/509.2966mz/4.5min,582453.0,385451.12,750961.44,1017511.2,1091683.9,1056872.4
7438/277.2159mz/4.5min,675683.1,560951.94,720808.6,1010267.0,1183941.4,1317091.9
7439/309.2056mz/4.5min,1089418.0,758573.44,1020685.8,1552434.2,1644906.5,2118150.5
7441/291.1951mz/4.5min,1386383.9,1421178.4,1732151.5,2135791.0,2125148.0,2657220.8
7442/1150.65mz/4.49min,340092.44,153826.28,505006.22,0.0,0.0,0.0
7444/353.2295mz/4.5min,952999.1,1147318.4,1125669.0,1278614.1,1491001.0,1995524.4
7445/390.2383mz/4.5min,2856222.2,2430536.8,2846086.8,1349736.4,1327587.4,1515986.2
7446/195.1379mz/4.5min,1562304.5,1270914.5,1622732.6,2275973.5,2508263.5,2860602.0
7447/584.8231mz/4.51min,1313757.1,1153278.0,1398084.9,0.0,0.0,0.0
7450/396.2853mz/4.52min,1006517.5,810437.5,948079.5,222266.78,139866.95,17420.633
7452/177.1273mz/4.51min,316817.4,252758.14,343293.34,488702.84,569614.1,675667.5
7453/149.1324mz/4.51min,746451.25,604399.94,867358.0,1260903.1,1457317.9,1677593.4
7460/527.3226mz/4.51min,300192.7,240763.94,272824.38,511143.94,394650.75,374751.84
7461/167.143mz/4.51min,293435.28,203474.06,421178.2,658538.06,824563.06,987945.94
7462/231.1591mz/4.52min,186911.58,126371.32,257846.19,455630.53,602569.25,776283.3
7463/213.1485mz/4.52min,454385.97,305971.16,631359.1,955946.06,1227022.8,1499399.6
7466/419.175mz/4.53min,331966.2,273326.38,199928.19,146456.03,90288.12,184275.16
7469/346.1798mz/4.54min,309060.6,277149.22,217473.19,161325.83,315369.2,156708.11
7474/109.1012mz/4.53min,480456.6,425305.78,533888.2,629054.2,585606.94,798637.1
7476/293.2108mz/4.54min,1857451.2,946473.9,1167070.0,1485988.5,1592228.8,2176224.0
7477/614.3544mz/4.54min,383041.16,237518.12,348638.94,330312.56,171768.06,67898.3
7479/636.3362mz/4.54min,200011.9,185078.88,195017.25,141545.81,83128.66,41652.75
7480/423.7229mz/4.55min,350716.88,321259.97,394966.5,0.0,0.0,0.0
7481/456.3066mz/4.54min,413625.1,488626.25,342969.47,76665.234,96193.34,34786.918
7483/720.4649mz/4.55min,2567343.0,1905726.0,2582542.2,1993337.1,1385445.4,134887.39
7485/360.736mz/4.55min,6702088.0,5502668.5,6649871.0,4406125.0,3239599.8,828889.56
7488/218.1175mz/4.56min,219366.72,201289.62,290514.12,993901.5,749586.25,496156.06
7490/499.2548mz/4.56min,315716.4,188892.72,418194.03,462164.4,487733.78,322874.12
7491/580.3704mz/4.56min,21447.455,9946.387,24393.744,312675.56,278002.1,190132.08
7494/230.175mz/4.56min,398927.72,325349.84,496578.1,589009.7,569522.9,552215.6
7495/370.2696mz/4.56min,730872.4,554776.44,755444.25,112899.36,96958.984,38086.797
7504/298.1071mz/4.58min,353500.34,340778.7,338875.88,297419.94,264150.6,192636.9
7506/565.2977mz/4.58min,218259.66,168406.64,428997.97,101577.234,86174.125,96456.8
7507/311.2213mz/4.59min,1292440.5,950532.6,1290767.2,1873980.1,1874395.5,649524.5
7508/356.254mz/4.59min,686772.5,557487.75,782537.4,1483599.2,1347495.8,1417494.4
7513/181.1222mz/4.59min,2252296.8,505318.47,3487315.2,2215820.8,1025112.94,4659396.5
7516/584.8233mz/4.6min,1092600.9,867899.56,1053358.8,0.0,0.0,0.0
7518/346.1798mz/4.6min,861381.8,745595.44,579749.8,708073.94,402161.56,497512.88
7520/351.214mz/4.62min,740968.7,760044.4,803986.7,535783.0,1596131.5,2342523.8
7521/305.1491mz/4.61min,35493.656,10854.225,49411.496,264673.97,256832.28,382815.22
7522/302.1899mz/4.61min,508351.94,431836.94,293846.34,335652.3,148032.55,184956.56
7523/438.2594mz/4.61min,171831.23,79906.53,178509.66,482873.25,462836.34,335277.53
7524/213.9684mz/4.61min,1119211.0,1357035.0,1095322.1,869440.2,827201.56,885309.1
7526/229.981mz/4.61min,2353479.0,2890853.8,2405818.5,1834356.9,1735274.5,1966332.1
7527/231.9789mz/4.61min,2322731.8,2849465.2,2388371.2,1808542.0,1710767.1,1905851.6
7528/211.9705mz/4.61min,1179296.2,1430331.1,1165820.6,921599.56,855510.94,942162.2
7530/171.0916mz/4.62min,546338.8,434997.88,490218.66,675077.6,691886.3,644851.25
7531/201.1386mz/4.62min,115118.12,22168.979,346969.84,1138090.4,942846.9,231259.77
7534/200.1644mz/4.63min,80750.586,51984.227,87140.984,661944.1,468426.3,306544.3
7535/299.2325mz/4.63min,262898.34,191554.25,320953.72,1822225.4,1369550.6,843372.25
7537/541.3382mz/4.63min,199263.97,146940.92,147672.61,552299.44,336382.88,158621.23
7538/264.1592mz/4.63min,1049210.5,813659.6,1145696.4,1383347.4,1377858.1,1287559.5
7539/396.2854mz/4.63min,6073375.5,4507068.0,5616621.0,2336460.2,869460.0,195260.8
7542/706.4493mz/4.64min,606767.8,418050.34,580582.0,307630.25,314580.66,162861.7
7545/353.7282mz/4.64min,1492703.2,1256273.6,1526571.9,676729.06,685669.44,419328.28
7547/559.3489mz/4.64min,884450.1,632130.25,880722.75,135800.25,250756.4,10448.873
7555/382.2697mz/4.65min,555882.0,434726.8,540486.25,64424.605,44644.34,0.0
7556/648.3387mz/4.66min,538790.75,307785.6,376584.78,521987.28,376253.16,170004.33
7559/380.1641mz/4.66min,3246234.8,2588602.5,1639418.6,1007326.9,694838.3,1110055.6
7562/229.1334mz/4.66min,1754451.2,1211941.0,1366480.6,528725.8,513505.1,159421.53
7563/336.1743mz/4.66min,3099663.5,2522301.5,1495814.8,790344.5,501118.47,816550.94
7566/253.1181mz/4.67min,732501.8,475227.03,1434044.0,1613529.4,2794769.0,1718709.1
7567/192.1382mz/4.67min,249615.6,51697.664,211176.61,260484.61,150208.0,208634.77
7573/413.7386mz/4.65min,1760828.1,1426297.4,1854234.4,17772.232,6616.335,0.0
7574/826.4705mz/4.68min,868770.3,598538.1,862041.1,0.0,0.0,0.0
7576/364.2102mz/4.68min,211478.48,209390.08,277375.66,285487.8,257841.89,391552.56
7578/406.7308mz/4.68min,283508.84,243271.66,297115.78,0.0,0.0,0.0
7580/507.3538mz/4.69min,163010.97,120636.38,130304.695,1153524.4,622866.7,350776.84
7587/181.1223mz/4.7min,1386210.8,836219.44,1474720.1,1996202.2,1466693.9,1952813.4
7588/199.1329mz/4.7min,337850.66,216801.83,333019.84,336824.97,378484.88,359707.47
7590/302.1496mz/4.7min,253612.34,150822.75,386404.28,527176.56,804829.06,270145.0
7591/272.1392mz/4.7min,253229.08,147664.39,422813.5,663333.5,971030.2,310616.03
7597/313.2481mz/4.72min,220575.34,142584.78,241719.7,719890.2,523356.4,216123.16
7603/333.2039mz/4.72min,391692.3,392661.22,361090.38,663662.1,694268.5,915569.5
7605/384.2854mz/4.72min,401498.47,565770.8,394251.44,116997.36,110158.65,89175.61
7609/275.2003mz/4.73min,2410410.0,1819845.4,2271401.2,4262637.5,4116893.2,4281875.0
7610/541.3382mz/4.73min,2762835.2,2165576.0,2395018.5,5549525.0,3530821.5,1751764.0
7611/542.3415mz/4.73min,895728.9,704272.7,712866.8,1774040.8,1121872.4,485895.22
7612/211.0866mz/4.73min,532397.44,344005.97,591185.75,731278.6,709993.3,795824.44
7613/309.2057mz/4.73min,619958.94,392708.72,333022.2,856709.8,824580.4,1257723.4
7614/331.188mz/4.73min,54625.133,71230.02,74963.86,159793.39,185738.2,424440.1
7616/291.1952mz/4.7min,312767.9,161868.78,204759.34,408390.78,408269.62,981424.2
7619/293.2108mz/4.74min,857095.0,557694.75,810541.8,3186275.0,3335367.2,1322972.0
7625/149.1325mz/4.75min,222647.44,161291.36,225036.62,383095.3,383459.4,384370.66
7628/195.138mz/4.75min,529922.1,390855.97,545820.56,824958.5,847954.7,825815.6
7634/232.0823mz/4.75min,179009.22,84391.23,231061.12,446806.22,360863.97,225771.81
7636/370.7203mz/4.76min,566698.5,459427.56,567434.56,126727.41,139161.83,44584.684
7640/552.3752mz/4.77min,892405.8,678632.3,821891.1,2293549.0,1529995.4,710183.94
7642/186.1488mz/4.77min,713365.75,510275.72,808394.5,3705505.8,2861884.0,1568957.9
7643/299.2326mz/4.77min,1328774.5,977037.25,1573511.6,7340491.5,5609047.0,3064871.5
7644/200.1644mz/4.76min,71794.34,39672.984,78662.98,556289.56,789182.7,187187.25
7645/241.1255mz/4.78min,1057827.5,555146.25,629137.25,1640986.9,1335370.0,2405581.2
7646/263.1075mz/4.78min,219120.0,218001.28,197845.48,342488.78,280703.6,869267.9
7651/229.1334mz/4.79min,1197498.0,883142.44,1064689.2,550512.06,531596.8,170970.73
7652/540.31mz/4.79min,231834.36,216298.17,288438.5,10981.334,20223.795,0.0
7658/345.209mz/4.81min,403587.7,201616.97,376771.38,608355.4,555493.25,294700.88
7662/158.1539mz/4.81min,321356.47,289756.62,343252.4,336706.06,297535.94,387770.75
7664/313.2481mz/4.8min,177311.11,118700.016,204015.52,427935.56,772252.1,220446.34
7665/381.1553mz/4.82min,483135.62,288343.75,520832.34,772106.3,963283.25,831294.5
7666/280.2632mz/4.85min,215297.73,31027.268,20012.865,456173.84,412475.47,385362.3
7667/426.2594mz/4.83min,313076.62,192879.52,358277.97,48331.34,77385.55,37846.68
7671/479.2754mz/4.83min,1672811.5,1264179.2,1724677.0,0.0,0.0,0.0
7673/195.1379mz/4.83min,301647.28,220248.48,298025.0,430128.84,491747.84,450921.78
7677/612.375mz/4.83min,183200.67,136457.42,116807.195,473868.97,414899.75,306165.75
7682/523.3122mz/4.84min,530838.5,290225.8,594729.0,434658.4,381813.78,231208.92
7683/353.2295mz/4.84min,2114497.5,1377184.9,2550500.0,2211766.2,2307106.5,2778887.5
7684/545.2941mz/4.84min,278709.56,219419.22,365946.8,231085.03,248603.31,200013.47
7691/360.7358mz/4.85min,1239400.0,989793.06,1336452.8,836295.3,694337.44,288221.62
7693/720.4647mz/4.85min,432278.94,295271.88,463268.78,332238.75,247640.94,101803.3
7694/109.1011mz/4.85min,408156.72,363140.2,422754.22,774091.06,789952.44,808919.9
7696/347.2328mz/4.82min,215617.72,162120.27,216882.05,561304.75,410669.5,364558.84
7699/244.1541mz/4.86min,226970.39,151355.75,298156.38,688070.44,707724.94,681015.8
7701/291.1563mz/4.87min,98741.516,94869.77,113153.46,100305.93,157332.86,195115.31
7705/251.1639mz/4.87min,223203.67,142005.52,206090.08,593159.8,544307.2,562851.2
7709/635.3069mz/4.88min,434405.88,192505.42,520233.38,46491.56,11298.716,30237.594
7712/278.1384mz/4.88min,134157.89,109020.06,243903.0,525953.75,592869.25,581062.3
7717/313.237mz/4.88min,1405823.4,624056.94,1457556.1,2173627.8,1878064.4,1945633.4
7718/200.1644mz/4.88min,184709.39,130789.625,290252.06,671916.44,957418.06,600498.1
7719/592.4062mz/4.88min,884768.75,646939.2,858153.56,955989.94,654473.7,123799.88
7725/313.248mz/4.89min,176985.23,124307.086,203078.08,756189.3,931201.56,434944.4
7730/413.7387mz/4.9min,225343.16,188324.66,274569.4,0.0,0.0,0.0
7733/557.2965mz/4.91min,463715.25,296280.2,527841.44,2231165.5,1917175.1,1829156.6
7735/642.3488mz/4.91min,233657.86,122479.7,387735.03,642290.8,574163.6,197920.9
7736/579.2784mz/4.91min,134348.17,127520.95,194664.92,812719.44,810681.4,986651.9
7737/511.2548mz/4.91min,128171.625,52010.902,201558.19,485455.53,455961.47,141960.98
7738/495.3536mz/4.91min,636089.9,449833.5,617675.06,98954.55,62512.336,0.0
7741/483.2596mz/4.92min,709270.2,514129.88,664998.5,40996.59,66274.46,0.0
7742/403.2011mz/4.91min,1481751.9,1014173.8,1382522.8,2294666.8,2015836.5,1591284.2
7743/152.1069mz/4.92min,248029.98,158881.23,216195.77,400458.53,363860.78,272409.06
7744/425.1829mz/4.92min,427704.62,487257.0,461223.66,580106.7,587821.4,622191.1
7745/385.1905mz/4.92min,252119.5,164405.14,227701.86,400317.28,345099.5,253386.06
7747/279.2315mz/4.91min,638463.4,476206.16,468267.38,626654.6,431024.28,1091532.5
7750/479.2754mz/4.93min,818895.75,653021.3,862662.0,0.0,0.0,0.0
7755/386.2069mz/4.94min,857435.44,624866.7,895854.06,248040.95,421764.34,118549.38
7766/185.1072mz/4.95min,154495.92,99474.555,95934.39,161293.8,186586.12,180605.23
7767/365.2658mz/4.95min,51688.47,50409.95,55712.668,379241.9,367766.1,363475.62
7768/307.2627mz/4.95min,83383.72,40870.25,60423.617,536454.4,488656.2,332114.12
7773/626.3905mz/4.96min,327802.6,235815.61,340658.5,1930050.0,1165098.2,411949.28
7774/430.2543mz/4.96min,3365.829,0.0,15986.771,165997.0,287721.1,583788.4
7775/288.2893mz/5.0min,812092.0,289109.78,521610.66,1131279.0,1145412.6,1539201.0
7777/347.233mz/4.97min,115643.64,72854.89,138325.42,783191.5,564212.9,277826.94
7785/396.2853mz/4.97min,478686.1,348984.78,502226.88,54713.434,69098.11,0.0
7786/295.19mz/4.97min,460208.9,317041.44,484051.44,880077.44,856033.3,830745.0
7788/277.1795mz/4.98min,1906367.8,1300553.5,1835919.6,3338279.0,3454943.8,3265933.0
