row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML Peak area,NEG_D5-211-C2-c_Run125.mzML Peak area,NEG_D5-211-C2-b_Run122.mzML Peak area,NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML Peak area,NEG_D5-211-C2-a_Run119.mzML Peak area,NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML Peak area,
54,111.01990340693737,0.394222,,,,29,,,,,,,2995131.0,2053269.5,2191973.2,9554880.0,1846273.8,3384848.2,
500,112.98565686145285,10.189187,,,,,,,,,,,1.4949405E7,1.2486613E7,1.3063566E7,1.4138198E7,1.2917946E7,1.3456978E7,
276,112.98566931896612,7.873346,,,,,,,,,,,9266560.0,6312238.5,6396094.0,9583707.0,6304683.5,1.0080119E7,
438,112.9856763164235,8.963821,,,,4,,,,,,,6577795.0,8486291.0,8539650.0,8252140.0,6257414.5,7137746.5,
412,113.92626243219131,8.848194,,,,,,,,,,,2.1425272E7,6206651.5,6108407.5,5370789.5,6232810.0,5492794.0,
394,113.92626566643015,8.798216,,,,36,,,,,,,5729708.5,2.5758958E7,2.6278608E7,2.1385308E7,2.5291212E7,2.0030294E7,
70,114.05597552012716,0.40487945,,,,,,,,,,,93026.27,172756.47,545315.25,157936.81,68021.27,60319.08,
190,114.93409590371732,7.36931,,,,3,,,,,,,775412.94,626391.56,597982.8,1005206.0,599543.75,878201.0,
389,114.9340987568915,8.785204,,,,36,,,,,,,1947574.0,9126647.0,9249176.0,1951678.0,9416744.0,1936432.0,
252,114.93410947303794,7.8715615,,,,2,,,,,,,3923872.0,1123855.5,1116641.0,3573632.0,1164786.4,3835831.5,
304,114.93411313628792,8.215287,,,,26,,,,,,,2310395.2,1360428.1,970793.1,3114751.5,1418099.1,2593703.2,
218,114.93411467326392,7.7687225,,,,20,,,,,,,1382408.0,929400.8,914573.4,1532052.8,895881.9,1456305.0,
64,115.00360414012103,0.39599934,,,,29,,,,,,,143713.95,861596.9,1101459.2,129413.3,858973.8,197106.02,
395,115.92072152339006,8.795581,,,,36,,,,,,,4.09033E8,4.8891974E8,4.9669744E8,4.0799696E8,4.726683E8,3.8076778E8,
68,116.0716229495664,0.43730113,,,,,,,,,,,57435.746,713688.25,206289.64,290121.47,130958.0,149619.14,
247,116.92846444780635,7.870683,,,,2,,,,,,,7.039336E7,2.0456504E7,2.052788E7,6.942633E7,2.2004228E7,7.163831E7,
224,116.92847521900713,7.767836,,,,20,,,,,,,2.6316296E7,1.7126088E7,1.7590228E7,2.9336672E7,1.7702844E7,2.7924852E7,
191,116.92849287902015,7.36931,,,,3,,,,,,,1.5537813E7,1.215799E7,1.1517864E7,1.9481938E7,1.1557926E7,1.7655614E7,
77,117.01928750606693,0.6036252,,,,,,,,,,,2190512.5,2224019.5,3340496.5,2991331.8,4412726.0,1796960.2,
85,117.01930690885519,0.6839444,,,,18,,,,,,,6961450.5,1.2456703E7,1.4288968E7,9064650.0,8564592.0,5903218.5,
96,117.05574590452527,2.1444635,,,,,,,,,,,277106.16,67049.53,7818.665,639036.44,3855.6716,316710.8,
310,117.9285750286299,8.217044,,,,26,,,,,,,5943876.0,2353389.8,2308671.8,6796124.0,2278556.2,6202175.0,
248,117.92857575301004,7.870683,,,,2,,,,,,,8231066.0,2413654.2,2395783.0,8070851.5,2586338.5,8418889.0,
225,117.92858494532857,7.767836,,,,20,,,,,,,3033445.2,1982415.6,2057654.8,3403749.5,2051908.5,3214081.8,
196,117.92860157318087,7.3701844,,,,3,,,,,,,1816391.6,1395882.4,1319757.5,2226538.5,1337640.6,2054288.6,
515,118.92407827344869,10.339734,,,,,,,,,,,497319.1,481970.8,488444.84,509275.03,488782.0,491727.12,
257,118.92409734153607,7.8706894,,,,2,,,,,,,2130508.5,498543.47,509374.1,2141550.0,414118.84,2213051.0,
312,118.92414303639691,8.209159,,,,,,,,,,,434264.53,216458.69,160115.2,427842.16,71555.29,313547.16,
385,118.92672523199631,8.784334,,,,36,,,,,,,2937265.2,4882617.0,5024566.0,1044313.4,5161378.0,1037809.4,
251,118.92674470204895,7.871556,,,,2,,,,,,,2111296.0,595472.0,599468.9,2056716.4,627339.3,1943342.5,
307,118.92675750354613,8.216176,,,,26,,,,,,,1420843.9,565423.44,523025.62,1234394.6,600139.0,1605568.9,
262,118.93257563314489,7.872439,,,,2,,,,,,,595614.8,211337.05,166267.58,687664.0,279822.94,687782.7,
381,118.9325849787514,8.795732,,,,,,,,,,,61277.395,241285.14,58566.734,157598.86,80039.875,509133.06,
308,118.93260410406269,8.218787,,,,26,,,,,,,479180.34,199207.42,166120.88,373840.5,129938.484,380247.06,
420,119.94682719531407,8.957713,,,,4,,,,,,,661845.44,986475.4,1127755.5,1252390.4,1038861.1,730150.94,
367,119.94683880305122,8.683186,,,,,,,,,,,968558.75,4408193.5,4311478.5,3395151.0,4467453.5,1034571.8,
425,124.00151288865725,8.958593,,,,4,,,,,,,1190035.6,1065242.6,1127124.4,1028044.1,1088978.2,1041489.7,
460,124.0015242801598,9.085027,,,,,,,,,,,333306.03,723566.1,674281.3,693759.6,693623.6,729392.2,
488,124.00153913029959,10.022874,,,,30,,,,,,,549267.75,1000626.9,1136299.6,605635.56,1017405.4,512205.2,
479,124.00154822617297,9.614395,,,,27,,,,,,,341007.84,1273518.2,1074040.9,249985.64,1173744.1,546398.7,
470,124.00155038453136,9.394252,,,,,,,,,,,263171.88,368497.78,222260.58,390265.4,405394.84,467265.9,
369,124.99671720766803,8.704051,,,,14,,,,,,,500961.88,1518553.5,1326630.6,526219.25,1590549.9,380063.6,
418,124.99674367638399,8.954233,,,,4,,,,,,,2820117.5,1433199.8,1546480.9,3007812.2,1397575.5,3140471.5,
518,126.88094553476417,10.423826,,,,23,,,,,,,611933.7,1152424.0,1150807.8,483354.47,1143205.9,536834.94,
71,128.03525001591004,0.4240979,,,,29,,,,,,,1377591.6,2551535.5,3402503.5,2324376.2,2617214.5,1277851.5,
82,128.03526879131852,0.633249,,,,,,,,,,,1446407.1,1860090.1,2231356.5,2127092.2,1784798.2,1136661.1,
49,129.01927401044756,0.3889974,,,,29,,,,,,,2090184.5,2331605.5,2562995.2,2347763.8,2506300.5,2227450.8,
80,129.019283095131,0.5891772,,,,9,,,,,,,1433167.4,1968532.2,1906013.2,1810817.9,2026539.9,1472420.4,
433,129.9756762647925,8.963821,,,,4,,,,,,,4966447.0,2791593.5,4862284.5,4876680.0,2731604.2,4706763.0,
244,129.9756983371044,7.8202806,,,,,,,,,,,811923.9,976552.5,922135.1,587306.75,835024.8,785089.2,
314,129.97570111253242,8.217925,,,,,,,,,,,2522566.5,738070.8,746773.25,1624150.8,805832.75,2886986.2,
182,129.97570466515958,7.3745613,,,,3,,,,,,,1524657.2,1091276.4,984188.7,1547980.1,1114153.2,1220047.8,
53,130.0872242033574,0.39417127,,,,29,,,,,,,349266.2,393269.78,398447.28,531033.9,301104.12,435388.75,
88,130.08726834911778,0.78627497,,,,,,,,,,,1143263.1,1259053.0,1587132.1,1525440.1,1402009.6,1159016.8,
113,130.08732750331077,3.0336926,,,,17,,,,,,,64281.227,113690.88,123750.164,141443.4,113411.016,59318.617,
110,131.0713658662987,2.9010332,,,,,,,,,,,745701.75,1174272.2,289653.84,1970840.2,212918.08,852093.2,
496,132.86778946153956,10.168403,,,,,,,,,,,703421.9,1059706.8,1101664.5,632843.9,1078696.5,989818.3,
440,132.86779271133128,8.968122,,,,10,,,,,,,5101591.0,1951628.2,1555969.8,5503391.0,1984111.8,5439703.5,
360,132.86781247076212,8.608172,,,,33,,,,,,,1115998.1,4126636.0,4805896.5,1307663.0,3799554.2,862774.06,
522,132.86782307886577,10.421884,,,,22,,,,,,,5175647.0,5487028.5,5497826.0,4769448.5,5432943.5,4993884.5,
377,132.90014481474526,8.728454,,,,,,,,,,,468333.97,2703463.0,767995.3,659364.75,2748029.2,675936.4,
415,132.90015063310298,8.950356,,,,,,,,,,,338965.22,336931.5,774856.2,276682.56,655519.1,92336.81,
250,132.90015312892166,7.9017043,,,,,,,,,,,229351.69,389313.4,251706.11,187892.89,389278.34,157927.77,
363,132.90016158348206,8.65434,,,,,,,,,,,543326.1,1016960.6,2174821.8,431473.16,784789.25,259818.33,
315,132.90016236961702,8.230184,,,,26,,,,,,,185368.62,1250246.8,1304393.4,580009.25,1366422.2,605878.0,
337,132.90016416912295,8.284721,,,,,,,,,,,287176.8,316656.34,714812.5,325340.3,724970.0,311449.62,
402,132.92340395740592,8.805254,,,,36,,,,,,,1.7576664E7,1.892309E7,2.0022242E7,1.5019782E7,1.8369108E7,1.5432818E7,
56,133.01415083823707,0.39683065,,,,29,,,,,,,6184486.5,9587620.0,1.1609815E7,7728688.5,9461241.0,5471281.0,
434,134.86503200641243,8.962874,,,,10,,,,,,,3402182.8,1312917.5,1318853.2,3645039.8,1339021.4,2286220.5,
361,134.86505873688898,8.592372,,,,33,,,,,,,674311.25,2842679.8,2690365.0,702460.06,2572633.8,1378044.9,
493,134.8651034843272,10.164899,,,,,,,,,,,477500.56,792873.56,798626.94,471201.84,449465.84,685336.3,
523,134.86545831255984,10.421884,,,,22,,,,,,,5224848.5,5759891.5,5695522.0,4781598.0,5677622.5,5058802.5,
373,134.89459644523006,8.717128,,,,,,,,,,,3.5567868E7,2.0248074E7,2.1077656E7,1.318408E7,5.6104804E7,1.3348032E7,
319,134.89462354998074,8.2293005,,,,26,,,,,,,1.139277E7,2.3991116E7,2.4989824E7,1.0436432E7,2.6457582E7,1.0811952E7,
336,134.8946238760129,8.282132,,,,,,,,,,,1.1710992E7,5.653912E7,1.4689059E7,6369324.0,1.6129868E7,1.2271997E7,
282,134.89462919995918,7.8964276,,,,38,,,,,,,6695883.0,7687682.0,1004094.6,8913711.0,3484883.0,9364370.0,
372,135.97087770293592,8.693604,,,,31,,,,,,,1608053.6,1359280.8,358051.7,1577413.4,1361153.9,1865696.4,
427,135.97087856564158,8.960331,,,,4,,,,,,,1715621.1,971557.9,1074122.0,1895993.0,944807.4,3004121.8,
521,136.8628688754828,10.420104,,,,22,,,,,,,1607167.6,1721629.8,1707836.9,1473447.9,1678442.8,1531360.4,
362,136.86303562333663,8.621224,,,,33,,,,,,,332791.5,1083784.8,977704.8,521354.3,1156445.9,71675.54,
364,137.89171235319844,8.689397,,,,,,,,,,,452924.4,1494006.0,472329.44,430295.9,1952078.2,175015.14,
311,137.89171646938652,8.230184,,,,,,,,,,,121016.375,866072.8,651149.8,368588.9,941855.9,303335.9,
335,137.89173250368526,8.302427,,,,,,,,,,,359632.47,496235.88,474712.16,221488.19,390921.34,429940.56,
249,137.8917484195039,7.894235,,,,,,,,,,,186175.8,275193.53,36602.38,84160.98,66122.016,80424.09,
399,139.94444085961877,8.804379,,,,,,,,,,,1672026.0,3958177.5,3870817.5,2680945.2,4323318.5,2717828.0,
413,139.94444567937333,8.8825035,,,,,,,,,,,2609137.0,1407688.1,2018415.9,1604582.2,958887.7,1286217.6,
457,139.9444730808147,9.048641,,,,24,,,,,,,4645120.0,2034544.6,3789062.5,1388615.9,3739019.5,5572134.0,
461,139.94447637705602,9.097846,,,,,,,,,,,1781620.2,4935569.5,2083104.0,5522071.5,1966186.0,1798207.2,
397,142.92887627861302,8.799062,,,,36,,,,,,,3958321.5,4511085.0,4942363.5,3514142.2,4801635.0,3354581.2,
403,144.9233720880511,8.80611,,,,36,,,,,,,8.3811496E7,1.0721711E8,1.0413075E8,8.938307E7,1.0353581E8,8.42695E7,
66,145.01412942515861,0.4252722,,,,29,,,,,,,292703.2,937148.8,1202783.5,288918.12,1114334.1,91957.61,
93,145.05064715412595,1.0059462,,,,,,,,,,,1848342.5,4874861.5,6212507.5,2754076.5,5302147.0,1668335.2,
97,145.0506727277991,2.200685,,,,,,,,,,,22439.887,61961.316,71177.16,87804.89,73839.66,28718.418,
63,146.04574917236164,0.395039,,,,,,,,,,,192130.05,1000242.0,982675.5,470707.34,269362.5,140113.66,
371,146.9658633068826,8.701445,,,,31,,,,,,,2.8447076E7,3.4967036E7,3.4636948E7,2.9935212E7,3.0859606E7,3.2079522E7,
317,146.96587527146357,8.233676,,,,,,,,,,,6921576.0,5442345.0,5104028.5,4206469.0,3973630.0,4442929.0,
375,150.88942251508627,8.735438,,,,,,,,,,,270332.38,1805020.8,661979.1,521475.66,318375.3,532918.6,
297,150.8894473392842,8.254634,,,,,,,,,,,175913.7,556444.9,536331.2,221686.31,3986051.0,126460.91,
414,150.88945320502842,8.894633,,,,,,,,,,,171467.58,460447.16,592489.5,193824.62,596046.06,81968.27,
334,150.8894639139114,8.348293,,,,,,,,,,,650247.4,3270779.0,3268813.0,748584.75,784264.0,700203.4,
47,155.00972263640165,0.39764586,,,,29,,,,,,,1996509.2,507663.06,268939.38,8800250.0,163696.05,2295995.2,
60,156.06654642773574,0.39852086,,,,29,,,,,,,2305195.0,2517231.8,2751045.2,3517569.2,2059311.0,2737468.2,
87,156.0665962842645,0.7601056,,,,,,,,,,,100225.945,71742.63,92346.22,185573.92,52831.395,30815.29,
95,156.06664112714074,2.0609431,,,,,,,,,,,1733748.8,2129786.8,2262684.5,2523212.8,2059053.9,1872108.8,
62,157.02521037143018,0.40071526,,,,29,,,,,,,0,925798.56,1231122.9,0,938083.7,0,
1,158.97849313696182,0.31301773,,,,1,,,,,,,1074686.4,631985.75,595328.5,1029039.44,621349.0,1016967.6,
105,158.97849626439438,2.6767194,,,,,,,,,,,3703.0503,117001.32,4233.0146,24763.277,309832.4,3427.2007,
101,158.9785666062024,2.5154212,,,,,,,,,,,3536.664,129439.3,7756.47,4014.6902,262453.34,0,
524,160.84208101151697,10.440973,,,,39,,,,,,,2724201.2,6450884.5,6461880.5,2261991.2,6464879.0,2440695.8,
89,161.04547668703958,0.80325633,,,,,,,,,,,828322.06,2338120.2,2866577.8,1471221.2,2502576.0,829046.8,
359,161.91356146572986,8.55824,,,,,,,,,,,1014303.5,3732852.8,3732371.2,2973224.8,3671920.8,3055466.8,
220,161.91359126501607,7.768722,,,,20,,,,,,,111120.53,24394.416,22551.95,156548.1,24904.898,152836.78,
525,162.83907683509923,10.441873,,,,39,,,,,,,2555224.5,6044868.5,6054613.5,2123792.2,6039803.0,2298828.2,
526,164.83599774649352,10.441873,,,,39,,,,,,,757080.3,1836496.8,1844143.9,616885.0,1826871.5,665122.94,
4,164.934849154756,0.3245988,,,,,,,,,,,610616.75,220948.03,305374.47,704333.7,311620.03,557760.5,
115,165.0557020426095,3.0947053,,,,,,,,,,,388517.22,1271909.9,1414340.0,796677.8,1386326.4,388555.75,
519,170.87077969253355,10.424714,,,,23,,,,,,,465038.6,861225.9,871025.25,363640.38,839720.9,399754.75,
114,172.097998617209,3.0356152,,,,17,,,,,,,743560.4,1046496.7,1283235.1,1366140.4,1141130.1,719284.5,
111,172.0980107295396,2.993508,,,,,,,,,,,410828.25,34525.703,49090.445,52802.383,670888.25,377352.62,
51,173.0090037277628,0.39073488,,,,29,,,,,,,3907252.8,4800695.0,4895640.0,4091736.8,4963666.0,4108047.0,
79,173.00903403927816,0.5847307,,,,9,,,,,,,2410670.2,2859636.5,3041020.8,2530315.5,3307582.5,2196779.0,
57,174.07701899977806,0.39764902,,,,29,,,,,,,7777260.5,8526031.0,8780035.0,1.1602094E7,6724647.5,9062692.0,
535,174.95602953085418,10.53521,,,,11,,,,,,,1.4942844E7,1.3992967E7,1.5016483E7,1.4932236E7,1.512267E7,1.5257343E7,
99,175.06117011344102,2.507287,,,,,,,,,,,962792.25,798405.25,930737.3,1400721.2,836720.44,849976.5,
27,176.93576560367617,0.35868743,,,,6,,,,,,,269050.4,1098399.5,907821.25,737967.8,869761.3,470244.72,
38,179.05598725737002,0.3812659,,,,29,,,,,,,1716967.9,906965.75,1070816.1,2252012.2,796448.94,1939677.6,
441,180.97282937661916,8.970733,,,,,,,,,,,350316.38,521783.1,648005.7,705431.3,611757.6,710418.56,
501,180.97290212212647,10.182111,,,,5,,,,,,,1489377.1,745399.75,786522.3,1498833.6,765413.5,1406167.0,
61,181.07164718082439,0.38897553,,,,,,,,,,,177961.02,802340.25,928106.75,209735.28,237306.7,199515.78,
383,183.93420976604315,8.768624,,,,36,,,,,,,1.4033952E7,2.974595E7,2.9931486E7,1.4791948E7,2.9396328E7,1.4902111E7,
455,183.93423700484234,9.045157,,,,24,,,,,,,1.2739519E7,1.5201673E7,1.5602953E7,1.0249911E7,1.5210866E7,1.5411479E7,
69,187.0246081507017,0.40723535,,,,29,,,,,,,46040.516,739832.1,837379.06,86770.516,736116.75,54107.703,
86,187.02473414562186,0.69151264,,,,18,,,,,,,133889.11,936621.7,1000241.6,205523.47,962986.2,130419.42,
352,187.86090276790523,8.542518,,,,,,,,,,,900024.4,6153.4756,40962.203,383769.3,95830.89,361643.5,
533,187.86096473208022,10.4908495,,,,35,,,,,,,880041.7,2084418.4,2104608.2,549222.1,2116167.5,597188.3,
532,189.85795753713418,10.490853,,,,35,,,,,,,407007.9,1236979.6,1258091.0,335698.7,1222747.4,362578.6,
55,191.01963928698606,0.39591226,,,,29,,,,,,,4.951249E7,5.7023216E7,5.5893124E7,4.906225E7,5.0371212E7,5.436009E7,
536,191.94624183525104,10.542388,,,,11,,,,,,,2680130.5,2579015.2,3100919.5,3063358.0,2325530.0,2979515.0,
517,192.92871133338562,10.361373,,,,,,,,,,,801989.94,532635.3,531210.94,665910.75,529695.4,703814.7,
213,192.92888280143575,7.615027,,,,,,,,,,,212554.77,0,0,115869.95,0,131027.53,
189,194.9057615360835,7.369774,,,,3,,,,,,,306840.97,7886.926,6962.125,383743.3,0,342409.84,
219,194.9057974505035,7.7786407,,,,20,,,,,,,541459.8,11582.402,12686.739,518278.78,11109.916,540921.4,
263,194.90580021057076,7.8707156,,,,2,,,,,,,1186140.2,51553.066,12686.739,1269888.1,26986.014,1329884.5,
13,194.92731551183158,0.3493397,,,,6,,,,,,,5184725.5,2763497.0,6442485.0,7685430.0,7267803.5,4368655.5,
22,194.9364370868809,0.35526288,,,,6,,,,,,,871146.2,1162082.0,1369712.0,1302245.0,1374381.5,829259.7,
25,194.94612857325887,0.35780656,,,,6,,,,,,,528864.8,1323828.8,1086213.5,822486.8,1032124.4,532747.25,
295,195.81077122452754,8.220309,,,,,,,,,,,23203.36,258036.38,144280.11,31109.043,111191.85,43955.13,
321,195.81078742288545,8.270396,,,,,,,,,,,31256.828,213600.03,152614.11,27021.473,200252.17,43428.254,
343,195.81082280563007,8.458917,,,,8,,,,,,,2068569.9,5161329.0,6002538.5,1964532.9,6057082.5,1926392.6,
528,195.8108353658713,10.44629,,,,39,,,,,,,292915.34,594465.5,583833.94,278063.44,638839.56,297769.4,
16,196.92306201954273,0.3493373,,,,6,,,,,,,432847.06,131704.61,548022.2,649758.06,601408.5,368749.0,
294,197.80780854461491,8.148277,,,,,,,,,,,0,67707.91,156489.31,0,55734.35,0,
324,197.8078570291037,8.281781,,,,,,,,,,,48803.49,601704.75,195261.36,62282.875,318137.75,64569.77,
344,197.80788115748237,8.458917,,,,8,,,,,,,2681708.8,6502445.0,7441444.0,2535487.2,7672784.0,2460178.2,
530,197.8078930042574,10.447189,,,,39,,,,,,,379951.72,751303.9,751924.56,348938.44,803078.44,382679.12,
527,199.8049416151833,10.446294,,,,39,,,,,,,171585.83,333035.3,335506.2,161810.27,369922.94,168610.95,
342,199.80494349193688,8.454552,,,,8,,,,,,,429679.28,3015583.0,3521141.5,344687.16,3533031.2,1145446.2,
326,199.80494391110338,8.332322,,,,,,,,,,,70624.44,113234.75,256007.77,14695.143,271123.0,42914.24,
392,199.929172341005,8.795665,,,,,,,,,,,706977.6,1732301.5,1760208.6,345690.3,1785231.9,573852.25,
351,199.92920214310652,8.526641,,,,,,,,,,,134115.86,867714.5,310857.22,42406.902,884987.56,88160.836,
340,199.92920720976292,8.371334,,,,,,,,,,,160650.78,390359.3,898927.7,232818.17,110147.9,367008.0,
454,199.92922320769597,9.04605,,,,,,,,,,,173902.61,1351274.6,1432930.0,264949.34,1616041.2,153056.56,
98,203.08266839906614,2.2370617,,,,,,,,,,,467016.78,216527.08,245039.56,1071897.4,273314.88,534114.5,
67,205.03517512010663,0.41249564,,,,,,,,,,,320884.84,2825136.5,2720176.0,236799.19,2585754.2,339248.7,
83,205.03520692521306,0.67934555,,,,18,,,,,,,476593.84,3346732.0,3482087.8,561844.7,3332375.5,492624.8,
529,205.83964314164072,10.447178,,,,39,,,,,,,1076954.5,1406919.1,1447946.8,964289.9,1457778.9,1025870.0,
531,207.83667170036063,10.448075,,,,39,,,,,,,1018436.75,1334409.1,1389093.2,909181.7,1403329.9,975646.94,
92,213.0380466999121,1.0029813,,,,,,,,,,,363679.62,761104.8,1231537.2,491483.72,1088332.8,297701.28,
23,214.04850031698584,0.3586798,,,,6,,,,,,,2336182.5,262626.16,113240.95,2678125.5,181478.73,2672571.2,
26,215.03266190159357,0.36568072,,,,,,,,,,,652213.06,97680.67,188390.1,1061560.8,82203.27,765380.0,
264,216.85380566317565,7.8750253,,,,2,,,,,,,668489.7,0,0,862056.0,0,973149.44,
9,216.90926347179206,0.34397662,,,,6,,,,,,,3695901.2,2918465.2,4308612.0,4587443.0,4698637.5,3180489.8,
15,216.91836483452846,0.35107958,,,,6,,,,,,,929820.94,1408290.6,1294037.6,1135043.4,1328449.8,841178.44,
134,217.04231280059972,6.102396,,,,,,,,,,,481186.7,896082.06,787289.7,555241.9,851732.0,845823.0,
116,217.04235091026985,3.5176723,,,,,,,,,,,1700377.5,1737028.6,1790274.4,2132795.0,1786918.8,1914248.5,
34,225.06142363398837,0.37783614,,,,29,,,,,,,1216341.4,1164403.1,1436633.4,1759997.5,994173.5,1213876.4,
122,227.96663641084956,4.685876,,,,7,,,,,,,1769908.8,2084319.4,2031649.9,1803878.8,2077965.5,1838150.9,
104,229.09822376934548,2.6066139,,,,12,,,,,,,4051459.2,4977417.5,5508786.0,5254959.0,5024419.0,3797914.2,
107,229.09824776236465,2.729584,,,,34,,,,,,,1895743.1,2323310.0,2598872.5,2537166.5,2398797.2,1845616.4,
453,229.9008406492236,9.058246,,,,,,,,,,,448090.6,1151643.6,1203742.4,342215.47,411749.28,518120.34,
379,229.90084424185912,8.733685,,,,19,,,,,,,4951586.5,6068991.5,6029999.0,5197470.0,6083483.5,5252055.0,
121,229.9643959491134,4.685867,,,,7,,,,,,,1723078.8,2019742.4,1966212.2,1754863.9,2026941.6,1784216.2,
102,230.10144833753915,2.605717,,,,,,,,,,,569439.25,713509.44,781092.06,685155.2,721925.3,548138.75,
106,230.10149424480355,2.696627,,,,,,,,,,,465087.56,465255.38,359657.94,378078.5,330040.0,162285.1,
10,232.8831441329439,0.3456849,,,,,,,,,,,76500.69,440165.88,1011713.0,31738.502,847181.75,118315.41,
109,233.10305636181727,2.7964973,,,,,,,,,,,497641.03,771025.4,896161.9,884046.94,843216.9,417133.75,
31,242.07969886930036,0.36829674,,,,6,,,,,,,997828.7,147765.92,176601.81,1067766.4,102104.25,1113509.1,
354,243.89920391466055,8.541651,,,,25,,,,,,,4405302.0,1902347.2,1828937.2,4889621.5,1873279.4,4806851.5,
355,245.89474680682284,8.542356,,,,25,,,,,,,1817124.2,777911.5,1479180.2,2016705.6,734991.94,1770158.9,
439,248.9603234906821,8.967299,,,,4,,,,,,,1288573.6,916186.4,900941.1,1321688.6,890192.5,1364341.0,
490,248.96035870135742,10.1742935,,,,5,,,,,,,2323958.5,1558472.9,1588866.5,2278506.0,1480415.8,2291729.0,
258,248.96037076313027,7.8724313,,,,2,,,,,,,1037526.3,268129.56,253508.36,1010993.94,142887.69,1058218.6,
230,248.96038437908453,7.8204055,,,,20,,,,,,,816504.9,285422.12,264782.53,906851.9,81734.65,828754.56,
197,248.96038536140023,7.3710647,,,,3,,,,,,,957737.4,481705.4,455287.84,1023884.3,411712.47,953050.5,
474,248.96039640438775,9.61351,,,,16,,,,,,,1035116.56,3431952.5,3386871.0,1183136.8,1610502.9,1181970.4,
198,253.21725178863028,7.3728294,,,,3,,,,,,,976446.44,302414.3,254851.34,1498809.5,355960.34,1171405.6,
223,255.23287517702224,7.770494,,,,,,,,,,,282712.72,222042.06,205543.4,442908.28,251276.38,370546.75,
20,258.0381214109432,0.35692954,,,,,,,,,,,1231079.8,73264.55,43812.91,1284059.1,27246.246,1386481.0,
17,259.02214940125515,0.35611287,,,,,,,,,,,559851.44,460733.84,265718.72,522522.03,368393.38,811028.56,
380,265.1477409612679,8.750234,,,,19,,,,,,,852108.1,688270.9,686016.2,870252.25,698192.06,839030.6,
133,265.14787905802586,6.0658994,,,,,,,,,,,1104937.0,757901.1,721934.7,1456497.9,773676.06,1241907.1,
147,271.2278167152743,6.5137734,,,,,,,,,,,38811.418,43080.355,42071.156,66051.22,34649.72,37512.03,
166,271.2278620992237,6.9418774,,,,,,,,,,,89789.65,128958.266,113562.734,35324.2,116262.07,89301.0,
173,271.22786416273914,7.151268,,,,,,,,,,,1431407.9,1510999.8,1415897.2,975112.25,1551029.1,1610510.8,
137,271.2278868970025,6.202106,,,,13,,,,,,,131797.38,232613.83,207779.97,189121.61,222515.67,126720.76,
