row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_CC-Nam_2_Run45.mzML Peak area,2024_NEG_CC_2_Run48.mzML Peak area,2024_NEG_CC-Nam_1_Run33.mzML Peak area,2024_NEG_CC_3_Run62.mzML Peak area,2024_NEG_CC-Nam_3_Run68.mzML Peak area,2024_NEG_CC_1_Run21.mzML Peak area,
285,122.97577465308757,7.682609,,,,,,,,,,,55995.42,86957.734,82736.555,93194.33,108072.26,129808.84,
244,122.97577523863133,7.29707,,,,,,,,,,,58203.652,61945.95,93586.945,71934.92,112538.07,72485.89,
324,122.97577842587573,7.945021,,,,,,,,,,,188356.22,188347.1,274596.62,236951.31,286204.88,259761.42,
459,122.97578180890663,9.000889,,,,,,,,,,,420360.62,360871.94,389906.56,360409.03,326446.4,470112.53,
310,122.9757831781984,7.892147,,,,,,,,,,,102857.016,130429.98,117583.33,108767.945,198134.14,190800.8,
377,122.97578523215266,8.283729,,,,,,,,,,,144402.69,171340.14,259822.53,199805.2,317289.0,277312.34,
124,132.8678598625544,5.650765,,,,,,,,,,,122864.94,184536.42,177200.98,137159.48,337332.9,224952.4,
180,132.86786513175562,6.6913285,,,,,,,,,,,301478.75,172521.34,1917262.2,367232.88,272559.66,278285.12,
501,132.8678703256085,10.211971,,,,27,,,,,,,212591.64,151837.06,192351.02,147972.39,152976.4,170056.88,
524,132.86787449226594,10.468237,,,,,,,,,,,390256.5,616797.6,698075.06,668216.25,659151.44,690288.9,
247,134.89466674552904,7.3091774,,,,,,,,,,,893293.44,489083.0,213838.75,694814.2,921804.5,970854.1,
292,134.8946795119828,7.6977296,,,,26,,,,,,,1771342.5,2294143.8,1823104.8,2298602.8,2291264.5,2403186.8,
275,134.89468044380297,7.564305,,,,47,,,,,,,1904419.0,2061461.2,1663908.2,1914831.9,2284665.0,2355043.2,
390,134.89468103181844,8.369628,,,,21,,,,,,,2103459.2,1840936.1,1390986.8,2364712.2,2043234.1,1913497.9,
315,134.89468232965143,7.860521,,,,3,,,,,,,1055993.2,1313725.6,1271929.2,1422707.4,1368114.1,1313767.5,
380,134.8946836015571,8.294613,,,,1,,,,,,,4420814.0,3577977.2,5425405.5,5017768.0,4974956.0,5096363.0,
343,134.89468447284608,7.9677334,,,,15,,,,,,,2395606.5,2377956.5,2186764.0,2567694.0,2559193.8,2651161.5,
347,134.89468507051419,8.05869,,,,23,,,,,,,1446778.2,1925549.8,2053373.6,1645648.4,1898999.4,1968338.2,
17,139.0324193100851,0.37173954,,,,30,,,,,,,2211518.5,2217412.5,2183183.0,2176526.2,2152468.2,2269139.2,
497,144.92346725145651,10.205287,,,,,,,,,,,2333334.0,1865728.2,2070068.0,1990688.0,1650536.8,1843753.1,
339,144.9234744989545,7.9519944,,,,15,,,,,,,2673708.2,2621249.8,2506834.2,3623765.0,2652380.5,3009317.8,
308,144.9234748249468,7.8441367,,,,8,,,,,,,2407398.8,2571170.5,2524942.0,2811093.0,3029933.0,3223718.5,
368,144.92347566792967,8.28066,,,,1,,,,,,,5443530.0,7705497.0,7829998.0,7372342.0,8358003.5,8339973.0,
453,146.96594514358216,8.933571,,,,,,,,,,,2810743.5,768178.1,1024023.8,969439.9,908738.6,738467.8,
526,160.8419846924139,10.473454,,,,33,,,,,,,300908.16,257094.9,279099.25,296139.72,283628.0,307263.28,
273,161.91357015069312,7.5526423,,,,,,,,,,,1281837.5,455602.4,312194.6,342107.78,387045.16,571088.25,
295,161.91357123787662,7.7003665,,,,,,,,,,,476380.3,414419.94,630683.7,730192.1,841290.1,413790.38,
300,161.91357462939047,7.838021,,,,3,,,,,,,315562.4,313101.78,300667.56,322473.06,321041.16,363944.34,
341,161.9135750403287,7.956692,,,,15,,,,,,,164426.88,360505.9,361394.6,429453.44,371511.44,431427.06,
393,161.91357622667255,8.408788,,,,21,,,,,,,2436717.5,1064480.1,890189.1,1150611.6,920598.4,902665.4,
384,161.91357891103658,8.329522,,,,1,,,,,,,680659.8,905500.25,1009658.5,1320749.2,1010277.5,1030833.75,
527,162.83905387938913,10.473454,,,,33,,,,,,,294970.5,258142.45,274685.1,304972.44,296929.84,309871.12,
505,163.9860727127335,10.249835,,,,,,,,,,,670239.5,934128.2,610278.4,715766.75,636528.4,639269.4,
540,163.9860769639745,10.590168,,,,44,,,,,,,1868026.9,1949330.1,1801936.9,2262011.5,2178605.2,1919530.4,
460,180.9811955181502,9.008277,,,,,,,,,,,320841.66,348261.06,364603.12,366183.97,201583.34,262951.22,
326,180.98119595907932,7.942351,,,,,,,,,,,237136.52,203267.44,233759.28,295909.3,377063.22,234355.89,
376,180.9812083210986,8.282626,,,,1,,,,,,,259026.28,195598.72,176851.22,313835.38,238686.08,221794.52,
16,185.07622232294125,0.36813363,,,,30,,,,,,,729026.44,765407.25,608353.56,742511.3,706153.06,714618.9,
436,186.90575539114977,8.7526045,,,,10,,,,,,,5211435.0,4949710.0,4812915.0,4821247.0,4540126.0,5738327.5,
449,186.97061703311343,8.986317,,,,,,,,,,,324462.38,799944.06,743514.94,779927.56,546566.6,800297.25,
350,186.97062862004736,8.061278,,,,23,,,,,,,342047.06,285906.47,221409.98,207863.12,267021.94,318090.03,
287,186.97063013471907,7.684002,,,,26,,,,,,,217214.98,228435.4,230576.9,247537.62,270972.56,264990.75,
302,186.97063868163494,7.8390183,,,,8,,,,,,,368352.44,355512.16,409209.8,393394.06,420898.66,395209.28,
392,186.97063890818148,8.38511,,,,21,,,,,,,1038525.7,826025.6,347273.84,486124.03,416600.12,350417.66,
335,186.9706394765481,7.950062,,,,15,,,,,,,527943.94,546710.2,631688.5,577833.9,711049.6,578678.75,
378,186.970644132785,8.28571,,,,1,,,,,,,1219475.1,1402241.4,1441230.0,1461867.8,1695095.4,1379549.6,
12,187.09187584286505,0.361624,,,,30,,,,,,,5092043.5,5221913.0,4195752.0,5100649.0,5131506.0,5284743.5,
133,187.86092847889537,6.0481873,,,,,,,,,,,15395.441,172636.62,0,0,0,0,
114,187.86094053339932,5.3459167,,,,,,,,,,,46586.973,47199.15,157251.81,212259.11,205950.72,111107.55,
120,187.8609633786024,5.6330323,,,,,,,,,,,0,0,0,0,257288.25,0,
531,187.86098812335013,10.491229,,,,,,,,,,,770686.3,723687.06,1017183.25,820527.7,739073.1,808752.9,
433,188.90394573983335,8.748653,,,,10,,,,,,,2309326.8,2164254.5,2114253.8,2165871.5,1995306.8,2547669.5,
532,189.85797220730421,10.490188,,,,,,,,,,,422686.03,395141.28,616804.0,429215.4,291137.72,353458.25,
253,195.81087900363408,7.358714,,,,,,,,,,,0,0,0,212913.92,0,0,
296,195.81091704454002,7.7375736,,,,,,,,,,,45380.02,0,0,0,0,0,
528,195.8109231213917,10.47526,,,,33,,,,,,,422193.22,416430.03,351087.78,462736.62,501164.47,405695.72,
539,195.9059989963399,10.54387,,,,5,,,,,,,742415.56,718314.7,910152.3,592232.06,702174.94,741965.9,
130,195.90600580174612,6.044981,,,,,,,,,,,17456.615,198852.66,0,0,0,0,
121,195.90601669447577,5.6330323,,,,,,,,,,,0,0,0,0,231476.45,0,
297,197.80790327953594,7.7375736,,,,,,,,,,,57872.92,0,0,0,0,0,
254,197.80790849253697,7.358714,,,,,,,,,,,0,0,0,278545.7,0,0,
529,197.8079590893798,10.47526,,,,33,,,,,,,542807.75,526991.1,437625.84,618042.7,657384.2,551406.5,
26,208.0648302955428,0.38199735,,,,,,,,,,,94303.695,0,1821364.4,7915.964,100025.8,0,
48,212.03530294227923,3.3217201,,,,,,,,,,,1872814.0,3421620.8,2092104.9,8122291.5,8599633.0,2627980.0,
57,212.0353077423664,3.5420973,,,,2,,,,,,,1.4342341E7,1.7830688E7,1.5289579E7,1.3307568E7,1.8603776E7,2.1804692E7,
56,213.03862429629734,3.5410168,,,,,,,,,,,1362945.1,2243994.8,1463633.1,1611549.4,1980790.0,2748449.2,
122,214.87993901384206,5.6472974,,,,,,,,,,,140698.4,99107.516,226166.48,140187.6,1036437.5,29718.564,
131,214.87994155303772,6.0188065,,,,,,,,,,,205865.53,777054.6,219337.9,216166.8,36747.367,16127.288,
533,214.880001638699,10.518566,,,,5,,,,,,,2460767.8,2240876.0,3263538.5,2418514.0,2289426.5,2492331.0,
534,216.87681889752824,10.523761,,,,,,,,,,,594219.7,564068.44,993845.5,602045.94,564375.1,750248.9,
15,221.05296247055287,0.3634597,,,,,,,,,,,200461.16,182996.64,342268.7,187379.45,220783.95,202112.95,
431,221.87461645650612,8.746119,,,,10,,,,,,,4463884.0,4302809.5,3606733.5,3934483.8,1809168.1,3821850.5,
418,221.87461845510907,8.68241,,,,,,,,,,,1050822.0,602819.5,1032588.56,561647.5,1144873.6,1561376.9,
14,223.06855983929722,0.36633,,,,30,,,,,,,486530.53,480322.56,881021.6,484886.84,539175.75,493484.0,
419,223.8723321858313,8.677786,,,,,,,,,,,757493.6,1167356.9,460960.72,406788.25,823752.56,109618.17,
432,223.8723342521184,8.747169,,,,10,,,,,,,3231079.5,3088502.2,2619987.0,2839537.0,1312674.6,2715464.5,
18,226.10276406096946,0.3735677,,,,30,,,,,,,365047.3,361107.12,304870.47,380469.2,372807.03,389183.2,
89,227.96660528305213,4.7429423,,,,35,,,,,,,5845545.5,5891523.0,5980671.5,5632661.0,5876363.0,6061078.0,
88,228.96988352823936,4.7429423,,,,35,,,,,,,447956.0,455355.97,476427.7,457055.28,475250.0,494201.06,
90,229.96448250136862,4.7429423,,,,35,,,,,,,5651634.0,5972596.0,5869650.5,5573851.0,5707031.5,6014812.0,
91,230.96777114398108,4.744023,,,,35,,,,,,,452427.5,474965.25,466054.06,443309.94,451895.12,476722.94,
13,233.09734443873336,0.361624,,,,30,,,,,,,615188.5,611313.3,461820.5,650817.75,613297.75,663811.25,
123,241.8989060591101,5.6395802,,,,,,,,,,,224825.28,303288.0,463933.66,276321.7,1756990.0,144677.67,
132,241.89891349642255,6.0036483,,,,,,,,,,,429914.2,1409367.0,473686.9,287083.3,292593.78,262851.7,
538,241.8989592746896,10.5362425,,,,5,,,,,,,4749188.0,4663717.5,7589731.5,4596702.0,4661977.0,5041547.0,
75,242.17616959934676,4.427175,,,,,,,,,,,450443.0,480038.28,442839.2,483300.25,545538.75,504428.47,
535,243.89928846572607,10.52308,,,,5,,,,,,,6522239.5,6553610.0,7519029.5,6755751.5,6829044.5,6564409.5,
428,243.89932185412047,8.735089,,,,10,,,,,,,1.6437152E7,1.4672924E7,1.3261744E7,1.3773033E7,1.1683434E7,1.5627318E7,
255,243.89957133064874,7.3148837,,,,,,,,,,,177529.78,42743.773,20192.256,358852.88,31404.572,123518.81,
252,245.89474238574232,7.3419914,,,,,,,,,,,27625.012,0,0,147436.88,0,12518.979,
536,245.89479689784318,10.52308,,,,5,,,,,,,2383718.0,2501461.5,2894168.0,2476471.0,2552867.8,2501359.0,
429,245.8948086177239,8.736518,,,,10,,,,,,,6374038.5,5680209.0,5097195.0,5271789.0,4486099.5,6012013.0,
439,248.89358065934516,8.764794,,,,10,,,,,,,9092678.0,8269600.5,7100195.0,5037829.0,4231360.5,7615335.5,
414,248.89358169803532,8.658479,,,,,,,,,,,3543421.0,2217116.0,1809128.4,2358224.0,1706239.6,842520.8,
492,248.96042847856484,10.135732,,,,,,,,,,,122734.67,112043.47,60631.83,47797.504,41091.355,41204.66,
509,248.96043472384153,10.274994,,,,0,,,,,,,419969.28,395372.56,392050.28,352088.6,332467.22,391951.1,
9,248.96046117873826,0.3371354,,,,7,,,,,,,899461.0,963279.6,691014.75,969359.3,933860.25,1034036.3,
51,249.02269318280764,3.4936771,,,,,,,,,,,6026847.5,5698965.0,5881940.0,5614002.0,5547234.5,6057187.0,
415,250.8916853541248,8.659173,,,,,,,,,,,1575387.5,1113544.6,803267.7,1028378.3,735710.06,1172566.8,
438,250.8916872415932,8.761289,,,,10,,,,,,,3991965.5,3645007.5,3110714.5,2225919.8,1870864.4,3392488.5,
545,255.8221116949575,10.62843,,,,,,,,,,,43300.47,60793.812,5224.535,135194.53,109514.125,36575.13,
530,255.82217070739466,10.474364,,,,33,,,,,,,281702.72,294965.47,244919.62,309278.66,306077.0,269882.94,
525,257.8191722252716,10.47526,,,,33,,,,,,,270686.5,290398.2,234398.38,300644.62,289300.94,259929.69,
20,262.0794729855705,0.376279,,,,30,,,,,,,677899.7,659109.8,1227426.0,671318.6,757414.44,723979.0,
72,263.03834125886436,4.2684865,,,,,,,,,,,336407.12,334334.7,321437.5,330672.06,336303.53,347975.78,
22,264.07649287790326,0.376279,,,,,,,,,,,205015.73,194423.11,384138.9,198095.9,227708.7,214298.83,
45,265.01762454776116,2.837024,,,,,,,,,,,1864761.9,1788778.2,1800500.6,1767804.5,1772841.8,1947526.1,
47,265.0176293290792,3.1802778,,,,,,,,,,,3491174.8,3243903.8,3258319.0,3214153.5,3011939.5,3461896.0,
135,265.14790754835946,6.0205827,,,,,,,,,,,316198.2,215177.77,261405.94,434567.06,296913.06,580032.0,
92,266.9888452171629,4.7581697,,,,56,,,,,,,1520977.9,1532154.0,1554997.4,1368003.4,1471003.8,1691425.6,
93,268.98573891900946,4.7581697,,,,56,,,,,,,493538.4,515641.25,504301.53,455835.0,466440.9,568111.9,
38,271.061633668096,0.8790236,,,,,,,,,,,4807775.0,4884772.0,4634803.0,4656125.0,4766457.5,5095256.5,
31,271.06165379710774,0.39934793,,,,,,,,,,,889321.25,924435.8,796011.94,867526.25,886151.25,925896.7,
208,271.2278647370071,7.0178533,,,,,,,,,,,55142.812,64508.71,83770.125,98072.875,126111.195,107667.586,
233,271.2278736879402,7.229196,,,,,,,,,,,47590.625,19309.414,44399.383,44293.64,41980.246,110824.055,
136,271.2278785813132,6.0609717,,,,,,,,,,,155367.77,179300.84,217445.44,254945.56,340505.9,326082.88,
148,271.22788321954664,6.392096,,,,,,,,,,,175548.22,202246.3,243645.44,241514.03,367768.25,311101.3,
19,272.108280623289,0.3744785,,,,30,,,,,,,821041.06,841523.7,634783.56,823041.8,822785.6,845000.75,
32,277.1235598782327,0.41749212,,,,,,,,,,,216314.1,41659.77,517569.44,262706.22,84471.016,27658.473,
327,281.2486002835655,7.94325,,,,15,,,,,,,151811.5,137909.22,365952.2,223156.5,575763.06,400204.72,
74,282.9837363353152,4.3960176,,,,,,,,,,,370259.84,375756.44,361125.4,353557.5,357248.38,397801.0,
30,289.0984858287385,0.38840708,,,,30,,,,,,,1039967.5,1153654.1,889417.9,1065534.8,1032398.3,1145056.0,
213,295.2278595246646,7.0492167,,,,,,,,,,,23531.46,20121.549,32458.588,36103.27,54204.836,56178.29,
182,295.22791177929446,6.770448,,,,,,,,,,,561614.4,420324.03,1086785.2,733403.8,1188317.6,635072.9,
211,297.2435528330578,7.046493,,,,51,,,,,,,30133.229,32786.95,36447.363,42907.766,73395.45,56548.3,
155,297.24355707298463,6.477815,,,,,,,,,,,120851.9,104478.22,163533.73,140608.97,232992.7,184996.92,
231,297.24355929365123,7.2079253,,,,,,,,,,,39811.047,27215.85,47054.92,34461.26,76421.484,41027.625,
190,297.243572560097,6.827347,,,,18,,,,,,,34649.695,36413.973,41324.105,48204.07,72446.97,64958.69,
161,297.2435730666236,6.608581,,,,25,,,,,,,562108.6,385062.38,795946.75,588924.56,1283273.6,705437.75,
173,297.2435749112237,6.705736,,,,17,,,,,,,244839.27,280110.88,336774.16,388409.72,558506.6,512959.03,
298,299.2591850387465,7.7780623,,,,,,,,,,,35360.93,12159.191,31835.908,20990.783,21090.156,96527.62,
195,299.2592249835194,6.900929,,,,,,,,,,,713411.4,789359.4,934661.5,1129585.2,1434676.6,1381080.1,
279,299.25923101363304,7.6003113,,,,36,,,,,,,334364.5,297108.78,397083.94,436065.16,619025.0,517657.3,
167,299.25923562860885,6.6772046,,,,9,,,,,,,1867577.0,2094375.1,2331339.0,2726822.8,3518005.8,3388781.8,
169,300.262582031966,6.6772046,,,,,,,,,,,327570.44,394256.47,450326.12,537180.06,686386.25,635136.06,
66,309.10142486470517,4.0227838,,,,,,,,,,,421321.7,404056.2,421592.44,392178.34,422549.3,441297.62,
480,311.1686836392553,9.444272,,,,,,,,,,,69087.32,76428.63,68587.4,211513.47,156679.47,211164.33,
464,311.1686956665424,9.010656,,,,37,,,,,,,258218.53,224110.19,183915.6,196495.12,154836.78,225288.6,
498,311.168699857589,10.205667,,,,27,,,,,,,207149.11,173285.05,178005.36,191683.5,183917.03,215316.81,
147,311.1687108399927,6.410669,,,,,,,,,,,267997.06,290012.38,193016.39,105721.15,177536.14,176017.78,
165,311.168717097876,6.635643,,,,,,,,,,,745923.56,769201.5,765607.8,845185.9,870097.25,1119345.5,
159,311.1687209575843,6.531113,,,,,,,,,,,1135407.1,996377.56,1027992.9,1040250.3,1002439.94,1737269.8,
41,312.9846598604613,2.3490407,,,,,,,,,,,473180.97,561715.5,429564.4,438103.03,438638.28,218778.83,
42,312.9846649644447,2.4465158,,,,,,,,,,,619572.75,670231.4,598428.56,622829.2,579252.4,634447.7,
116,315.2541285164949,5.453045,,,,,,,,,,,16892.121,26547.475,46102.137,29931.889,87968.81,44681.258,
128,315.2541391499076,5.7978096,,,,,,,,,,,58592.957,66822.36,86945.46,104149.8,135015.55,116824.41,
138,315.25414371528694,6.1410446,,,,,,,,,,,232404.6,236347.86,315647.84,343795.9,450387.12,427414.44,
134,315.25417272630403,6.0158753,,,,,,,,,,,79458.85,74739.94,97578.01,107926.07,151797.8,115011.51,
33,316.1346030530891,0.41461447,,,,,,,,,,,390177.2,117233.64,920241.2,488700.0,200321.33,144738.9,
510,316.94794243203324,10.274994,,,,0,,,,,,,385097.2,344075.06,364114.22,326094.44,289779.22,350349.56,
8,316.94796333251946,0.3353397,,,,7,,,,,,,911306.6,982255.5,676532.1,1006210.8,907160.06,1074152.4,
493,316.9479819508114,10.159787,,,,,,,,,,,70992.54,51434.29,54056.344,7159.04,6699.356,5503.085,
479,325.1843348707612,9.442586,,,,,,,,,,,31660.334,26891.41,54134.312,62154.918,61712.703,101063.88,
463,325.1843674579333,9.008237,,,,37,,,,,,,153361.48,159171.53,106622.41,111838.32,100097.07,143837.53,
499,325.1843724113169,10.208221,,,,27,,,,,,,161982.56,154833.58,154286.78,174655.28,171185.5,181915.69,
218,325.1843810737678,7.0359263,,,,,,,,,,,505953.5,386645.75,1189961.9,160003.03,734800.5,1551514.4,
235,325.18439423157497,7.2286487,,,,59,,,,,,,505306.9,386909.53,462737.7,501402.4,503613.94,771818.06,
243,327.1270412007511,7.3006654,,,,48,,,,,,,482499.22,428707.94,460410.75,579598.2,912975.3,684717.25,
541,328.97957652482665,10.591623,,,,44,,,,,,,492033.88,442171.1,516947.88,457513.5,470379.12,548118.2,
40,328.97959236410605,2.127757,,,,13,,,,,,,1381317.1,1454756.1,1215196.9,1189924.5,1452439.1,1595063.4,
81,341.04862256547193,4.5581183,,,,16,,,,,,,740073.9,701846.44,700867.56,743425.94,691370.94,816816.8,
27,353.1488614973088,0.38457814,,,,30,,,,,,,374012.53,369728.75,237411.17,353553.8,364133.16,383708.66,
301,355.15795639575754,7.8388696,,,,8,,,,,,,2693933.8,2858076.0,3861145.5,3674641.2,4677628.0,5181977.5,
44,370.98981102499584,2.8027732,,,,,,,,,,,863253.5,805295.6,823448.0,803970.94,818536.7,919898.0,
43,373.00551012579353,2.7063339,,,,,,,,,,,2177380.8,2072115.2,2061467.8,2000419.6,2096438.6,2257010.2,
311,374.1318734324337,7.8433433,,,,,,,,,,,319270.9,31313.533,214344.05,27621.48,40326.3,32063.678,
332,379.17923307955215,7.945063,,,,15,,,,,,,274494.34,316152.62,461567.1,443947.94,534342.56,614135.0,
333,381.17366374678505,7.945063,,,,15,,,,,,,5603694.0,6593789.0,9230612.0,8592809.0,1.1999768E7,1.2026891E7,
372,381.19486512075827,8.281707,,,,,,,,,,,135434.48,125091.016,204873.6,198975.56,261199.03,290946.12,
329,383.1779078066138,7.9441566,,,,15,,,,,,,227250.48,254442.86,387366.12,327749.84,452583.9,487479.2,
371,383.1893106768418,8.282626,,,,1,,,,,,,2733428.8,2595960.8,4255172.5,4178555.2,5299768.0,6036727.5,
511,384.93506976655203,10.274994,,,,0,,,,,,,232740.6,201405.95,211455.31,186446.88,165567.19,214829.25,
4,384.9351312168812,0.33444116,,,,7,,,,,,,632843.25,637488.6,452843.3,701867.5,621086.0,692712.7,
21,389.1257028877681,0.37813976,,,,30,,,,,,,582216.94,546580.4,918380.8,575237.25,634089.0,599286.75,
101,396.2154268361514,4.9920244,,,,,,,,,,,311629.8,536284.44,378711.28,775604.8,598251.75,909457.56,
106,396.21542775196355,5.103567,,,,,,,,,,,1154810.9,1713910.9,1221648.5,2769893.5,1766990.5,2768363.8,
46,397.0055016476717,3.1432886,,,,,,,,,,,297042.38,283622.03,283776.47,286838.56,294499.1,328452.97,
107,397.21888059989305,5.102237,,,,,,,,,,,222847.95,307468.3,221616.05,516834.34,330681.97,515677.44,
102,397.21896960728185,4.992291,,,,,,,,,,,50262.91,94906.47,64350.105,131348.61,107993.35,152305.28,
25,398.1511002292744,0.38278195,,,,30,,,,,,,470888.53,482397.6,317267.88,460573.9,467993.03,486494.88,
336,398.32718376658687,7.9508877,,,,,,,,,,,89725.016,95038.64,272446.3,217677.55,440874.0,278292.38,
24,399.15446752879666,0.38090932,,,,30,,,,,,,3859263.0,4643071.0,3388551.2,4525162.0,4548034.5,4903829.0,
83,404.04436235247596,4.5594153,,,,16,,,,,,,450711.94,442972.72,431080.16,416306.72,406735.94,483724.84,
62,405.0106594319297,3.6192875,,,,32,,,,,,,1.9950462E7,1.7732686E7,1.8992226E7,1.783768E7,1.8905764E7,1.8889106E7,
61,406.0137702923053,3.6197045,,,,,,,,,,,3905405.2,3233143.8,3445378.0,3651887.2,3389517.5,3620992.2,
63,407.0044470435823,3.6192875,,,,32,,,,,,,1283891.8,1193888.5,1239574.2,1229078.0,1260058.6,1335789.1,
28,416.1446622537071,0.3874379,,,,30,,,,,,,944728.4,857928.5,652552.94,943294.25,941996.6,1006542.1,
49,421.00554239407035,3.3094368,,,,,,,,,,,75300.2,91984.9,85210.2,75894.35,71537.9,92237.8,
65,421.0055692145054,3.861007,,,,,,,,,,,425004.97,480279.0,571800.25,452269.94,482505.47,512986.97,
50,421.0055822770592,3.4121745,,,,,,,,,,,3099122.2,2830852.0,2907648.2,2806243.8,2943560.0,3235767.2,
69,421.18665064898875,4.151936,,,,,,,,,,,867417.2,804098.2,958261.1,977752.5,1782893.8,1159734.9,
232,421.22643334612263,7.2169,,,,59,,,,,,,1426306.1,1348720.8,1419185.2,1459535.8,1459665.5,1746980.5,
82,422.9767838972069,4.559179,,,,16,,,,,,,755502.06,751914.5,741256.8,766555.3,739097.0,861216.7,
108,424.2467589709859,5.158625,,,,,,,,,,,81503.29,87859.62,94018.86,134665.64,139571.72,162407.5,
112,424.2468067517468,5.2087235,,,,,,,,,,,65070.17,83637.05,82433.27,161953.9,120249.04,174595.0,
117,424.24684068574925,5.5536366,,,,,,,,,,,394970.53,500993.0,455375.25,756293.56,700296.8,804076.6,
125,424.2468535757394,5.6625595,,,,,,,,,,,1714608.9,2058347.2,1795615.4,3118588.8,2733305.2,3059949.2,
99,426.9677922468681,4.9753537,,,,38,,,,,,,7801170.0,1.0561936E7,9125583.0,9637257.0,8554769.0,1.0754062E7,
59,426.99247391833677,3.6186917,,,,,,,,,,,333153.84,312807.34,318507.53,313388.1,340837.03,365205.97,
