"","filter","POS_TJGI15pt3_EV_alcA-Control_1_Run31.mzML","POS_TJGI15pt3_EV_alcA-Control_2_Run114.mzML","POS_TJGI15pt3_EV_alcA-Control_3_Run203.mzML","POS_TJGIp1_1_Run34.mzML","POS_TJGIp1_2_Run99.mzML","POS_TJGIp1_3_Run185.mzML"
"266/190.05mz/2.4min",4717424,4826462.5,7024433,8505826,4002377.8,4532916.5,4608385.5
"267/138.0551mz/2.41min",1459546.8,1136841.9,1205271.4,1643294,1478686.8,1569187.4,1440406.8
"269/239.1489mz/2.44min",71188.1,172838.67,65455.27,67211.17,189646.5,75165.03,54835.06
"271/184.1697mz/2.47min",170278.04,252549.1,153796.47,166605.5,233627.83,173950.58,153826.17
"272/231.1703mz/2.45min",555554.905,456139.38,541447.56,705270.06,534293.5,571677.7,569662.25
"273/141.0547mz/2.46min",1126301.1,1285189,1410855.2,1671693.2,957448,967413.2,738968.94
"275/102.0914mz/2.5min",416492.73,609537.6,317410.4,393401.56,466984,439583.9,320069.56
"276/120.0656mz/2.49min",229389.075,246329.25,279271.22,81279.695,212448.9,103912.234,321287
"278/216.1231mz/2.52min",803337.025,709853.4,926673.5,1145284,786085.75,811958.8,794715.25
"279/167.0816mz/2.54min",1003295.525,645235.75,740667.56,1019289.25,987301.8,1225952.5,1047133.5
"280/120.0808mz/2.54min",214848.77,137758.36,294992.78,218914.14,210783.4,250587.69,209131.53
"282/147.0554mz/2.55min",379002,307169.8,450535.5,639442.5,327737.94,373537.3,384466.7
"283/246.17mz/2.56min",4332462.25,3840730.2,3452522.8,4202818.5,6827382,5014738,4462106
"285/200.0918mz/2.6min",620545.98,556947.2,556039.9,787405.56,673220.4,678119.7,567871.56
"287/245.186mz/2.61min",677692.325,639905.5,618269.94,773484.75,764511.75,692726.4,662658.25
"288/197.1286mz/2.61min",958737.3,161310.06,1028577.1,1167937.6,247905.84,1334504.6,888897.5
"290/190.1438mz/2.64min",395079.81,316950.56,321837.66,390202.06,470679.06,419387.5,399957.56
"291/283.175mz/2.63min",24435.1685,84885.555,11451.377,24968.97,94191.29,23901.367,14957.633
"292/232.1544mz/2.62min",94433.63,97806.75,91060.51,114539.04,101761.586,72264.5,71808.4
"293/180.0656mz/2.62min",753837.825,680984.8,801244.4,1013915.94,809350.1,706431.25,704440.94
"297/183.1017mz/2.64min",442725.825,461661.9,406624.06,511829.78,554779.8,423789.75,351462.1
"298/130.1591mz/2.64min",5443737.5,9189807,4918893,5968582,8358519.5,4458653.5,4290332.5
"299/217.1547mz/2.66min",127168.555,89267.59,94449.266,131927.75,129398.49,130830.39,124938.62
"300/202.1802mz/2.67min",146731.735,179297.47,116203.57,156189.19,179976.47,137274.28,127425.03
"302/152.0707mz/2.69min",336477.295,265257.6,281138.44,421932.6,343850.97,384327.84,329103.62
"303/263.139mz/2.69min",2150654.3,1719782.5,1522676.6,1995815.4,2718724.8,2334060,2305493.2
"305/193.0973mz/2.7min",859903.62,988187.2,545257.56,635104.6,1051330.6,895457.3,824349.94
"308/245.186mz/2.74min",1151984.9,1098762.2,1127613.6,1481468.8,1181352.5,1121836,1176356.2
"309/120.0445mz/2.73min",4487587.75,4230187.5,5004904,6845661,4409682.5,4395066,4565493
"310/213.0659mz/2.74min",315610.455,351538.25,464505.5,524399.7,272555.72,279682.66,255641.53
"311/114.0914mz/2.73min",439972.21,370253.4,481392.2,754107.2,398552.22,484961.38,306297.38
"312/138.055mz/2.73min",1254521.05,1049736.4,1360685.4,2089686.1,1092228.8,1254721.2,1254320.9
"313/114.1278mz/2.74min",188938.64,177750.12,100527.6,129074.58,278109.56,226326.8,200127.16
"314/255.1703mz/2.75min",921317.15,981657.7,664150.94,831343.94,1476089.9,1034973.5,860976.6
"315/164.0707mz/2.76min",341534.075,312777.84,318186.94,401214.9,368997.97,355156.62,327911.53
"316/123.0917mz/2.76min",78575.6225,36566.47,59748.47,83690.19,84538.31,93840.695,73461.055
"317/275.16mz/2.77min",517021.595,564867.1,469362.25,564680.94,594993.1,408657.5,363732.3
"318/272.1855mz/2.77min",687793.85,696481.7,531535.2,705995.4,793526.4,679106,600243.1
"323/245.186mz/2.81min",917880,744590.1,906154.2,1505443.1,865427.75,929605.8,1098761.8
"326/146.0601mz/2.83min",103346.47,68964.91,103843.66,155154.98,90874.836,160225.97,102849.28
"329/295.1288mz/2.84min",636127.43,573320.8,480993.12,609151.3,879681.75,720285.75,663103.56
"330/203.1392mz/2.85min",1244186.65,1222642.2,838934.25,1126806.8,1817289.1,1265731.1,1451668.9
"332/428.2042mz/2.89min",271533.465,211048.27,236080.45,279174.9,292778.72,298424.6,263892.03
"334/215.1255mz/2.89min",77982.605,78902.56,57758.773,86159.54,121426.68,77062.65,69104.36
"335/230.1176mz/2.89min",105863.12,95924.98,81024.336,105934.67,146127.14,105791.57,106227.195
"336/279.1702mz/2.92min",442688.11,377790.5,431435.4,574831.5,455831.72,434331.88,451044.34
"337/86.0965mz/2.91min",204250.46,87635.8,179674,292852.06,35635.445,490220,228826.92
"338/246.17mz/2.93min",221204.71,240021.83,212303,249596.8,230106.42,171600.84,187962.77
"339/283.1651mz/2.95min",173009.39,142144.17,175081.83,174663.06,181051.47,171355.72,152795.27
"341/170.1176mz/2.95min",632474.82,750451.94,557789.2,680004.7,721382.3,584944.94,504322.8
"343/210.1102mz/2.95min",735650.6,904892.6,706316.8,764984.4,782864.2,673594.06,639201.44
"344/245.1496mz/2.96min",254948.485,246249.69,263647.28,346118.72,287722.94,209524.2,211104.94
"345/428.2042mz/2.97min",440144.095,317894.88,394780.6,420011.75,533996.75,476469.75,460276.44
"346/120.0808mz/2.98min",152784.68,81635.09,191292.38,163887.17,96341.89,211818.4,141682.19
"347/215.1391mz/2.98min",740921.85,664894.3,675793.2,931492.75,820232,774909.4,706934.3
"348/114.1278mz/3.0min",323767.97,320039.28,293490,279717.56,642644.4,432870.8,327496.66
"350/158.154mz/3.01min",227686.045,189229.38,178150.61,222035.4,393951.44,281989.97,233336.69
"351/412.2093mz/3.01min",243852.345,227448.27,196639.39,146660.52,334794.66,284568.84,260256.42
"352/120.0656mz/3.0min",215453.07,375955.56,212665.36,343337.8,151193.45,218240.78,195460.92
"353/104.107mz/2.97min",137915.67,142976.45,128630.82,132854.89,186867.9,14810.271,437051.94
"354/223.1078mz/3.02min",158584.99,477684.3,245337.95,260100.56,71832.03,45763.88,14641.232
"355/231.1704mz/3.01min",999848.75,822237.9,906932.2,1115824,1092411.9,1012042,987655.5
"356/279.1702mz/3.03min",499701,414940.12,472259.16,622938.9,499902.1,499499.9,501926.28
"359/246.17mz/3.02min",528812.64,498422.66,429320,560866.56,651320.7,540818.94,516806.34
"360/247.1732mz/3.02min",44459.26,41528.9,33684.168,48585.527,56419.844,45472.14,43446.38
"361/457.1855mz/3.04min",22473.762,943753.06,22473.762,112368.81,22473.762,22473.762,22473.762
"363/211.1442mz/3.05min",923165.95,344507.12,1184326.4,1055923.8,455047.6,1332461.6,790408.1
"366/120.0445mz/3.05min",315666.87,319076.8,380423.9,503610.78,301011.44,293430.78,312256.94
"367/148.0394mz/3.05min",393705.27,390358.6,505776.2,640296.5,352741.28,387372.72,397051.94
"368/191.1042mz/3.05min",88146.6875,101917.43,74375.945,72643.016,158113.48,115399.55,74184.93
"370/289.1756mz/3.06min",829803.3,1121300,769253.3,1195571.6,890353.3,571892.8,699750
"371/223.1541mz/3.09min",399785.03,395795.88,402695.94,585763.9,558951.8,396874.12,317245.66
"372/240.1805mz/3.09min",1129884.6,1230443.5,1005302.6,1210909.4,1739342.6,1048859.8,687447.5
"373/245.1359mz/3.09min",1516809.4,627747.7,1503134.2,2822833,1613312.9,1352456.5,1530484.6
"374/259.1764mz/3.12min",398699.015,338432.4,319347.56,422354.28,500682.44,405685,391713.03
"375/412.2092mz/3.1min",411972.25,334956.25,404309,226152.72,516766.6,419635.5,431205.38
"376/173.1286mz/3.12min",1245082,958825.1,1006780.7,1281398.9,1346584.5,1208765.1,1379213.2
"378/120.0808mz/3.12min",188110.135,122583.234,259196.53,213061.67,163158.6,234352.94,157113.34
"381/194.0813mz/3.13min",1046578.92,909488.44,543130.9,738728.3,1476478.2,1279184.8,1183669.4
"384/109.1013mz/3.15min",495607.08,462316.16,562502.2,401767.72,412639.97,552438.75,528898
"385/155.1067mz/3.15min",251647.5,241891.12,283883.66,212962.48,229085.03,280237.3,261403.88
"386/194.1152mz/3.14min",809366.1,860118.3,802630,927357.6,700464.2,690983.1,816102.2
"387/172.1333mz/3.15min",724827.3,912783.44,622057.9,841637.25,827596.7,597617.7,586547.4
"389/265.1158mz/3.15min",631684.875,530377.6,559555.9,721732,697548.5,600259.5,663110.25
"390/165.0911mz/3.16min",183350.58,190543.08,134783.97,221771.56,289256.5,176158.08,161213.38
"391/164.1071mz/3.16min",163554.725,180620.66,127849.516,169458.56,264547.2,157650.89,136044.75
"394/162.055mz/3.2min",728883.92,645362.75,669065,898605.9,814957.2,714860.4,742907.44
"395/303.1912mz/3.2min",17941.221,85409.8,5980.407,29902.035,81299.195,5980.407,5980.407
"397/157.17mz/3.24min",196575.115,534913.06,193646.56,199503.67,466535.53,191696.72,158901.98
"398/188.0707mz/3.2min",112499.522,120772.81,103142.11,122506.46,159868.5,104226.234,91618.375
"399/247.1077mz/3.2min",889369.87,953137.8,811068.7,1090824.2,1167355.5,825601.94,788000.75
"401/202.1438mz/3.22min",609793.44,487764.62,437440.6,688710,604783.44,623875.75,614803.44
"404/118.0651mz/3.24min",1246168.5,1236818.2,1255518.8,1505030.2,1366384.1,1189351.9,1137072.4
"405/164.0707mz/3.24min",1147784.1,1151270.8,1144297.4,1476354.1,1175988.1,1034025.8,1055903.5
"406/182.0813mz/3.24min",5100640.25,5141872,5123642.5,7207249.5,5077638,4640449.5,5062981
"408/167.1067mz/3.25min",178664.375,207708.89,125174.71,166526.52,373658.16,190802.23,151270.75
"410/180.0657mz/3.25min",51168.5735,45352.387,63506.09,112558.91,39572.574,47355.457,54981.69
"411/284.2067mz/3.27min",910638.25,1198900.8,829589.4,954508.75,1302585.9,866767.75,545765.9
"412/289.1621mz/3.27min",548780.55,382749.28,600573.3,1016059.94,468770.7,525858,571703.1
"414/146.0601mz/3.27min",702992.38,653712.44,694958.94,935134.75,695982.06,710002.7,732277.1
"415/285.1308mz/3.27min",111485.16,112728.9,145425.03,153459.25,105865.74,108566.37,110241.42
"416/204.1232mz/3.27min",256153.75,224244.42,182511.02,246959.7,282627.6,284803.16,265347.8
"417/245.186mz/3.28min",1356308.45,1271667,1313060,1624362.2,1562301.4,1343642.9,1368974
"418/217.1548mz/3.28min",2751570.15,2173581.2,1977643,2819369.8,2933863,3032107.8,2683770.5
"419/218.1388mz/3.28min",114868.505,120026.46,93359.24,127580.28,135277.97,104376.55,109710.55
"420/377.228mz/3.27min",166067.605,184782.88,168783.61,213470.28,163351.6,128761.95,78517.77
"421/245.1383mz/3.3min",190737.475,886792.4,186518.89,194956.06,815443.5,147431.47,85258.14
"423/303.1914mz/3.34min",3019124.3,3760323.8,2907901.8,3466562.5,3130346.8,1950303.6,2061285.9
"426/273.1807mz/3.36min",178046.825,145719.62,173018.17,234252.55,243882.69,183075.48,164821.98
"427/229.1547mz/3.36min",114192.26,119094.8,75741.695,99945.81,170686.84,166352.75,109289.72
"428/227.1278mz/3.36min",414509.63,412553.56,482750.03,538536.94,416465.7,390166.9,360121.1
"430/285.1308mz/3.36min",848463.725,851414.25,1074666,1163685,768588.1,845513.2,833142.2
"432/162.0551mz/3.41min",88193.18,75684.93,92727.664,181618.22,62401.5,88844.68,87541.68
"433/120.0445mz/3.41min",132140.56,134087.66,153942.44,216296.86,102442.45,122700.664,130193.46
"434/415.1636mz/3.45min",248793.995,223247.02,305398.8,425113.16,163865.55,202801.83,274340.97
"435/155.0598mz/3.45min",645690.32,578017.7,730358.94,902806.06,455080.4,571920,713362.94
"436/268.1154mz/3.44min",288649.93,284768.8,226331.44,252818,306563,304127.03,292531.06
"437/208.0857mz/3.45min",314123.82,311561.3,387458,469500.38,237469.94,264738.25,316686.34
"438/243.0877mz/3.45min",759102.2,900772.8,688995.8,829208.6,1041603.6,640673.6,622834
"439/105.0699mz/3.45min",532294.42,468740.3,505607.03,678950.25,659213.5,546547.06,518041.78
"440/164.1071mz/3.45min",1700973.2,1443351.8,1572277.9,2110773.2,1951926.2,1784476.9,1617469.5
"442/231.1703mz/3.47min",140551.455,124297.58,86694.66,143483.75,179391.61,137619.16,156500.92
"443/125.0962mz/3.45min",682311.67,704276.4,750686.5,810012.25,660346.94,572782,542449.5
"444/171.1016mz/3.45min",904374.13,955965.06,1083338,1271863.4,852783.2,817170.06,804913.44
"445/279.1703mz/3.36min",666826.55,577565.56,599507.2,997801.8,708090.3,625562.8,829079.75
"447/315.2026mz/3.46min",261540.045,299705.12,302857.03,395622.94,223374.97,190262.1,190104.16
"448/230.1176mz/3.47min",4631362.25,3921484.5,3923678.8,4759984,5366768.5,4577287,4685437.5
"451/328.2481mz/3.52min",265433.315,511159.53,246569.5,252355.16,591770.94,278511.47,151304.39
"452/269.1359mz/3.5min",227086.135,223249.44,277382.62,316478.3,170009.28,209592.45,230922.83
"453/229.1434mz/3.5min",226553.26,278078.28,256015.25,323823.88,197091.27,186907.25,184003.67
"456/328.2481mz/3.61min",423279.41,471658.6,338789.1,579189.3,571747.5,374900.22,138001.02
"457/228.2323mz/3.59min",174176.605,186951.27,140862.98,180642.9,216673.08,167710.31,153923.06
"458/255.1702mz/3.6min",231594.205,248203.92,234210.77,287895.53,228977.64,166168.89,153152.25
"459/187.1442mz/3.59min",425819.825,334047.12,354333.03,438127.5,441193,428208.9,423430.75
"460/273.1808mz/3.6min",1342359.2,1487240.8,1376296.5,1782437.2,1308421.9,1000456.1,1066749.1
"461/269.1359mz/3.6min",1238341.3,1094476.9,1478255.5,1701163.6,968250.25,1151541.5,1325141.1
"462/229.1435mz/3.6min",1368760.35,1413686.4,1367549.5,1610552.5,1369971.2,1143992.4,1100000.4
"463/207.0992mz/3.62min",381495.515,225887.12,308159.88,358551.47,404439.56,443160.22,455280.53
"464/167.1067mz/3.62min",417574.935,399823.66,321517.34,404370.34,592354,475035.75,430779.53
"465/188.1645mz/3.64min",136339.952,127065.2,90837.49,129398.234,204341.6,143281.67,164672.2
"466/928.3124mz/3.64min",386348.265,355521,443598.72,448346.94,358280.06,414416.47,310304.9
"467/177.1275mz/3.65min",291247.965,243624.4,270445.4,379218.22,394366.06,312050.53,208420.88
"468/231.1703mz/3.66min",7752624.75,7676274.5,5392871,7150486,10594917,7828975,8313130.5
"470/232.1736mz/3.66min",865572.42,844627.94,597539.5,765023,1232445.5,886516.9,931372.3
"471/163.0754mz/3.68min",184835.345,236294.12,226222.39,448844.3,132730.95,143448.3,127434.4
"472/161.0961mz/3.68min",1221310.1,1109612.1,1904114.8,2924196.5,1005932.3,1300211.1,1142409.1
"473/132.1019mz/3.69min",1104057.8,983847.9,1098460,1163673.8,1162730.5,1109655.6,1021094.06
"474/287.1964mz/3.69min",1384324.95,1427696.8,1265649.5,1487722.5,1734307.2,1340953.1,1248649.9
"475/309.1782mz/3.69min",2198134.1,1980487.8,2138373.2,2581893.5,2311140.2,2116384.5,2257895
"476/86.0965mz/3.69min",454176.01,472915.4,432462.88,435436.62,532694.56,518125.72,225215.33
"477/161.0598mz/3.69min",437281.43,313352.66,437929.16,536366.44,377634.22,436633.7,551849
"479/91.0543mz/3.69min",360606.905,357265.75,356927.5,414723.66,453864.25,363948.06,353843.22
"480/155.1067mz/3.69min",950179.905,816249.8,935151.25,1291819.2,982985.6,860956.06,965208.56
"481/183.1016mz/3.69min",781496.85,627109.5,735027.44,935747.8,891797.94,780019.1,782974.6
"482/95.0856mz/3.69min",1109211.95,923917.8,1016479.3,1315127.4,1338325.2,1081746.5,1136677.4
"483/119.0856mz/3.69min",547278.27,497753.34,539103.44,673829.6,655518.7,555453.1,538702.44
"484/165.0911mz/3.69min",767084.6,641386.8,737468.5,924745.44,930012.56,778909.4,755259.8
"485/137.0962mz/3.69min",1500851.9,1307900.9,1463196.2,1766913.4,1835944.8,1526515.2,1475188.6
"487/230.0812mz/3.71min",235524.9,223396.05,191597.48,180964.66,314696.53,262658.6,247653.75
"489/233.0784mz/3.72min",413321.01,295493.03,412573.12,453918.4,248102.55,414068.9,459157
"490/149.0597mz/3.72min",312272.11,361902.97,291611.22,311566.97,338686,297528.34,312977.25
"492/288.2279mz/3.75min",262230.55,239462.98,134135.08,169344.7,430709.7,311091.44,284998.12
"493/312.2531mz/3.74min",339313.74,336050.7,359272.94,413333.62,342576.78,227243.02,241901.11
"494/207.0991mz/3.73min",94976.92,71436.39,79055.336,90189.13,99764.71,105511.67,107666.305
"495/109.1012mz/3.74min",1484216.55,1426686.9,1505967.6,2088738,1462465.5,1288922.5,1525537.6
"497/284.1603mz/3.76min",302446.94,275781.66,114399.195,122811.12,638678.9,379604.56,329112.22
"498/302.1708mz/3.76min",181056.87,168263.77,56065,63545.902,384605.66,223028.83,193849.97
"499/921.5865mz/3.75min",104874.42,105651.37,7994.1787,1598.83574,365094.1,144106.19,104097.47
"500/147.0623mz/3.76min",503908.625,459559.75,613620.94,770493.1,303440.75,382119.1,548257.5
"501/483.2786mz/3.76min",788722.12,860321.44,299934.6,241651.11,1633245.4,936066.94,717122.8
"502/174.1853mz/3.77min",748700.075,733193.25,415494.38,481348.25,1007779.25,764206.9,769222.44
"503/461.2969mz/3.76min",14557107.5,12615212,5858436,6507746,26160542,17340650,16499003
"505/215.139mz/3.8min",265297.795,184972.45,211278.22,260030.47,315264.94,270565.12,301902.88
"506/183.1493mz/3.81min",888618.23,701259.56,765775.6,1048097.25,895999.06,917270.44,881237.4
"507/445.3019mz/3.82min",1060461.75,990011.4,407048.66,225971.38,1755907,1130912.1,1163108
"514/556.2517mz/3.88min",329895.41,187910.27,307420.3,342068.16,317722.66,407044.97,394645.88
"515/517.3232mz/3.87min",408469.69,324196.5,158802.53,236938.47,717725.25,492742.88,563521.9
"518/297.2171mz/3.9min",305345.9,307701.9,262015.62,302989.9,409124.4,332042.22,294703.03
"520/312.2531mz/3.91min",603883.19,631305.3,615422.44,777560.94,592343.94,523066.16,483357.16
"521/343.2225mz/3.96min",91606.245,158944.7,101136.45,82076.04,149248.44,78731.64,58073.664
"522/181.086mz/3.92min",342806.18,447526.44,320361.7,445204.16,365250.66,277848.12,182529.66
"523/598.2987mz/3.92min",2497540.85,1567678.9,2214485.8,2683158.2,2311923.5,2840400.5,2713570.2
"524/620.2804mz/3.92min",668491.4,473751.22,670908,626127.5,666074.8,879509.4,707178.5
"525/318.6263mz/3.92min",562455.6,259526.95,513439.2,638686.25,355057.7,611472,726032
"527/212.107mz/3.93min",56764.95,59894.62,37829.31,52303.39,91054.24,53635.28,78935.44
"528/215.139mz/3.94min",140807.115,84664.02,105394.03,143178.23,150255.67,138436,145287.08
"530/188.1646mz/3.96min",512902.7,444686.7,128252.41,165356.19,993500.8,590398.3,581118.7
"531/191.1042mz/3.97min",1018594.43,608470.1,834046.8,1048082.8,989106.06,1161521.6,1214480.9
"532/133.1012mz/3.97min",485663.33,479246.16,377099.4,492080.5,701643.3,521212,98936.48
"533/272.1855mz/3.99min",91081.165,85358.95,82828.83,173634.34,132407.1,73064.74,96803.38
"534/227.1278mz/3.99min",134137.91,180340.5,131870.55,136405.27,194149.19,112104.516,104691.62
"536/254.175mz/4.0min",380362.315,346502.4,387351.25,503802.06,443464.4,332552.5,373373.38
"537/245.1859mz/4.01min",105473.375,91808.06,85222.33,114774.82,125717.3,96171.93,115051.89
"540/201.1598mz/4.02min",7730262.25,6043040.5,5995884,7924086.5,8315798.5,7868409,7592115.5
"541/213.1598mz/4.05min",324007.515,283460.25,224913.11,305615.06,420496.78,342399.97,348833.9
"542/183.1493mz/4.03min",435137.69,297474.75,380466.25,646240.75,425167,445108.38,775944.94
"543/513.2094mz/4.03min",84495.535,42079.527,83995.67,87913.3,63337.535,109289.32,84995.4
"545/540.2568mz/4.07min",463383.725,257727.12,400827.6,487432.7,439334.75,550138.94,514827.25
"546/285.1694mz/4.09min",76258.675,412843.7,75807.98,76709.37,80146.2,61369.293,58422.797
"550/459.3425mz/4.09min",105776.885,95359.17,86824.99,110763.89,151404.06,108571.88,102981.89
"552/120.0444mz/4.11min",289211.73,268647.5,280651.4,353939.78,324301.03,285376.62,293046.84
"555/310.6287mz/4.12min",862150.1,430455.22,822630.8,928122.75,556522.44,901669.4,1078236.8
"556/582.3036mz/4.12min",5764411.75,4096405.8,5561675.5,6109920.5,5342883.5,6216320,5967148
"560/604.2854mz/4.12min",1530657.45,1146442.2,1651169.1,1527557.9,1294938.6,1762467.9,1533757
"561/212.107mz/4.12min",2969879.6,2554940.2,2445369.5,2681273.2,3986198.8,3258486,3572413.8
"562/216.1958mz/4.13min",224793.82,129770.32,131709.73,176593.11,414217.2,272994.53,287402.8
"564/397.1643mz/4.13min",321870.215,392517.1,486790.88,546028.44,251223.33,229686.66,218974.83
"565/387.1799mz/4.13min",121752.585,147546.19,183829.73,228685,89947.54,80134.62,95958.98
"566/339.1589mz/4.13min",867415.95,1052017.5,1287421.6,1450161,682814.4,625642.25,612533.5
"567/457.1854mz/4.13min",426843.61,507348.94,488093.88,1434046.5,365593.34,245278.9,238211.69
"568/443.2061mz/4.14min",327469.75,369816.3,349927.5,430805.25,305012,252788.23,251032.48
"569/302.1021mz/4.15min",87674.893,167500.88,121302.79,145060.05,54046.996,40956.89,38554.32
"570/325.162mz/4.15min",285642.345,243642.12,337378.1,359571.5,233871.81,266499.94,304784.75
"572/285.1695mz/4.15min",538022.52,587629,524922.94,551122.1,565745.44,455474.94,452084.62
"574/489.3896mz/4.18min",866934.3,1005502.5,832687.2,901181.4,1068202,762777.3,664229.1
"577/125.0961mz/4.24min",131891.555,140746.8,103158.47,148828.94,153145.56,123036.31,106139.03
"580/399.2376mz/4.27min",130579.22,108863,134165.62,126992.82,139903.61,150301.14,118310.37
"581/471.379mz/4.36min",70982.417,129000.91,65460.664,76504.17,170579,35583.42,28221.61
"582/216.1959mz/4.32min",967375.125,987536.5,515827.9,644054.2,1333281.4,947213.75,1024296.56
"583/316.2592mz/4.33min",1027435.325,968644.25,699227,931240.2,1342350.8,1086226.4,1135409.4
"584/489.3897mz/4.34min",242683.905,238741.31,246626.5,282146.78,290158.1,180136.86,196380.36
"585/229.1434mz/4.34min",233275.78,238759.45,231998.17,253830.73,234553.39,183737.17,222558.88
"586/147.1168mz/4.34min",719544.03,797798.3,682256,756832.06,826859.5,593390.06,554352
"588/165.1274mz/4.34min",926801.65,988654,864949.3,994105.25,994964.7,739682.06,731953.2
"590/91.0543mz/4.34min",161624.98,163186.7,174206.27,143444.98,160845.62,162404.34,86287.305
"591/119.0855mz/4.34min",203793.82,246850.69,174389.56,202515.12,312579.28,205072.52,194462.03
"593/588.2904mz/4.35min",732383,577653.25,758450.9,706315.1,610037.4,777123.2,780797.25
"594/254.1749mz/4.35min",164682.645,148030.23,172874.69,163841.12,268294.8,165524.17,137846.39
"595/566.3087mz/4.35min",2862216.75,2429041.5,2768899,2948251.5,3108105.2,2949177.8,2776182
"596/226.1801mz/4.36min",535717.225,580402.7,462921.16,572921.56,533067.25,500021.5,538367.2
"599/441.3319mz/4.4min",59691.1155,61564.848,57817.383,61790.047,73724.79,54931.312,21217.361
"600/638.3296mz/4.39min",647959.28,454081.53,571415.44,584735.06,767675,754024.25,711183.5
"603/202.2166mz/4.41min",8792176.5,9278881,4994321.5,4744039,11361806,8706906,8877447
"605/314.2686mz/4.39min",908998.78,641036.9,532885.75,1290211.1,719513.56,1098484,1148013.5
"607/343.2232mz/4.44min",246182.01,397820.34,231105.52,261258.5,309034.25,148223,175350.2
"608/377.2317mz/4.44min",711695.05,812221.3,727446.5,902108.1,695943.6,636447.5,644213.75
"610/242.175mz/4.46min",50131.2985,61940.754,38450.98,46823.234,53439.363,36030.414,343931.8
"611/471.3789mz/4.45min",744450.97,744651.44,744250.5,944810.44,1014185.6,667762.06,694361.1
"612/443.206mz/4.45min",484861.09,520005.16,451558.84,550007.2,518163.34,396123.75,428481.94
"613/202.2165mz/4.44min",4807678.25,1311901,3575331.5,6040025,3517.9058,6798801,8742828
"614/525.2706mz/4.48min",814944.905,878386.94,689013.44,762741.2,847694.6,817117.56,812772.25
"617/193.1223mz/4.49min",226868.89,224151.34,228417.97,280075.38,316742.03,205619.36,225319.81
"618/233.1535mz/4.49min",37142.2775,93671.8,31083.96,29009.727,204526.38,39358.785,34925.77
"619/333.1782mz/4.49min",926084.35,511745.34,770282.56,866051.6,986117.1,1017885.6,1130627.6
"620/487.3738mz/4.53min",573090.1,609895.8,536284.4,686612.3,774614.06,512736.1,527056.44
