row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_D5-211-C2-c_Run125.mzML Peak area,NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML Peak area,NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML Peak area,NEG_D5-211-C2-b_Run122.mzML Peak area,NEG_D5-211-C2-a_Run119.mzML Peak area,NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML Peak area,
282,134.89462919995916,7.8964276,,,,37,,,,,,,7687682.0,9364370.0,8913711.0,1004094.6,3484883.0,6695883.0,
372,135.9708777029359,8.693604,,,,31,,,,,,,1359280.8,1865696.4,1577413.4,358051.7,1361153.9,1608053.6,
427,135.97087856564158,8.960331,,,,3,,,,,,,971557.9,3004121.8,1895993.0,1074122.0,944807.4,1715621.1,
521,136.8628688754828,10.420104,,,,21,,,,,,,1721629.8,1531360.4,1473447.9,1707836.9,1678442.8,1607167.6,
362,136.86303562333663,8.621224,,,,33,,,,,,,1083784.8,71675.54,521354.3,977704.8,1156445.9,332791.5,
364,137.89171235319847,8.689397,,,,,,,,,,,1494006.0,175015.14,430295.9,472329.44,1952078.2,452924.4,
311,137.89171646938652,8.230184,,,,,,,,,,,866072.8,303335.9,368588.9,651149.8,941855.9,121016.375,
335,137.89173250368526,8.302427,,,,,,,,,,,496235.88,429940.56,221488.19,474712.16,390921.34,359632.47,
249,137.89174841950384,7.894235,,,,,,,,,,,275193.53,80424.09,84160.98,36602.38,66122.016,186175.8,
399,139.94444085961874,8.8043785,,,,,,,,,,,3958177.5,2717828.0,2680945.2,3870817.5,4323318.5,1672026.0,
413,139.94444567937333,8.882504,,,,,,,,,,,1407688.1,1286217.6,1604582.2,2018415.9,958887.7,2609137.0,
457,139.9444730808147,9.048641,,,,24,,,,,,,2034544.6,5572134.0,1388615.9,3789062.5,3739019.5,4645120.0,
461,139.944476377056,9.097846,,,,,,,,,,,4935569.5,1798207.2,5522071.5,2083104.0,1966186.0,1781620.2,
397,142.928876278613,8.799062,,,,35,,,,,,,4511085.0,3354581.2,3514142.2,4942363.5,4801635.0,3958321.5,
403,144.92337208805108,8.80611,,,,35,,,,,,,1.0721711E8,8.42695E7,8.938307E7,1.0413075E8,1.0353581E8,8.3811496E7,
66,145.01412942515861,0.42527214,,,,30,,,,,,,937148.8,91957.61,288918.12,1202783.5,1114334.1,292703.2,
93,145.05064715412598,1.0059462,,,,,,,,,,,4874861.5,1668335.2,2754076.5,6212507.5,5302147.0,1848342.5,
97,145.0506727277991,2.2006848,,,,,,,,,,,61961.316,28718.418,87804.89,71177.16,73839.66,22439.887,
63,146.04574917236164,0.395039,,,,,,,,,,,1000242.0,140113.66,470707.34,982675.5,269362.5,192130.05,
371,146.96586330688262,8.701444,,,,31,,,,,,,3.4967036E7,3.2079522E7,2.9935212E7,3.4636948E7,3.0859606E7,2.8447076E7,
317,146.96587527146357,8.233676,,,,,,,,,,,5442345.0,4442929.0,4206469.0,5104028.5,3973630.0,6921576.0,
375,150.88942251508627,8.735438,,,,,,,,,,,1805020.8,532918.6,521475.66,661979.1,318375.3,270332.38,
297,150.8894473392842,8.254634,,,,,,,,,,,556444.9,126460.91,221686.31,536331.2,3986051.0,175913.7,
414,150.88945320502845,8.894634,,,,,,,,,,,460447.16,81968.27,193824.62,592489.5,596046.06,171467.58,
334,150.8894639139114,8.348294,,,,,,,,,,,3270779.0,700203.4,748584.75,3268813.0,784264.0,650247.4,
47,155.00972263640162,0.39764592,,,,30,,,,,,,507663.06,2295995.2,8800250.0,268939.38,163696.05,1996509.2,
60,156.06654642773574,0.39852086,,,,30,,,,,,,2517231.8,2737468.2,3517569.2,2751045.2,2059311.0,2305195.0,
87,156.0665962842645,0.76010567,,,,,,,,,,,71742.63,30815.29,185573.92,92346.22,52831.395,100225.945,
95,156.06664112714074,2.0609431,,,,,,,,,,,2129786.8,1872108.8,2523212.8,2262684.5,2059053.9,1733748.8,
62,157.02521037143018,0.40071526,,,,30,,,,,,,925798.56,0,0,1231122.9,938083.7,0,
1,158.97849313696184,0.31301776,,,,1,,,,,,,631985.75,1016967.6,1029039.44,595328.5,621349.0,1074686.4,
105,158.97849626439438,2.676719,,,,,,,,,,,117001.32,3427.2007,24763.277,4233.0146,309832.4,3703.0503,
101,158.9785666062024,2.515421,,,,,,,,,,,129439.3,0,4014.6902,7756.47,262453.34,3536.664,
524,160.84208101151697,10.440973,,,,38,,,,,,,6450884.5,2440695.8,2261991.2,6461880.5,6464879.0,2724201.2,
89,161.0454766870396,0.80325633,,,,,,,,,,,2338120.2,829046.8,1471221.2,2866577.8,2502576.0,828322.06,
359,161.91356146572983,8.55824,,,,,,,,,,,3732852.8,3055466.8,2973224.8,3732371.2,3671920.8,1014303.5,
220,161.91359126501607,7.768722,,,,19,,,,,,,24394.416,152836.78,156548.1,22551.95,24904.898,111120.53,
525,162.83907683509923,10.441873,,,,38,,,,,,,6044868.5,2298828.2,2123792.2,6054613.5,6039803.0,2555224.5,
526,164.83599774649352,10.441873,,,,38,,,,,,,1836496.8,665122.94,616885.0,1844143.9,1826871.5,757080.3,
4,164.934849154756,0.32459882,,,,,,,,,,,220948.03,557760.5,704333.7,305374.47,311620.03,610616.75,
115,165.0557020426095,3.0947053,,,,,,,,,,,1271909.9,388555.75,796677.8,1414340.0,1386326.4,388517.22,
519,170.87077969253355,10.424714,,,,23,,,,,,,861225.9,399754.75,363640.38,871025.25,839720.9,465038.6,
114,172.097998617209,3.0356152,,,,16,,,,,,,1046496.7,719284.5,1366140.4,1283235.1,1141130.1,743560.4,
111,172.0980107295396,2.993508,,,,,,,,,,,34525.703,377352.62,52802.383,49090.445,670888.25,410828.25,
51,173.0090037277628,0.39073488,,,,30,,,,,,,4800695.0,4108047.0,4091736.8,4895640.0,4963666.0,3907252.8,
79,173.00903403927816,0.5847307,,,,8,,,,,,,2859636.5,2196779.0,2530315.5,3041020.8,3307582.5,2410670.2,
57,174.07701899977806,0.39764902,,,,30,,,,,,,8526031.0,9062692.0,1.1602094E7,8780035.0,6724647.5,7777260.5,
535,174.95602953085415,10.535211,,,,10,,,,,,,1.3992967E7,1.5257343E7,1.4932236E7,1.5016483E7,1.512267E7,1.4942844E7,
99,175.06117011344102,2.5072873,,,,,,,,,,,798405.25,849976.5,1400721.2,930737.3,836720.44,962792.25,
27,176.93576560367623,0.3586875,,,,6,,,,,,,1098399.5,470244.72,737967.8,907821.25,869761.3,269050.4,
38,179.05598725737002,0.38126597,,,,30,,,,,,,906965.75,1939677.6,2252012.2,1070816.1,796448.94,1716967.9,
441,180.97282937661916,8.970733,,,,,,,,,,,521783.1,710418.56,705431.3,648005.7,611757.6,350316.38,
501,180.97290212212647,10.182111,,,,4,,,,,,,745399.75,1406167.0,1498833.6,786522.3,765413.5,1489377.1,
61,181.07164718082439,0.38897553,,,,,,,,,,,802340.25,199515.78,209735.28,928106.75,237306.7,177961.02,
383,183.93420976604318,8.768624,,,,35,,,,,,,2.974595E7,1.4902111E7,1.4791948E7,2.9931486E7,2.9396328E7,1.4033952E7,
455,183.93423700484234,9.045157,,,,24,,,,,,,1.5201673E7,1.5411479E7,1.0249911E7,1.5602953E7,1.5210866E7,1.2739519E7,
69,187.0246081507017,0.4072353,,,,30,,,,,,,739832.1,54107.703,86770.516,837379.06,736116.75,46040.516,
86,187.0247341456219,0.69151264,,,,18,,,,,,,936621.7,130419.42,205523.47,1000241.6,962986.2,133889.11,
352,187.86090276790523,8.542518,,,,,,,,,,,6153.4756,361643.5,383769.3,40962.203,95830.89,900024.4,
533,187.86096473208022,10.4908495,,,,36,,,,,,,2084418.4,597188.3,549222.1,2104608.2,2116167.5,880041.7,
532,189.8579575371342,10.490852,,,,36,,,,,,,1236979.6,362578.6,335698.7,1258091.0,1222747.4,407007.9,
55,191.01963928698612,0.39591226,,,,30,,,,,,,5.7023216E7,5.436009E7,4.906225E7,5.5893124E7,5.0371212E7,4.951249E7,
536,191.94624183525102,10.542389,,,,10,,,,,,,2579015.2,2979515.0,3063358.0,3100919.5,2325530.0,2680130.5,
517,192.92871133338562,10.361373,,,,,,,,,,,532635.3,703814.7,665910.75,531210.94,529695.4,801989.94,
213,192.92888280143572,7.615027,,,,,,,,,,,0,131027.53,115869.95,0,0,212554.77,
189,194.9057615360835,7.369774,,,,2,,,,,,,7886.926,342409.84,383743.3,6962.125,0,306840.97,
219,194.9057974505035,7.778641,,,,19,,,,,,,11582.402,540921.4,518278.78,12686.739,11109.916,541459.8,
263,194.90580021057076,7.870716,,,,5,,,,,,,51553.066,1329884.5,1269888.1,12686.739,26986.014,1186140.2,
13,194.92731551183155,0.34933972,,,,6,,,,,,,2763497.0,4368655.5,7685430.0,6442485.0,7267803.5,5184725.5,
22,194.9364370868809,0.35526288,,,,6,,,,,,,1162082.0,829259.7,1302245.0,1369712.0,1374381.5,871146.2,
25,194.94612857325887,0.35780656,,,,6,,,,,,,1323828.8,532747.25,822486.8,1086213.5,1032124.4,528864.8,
295,195.81077122452757,8.220309,,,,,,,,,,,258036.38,43955.13,31109.043,144280.11,111191.85,23203.36,
321,195.81078742288545,8.270394,,,,,,,,,,,213600.03,43428.254,27021.473,152614.11,200252.17,31256.828,
343,195.81082280563007,8.458917,,,,9,,,,,,,5161329.0,1926392.6,1964532.9,6002538.5,6057082.5,2068569.9,
528,195.81083536587133,10.44629,,,,38,,,,,,,594465.5,297769.4,278063.44,583833.94,638839.56,292915.34,
16,196.92306201954273,0.3493373,,,,6,,,,,,,131704.61,368749.0,649758.06,548022.2,601408.5,432847.06,
294,197.80780854461491,8.148277,,,,,,,,,,,67707.91,0,0,156489.31,55734.35,0,
324,197.8078570291037,8.281781,,,,,,,,,,,601704.75,64569.77,62282.875,195261.36,318137.75,48803.49,
344,197.80788115748237,8.458917,,,,9,,,,,,,6502445.0,2460178.2,2535487.2,7441444.0,7672784.0,2681708.8,
530,197.8078930042574,10.447189,,,,38,,,,,,,751303.9,382679.12,348938.44,751924.56,803078.44,379951.72,
527,199.8049416151833,10.446294,,,,38,,,,,,,333035.3,168610.95,161810.27,335506.2,369922.94,171585.83,
342,199.80494349193688,8.454552,,,,9,,,,,,,3015583.0,1145446.2,344687.16,3521141.5,3533031.2,429679.28,
326,199.80494391110338,8.332322,,,,,,,,,,,113234.75,42914.24,14695.143,256007.77,271123.0,70624.44,
392,199.929172341005,8.795665,,,,,,,,,,,1732301.5,573852.25,345690.3,1760208.6,1785231.9,706977.6,
351,199.92920214310652,8.526641,,,,,,,,,,,867714.5,88160.836,42406.902,310857.22,884987.56,134115.86,
340,199.92920720976292,8.371334,,,,,,,,,,,390359.3,367008.0,232818.17,898927.7,110147.9,160650.78,
454,199.92922320769597,9.046049,,,,,,,,,,,1351274.6,153056.56,264949.34,1432930.0,1616041.2,173902.61,
98,203.08266839906616,2.2370617,,,,,,,,,,,216527.08,534114.5,1071897.4,245039.56,273314.88,467016.78,
67,205.0351751201066,0.4124956,,,,,,,,,,,2825136.5,339248.7,236799.19,2720176.0,2585754.2,320884.84,
83,205.03520692521306,0.67934555,,,,18,,,,,,,3346732.0,492624.8,561844.7,3482087.8,3332375.5,476593.84,
529,205.83964314164072,10.447177,,,,38,,,,,,,1406919.1,1025870.0,964289.9,1447946.8,1457778.9,1076954.5,
531,207.83667170036063,10.448075,,,,38,,,,,,,1334409.1,975646.94,909181.7,1389093.2,1403329.9,1018436.75,
92,213.0380466999121,1.0029813,,,,,,,,,,,761104.8,297701.28,491483.72,1231537.2,1088332.8,363679.62,
23,214.04850031698584,0.3586798,,,,6,,,,,,,262626.16,2672571.2,2678125.5,113240.95,181478.73,2336182.5,
26,215.03266190159357,0.36568078,,,,,,,,,,,97680.67,765380.0,1061560.8,188390.1,82203.27,652213.06,
264,216.85380566317565,7.8750253,,,,5,,,,,,,0,973149.44,862056.0,0,0,668489.7,
9,216.90926347179206,0.34397662,,,,6,,,,,,,2918465.2,3180489.8,4587443.0,4308612.0,4698637.5,3695901.2,
15,216.91836483452846,0.35107958,,,,6,,,,,,,1408290.6,841178.44,1135043.4,1294037.6,1328449.8,929820.94,
134,217.04231280059972,6.102396,,,,,,,,,,,896082.06,845823.0,555241.9,787289.7,851732.0,481186.7,
116,217.0423509102698,3.5176723,,,,,,,,,,,1737028.6,1914248.5,2132795.0,1790274.4,1786918.8,1700377.5,
34,225.06142363398837,0.37783614,,,,30,,,,,,,1164403.1,1213876.4,1759997.5,1436633.4,994173.5,1216341.4,
122,227.96663641084956,4.6858764,,,,7,,,,,,,2084319.4,1838150.9,1803878.8,2031649.9,2077965.5,1769908.8,
104,229.09822376934542,2.6066139,,,,11,,,,,,,4977417.5,3797914.2,5254959.0,5508786.0,5024419.0,4051459.2,
107,229.09824776236465,2.729584,,,,34,,,,,,,2323310.0,1845616.4,2537166.5,2598872.5,2398797.2,1895743.1,
453,229.90084064922357,9.058246,,,,,,,,,,,1151643.6,518120.34,342215.47,1203742.4,411749.28,448090.6,
379,229.9008442418591,8.733685,,,,20,,,,,,,6068991.5,5252055.0,5197470.0,6029999.0,6083483.5,4951586.5,
121,229.9643959491134,4.6858673,,,,7,,,,,,,2019742.4,1784216.2,1754863.9,1966212.2,2026941.6,1723078.8,
102,230.10144833753915,2.605717,,,,,,,,,,,713509.44,548138.75,685155.2,781092.06,721925.3,569439.25,
106,230.10149424480355,2.696627,,,,,,,,,,,465255.38,162285.1,378078.5,359657.94,330040.0,465087.56,
10,232.8831441329439,0.34568492,,,,,,,,,,,440165.88,118315.41,31738.502,1011713.0,847181.75,76500.69,
109,233.1030563618173,2.7964973,,,,,,,,,,,771025.4,417133.75,884046.94,896161.9,843216.9,497641.03,
31,242.0796988693003,0.36829674,,,,6,,,,,,,147765.92,1113509.1,1067766.4,176601.81,102104.25,997828.7,
354,243.89920391466055,8.541651,,,,26,,,,,,,1902347.2,4806851.5,4889621.5,1828937.2,1873279.4,4405302.0,
355,245.89474680682284,8.542356,,,,26,,,,,,,777911.5,1770158.9,2016705.6,1479180.2,734991.94,1817124.2,
439,248.96032349068216,8.967299,,,,3,,,,,,,916186.4,1364341.0,1321688.6,900941.1,890192.5,1288573.6,
490,248.96035870135742,10.1742935,,,,4,,,,,,,1558472.9,2291729.0,2278506.0,1588866.5,1480415.8,2323958.5,
258,248.96037076313027,7.872431,,,,5,,,,,,,268129.56,1058218.6,1010993.94,253508.36,142887.69,1037526.3,
230,248.96038437908453,7.8204045,,,,19,,,,,,,285422.12,828754.56,906851.9,264782.53,81734.65,816504.9,
197,248.9603853614002,7.3710647,,,,2,,,,,,,481705.4,953050.5,1023884.3,455287.84,411712.47,957737.4,
474,248.9603964043877,9.61351,,,,15,,,,,,,3431952.5,1181970.4,1183136.8,3386871.0,1610502.9,1035116.56,
198,253.21725178863028,7.37283,,,,2,,,,,,,302414.3,1171405.6,1498809.5,254851.34,355960.34,976446.44,
223,255.23287517702224,7.770494,,,,,,,,,,,222042.06,370546.75,442908.28,205543.4,251276.38,282712.72,
20,258.0381214109431,0.35692954,,,,,,,,,,,73264.55,1386481.0,1284059.1,43812.91,27246.246,1231079.8,
17,259.02214940125515,0.35611287,,,,,,,,,,,460733.84,811028.56,522522.03,265718.72,368393.38,559851.44,
380,265.14774096126797,8.750234,,,,20,,,,,,,688270.9,839030.6,870252.25,686016.2,698192.06,852108.1,
133,265.14787905802586,6.0658994,,,,,,,,,,,757901.1,1241907.1,1456497.9,721934.7,773676.06,1104937.0,
147,271.2278167152743,6.5137725,,,,,,,,,,,43080.355,37512.03,66051.22,42071.156,34649.72,38811.418,
166,271.2278620992237,6.9418774,,,,,,,,,,,128958.266,89301.0,35324.2,113562.734,116262.07,89789.65,
173,271.22786416273914,7.1512675,,,,,,,,,,,1510999.8,1610510.8,975112.25,1415897.2,1551029.1,1431407.9,
137,271.2278868970025,6.202106,,,,12,,,,,,,232613.83,126720.76,189121.61,207779.97,222515.67,131797.38,
