row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML Peak area,NEG_TJGIp2_1_Run53.mzML Peak area,NEG_TJGIp2_3_Run192.mzML Peak area,NEG_TJGIp2_2_Run121.mzML Peak area,
550,359.21895837849524,4.443174,,,,83,,,,,,,680526.2,788561.8,742403.25,1319186.1,1007274.6,1258375.1,
792,359.2803468655804,5.473641,,,,145,,,,,,,226490.4,303124.03,223490.48,448919.1,517154.62,365053.3,
243,360.1774827308634,2.7612076,,,,31,,,,,,,385329.5,574933.06,401196.12,760522.7,647947.3,676264.44,
1262,362.2370142225798,6.88577,,,,,,,,,,,1830843.9,1875916.8,184366.6,1376291.9,0,381060.22,
1222,362.2370484955814,6.8150063,,,,,,,,,,,1078569.4,0,463952.0,0,1521505.5,1433619.2,
1118,365.23317842142023,6.4470553,,,,,,,,,,,162477.53,216104.05,221101.81,224373.94,218770.33,222958.89,
1810,365.23634590198225,8.087595,,,,,,,,,,,139016.5,507783.53,40484.652,273166.2,0,140103.98,
283,367.18472924861567,2.9127443,,,,57,,,,,,,285713.66,236999.95,298677.2,268150.75,351296.88,303216.6,
1541,368.3166712548273,7.65222,,,,146,,,,,,,1403182.4,910836.2,2325124.5,1057328.4,2137893.2,1558385.6,
1395,369.300809191702,7.3627753,,,,42,,,,,,,1.2097952E7,9989259.0,2.0658162E7,1.0796031E7,7146684.5,5427815.0,
1205,369.3008529153752,6.702618,,,,144,,,,,,,346725.44,312171.0,651946.94,305828.78,249395.64,133244.58,
1248,369.3008759113975,6.868284,,,,,,,,,,,53507.457,40677.504,98069.414,46664.05,42226.652,38295.336,
1738,369.3371545987995,7.8776646,,,,,,,,,,,1341495.8,1178028.6,2262502.2,1226795.5,905702.06,660677.8,
1956,369.33719228794575,8.637516,,,,,,,,,,,2455043.0,2742318.8,3102255.2,2310211.0,1924975.5,1584508.9,
14,371.13607779070713,0.35920855,,,,10,,,,,,,858924.2,1186822.0,1385990.0,1213262.8,1107073.2,1162681.1,
776,371.2549925110931,5.422832,,,,,,,,,,,180776.62,243157.69,188276.12,319640.25,257701.45,254088.61,
722,371.25512496435516,5.2318864,,,,,,,,,,,224998.95,305725.28,370285.34,400287.22,392695.2,429239.75,
1783,371.31640690018685,8.041458,,,,,,,,,,,836829.75,958795.06,1001024.94,889502.1,1123313.4,735221.0,
1303,371.3164087147333,7.0831494,,,,,,,,,,,590505.7,462335.72,1108283.1,486176.38,489374.44,260970.06,
1253,371.31652865530583,6.889027,,,,177,,,,,,,596430.56,500899.6,1018569.1,493229.72,442568.56,321506.16,
1149,371.31655394427656,6.542333,,,,114,,,,,,,56357.867,60747.6,132595.33,53621.28,42981.14,18164.8,
1211,371.31663791665363,6.7295074,,,,,,,,,,,106319.36,89731.34,214813.25,92301.38,72397.805,49384.47,
755,374.24481770334506,5.3558936,,,,22,,,,,,,1193950.6,1088899.9,701318.2,796819.94,437010.44,400968.66,
553,375.2177960125689,4.4468455,,,,83,,,,,,,575227.6,597112.8,653108.2,1056610.2,1195649.5,1215633.5,
37,377.08518397701886,0.37278903,,,,10,,,,,,,780461.8,1054297.2,1553952.8,914003.5,692361.4,1228907.9,
1464,379.15802804228014,7.4434733,,,,30,,,,,,,1045804.7,950200.4,1303483.6,777162.25,562457.7,1269402.5,
1442,379.2157382721828,7.4667926,,,,,,,,,,,309959.88,112392.42,33240.25,83423.6,240734.75,819149.9,
1524,379.21592143475,7.622663,,,,,,,,,,,167479.75,730435.94,0,480116.16,0,0,
373,380.0445580570253,3.40287,,,,,,,,,,,92675.766,123249.13,113095.97,165757.81,106778.83,154146.89,
516,380.0445902600557,4.134419,,,,,,,,,,,191952.28,306246.1,256989.98,428349.66,268929.66,340328.3,
348,380.1575200801166,3.283475,,,,,,,,,,,90670.234,93363.9,74798.016,100995.734,119963.484,91001.79,
1443,380.16041284058156,7.443437,,,,,,,,,,,256865.66,230033.27,326970.4,181375.45,130611.555,317113.5,
1208,380.2805173008732,6.705278,,,,144,,,,,,,448105.1,588348.9,602150.7,656535.8,679988.06,753024.75,
1000,380.2805864960201,6.0692406,,,,55,,,,,,,241694.95,208660.34,153372.03,334953.12,429557.72,250039.22,
1071,380.28061523626076,6.318909,,,,123,,,,,,,441493.25,387572.66,295053.2,705905.3,807100.4,573664.94,
1711,381.1737415509231,7.7861996,,,,,,,,,,,265637.47,232111.08,303252.22,170711.73,174995.17,340314.6,
1547,381.2314568269522,7.6419115,,,,170,,,,,,,1728658.5,8331598.5,10572.8955,3448770.5,0,74558.96,
1433,381.23147608181256,7.4342117,,,,,,,,,,,845094.0,3419.0762,322886.56,0,1695612.1,2874238.8,
1838,383.18940207406945,8.137622,,,,103,,,,,,,797292.94,1241618.1,921589.5,560094.8,768264.75,1652793.5,
1511,383.31657289625946,7.5926757,,,,52,,,,,,,454734.78,379973.97,1054286.4,346648.84,359915.62,170615.52,
1805,383.3528917285873,8.090836,,,,128,,,,,,,3284544.0,4233330.0,7059427.0,3327190.5,2995207.2,2653578.5,
1975,383.35296278861756,8.795018,,,,155,,,,,,,7444520.0,1.1537448E7,9228918.0,7951066.0,7009649.0,6402029.5,
2127,383.3530165024249,10.798607,,,,,,,,,,,144836.44,187542.08,4102.1533,51665.23,34517.98,69585.45,
2007,383.3530404799495,9.262705,,,,,,,,,,,52425.434,197936.0,239543.72,34321.34,27222.953,0,
2121,383.35304470794074,10.735817,,,,,,,,,,,67615.664,164085.47,0,18056.37,30498.604,178454.92,
262,384.14267312697274,2.855533,,,,94,,,,,,,171418.81,119126.79,86832.59,142962.66,190647.94,123891.59,
282,384.14268339420397,2.9153967,,,,,,,,,,,333187.22,363994.97,214100.08,434886.22,558471.1,400440.16,
1833,384.1917955820846,8.136786,,,,,,,,,,,200800.02,325262.78,227089.89,140223.06,190309.38,419801.94,
1489,384.3117086229519,7.4570007,,,,11,,,,,,,349398.8,437445.16,478396.22,479661.03,347447.12,562172.4,
829,385.2708528568847,5.598759,,,,93,,,,,,,4650348.0,5744734.0,4619742.0,7494746.5,6507984.0,6418230.0,
1235,385.295942169219,6.809775,,,,,,,,,,,136608.16,119347.04,317946.38,133677.3,126733.75,92233.49,
1904,385.33215571981646,8.246276,,,,,,,,,,,609671.06,696192.6,1014514.94,432557.8,696044.1,490729.53,
1274,386.29116522361477,6.9750266,,,,,,,,,,,408675.5,266308.56,233021.47,465060.6,669880.3,381046.16,
33,387.11407436639996,0.36974284,,,,10,,,,,,,949466.06,1447807.1,2668489.0,1409349.5,1191297.0,2111838.5,
678,387.2502285399901,5.10994,,,,,,,,,,,526602.5,674143.3,586282.4,1127610.6,920252.5,978946.5,
1399,391.2828970677503,7.3626933,,,,,,,,,,,248542.2,185229.94,844715.3,316144.44,115073.766,187296.05,
1570,391.29832246920733,7.689157,,,,111,,,,,,,964224.2,458957.53,1055033.5,779150.3,668425.25,250948.73,
1450,393.2679569473535,7.4000077,,,,,,,,,,,533874.8,847280.3,74042.37,687069.75,98239.67,190147.42,
442,395.0770920627153,3.7984962,,,,,,,,,,,39805.91,45644.12,70833.08,145207.28,68477.85,189127.23,
502,395.07717800470573,4.102223,,,,125,,,,,,,332727.4,372777.72,519258.4,899980.56,507503.22,989979.9,
1968,395.3528434419754,8.723603,,,,6,,,,,,,6838887.0,7565014.5,5270741.5,6374580.0,6234570.0,7047871.5,
130,397.1837472168192,0.7807115,,,,,,,,,,,82355.414,3875.7007,3421.4954,4344.8115,24181.023,63522.29,
381,397.18427323449356,3.446335,,,,,,,,,,,174139.9,161052.08,142330.22,210678.95,281528.62,305540.3,
398,397.20090213409225,3.5420988,,,,,,,,,,,452303.3,715505.7,408743.66,609622.1,271625.7,497006.94,
662,397.2020700481044,5.0455694,,,,96,,,,,,,647124.94,890560.1,748234.1,474584.0,538387.4,364412.78,
1221,397.2263414674657,6.828528,,,,,,,,,,,2359358.8,3866867.5,555555.94,2002513.6,0,5002353.0,
1194,397.22638016895314,6.7448406,,,,,,,,,,,873583.1,0,604862.94,0,2002167.9,3482580.0,
1727,397.3320671312153,7.8075643,,,,79,,,,,,,2863409.2,2065049.1,5311360.0,2408231.5,2109022.0,1284053.5,
1599,397.332103585168,7.6772084,,,,146,,,,,,,480703.56,305822.56,720322.4,255855.25,585745.44,371481.94,
1351,397.33213886628954,7.2360063,,,,142,,,,,,,67053.77,47890.414,115732.16,41810.516,51135.74,29719.701,
1910,397.3683755325549,8.282868,,,,136,,,,,,,77000.445,66353.85,159263.03,60065.566,56955.746,33933.53,
1994,397.3685211861196,8.990983,,,,,,,,,,,1773232.1,2500262.0,3366340.0,1708872.1,1725129.2,1510288.8,
1518,399.18427429951197,7.6266036,,,,,,,,,,,177806.44,211200.45,659516.4,154411.89,278793.4,159213.92,
1372,399.3265942640539,7.3251667,,,,81,,,,,,,1116199.9,931253.5,1451026.4,1525454.2,1385975.9,2401798.5,
1966,399.3476674737108,8.719142,,,,,,,,,,,939022.6,1839199.8,1570968.5,1089868.0,822935.25,812117.2,
1934,399.34768128973724,8.433696,,,,23,,,,,,,1.7308522E7,2.105687E7,2.6372088E7,1.4722489E7,1.9132216E7,1.5351817E7,
1437,399.34774558540283,7.432836,,,,68,,,,,,,72887.164,78366.984,174045.12,79185.69,27372.594,33206.305,
2005,399.3477718451159,9.246984,,,,,,,,,,,94940.46,216531.2,251339.58,71404.125,71128.27,21623.303,
1983,399.3477814058349,8.893558,,,,112,,,,,,,272141.2,672827.56,528063.8,309339.1,219011.72,232155.53,
1514,399.3477908931252,7.603142,,,,52,,,,,,,216049.88,373591.25,1016907.5,215716.5,247014.94,169377.23,
534,401.0448738792449,4.3063912,,,,,,,,,,,23330.678,43354.45,42627.96,67862.61,45337.234,65078.344,
659,401.0449439871345,5.0125213,,,,,,,,,,,546260.56,695260.5,717307.8,787822.25,681239.94,780215.7,
799,409.15572098195685,5.4861984,,,,145,,,,,,,527493.56,509570.0,440891.5,583360.0,603663.9,677587.4,
759,409.1557258329051,5.3701053,,,,160,,,,,,,779553.56,677008.6,546399.2,869483.7,703927.7,846108.7,
667,409.1558201599919,5.054611,,,,179,,,,,,,89862.78,70680.42,81346.66,97910.92,105118.74,102158.96,
1353,409.2359379019393,7.1873374,,,,,,,,,,,1477755.8,5287632.5,551745.94,7525892.5,359116.03,1216052.1,
1289,409.2359655685444,7.0253906,,,,,,,,,,,5519689.5,356172.3,7597666.0,464750.4,7452734.5,9236932.0,
1600,409.2360911648552,7.677221,,,,146,,,,,,,389530.66,1548809.6,495701.4,1157566.0,229962.12,658580.44,
1776,411.34771083033166,8.008729,,,,,,,,,,,81922.74,89390.55,194734.64,84261.12,77112.42,33154.08,
1923,411.3477161250558,8.352075,,,,,,,,,,,1782101.5,1467139.1,1311147.2,1278424.9,1836644.0,1618789.1,
2002,411.3842005135413,9.2231455,,,,,,,,,,,3227564.8,3849715.0,7105293.5,2574108.5,2615484.2,1620880.4,
440,412.1037418164994,3.794109,,,,,,,,,,,388808.38,563569.8,631442.5,1042176.94,777803.8,801182.25,
1345,412.2702271363717,7.2640624,,,,,,,,,,,462750.75,0,1312451.6,0,2159092.8,1842202.6,
1368,412.27028498512124,7.318833,,,,,,,,,,,1167588.1,2141737.2,1651875.6,3836077.8,21474.51,2445478.8,
1954,413.3634278747729,8.608754,,,,141,,,,,,,5613923.5,1.0649945E7,1.1463451E7,6029134.5,5486578.0,4482229.5,
1987,413.36347950204464,8.904239,,,,112,,,,,,,120252.12,489718.53,293725.4,181660.86,61716.215,37846.824,
631,415.23373281147695,4.894018,,,,,,,,,,,1783768.2,1744600.9,1219980.5,2830790.8,2967794.0,2381709.8,
1231,416.3017020279207,6.792685,,,,,,,,,,,495274.47,408032.4,351030.6,743502.1,1006443.1,674562.94,
1483,419.1081567298509,7.453076,,,,11,,,,,,,897940.56,1105500.8,2147957.5,1019285.4,524104.12,1150767.5,
756,420.2504148686549,5.356791,,,,22,,,,,,,1731956.9,1533905.2,1017612.2,1120764.2,628523.4,586031.4,
1484,421.10515929725716,7.453874,,,,11,,,,,,,1159078.6,1437063.9,2716232.0,1283098.1,702844.9,1497292.4,
1665,421.10524445928064,7.6905665,,,,146,,,,,,,325477.7,190668.03,785562.9,166685.23,262505.62,314433.8,
1252,421.2262002214262,6.8638935,,,,,,,,,,,1076769.9,1040213.25,293757.9,2626600.0,0,0,
2000,423.38422642582805,9.1077585,,,,,,,,,,,539028.94,524688.56,326903.34,360486.12,523998.6,454668.34,
486,425.1962134277676,4.014388,,,,,,,,,,,256515.44,433933.9,259048.7,320354.22,179095.44,250003.22,
763,425.19694324526404,5.378233,,,,,,,,,,,374613.66,512692.0,422565.16,367616.47,349560.25,280977.9,
645,425.2270268813038,4.953645,,,,19,,,,,,,410211.8,314260.28,422054.7,382216.75,397877.34,422914.9,
1461,425.2574740973546,7.4821124,,,,,,,,,,,30123.54,0,353867.8,0,1398657.8,719427.1,
1631,425.2576511486715,7.704364,,,,146,,,,,,,3157083.0,1655508.1,1121465.5,571247.44,0,6760283.5,
1721,425.2576726995065,7.746359,,,,,,,,,,,1511773.8,3411321.5,223599.34,1496216.2,0,0,
2014,425.39995634290017,9.460818,,,,,,,,,,,273003.66,203482.2,413444.38,208093.72,246726.08,182239.14,
294,426.1896173333007,2.9670556,,,,98,,,,,,,904498.7,960306.9,516713.6,1055409.1,1522034.5,845556.56,
274,426.18963956304196,2.876009,,,,,,,,,,,500399.06,481859.12,275540.94,548913.0,814131.94,468550.12,
637,426.96765741475593,4.924588,,,,,,,,,,,9527969.0,1.0687588E7,9711272.0,1.1225982E7,1.1317566E7,8933096.0,
1798,427.21531987563077,8.08571,,,,,,,,,,,55469.96,88938.65,199349.02,66223.52,56965.07,19704.904,
1324,427.215348521232,7.1425376,,,,,,,,,,,219777.3,108115.14,410505.3,109509.59,107855.09,65966.305,
1974,427.3788456003925,8.77674,,,,,,,,,,,1129836.5,2150679.5,2351573.2,1270813.5,1366629.2,1245250.6,
1403,428.30149012943684,7.38362,,,,,,,,,,,256030.1,208780.64,219268.25,402299.22,276119.44,324168.75,
1358,429.30076959030265,7.262917,,,,77,,,,,,,518881.22,399688.25,528374.2,545071.0,622929.1,570492.6,
1280,429.30084344684866,6.9926925,,,,120,,,,,,,237294.02,191337.7,201122.77,232719.31,274567.47,210253.44,
565,431.2286898875634,4.543895,,,,,,,,,,,579914.4,291580.28,190755.77,542071.0,1135437.6,420104.38,
1773,431.2800207463099,8.0048895,,,,,,,,,,,55819.16,66569.234,63995.734,68284.22,121952.04,92804.39,
1371,431.2800632133804,7.324192,,,,81,,,,,,,834252.06,768905.5,809731.0,1108404.6,909178.4,1132314.1,
1613,433.23560560643995,7.6804237,,,,146,,,,,,,335334.4,847395.75,568565.4,737621.6,259980.6,547035.56,
1142,433.2358584807586,6.5448365,,,,,,,,,,,2593820.8,620510.2,9299833.0,665575.56,1.8499978E7,8889198.0,
1201,433.23588098530564,6.6736946,,,,,,,,,,,1.4151137E7,7239692.5,2.067735E7,9055272.0,7697201.5,2.8125674E7,
1250,433.23591058691585,6.8074813,,,,,,,,,,,3496041.5,1.2347053E7,1362965.4,1.3080818E7,824790.06,3301118.2,
1694,433.295546581035,7.7234664,,,,,,,,,,,764901.75,426739.97,1161142.2,462481.78,1710427.5,940445.9,
1334,433.29555612116263,7.147865,,,,,,,,,,,145232.33,120267.84,166405.95,169219.48,211046.64,163287.1,
1354,435.25164315145315,7.2079773,,,,,,,,,,,750305.25,847382.56,1134431.0,1179398.5,552079.94,3227972.2,
1466,435.2517372819813,7.3837686,,,,,,,,,,,241101.27,973723.4,153618.03,1100752.5,9238.534,202221.69,
1295,435.25213479318,7.094963,,,,,,,,,,,432030.56,5757.089,3047834.2,47238.742,2064483.4,1121142.8,
1590,435.2525787614929,7.678009,,,,146,,,,,,,70739.36,954988.0,221847.27,711942.94,6816.0244,173206.27,
1931,435.27818311043234,8.402514,,,,89,,,,,,,4662564.0,4768041.0,2744657.0,7638041.0,7025091.0,7516700.0,
1617,437.22254220556107,7.681086,,,,,,,,,,,434244.47,367939.0,909915.5,335823.3,305030.12,152951.73,
47,439.0861254308038,0.37730217,,,,10,,,,,,,234853.25,843501.6,2185118.0,727661.5,466721.97,1518984.6,
1817,439.27279581140436,8.096939,,,,,,,,,,,120878.95,431584.8,19961.041,265801.06,0,86127.7,
1962,439.3790183095419,8.694087,,,,,,,,,,,2003704.5,2441329.5,1860341.9,1948546.0,2037399.2,2136110.0,
2023,439.4155048791983,9.752226,,,,,,,,,,,495223.6,338539.9,688877.75,359329.94,361465.9,348685.3,
2021,439.4155188604672,9.575065,,,,,,,,,,,52398.734,59824.652,97907.34,42143.184,32927.89,19619.713,
1769,440.3014303124624,7.9492054,,,,,,,,,,,256868.86,524787.7,212014.92,541760.7,9645.115,836903.94,
685,441.1919703970346,5.153635,,,,,,,,,,,233940.22,447623.9,357591.88,221708.42,230707.8,153193.53,
666,441.1919832764818,5.0501113,,,,,,,,,,,158341.33,237813.61,198967.39,119570.586,128499.16,94061.23,
1275,441.2523902704946,6.94221,,,,,,,,,,,2017401.4,3161592.5,214998.81,1643969.9,0,1406263.6,
1237,441.2524370860839,6.8756123,,,,,,,,,,,1238935.9,0,493700.56,0,1752721.9,4197338.5,
1240,441.3005392573537,6.851026,,,,91,,,,,,,172504.39,97075.77,174926.84,134255.1,163624.72,240526.83,
1320,441.3007979806677,7.137467,,,,43,,,,,,,796982.94,582210.6,805737.06,804924.6,876431.4,1271512.9,
1178,441.3008533705773,6.607694,,,,70,,,,,,,220352.33,159545.8,235831.47,234855.39,216351.89,191776.75,
1495,441.3010002880433,7.474531,,,,,,,,,,,260210.77,394894.9,438144.44,280056.84,226639.31,258702.34,
602,443.13487760245016,4.781557,,,,,,,,,,,311707.1,338290.56,328331.44,127162.69,177511.42,110628.42,
1382,443.3164968300329,7.3269076,,,,81,,,,,,,6231772.5,5262429.0,7656087.5,8079620.0,7544368.5,1.1747189E7,
1766,443.31654726699554,7.9536576,,,,,,,,,,,68578.055,39066.92,136456.03,119471.586,128735.375,196038.94,
2134,443.316585972418,11.051605,,,,,,,,,,,0,0,18459.94,33509.203,422597.97,106185.234,
2122,443.31665500112314,10.779367,,,,,,,,,,,3793.9111,7205.646,0,63642.54,102355.5,508513.66,
1278,443.31665785168747,6.9829216,,,,159,,,,,,,167435.62,140240.61,179626.03,180541.97,170070.8,218876.88,
974,445.1556854128814,6.0147285,,,,2,,,,,,,520288.16,448167.16,420041.9,485416.38,482235.97,432287.62,
1219,445.29581979990826,6.765471,,,,163,,,,,,,1108297.1,872114.6,860410.2,1084345.4,1239404.1,1192155.9,
843,446.1507565426641,5.662876,,,,36,,,,,,,649560.8,624632.06,580320.8,802652.8,743165.1,768846.44,
1036,452.27821300971044,6.193311,,,,,,,,,,,4039988.5,5278250.5,5173919.5,6297258.5,5446506.5,7372008.5,
1007,452.27831807166893,6.079717,,,,24,,,,,,,414762.78,575504.6,618973.4,632941.56,580249.8,759344.6,
1546,453.2524390596703,7.6506805,,,,,,,,,,,395855.4,233513.97,660540.5,227588.17,232260.86,146199.7,
1486,455.0847570956739,7.456228,,,,11,,,,,,,277162.06,554185.56,558915.6,472777.78,153994.73,380054.03,
597,455.1713748193727,4.7815557,,,,14,,,,,,,1316961.9,1576080.1,1389922.0,842868.6,952452.56,704735.4,
684,455.17252490755214,5.1527276,,,,,,,,,,,104723.08,142912.56,126702.39,49529.758,58160.32,35192.17,
1537,455.24685026060774,7.650665,,,,146,,,,,,,8156639.0,5105759.5,1.3570088E7,5144158.5,5851522.5,3386973.2,
1944,455.2468586540319,8.468712,,,,48,,,,,,,95699.98,173126.6,328802.88,100868.625,44392.22,51650.473,
1521,455.3369146544571,7.640166,,,,,,,,,,,147329.67,48445.383,521189.2,60448.9,108398.66,40716.156,
302,456.20012076885104,3.0122592,,,,,,,,,,,276441.44,260081.7,157817.78,283115.06,393972.4,438468.12,
316,456.200276386874,3.0999138,,,,97,,,,,,,495692.7,501392.44,277598.06,500289.6,735500.6,524693.25,
683,456.30809816027903,5.1271615,,,,132,,,,,,,777589.4,1168725.5,589389.06,1359811.0,998664.9,1098196.4,
709,456.3081071634421,5.2082305,,,,,,,,,,,190176.3,221476.98,121141.44,170476.61,185129.39,258828.16,
1487,457.0818007241873,7.45703,,,,11,,,,,,,465074.06,903178.44,901572.9,780590.2,254744.25,608073.3,
2129,457.18673096824375,10.827715,,,,,,,,,,,0,0,792271.2,0,0,230691.0,
579,457.1871065803237,4.6705,,,,51,,,,,,,2430900.0,3193540.0,2905588.8,1967510.6,2149628.8,1743629.9,
1545,457.3322639532239,7.653889,,,,,,,,,,,194418.67,31044.709,505988.25,98283.92,98533.72,69225.15,
578,458.19046696645563,4.672302,,,,,,,,,,,645133.94,860775.8,775567.25,523098.22,567795.1,455298.22,
591,458.2873734290876,4.731361,,,,88,,,,,,,2649026.8,3353064.5,2821849.5,4109963.8,2962191.8,3181376.2,
1346,458.3127134241594,7.20429,,,,,,,,,,,181782.69,146822.66,198513.56,334541.4,524370.2,271840.8,
1900,459.2783578020199,8.260449,,,,85,,,,,,,542642.8,659913.4,398792.44,1075610.0,919346.6,1675732.1,
437,459.2824504470106,3.7814863,,,,,,,,,,,816735.06,1660996.6,2066135.4,1838893.9,1705090.6,1488188.8,
589,459.2906841278746,4.73136,,,,,,,,,,,633860.7,767062.94,676519.8,1010211.6,703987.94,772534.2,
1759,459.2937471699421,8.004331,,,,,,,,,,,51740.945,0,19702.316,0,330848.16,144188.45,
1806,459.29381469874494,8.074863,,,,,,,,,,,239675.84,343363.16,61526.96,401800.34,3651.8108,357809.12,
1286,459.3116208568938,7.0051675,,,,120,,,,,,,1928801.9,1672856.8,2059672.9,2332403.8,2254558.2,2401372.0,
1213,459.3116467327059,6.738505,,,,75,,,,,,,239176.88,218824.06,216382.64,238866.23,247299.98,259957.52,
1164,459.31168082050414,6.568381,,,,28,,,,,,,717223.6,762481.7,797377.56,989746.06,963322.6,914170.5,
1485,459.3116839844034,7.454658,,,,11,,,,,,,230586.83,286505.75,298903.94,316131.0,245077.06,333401.47,
19,460.16682623518454,0.36451685,,,,10,,,,,,,459548.88,654016.44,1033486.9,593948.9,615913.44,955827.6,
900,461.2232793634437,5.8026843,,,,,,,,,,,133653.95,127681.48,138792.38,242980.75,151337.8,154780.36,
1162,461.2234963220911,6.569299,,,,,,,,,,,429876.72,294215.47,229659.84,566156.25,356942.6,486259.4,
1361,461.32727490375026,7.284267,,,,,,,,,,,299694.9,216043.16,495542.03,342199.22,362402.22,601343.44,
1014,463.30664180209334,6.1169305,,,,,,,,,,,332402.8,311125.44,394669.8,448451.0,569472.1,434420.16,
1948,463.3097963932041,8.62334,,,,63,,,,,,,1233099.1,1461943.1,714310.5,1610606.2,2196965.0,3114566.5,
531,465.18944382715534,4.289643,,,,,,,,,,,202176.7,179576.7,92553.65,218779.92,407880.8,210763.58,
1397,469.2259535620645,7.364483,,,,42,,,,,,,886885.0,357940.78,1277790.1,387667.53,245433.58,270345.0,
1476,469.28298818900066,7.4754086,,,,,,,,,,,0,0,49412.94,0,407692.2,0,
1604,469.28329966865095,7.6761384,,,,164,,,,,,,1237166.6,52630.91,563955.3,3040.7798,918539.06,5176776.0,
1739,469.28361445994943,7.825879,,,,,,,,,,,669245.2,1467931.4,122771.05,703033.0,0,958478.8,
1751,469.3319461613364,7.9253516,,,,100,,,,,,,1408899.5,108522.92,550659.8,850290.6,182710.19,961230.0,
770,470.3234914795444,5.39867,,,,50,,,,,,,1.2545861E7,1.8269036E7,1.2122239E7,2.0786826E7,1.6617203E7,1.5343713E7,
660,472.3028504184683,5.0247254,,,,,,,,,,,416651.75,723630.4,524764.94,930531.3,684624.94,647075.3,
765,472.3293144327363,5.3978953,,,,,,,,,,,534862.2,799318.75,532025.56,913384.7,715036.94,671765.25,
1933,472.3638795502663,8.433708,,,,,,,,,,,371753.5,392531.5,373779.0,165112.77,331333.88,328594.16,
1499,473.28208771104397,7.5319633,,,,,,,,,,,3628652.8,101281.85,3691378.8,83554.48,1.1891237E7,5532112.0,
1569,473.28212194336925,7.664351,,,,184,,,,,,,1.5332272E7,2.1069134E7,8707393.0,1.5732162E7,15514.327,1.2425527E7,
1786,473.28215037796576,8.03199,,,,,,,,,,,146546.22,242003.53,0,122494.55,0,7066.2153,
2032,473.28229404094327,9.858506,,,,,,,,,,,379065.44,265086.03,322951.47,272291.44,290652.38,269769.66,
1260,473.2907269484803,6.9184012,,,,,,,,,,,2193294.5,2343120.8,1815644.2,2536188.5,2543856.5,3359018.8,
1177,473.2907531218552,6.6041875,,,,70,,,,,,,258270.31,219829.33,260110.2,319805.22,339293.8,338836.78,
1130,473.2910289630834,6.480104,,,,,,,,,,,194894.5,217391.2,212249.88,220481.03,273440.97,254120.42,
1244,474.29415391483684,6.9184375,,,,,,,,,,,469823.44,309075.2,478882.72,272759.84,758013.0,886822.4,
788,475.20252589657275,5.4673343,,,,145,,,,,,,237582.53,224669.14,185841.03,312557.4,247930.98,288899.8,
1017,475.20257008388563,6.1285405,,,,7,,,,,,,569277.8,428118.62,397042.66,524809.5,533947.7,573172.25,
1641,475.2887373814612,7.673021,,,,,,,,,,,384534.75,1061123.0,95949.766,723373.1,0,334141.72,
1394,475.3061751327254,7.3610516,,,,42,,,,,,,2178932.2,2004721.9,2006845.5,1955209.5,1855012.2,2726095.0,
1294,475.3065578435823,7.0423627,,,,,,,,,,,147563.52,118555.1,148385.5,186192.02,170733.36,127819.47,
1951,475.3094776620007,8.596635,,,,,,,,,,,745444.1,850208.56,594323.94,1072541.6,1041357.75,1287084.2,
939,476.2780498254487,5.8978286,,,,60,,,,,,,1732222.5,2205452.0,2540858.8,2642945.0,2188782.8,2654055.5,
969,476.27815443111103,5.998408,,,,,,,,,,,6035623.0,8014664.0,8608646.0,9262120.0,7497835.0,1.055884E7,
656,477.2130673490765,5.001202,,,,,,,,,,,265269.28,387322.22,285689.06,239954.44,228933.81,181662.31,
588,477.21526158871256,4.7249684,,,,,,,,,,,26713.404,33657.74,28286.56,26903.732,17604.62,20303.705,
911,477.2180784660079,5.8324227,,,,,,,,,,,586213.56,922471.7,517946.03,1215865.5,917516.0,955580.7,
671,477.2181934232305,5.0874515,,,,33,,,,,,,303029.22,323203.78,293372.22,461659.5,391191.53,456739.5,
953,477.21819988325177,5.9354634,,,,12,,,,,,,3015324.2,1675094.4,2348508.2,3243534.8,1961013.4,2215269.2,
717,477.21837469868206,5.2711215,,,,121,,,,,,,52331.297,85133.08,96233.5,99446.85,74722.836,67064.81,
787,477.21852642021605,5.462029,,,,145,,,,,,,181550.25,209400.52,164256.6,275676.66,253535.0,250319.58,
940,477.2813948640522,5.8978286,,,,60,,,,,,,425771.53,575590.94,652826.8,693418.8,554254.8,695395.6,
1342,477.3220361247406,7.18367,,,,,,,,,,,140745.77,101480.58,178855.94,182780.88,160182.98,206528.6,
1272,477.3221666109,6.9652767,,,,4,,,,,,,219591.33,198581.98,221965.66,271774.88,234279.78,296423.25,
1960,477.32544005138243,8.681492,,,,,,,,,,,776700.6,750996.5,511482.78,819278.2,913138.4,1039061.3,
1047,478.2936514148285,6.256841,,,,64,,,,,,,194732.48,257089.81,338895.16,313988.0,271862.97,347739.2,
1084,478.2939665737699,6.3612037,,,,,,,,,,,738591.56,1090454.0,1354869.8,1289125.9,975610.94,1369366.6,
