row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_CC_2_Run48.mzML Peak area,2024_NEG_CC-AZA_3_Run71.mzML Peak area,2024_NEG_CC_3_Run62.mzML Peak area,2024_NEG_CC-AZA_2_Run39.mzML Peak area,2024_NEG_CC_1_Run21.mzML Peak area,2024_NEG_CC-AZA_1_Run24.mzML Peak area,
315,186.97064021715929,7.9471536,,,,7,,,,,,,546710.2,582727.2,577833.9,574915.2,578678.75,555497.94,
354,186.97064497203837,8.283488,,,,5,,,,,,,1402241.4,1203322.5,1461867.8,1398395.5,1379549.6,1322917.0,
12,187.09187678879405,0.36264578,,,,24,,,,,,,5221913.0,5041218.5,5100649.0,5100037.5,5284743.5,5363175.0,
108,187.86093796029454,5.325006,,,,,,,,,,,47199.15,165115.81,212259.11,78145.79,111107.55,115704.12,
123,187.86094082009544,6.0171065,,,,,,,,,,,172636.62,0,0,0,0,0,
113,187.86095233117962,5.7025037,,,,,,,,,,,0,234095.2,0,0,0,0,
516,187.86098623949852,10.492572,,,,,,,,,,,723687.06,759095.06,820527.7,943639.56,808752.9,923349.56,
418,188.90394478739253,8.759749,,,,20,,,,,,,2164254.5,1972433.6,2165871.5,1938738.0,2547669.5,2368240.0,
517,189.85797295405754,10.4915695,,,,,,,,,,,395141.28,403373.53,429215.4,596032.25,353458.25,542543.8,
238,195.81087900363408,7.358714,,,,,,,,,,,0,0,212913.92,0,0,0,
514,195.8109206222381,10.477214,,,,1,,,,,,,416430.03,507653.3,462736.62,461231.28,405695.72,488646.84,
120,195.90599048532815,6.0106945,,,,,,,,,,,198852.66,0,0,0,0,0,
524,195.9059954938324,10.547259,,,,9,,,,,,,718314.7,423202.2,604771.9,869312.8,741965.9,736440.2,
239,197.80790849253697,7.358714,,,,,,,,,,,0,0,278545.7,0,0,0,
515,197.80795364831576,10.477214,,,,1,,,,,,,526991.1,650403.0,618042.7,589255.94,551406.5,642948.5,
43,212.03529710132955,3.3038132,,,,,,,,,,,3421620.8,3748170.8,8122291.5,4276375.0,2627980.0,2624181.0,
53,212.0353061740394,3.54168,,,,36,,,,,,,1.7830688E7,1.7555554E7,1.3307568E7,2.3904922E7,2.1804692E7,2.141257E7,
52,213.0386205750481,3.54168,,,,36,,,,,,,2243994.8,2206466.5,1611549.4,2072192.2,2748449.2,2016352.9,
121,214.8799313182052,5.9654393,,,,,,,,,,,777054.6,18351.092,216166.8,104647.12,16127.288,34254.535,
114,214.87994381799567,5.6730065,,,,,,,,,,,59253.156,1096270.8,62085.44,160118.14,29718.564,46066.035,
519,214.88000033078342,10.517284,,,,9,,,,,,,2240876.0,2302751.5,2418514.0,3035143.0,2492331.0,2636386.8,
518,216.87681274245708,10.524331,,,,9,,,,,,,542881.75,571992.2,579799.5,913807.4,750248.9,750112.44,
532,221.8745725115449,10.627885,,,,,,,,,,,30818.73,145469.84,130703.72,59150.457,57027.152,88690.695,
416,221.8746132209136,8.756907,,,,20,,,,,,,4302809.5,3387031.8,3934483.8,2683969.5,3821850.5,3492918.8,
14,223.0685603643708,0.36650932,,,,24,,,,,,,480322.56,596485.7,484886.84,548220.75,493484.0,495697.72,
417,223.87233402712437,8.757903,,,,20,,,,,,,3088502.2,2433959.0,2839537.0,1914937.1,2715464.5,2475656.8,
18,226.10276827634107,0.37753797,,,,24,,,,,,,361107.12,353441.94,380469.2,378838.6,389183.2,412967.75,
83,227.96660306396257,4.7433395,,,,10,,,,,,,5891523.0,6017943.5,5632661.0,5813231.5,6061078.0,6005341.0,
85,228.9698857317962,4.7444706,,,,10,,,,,,,455355.97,466552.6,457055.28,481393.84,494201.06,475169.6,
84,229.96447912274644,4.7433395,,,,10,,,,,,,5972596.0,5781962.5,5573851.0,5722285.0,6014812.0,5848943.0,
86,230.96777725550365,4.7433395,,,,,,,,,,,474965.25,470160.25,443309.94,453921.75,476722.94,483858.34,
13,233.09734855674893,0.36264578,,,,24,,,,,,,611313.3,597634.0,650817.75,629358.8,663811.25,666590.0,
122,241.89891292024276,5.9745083,,,,,,,,,,,1409367.0,383250.94,287083.3,361964.4,262851.7,166189.6,
115,241.89891352800865,5.707132,,,,,,,,,,,312662.28,2123651.5,58162.074,284041.6,27388.023,86545.78,
523,241.89896263183854,10.53986,,,,9,,,,,,,4663717.5,4579208.5,4596702.0,6284843.5,5041547.0,5147601.0,
70,242.1761674179265,4.426087,,,,,,,,,,,480038.28,454237.94,483300.25,511507.38,504428.47,522375.4,
520,243.8992911332925,10.520882,,,,9,,,,,,,6553610.0,6795846.5,6755751.5,7655244.5,6564409.5,6969035.0,
410,243.8993235625721,8.7412195,,,,20,,,,,,,1.4672924E7,1.2720903E7,1.3773033E7,9291765.0,1.5627318E7,1.3467087E7,
240,243.89964782695597,7.31892,,,,,,,,,,,42743.773,9971.953,358852.88,0,123518.81,4405.948,
237,245.8947214800662,7.3460455,,,,,,,,,,,0,0,147436.88,0,12518.979,0,
521,245.89479502285008,10.521909,,,,9,,,,,,,2501461.5,2561778.0,2476471.0,2937447.2,2501359.0,2629906.8,
409,245.89480691964147,8.739995,,,,20,,,,,,,5680209.0,4902264.5,5271789.0,3579810.8,6012013.0,5135748.0,
396,248.89357941463186,8.630675,,,,,,,,,,,2318880.0,2534727.5,2358224.0,1346216.1,1983966.5,1653369.5,
419,248.89358015614934,8.76252,,,,20,,,,,,,8269600.5,7263869.0,5037829.0,3567559.0,7615335.5,6804559.0,
472,248.96041813219267,10.1396885,,,,,,,,,,,112043.47,98249.945,47797.504,35018.113,41204.66,71751.37,
493,248.96043830907695,10.277659,,,,33,,,,,,,395372.56,382511.72,352088.6,184135.88,391951.1,376166.06,
9,248.9604598474718,0.3391801,,,,4,,,,,,,963279.6,906977.7,969359.3,926575.6,1034036.3,982323.4,
46,249.0226922800323,3.4943974,,,,,,,,,,,5698965.0,5813781.5,5614002.0,6511280.5,6057187.0,7138089.0,
400,250.89167787409494,8.659953,,,,,,,,,,,1113544.6,1220852.0,1028378.3,563206.94,1172566.8,707755.7,
420,250.8916846631463,8.762807,,,,20,,,,,,,3645007.5,3183701.0,2225919.8,1559690.1,3392488.5,2975781.8,
531,255.82212021782604,10.631227,,,,,,,,,,,60793.812,102342.33,135194.53,24455.1,36575.13,81597.89,
512,255.8221732531725,10.475422,,,,1,,,,,,,294965.47,303807.34,309278.66,217025.34,269882.94,299721.6,
513,257.81916780407863,10.475422,,,,1,,,,,,,290398.2,306270.56,300644.62,221511.64,259929.69,282212.28,
19,262.07947481391386,0.37844148,,,,24,,,,,,,659109.8,799569.8,671318.6,738057.6,723979.0,701390.56,
67,263.03834418787056,4.26893,,,,,,,,,,,334334.7,336773.84,330672.06,338962.12,347975.78,334074.97,
40,265.01762158250875,2.838336,,,,,,,,,,,1788778.2,1756093.1,1767804.5,1804213.6,1947526.1,1898654.8,
42,265.0176256570746,3.1784494,,,,,,,,,,,3243903.8,3229426.2,3214153.5,3361603.5,3461896.0,3506202.0,
125,265.14790213326955,6.0216117,,,,,,,,,,,215177.77,334637.03,434567.06,267299.5,580032.0,374269.12,
87,266.9888455149396,4.758435,,,,44,,,,,,,1532154.0,1433375.8,1368003.4,1564325.8,1691425.6,1564100.5,
88,268.98573880660456,4.758435,,,,44,,,,,,,515641.25,468511.84,455835.0,501102.9,568111.9,503915.84,
33,271.06163410171484,0.87547415,,,,,,,,,,,4884772.0,4853439.5,4656125.0,4846559.0,5095256.5,4969007.0,
28,271.06165930492165,0.40060607,,,,,,,,,,,924435.8,879301.3,867526.25,873082.6,925896.7,948062.25,
193,271.22785629881906,7.018612,,,,,,,,,,,64508.71,58428.78,98072.875,118706.45,107667.586,98047.625,
220,271.2278643586872,7.2292867,,,,,,,,,,,19309.414,33448.957,44293.64,73908.44,110824.055,69348.53,
126,271.22787430651715,6.056946,,,,,,,,,,,179300.84,184062.06,254945.56,279240.7,326082.88,277827.47,
136,271.22787884681696,6.3926086,,,,,,,,,,,202246.3,184839.61,241514.03,264274.88,311101.3,263794.22,
17,272.1082886511632,0.37661377,,,,24,,,,,,,841523.7,791669.5,823041.8,831310.8,845000.75,851977.94,
305,281.2486006261194,7.94325,,,,,,,,,,,137909.22,108783.414,223156.5,222513.66,400204.72,199619.6,
69,282.9837372967563,4.397808,,,,,,,,,,,375756.44,343759.22,353557.5,370305.62,397801.0,380487.2,
26,289.0984807596759,0.38764748,,,,24,,,,,,,1153654.1,1031827.6,1065534.8,1109683.6,1145056.0,1118958.0,
157,295.2279135421632,6.769308,,,,,,,,,,,420324.03,549700.3,733403.8,631339.94,635072.9,573447.8,
196,297.2435508374394,7.0478415,,,,,,,,,,,32786.95,28557.66,42907.766,56909.25,56548.3,43815.324,
142,297.24355241807206,6.4784813,,,,,,,,,,,104478.22,93903.914,140608.97,149994.95,184996.92,160622.97,
147,297.2435677080124,6.6095033,,,,40,,,,,,,385062.38,363034.72,588924.56,553358.75,705437.75,600157.56,
159,297.2435700825899,6.7046795,,,,17,,,,,,,280110.88,239790.31,388409.72,400498.0,512959.03,372513.88,
173,297.2435776582378,6.8263774,,,,30,,,,,,,36413.973,30483.068,48204.07,48026.387,64958.69,57152.348,
278,299.2591793775653,7.7770247,,,,,,,,,,,12159.191,19315.688,20990.783,43960.195,96527.62,35544.168,
262,299.25922605116676,7.5998,,,,6,,,,,,,297108.78,239503.39,436065.16,421545.0,517657.3,369512.75,
179,299.2592279288212,6.9004045,,,,,,,,,,,789359.4,733682.94,1129585.2,1204776.1,1381080.1,1174472.4,
153,299.25923659943845,6.67561,,,,21,,,,,,,2094375.1,1817782.5,2726822.8,2937125.0,3388781.8,2709577.8,
154,300.26258442983686,6.67561,,,,21,,,,,,,394256.47,345632.2,537180.06,565846.94,635136.06,511833.75,
61,309.1014257818617,4.020803,,,,,,,,,,,404056.2,433316.62,392178.34,418910.75,441297.62,455709.44,
459,311.168679779684,9.444359,,,,,,,,,,,76428.63,67057.34,211513.47,67225.58,211164.33,110041.03,
444,311.1686953689522,9.010443,,,,29,,,,,,,224110.19,258527.77,196495.12,180884.67,225288.6,247323.53,
478,311.1687094254318,10.206469,,,,59,,,,,,,173285.05,171960.8,191683.5,188954.6,215316.81,197420.22,
151,311.1687203763106,6.6372657,,,,,,,,,,,769201.5,773490.06,845185.9,632229.8,1119345.5,738139.0,
145,311.16872353656635,6.529794,,,,,,,,,,,996377.56,1255999.0,1040250.3,995405.9,1737269.8,1003052.06,
36,312.98466101436424,2.3502579,,,,,,,,,,,561715.5,437972.34,418454.12,553584.25,218778.83,580004.7,
37,312.98466757965303,2.4480288,,,,,,,,,,,670231.4,598033.9,611823.4,704221.75,634447.7,753471.06,
118,315.2541237345447,5.7991395,,,,,,,,,,,66822.36,73704.15,104149.8,113872.086,116824.41,110068.73,
128,315.2541404694186,6.138806,,,,,,,,,,,236347.86,236993.67,343795.9,361821.16,427414.44,373300.53,
124,315.254159488383,6.0175776,,,,,,,,,,,74739.94,78217.82,107926.07,105349.055,115011.51,109997.96,
494,316.94794861308395,10.277659,,,,33,,,,,,,344075.06,345310.56,326094.44,151951.83,350349.56,326638.56,
473,316.94795905851703,10.151833,,,,,,,,,,,51434.29,38119.51,7159.04,11392.77,5503.085,31175.396,
8,316.94796592460233,0.33738446,,,,4,,,,,,,982255.5,908026.2,1006210.8,916360.94,1074152.4,1002450.1,
457,325.1843385058635,9.444131,,,,,,,,,,,26891.41,46387.566,62154.918,38657.12,101063.88,80424.0,
442,325.1843587167137,9.009046,,,,,,,,,,,159171.53,139450.98,111838.32,118983.73,143837.53,162159.38,
480,325.18437006873575,10.207733,,,,,,,,,,,154833.58,163299.58,174655.28,148979.88,181915.69,197828.03,
188,325.1843747681714,7.0209503,,,,,,,,,,,559043.25,558431.06,277759.88,758548.06,681455.2,519320.16,
212,325.18438651691804,7.229982,,,,,,,,,,,375933.88,362097.4,331451.84,393951.2,771818.06,241712.52,
231,327.1270301016229,7.301024,,,,,,,,,,,428707.94,333891.16,579598.2,280441.53,684717.25,399933.0,
526,328.9795658956013,10.591871,,,,26,,,,,,,442171.1,543012.0,457513.5,400000.22,548118.2,487285.2,
35,328.97959164710693,2.1292305,,,,27,,,,,,,1454756.1,1513403.1,1189924.5,1310277.0,1595063.4,1499955.2,
76,341.048629239622,4.556418,,,,53,,,,,,,701846.44,670896.1,743425.94,722180.4,816816.8,792894.0,
24,353.1488751953095,0.38391948,,,,24,,,,,,,369728.75,315110.12,353553.8,332973.78,383708.66,393006.06,
283,355.15795009163367,7.8400216,,,,19,,,,,,,2858076.0,2272267.5,3674641.2,3440768.8,5181977.5,3351975.0,
39,370.9898093223264,2.8016424,,,,,,,,,,,805295.6,829210.56,803970.94,822651.94,919898.0,883595.7,
38,373.0055056522385,2.7085733,,,,,,,,,,,2072115.2,2038214.5,2000419.6,2117403.2,2257010.2,2261907.5,
307,379.1792401635737,7.943235,,,,7,,,,,,,316152.62,266839.94,443947.94,381260.9,614135.0,358373.75,
308,381.1736626266668,7.9441648,,,,7,,,,,,,6593789.0,5209654.5,8592809.0,8107919.0,1.2026891E7,7877719.0,
347,381.1948761032507,8.283488,,,,,,,,,,,125091.016,125871.17,198975.56,165887.3,290946.12,177994.14,
310,383.17777564514563,7.943259,,,,7,,,,,,,254442.86,215492.33,327749.84,285564.53,487479.2,294294.9,
475,383.1892838236165,10.189541,,,,,,,,,,,29500.152,34966.832,26903.352,29413.076,37014.375,36388.805,
355,383.18931499854597,8.283488,,,,5,,,,,,,2595960.8,2588815.5,4178555.2,3431904.0,6036727.5,3692568.0,
495,384.9350558164303,10.277659,,,,33,,,,,,,201405.95,219447.92,186446.88,75577.51,214829.25,199189.25,
7,384.93512876507106,0.33558103,,,,4,,,,,,,637488.6,615176.9,701867.5,603830.44,692712.7,691899.6,
20,389.1256989392917,0.37936652,,,,24,,,,,,,546580.4,637008.75,575237.25,621736.0,599286.75,560628.25,
101,396.2154236431101,5.1033497,,,,22,,,,,,,1713910.9,2022226.1,2769893.5,2664107.2,2768363.8,2503025.2,
96,396.21542828396576,4.990058,,,,23,,,,,,,536284.44,536196.6,775604.8,860017.2,909457.56,740217.94,
41,397.0055011554097,3.141423,,,,,,,,,,,283622.03,267538.84,286838.56,277513.25,328452.97,308673.44,
102,397.2188682332017,5.102019,,,,22,,,,,,,307468.3,378384.84,516834.34,487880.6,515677.44,467414.12,
97,397.21895775256445,4.9925117,,,,23,,,,,,,94906.47,87854.71,131348.61,154899.89,152305.28,129222.67,
22,398.15110201673696,0.38208285,,,,24,,,,,,,482397.6,442268.3,460573.9,447440.9,486494.88,513029.78,
23,399.15446334783354,0.3821055,,,,24,,,,,,,4643071.0,4238338.0,4525162.0,4533652.5,4903829.0,4894168.5,
77,404.0443586950967,4.556418,,,,53,,,,,,,442972.72,439266.12,416306.72,424463.94,483724.84,455719.66,
55,405.01066131824797,3.6173146,,,,12,,,,,,,1.7732686E7,1.8451498E7,1.783768E7,1.8434394E7,1.8889106E7,1.9822306E7,
58,406.01376471822664,3.6163435,,,,,,,,,,,3264432.2,3477415.8,3651887.2,3389216.0,3620992.2,3475198.2,
56,407.004423867314,3.6182222,,,,12,,,,,,,1193888.5,1242179.9,1229078.0,1281137.4,1335789.1,1322946.8,
25,416.14467158702854,0.38675252,,,,24,,,,,,,857928.5,705604.56,943294.25,945461.4,1006542.1,932747.5,
44,421.0055500488122,3.3112009,,,,,,,,,,,91984.9,90758.24,75894.35,70437.49,92237.8,98081.66,
60,421.00555780857167,3.8595183,,,,,,,,,,,480279.0,540589.8,452269.94,443327.6,512986.97,611304.6,
45,421.00557505035016,3.4138029,,,,,,,,,,,2830852.0,2951293.8,2806243.8,3124854.5,3235767.2,3007057.0,
64,421.1866547913684,4.1503296,,,,,,,,,,,804098.2,827446.75,977752.5,1119469.9,1159734.9,1082717.2,
218,421.22642372917943,7.218357,,,,,,,,,,,1348720.8,1403334.5,1459535.8,1493304.9,1746980.5,1652126.1,
78,422.9767832288407,4.5591187,,,,53,,,,,,,751914.5,734784.56,766555.3,758518.5,861216.7,806322.4,
103,424.246794258981,5.14903,,,,,,,,,,,75855.96,97692.4,57278.75,140379.11,162407.5,136443.75,
106,424.2468009160836,5.207791,,,,,,,,,,,83637.05,105727.13,161953.9,167982.31,174595.0,166561.53,
109,424.2468447595301,5.5557237,,,,,,,,,,,500993.0,550030.4,756293.56,747729.56,804076.6,677006.1,
112,424.24685197769236,5.663408,,,,,,,,,,,2058347.2,2297666.8,3118588.8,3030540.5,3059949.2,2755784.8,
94,426.967781708229,4.9745574,,,,54,,,,,,,1.0561936E7,7965541.0,9637257.0,7325502.0,1.0754062E7,6838806.0,
95,428.96239557032203,4.9745574,,,,54,,,,,,,396905.7,301377.62,366830.4,277538.94,403793.75,255801.28,
248,430.31721702411284,7.4432416,,,,,,,,,,,269242.6,233764.14,276016.75,261921.45,272284.72,194768.66,
255,430.31722877505916,7.504605,,,,,,,,,,,239915.45,175791.03,319809.8,348568.34,476947.94,323159.4,
66,447.02126948007185,4.208774,,,,,,,,,,,316512.9,337806.3,332371.66,333403.84,339719.78,354109.1,
246,447.30746512388833,7.4581656,,,,,,,,,,,111865.5,111149.055,174851.34,139272.64,169792.36,124374.266,
256,447.3074663297228,7.5284524,,,,,,,,,,,214176.55,176432.45,308145.88,368815.66,421367.6,296290.47,
127,452.2781738331026,6.128078,,,,,,,,,,,628842.3,693850.94,912900.4,879089.5,930154.94,804992.2,
130,452.2781758090923,6.2370815,,,,,,,,,,,3698379.8,4007478.8,5394294.0,4780195.5,5552533.5,4650945.5,
492,452.92261798360715,10.277543,,,,33,,,,,,,159320.69,162150.12,149829.62,62603.613,170887.42,154040.73,
4,452.92267086654033,0.33468246,,,,4,,,,,,,584415.06,564108.2,660201.6,551874.5,661190.7,643225.94,
268,455.210560231727,7.682939,,,,25,,,,,,,546547.8,483765.5,801581.94,691739.1,1022370.25,770531.2,
443,465.26761537930616,9.009418,,,,29,,,,,,,692886.8,798654.44,640698.25,637851.44,799605.2,832292.7,
21,467.1420408689168,0.38027823,,,,24,,,,,,,939862.0,858572.8,876873.7,841860.75,935687.5,950634.9,
456,467.2832669733143,9.437392,,,,,,,,,,,285434.88,493548.28,336049.3,485716.72,772931.6,699575.94,
132,478.2939036030287,6.3025947,,,,3,,,,,,,1575212.0,1673460.9,2638266.0,2569132.0,3028820.2,2605057.5,
139,478.2939211924176,6.4075303,,,,46,,,,,,,6233555.0,6556251.5,1.0607851E7,9545502.0,1.110154E7,9797800.0,
133,480.2990302723967,6.303892,,,,3,,,,,,,53516.062,56553.15,92865.33,81753.53,110371.08,89133.51,
137,480.2990792422077,6.4064593,,,,46,,,,,,,241661.5,241417.25,375621.4,362223.28,410062.38,351394.16,
160,480.3095563597296,6.7092414,,,,17,,,,,,,170661.86,162691.2,255503.1,206918.06,286617.2,207903.94,
