row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_CC_2_Run48.mzML Peak area,2024_NEG_CC_3_Run62.mzML Peak area,2024_NEG_CC-VPA_2_Run36.mzML Peak area,2024_NEG_CC-VPA_1_Run27.mzML Peak area,2024_NEG_CC_1_Run21.mzML Peak area,2024_NEG_CC-VPA_3_Run77.mzML Peak area,
294,116.9285774848833,7.682384,,,,18,,,,,,,2529460.8,2993136.2,2801638.5,2349295.2,3511324.0,3101158.2,
36,117.01935523168261,0.6511137,,,,34,,,,,,,661157.56,2601133.2,2127731.8,2247693.2,3566065.5,3199790.5,
34,119.0171350231866,0.5852277,,,,,,,,,,,1181549.6,1165489.1,1163568.9,1158610.2,1138258.4,1131267.1,
35,121.03276275225842,0.6494361,,,,34,,,,,,,1982424.4,1873149.6,1919712.8,1901842.0,1837446.2,1881888.8,
249,122.97577424879019,7.2943535,,,,,,,,,,,61945.95,71934.92,116997.75,84115.82,72485.89,84562.08,
292,122.97577639739193,7.681013,,,,,,,,,,,86957.734,93194.33,135368.66,103127.27,129808.84,96292.75,
473,122.9757776711446,8.999753,,,,,,,,,,,360871.94,360409.03,303296.2,463760.34,470112.53,353130.53,
336,122.97577870001145,7.9446354,,,,,,,,,,,188347.1,236951.31,266759.56,191375.86,259761.42,282691.06,
316,122.97577983859014,7.838697,,,,,,,,,,,130429.98,159934.86,189688.38,127569.375,190800.8,203329.02,
388,122.97578527304002,8.286261,,,,,,,,,,,171340.14,199805.2,259621.05,191080.22,277312.34,295354.88,
6,129.97579921343544,0.32531643,,,,,,,,,,,418140.88,360257.44,446559.1,333400.62,446571.34,297434.22,
171,132.86786131981435,6.681267,,,,,,,,,,,175353.36,413315.47,1420139.9,432237.97,348352.56,115633.6,
514,132.8678657546089,10.208906,,,,44,,,,,,,151837.06,147972.39,157000.28,168208.44,170056.88,146611.12,
539,132.86787180184334,10.467886,,,,,,,,,,,616797.6,668216.25,730307.5,788135.0,690288.9,771140.5,
256,134.89466418368326,7.307921,,,,,,,,,,,489083.0,694814.2,318949.56,552781.94,993838.3,1080423.6,
300,134.8946773206101,7.692394,,,,18,,,,,,,2294143.8,2298602.8,2031596.9,2232594.5,2403186.8,2330999.8,
281,134.89467804427514,7.560238,,,,13,,,,,,,2061461.2,1914831.9,1969600.0,2032400.0,2355043.2,2154318.8,
406,134.894680443623,8.380713,,,,21,,,,,,,1840936.1,2364712.2,1151016.0,1456787.8,1913497.9,1593514.1,
395,134.89468194480784,8.304295,,,,22,,,,,,,3577977.2,5017768.0,3989855.2,4382863.5,5096363.0,4119203.8,
323,134.8946822272162,7.8595586,,,,24,,,,,,,1313725.6,1422707.4,1344362.2,1523772.4,1313767.5,1324460.2,
350,134.89468304688282,7.965425,,,,25,,,,,,,2377956.5,2567694.0,2256255.5,2452708.5,2651161.5,2473069.5,
360,134.89468463235661,8.05968,,,,35,,,,,,,1925549.8,1645648.4,1404354.0,1408464.9,1968338.2,2405040.8,
19,139.03242040889003,0.37326702,,,,32,,,,,,,2217412.5,2176526.2,2315832.5,2311617.0,2269139.2,2060553.8,
515,144.92346669484076,10.207044,,,,1,,,,,,,1938347.0,1990688.0,1834857.5,2095130.0,1824707.4,1563340.9,
318,144.92347309206414,7.844071,,,,24,,,,,,,2571170.5,2811093.0,1939088.8,2032440.2,3223718.5,3144959.8,
345,144.92347318750765,7.9467125,,,,25,,,,,,,2621249.8,3623765.0,2367924.2,2498886.2,3009317.8,2706275.2,
389,144.92347357476487,8.285068,,,,22,,,,,,,7705497.0,7372342.0,6779107.0,8058794.0,8339973.0,8279741.0,
540,160.84198339718134,10.472661,,,,5,,,,,,,257094.9,296139.72,299472.0,327128.22,307263.28,301923.9,
302,161.91356939200216,7.702879,,,,18,,,,,,,414419.94,730192.1,331353.38,387027.62,413790.38,399110.0,
280,161.9135696689673,7.551542,,,,13,,,,,,,455602.4,358223.8,162741.16,393974.44,571088.25,307033.97,
252,161.91357042137125,7.302128,,,,,,,,,,,355853.28,323736.1,200753.34,251701.9,224222.55,498654.12,
408,161.91357228206627,8.407645,,,,21,,,,,,,1064480.1,1150611.6,461156.78,807106.56,902665.4,853985.94,
309,161.91357414178665,7.8240128,,,,24,,,,,,,313101.78,322473.06,175249.67,291315.25,363944.34,318352.75,
397,161.9135759013664,8.309218,,,,22,,,,,,,905500.25,1320749.2,522083.1,1185392.0,1030833.75,837898.5,
354,161.9135776485759,7.970452,,,,25,,,,,,,360505.9,429453.44,185492.14,365248.8,431427.06,353891.03,
541,162.83905553773693,10.472661,,,,5,,,,,,,258142.45,304972.44,298396.2,327920.0,309871.12,299481.72,
474,180.9811916943372,9.003785,,,,,,,,,,,348261.06,366183.97,307004.88,426495.84,262951.22,335785.25,
335,180.98119268181736,7.941975,,,,,,,,,,,203267.44,295909.3,225356.84,253991.86,234355.89,323915.0,
384,180.98120559680152,8.283204,,,,,,,,,,,195598.72,313835.38,213253.95,226837.3,221794.52,363926.94,
18,185.07622353237704,0.36783817,,,,32,,,,,,,765407.25,742511.3,779969.6,748404.5,714618.9,736020.0,
452,186.9057517120862,8.756476,,,,6,,,,,,,4949710.0,4821247.0,4028652.5,5346461.5,5738327.5,4398820.5,
470,186.97061474678688,8.984205,,,,,,,,,,,799944.06,779927.56,426759.97,847914.75,800297.25,360173.3,
293,186.97063187203813,7.682321,,,,18,,,,,,,228435.4,247537.62,286210.38,256957.2,264990.75,274830.1,
361,186.9706361224988,8.061972,,,,35,,,,,,,285906.47,207863.12,234760.95,154544.97,318090.03,272810.84,
312,186.97063667333396,7.837826,,,,24,,,,,,,355512.16,393394.06,433238.47,332475.9,395209.28,455381.2,
405,186.97063925504824,8.398078,,,,,,,,,,,792441.94,486124.03,1042176.44,833101.7,350417.66,283704.9,
344,186.9706433784088,7.9466796,,,,25,,,,,,,546710.2,577833.9,618517.44,523546.3,578678.75,693542.2,
387,186.97064521142093,8.283204,,,,22,,,,,,,1402241.4,1461867.8,1532544.4,1299358.4,1379549.6,1454766.0,
15,187.09187809135247,0.36225894,,,,32,,,,,,,5221913.0,5100649.0,5331726.0,5366131.5,5284743.5,4885070.0,
116,187.86093829734875,5.324999,,,,,,,,,,,47199.15,212259.11,40589.344,23921.633,111107.55,111574.84,
134,187.86094082009544,6.0171065,,,,,,,,,,,172636.62,0,0,0,0,0,
546,187.8609830478225,10.489638,,,,,,,,,,,723687.06,820527.7,954241.6,956220.06,808752.9,756657.3,
447,188.90394782764227,8.751392,,,,6,,,,,,,2164254.5,2165871.5,1771822.6,2356790.2,2547669.5,1930964.9,
547,189.8579717698027,10.490628,,,,,,,,,,,395141.28,429215.4,455490.84,539905.06,353458.25,388552.0,
261,195.81087900363408,7.358714,,,,,,,,,,,0,212913.92,0,0,0,0,
542,195.81091983911767,10.474469,,,,5,,,,,,,416430.03,462736.62,396993.84,434345.03,405695.72,456788.75,
130,195.90599048532815,6.0106945,,,,,,,,,,,198852.66,0,0,0,0,0,
554,195.90599702933113,10.5393095,,,,38,,,,,,,718314.7,592232.06,982393.44,696032.56,741965.9,579800.9,
332,196.97611116716868,7.942881,,,,,,,,,,,284121.3,391864.66,422735.2,338237.03,397171.75,200643.03,
262,197.80790849253697,7.358714,,,,,,,,,,,0,278545.7,0,0,0,0,
543,197.80795516523457,10.474469,,,,5,,,,,,,526991.1,618042.7,507447.47,619581.0,551406.5,569800.6,
47,212.03530139051568,3.2939768,,,,,,,,,,,3421620.8,8122291.5,1.0270768E7,3121117.0,2627980.0,5021817.0,
55,212.03530784183138,3.53991,,,,55,,,,,,,1.7830688E7,1.3307568E7,2.0273188E7,2.006142E7,2.1804692E7,2.2536914E7,
54,213.03862084030433,3.53991,,,,55,,,,,,,2243994.8,1611549.4,2228060.5,1828023.6,2748449.2,2855534.8,
131,214.87993528862046,5.9696884,,,,,,,,,,,777054.6,216166.8,177653.25,144169.22,16127.288,15912.807,
118,214.87993629609244,5.3848953,,,,,,,,,,,180823.5,246851.19,123377.5,117410.19,35296.652,1278336.2,
4,214.87995917514908,0.30436832,,,,,,,,,,,359348.9,349710.3,329083.62,698600.56,293592.0,334973.7,
548,214.8799981198565,10.517971,,,,38,,,,,,,2240876.0,2418514.0,3015371.0,2776620.2,2492331.0,2379975.5,
549,216.87680708866333,10.523307,,,,38,,,,,,,564068.44,602045.94,948340.6,794233.75,750248.9,564684.5,
3,216.87696283405424,0.04400097,,,,,,,,,,,5246.7734,96364.695,4416.93,50832.55,12180.212,48945.76,
433,221.87461050613186,8.689174,,,,,,,,,,,427521.53,561647.5,800477.2,1433638.6,1593397.0,986924.44,
451,221.87461624586732,8.754123,,,,6,,,,,,,4302809.5,3934483.8,1690193.2,3348283.5,3821850.5,1726534.8,
17,223.06855691064632,0.36602163,,,,32,,,,,,,480322.56,484886.84,512371.97,497745.25,493484.0,507239.25,
434,223.87233195750017,8.675502,,,,,,,,,,,1212334.6,406788.25,568446.75,151319.12,109618.17,694009.4,
450,223.87233685902086,8.753932,,,,6,,,,,,,3088502.2,2839537.0,1220672.0,2381595.2,2715464.5,1221137.4,
20,226.1027659089333,0.37507534,,,,32,,,,,,,361107.12,380469.2,389138.66,396829.38,389183.2,365039.88,
90,227.96660281235782,4.742918,,,,9,,,,,,,5891523.0,5632661.0,6186376.0,6236850.0,6061078.0,5770930.5,
89,228.96989100336774,4.7416153,,,,9,,,,,,,455355.97,457055.28,502921.6,513508.8,494201.06,456253.78,
91,229.96447688036218,4.742918,,,,9,,,,,,,5972596.0,5573851.0,6061439.5,6186753.5,6014812.0,5612047.0,
92,230.96777930533366,4.7439213,,,,9,,,,,,,474965.25,443309.94,466190.4,480808.7,476722.94,457952.03,
16,233.09734772650236,0.36225894,,,,32,,,,,,,611313.3,650817.75,661188.25,687554.7,663811.25,663188.9,
132,241.89891057070585,5.961989,,,,,,,,,,,1409367.0,287083.3,362558.5,278032.16,262851.7,83737.1,
119,241.89891393136062,5.439436,,,,,,,,,,,315385.97,380275.7,342169.9,51295.727,245459.05,2269281.0,
5,241.89891931588224,0.30749962,,,,,,,,,,,1068194.6,823290.06,909509.9,1619014.2,700647.8,1134494.1,
552,241.8989623781384,10.531655,,,,38,,,,,,,4663717.5,4596702.0,6605891.0,4951679.0,5041547.0,4752438.5,
75,242.17616878182153,4.42733,,,,,,,,,,,480038.28,483300.25,496115.84,459155.9,504428.47,516662.94,
550,243.89928936292452,10.52029,,,,38,,,,,,,6553610.0,6755751.5,7420236.0,7018468.0,6564409.5,6662824.5,
443,243.89932550225024,8.739277,,,,6,,,,,,,1.4672924E7,1.3773033E7,8940197.0,1.2891956E7,1.5627318E7,1.0404656E7,
263,243.89960189463181,7.315572,,,,,,,,,,,42743.773,358852.88,0,5480.995,123518.81,117783.03,
259,245.89474438718526,7.3178105,,,,,,,,,,,0,147436.88,0,0,12518.979,12988.439,
551,245.89479217869788,10.521562,,,,38,,,,,,,2501461.5,2476471.0,2821723.8,2668064.0,2501359.0,2400012.8,
445,245.89480552399345,8.740193,,,,6,,,,,,,5680209.0,5271789.0,3451226.5,4964615.0,6012013.0,3971706.8,
429,248.8935755891961,8.6209135,,,,59,,,,,,,2268136.0,2358224.0,1250666.4,1633868.5,1983966.5,1484249.2,
453,248.89357994940792,8.761931,,,,6,,,,,,,8269600.5,5037829.0,3534133.8,6514837.5,7615335.5,3785256.2,
505,248.9604191706015,10.143205,,,,,,,,,,,112043.47,47797.504,25763.771,61597.875,41204.66,16003.738,
525,248.96043736621417,10.275764,,,,8,,,,,,,395372.56,352088.6,294303.44,315198.94,391951.1,321775.25,
14,248.96045671498814,0.3375454,,,,7,,,,,,,963279.6,969359.3,966483.2,1000557.8,1034036.3,939348.06,
50,249.02269496331834,3.4900274,,,,,,,,,,,5698965.0,5614002.0,5624856.5,5853130.0,6057187.0,7049094.5,
428,250.89167931733698,8.637444,,,,59,,,,,,,1136388.5,1028378.3,514004.3,892259.8,900798.0,627564.1,
454,250.89168212566446,8.762082,,,,6,,,,,,,3645007.5,2225919.8,1540198.0,2823585.2,3392488.5,1649771.4,
562,255.82213001713765,10.641704,,,,,,,,,,,60793.812,135194.53,6536.1377,111484.12,36575.13,82179.0,
545,255.82217048873386,10.474469,,,,5,,,,,,,294965.47,309278.66,261944.14,286040.75,269882.94,288131.72,
544,257.8191721199744,10.474468,,,,5,,,,,,,290398.2,300644.62,250560.44,284684.88,259929.69,271743.8,
22,262.0794762364571,0.3759826,,,,32,,,,,,,659109.8,671318.6,726184.4,686876.7,723979.0,689165.6,
72,263.03834735489414,4.267792,,,,,,,,,,,334334.7,330672.06,349345.4,352966.22,347975.78,336456.8,
44,265.0176234647335,2.8379357,,,,,,,,,,,1788778.2,1767804.5,1742283.6,1845944.5,1947526.1,1887821.0,
46,265.0176271393016,3.17932,,,,,,,,,,,3243903.8,3214153.5,3151629.0,3483578.5,3461896.0,3411319.8,
135,265.14790586908504,6.0214963,,,,,,,,,,,215177.77,434567.06,543584.1,334459.4,580032.0,302905.03,
93,266.9888453253437,4.7566185,,,,54,,,,,,,1532154.0,1368003.4,1507357.8,1632008.6,1691425.6,1551030.4,
94,268.98573618804215,4.7566185,,,,54,,,,,,,515641.25,455835.0,515610.66,527212.1,568111.9,497682.6,
37,271.0616347287687,0.87288994,,,,,,,,,,,4884772.0,4656125.0,4852620.0,5093048.0,5095256.5,4708734.5,
32,271.06165758552726,0.3990893,,,,,,,,,,,924435.8,867526.25,938988.94,879192.44,925896.7,853426.4,
136,271.22787707384117,6.0592427,,,,,,,,,,,179300.84,254945.56,390365.5,255609.31,326082.88,295101.25,
211,271.2278791444585,7.0188713,,,,,,,,,,,64508.71,98072.875,121805.67,96829.78,107667.586,99695.484,
152,271.2278888756966,6.3929577,,,,,,,,,,,202246.3,241514.03,364392.53,236893.58,311101.3,284490.4,
239,271.2278947359965,7.229463,,,,,,,,,,,19309.414,44293.64,50657.855,95181.6,110824.055,43215.395,
21,272.1082880546924,0.37507808,,,,32,,,,,,,841523.7,823041.8,841589.4,851376.56,845000.75,852320.4,
333,281.2486026723008,7.941975,,,,25,,,,,,,137909.22,223156.5,369818.0,148018.36,400204.72,446126.6,
74,282.9837355427425,4.396186,,,,,,,,,,,375756.44,353557.5,370518.25,384899.56,397801.0,370539.25,
29,289.0984727889945,0.38607892,,,,32,,,,,,,1153654.1,1065534.8,1151368.8,1136906.9,1145056.0,1165842.9,
183,295.2279169683904,6.76804,,,,,,,,,,,420324.03,733403.8,992030.7,547278.8,635072.9,892135.5,
214,297.2435354335502,7.045812,,,,40,,,,,,,32786.95,42907.766,64592.367,40356.85,56548.3,57638.332,
158,297.24355195753753,6.4747415,,,,,,,,,,,104478.22,140608.97,87299.34,150872.38,184996.92,164767.66,
166,297.24356807659115,6.6099153,,,,28,,,,,,,385062.38,588924.56,1027742.2,516413.97,705437.75,801544.8,
177,297.24357585628763,6.7050424,,,,14,,,,,,,280110.88,388409.72,560038.75,350661.75,512959.03,436611.38,
189,297.2435843215055,6.8259015,,,,53,,,,,,,36413.973,48204.07,61437.7,41695.98,64958.69,53990.516,
306,299.2591997959889,7.774353,,,,,,,,,,,12159.191,20990.783,35941.83,34971.555,96527.62,28259.855,
210,299.2592226504819,7.006477,,,,,,,,,,,30350.38,42942.098,66434.01,77324.6,61171.758,58506.4,
286,299.25922752631305,7.599179,,,,4,,,,,,,297108.78,436065.16,480607.44,319841.62,517657.3,479522.66,
196,299.25923024610967,6.9010625,,,,,,,,,,,789359.4,1129585.2,1456650.9,1123364.4,1381080.1,1357719.0,
172,299.2592363093531,6.675858,,,,27,,,,,,,2094375.1,2726822.8,3601104.0,2498580.8,3388781.8,3268314.0,
173,300.26258821938336,6.6761317,,,,27,,,,,,,394256.47,537180.06,704026.2,470596.0,635136.06,640731.8,
64,309.10142136685255,4.0213933,,,,,,,,,,,404056.2,392178.34,417254.44,438184.47,441297.62,412285.94,
492,311.1686842212832,9.443533,,,,63,,,,,,,76428.63,211513.47,90079.92,107772.625,211164.33,99105.67,
150,311.16870031727484,6.373615,,,,,,,,,,,92114.63,105721.15,149766.8,141090.9,176017.78,186517.73,
478,311.168703742129,9.010146,,,,15,,,,,,,224110.19,196495.12,151399.84,274992.3,225288.6,165504.69,
508,311.16870579502415,10.202472,,,,44,,,,,,,173285.05,191683.5,170486.92,215828.98,215316.81,171285.38,
164,311.1687236985811,6.5284534,,,,,,,,,,,996377.56,1040250.3,1245935.4,968863.44,1737269.8,1075969.2,
169,311.16872632481005,6.63698,,,,,,,,,,,769201.5,845185.9,827654.44,650518.7,1119345.5,850111.6,
40,312.9846632252724,2.3623612,,,,,,,,,,,561715.5,438103.03,232536.89,569337.75,218778.83,607976.25,
41,312.9846673214576,2.4455385,,,,,,,,,,,670231.4,611823.4,620047.6,742118.06,623297.8,714165.1,
128,315.2540844262939,5.8867,,,,,,,,,,,21294.408,22499.285,39847.145,77543.33,32840.086,28988.912,
126,315.25411107159005,5.798554,,,,,,,,,,,66822.36,104149.8,140491.7,101346.766,116824.41,124596.02,
117,315.2541336424752,5.4509654,,,,,,,,,,,26547.475,29931.889,83228.336,41537.145,44681.258,41055.652,
140,315.254140214306,6.139136,,,,,,,,,,,236347.86,343795.9,490712.75,342301.6,427414.44,388202.47,
133,315.25416128948973,6.017221,,,,,,,,,,,74739.94,107926.07,145999.08,110793.055,115011.51,120491.63,
526,316.9479439105998,10.275764,,,,8,,,,,,,344075.06,326094.44,258285.31,280354.16,350349.56,287491.28,
8,316.9479664848847,0.33484575,,,,7,,,,,,,982255.5,1006210.8,993706.4,1031173.6,1074152.4,932361.8,
504,316.9479946790237,10.163426,,,,,,,,,,,51434.29,7159.04,0,52629.195,5503.085,0,
491,325.18433749041543,9.444887,,,,,,,,,,,26891.41,62154.918,141775.75,124096.164,101063.88,118277.76,
477,325.1843541611288,9.00875,,,,15,,,,,,,159171.53,111838.32,88369.625,194949.7,143837.53,108620.24,
513,325.1843596508366,10.206129,,,,44,,,,,,,154833.58,174655.28,143447.86,190923.22,181915.69,161000.2,
207,325.1843775082611,7.0224915,,,,,,,,,,,559043.25,249968.67,1144877.2,539706.94,811071.2,838330.9,
230,325.1843865221802,7.2297897,,,,41,,,,,,,375933.88,374518.75,477139.84,340391.6,771818.06,544755.75,
251,327.12703712116326,7.297901,,,,46,,,,,,,428707.94,579598.2,353556.5,302830.34,684717.25,692630.56,
557,328.9795696909884,10.592398,,,,65,,,,,,,442171.1,457513.5,475268.5,508182.94,548118.2,469780.38,
39,328.9795930879432,2.1334598,,,,42,,,,,,,1454756.1,1189924.5,1258192.8,1293459.4,1595063.4,1434725.5,
81,341.04862023867736,4.5567975,,,,49,,,,,,,701846.44,743425.94,701422.5,788914.94,816816.8,752306.0,
28,353.1488750051417,0.3823572,,,,32,,,,,,,369728.75,353553.8,382602.56,392208.12,383708.66,370058.84,
315,355.1579441394935,7.840895,,,,24,,,,,,,2858076.0,3674641.2,4417338.0,2386278.5,5181977.5,4941851.5,
43,370.989807781689,2.8024552,,,,,,,,,,,805295.6,803970.94,800963.2,872295.3,919898.0,879787.56,
42,373.00550604946693,2.706895,,,,,,,,,,,2072115.2,2000419.6,2101727.0,2176881.5,2257010.2,2145384.8,
341,379.1792409007608,7.943788,,,,25,,,,,,,316152.62,443947.94,486944.25,319612.12,614135.0,601503.44,
342,381.1736651625899,7.943789,,,,25,,,,,,,6593789.0,8592809.0,1.0271803E7,6520639.5,1.2026891E7,1.2000265E7,
380,381.19486851066694,8.282306,,,,,,,,,,,125091.016,198975.56,214465.03,129937.32,290946.12,260587.16,
339,383.1776440911392,7.9428825,,,,25,,,,,,,254442.86,327749.84,386174.28,248230.9,487479.2,437118.47,
385,383.18930425210425,8.282307,,,,22,,,,,,,2595960.8,4178555.2,4483284.5,2621112.5,6036727.5,5282393.5,
521,384.9350569580386,10.274314,,,,8,,,,,,,201405.95,186446.88,145967.12,152592.6,214829.25,162874.19,
9,384.935125557782,0.33484575,,,,7,,,,,,,637488.6,701867.5,681728.3,713087.06,692712.7,657011.7,
23,389.1257057011999,0.37781015,,,,32,,,,,,,546580.4,575237.25,602466.6,563811.9,599286.75,576345.4,
108,396.2154310971886,5.102122,,,,51,,,,,,,1713910.9,2769893.5,2434618.5,2568861.2,2768363.8,3084597.8,
102,396.2154380316729,4.989334,,,,43,,,,,,,536284.44,775604.8,839238.1,671356.2,909457.56,947213.0,
45,397.005510329724,3.1413882,,,,,,,,,,,283622.03,286838.56,298572.03,313821.38,328452.97,314974.78,
109,397.2188652853701,5.0992637,,,,51,,,,,,,307468.3,516834.34,444084.94,452828.38,515677.44,550620.56,
103,397.2189306924527,4.990723,,,,43,,,,,,,94906.47,131348.61,150480.06,124850.78,152305.28,164293.16,
25,398.15110632937444,0.37961257,,,,32,,,,,,,482397.6,460573.9,493954.38,514018.66,486494.88,480832.53,
347,398.32723886938857,7.950339,,,,,,,,,,,95038.64,217677.55,384663.0,137280.28,278292.38,414252.84,
26,399.154458739717,0.3805206,,,,32,,,,,,,4643071.0,4525162.0,4808375.0,4948864.0,4903829.0,4729075.0,
307,400.3066095178292,7.794415,,,,,,,,,,,255183.19,322638.5,569193.2,195429.66,434920.88,451444.66,
290,400.3066208727727,7.7181873,,,,,,,,,,,66022.375,71533.32,137534.92,46504.94,111307.56,97059.32,
83,404.0443695127028,4.5581074,,,,49,,,,,,,442972.72,416306.72,400811.5,468465.25,483724.84,473565.7,
57,405.01066406704626,3.6181517,,,,36,,,,,,,1.7732686E7,1.783768E7,1.8014474E7,1.9883718E7,1.8889106E7,1.8799506E7,
60,406.01376035985913,3.6186953,,,,,,,,,,,3233143.8,3651887.2,3271738.2,3596725.8,3620992.2,3862296.5,
61,407.0044386796792,3.619488,,,,36,,,,,,,1193888.5,1229078.0,1223308.1,1350858.0,1335789.1,1299259.1,
107,410.2310779214699,5.0595675,,,,,,,,,,,51974.75,89113.56,85510.47,73695.48,103379.5,90707.44,
113,410.231098175392,5.1663938,,,,,,,,,,,235453.77,346897.9,302955.75,271788.9,360399.53,383447.6,
31,416.1446726058354,0.38699555,,,,32,,,,,,,857928.5,943294.25,865775.8,768818.94,1006542.1,966660.4,
48,421.0055238951348,3.3107777,,,,,,,,,,,91984.9,75894.35,82988.12,94960.09,92237.8,83182.44,
63,421.00556000859143,3.8604147,,,,,,,,,,,480279.0,452269.94,565470.44,663759.6,512986.97,517193.25,
49,421.00557349225954,3.412549,,,,,,,,,,,2830852.0,2806243.8,2904630.5,2980195.5,3235767.2,3022413.5,
69,421.1866565649104,4.1510158,,,,,,,,,,,804098.2,977752.5,1783211.6,1044336.8,1159734.9,1109498.2,
237,421.22642595149597,7.216166,,,,41,,,,,,,1348720.8,1459535.8,1435687.2,1637667.2,1746980.5,1377063.9,
67,422.19001593185044,4.151029,,,,,,,,,,,187757.05,243852.88,413014.66,261410.61,272363.72,271656.7,
82,422.97679117299964,4.557858,,,,49,,,,,,,751914.5,766555.3,727943.7,800424.0,861216.7,802458.2,
110,424.24678292188383,5.1482186,,,,,,,,,,,75855.96,57278.75,166555.53,130868.71,162407.5,170665.88,
114,424.24680934916796,5.2086425,,,,,,,,,,,83637.05,161953.9,145904.56,137498.94,174595.0,205681.22,
120,424.24684095156795,5.5539784,,,,,,,,,,,500993.0,756293.56,820780.2,700686.56,804076.6,870845.25,
123,424.2468543267999,5.663218,,,,,,,,,,,2058347.2,3118588.8,3238825.8,3004246.0,3059949.2,3575290.0,
101,426.96778038064076,4.9758153,,,,64,,,,,,,1.0561936E7,9637257.0,8388657.0,7927292.5,1.0754062E7,8199191.5,
100,428.9623939030255,4.9747505,,,,64,,,,,,,396905.7,366830.4,316346.6,300642.5,403793.75,285743.25,
278,430.31723425695895,7.521112,,,,,,,,,,,239915.45,319809.8,438852.3,247421.69,476947.94,444236.6,
271,430.31723727435343,7.425066,,,,30,,,,,,,269242.6,276016.75,302004.3,230680.2,272284.72,290061.34,
374,445.3281868280557,8.268302,,,,,,,,,,,269124.6,427668.1,800610.7,380265.38,523976.66,244042.95,
71,447.0212700655409,4.2093406,,,,,,,,,,,316512.9,332371.66,307309.78,328557.88,339719.78,324787.25,
270,447.3074226426638,7.4389777,,,,,,,,,,,130127.86,174851.34,168681.47,104522.42,169792.36,97155.74,
279,447.3074517929158,7.5359416,,,,,,,,,,,214176.55,308145.88,475994.56,236610.62,421367.6,452917.72,
139,452.2781797928977,6.126726,,,,,,,,,,,628842.3,912900.4,1101981.2,857613.4,930154.94,1082828.6,
