row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,POS_D5-211-C3-c_Run151.mzML Peak area,POS_D5-211-C3-b_Run148.mzML Peak area,POS_D5-211-C3-a_Run145.mzML Peak area,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML Peak area,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML Peak area,
666,147.03095245547016,10.830162,,,,,,,,,,,6156178.5,6045774.5,6192151.0,5561993.0,5764449.0,5763578.5,
158,147.0805356720853,5.828867,,,,15,,,,,,,155064.45,164394.58,175154.05,233216.47,295731.25,255060.53,
181,147.08055398172522,6.1004353,,,,8,,,,,,,2.1895204E7,2.2261478E7,2.2381206E7,2.0449328E7,3.37832E7,2.2549684E7,
600,152.9949442242885,10.333524,,,,33,,,,,,,2122920.0,2156840.2,2019836.5,1670331.0,1759399.0,1536843.1,
647,154.0050008128458,10.478898,,,,10,,,,,,,2408615.0,2583338.0,2596264.8,2444328.2,2515498.2,2517970.5,
35,154.04999109404747,1.7423209,,,,27,,,,,,,455998.62,358718.06,454053.5,1111081.8,1008220.44,2011934.6,
596,154.99023115653807,10.3293085,,,,33,,,,,,,3.432542E7,4.868914E7,3.468068E7,2.7373912E7,3.06347E7,2.9119792E7,
631,156.99066751539286,10.376255,,,,33,,,,,,,7591421.5,7486987.5,7235136.0,7797681.0,7892164.0,7868386.5,
564,158.96412186336906,10.225184,,,,25,,,,,,,3263760.2,3251501.5,2575550.5,2624077.2,1906315.6,1869687.1,
634,158.9860886414526,10.378846,,,,33,,,,,,,2946276.8,2921518.8,2815190.8,3042893.8,3095836.5,3145120.2,
6,159.96925258040122,0.034983423,,,,0,,,,,,,4415163.0,4562406.0,4376444.5,4641526.5,4326045.5,4479709.5,
13,159.96927381788868,0.32203606,,,,6,,,,,,,3265203.2,2593777.8,1841691.9,4084891.5,4295066.0,5161697.0,
583,163.9905312055184,10.322345,,,,33,38,[M-2H2O+NH4]+,,2,583;584,181.97787,4026187.2,4102889.8,4098812.2,3112184.2,3114640.2,2318191.0,
184,165.09114063877428,6.101316,,,,8,,,,,,,1147397.8,1161682.8,1189182.8,1058426.0,1798361.6,1163049.0,
637,165.9829615784503,10.391564,,,,33,,,,,,,2588693.2,2893452.5,1963660.9,2994280.8,2999492.8,2786776.0,
607,165.99090238145791,10.362448,,,,33,44,[M-2H2O+NH4]+,,2,610;607,183.97823,987052.2,980316.75,968640.6,969800.0,1004035.1,923873.06,
648,167.0128573504662,10.481331,,,,10,,,,,,,4.6475332E7,4.506896E7,4.592089E7,4.358381E7,4.570683E7,4.469897E7,
649,168.01614128723267,10.482964,,,,10,,,,,,,2450234.5,2371060.2,2417327.2,2303669.5,2426957.2,2340229.5,
591,169.97730950979448,10.324962,,,,33,,,,,,,3022489.2,3273215.2,3093574.0,2090951.4,2523196.0,2717459.5,
665,169.97738141650987,10.806443,,,,,,,,,,,1870202.9,1830216.4,1612502.0,1639406.1,4723972.0,1162215.4,
48,171.09929549694502,2.8586254,,,,,,,,,,,2740815.2,2711087.5,2775283.0,490318.56,475002.56,267178.84,
668,171.9930172423611,10.972953,,,,59,,,,,,,6458938.5,6291851.5,6164576.5,5334411.0,5685771.0,5775479.0,
52,172.13332719576474,3.1893666,,,,49,0,[M+H]+,,2,52;53,171.12609,1157237.4,1122162.8,1136079.1,1050209.2,1000862.06,1013033.6,
586,172.95637184344022,10.323981,,,,33,,,,,,,3553226.2,3645433.8,3805539.0,7769538.0,7586959.5,7882801.0,
480,172.95648321931523,8.570827,,,,,,,,,,,5787090.0,5841541.5,1268544.4,1934974.5,2066747.9,1824700.4,
21,172.9771788111109,0.39569497,,,,40,,,,,,,1397621.2,1358738.5,1303232.1,1454416.0,1540978.1,1527799.4,
663,173.03022097381609,10.79087,,,,,,,,,,,2652722.2,1053443.5,1063704.4,435258.7,654111.6,899721.3,
328,173.1326090264911,7.696443,,,,,,,,,,,139451.6,51695.164,424003.44,140622.23,68375.266,107455.93,
582,174.95334196550152,10.322237,,,,33,,,,,,,878511.1,973652.7,952224.6,1219012.0,1189366.0,1864198.0,
479,174.95345826018158,8.563248,,,,46,,,,,,,1635482.8,1663978.4,534754.9,569437.06,630749.25,517835.53,
633,174.95681405574544,10.377968,,,,33,,,,,,,1598034.1,1600799.9,1664340.8,2511086.8,2453941.5,2466169.5,
7,176.98457502069766,0.034983423,,,,0,,,,,,,1136238.2,1135085.6,1181312.0,1047339.4,1022336.06,1035003.7,
12,176.98458343388708,0.31834134,,,,6,,,,,,,362763.38,368474.4,298929.12,913744.7,933284.5,407455.72,
581,180.98981085631624,10.321368,,,,33,,,,,,,1505115.9,1514379.2,1549172.5,972405.4,1199319.5,1199906.2,
613,181.01442954493155,10.364957,,,,33,45,[M+H]+,,2,613;610,180.00701,5018921.5,4900372.5,4897153.0,4991951.5,5250397.0,5315389.0,
312,181.01455191333991,7.6156964,,,,,,,,,,,777612.7,745013.06,2801086.5,638819.7,667207.6,681138.3,
584,182.98517779066682,10.323106,,,,33,38,[M+H]+,,2,583;584,181.97787,2.5171192E7,2.5640138E7,2.4908646E7,1.8995584E7,1.9318986E7,1.9853678E7,
603,183.0098327517987,10.358079,,,,33,42,[M+H]+,,2,612;603,182.00243,1887476.1,1842929.8,1828615.2,1869142.9,1992402.0,1988661.4,
661,184.00298739553054,10.541955,,,,3,,,,,,,6561343.5,7921442.0,8015525.0,6884058.5,6825015.0,6564892.0,
610,184.9855212352342,10.364079,,,,33,45,[M-H2O+Na]+,,2,613;610,180.00701,8619127.0,8204040.0,8406220.0,8216978.5,8208764.0,8527034.0,
612,186.98095253469774,10.364954,,,,33,42,[M-H2O+Na]+,,2,612;603,182.00243,3305916.2,3132014.5,3167322.0,3141608.2,3197577.0,3281207.2,
19,186.9810506662509,0.32200518,,,,,,,,,,,105950.805,102312.63,80668.516,177004.67,146788.0,190878.4,
329,191.1431235412733,7.6955533,,,,,,,,,,,137880.98,52161.3,418317.84,140332.3,64577.547,100144.09,
263,194.115277274096,7.4066176,,,,,,,,,,,568527.4,460528.2,533716.5,431726.94,444780.94,446100.9,
60,194.11530267373078,3.5425804,,,,,,,,,,,360720.53,374958.25,522701.1,436737.9,195951.27,170419.77,
56,194.11531574165463,3.3984897,,,,,,,,,,,251298.02,134859.06,959707.8,134364.14,526896.56,121655.08,
53,194.1153523767432,3.1920583,,,,49,0,[M+Na]+,,2,52;53,171.12609,6965845.5,6731986.5,6260256.0,5550690.0,5608868.5,5752086.5,
138,195.10172633472212,5.61384,,,,,,,,,,,813200.0,813318.7,827168.6,763165.75,753661.0,792258.3,
598,196.01677010285388,10.330089,,,,33,41,[2M-H2O+K]+,,2,590;598,87.53232,1803648.8,1921873.9,1570074.0,1588109.5,1538541.5,1608647.9,
330,198.185359418361,7.694651,,,,,,,,,,,155523.0,65596.91,481748.4,154172.36,77633.695,117786.28,
659,199.97533027746624,10.550619,,,,,,,,,,,1323161.9,1160410.8,1399675.6,50600.664,375456.8,434805.06,
477,199.9754250935913,8.547763,,,,56,,,,,,,2470521.0,2385309.2,1641501.0,795955.8,885433.3,759679.25,
61,201.05969049451332,3.6547143,,,,,,,,,,,44735.16,30231.223,40963.363,183206.77,150574.69,383144.03,
601,201.9756986502899,10.347875,,,,33,,,,,,,936548.4,896596.1,903973.06,468773.0,505166.6,477031.88,
657,201.9757184858655,10.523694,,,,3,,,,,,,1042679.8,1043579.94,1107864.2,894870.0,910274.3,944537.5,
490,201.97577598017116,8.689658,,,,,,,,,,,491728.4,462413.2,453049.28,1050704.6,1094939.9,1111101.2,
484,201.97578251994352,8.642376,,,,,,,,,,,855578.75,459785.38,754779.7,553046.75,551974.7,580172.3,
20,202.18026964362795,0.38370523,,,,,,,,,,,817000.5,1091846.9,568422.3,828940.25,965623.06,840620.8,
27,202.18027266279532,0.70628065,,,,,,,,,,,200788.84,214075.3,119864.52,183787.23,221008.98,170202.81,
119,203.06209303506566,5.2798066,,,,,,,,,,,243679.66,239737.53,268331.25,368459.94,289328.8,399944.6,
77,203.06209779630498,3.9048407,,,,,,,,,,,66777.055,67640.89,84625.16,159196.42,175056.88,221874.0,
579,205.01713331423323,10.320581,,,,33,,,,,,,7980749.5,7908024.0,7837891.0,6009908.0,6269994.5,6322871.5,
605,207.0175060540588,10.359824,,,,33,43,[M-2H2O+NH4]+,,2,605;614,225.00476,5744478.5,5613105.5,5605744.0,5736909.5,5852630.0,5721414.5,
339,207.01764442015812,7.653935,,,,,,,,,,,872109.75,3167050.2,681463.2,711926.75,717869.44,721998.25,
642,208.0393376684906,10.473548,,,,10,,,,,,,3054452.2,2957076.0,2841694.0,2781455.0,2890163.0,2846321.0,
331,208.1697067762202,7.6946588,,,,,,,,,,,218100.3,94354.484,645733.8,218144.58,110122.32,165069.02,
604,209.01292317995015,10.358953,,,,33,,,,,,,2134782.8,2114833.8,2138918.2,2168588.8,2227056.2,2182367.2,
332,209.15371601413207,7.696441,,,,,,,,,,,277421.5,128666.555,812531.6,277187.0,152293.45,204981.88,
150,211.0754962072197,5.675696,,,,38,,,,,,,262882.84,266103.1,286813.53,1131671.8,1541299.8,1620104.2,
96,211.9707159564235,4.6863155,,,,18,,,,,,,4437606.5,4319104.5,4400293.5,3885960.8,4098365.8,4073209.0,
51,212.1258521177156,3.1920652,,,,,,,,,,,713541.7,741991.44,648072.6,538042.2,531660.56,545192.94,
580,213.98282651882002,10.320615,,,,33,,,,,,,1523893.6,1625625.9,1666826.1,2954334.5,3004029.2,2121385.2,
483,213.98299794249866,8.583872,,,,46,,,,,,,3468772.0,3502887.2,1199566.9,1994470.4,1255963.6,1065871.8,
394,213.9830052978257,7.8723564,,,,,,,,,,,601553.25,611712.06,593506.44,1919399.9,1027605.4,1473685.1,
381,215.98366124180168,7.77334,,,,39,26,[M+NH4]+,,2,372;381,197.94964,132353.03,135376.33,70082.65,286386.94,275483.75,275472.47,
630,215.9838033924872,10.372783,,,,33,,,,,,,962442.3,931696.8,945496.8,1490980.4,1538013.6,1537714.2,
555,216.92278350580173,10.198913,,,,25,,,,,,,1669804.1,2425098.8,2093621.4,3525483.2,2452230.2,1746166.8,
38,217.10475631919584,2.2389345,,,,,,,,,,,977675.4,1289343.9,1008760.56,873157.44,1119584.6,874888.25,
44,217.1071683281002,2.7957094,,,,,,,,,,,214426.58,116858.55,192220.62,302399.5,251867.11,562677.25,
62,217.107203153021,3.655738,,,,,,,,,,,19823.367,0,12228.959,123977.27,96024.46,165238.33,
69,217.10723962920497,3.8459136,,,,,,,,,,,57075.547,30983.076,44209.293,77007.41,56348.49,150358.2,
191,219.05704433949788,6.1039505,,,,8,,,,,,,781779.2,776375.1,777357.9,647338.25,1139331.4,737153.9,
57,219.05710965425828,3.5210047,,,,,,,,,,,937973.7,823322.4,965555.25,472468.16,704063.7,571939.8,
210,220.11220240746448,6.305338,,,,55,,,,,,,478145.1,521053.75,560686.3,1028722.6,1579625.2,1622712.4,
364,220.1673082208437,7.7742233,,,,,,,,,,,203384.67,110195.766,537712.25,238166.56,126526.28,187818.3,
320,221.17513628779457,7.69465,,,,14,,,,,,,76643.04,30976.754,241738.06,79370.71,37061.67,57546.64,
374,221.17518278747423,7.7724395,,,,39,,,,,,,502292.47,282130.25,1317272.6,611463.44,323904.6,499227.66,
79,222.14650293905376,4.0524945,,,,,,,,,,,706746.06,691236.0,705368.06,555436.4,555364.0,540602.9,
574,223.9882942543187,10.306908,,,,33,,,,,,,4733330.5,4623975.0,4360478.0,4378309.0,4126823.8,4118898.0,
398,223.98847558527447,7.8714805,,,,,,,,,,,5396744.0,5350309.0,1235429.9,1001885.2,1085503.5,1059770.0,
660,225.02945149466112,10.539382,,,,3,,,,,,,2423636.8,2547328.5,2494182.0,2080563.0,2297900.0,2227100.2,
143,225.09110990366113,5.67462,,,,38,,,,,,,439169.16,436431.75,469664.9,1899133.2,2506728.2,2575933.2,
614,226.01197747204404,10.364954,,,,33,43,[M+H]+,,2,605;614,225.00476,1238037.9,1164206.4,1162712.2,1180696.0,1175497.4,1251297.0,
85,226.18018957854073,4.3747134,,,,52,4,[M-H2O+H]+,,1,83,243.18346,103480.98,152177.88,131504.47,138396.81,117282.11,127039.375,
324,226.18022033010925,7.69554,,,,14,24,[M-H2O+H]+,,2,318;324,243.18347,1037402.1,542283.5,3352326.8,1075306.4,582207.6,849377.25,
375,226.18023364468345,7.7724395,,,,39,27,[M-H2O+H]+,,2,375;380,243.1835,800424.4,399226.22,2235597.0,875251.06,477243.1,677584.6,
565,226.95149633067447,10.226106,,,,25,,,,,,,1.0703613E7,1.0636987E7,9398020.0,7775669.0,3827481.2,3718035.5,
533,226.95150188074942,9.9364195,,,,,,,,,,,1330197.8,1332779.9,1110116.2,1343061.5,2297287.8,2240422.0,
280,226.95153992942866,7.3738627,,,,30,,,,,,,350387.5,405800.94,214474.56,274489.72,291421.03,350634.5,
325,228.19589193232466,7.69554,,,,14,23,[M+H]+,,2,325;321,227.18857,502646.9,244127.5,1561090.2,496537.78,279465.38,394471.75,
467,228.1959186343203,8.356836,,,,28,33,[M+H]+,,1,466,227.1886,178555.92,55896.88,293817.88,131748.95,154734.98,125891.08,
376,228.1959229065495,7.7724395,,,,39,28,[M+H]+,,2,379;376,227.18861,973295.56,522907.44,2782514.8,1119824.1,617810.2,886804.6,
107,228.19592476780653,4.81845,,,,58,9,[M+H]+,,1,108,227.18861,142647.52,132359.48,350672.16,216914.27,135601.77,210690.34,
224,228.23225390558613,6.6486764,,,,31,,,,,,,752438.6,748316.06,735173.8,358535.2,374012.6,388447.1,
98,229.98130500615187,4.6863155,,,,18,,,,,,,1.0177665E7,9837046.0,9999749.0,8713632.0,9201769.0,9118387.0,
95,230.9845274046428,4.6863155,,,,18,,,,,,,850723.3,806501.7,829686.44,722326.3,749303.0,758790.56,
99,231.9791183563465,4.6863155,,,,18,,,,,,,1.0010162E7,9661419.0,9779184.0,8553489.0,9007000.0,8944106.0,
100,232.982346638971,4.6863155,,,,18,,,,,,,835472.75,812110.94,833067.8,706129.5,762901.06,750166.3,
81,233.07264923289952,4.3620625,,,,,,,,,,,196642.11,168898.47,207742.28,430908.72,316282.84,681919.6,
58,233.0726562564465,3.5545018,,,,,,,,,,,86772.2,52805.863,78579.875,111962.734,61915.23,174515.22,
188,235.07124023954213,6.1021934,,,,8,,,,,,,644920.1,655458.5,656286.25,478825.16,755374.6,515278.03,
92,236.08058510557794,4.5448084,,,,2,,,,,,,3379359.5,2560688.2,2969496.8,2251770.5,2062183.1,3239293.5,
86,236.16210258729507,4.447188,,,,,,,,,,,84147.234,75892.805,97036.68,82167.91,66461.484,77752.49,
378,236.16213980386738,7.773332,,,,39,,,,,,,539889.25,302356.38,1344903.5,597995.0,325925.53,469060.94,
233,237.221258779756,6.9768314,,,,20,,,,,,,0,0,0,64129.83,143574.7,192841.34,
268,237.22133061948205,7.3729706,,,,30,,,,,,,269703.2,371225.7,385311.34,859413.0,1070492.8,1270616.2,
461,237.66076021131212,8.342227,,,,,,,,,,,148581.27,52016.918,504030.84,101078.45,208071.3,132972.22,
55,239.0890432059912,3.351222,,,,,,,,,,,1858539.6,846484.6,1372424.4,585025.5,621064.56,785703.9,
93,239.0891932873794,4.54746,,,,2,6,[M+Na]+,,3,89;90;93,216.09987,79165.67,52212.047,55613.805,45602.96,33201.402,70466.805,
94,244.06675653321057,4.5474734,,,,2,,,,,,,485577.5,360358.34,410354.75,392515.88,343792.88,535368.5,
182,244.07660774984336,6.100434,,,,8,,,,,,,723570.6,704541.4,733441.75,497848.2,913132.8,605505.1,
322,244.19075206214066,7.7081776,,,,14,24,[M+H]+,,1,318,243.18347,159605.8,221930.28,541989.6,169952.47,81834.85,128611.09,
84,244.19075829687463,4.3729024,,,,52,4,[M+H]+,,1,83,243.18346,40453.62,63772.19,58623.91,51615.07,45961.19,52564.145,
373,244.19078435872675,7.7724395,,,,39,27,[M+H]+,,2,380;373,243.1835,572060.5,309915.44,1632652.9,658246.4,340914.88,528462.7,
74,245.0858555868161,3.84394,,,,23,,,,,,,469949.5,343213.8,424701.56,520364.78,465661.06,900811.2,
103,247.08828748491348,4.702323,,,,,,,,,,,222907.14,234773.73,278747.03,456514.1,474250.84,599881.7,
321,250.1777494187646,7.69465,,,,14,23,[M+Na]+,,2,325;321,227.18857,445679.84,228876.1,1202777.1,436824.75,257014.73,324802.44,
466,250.17777595520405,8.351157,,,,28,33,[M+Na]+,,2,466;467,227.1886,442249.16,159824.92,739479.4,225416.72,282392.97,223699.14,
108,250.17778598429607,4.820269,,,,58,9,[M+Na]+,,2,107;108,227.18861,444152.3,379955.0,950165.75,560718.4,393789.3,574866.4,
379,250.17779127903927,7.773332,,,,39,28,[M+Na]+,,2,379;376,227.18861,1686692.8,1006362.4,4140883.8,1942089.2,1096949.4,1587470.6,
