"","filter","NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML","NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML","NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML","NEG_D5-211-C1-a_Run92.mzML","NEG_D5-211-C1-b_Run95.mzML","NEG_D5-211-C1-c_Run98.mzML"
"140/277.1842mz/6.27min",90312.3,63073.477,484446.06,86923.15,93701.45,12614.6954,306605.56
"141/496.2682mz/6.33min",240649.795,103032.74,114774.79,98859.836,527526.5,366524.8,653621.25
"142/478.2938mz/6.28min",234420.38,48826.35,50700.543,261750.27,229155.92,239684.84,333355.6
"143/566.3463mz/6.37min",211432.128,70477.376,70477.376,70477.376,415101.53,352386.88,604274.56
"144/291.2mz/6.38min",228043.02,90224.68,989414.9,154414.14,301671.9,66543.836,756895.6
"145/571.289mz/6.48min",1543067.88,514355.96,514355.96,514355.96,4101294.8,2571779.8,4343915
"146/572.2925mz/6.53min",510384.705,170834.39,196787.66,142160.52,1118521.2,823981.75,1345098.2
"147/271.2278mz/6.52min",38161.724,38811.418,37512.03,66051.22,17551.77,12227.43,48929.15
"148/571.2892mz/6.52min",2017844.4,904295.8,1052554.6,793612.4,3823692.5,2983134.2,5046174
"149/654.1323mz/6.56min",321552.115,394565.16,391032.94,351954.7,291149.53,278771.34,282143.53
"150/291.2mz/6.52min",40505.6875,3345.4172,357237.1,33608.402,47402.973,669.08344,447891.75
"151/311.1687mz/6.61min",1143061.8,1258032.4,1150748.5,1135375.1,1085670.6,1176398,907274.1
"152/299.259mz/6.61min",101543.085,98935.83,104150.34,42225.164,118016.73,85482.48,219981.55
"153/718.1449mz/6.66min",260867.135,335500.06,323824.22,287828.6,233905.67,227011,228413.95
"154/311.1687mz/6.67min",1118058.1,1547892.8,1420470.9,1531263.8,791382.4,815645.3,718009.4
"155/291.2mz/6.65min",33364.265,6311.566,383065,35170.7,31557.83,6311.566,206083.23
"157/782.1575mz/6.76min",188113.335,222726.42,220702.92,197190.48,179036.19,163231.73,154947.66
"158/311.1687mz/6.73min",852013.5,1025905.8,1002933.3,1119045.8,460093.56,701093.7,681563.6
"159/654.1324mz/6.78min",751349.65,948187.9,916515.94,868030.6,634668.7,620227.75,432284.94
"160/568.3617mz/6.79min",142024.872,47341.624,47341.624,47341.624,316937.6,236708.12,449057.28
"161/299.259mz/6.83min",416851.74,391360.9,444463.7,381722.44,417891.38,415812.1,559157.56
"162/846.1698mz/6.83min",117769.945,131716.23,139503.3,131231.05,104308.84,52678.277,95523.12
"163/718.1449mz/6.86min",835127.15,1043433.44,1007725.9,925504.5,744749.8,713131.25,704655.2
"164/291.2mz/6.85min",34219.592,6930.496,378309.38,46061.45,22377.734,1386.0992,186212.92
"165/782.1575mz/6.93min",686314.23,874427.94,833843.1,763492.9,609135.56,597971.94,596676.3
"166/271.2278mz/6.94min",136417.85,89789.65,89301,35324.2,186669.78,218268.78,183046.05
"167/654.1323mz/6.96min",187461.46,255446.12,237351.8,211918.73,160294.66,147521.16,163004.19
"168/846.1698mz/7.0min",529098.735,690194.4,636983.75,586957.94,471239.53,436650.22,441917.84
"169/718.1449mz/7.03min",382223.815,488503.66,463638.22,446542.03,308183.7,317905.6,311877.2
"170/782.1574mz/7.09min",473673.82,569648.3,540491.56,522495.7,362124.03,424851.94,162809.64
"171/846.1698mz/7.14min",411640.95,511073.56,476029.22,459274.84,328767.72,364007.06,358792.38
"172/716.5237mz/7.18min",538024.02,179341.34,179341.34,179341.34,4589200.5,896706.7,916881.6
"173/271.2278mz/7.15min",1745429.15,1431407.9,1610510.8,975112.25,1880347.5,2244911.2,2161689.8
"174/293.179mz/7.18min",245060.232,81686.744,81686.744,81686.744,600241.1,808293.7,408433.72
"175/325.1842mz/7.22min",1461153.25,2131096.5,1216268.1,1230636,1529730.9,1674169.4,1392575.6
"176/327.2903mz/7.25min",76886.878,49892.492,97359.43,36921.676,69561.42,84212.336,143336.55
"177/293.1792mz/7.27min",514261.8,735747.4,943518.5,1074625.2,26073.3,3462.9658,292776.2
"178/782.1574mz/7.3min",23902.5745,47919.246,43359.98,34889.473,12915.676,11015.267,4060.8032
"179/325.1842mz/7.32min",1324936.15,1082338,2035603.8,2225115.8,1169074.5,1299542.8,1350329.5
"181/421.2264mz/7.39min",263261.69,349987.56,203174.16,188593.77,120287.69,323349.22,487130.34
"182/129.9757mz/7.38min",1174401.4,1524657.2,1220047.8,1547980.1,1096064.5,1128755,1105908
"184/321.2044mz/7.37min",212251.78,236019.45,258651.98,349076.25,188484.11,53502.45,117173.266
"187/194.9057mz/7.37min",191383.52,306840.97,342409.84,383743.3,11009.238,75926.07,51557.36
"188/114.9341mz/7.37min",822340.32,775412.94,878201,1005206,643299.8,673426.56,869267.7
"189/116.9285mz/7.37min",16159991.5,15537813,17655614,19481938,12335856,12964754,16782170
"191/316.9476mz/7.37min",668612.28,795290.06,825371.25,863041.1,303668.28,432355.7,541934.5
"192/384.9351mz/7.37min",320973.675,403357.38,406755.16,427882.4,43146.344,129133.75,238589.97
"193/372.1162mz/7.37min",467622,451424.2,483819.8,522969.47,382768.6,279789.84,662253.56
"194/338.1948mz/7.38min",423232.54,473545.06,378760.56,535679.75,454253.38,245606.47,392211.7
"195/117.9286mz/7.37min",1868905,1816391.6,2054288.6,2226538.5,1431055.6,1490986.9,1921418.4
"196/248.9603mz/7.37min",829994.05,957737.4,953050.5,1023884.3,453311.5,583169,706937.6
"197/353.1425mz/7.37min",19365029,24609580,26378220,28063858,7762320.5,7740486,14120478
"198/253.2172mz/7.37min",677463.66,976446.44,1171405.6,1498809.5,300569.03,170231.05,378480.88
"199/351.148mz/7.37min",960200.125,1239322.5,1324088,1407829.5,374224.97,365765.53,681077.75
"200/590.3644mz/7.37min",374684.19,385792.44,410310.06,462320.3,311950.03,167239.03,363575.94
"201/299.2225mz/7.37min",204562.065,285794.7,305866.94,431549.38,79558.1,26168.203,123329.43
"204/421.1298mz/7.37min",376567.75,575269.3,618204,687943.56,59318.69,71036.71,177866.2
"205/452.9226mz/7.37min",116159.7635,194633.16,200083.83,307778.9,3561.823,17809.115,37686.367
"207/438.1198mz/7.38min",698639.22,900318.1,917648.2,971947.2,168023.2,322506.78,496960.34
"208/146.9659mz/7.4min",4571727.75,4995093.5,3503309.5,3482979.8,4148362,5262937.5,5335822
"210/369.1372mz/7.44min",813835.47,1043773,1080299.6,1168180.9,407327.25,455065.53,583897.94
"211/776.5447mz/7.47min",1238707.4,1238707.4,1238707.4,1238707.4,6193537,1238707.4,1238707.4
"212/325.1842mz/7.43min",976882.575,1335688.6,1226595.4,1334047.5,133568.83,567443.44,727169.75
"213/299.259mz/7.52min",277965.04,237085.34,251109.58,145161.4,304820.5,357796,320232.3
"214/192.9288mz/7.58min",75678.8775,212554.77,131027.53,115869.95,821.674,4108.37,35487.805
"215/599.3205mz/7.64min",789999.098,36653.633,12895.4375,45742.996,7349029,1534255.2,3599537
"216/299.259mz/7.71min",1234435.8,1128106.8,1262897.5,1191283.5,1422508.5,1205974.1,1583762.2
"217/776.5444mz/7.72min",545619.89565,3369.7913,673.95826,673.95826,1087870,3802109.2,3525186
"218/374.132mz/7.77min",308872.02,281642.5,315581.1,317084.4,294989.47,302162.94,425392.4
"219/129.9757mz/7.78min",1088942.5,1301331.6,1181383.2,1163537.8,1014347.2,618710.4,443683.75
"220/319.2311mz/7.79min",11379.7521,3916.7942,597724.94,18842.71,3293.6553,658.73106,304427.94
"221/114.9341mz/7.77min",1189565.2,1382408,1456305,1532052.8,996722.4,734399.1,864624.75
"222/194.9057mz/7.78min",295098.425,541459.8,540921.4,518278.78,36205.402,34054.074,71918.07
"223/118.9267mz/7.78min",750842.2,753985,812860.3,885906.5,747699.4,566008.5,480710.6
"224/116.9284mz/7.77min",22680374,26316296,27924852,29336672,19044452,13161622,15825622
"225/117.9286mz/7.77min",2622407.85,3033445.2,3214081.8,3403749.5,2211370.5,1589977.9,1825624.6
"226/161.9135mz/7.77min",93161.455,111120.53,152836.78,156548.1,34086.926,41815.03,75202.38
"227/255.2328mz/7.77min",268599.41,282712.72,370546.75,442908.28,235784.98,153198.23,254486.1
"230/353.1637mz/7.77min",1278985.22,1861436,1970406.6,2011554.1,521395.47,523317.97,696534.44
"231/355.1581mz/7.77min",25278549.5,36159264,38542260,39498668,10877466,10894434,14397835
"233/357.1625mz/7.77min",646173.765,941152.75,993018.9,1032652.94,253671.39,258372.84,351194.78
"234/599.3199mz/7.74min",2177458.08,725819.36,725819.36,725819.36,3629096.8,5112609.5,6503144.5
"235/248.9603mz/7.82min",492424.81,816504.9,828754.56,906851.9,109831.93,168344.72,141806.16
"237/452.9228mz/7.78min",112245,187075,194525.17,194788.69,37415,37415,37415
"238/423.1453mz/7.77min",345607.992,610450.5,676266.44,701636.6,50436.094,51087.01,80765.484
"240/316.9477mz/7.77min",424213.5,664526.9,794491,738958.6,76941.68,183900.1,168011
"241/384.9353mz/7.77min",176869.845,327087.06,386250.03,377597.2,3206.932,16034.66,26652.63
"242/356.1604mz/7.77min",6786794.75,10041797,10597945,10934939,2622633,2645047.2,3531792.5
"243/440.1354mz/7.78min",733856.67,1241087.5,1344435.6,1302154.5,89816.19,191644.55,226625.84
"244/371.1528mz/7.81min",994329.9,1379018.9,1357279.2,1391410.1,605072.4,631380.6,603182.44
"245/366.2259mz/7.89min",396450.84,251477.97,247003.53,266620.78,560271.94,529562.06,526280.9
"248/371.3165mz/7.87min",255820.915,239190.1,286985.34,252159.28,259482.55,177213.25,298772.6
"249/382.1761mz/7.88min",15014736,20419564,21573630,22025230,7387124,7571572,9609908
"252/807.5037mz/7.87min",198045.1525,92358.805,33524.92,54196.28,467347.66,552135.56,303731.5
"253/118.9267mz/7.87min",1462150.15,2111296,1943342.5,2056716.4,731448.1,749758.75,980957.8
"254/400.1473mz/7.88min",489093.675,463691.1,486467.47,322815.12,491719.88,504286.4,621781.6
"255/117.9285mz/7.87min",6004814.15,8231066,8418889,8070851.5,2982033.2,3093137,3938776.8
"256/319.231mz/7.86min",23546.4462,3959.6504,718580.44,43133.242,3375.9805,675.1961,61257.684
"257/118.9241mz/7.88min",1425259.22,2130508.5,2213051,2141550,311768.16,419271.62,720009.94
"258/248.9603mz/7.87min",674878.87,1037526.3,1058218.6,1010993.94,69741.49,282153.34,338763.8
"259/316.9476mz/7.88min",459727.08,802113.7,787739.3,843617.8,57923.05,131714.86,70220.83
"260/114.9341mz/7.87min",2682010.05,3923872,3835831.5,3573632,1350469.9,1404507.5,1790388.1
"261/116.9284mz/7.87min",51758363,70393360,71638310,69426330,24782324,27218186,34090396
"262/327.2539mz/7.87min",935405.4,1001906.7,1143418.1,1198347.9,699762.44,499468.38,868904.1
"263/349.2358mz/7.87min",821444.67,794263.9,893270.44,884501.9,848625.44,572530.75,789740.5
"264/835.535mz/7.87min",870975.5,1207926.5,794264.75,362230.16,969922.1,947686.25,750627.44
"265/281.2485mz/7.87min",5471271,6488629,8489138,8117734.5,3980981.8,2733296.5,4453913
"266/118.9325mz/7.87min",448165.65,595614.8,687782.7,687664,300716.5,202428.52,281162.88
"267/194.9057mz/7.87min",646272.895,1186140.2,1329884.5,1269888.1,12277.974,32587.457,106405.59
"268/216.8538mz/7.88min",401093.82,668489.7,973149.44,862056,133697.94,133697.94,133697.94
"269/379.1793mz/7.88min",2672277.55,3606033.5,3783579.5,3692489.5,1338728.6,1368186.6,1738521.6
"270/339.1992mz/7.88min",232741.025,82406.58,102556.41,123058.11,472576.94,1281720,342423.94
"272/383.1775mz/7.88min",1876015.5,2518106.8,2664641,2626973.2,930731.1,959950.4,1233924.2
"273/381.1738mz/7.88min",52719297,70434344,74421850,72639320,27545350,27909014,35004250
"274/380.1828mz/7.88min",490514.55,676412.9,725432.2,716866.25,238266.62,248828.23,304616.2
"275/563.5043mz/7.88min",184585.965,231458.62,312250.28,321396.8,137713.31,77180.5,63600.527
"276/646.4272mz/7.87min",353766.87,338354.88,389267.38,361945.44,375075.78,247461.4,345588.3
"278/112.9856mz/7.87min",7869997.25,9266560,10080119,9583707,6322237.5,6111069,6473434.5
"280/417.2233mz/7.87min",312028.64,493855.5,602175.9,606197.6,66371.5,114282.75,130201.78
"281/485.2105mz/7.88min",227863.06,395356.47,447977.4,444085.16,28108.307,30286.86,60369.65
"282/449.161mz/7.88min",830867.56,1339123,1457810.8,1385385,213220.62,241134.34,322612.12
"286/129.9757mz/7.88min",849023.45,574515.4,556628.8,822610,1373376.1,875436.9,1016364.75
"287/132.9001mz/7.91min",344302.36,248538.84,195887.75,207096.33,440065.88,526069.3,510113.34
"288/137.8917mz/7.91min",250198.28,196492.28,80424.09,84160.98,303904.28,309002.75,357232.66
"291/134.8946mz/7.91min",9139040.5,6695883,9364370,8913711,8840266,10859781,9851804
"292/466.151mz/7.91min",1229771.81,2143656,2204805,2179617,151316.39,315887.62,200888.11
"293/397.1684mz/7.95min",2335210.2,3193003,3277430.2,3305024.8,1414752.4,1418470,1477417.4
"295/341.2695mz/8.01min",316561.7,296960.94,324550.06,165080.03,317359.1,315764.3,421479.6
"296/802.5608mz/8.03min",1777340.6,52025.4,10405.08,10405.08,8722465,3759899.8,3502655.8
"297/369.1736mz/8.0min",251532.105,286416.4,307003.53,329958.6,161263.34,125556.836,216647.81
"298/327.2904mz/8.02min",309653.72,332657.44,336760.12,309998.97,265543.8,262461.97,309308.47
"299/599.3203mz/8.01min",473986,557483.4,611897.94,390488.6,183563.56,329366.25,683063.1
"300/686.4765mz/8.07min",3595111.2,1198370.4,1198370.4,1198370.4,5991852,6231871.5,6387352.5
"301/713.1307mz/8.14min",153235.5225,23892.045,21824.746,20362.541,319451.66,282579,383571.4
"303/195.8107mz/8.22min",59445.86,31256.828,43955.13,27021.473,74936.59,260195.12,97859.63
"304/339.1996mz/8.22min",1251937.38,1835327.2,1847445.8,2034314.2,414076,668547.56,373969.53
"305/399.1841mz/8.21min",1239003.325,1689519.4,1799364.1,1929165.2,788487.25,760591.25,779787.8
"306/132.9001mz/8.22min",874336.82,185368.62,584894.44,554880.06,1163779.2,1195238.8,1305265.6
"309/137.8917mz/8.23min",584190.825,121016.375,293881.5,368588.9,799792.75,822997.75,894199.06
"310/161.9135mz/8.22min",397543.48,398215.3,396871.66,401190.78,357365.3,317515.56,427488.78
"311/385.1932mz/8.21min",758929.36,1052919,1166910.6,1140056.2,368074.4,340686.12,464939.72
"312/118.9267mz/8.22min",924497.6,1420843.9,1605568.9,1234394.6,614600.6,562855.06,611009.4
"313/383.1895mz/8.22min",22046232,30075600,33172790,32476836,12126243,11321631,14016864
"314/117.9286mz/8.22min",4559136.5,5943876,6202175,6796124,2434335.2,3174397,2483538.8
"315/451.1766mz/8.21min",144682.609,251194.53,269132.7,275106.06,28020.254,22061.975,38170.688
"316/381.195mz/8.22min",1089271.05,1503062.4,1632880.6,1632886.6,552570.8,516194,675479.7
"317/118.9326mz/8.22min",287177.99,479180.34,380247.06,373840.5,85607.34,147660.12,200515.48
"320/114.9341mz/8.22min",1708692.6,2310395.2,2593703.2,3114751.5,1102042.2,1059136.1,1106990
"321/153.8685mz/8.22min",228024.085,48633.656,159731.47,71993.53,330345.06,296316.7,421545.12
"322/118.9241mz/8.22min",276525.305,434264.53,313547.16,427842.16,239503.45,153653.16,139925.92
"324/402.1631mz/8.22min",479707.16,690810.2,719005.56,581188.1,332464.28,317233.4,378226.22
"325/129.9757mz/8.22min",1247919.35,2522566.5,2886986.2,1624150.8,861233.4,845334.8,871687.9
"327/134.8946mz/8.22min",17110595,11392770,10811952,10436432,22900268,22828420,25080412
"330/150.8894mz/8.26min",328951.45,291680.97,291918.4,365984.5,231952.6,2969967,3047222.5
"331/468.1667mz/8.23min",1439058.19,2442020.5,2808658.8,2795071.8,374469.3,391993.25,436095.88
"332/427.2337mz/8.23min",254230.7615,475089.1,517400.8,459326.8,34693.93,27046.719,49134.723
"333/319.231mz/8.24min",5227.08425,715.85264,560793.1,6874.9053,3579.2632,715.85264,56905.332
"334/409.2049mz/8.27min",525841.925,614892.75,635009.94,629367.06,378590.12,388579.12,436791.1
"335/339.1996mz/8.29min",694021.725,1006382.7,1053037.4,1249621.5,117532.55,381660.75,130481.11
"338/134.8946mz/8.28min",11745709.5,11710992,12271997,6369324,11780427,11784553,7132846
"340/150.8894mz/8.33min",725252.42,664006.4,715631.4,734873.44,2878963.2,1121714,441007.38
"342/137.8917mz/8.29min",364693.86,359632.47,429940.56,182324.73,399148.84,369755.25,251274.75
"343/698.9111mz/8.45min",1028369.4,1025711,952850.25,977337.8,1058822.6,1031027.8,1048321.5
"344/197.8079mz/8.46min",5489043.9,2681708.8,2460178.2,2535487.2,8296379,8563357,9178715
"345/195.8108mz/8.47min",4314520.2,2068569.9,1926392.6,1964532.9,6560470.5,6843963.5,7272195.5
"346/199.8049mz/8.47min",2469568.2,387903.03,1145446.2,344687.16,3793690.2,4140875,4229776.5
"347/473.2823mz/8.47min",628641.75,1184990,1039627.25,502969.47,581799.44,591036.56,666246.94
"350/488.1502mz/8.52min",413548.83,1370497.6,569208.5,147845.36,257889.16,116599.66,694410.8
"353/187.8609mz/8.53min",335388.63,900024.4,383416.7,398091.44,255963.12,258213.05,287360.56
"355/245.8947mz/8.54min",1893678.4,1817124.2,1770158.9,2016705.6,1772938.4,2234600.2,1970232.6
"356/243.8992mz/8.54min",4801906,4405302,4806851.5,4889621.5,4220183.5,5463686.5,4796960.5
"358/368.9786mz/8.56min",2228380.5,2329366.2,2007990.4,1083406,2170438,2401704.2,2286323
"359/321.2103mz/8.56min",1191205.05,968151.6,1331307.6,1500563.2,1051102.5,1606403.9,920306.06
"360/161.9135mz/8.57min",2297509.65,1006475.6,3055466.8,2973224.8,3037511.8,1598824.6,1621794.5
"361/153.8685mz/8.57min",1065974.15,198906.92,306951.9,266551.9,1975573.8,2045358.1,1824996.4
"362/132.8678mz/8.61min",2343272.1,1095597.6,862774.06,1330145,3356399.2,4033467.2,3461952.8
"363/134.865mz/8.61min",1696848.5,659744.4,1378044.9,219137.81,2015652.1,2509635.8,2262075.8
"364/136.863mz/8.62min",698974.85,332791.5,71675.54,521354.3,876595.4,927513.6,1057302.1
"366/489.2774mz/8.65min",115352.95,107789.42,122916.48,240227.25,194029.06,85083.86,104202.93
"368/101.9808mz/8.71min",1771708.25,1240997.6,1760368.4,1583594,2676716,2985114.2,1783048.1
"369/124.9967mz/8.71min",532158.025,538096.8,456084.8,526219.25,927183.3,1138599.9,525014
"370/119.9468mz/8.7min",3736121,963423.3,906331.25,3395151,4077091,4196181.5,4298880.5
"371/146.9659mz/8.7min",30640037,28447076,32079522,29935212,28661340,31723842,31344862
"372/134.8946mz/8.71min",38286689,35567868,13348032,13199780,41005510,53911420,54770108
"373/135.9709mz/8.7min",1386519.4,1608053.6,1865696.4,1577413.4,961512.44,1195625.4,1136490.9
"374/161.9135mz/8.69min",1104534,583853.3,966281,949241.9,1242787,3774826.5,3387833
"376/137.8917mz/8.72min",962315.485,414499.5,237012.53,471612.97,1453018,1537918.4,1906174.8
"378/150.8894mz/8.74min",556708.74,270332.38,521990.28,521475.66,2020900.5,591427.2,1911273.6
"379/132.9001mz/8.73min",1469189.6,468333.97,659861.7,659736.94,2278517.5,2690189.5,2706912.5
"381/229.9008mz/8.73min",5368103.25,4951586.5,5252055,5197470,5484151.5,5895565.5,5738777
"383/265.1477mz/8.75min",783755.675,852108.1,839030.6,870252.25,678738.9,728480.75,689079.56
"384/118.9326mz/8.75min",138009.61,61277.395,509133.06,157598.86,137179.69,138839.53,90785.945
"387/183.9342mz/8.77min",20016802.5,14033952,14902111,14791948,25131494,26009906,26165806
"390/118.9267mz/8.79min",3640563.6,2937265.2,1043105.7,1050799,4343862,4629445.5,4403105.5
"391/489.2774mz/8.79min",317512.255,436260.5,385630.9,704603.25,249393.61,127565,221061.92
"393/142.9289mz/8.79min",4095373.75,3958321.5,3354581.2,3514142.2,4232426,5355599.5,4653090
"394/132.9234mz/8.79min",17482134,17576664,15432818,15019782,17387604,18153306,19941430
"395/99.9258mz/8.79min",60101436,55844468,52549636,50850188,67812536,67756700,64358404
"397/144.9234mz/8.8min",91640747,83811496,84269500,89383070,93898424,97308210,100091630
"398/114.9341mz/8.79min",5243099.1,1954198.2,1944748.9,1932889.2,8532000,8602552,8705632
"399/312.836mz/8.8min",4808313,5254899,5084606.5,5082138,4491739,4534488,4394360.5
"400/199.9292mz/8.8min",1253438.1,714473.8,542283.2,345690.3,2081758.1,1796750.4,1792402.4
"401/139.9444mz/8.81min",3102488.25,1672026,2717828,2680945.2,3487148.5,3547659,3633543
"402/115.9207mz/8.8min",416746370,409033000,380767780,407996960,424459740,438254530,446554270
"405/100.9336mz/8.81min",56676863,64546780,60214540,59378850,51092548,52222896,53974876
"406/113.9263mz/8.81min",20707801,5741393.5,20030294,21385308,19152706,22601058,23584132
"407/339.1996mz/8.8min",353452.45,493194.47,478509.3,419975,93063.24,286929.9,73664.35
"409/325.1841mz/8.82min",863549.075,1002488.44,959085.25,1008023.3,672009.94,768012.9,652289.7
"410/311.1685mz/8.83min",1035932.42,1444498.2,1185405.4,1688608.9,719420.06,886459.44,676459.4
"414/427.2337mz/8.89min",2464947.78,4763145.5,4827510,4334679.5,578668.25,595216.06,262902.34
"415/319.231mz/8.88min",640.8004,640.8004,625157.4,640.8004,640.8004,640.8004,3204.002
"416/113.9263mz/8.85min",5760496.75,21425272,5492794,5370789.5,5675939,5845054.5,5950500.5
"417/132.9001mz/8.93min",316303.485,354229.03,92336.81,276682.56,683371.2,748148.9,278377.94
"418/134.8946mz/8.92min",11212838,9159188,9147141,9301686,13123990,14542632,14901844
"421/139.9445mz/8.9min",1445399.9,2609137,1286217.6,1604582.2,605810.25,1838680.8,761905.9
"423/150.8895mz/8.91min",243928.17,171467.58,81968.27,193824.62,294031.72,777091.75,331144.28
"424/439.2519mz/8.95min",3101263.2,2623511,2745644.2,2661216,3941918.8,3456882.2,3998391
"425/101.9808mz/8.95min",6218363,6077206,6455545,6359520,3401159.5,3399217.5,6665854
"426/119.9468mz/8.96min",951164.2,661845.44,730150.94,1252390.4,921925.6,980402.8,987647.25
"427/124.9967mz/8.95min",2657781.75,2820117.5,3140471.5,3007812.2,1317577.2,1274810.8,2495446
"428/523.3457mz/8.96min",473247.57,808001.2,622955.94,1000947.2,323539.2,302536.8,303232.78
"429/135.9709mz/8.96min",1445886.15,1715621.1,3004121.8,1895993,855251.9,1106058.9,1176151.2
"432/102.9568mz/8.96min",1674951.3,1540077.9,1626869.9,1706891,1772023.1,1643011.6,1758259.8
"433/134.865mz/8.96min",1800051.05,3402182.8,2286220.5,3645039.8,385927.62,585287.75,1313881.6
"434/124.0015mz/8.96min",1034766.9,1190035.6,1041489.7,1028044.1,1000134.56,936822.6,1063216.4
"435/495.2572mz/8.97min",4932095.85,5920688.5,6242625.5,6395924,3943503.2,3744617,3712565.8
"438/129.9757mz/8.97min",4595869.75,4966447,4706763,4876680,2330854.5,2402134.8,4484976.5
"439/132.8678mz/8.96min",3498628.6,5101591,5439703.5,5503391,1857646.8,1003609.4,1895666.2
