"","Filename","NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML","NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML","NEG_TJGIp10_1_Run23.mzML","NEG_TJGIp10_2_Run133.mzML","NEG_TJGIp10_3_Run210.mzML"
"31","100/164.0354mz/3.05min","596248.4","621138.6","616422.75","491199.6","508962.03","506531.66"
"32","101/186.0772mz/3.06min","751721.4","827539.5","852534.44","925833.7","976180.0","927418.7"
"33","103/456.2005mz/3.1min","479606.62","690616.44","641559.7","897461.4","1067860.2","649518.06"
"34","104/227.129mz/3.19min","178045.78","181693.89","193533.22","241294.25","203050.52","167297.67"
"35","106/245.0932mz/3.2min","1894369.5","2654307.2","2527735.5","3095423.2","2901843.8","2505461.2"
"36","107/329.124mz/3.21min","224558.52","176168.56","274336.78","265080.66","240781.66","323002.75"
"37","108/195.0663mz/3.21min","33409.28","27895.129","50549.05","42109.695","38860.316","59354.863"
"38","109/177.0557mz/3.3min","88605.086","74620.5","109777.08","84213.98","77738.305","114474.82"
"39","110/178.051mz/3.25min","575404.44","568215.5","574364.94","524144.62","548342.2","484771.62"
"40","112/144.0455mz/3.27min","513206.5","301320.53","319832.7","419759.2","332709.84","316798.62"
"41","113/261.1343mz/3.27min","344645.75","421772.78","395828.06","666406.2","598469.06","503952.2"
"42","114/262.1376mz/3.35min","250471.33","304493.25","281421.0","77527.66","468483.03","322943.66"
"43","116/173.082mz/3.31min","30709.826","56400.992","29860.58","0.0","0.0","0.0"
"44","117/487.3057mz/3.32min","35397.53","0.0","0.0","22686.455","0.0","0.0"
"45","118/138.0197mz/3.32min","1879500.2","1327426.9","1155854.9","1867194.5","1518160.1","1239468.8"
"46","119/261.1344mz/3.36min","3143275.0","3644073.5","3471753.5","5986702.5","5340122.5","4480744.5"
"47","120/329.1219mz/3.36min","136420.83","280547.44","272541.03","284370.84","372039.0","349090.9"
"48","121/187.0976mz/3.36min","92946.82","125076.46","211190.56","183905.38","262989.1","241808.47"
"49","122/245.0455mz/3.38min","30733.21","29190.623","23235.484","80575.58","70987.17","60444.914"
"50","123/269.1031mz/3.41min","36412.746","37768.895","50124.723","41831.113","32777.01","53794.38"
"51","124/177.0557mz/3.41min","92775.5","97754.79","137077.78","103514.23","93962.0","145969.64"
"52","125/599.2933mz/3.43min","0.0","0.0","0.0","0.0","0.0","32565.713"
"53","127/509.1564mz/3.44min","48140.594","0.0","0.0","0.0","0.0","0.0"
"54","128/277.0723mz/3.44min","170910.34","162168.1","260119.14","190133.47","269075.06","346224.62"
"55","129/187.0976mz/3.45min","7811067.5","5778342.0","6005728.0","8081108.0","9233433.0","8133365.0"
"56","130/209.0795mz/3.45min","512816.75","468116.38","478276.28","533596.1","709584.44","655491.56"
"57","131/145.087mz/3.45min","345834.47","632303.06","517989.66","439804.2","440853.03","404943.03"
"58","132/228.1031mz/3.49min","522694.94","179305.78","184535.11","275500.66","157213.2","165646.55"
"59","133/237.0769mz/3.51min","411952.44","0.0","0.0","61798.902","0.0","0.0"
"60","134/165.0557mz/3.53min","54281.195","43442.84","30326.121","45953.05","53561.406","38149.227"
"61","136/177.0557mz/3.53min","770437.7","822041.0","1061123.5","853408.1","822268.4","1130123.4"
"62","137/269.1031mz/3.53min","439501.22","464396.16","589770.7","467622.66","463635.0","641259.25"
"63","138/195.0663mz/3.53min","65132.766","60196.402","89083.94","71665.47","62693.35","94412.04"
"64","139/145.087mz/3.53min","728878.44","854496.75","800462.4","1072457.4","858554.3","733300.44"
"65","140/227.1289mz/3.54min","0.0","84119.94","47461.285","38432.42","40211.65","29167.74"
"66","141/191.0748mz/3.59min","140575.33","389054.47","477026.25","75260.75","456592.16","387927.1"
"67","142/466.221mz/3.59min","147359.38","77799.5","72748.99","106496.23","109178.6","78496.7"
"68","143/144.0455mz/3.59min","3563355.5","1725043.1","2189190.0","2367061.2","1794559.4","1872609.9"
"69","144/466.221mz/3.66min","277676.1","528740.9","502405.34","743740.0","731936.2","507375.22"
"70","145/292.1192mz/3.69min","474759.53","428621.88","530174.2","793569.3","781190.2","654298.5"
"71","146/471.166mz/3.69min","88657.53","214109.84","246078.38","61083.105","239703.12","201188.83"
"72","147/214.145mz/3.69min","560923.9","277626.44","353474.4","103266.57","38966.664","45379.047"
"73","148/191.0748mz/3.64min","534429.3","457047.1","481849.44","334578.7","352734.53","400117.3"
"74","149/489.1766mz/3.7min","192830.44","123879.79","152680.61","129510.76","132100.25","134542.05"
"75","150/215.1289mz/3.73min","78154.22","158736.62","162292.69","160971.53","147613.69","128490.125"
"76","151/191.0748mz/3.69min","823386.6","203080.92","236465.77","261282.94","0.0","185214.03"
"77","152/195.0663mz/3.75min","299838.8","399830.56","492116.16","434115.28","505108.06","615361.06"
"78","153/171.1027mz/3.75min","827897.3","636515.8","669460.8","836052.3","1025396.5","778905.6"
"79","154/459.2825mz/3.75min","284666.4","269926.72","195989.39","584424.5","504014.5","593423.44"
"80","155/516.2239mz/3.77min","449636.16","137273.45","346968.84","184489.31","190655.97","157303.92"
"81","156/159.1027mz/3.79min","376076.34","505325.47","536920.94","620210.0","474282.1","459927.5"
"82","157/471.166mz/3.79min","604134.75","443201.2","554430.5","590854.6","462547.9","572277.75"
"83","158/534.1616mz/3.79min","510990.53","250383.6","237187.33","542392.5","298490.97","236534.11"
"84","159/517.1714mz/3.79min","2809660.0","2656481.2","3619063.8","2756040.2","2830951.5","3709109.0"
"85","160/507.1427mz/3.79min","1837114.1","851515.1","871990.3","1746187.2","948653.8","839149.3"
"86","161/518.1748mz/3.79min","798614.56","765300.0","963319.44","771761.7","814807.94","983572.1"
"87","163/236.0962mz/3.79min","11244.371","2543202.0","2939752.5","6901.368","2059790.5","1847745.2"
"88","165/281.1394mz/3.81min","241364.34","275508.94","228647.69","391989.72","338390.88","197617.0"
"89","166/201.1133mz/3.82min","322210.2","295576.34","287401.0","364542.16","315954.2","276951.1"
"90","168/227.129mz/3.83min","7573.177","41661.56","42204.26","36046.367","65851.46","53703.707"
"91","169/317.0302mz/3.87min","1212668.6","424457.56","519295.22","1497974.9","1131340.4","1066761.8"
"92","170/489.1767mz/3.87min","890836.1","1195220.8","1515112.0","775335.4","937744.6","1382100.8"
"93","172/525.1533mz/3.87min","657861.6","326114.12","322174.53","546410.06","274472.1","285835.56"
"94","173/535.1824mz/3.87min","254274.53","298314.25","376663.25","200362.33","224397.11","345868.66"
"95","174/373.1657mz/3.88min","49398.688","20859.918","29684.916","48657.277","36095.195","30882.377"
"96","175/236.0962mz/3.86min","3429346.5","2589477.8","1993896.5","2684556.5","0.0","1332217.8"
"97","176/473.1819mz/3.92min","394973.72","308128.3","391990.03","415220.2","303838.78","334660.28"
"98","177/596.2844mz/3.92min","1007834.25","1132255.8","1201808.5","1319789.2","1277628.0","1130850.1"
"99","178/213.0154mz/3.94min","245782.95","446340.25","506491.8","473215.03","750918.06","493754.6"
"100","182/469.1503mz/3.95min","134330.55","84507.15","100070.586","68986.92","110313.2","94740.28"
