row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_Y-6MSAS_2_Run109.mzML Peak area,2024_NEG_Y-EV_1_CTRL_Run89.mzML Peak area,2024_NEG_Y-6MSAS_3_Run136.mzML Peak area,2024_NEG_Y-6MSAS_1_Run92.mzML Peak area,2024_NEG_Y-EV_3_CTRL_Run139.mzML Peak area,2024_NEG_Y-EV_2_CTRL_Run118.mzML Peak area,
154,157.05058908314095,2.8011277,,,,,,,,,,,4779762.0,2776096.2,2233135.0,3010893.8,6316448.0,3133822.5,
3,158.97849795100876,0.3101019,,,,,,,,,,,512777.5,500331.0,464167.62,496712.7,449127.34,550333.56,
543,160.8419664621808,10.4378395,,,,,,,,,,,304327.12,282082.25,266112.84,211292.75,161181.33,287790.3,
110,161.04552869119593,0.7926126,,,,,,,,,,,1.0110492E7,1.2606812E7,8377728.0,1.2169474E7,1.368014E7,1.2241577E7,
474,161.9135619840174,8.285031,,,,,,,,,,,168443.94,1077415.6,257839.84,51041.34,144753.62,196865.73,
479,161.91356203834906,8.412309,,,,,,,,,,,457640.47,691550.6,441513.38,119171.336,125479.01,425187.38,
435,161.91356415464423,7.8429112,,,,,,,,,,,557347.7,1657096.5,277083.9,261876.5,226290.42,325903.66,
451,161.91356539741778,7.927274,,,,,,,,,,,535424.44,474334.8,306757.2,303825.75,208435.12,224005.78,
544,162.8390440004442,10.43875,,,,,,,,,,,303032.8,279924.75,267263.06,212267.69,159814.95,285779.9,
178,164.0353056622358,3.1426208,,,,,,,,,,,1583528.4,1542885.9,1321342.2,1404999.9,3461248.5,1743191.1,
6,164.9569875556082,0.3396119,,,,7,,,,,,,436835.9,404923.9,417267.6,404932.4,394718.9,446508.2,
175,165.05566581659295,3.131093,,,,14,,,,,,,1827731.0,1644299.8,1510418.0,1623998.1,2991095.5,1732001.9,
170,172.09790311582492,3.0802908,,,,,,,,,,,311716.66,298350.94,276432.78,272054.97,640666.4,311800.25,
84,173.00914668849154,0.5538532,,,,8,,,,,,,1.770226E7,2.2642302E7,1.8503416E7,2.269872E7,1.7171786E7,2.0864826E7,
38,173.00915898230002,0.38885704,,,,4,,,,,,,7897672.5,1.1160759E7,5975471.5,9467193.0,7624439.0,9564114.0,
86,174.01256562890933,0.5548718,,,,8,,,,,,,385817.6,1374326.1,916154.5,1199258.0,517204.7,927171.56,
27,174.01258577563632,0.38436866,,,,4,,,,,,,507400.9,740453.8,409769.0,579665.5,439148.3,740095.25,
21,174.07711769228862,0.36673382,,,,,,,,,,,1619874.0,556585.75,1337538.2,359175.1,2126705.2,1903210.4,
123,175.06114356424067,2.0366623,,,,,,,,,,,24922.709,33782.637,0,35065.062,59266.492,47234.715,
136,175.0611470501019,2.4329712,,,,46,,,,,,,253354.05,150813.27,108825.93,143417.98,370098.16,202875.27,
141,175.06117810506566,2.5224485,,,,42,,,,,,,5581184.0,3410724.2,2650634.2,3543513.0,7878366.5,4025306.2,
140,176.06448465458652,2.5210278,,,,,,,,,,,402543.06,236457.88,178560.28,245051.72,564928.94,277225.12,
157,178.05088427385303,2.868522,,,,51,,,,,,,51433.484,70176.69,62144.83,89517.58,93282.74,78352.37,
146,178.05091903340997,2.7169373,,,,45,,,,,,,825482.0,1336737.8,717270.25,1128685.1,1272146.6,1310032.2,
185,178.05092127557032,3.3592293,,,,,,,,,,,301099.84,239134.67,188886.27,404780.9,426447.7,320237.62,
159,180.0576496213854,2.8696213,,,,,,,,,,,183191.95,194758.06,189449.36,180602.25,311428.88,212220.14,
495,186.90574341964714,8.736833,,,,34,,,,,,,2683262.5,4199124.0,2413752.5,1591225.0,570348.25,2605403.0,
504,186.9706077927738,8.936141,,,,,,,,,,,136342.56,469572.8,115654.62,27745.086,9125.249,94405.53,
436,186.97061119215027,7.8395443,,,,,,,,,,,91238.16,158214.22,179264.81,183152.02,173259.78,207601.62,
452,186.97061362003146,7.9434013,,,,,,,,,,,193272.23,149128.28,191847.31,236198.47,176463.62,245474.12,
480,186.97061863914644,8.409512,,,,,,,,,,,625021.1,1899462.2,550413.4,444058.47,488940.22,553320.6,
12,187.09187879765634,0.35381147,,,,27,,,,,,,780768.56,683029.1,1042972.06,765701.94,485941.12,757510.7,
388,187.86093771208886,7.247972,,,,,,,,,,,123935.1,0,0,0,0,0,
250,187.86097408260636,5.5302167,,,,,,,,,,,0,258517.75,0,38296.77,0,12625.705,
549,187.86097804056695,10.479438,,,,,,,,,,,984854.3,454903.53,383248.75,395671.66,289349.16,941019.0,
94,188.05654121255634,0.649025,,,,,,,,,,,481253.12,642557.94,317453.94,962572.0,387029.88,729299.56,
55,188.05658739954097,0.41774884,,,,,,,,,,,123317.086,174027.4,135408.72,219623.88,198262.47,185161.44,
122,188.09283492539137,1.474229,,,,,,,,,,,2573420.0,2753425.2,2099294.8,2538599.8,4167605.8,3052674.2,
498,188.9039371726146,8.737098,,,,,,,,,,,659581.6,1836061.1,566677.1,379309.97,307394.0,638194.56,
172,189.07682946483985,3.130062,,,,14,,,,,,,776472.3,532595.44,298513.7,578356.75,1085541.8,571095.8,
135,190.05477490679698,2.4125788,,,,,,,,,,,134481.69,214606.98,99592.36,77957.94,1032941.6,147239.72,
112,191.01065903268855,0.7570961,,,,,,,,,,,132056.23,155428.25,132932.44,72784.43,155111.6,99095.79,
104,191.01070639012767,0.6542762,,,,,,,,,,,81776.88,233366.4,252230.36,89531.76,111563.58,263094.03,
75,191.0107088231168,0.528384,,,,10,,,,,,,938827.0,1377021.0,848361.25,1239028.5,1308342.9,921158.3,
69,191.01980099933107,0.5249343,,,,10,,,,,,,3.8850653E8,1.8382523E8,2.2881288E8,1.8443614E8,5.27917E8,2.0073515E8,
45,191.0198085939406,0.38975558,,,,4,,,,,,,1.3235832E8,1.4455867E8,1.1775135E8,1.2010304E8,1.7934059E8,1.3601358E8,
74,191.02881497314516,0.52733916,,,,10,,,,,,,1907751.2,1126590.9,995748.94,1652913.0,1454209.9,1096207.4,
72,192.0230451168607,0.5256557,,,,,,,,,,,2.6234762E7,1.2599943E7,1.3563157E7,1.7912974E7,9887159.0,1.2691481E7,
385,195.81089262712283,7.2403507,,,,,,,,,,,160237.69,0,0,0,0,0,
545,195.8109046681623,10.438637,,,,25,,,,,,,388786.12,374551.5,583430.44,255563.62,352871.8,424620.7,
555,195.9059901484377,10.516795,,,,,,,,,,,279778.03,560320.0,169840.02,718441.5,336927.06,391354.66,
245,195.90600032379336,5.402956,,,,,,,,,,,0,0,0,202346.08,0,158522.9,
389,197.8079113631742,7.247972,,,,,,,,,,,201244.39,0,0,0,0,0,
546,197.80794351405817,10.438637,,,,25,,,,,,,495693.47,503374.1,758999.8,328984.53,304198.44,589876.94,
261,214.87990518821593,5.8755584,,,,,,,,,,,5269.087,12858.122,0,0,848842.7,0,
242,214.8799304529494,5.1244745,,,,,,,,,,,4728.6655,0,1107992.1,11765.573,18032.37,0,
251,214.87994641849946,5.485551,,,,,,,,,,,5771.4746,1034369.3,20684.176,418348.0,0,168545.92,
390,214.8799553195498,7.247972,,,,,,,,,,,279151.88,0,0,0,0,0,
246,214.87995686388714,5.3657575,,,,,,,,,,,29998.098,111315.83,71656.58,1332038.5,5937.1133,915971.7,
554,214.87999522812265,10.516039,,,,37,,,,,,,2795882.8,2486789.5,2975357.8,3317530.2,3068332.2,2710750.2,
13,215.03277166255347,0.35655499,,,,27,,,,,,,295340.6,390507.22,239972.19,347537.4,327890.84,380808.28,
496,221.87459385486292,8.741455,,,,34,,,,,,,2339982.2,4116407.2,2242938.2,363810.9,316365.06,2206743.2,
134,223.07241513882823,2.367971,,,,,,,,,,,255402.22,315993.7,236347.27,277559.6,352128.34,362429.84,
494,223.87232204804172,8.731294,,,,34,,,,,,,1681001.9,2969693.2,1628897.2,222650.22,222510.9,1565024.5,
151,224.09276492994192,2.770214,,,,40,,,,,,,181966.77,126442.28,148476.48,138346.34,496896.03,176541.03,
180,224.09280086238633,3.2444515,,,,59,,,,,,,493903.38,445819.62,359512.28,405339.5,1179200.9,411615.53,
229,227.96659022333924,4.744773,,,,19,,,,,,,6381736.5,6044906.0,6115800.0,6251115.5,6507448.5,6444993.5,
231,228.969879777438,4.744773,,,,,,,,,,,503244.03,490618.6,490806.75,509148.06,503694.16,506263.34,
171,229.15572132950737,3.0753524,,,,,,,,,,,360503.03,335455.78,319531.22,283951.06,821279.56,339752.78,
230,229.96447122963409,4.744773,,,,19,,,,,,,6242187.5,5962377.5,5932544.0,6118480.5,6281956.0,6257572.0,
232,230.9677760575436,4.746054,,,,19,,,,,,,514317.16,453998.22,458680.66,490452.5,507543.5,476826.62,
139,237.08807757239222,2.5174916,,,,42,,,,,,,780488.06,961308.0,834002.06,962418.0,1005261.06,972926.0,
184,238.0720757491687,3.34245,,,,,,,,,,,164388.55,182107.0,140713.12,164218.5,393158.6,196388.78,
243,241.89889552648262,5.1139545,,,,,,,,,,,41376.023,177054.44,1348637.8,175005.42,161998.3,56923.66,
262,241.89889720231122,5.876999,,,,,,,,,,,184291.6,207070.92,18755.24,82063.375,991451.3,26724.01,
391,241.8989028902769,7.247972,,,,,,,,,,,285028.12,0,0,0,0,0,
252,241.89891065226774,5.4969177,,,,,,,,,,,189440.42,1765625.1,111969.49,613494.5,48057.2,764338.3,
247,241.8989207546914,5.4027886,,,,,,,,,,,155710.7,212727.0,121681.54,1641922.0,15654.265,1288056.5,
553,241.89896845911042,10.514151,,,,37,,,,,,,4623728.0,4835767.5,3929864.2,5012511.0,4094301.8,4514197.0,
244,242.17614077004944,5.130733,,,,,,,,,,,70389.9,72657.17,119762.45,85254.67,180981.14,67048.016,
214,242.17616741506458,4.426349,,,,,,,,,,,449641.66,483586.22,489133.62,463701.22,497085.88,444830.47,
550,243.89929902493145,10.491202,,,,58,,,,,,,8072455.0,7453913.0,8081790.0,8651031.0,7319117.0,8137977.0,
491,243.89930609164048,8.6960125,,,,34,,,,,,,1972514.4,9907516.0,1726843.4,384420.8,106486.266,1905565.6,
392,243.8996263707783,7.259233,,,,,,,,,,,478314.03,350048.34,0,0,0,91594.63,
492,245.89476544797964,8.69242,,,,34,,,,,,,761926.2,3817627.5,637283.94,110746.945,0,718980.5,
551,245.89479437153435,10.491202,,,,58,,,,,,,3144079.2,2530920.2,3083437.0,3117774.5,2783030.5,3125082.0,
497,248.8935612221592,8.733977,,,,34,,,,,,,2716788.2,7127003.0,2310882.2,397412.7,29714.27,2598794.0,
191,249.02270055594408,3.4900265,,,,,,,,,,,5915199.5,6407318.5,6221864.5,7056710.5,6543680.0,6707730.0,
502,250.8916722712335,8.747157,,,,,,,,,,,453136.3,3164954.8,367070.5,81975.8,7862.05,437111.88,
10,254.9263546856257,0.3443419,,,,7,,,,,,,287795.75,266673.25,286311.06,244833.0,236624.12,290558.12,
547,255.82214746598405,10.439668,,,,,,,,,,,281370.72,326901.88,232207.55,68994.91,24761.066,294749.56,
164,258.07712626227004,2.9835536,,,,,,,,,,,32452.426,28898.996,28717.285,29770.09,114398.67,38957.68,
187,258.07713793998005,3.4005191,,,,,,,,,,,190932.78,162731.03,149465.14,135870.62,414691.03,163000.75,
212,263.03834700123303,4.269445,,,,,,,,,,,353157.5,339095.3,344709.22,317810.5,326174.94,335206.03,
155,265.01761735211363,2.8274453,,,,,,,,,,,1697521.0,1650498.6,1707376.2,1692958.8,1611131.0,1697598.5,
179,265.0176225135546,3.1734803,,,,,,,,,,,3039238.0,3220640.2,2890536.2,3167174.0,2735092.0,2998618.2,
267,265.14790345679586,5.891165,,,,,,,,,,,345637.12,327532.84,371988.9,337777.78,322987.28,198893.11,
286,265.18093015176026,6.3037515,,,,32,,,,,,,515428.3,779828.25,548266.2,711886.75,995149.8,804351.8,
233,266.9888387506426,4.758549,,,,56,,,,,,,1465502.4,1341550.4,1477058.2,1542034.8,1509454.0,1477297.2,
234,268.98572775013264,4.758549,,,,56,,,,,,,473326.66,410500.8,480095.34,515233.22,482757.22,464914.88,
114,271.0616658509204,0.88008136,,,,,,,,,,,1652148.8,1731091.4,1705284.2,1762421.4,1101571.5,1575236.0,
208,271.99831946439895,4.120365,,,,,,,,,,,178904.78,165465.16,190264.17,179800.67,158568.39,147111.36,
147,272.0776012601373,2.7420444,,,,,,,,,,,156604.78,135736.58,126845.59,118966.53,356803.3,148433.56,
132,272.0776127768915,2.3277066,,,,,,,,,,,104648.63,101462.875,90974.734,81310.836,341064.5,107388.11,
194,279.9958436717224,3.516662,,,,3,,,,,,,2.1762102E7,1.918585E7,1.9703774E7,1.977649E7,1.8195384E7,1.832988E7,
192,280.49731905097013,3.5168765,,,,,,,,,,,5061902.0,4525342.0,5337592.0,4630109.5,4582421.0,4590429.0,
150,286.09323517690837,2.7715232,,,,40,,,,,,,287817.8,244878.42,222891.14,210270.53,710545.56,277315.25,
181,286.0932625381295,3.2458713,,,,59,,,,,,,744247.5,676439.1,635383.75,608380.56,1756810.0,699600.5,
130,288.0725385654931,2.1676543,,,,,,,,,,,498494.8,422992.06,416215.3,381449.22,1185276.6,359066.75,
133,290.08820026196986,2.3290951,,,,,,,,,,,2831930.8,2449404.8,1612686.0,1449561.1,6628149.5,2665860.8,
190,292.04629378759876,3.4325619,,,,,,,,,,,53932.55,45453.562,43470.996,37077.082,124667.19,48407.527,
142,292.04629955270104,2.5402243,,,,,,,,,,,79419.01,81182.52,70469.67,58672.766,194920.5,86465.484,
168,292.046340444558,3.001963,,,,,,,,,,,212646.78,191136.42,161007.6,157803.23,504699.72,216288.08,
346,293.2122914786157,6.92194,,,,17,,,,,,,580463.9,797518.7,506061.5,575880.8,942030.5,900611.94,
115,298.06976547105995,0.8744974,,,,,,,,,,,601678.3,349965.1,518353.2,738200.7,606448.3,946913.44,
158,298.09325588565747,2.8696213,,,,51,,,,,,,78273.195,104070.305,87276.72,132580.19,156303.84,134513.0,
145,298.09328431602347,2.7155435,,,,45,,,,,,,1362944.8,2152100.8,1165269.2,1895167.9,2047585.8,2145004.0,
358,299.2592128930881,7.021441,,,,1,,,,,,,36238.38,54202.168,34307.85,55411.855,61993.23,64904.77,
321,299.25921438347325,6.675972,,,,15,,,,,,,257614.28,217165.16,237275.33,262229.4,298922.03,251367.44,
343,299.2592186259669,6.9010177,,,,33,,,,,,,505279.25,429637.3,449337.8,493154.22,517147.3,421693.53,
331,299.2592344323423,6.81337,,,,41,,,,,,,703969.8,863758.6,567070.0,698250.2,748208.0,869422.56,
149,304.10384100603824,2.7654536,,,,,,,,,,,4483350.0,4091128.2,3830666.8,3478854.0,1.056827E7,4297834.0,
82,306.0765842553057,0.5494186,,,,,,,,,,,90649.586,1070204.0,448645.62,624241.94,588393.6,782729.3,
49,306.07664819058135,0.40655074,,,,,,,,,,,221526.34,602862.4,146102.81,143826.69,360895.47,630029.06,
206,309.101420285477,3.996184,,,,,,,,,,,416035.88,401630.47,422678.56,421078.5,425567.22,425955.4,
169,310.05689665138704,3.0021884,,,,,,,,,,,2044070.1,1837153.6,1658715.0,1547384.4,4493857.5,1906308.9,
80,310.96891346703313,0.5351858,,,,,,,,,,,3890158.5,1823882.5,2208145.5,2238983.0,3495286.8,1659487.0,
58,310.9788132127314,0.42958343,,,,,,,,,,,1111554.5,947503.44,1004999.6,907856.1,946370.94,1040999.94,
95,310.97889875170307,0.64076495,,,,22,,,,,,,1150820.0,536245.5,578537.4,552748.75,811640.56,1052574.5,
507,311.1686781854203,9.023366,,,,2,,,,,,,425797.28,458654.62,445573.75,436794.78,151949.39,474588.28,
314,311.16870525957563,6.5285378,,,,,,,,,,,159990.55,1006255.06,167561.84,82681.3,62962.875,41230.363,
520,311.1687123930228,10.229743,,,,,,,,,,,151113.11,76688.695,148234.86,100991.77,190894.34,157923.16,
301,311.1687174999781,6.4181504,,,,,,,,,,,982716.06,1013555.2,843596.44,923784.06,668478.56,830203.5,
291,311.16871854246915,6.320158,,,,,,,,,,,1170371.9,175582.45,1027815.6,1119619.0,1187996.6,860628.3,
165,320.0776375061875,2.9821243,,,,53,,,,,,,138969.95,123456.59,104055.31,103099.875,385347.88,128056.48,
189,320.0776660262114,3.4020414,,,,52,,,,,,,569439.7,518614.5,477131.16,445647.6,1321670.0,525066.94,
131,322.0602759538089,2.2877917,,,,,,,,,,,432378.16,700599.56,363124.97,303658.16,1830993.4,390128.78,
506,325.1843513500119,9.023421,,,,2,,,,,,,264054.44,407907.78,321269.56,97597.6,66758.04,153982.66,
377,325.18436240305925,7.104924,,,,,,,,,,,7584.544,668422.5,12968.373,20294.525,0,37521.62,
519,325.1843651091269,10.226077,,,,,,,,,,,113416.87,95049.414,104066.13,58181.66,127244.08,90886.95,
322,325.1843708043403,6.7166886,,,,,,,,,,,214942.6,68941.336,113985.3,954774.3,905262.25,120502.33,
350,325.18437113002364,6.9243927,,,,,,,,,,,655246.94,1086621.4,498557.9,470061.25,27555.057,488986.3,
336,325.18437976306075,6.805735,,,,,,,,,,,971939.06,160762.97,781837.44,513433.94,557967.44,471848.3,
558,328.97958688763885,10.548202,,,,16,,,,,,,274913.28,277631.22,232189.05,227819.61,212243.66,225123.66,
127,328.97959628816244,2.1146786,,,,21,,,,,,,1265890.0,1287814.6,999467.25,1429602.0,1167734.8,1309428.2,
166,338.0883092386678,2.9821243,,,,53,,,,,,,1494705.4,1273225.5,1207014.6,1091105.4,3427858.2,1359826.1,
222,341.04861645373103,4.5574937,,,,13,,,,,,,736748.9,713415.0,773503.8,772805.2,691402.25,724789.75,
416,353.1422644652785,7.444879,,,,,,,,,,,318528.6,576094.6,149827.53,127874.734,187134.27,296982.38,
