row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML Peak area,NEG_TJGIp4_2_Run88.mzML Peak area,NEG_TJGIp4_3_Run183.mzML Peak area,NEG_TJGIp4_1_Run59.mzML Peak area,Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML Peak area,
1409,114.93405463370574,7.4421825,,,,73,16,[M+K]+,,2,1422;1409,75.97103,582708.3,876963.75,989278.56,1059014.2,646867.0,326144.03,
1817,114.93407221752932,8.140937,,,,,,,,,,,680572.75,556696.06,622998.25,775026.4,658682.8,3853687.0,
69,115.00368323922828,0.38732615,,,,13,,,,,,,996854.9,2713289.0,2286788.8,2539024.5,2234383.5,1700040.2,
111,115.00370731195858,0.5815113,,,,,,,,,,,193403.61,1134315.5,884543.7,1374328.8,1234020.8,546446.06,
1655,115.92068301635585,7.7233124,,,,42,,,,,,,3.5298016E7,2.7653094E7,2.2062368E7,1.5362411E8,5.2215188E7,2.4751036E7,
1781,115.92069450678622,8.13838,,,,49,,,,,,,2.0667384E7,1.7577419E8,1.6749493E8,2.5963998E7,2.4139676E7,1.0872078E8,
1859,115.92070846766619,8.295344,,,,,,,,,,,2.238963E7,2.8253712E7,3.2369908E7,2.389967E7,9.5999064E7,2.3608886E7,
102,116.03532775331114,0.44227123,,,,,,,,,,,419221.62,301046.75,1641809.6,499531.06,464223.16,510401.28,
54,116.03533850790217,0.38115332,,,,13,,,,,,,1222332.9,2095248.5,1745010.0,4154576.0,1946912.6,1245409.9,
196,116.03540431028655,2.187161,,,,,,,,,,,0,0,49618.254,0,0,0,
284,116.0505591157564,2.7866914,,,,98,,,,,,,533882.6,503076.97,582744.9,571467.5,584678.2,579471.06,
359,116.05062155462252,3.1966925,,,,125,,,,,,,478284.97,134629.98,364047.0,360625.03,397440.56,455444.06,
213,116.07170269812696,2.3717825,,,,36,,,,,,,262732.8,227124.1,331202.53,288706.5,290129.2,237953.25,
97,116.07171989438821,0.4606496,,,,,,,,,,,587504.8,662560.8,835069.0,313318.16,302668.38,505221.12,
65,116.07172186357371,0.3856425,,,,13,,,,,,,880561.6,1328648.2,1255243.0,3044096.0,2191980.2,975983.7,
183,116.07173070659017,1.9662248,,,,75,,,,,,,549214.56,445472.8,602382.1,674844.44,654025.6,490891.47,
1590,116.9284532771501,7.6852894,,,,66,17,[2M-2H2O+H]+,,2,1589;1590,75.97102,2.5893428E7,3.4801564E7,2.912582E7,4.5489776E7,2.385424E7,2.4697296E7,
1422,116.92847756152133,7.444561,,,,73,16,[2M-2H2O+H]+,,2,1422;1409,75.97103,1.1808816E7,1.8765894E7,1.9844108E7,2.1535536E7,1.1114792E7,1.0006987E7,
200,117.0193357765551,2.238146,,,,,,,,,,,18134.8,4761.6846,547924.25,0,161033.7,0,
93,117.01933751289384,0.4325901,,,,178,,,,,,,7193896.0,6245758.0,9649742.0,2.0086362E7,7867246.5,6141807.5,
169,117.01934050499779,1.2578773,,,,,,,,,,,21494.697,23089.621,10991.396,23995.871,180165.6,3773.981,
121,117.01934190560796,0.64492995,,,,55,,,,,,,2.186307E7,2.6499188E7,2.2937738E7,3.7056996E7,3.1169518E7,2.6081314E7,
155,117.01935763775263,0.90154934,,,,,,,,,,,134086.98,322305.3,223330.03,207057.88,90848.01,233675.45,
168,117.01936462896651,1.1623725,,,,,,,,,,,47812.938,92535.27,76624.35,182004.55,26783.639,32973.492,
159,117.01936507033042,1.0298603,,,,106,,,,,,,289873.72,340763.0,129568.836,312979.0,103090.945,144944.92,
176,117.01937031631242,1.4841399,,,,,,,,,,,0,4326.837,0,124020.01,31711.535,8917.607,
174,117.0193892218534,1.4166694,,,,,,,,,,,0,0,0,93502.23,31711.535,0,
229,117.01939380046963,2.5079129,,,,,,,,,,,4698.158,6212.1357,92193.89,17589.588,16491.25,0,
184,117.05572657258625,2.0299737,,,,,,,,,,,399097.06,358505.22,213056.9,465177.75,796698.8,484198.75,
178,117.05574866339087,1.7662188,,,,,,,,,,,617697.3,586528.5,521208.94,839643.6,1843189.4,667456.3,
1763,117.91900170898417,8.141733,,,,,,,,,,,595246.9,916076.44,2993260.0,757137.44,693595.9,704678.06,
1819,117.92855790731933,8.141836,,,,,,,,,,,1737578.2,2575524.0,2600193.8,2059222.2,1988209.5,8634210.0,
1635,117.92857773830129,7.69173,,,,66,,,,,,,5352075.5,5439434.0,3398412.2,4990389.0,4178420.2,2706657.0,
116,118.02264716999424,0.650091,,,,,,,,,,,542735.1,1135171.5,430888.56,493336.38,359448.3,668125.75,
95,118.02276081477982,0.46702698,,,,,,,,,,,212932.64,264314.62,407036.56,862589.75,585249.5,94513.99,
129,118.05092888295064,0.67175055,,,,,,,,,,,470282.38,631948.3,1259136.5,599960.44,1658266.4,788570.5,
22,118.0509473947605,0.36609712,,,,13,,,,,,,5.1751064E7,1.2966477E8,6.066027E7,1.4465598E8,5.96683E7,4.560421E7,
295,118.05096618845346,2.8446333,,,,,,,,,,,21806.055,70652.54,49543.33,35917.312,37394.203,308257.38,
225,118.05098218703924,2.4329696,,,,,,,,,,,260649.62,43292.113,261975.19,49930.51,314233.34,0,
825,118.05098370850077,5.5577774,,,,,,,,,,,179349.56,120830.28,256901.22,54583.254,245791.44,140912.69,
199,118.0509989605679,2.2428496,,,,,,,,,,,649110.5,90557.43,1067187.4,118521.336,865815.2,18882.148,
233,118.05099927111,2.5155625,,,,,,,,,,,70373.91,63809.93,193238.7,119841.91,203918.45,0,
157,118.05099966909575,0.8862063,,,,,,,,,,,686836.4,430271.06,510317.44,486146.22,166788.66,428901.53,
163,118.05102361712291,1.041673,,,,,,,,,,,61320.633,520657.44,129817.18,63828.926,638679.8,268483.0,
1980,118.89959733140836,10.156539,,,,,,,,,,,186322.97,126743.71,277169.72,127911.09,435167.62,1564533.4,
1571,118.92676995091388,7.682949,,,,66,,,,,,,624544.1,1354146.5,805263.25,1120154.8,388556.28,416048.5,
62,119.03484408256303,0.3834001,,,,13,,,,,,,1006244.4,1418112.4,1189558.8,2362069.8,2543627.8,958086.44,
28,119.05417005240515,0.36532596,,,,,,,,,,,1048855.0,5723089.5,919832.1,3632237.0,2663360.8,1449508.4,
345,120.04546231217773,3.054064,,,,137,,,,,,,490137.9,452741.12,492165.97,556649.0,529820.1,564099.25,
99,122.02468941716386,0.53091127,,,,,,,,,,,2307491.2,4932402.0,2714404.0,3982595.2,2681928.8,2713289.5,
888,122.02470727383324,5.793937,,,,173,,,,,,,218883.02,257946.08,255983.53,248704.5,228615.12,202420.11,
142,125.03562916508582,0.7921955,,,,,,,,,,,437350.72,1389203.8,281350.12,2122607.0,282448.5,344859.94,
408,125.09717364232797,3.4491634,,,,67,,,,,,,984737.7,864458.7,1084950.6,1104532.6,652446.56,1250062.8,
235,126.00190540640567,2.5037282,,,,63,,,,,,,498238.84,656017.5,739492.25,651888.7,702628.44,526087.6,
70,128.0352627711417,0.3879095,,,,13,2,[M-2H2O+NH4]+,,2,75;70,146.02255,4504108.0,9211090.0,7238113.0,1.7285796E7,8005207.0,4412549.0,
113,128.03531112959664,0.61039025,,,,55,,,,,,,4957267.0,7772335.5,8575579.0,1.5296129E7,8054929.5,5043209.5,
204,128.0353514174052,2.2093337,,,,,,,,,,,76845.91,10085.252,316980.75,167342.73,140337.95,0,
175,128.03536548086498,1.4223258,,,,,,,,,,,151913.06,142852.66,161369.12,178941.52,12241.73,0,
160,128.03537921814407,1.036721,,,,,,,,,,,324764.28,64485.008,267915.84,61231.562,165229.47,9533.174,
131,130.05093666475588,0.7237832,,,,81,,,,,,,3716562.0,4354453.0,5698229.0,8656326.0,5811244.5,4524649.0,
577,130.05095023253298,4.5484266,,,,150,,,,,,,30584.926,24231.443,47794.406,45787.832,45240.047,30418.488,
973,130.08726465958173,6.0945554,,,,,,,,,,,122780.03,13391.57,173637.14,42221.51,226571.16,155435.53,
122,130.0872690285294,0.7488355,,,,57,,,,,,,5655065.0,9426162.0,1.2577268E7,1.5117628E7,7800812.5,6990702.5,
325,130.0872902710776,2.976711,,,,38,,,,,,,1438083.1,1397472.9,1693262.1,1681424.1,1844855.5,1686441.1,
308,130.08729866652297,2.9149656,,,,104,,,,,,,1059819.4,1174779.0,1477839.1,1386468.1,1452720.1,1443396.0,
156,130.08732222817693,0.8745565,,,,,,,,,,,121646.09,203850.45,895861.94,380635.4,249979.58,171675.81,
254,130.08732951663566,2.6561425,,,,170,,,,,,,2402479.8,2596846.0,3263963.0,3091886.2,3372772.8,2964133.0,
453,130.08733637901344,3.7396927,,,,,,,,,,,180735.4,60799.613,157846.06,185408.69,108236.4,92081.375,
385,130.0873780419099,3.3563716,,,,,,,,,,,206066.44,91241.06,224407.5,209463.56,126506.12,105596.37,
283,131.07132497700198,2.7813356,,,,98,,,,,,,2287156.5,2581735.0,1783592.5,2614587.2,3149727.5,2635607.2,
243,131.07134283661472,2.614302,,,,,,,,,,,63421.98,33981.957,31325.479,47380.97,64718.984,48298.773,
1981,132.0301656920113,10.154385,,,,,,,,,,,48978.59,59171.72,61084.01,0,0,32876.33,
1984,132.90013689727556,10.18022,,,,,,,,,,,205815.08,179583.56,324583.84,175957.9,410001.38,834777.3,
1638,132.92338047199996,7.709608,,,,,,,,,,,607966.94,816447.44,1613676.2,654254.9,526603.56,1004804.1,
1791,132.9233832288632,8.140927,,,,49,18,[2M-H2O+H]+,,2,1821;1791,74.9632,449738.97,5036373.5,2365229.8,4456323.0,646322.1,1308345.8,
56,133.01417541257905,0.38187656,,,,13,,,,,,,6962417.0,2.1070608E7,1.8198418E7,1.7554894E7,1.6119613E7,1.2551164E7,
88,133.0505050132206,0.4578208,,,,,,,,,,,434241.1,663011.8,549063.2,1054305.9,1290894.4,508770.94,
103,133.05054374589255,0.56569546,,,,,,,,,,,225091.28,848361.2,643111.94,1008264.56,895692.06,483725.03,
114,133.05054697901906,0.6120222,,,,55,,,,,,,1888189.5,1440463.8,2820434.5,3179861.0,2460483.8,2460585.8,
43,134.01755128136105,0.3811547,,,,,,,,,,,282298.4,881926.1,742022.0,276351.16,379273.28,513775.75,
68,134.0471701430304,0.41000655,,,,,,,,,,,374128.44,83698.92,171583.6,118240.48,284571.62,277004.12,
151,134.0472003320983,0.88236505,,,,48,,,,,,,1981824.6,2720068.2,2396318.2,5765415.0,2879893.8,1703892.2,
165,134.04725977168047,1.0529448,,,,,,,,,,,196498.23,90352.84,352782.88,93610.734,149088.89,152750.3,
1987,134.89459716578338,10.181085,,,,112,,,,,,,4752129.5,3805628.5,6501242.5,3641442.8,9263681.0,1.6043654E7,
1490,134.894601823068,7.5627494,,,,,,,,,,,2386688.8,2464123.8,1911435.2,2992933.2,3234403.0,3745632.5,
1667,134.89460271689214,7.788336,,,,17,,,,,,,9241190.0,5606497.0,9810642.0,4765352.0,9813022.0,6931130.5,
1470,134.89461024186875,7.4672523,,,,140,,,,,,,2044358.2,8984110.0,4148531.8,1801083.0,6398111.5,7643731.5,
2031,134.89461035114485,10.268775,,,,31,,,,,,,895116.75,1451355.4,1707642.5,937827.75,1011807.8,880143.7,
1385,134.8946195424932,7.430185,,,,147,,,,,,,8891684.0,1278182.6,5187961.5,4598972.0,3077361.8,9904193.0,
1983,135.97085998609666,10.161038,,,,,,,,,,,551695.9,851320.8,539445.1,2763412.8,488515.12,451683.78,
342,136.04036075749747,3.0504625,,,,137,,,,,,,137920.12,132560.6,147408.58,166306.97,152133.8,156666.95,
220,136.04036606416432,2.4112504,,,,169,,,,,,,462486.0,399410.94,554119.7,474838.06,531565.6,472529.47,
144,138.0196260970388,0.8149495,,,,,,,,,,,150572.56,253472.06,398874.2,584404.94,458527.4,232919.2,
381,138.01971158063688,3.3251812,,,,,,,,,,,885026.25,935043.1,1345980.6,1037138.56,852671.56,1110769.4,
490,141.092149996415,3.948785,,,,,,,,,,,384088.78,258584.31,652007.8,560974.2,381698.34,426432.84,
475,141.09216191021767,3.8352892,,,,41,,,,,,,310088.8,266442.44,535051.4,509996.7,360568.12,404515.22,
80,144.0301398445347,0.40642774,,,,,,,,,,,360202.47,380360.03,314763.66,837614.5,371231.6,489760.8,
123,144.03018627923734,0.6925869,,,,,,,,,,,363873.78,360396.16,526055.3,1129240.8,174042.92,503619.28,
209,144.0454655786049,2.3512414,,,,,,,,,,,1529922.9,914013.1,1030267.4,888150.0,996317.1,1134322.8,
146,144.04550778580472,0.81670153,,,,,,,,,,,134635.94,3222.982,15129.311,20230.598,0,3509.4343,
371,144.04551108506777,3.274191,,,,145,,,,,,,671242.5,411905.53,499904.8,504633.47,522386.8,619315.8,
428,144.04551192116324,3.5526686,,,,,,,,,,,152102.0,22764.494,472420.47,285729.88,84974.83,108295.12,
145,144.0665751929716,0.8373712,,,,48,,,,,,,1367193.9,2285624.2,2052104.2,3764482.0,2823823.0,1767067.9,
192,144.06662878635856,2.144638,,,,44,3,[M-H2O+NH4]+,,2,193;192,144.04335,4937351.0,4786195.0,5679834.0,5100172.5,4748745.5,5394218.5,
1992,144.9233270329839,10.206845,,,,,,,,,,,1370930.8,2028443.0,2290920.0,1903743.1,1984158.0,1407476.2,
1644,144.9233541443505,7.708727,,,,42,,,,,,,6305928.0,1025327.2,3088440.5,3452926.8,7295608.0,4638454.0,
1826,144.9233559233397,8.146087,,,,49,,,,,,,2622921.2,3.5548064E7,2.1780652E7,3.1318218E7,3811207.0,2.2139138E7,
1854,144.92336134610852,8.292707,,,,,,,,,,,4835214.0,6127212.5,5841760.5,4110251.0,2.3226298E7,4701295.5,
193,145.05059626602505,2.144638,,,,44,3,[M+H]+,,2,193;192,144.04335,947109.44,1365864.5,2014698.6,1779122.9,2102616.8,1459906.6,
410,145.08703425193204,3.4663146,,,,,,,,,,,264706.3,244313.97,375585.7,281974.6,409892.22,312352.28,
57,146.04580007224646,0.3818984,,,,13,,,,,,,1.923711E7,2.701015E7,1.8794186E7,5.2781268E7,2.3657864E7,1.8979756E7,
1153,146.04582072670215,6.5740566,,,,61,,,,,,,71131.98,114036.51,106891.83,102952.62,91937.38,83563.516,
2058,146.9611728844349,10.575465,,,,,,,,,,,706658.94,1767816.4,762345.4,1718891.1,726408.1,610429.06,
75,147.02980536485703,0.39252403,,,,13,2,[M+H]+,,2,75;70,146.02255,616247.3,1165531.8,902164.0,1913909.4,1110554.0,914566.75,
1982,150.88943129147816,10.15471,,,,,,,,,,,274514.84,196027.66,406083.97,206468.5,1771078.1,2559470.0,
73,151.02601888633592,0.3901539,,,,13,1,[M-H2O+H]+,,2,53;73,168.02986,1712049.8,1277824.6,1346213.0,2004242.2,1726635.8,1555524.9,
115,151.0260576918968,0.62653387,,,,55,,,,,,,1858820.4,2222008.8,2510272.2,3808670.8,2643263.5,2237127.8,
511,151.02614033757584,4.075915,,,,128,,,,,,,197108.16,148572.16,257023.02,212774.11,239756.17,215534.12,
439,151.02618139534144,3.6301136,,,,,,,,,,,84923.49,55784.07,142911.05,109545.48,80688.945,112703.67,
275,151.04005226358362,2.7655652,,,,,,,,,,,361607.84,289071.16,424283.66,414732.75,525477.6,379430.2,
207,151.04007721179582,2.277397,,,,,,,,,,,114893.83,118775.25,118499.945,115683.64,144949.66,112174.46,
2034,153.86849712501086,10.299874,,,,,,,,,,,367751.7,886027.9,468676.6,675003.75,102798.62,71983.52,
8,154.06212733274728,0.35176775,,,,,,,,,,,95064.84,368514.12,291863.62,226205.19,230585.02,170585.28,
60,155.00976052859806,0.38038906,,,,13,,,,,,,452237.0,270516.62,1624066.1,1347017.9,1444375.8,857380.6,
445,155.10780828708525,3.6913786,,,,7,,,,,,,1399144.2,1439179.2,2003314.4,1657979.4,2058215.0,1977831.8,
556,155.10780857192307,4.3936667,,,,,,,,,,,0,0,25356.34,22227.875,0,10620.56,
195,156.06664888008044,2.1174839,,,,,,,,,,,212364.72,254973.14,292978.53,266381.62,321059.28,182484.94,
177,156.06668713252836,1.500702,,,,,,,,,,,502266.62,529156.7,634927.44,1461878.9,1095549.0,633738.0,
419,156.06668933314646,3.5075834,,,,,,,,,,,55934.93,38687.24,50571.453,61825.316,45784.89,47411.84,
477,156.06669608059238,3.8415565,,,,,,,,,,,124895.945,129001.92,114409.516,150964.88,137881.45,153856.88,
182,156.06669878791857,1.9613756,,,,75,,,,,,,2073524.9,2208720.2,2756218.8,1771968.5,1881789.9,2373655.0,
399,156.0667059816804,3.4238548,,,,29,,,,,,,69837.29,59039.203,72112.1,88773.76,67350.414,68771.9,
427,156.1029937720919,3.5508778,,,,132,,,,,,,517615.88,493141.16,614557.4,697604.44,870760.56,721300.06,
39,157.03658388553006,0.37288737,,,,13,,,,,,,590480.6,1608280.9,843172.3,1410769.0,846485.94,153503.52,
1483,158.08215465398908,7.5662837,,,,,,,,,,,196948.02,216933.92,283175.12,242979.62,208012.22,228795.88,
263,158.0822275260509,2.7277958,,,,39,,,,,,,8738520.0,9436480.0,1.1028184E7,9589888.0,8324480.5,1.0356726E7,
287,158.08222768756323,2.8117847,,,,93,,,,,,,1.3992656E7,1.4843354E7,1.5087323E7,1.4986698E7,1.3215311E7,1.6140113E7,
212,158.08223838583595,2.3708892,,,,36,,,,,,,1765233.9,1912167.6,2478217.8,2017511.4,2247775.5,1828318.2,
180,158.08224149305758,1.9466316,,,,,,,,,,,6179436.0,5716461.5,6293994.0,4553680.0,6090098.5,7291374.0,
173,158.08224314948242,1.3915888,,,,,,,,,,,1507923.4,1305649.4,1475979.0,4437837.0,5108065.5,1869600.0,
302,159.0662078305397,2.8682315,,,,,,,,,,,272527.34,274901.0,379408.84,366961.66,376464.25,359835.75,
179,159.08551781020614,1.947586,,,,,,,,,,,156225.27,146889.14,179307.45,231971.47,437821.53,229939.1,
510,159.1026668006373,4.0713058,,,,128,,,,,,,607989.5,530114.7,762427.3,967397.6,1086903.4,814895.4,
353,159.10268031127939,3.153903,,,,,,,,,,,44134.027,23788.766,48252.75,50840.074,17935.207,57385.95,
461,159.10268191091376,3.7897081,,,,,,,,,,,152849.64,72790.49,243438.75,121487.71,114927.79,143360.23,
358,160.04045635278177,3.194864,,,,125,,,,,,,1587384.2,940915.6,1210964.4,1257207.4,1326546.6,1481933.2,
71,160.06142753485486,0.3879095,,,,13,,,,,,,1945896.5,4190333.0,2638791.0,6198183.0,3639757.5,1682205.9,
117,160.06146521485718,0.6343147,,,,55,,,,,,,2076312.1,2813109.8,3443008.5,5868566.0,4231809.0,3025843.8,
2044,160.84197711227077,10.418262,,,,,,,,,,,396914.53,1420206.0,162239.47,473191.78,224170.61,245467.34,
2054,160.84201127152494,10.461825,,,,9,,,,,,,1035470.6,984430.0,1245087.2,666255.6,1980674.4,1994411.2,
2,160.842020217423,0.14599201,,,,,,,,,,,4221.782,0,161858.69,16645.197,298056.0,368205.94,
137,161.04549348952432,0.7623561,,,,57,,,,,,,1765836.8,3029013.8,3131809.8,4157329.2,3915417.8,2629866.0,
2041,162.83900058601233,10.356378,,,,,,,,,,,75804.38,1345470.9,181037.05,335972.03,0,0,
2053,162.8390521506774,10.459091,,,,9,,,,,,,983754.06,976841.3,1156507.1,647354.4,2064812.4,1825163.9,
84,163.06111886876624,0.39687887,,,,13,,,,,,,418917.97,2030743.2,1391952.9,2561612.2,990123.06,626121.75,
343,164.03536493524163,3.0531542,,,,137,,,,,,,2246296.0,2127112.2,2332002.2,2553617.0,2410499.0,2494853.0,
376,164.03540329508394,3.2862177,,,,,,,,,,,119252.94,145517.1,185444.77,186007.84,202434.83,176618.58,
336,165.05563811810075,3.023062,,,,111,,,,,,,654854.56,458807.0,703530.94,695871.8,804786.8,707749.1,
507,165.05568498931805,4.0455384,,,,,,,,,,,514503.47,706354.5,782873.0,660664.7,790135.7,775749.44,
549,165.12842351025432,4.3367343,,,,18,,,,,,,324009.2,285262.94,425366.22,360936.78,306275.9,396584.75,
691,165.1284872262477,5.1111774,,,,144,,,,,,,28631.475,22311.404,74822.32,92936.77,56028.35,51711.5,
312,167.03497760143503,2.9263852,,,,,,,,,,,51169.57,104944.2,153731.28,175646.7,151636.7,111170.18,
569,167.03500117115198,4.5036016,,,,,,,,,,,121346.08,279383.28,301277.5,367848.56,403250.66,275955.1,
272,168.03015047564978,2.7625148,,,,30,,,,,,,297372.06,479714.5,518312.25,467368.4,460993.9,413154.28,
433,168.03042293574546,3.5921447,,,,,,,,,,,0,0,55110.223,0,0,0,
25,168.03349850469516,0.36686277,,,,13,,,,,,,3683361.2,2399185.5,3867697.5,3448598.5,3894453.0,3655440.8,
67,168.06649063385407,0.38263556,,,,13,,,,,,,181366.0,965948.5,711840.6,2494233.0,799407.4,577553.44,
118,168.06654921382477,0.63404316,,,,,,,,,,,200679.83,565002.7,623386.2,1651940.9,611176.44,386843.25,
23,169.06176014751745,0.36610964,,,,13,,,,,,,888407.8,929304.7,793929.9,1047763.7,922629.6,898553.6,
236,169.9917703788642,2.5046484,,,,63,,,,,,,355276.5,489161.56,598626.4,502542.8,557184.1,414287.28,
13,171.00631473394822,0.3690996,,,,,,,,,,,239924.81,808951.0,808343.25,86961.85,533361.3,281691.28,
153,171.06631559098616,0.930089,,,,,,,,,,,66283.766,60061.617,111526.24,436625.9,194103.53,113890.984,
364,171.06639140968795,3.2338169,,,,,,,,,,,231234.52,220412.53,551844.7,586577.56,387414.25,309607.75,
500,171.10272634611,4.0055966,,,,,,,,,,,291535.16,238132.98,323843.3,304723.44,253025.81,386347.72,
458,171.10273918348,3.7541034,,,,136,,,,,,,6747277.0,5694943.0,7464883.0,7579569.5,4110344.8,7444214.0,
318,171.1027466991222,2.9529302,,,,38,,,,,,,1939913.2,1185213.0,1859525.1,1769202.0,1261563.5,2545849.0,
143,172.04041862965525,0.81212074,,,,48,,,,,,,1835987.5,1555904.1,1240918.4,1612427.8,1359383.9,1366565.5,
286,172.09790125722884,2.797471,,,,,,,,,,,253183.5,247923.86,265741.12,268052.94,295046.12,274846.53,
309,172.09792091538603,2.9158661,,,,104,,,,,,,9004134.0,2.261009E7,1.2943574E7,1.212098E7,1.2815879E7,1.2052883E7,
377,172.09801135376526,3.2502587,,,,,,,,,,,70028.99,78567.375,237074.55,44549.0,121082.18,94241.914,
127,173.08181887450715,0.6888511,,,,164,,,,,,,518862.47,758745.3,768951.06,1303522.4,840276.25,557210.56,
