Filename,NEG_D5-Ctrl-a-P-EAMeOH_Run29.mzML,NEG_D5-Ctrl-b-P-EAMeOH_Run32.mzML,NEG_D5-Ctrl-c-P-EAMeOH_Run35.mzML,NEG_D5-211-C1-a_Run92.mzML,NEG_D5-211-C1-b_Run95.mzML,NEG_D5-211-C1-c_Run98.mzML
482/248.9604mz/9.61min,1060127.0,1176404.4,1178751.9,1023440.06,882114.94,2927413.8
484/124.0015mz/9.62min,341007.84,546398.7,241626.12,513046.8,624662.1,719923.94
487/481.2989mz/9.67min,430845.34,507836.16,456765.25,527726.25,417919.94,690241.6
489/248.9604mz/9.93min,1082891.9,1194062.5,1118456.8,4489353.5,2803187.0,964220.5
490/452.9228mz/9.92min,281760.8,242655.81,501193.22,68488.57,172066.48,134923.2
491/496.3173mz/10.01min,768596.44,800476.56,908394.25,765658.06,602491.1,918601.25
492/495.3148mz/10.01min,2102587.2,2194907.2,2467396.8,2084169.4,1664083.1,2466890.5
493/395.3892mz/10.01min,502104.6,583497.7,627536.0,675261.8,306104.8,482038.1
495/101.9809mz/10.02min,797763.75,863306.3,924293.7,1782145.2,901356.75,1023681.3
496/124.0015mz/10.03min,549267.75,512205.2,605635.56,1762500.0,593889.9,749204.25
499/248.9604mz/10.15min,1244097.5,907595.2,1257384.6,1393650.0,988041.94,937662.56
500/136.863mz/10.16min,190411.97,264013.94,187364.83,148142.52,291797.88,277376.3
501/134.8651mz/10.17min,477500.56,671993.56,471201.84,396554.5,739063.7,737552.7
503/132.8678mz/10.17min,703421.9,989818.3,632843.9,991909.56,1047343.6,1060033.0
504/102.9568mz/10.18min,720023.6,667270.6,689183.7,891296.6,788564.2,836736.9
505/112.9857mz/10.19min,14949405.0,13456978.0,14138198.0,9727664.0,12920884.0,12979860.0
506/180.9729mz/10.18min,1489377.1,1406167.0,1498833.6,704839.06,727942.1,745141.75
508/384.9352mz/10.22min,1081785.8,1102557.4,1057160.6,120954.32,258616.03,298048.4
509/452.9226mz/10.23min,812062.25,822606.6,775885.44,108774.36,153882.45,143153.03
510/316.9477mz/10.22min,1921094.4,1952850.8,1887839.6,553733.3,690938.25,622746.25
511/248.9604mz/10.22min,2323958.5,2291729.0,2278506.0,807876.5,1443672.0,1351408.5
512/520.9099mz/10.23min,452799.6,553720.9,417558.75,3363.231,55773.254,54620.375
513/807.5037mz/10.26min,397334.03,304603.56,127820.64,2470192.8,3060341.0,2745523.8
514/805.4873mz/10.27min,0.0,0.0,0.0,967987.56,34654.2,0.0
515/387.1142mz/10.26min,10655.934,3965.0945,0.0,36339.38,41952.727,63896.535
516/863.566mz/10.26min,0.0,0.0,2018060.6,2728914.2,2743710.0,2383250.5
517/835.5353mz/10.27min,5521989.5,4774478.5,3830914.5,6046623.0,5936423.0,6422452.5
518/599.3205mz/10.31min,1086160.2,1259401.1,1063285.5,261274.4,368661.7,730895.25
519/716.5242mz/10.35min,298438.88,516480.3,487728.62,1658906.0,467718.56,88882.35
520/153.8685mz/10.34min,42485.742,22938.633,51921.24,182571.45,189785.83,199806.75
521/118.9241mz/10.34min,497319.1,491727.12,509275.03,508291.2,516742.6,518156.56
522/192.9287mz/10.36min,801989.94,703814.7,665910.75,553688.06,559647.3,580004.5
523/802.5614mz/10.35min,96894.516,62407.383,81924.945,553316.8,767691.0,787739.7
525/126.8809mz/10.43min,613246.6,541981.3,484536.53,1330498.0,1267755.2,1247304.2
527/170.8708mz/10.43min,471408.38,399911.5,366153.16,1010963.1,959728.56,946675.0
528/136.8629mz/10.42min,1607167.6,1531360.4,1473447.9,1834341.4,1809073.0,1749537.0
529/134.8655mz/10.42min,5224848.5,5058802.5,4781598.0,6167318.0,6060523.5,5913158.5
530/132.8678mz/10.42min,5175647.0,4993884.5,4769448.5,5964722.5,5864045.0,5679713.0
532/160.8421mz/10.44min,2724201.2,2440695.8,2261991.2,7133488.0,6834076.0,6635699.0
533/162.8391mz/10.44min,2555224.5,2298828.2,2123792.2,6601231.0,6365640.0,6190346.5
534/164.836mz/10.44min,757080.3,665122.94,616885.0,2008436.2,1935980.0,1872734.0
535/199.8049mz/10.45min,171585.83,168610.95,161810.27,371150.3,356107.44,369697.0
536/197.8079mz/10.45min,379951.72,382679.12,348938.44,812848.44,824483.0,835541.75
537/207.8367mz/10.45min,1018436.75,975646.94,909181.7,1421180.1,1449596.1,1430306.9
538/195.8108mz/10.45min,292915.34,297769.4,278063.44,633903.75,638085.8,648927.4
539/205.8396mz/10.45min,1076954.5,1025870.0,964289.9,1510283.8,1517754.8,1529375.0
540/187.861mz/10.49min,880041.7,609457.7,561674.94,2336324.8,2151422.0,2017004.0
541/189.858mz/10.49min,415885.34,379005.9,351987.7,1390171.5,1254251.6,1190657.4
542/281.2485mz/10.49min,7378.9307,14890.805,13948.207,15482.622,5153.485,41146.48
543/191.9463mz/10.54min,2680130.5,2979515.0,3063358.0,2968896.2,2710841.0,2964319.5
544/174.956mz/10.54min,14942844.0,15257343.0,14932236.0,14474519.0,15091752.0,14884494.0
545/96.9601mz/11.1min,841201.5,802435.6,900127.4,680959.5,753794.0,1529284.0
