row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGI2pt1_EV_gpdA_CTRL_2_Run144.mzML Peak area,NEG_TJGIp8_3_Run207.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_3_Run195.mzML Peak area,NEG_TJGIp8_2_Run85.mzML Peak area,NEG_TJGI2pt1_EV_gpdA_CTRL_1_Run14.mzML Peak area,NEG_TJGIp8_1_Run20.mzML Peak area,
2453,113.00275374646719,8.26738,,,,,,,,,,,414236.8,344701.7,313962.3,567925.4,6067553.0,6012339.0,
2083,113.92621581698832,7.728371,,,,63,,,,,,,829660.0,4738348.0,1467015.0,959963.1,3073503.0,2034427.6,
1856,113.92623011506828,7.4449687,,,,,,,,,,,731781.06,445917.47,737187.9,586950.8,729871.7,707127.75,
2400,113.92623081652492,8.155584,,,,61,21,[M+K]+,,2,2384;2400,74.96321,5652100.5,1037461.1,6280618.5,6790515.0,2340847.2,3425190.2,
2465,113.92625201983408,8.2240925,,,,,,,,,,,1573872.1,1030270.75,1290231.8,1116565.2,644978.25,795234.75,
1987,114.93405154619194,7.681998,,,,0,19,[M+K]+,,2,1996;1987,75.97102,2985108.0,1689828.2,1626254.2,2339538.8,2710245.0,1662268.5,
2126,114.93407741000026,7.7507114,,,,,,,,,,,1170284.1,987330.06,980979.94,1698717.8,2016106.0,1428106.8,
1815,114.93408159478626,7.4441853,,,,35,18,[M+K]+,,2,1807;1815,75.97105,919444.4,1009755.5,1100887.1,1640243.4,1635659.1,1010757.7,
2301,114.93409735309535,8.1457405,,,,61,,,,,,,649228.75,609075.8,1058717.0,1977404.0,3127072.5,4024982.8,
2087,115.92069237681056,7.7267113,,,,109,,,,,,,3.0802E7,1.003956E8,2.9882814E7,3.21514E7,5.0881736E7,4.0390144E7,
2390,115.92070778268516,8.138689,,,,61,,,,,,,1.2452863E8,2.2434088E7,1.2137353E8,1.4028803E8,5.390344E7,6.5668292E7,
2466,115.9207163530466,8.224115,,,,,,,,,,,3.0149404E7,1.982292E7,2.471488E7,2.139228E7,2.817092E7,1.7452466E7,
2391,116.92104209127103,8.140337,,,,61,,,,,,,1.2488054E7,2611238.2,1.3909514E7,1.4636297E7,6160346.0,7581035.5,
2127,116.92843380952894,7.742033,,,,,,,,,,,2.26996E7,1.9014574E7,2.2732422E7,3.257812E7,4.2943652E7,2.755612E7,
2299,116.92843912311339,8.135587,,,,,,,,,,,2.2693502E7,1.5847684E7,2.0468478E7,2.8561098E7,6.6351824E7,7.805098E7,
1996,116.92845197311897,7.683561,,,,0,19,[2M-2H2O+H]+,,2,1996;1987,75.97102,3.6900372E7,3.287337E7,5.254246E7,4.476649E7,5.3082908E7,3.3211768E7,
1807,116.9284875638772,7.4441714,,,,35,18,[2M-2H2O+H]+,,2,1807;1815,75.97105,2.0886658E7,1.9011178E7,1.6711724E7,3.253445E7,3.1615844E7,1.9214086E7,
220,117.0191201026641,4.131314,,,,12,,,,,,,347611.2,336242.62,363641.0,387525.8,302720.97,331407.4,
466,117.0191391718965,4.6709867,,,,39,,,,,,,1992856.2,2035181.8,2274338.2,2165990.0,1818388.9,2016495.2,
276,117.01931723873754,4.2786236,,,,137,,,,,,,254503.56,323188.06,320370.78,332305.0,132711.47,284121.72,
55,117.0193267529707,0.46674743,,,,,,,,,,,334748.12,49002.477,370289.66,165570.9,45475.17,405416.88,
66,117.01936404235725,0.64241296,,,,,,,,,,,949658.4,1022187.2,728261.5,712648.7,1024355.5,978998.7,
2504,117.91899604220788,8.431272,,,,,,,,,,,847088.5,512448.56,601376.6,889645.94,745494.06,1444562.4,
2468,117.91900365036072,8.224115,,,,,,,,,,,882534.56,573279.2,720232.56,619479.8,364369.38,530709.7,
2374,117.91901354797915,8.151408,,,,61,,,,,,,3436178.2,556878.25,838594.9,3642669.8,1549367.1,1877294.1,
2128,117.92855151761609,7.759424,,,,,,,,,,,2624466.0,2206010.5,2617733.8,3764976.2,4826598.0,3054814.5,
2312,117.92856010290761,8.133939,,,,61,,,,,,,6594791.5,1885710.9,2433105.5,3317022.5,7791082.5,8949006.0,
1994,117.92857153595482,7.683534,,,,0,,,,,,,5946607.5,2717604.5,3636358.5,5268798.5,6085178.0,3698771.2,
1818,117.92860719405068,7.4441485,,,,35,,,,,,,2405611.8,2164426.0,2471053.5,3625124.0,3629273.0,2336187.5,
2491,118.89958799692751,8.369201,,,,,,,,,,,0,0,0,3572.0205,272310.22,1009870.25,
2186,118.89959946949047,7.8437867,,,,,,,,,,,125921.3,4081.5332,4248.911,97094.06,326054.62,1986599.2,
2689,118.89963932839119,10.152745,,,,,,,,,,,75169.8,40350.633,46815.207,153198.38,3326575.0,2987262.5,
1997,118.92674991244569,7.68284,,,,0,,,,,,,1056158.4,672420.25,1525424.9,1924875.1,1215135.1,1059920.4,
2343,118.92677274134606,8.158813,,,,61,,,,,,,354292.03,443143.6,578877.7,1667170.4,1868652.4,2203714.8,
71,119.05023735767708,0.9171179,,,,,,,,,,,1039805.25,1333350.1,1361516.0,1671201.9,1360628.9,1780065.8,
2735,119.94690480225404,10.258163,,,,,,,,,,,0,0,0,0,138326.19,34322.273,
30,119.94694600157749,0.37425128,,,,56,,,,,,,1495865.8,1542569.4,1600736.2,1660237.1,1620982.6,1865183.1,
31,121.94400697818385,0.3750488,,,,56,,,,,,,497433.6,499497.66,510129.88,517488.0,511361.38,612361.94,
2837,128.03528602990298,11.2851095,,,,,,,,,,,3930.207,7782.914,7634.3066,172574.42,0,0,
65,128.03533962627907,0.6028236,,,,,,,,,,,1320633.9,1968672.5,2082041.8,1749443.1,577323.06,1627126.5,
72,128.03534075521068,0.876313,,,,,,,,,,,4566.6504,192490.73,29372.457,86969.47,0,0,
11,129.9757252571543,0.35064694,,,,,,,,,,,1237172.0,1187880.0,1171568.9,1048535.2,887047.5,975659.3,
2658,129.97576328104634,9.68186,,,,,,,,,,,0,0,0,0,186298.67,66975.87,
2762,129.97576378135477,10.333706,,,,,,,,,,,0,0,0,0,270839.34,138147.92,
2684,129.97577427870795,10.085024,,,,,,,,,,,0,0,0,0,376732.8,281197.44,
101,131.07137235735485,2.8110552,,,,131,,,,,,,5380116.5,4227766.5,4644734.0,4259197.5,3969693.8,3295844.2,
83,131.07137682622235,2.2132351,,,,,,,,,,,166555.34,149451.88,169418.98,191112.77,137986.11,64959.973,
2787,132.86783305789467,10.501727,,,,,,,,,,,418507.1,351029.28,408672.03,451650.66,2927490.2,2912358.8,
43,132.86783451645508,0.42424747,,,,,,,,,,,311732.5,93946.32,319117.66,555680.7,1055397.4,41132.1,
2234,132.90016129528078,7.961142,,,,,,,,,,,271383.47,83471.4,88754.11,99210.35,3141795.0,1030693.1,
2113,132.9001627304078,7.815218,,,,,,,,,,,414798.28,46543.332,229063.61,185568.83,279876.3,1988752.2,
2691,132.90019140565897,10.17361,,,,,,,,,,,115194.24,70369.88,71225.9,227746.75,1476230.4,1579465.8,
2505,132.92338003410768,8.426738,,,,,,,,,,,877980.8,628649.3,532213.06,618806.25,1149616.1,2701847.8,
2044,132.92338266707213,7.69863,,,,63,,,,,,,1887695.8,862552.7,2635420.5,647274.25,2675810.8,2021111.8,
2384,132.92339852742563,8.1396675,,,,61,21,[2M-H2O+H]+,,2,2400;2384,74.96321,3063771.8,413952.0,1113145.2,5734405.0,2472270.0,2490798.2,
1808,132.92341570257432,7.448147,,,,35,,,,,,,540044.9,389494.75,602206.4,599939.3,620509.2,525228.3,
57,134.86519564545995,0.45956627,,,,,,,,,,,287163.9,89421.82,228962.39,576892.75,885193.7,368333.38,
2788,134.86527652473265,10.50628,,,,,,,,,,,318887.7,254407.78,309158.12,348996.5,2825628.0,2754015.8,
2235,134.89460182194424,7.954021,,,,,,,,,,,5502444.0,2154131.5,3577508.8,5160342.0,6.062123E7,1.9768684E7,
2110,134.89460192526832,7.818913,,,,171,,,,,,,1.3270416E7,8579491.0,1.0014634E7,1.177797E7,2.7432372E7,3.8281124E7,
2469,134.89461110691727,8.254478,,,,,,,,,,,1088021.9,499024.0,614500.44,1442858.1,9049546.0,1.718396E7,
1827,134.89462933806067,7.469834,,,,,,,,,,,1.4926884E7,1.3003423E7,1.4323283E7,7142732.5,5424512.5,1.2242087E7,
1895,134.89463002338803,7.56722,,,,,,,,,,,4890041.5,3379329.8,4056244.5,6186970.0,7058518.0,1.244769E7,
2742,134.89464004223387,10.225553,,,,,,,,,,,741220.25,1043661.0,1125936.4,1770816.8,3451385.8,1978469.4,
2701,134.8946553593399,10.177311,,,,67,,,,,,,2665594.5,1756998.2,1792250.9,5389218.5,2.8997014E7,2.986835E7,
2694,135.97091615476623,10.167172,,,,,,,,,,,610995.4,3110360.2,3132535.8,525190.5,345282.78,369252.66,
2238,137.89168655445587,7.9542446,,,,,,,,,,,95387.7,11931.303,40678.14,135379.48,2201809.5,708326.4,
2688,137.8917187409124,10.180685,,,,,,,,,,,82983.96,39233.29,38781.816,143345.28,1126446.4,525126.2,
129,138.01967989307084,3.322876,,,,,,,,,,,1327426.9,1197250.6,1155854.9,1661187.5,1879500.2,2064647.6,
90,139.0400790546338,2.4522865,,,,,,,,,,,1000188.75,1179230.9,1121717.4,1031145.4,380847.6,565893.6,
87,144.0454972131155,2.3387208,,,,,,,,,,,680520.56,642250.06,722656.75,700661.8,869289.56,557366.7,
124,144.04551206001284,3.2739027,,,,159,,,,,,,301320.53,288401.7,319832.7,377208.4,513206.5,376148.53,
154,144.0455407184263,3.590656,,,,,,,,,,,1725043.1,1949420.1,2189190.0,2490994.8,3563355.5,2278455.8,
2496,144.92333995287413,8.441813,,,,,,,,,,,5548416.0,1271103.0,284834.8,5786087.0,4593621.5,1.4297658E7,
2069,144.92334622521926,7.7104034,,,,63,,,,,,,1503853.1,1.8218558E7,5731872.5,710253.1,9842516.0,7661626.5,
2417,144.9233627393052,8.156173,,,,61,,,,,,,2.5482336E7,1906670.2,2.3263802E7,2.6571308E7,1.1993848E7,1.4108411E7,
2471,144.9233663563468,8.223905,,,,,,,,,,,830242.94,4180638.0,5226281.5,4643208.5,2653719.2,3853484.5,
150,145.08701097996627,3.5350993,,,,99,,,,,,,854496.75,718515.3,800462.4,767662.25,728878.44,718360.6,
141,145.08704130914322,3.4502323,,,,155,,,,,,,632303.06,446198.16,517989.66,417972.56,345834.47,320743.7,
2781,146.9659030014293,10.487931,,,,,,,,,,,109426.96,57772.68,48990.984,152639.92,255023.98,204535.22,
2675,146.96592614089002,9.974186,,,,,,,,,,,0,0,0,0,3194561.5,603245.8,
39,146.96593685559728,0.38367376,,,,56,,,,,,,8543508.0,8312615.0,8653716.0,9012081.0,7682997.5,9686469.0,
2682,146.96593671566126,10.0199795,,,,,,,,,,,0,0,0,0,121282.39,2498417.8,
69,146.9659857987165,0.7938299,,,,,,,,,,,179691.81,687313.3,96118.945,304622.56,264510.47,536210.2,
2228,150.8894430861911,7.9444423,,,,,,,,,,,218488.33,11095.383,74167.5,83209.45,3761685.8,2794845.0,
2490,150.8894466818579,8.358032,,,,,,,,,,,10215.832,0,0,8146.073,984930.9,1428648.0,
2449,150.8894579328434,8.267654,,,,,,,,,,,8421.061,0,0,40863.547,534795.1,531593.5,
2692,150.88947110246997,10.156312,,,,,,,,,,,164014.48,86867.07,78046.12,218891.17,4953608.5,4754720.5,
98,151.0611246955331,2.7995515,,,,,,,,,,,0,0,0,29783.531,0,0,
32,151.0611352476749,0.3750346,,,,56,,,,,,,3910847.8,1.0346061E7,5183080.0,1900401.6,3542917.8,2834704.8,
60,151.06116650646362,0.48566297,,,,,,,,,,,710891.9,1492756.8,687932.06,357923.62,523775.88,420017.7,
418,151.07633438726876,4.5782013,,,,34,,,,,,,969828.44,973358.06,1211624.1,1200535.1,1040034.75,1165946.6,
110,153.05571935961964,2.9801655,,,,166,,,,,,,700604.56,875708.75,825801.06,721724.4,205231.05,265429.16,
82,153.05576337409462,2.1600842,,,,,,,,,,,38744.57,39556.258,53826.625,40947.543,26660.945,24286.904,
2760,153.86853639337093,10.312888,,,,,,,,,,,616231.75,581053.56,530917.5,556735.1,66089.555,57463.664,
40,154.92819225742934,0.38767514,,,,,,,,,,,388605.47,380159.72,460624.56,483471.6,548218.3,772977.1,
100,158.08226345200617,2.8101332,,,,131,,,,,,,1062837.8,1136948.8,1061862.4,1348986.5,1320021.0,1322704.0,
88,158.08227411068154,2.3648388,,,,,,,,,,,148174.6,173348.61,168394.48,232426.53,143659.61,183415.73,
96,158.08228095825908,2.7245915,,,,,,,,,,,534149.56,573480.6,567824.4,616116.8,608420.6,676702.8,
81,158.0822975437318,1.9309086,,,,,,,,,,,158639.23,122842.65,139956.98,268754.28,137542.52,86441.914,
168,159.1026595390332,3.7880354,,,,6,,,,,,,505325.47,433537.7,536920.94,447925.44,376076.34,466242.5,
211,159.1027057820062,4.0729423,,,,,,,,,,,730753.1,419541.53,480260.97,393262.44,445455.3,433080.66,
61,160.84201927630875,0.5760721,,,,,,,,,,,15076.239,4253.4487,0,113176.1,403015.2,352819.9,
2770,160.84208897881942,10.409526,,,,144,,,,,,,2610040.0,1808271.5,2411341.0,702439.7,805134.75,490118.0,
2783,160.8421118184024,10.468513,,,,165,,,,,,,1014923.5,914974.4,1151507.5,1122412.4,4870854.0,3809780.8,
2092,160.9354155847495,7.715946,,,,,,,,,,,77702.54,19080.885,53670.22,476866.9,2033113.4,208968.0,
1636,160.93544810926943,7.1420937,,,,,,,,,,,3356.417,3424.908,0,182370.78,1048778.4,410562.12,
1859,160.93545130303397,7.4637055,,,,,,,,,,,73270.17,108146.07,82913.32,324883.7,1931171.1,521482.2,
2771,162.83909344384816,10.412248,,,,144,,,,,,,2440340.0,1709556.4,2258318.8,660693.0,737394.0,678374.6,
2782,162.83910284665853,10.477002,,,,165,,,,,,,282734.62,943954.2,1168679.6,1053633.1,4444978.0,3787544.8,
49,163.06120574784606,0.39487335,,,,,,,,,,,797348.6,3126553.2,1768698.0,730184.7,215031.1,1122138.0,
114,164.03540104597485,3.04836,,,,87,,,,,,,621138.6,506348.25,616422.75,630709.25,596248.4,440354.28,
2772,164.83603266835394,10.4167185,,,,,,,,,,,716758.1,453719.06,682814.44,209839.44,230870.42,214067.75,
1460,165.0407517386436,6.589826,,,,,,,,,,,343923.8,63667.84,359829.38,74988.305,260031.08,63862.824,
1681,165.04082729785085,7.213215,,,,,,,,,,,103875.53,0,110848.66,21471.408,32337.258,10322.487,
112,165.05569604244045,3.0173547,,,,,,,,,,,951157.7,836554.94,894746.1,815981.6,710869.06,594863.3,
145,165.0557251597631,3.5297909,,,,,,,,,,,43442.84,27263.27,30326.121,36051.28,54281.195,32656.195,
210,165.05574116651653,4.046074,,,,148,,,,,,,127523.81,115389.45,117182.31,185213.4,174095.3,156575.7,
36,165.07679281403148,0.38207102,,,,56,,,,,,,2908110.5,8025948.5,4055170.2,1822499.6,3058315.8,2133850.2,
62,165.07682844712988,0.5068243,,,,,,,,,,,838089.44,1976005.9,154042.67,391841.78,526276.1,45124.18,
18,168.03355289541278,0.36949992,,,,56,,,,,,,4861108.5,4558440.0,5002798.5,4851637.0,5030932.5,4645996.0,
34,168.06647667607606,0.37345544,,,,,,,,,,,379521.38,1093033.4,534743.5,295481.94,244813.94,173031.64,
67,168.06662091936107,0.617137,,,,,,,,,,,454605.25,730463.0,581433.0,380612.3,193345.78,289389.75,
306,169.08702519353403,4.4052258,,,,,,,,,,,386900.16,347420.66,421309.6,428855.53,567183.3,495638.84,
106,171.1026931777757,2.9487517,,,,157,,,,,,,42814.19,36878.156,37708.93,112506.8,257055.6,190412.58,
164,171.10273070056633,3.754133,,,,149,,,,,,,636515.8,761361.1,669460.8,945387.6,827897.3,945011.94,
200,171.10276508775442,4.006075,,,,98,,,,,,,396569.9,375217.78,440998.44,378813.1,593193.3,411314.5,
113,173.08192770541265,3.041973,,,,87,,,,,,,371902.28,395150.38,408927.53,405298.66,484495.03,515750.28,
127,173.0819506623847,3.3149693,,,,,,,,,,,56400.992,0,29860.58,0,30709.826,74544.39,
2790,174.95603101953654,10.583568,,,,114,,,,,,,1.6144263E7,1.6195751E7,1.6078993E7,1.5293249E7,1.2442942E7,1.2290219E7,
126,177.05571056166346,3.3002987,,,,,,,,,,,74620.5,89926.01,109777.08,125254.65,88605.086,104208.24,
121,177.05571101586727,3.2576458,,,,138,,,,,,,56910.664,66332.19,55697.73,75989.64,66379.195,62701.617,
147,177.05574724003688,3.5324457,,,,99,,,,,,,822041.0,1046482.3,1061123.5,1020706.25,770437.7,1014469.4,
134,177.0557477123183,3.4125102,,,,117,,,,,,,97754.79,121139.97,137077.78,127639.44,92775.5,130270.234,
95,178.05095156941192,2.6193542,,,,,,,,,,,179995.73,187344.4,181987.83,266228.12,150918.5,90212.22,
122,178.05101253781666,3.2456264,,,,,,,,,,,568215.5,518881.47,574364.94,546809.75,575404.44,354712.56,
3,178.977791759914,0.034380063,,,,,,,,,,,297696.62,349598.25,334421.72,294401.06,202657.23,401120.97,
2832,178.97780227453086,11.155166,,,,,,,,,,,0,0,0,0,750088.8,2924661.0,
26,179.05615480293625,0.3734096,,,,56,,,,,,,448552.1,511528.06,605788.8,413239.03,641420.1,633456.44,
2497,180.03352358689384,8.423131,,,,,,,,,,,198528.72,145470.73,178122.22,232399.86,102330.734,107424.94,
80,180.033624093415,1.6742014,,,,,,,,,,,0,0,0,6255309.5,5047525.5,1566446.5,
75,180.03363884325273,1.0026654,,,,,,,,,,,1641859.2,557548.56,1537479.4,1301301.9,0,149903.97,
79,180.03364167666643,1.5892167,,,,,,,,,,,2261598.2,599361.4,2012947.5,2285076.8,1148976.5,669310.44,
77,180.03364815968223,1.0951091,,,,,,,,,,,740164.4,373921.4,711470.56,1377257.1,960568.25,1102910.2,
84,180.03366064144265,2.2621136,,,,135,,,,,,,39853.14,0,40124.16,138873.84,25159.244,0,
2727,180.97306341112375,10.274938,,,,,,,,,,,45164.574,0,3589.9854,46059.227,59112.68,200009.97,
2819,180.97320661336155,11.031613,,,,,,,,,,,13249.53,102402.266,66104.1,51947.562,2059464.5,901504.7,
6,180.97323793102387,0.3239582,,,,,,,,,,,438773.84,412240.03,402178.97,382563.2,379899.9,521850.28,
2833,180.97333445378743,11.249215,,,,,,,,,,,55281.02,20357.121,122795.586,213624.08,605115.2,2644766.8,
19,181.0717531442323,0.37030092,,,,56,,,,,,,2.8690438E7,7.849916E7,4.781822E7,2.7594398E7,8999006.0,2.9945682E7,
74,181.0717618678607,0.9204113,,,,,,,,,,,119442.05,1101210.5,787127.7,766949.25,152602.81,101856.055,
92,181.07178664324078,2.5256534,,,,,,,,,,,0,127163.59,0,197896.31,0,10892.727,
99,181.0717986249465,2.7747817,,,,,,,,,,,0,37413.96,0,420399.6,0,0,
86,181.07181492972578,2.2742531,,,,,,,,,,,0,160507.28,0,7759.7847,0,507751.75,
41,181.94708944323722,0.39017305,,,,56,,,,,,,541242.56,588337.1,580030.06,614238.0,710741.6,952005.1,
21,182.0749240128977,0.36951658,,,,56,,,,,,,1836057.6,5141913.0,3130637.8,1695556.1,1004503.06,1355484.8,
290,183.13902429102362,4.335309,,,,110,,,,,,,311513.88,457288.78,326264.25,448209.78,488498.53,698033.1,
115,186.07719175365187,3.0567114,,,,87,,,,,,,827539.5,898875.3,852534.44,1111438.6,751721.4,918942.06,
107,186.11354287592073,2.9487517,,,,157,,,,,,,1777681.5,429859.25,1475168.5,490008.1,1674071.9,1683008.6,
2248,187.09748740542506,8.028242,,,,72,,,,,,,24685.445,0,3832.378,60493.047,120987.66,125603.49,
123,187.0975991515569,3.3623416,,,,170,,,,,,,125076.46,142006.89,211190.56,122913.6,92946.82,113557.05,
197,187.09762053610925,3.9922426,,,,,,,,,,,33010.613,9817.935,40597.242,7607.9624,4354.2363,16076.368,
139,187.09763108826186,3.449336,,,,155,0,[M+H]+,,2,140;139,186.09033,5778342.0,7041347.0,6005728.0,8077217.0,7811067.5,1.0239796E7,
89,188.035340301794,2.4037573,,,,,,,,,,,737707.56,747963.7,786489.0,682327.7,717033.7,554856.06,
58,190.9284075817899,0.5702245,,,,,,,,,,,162147.14,398769.16,25628.121,82869.43,17204.064,8688.77,
2,190.9284419874526,0.038262673,,,,,,,,,,,1166930.4,1187495.8,1165869.1,563274.5,496796.0,509674.5,
2777,190.92846053551997,10.438066,,,,,,,,,,,457486.78,450219.06,529762.9,435972.56,430026.16,352629.0,
143,191.07477476576378,3.483097,,,,,,,,,,,84008.68,60455.05,97079.984,129100.555,0,84367.09,
167,191.07481801998472,3.7274714,,,,,,,,,,,5514.8105,0,0,187043.83,534429.3,252540.61,
161,191.07485392230078,3.670043,,,,,,,,,,,292975.84,170665.55,347983.0,327874.34,823386.6,331708.84,
153,191.07485489697183,3.592581,,,,,,,,,,,485606.0,421546.72,588695.0,699281.4,140575.33,97282.05,
109,192.06663355823886,2.9709282,,,,166,,,,,,,478064.7,516585.0,520074.75,703471.6,674453.3,671235.4,
1734,194.90574489987796,7.3307996,,,,,,,,,,,0,0,0,315693.7,489845.38,3871.9663,
2188,194.90575758870457,7.8302803,,,,,,,,,,,0,0,0,270014.1,970704.06,3314.4307,
1878,194.90582674617312,7.611569,,,,,,,,,,,3877.5981,0,0,79858.914,455924.88,0,
412,195.06615784201662,4.575787,,,,34,,,,,,,9738385.0,9569533.0,1.1420033E7,1.1767727E7,1.0159744E7,1.1337408E7,
237,195.0661823926881,4.1448617,,,,68,,,,,,,340409.8,314965.72,341795.38,330407.5,277167.84,263227.28,
335,195.06622371862719,4.447498,,,,9,,,,,,,497779.1,522682.1,579578.6,576043.8,517862.12,550962.7,
165,195.06626869792402,3.7550585,,,,149,,,,,,,399830.56,571466.56,492116.16,599853.1,299838.8,689928.5,
149,195.06628154025088,3.5342739,,,,99,,,,,,,60196.402,86762.1,89083.94,86722.23,65132.766,84231.96,
120,195.06628248802988,3.2120445,,,,138,,,,,,,27895.129,38438.715,50549.05,58239.953,33409.28,49531.777,
1381,195.81078061379134,6.424073,,,,,,,,,,,0,0,0,0,76887.13,94992.93,
2200,195.8107843658403,7.93309,,,,,,,,,,,0,0,0,0,923579.8,7723.4478,
1423,195.81082491747125,6.536716,,,,,,,,,,,0,0,0,0,408590.2,7558.3975,
44,195.8108525978987,0.40063524,,,,,,,,,,,0,0,0,0,176019.38,198518.23,
2784,195.81086191722753,10.508899,,,,,,,,,,,35420.37,0,0,0,34233.973,118620.19,
1572,195.81089828756615,6.959715,,,,,,,,,,,0,0,0,0,252016.05,167320.44,
2764,195.81101360241948,10.390064,,,,50,,,,,,,3857958.5,2217731.8,3305103.0,1106887.6,37686.656,26225.385,
2750,195.81103866860488,10.326485,,,,,,,,,,,2792930.2,1293949.8,1668595.5,1137023.6,627775.4,287458.4,
85,196.01079110051907,2.2621253,,,,135,,,,,,,3994986.5,2380141.8,3915618.8,6093508.0,2137854.2,1437519.2,
29,197.06660018743673,0.37423286,,,,56,,,,,,,1270886.5,3462589.2,1582865.1,588556.6,1098052.2,853451.4,
2201,197.80780526514923,7.93309,,,,,,,,,,,0,0,0,0,1168478.9,11356.893,
2096,197.80785921566343,7.7701035,,,,,,,,,,,0,0,0,0,359769.1,3045.543,
45,197.80788142034817,0.4302713,,,,,,,,,,,0,0,3434.998,0,229269.11,234534.34,
1382,197.80788186729512,6.424073,,,,,,,,,,,0,0,0,0,70995.82,117664.125,
2785,197.80789502709462,10.4938965,,,,,,,,,,,50669.348,0,0,10758.81,97122.65,152021.52,
1424,197.80791446699033,6.536716,,,,,,,,,,,0,0,0,0,495454.72,11444.956,
2748,197.80793869271164,10.314728,,,,173,,,,,,,2897779.5,1576008.5,5928.698,1400042.5,768349.3,381334.25,
1623,197.80795675941704,7.0784817,,,,,,,,,,,0,0,0,0,274233.97,220923.78,
2765,197.80795830195086,10.390064,,,,50,,,,,,,4712379.0,2729354.0,4040092.8,1361736.1,46879.074,35782.773,
1573,197.80796702864563,6.959715,,,,,,,,,,,0,0,0,0,333118.84,307485.4,
1678,197.80802039685227,7.15469,,,,,,,,,,,0,0,0,0,163263.88,31842.98,
2202,199.80490198558755,7.893068,,,,,,,,,,,0,0,0,0,533959.2,0,
2749,199.80492258036352,10.3157015,,,,173,,,,,,,1392672.6,754909.3,0,660251.4,365874.94,174946.66,
2766,199.8049350514918,10.390064,,,,50,,,,,,,2250955.0,1290765.4,1920688.0,642791.56,10766.25,3346.1602,
