"","filter","Anid_HE_TJG15pt3_EV_alcA_CTRL_1_YT_neg_20210511_Run47.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_2_YT_neg_20210511_Run103.mzML","Anid_HE_TJG15pt3_EV_alcA_CTRL_3_YT_neg_20210511_Run213.mzML","NEG_TJGIp3_1_Run56.mzML","NEG_TJGIp3_2_Run138.mzML","NEG_TJGIp3_3_Run174.mzML"
"457/141.0921mz/3.83min",460424.28,404515.22,310088.8,266442.44,516333.34,796034.5,584033.5
"459/227.1289mz/3.84min",116909.185,110812.44,87807.72,71429.414,142163.8,123005.93,223672.03
"460/156.0667mz/3.84min",124889.2025,153856.88,124895.945,129001.92,120688.625,78227.57,124882.46
"461/234.1135mz/3.85min",933718.45,975217.3,857773,686721.1,922574.8,983686.1,944862.1
"462/305.1506mz/3.85min",217666.745,219246.94,173093.2,216086.55,235473.75,246085.73,192309.66
"463/226.1449mz/3.87min",309705.36,277221.28,314755.47,188627.39,339153.97,304655.25,485277.44
"464/225.1133mz/3.88min",138628.725,98775.14,75809.33,139584.98,137672.47,161778.53,171543.53
"465/554.2373mz/3.88min",348987.89,315142.16,337900.34,197685.66,360075.44,479873.44,374357.66
"466/202.051mz/3.91min",348090.73,337996.66,305225.2,265294.56,376779.6,358184.8,359555.12
"468/179.0714mz/3.92min",911091.525,1285838.1,897921.75,883982.2,721452.94,1255458.8,924261.3
"469/596.2844mz/3.92min",2421232,2246540.2,2519948.2,1443915.8,2461527.2,3177550.5,2380936.8
"470/213.0154mz/3.93min",560712.44,531354.75,663260.6,644371.2,584430.94,533900.56,536993.94
"471/186.1135mz/3.93min",196764.305,190415.22,124052.734,203113.39,176995.08,230237.66,344412.66
"472/272.0929mz/3.93min",261718.505,260213.81,204460.05,240887.62,263223.2,290880,360543.22
"473/187.0976mz/3.95min",268987.5,264552.62,150753.34,100271.37,438737.88,273422.38,481843.75
"474/141.0921mz/3.95min",520402.2,426432.84,384088.78,258584.31,614371.56,914130.5,663957.7
"475/271.1664mz/3.95min",106078.865,116583.734,82034.45,82892.9,99779.14,134136.64,112378.59
"476/261.0768mz/3.96min",1038785.275,715371.4,653693.44,1056053.8,1094588.1,1021516.75,2214470.5
"477/245.0455mz/3.96min",691138.55,598971.7,486009.72,655576.4,740181,726700.7,925059.6
"479/259.0612mz/3.96min",33006.692,117344.41,5289.2856,35201.45,30811.934,26446.428,86507.47
"480/207.1027mz/3.97min",249723.15,266254.3,212093.27,184818.14,289294.03,233192,465771.94
"482/275.1501mz/3.97min",169738.35,170014.2,149190.12,136781.58,204529.61,169462.5,340372.66
"483/225.1133mz/3.98min",1200853.9,1081272.2,942487.44,867684.56,1495944.1,1320435.6,2034997.2
"484/275.0562mz/3.99min",158796.005,430495.1,41718.086,494872.94,111781.05,163923.95,153668.06
"486/171.1027mz/4.0min",386072.26,386347.72,291535.16,238132.98,385796.8,412530.16,422141.8
"488/425.1961mz/4.01min",226390.79,433933.9,256515.44,259048.7,120580.33,196266.14,153473.53
"489/511.1949mz/4.02min",3486044.5,3168483.5,3185530.2,2048081.6,4415557,4893643,3786558.8
"490/243.1237mz/4.03min",165417.325,75820.734,110469.85,28637.982,220364.8,241892.53,297578.2
"491/214.1085mz/4.03min",348436.905,415844.34,320417.72,286090.16,330395.97,369856.06,366477.84
"492/200.1292mz/4.03min",843929.58,971982.6,715876.56,604431.06,690842.1,1054314,1046570.06
"493/481.1843mz/4.03min",280825.055,234612.83,251531.14,123957.06,380417,432778.7,310118.97
"494/165.0557mz/4.04min",434367.61,775749.44,514503.47,706354.5,305935.12,354231.75,346994.9
"495/213.1133mz/4.09min",251753.52,204289.84,173350.25,106991.81,299217.2,332227.97,378043.06
"497/185.1183mz/4.06min",54200.1055,49349.766,41493.56,33614.42,59050.445,66611,73240.266
"498/538.2424mz/4.07min",674608.35,657198,707060.56,376199.72,692018.7,840023.2,620548.25
"499/159.1027mz/4.07min",813300.325,814895.4,607989.5,530114.7,811705.25,894751,855860.1
"500/151.0261mz/4.08min",206321.14,215534.12,197108.16,148572.16,193906.06,266787.1,239207.14
"501/301.1657mz/4.08min",87804.815,94534.7,116092.555,58535.656,82647.9,91092.78,84516.85
"502/214.1449mz/4.1min",488190.24,547390.3,475814.6,393918.44,457571.66,548122.2,500565.88
"503/395.077mz/4.1min",420194.455,372777.72,332727.4,519258.4,420695.94,419692.97,758012.56
"505/199.1339mz/4.12min",253254.52,285396.9,221112.14,156230.55,310367.25,132759.25,435861.12
"506/487.2772mz/4.12min",1006705.9,730822.9,335937.94,906879.6,1322568.6,1152567.8,1106532.2
"507/580.2894mz/4.12min",4631358,4491970,5240246.5,3011289.2,4770746,5926409.5,4349994
"508/598.2998mz/4.12min",763751.12,734006.8,892922.44,477169,793495.44,989922.7,709025.5
"509/210.0924mz/4.12min",637103.845,686716.6,558453,431410.62,689511.5,597072.25,677135.44
"510/225.1132mz/4.13min",435078.34,424151.62,363980.66,334526.03,497408.44,446005.06,758840.1
"512/207.1026mz/4.13min",144010.13,149746.42,120807.99,115917.79,179246.36,138273.84,279212.34
"515/213.1132mz/4.14min",369814.33,297311.38,285035.66,152403.89,442317.28,466373.94,513605.75
"516/596.2844mz/4.14min",92744.928,74117.33,101894.16,29199.02,97873.516,133034.44,87616.34
"517/300.0877mz/4.15min",6817737,6528659.5,5101125.5,6517651,7394401.5,7106814.5,9668117
"518/601.1827mz/4.15min",126582.8425,93278.99,91381.53,155117.61,109806.375,143359.31,266786.03
