Filename,2024_NEG_CC_1_Run21.mzML,2024_NEG_CC_2_Run48.mzML,2024_NEG_CC_3_Run62.mzML,2024_NEG_CC-NaB_1_Run30.mzML,2024_NEG_CC-NaB_2_Run51.mzML,2024_NEG_CC-NaB_3_Run57.mzML
402/709.5012mz/8.74min,697393.6,222327.19,272709.4,221727.27,234297.17,169295.05
403/186.9058mz/8.75min,5738327.5,4949710.0,4821247.0,5674587.5,4797910.0,5632620.5
404/188.9039mz/8.75min,2547669.5,2164254.5,2165871.5,2499414.8,2101942.5,2446195.0
405/695.5203mz/8.75min,571011.0,218527.86,308606.53,249651.3,243932.14,173420.61
406/693.5062mz/8.75min,1649538.6,660783.75,785434.06,691007.5,660928.7,529340.94
407/221.8746mz/8.74min,3821850.5,4302809.5,3934483.8,3983012.2,3814825.8,4878125.5
408/694.5094mz/8.75min,697547.75,264723.72,271715.28,267059.4,249291.8,191641.67
409/223.8723mz/8.76min,2715464.5,3088502.2,2839537.0,2857756.0,2762840.2,3557516.8
410/248.8936mz/8.76min,7615335.5,8269600.5,5037829.0,8491283.0,7462098.5,10104040.0
411/250.8917mz/8.76min,3392488.5,3645007.5,2225919.8,3762314.2,3307865.5,4504685.0
412/591.4381mz/8.77min,739451.3,464032.3,453577.44,504416.56,356279.84,394415.06
413/797.5535mz/8.79min,625299.4,438320.84,474782.56,429788.25,260561.5,366985.28
414/697.5376mz/8.82min,3654560.5,1577013.2,2515630.8,1919821.2,1803052.4,1440119.2
415/751.5851mz/8.82min,179192.11,102876.125,119608.805,108040.13,95068.63,83101.53
416/735.5533mz/8.86min,388489.8,153338.45,221369.4,228389.28,184791.64,155959.73
418/545.4537mz/8.9min,1887433.6,1087611.9,1925045.2,1123187.9,1007418.06,904502.0
421/683.5218mz/8.92min,371122.66,207491.06,395998.4,198554.95,201954.94,150499.05
422/115.9208mz/8.92min,791375.9,2873669.8,1032670.6,3437819.8,2916612.5,1170623.6
424/607.4695mz/8.96min,694066.5,557690.94,561870.75,546549.7,336523.88,398159.97
425/735.5505mz/8.96min,64852.88,19590.271,41078.19,39629.414,16521.709,18027.98
426/186.9706mz/8.99min,800297.25,799944.06,779927.56,838916.06,736141.0,794370.1
428/122.9758mz/9.0min,470112.53,360871.94,360409.03,573260.94,380921.25,450499.66
429/180.9812mz/9.01min,262951.22,348261.06,366183.97,411414.75,349301.28,358740.97
430/662.4767mz/9.01min,190316.08,193675.34,152641.75,94420.3,125143.53,81791.836
431/465.2676mz/9.01min,799605.2,692886.8,640698.25,891237.1,700579.5,758569.25
432/325.1844mz/9.01min,143837.53,159171.53,111838.32,203810.25,152137.7,171706.36
433/311.1687mz/9.01min,225288.6,224110.19,196495.12,352391.4,245176.3,273602.9
434/856.6885mz/9.02min,601245.1,1042322.06,1384980.5,1212784.4,936225.75,285930.53
435/873.6787mz/9.07min,1609922.9,923472.4,1279657.4,1304004.0,862919.6,1053892.0
437/751.5843mz/9.07min,46816.63,9553.113,25838.979,32335.64,40160.902,21814.863
438/621.485mz/9.21min,2462108.0,1529012.5,1690155.2,2127412.0,1423476.6,1606028.2
439/604.495mz/9.21min,1165879.9,925126.75,974919.8,928943.2,811225.8,863778.8
440/751.5843mz/9.24min,417955.16,147468.19,285917.28,217121.17,208210.25,133183.31
441/573.485mz/9.31min,2120806.0,1153599.8,1560145.2,1398236.1,1144635.5,1028610.9
442/556.4948mz/9.31min,1175858.1,760710.94,940245.2,850810.06,721275.3,653207.8
443/618.5105mz/9.36min,2906701.2,2199139.5,2239133.5,2038277.1,1631166.0,1809975.2
444/635.5008mz/9.37min,2906184.5,2225450.5,2079208.9,2469940.8,1732629.9,2017171.2
445/573.4849mz/9.42min,65062.6,59993.105,72964.734,61800.207,59203.508,61053.78
446/501.3545mz/9.42min,66738.61,44429.785,48119.17,39903.24,31491.129,36397.89
447/467.2833mz/9.44min,772931.6,285434.88,336049.3,570572.6,421385.28,231059.22
448/325.1843mz/9.44min,101063.88,26891.41,62154.918,47763.695,80224.83,37588.086
449/311.1687mz/9.44min,211164.33,76428.63,211513.47,142879.05,58941.8,137737.73
450/711.6259mz/9.47min,0.0,1023639.94,143445.05,1766658.5,1175590.8,161772.94
451/662.4768mz/9.51min,850454.4,120076.7,142361.53,60862.004,185006.06,188333.14
454/649.5164mz/9.69min,1325754.4,539713.06,762257.25,870495.7,536884.8,560521.56
455/632.5262mz/9.69min,1273757.9,752782.06,901870.6,921501.1,715434.1,753706.0
456/683.5945mz/9.8min,978145.5,422051.44,648173.44,585074.2,456162.25,396270.5
457/666.6045mz/9.81min,1034950.25,551415.06,759469.8,676248.5,575805.0,512169.2
458/646.5419mz/9.9min,3339945.8,2371206.0,2447901.5,2514394.5,1828386.6,2007395.8
459/663.5321mz/9.9min,1717784.8,989504.7,1046262.3,1293983.6,758822.75,875016.44
460/89.0244mz/10.0min,916433.9,892748.0,1156765.0,3672272.5,1298313.5,935877.1
461/248.9604mz/10.14min,41204.66,112043.47,47797.504,98211.39,92515.28,110938.414
462/316.948mz/10.15min,5503.085,51434.29,7159.04,77543.3,38248.01,78313.43
463/112.9857mz/10.14min,709261.4,1020180.7,621565.06,725741.5,935303.8,687913.75
465/115.9208mz/10.2min,3631693.0,3960577.8,3447992.5,4389820.0,3601737.5,4018732.0
466/116.9209mz/10.21min,394905.2,440937.75,161112.22,480072.84,390198.84,454910.94
467/311.1687mz/10.21min,215316.81,173285.05,191683.5,192718.88,172398.94,190864.22
468/325.1844mz/10.21min,181915.69,154833.58,174655.28,158964.73,119023.24,167642.81
469/144.9235mz/10.21min,1824707.4,1938347.0,1990688.0,2363016.5,2162910.2,2305986.2
470/132.8679mz/10.21min,170056.88,151837.06,147972.39,170398.97,158054.12,195195.86
471/100.9337mz/10.22min,1177540.8,857878.56,1153091.4,1957545.4,807217.25,1299457.6
472/662.4769mz/10.24min,2839854.0,600198.94,1793104.1,405542.12,189309.84,517329.66
473/747.5186mz/10.25min,0.0,122985.12,311949.06,0.0,630676.94,211184.73
475/648.4613mz/10.26min,1655254.9,359858.78,598411.5,281431.47,244647.72,259905.38
476/520.9102mz/10.27min,97404.24,93001.99,86445.55,109134.2,84826.15,127418.83
477/112.9857mz/10.27min,2314974.2,2167654.2,2916501.5,3362506.5,2165145.2,3124404.8
478/316.9479mz/10.27min,350349.56,344075.06,326094.44,376522.6,319375.97,423607.03
479/588.8978mz/10.27min,69614.266,68378.39,47522.773,66316.766,47945.336,87637.26
480/180.973mz/10.27min,104904.79,106157.85,94659.36,124597.14,101247.01,119764.46
482/452.9226mz/10.28min,170887.42,159320.69,149829.62,178384.7,138238.72,203086.92
483/248.9604mz/10.28min,391951.1,395372.56,352088.6,411613.16,366989.38,461966.38
484/716.5237mz/10.29min,0.0,549673.5,59530.176,390614.2,224478.78,5447.916
485/384.9351mz/10.28min,214829.25,201405.95,186446.88,228461.61,177932.94,250811.03
486/742.5394mz/10.28min,0.0,500408.16,50313.066,444614.16,957187.94,0.0
488/661.4647mz/10.32min,338493.34,75774.53,143267.97,0.0,4916.4995,17131.293
489/674.4017mz/10.28min,647736.8,324789.34,448522.8,207061.88,243349.03,167672.92
490/660.4613mz/10.29min,1012343.6,355051.9,634573.6,182310.34,250610.0,279315.84
491/606.4144mz/10.29min,4827875.0,2085172.5,3214635.0,1376283.9,1630010.9,1505513.1
492/744.554mz/10.32min,0.0,19160.38,0.0,2141569.5,247873.5,712052.25
493/694.4682mz/10.37min,204268.67,58941.043,116028.77,0.0,0.0,5346.8506
494/116.9286mz/10.36min,1521580.0,1446841.0,1409579.6,1599636.9,1473448.8,1413725.9
495/634.4455mz/10.35min,668663.6,265387.6,417325.56,38151.49,123023.37,272644.16
497/132.8679mz/10.47min,690288.9,616797.6,668216.25,728482.06,656661.44,775301.0
498/160.842mz/10.47min,307263.28,257094.9,296139.72,316386.7,271807.7,279308.34
499/162.839mz/10.47min,309871.12,258142.45,304972.44,305003.0,272077.72,278733.4
500/255.8222mz/10.47min,269882.94,294965.47,309278.66,287206.06,293291.72,280522.94
501/257.8192mz/10.48min,259929.69,290398.2,300644.62,284901.78,279499.25,286371.56
502/195.8109mz/10.48min,405695.72,416430.03,462736.62,439227.16,440106.44,394128.8
503/197.808mz/10.48min,551406.5,526991.1,618042.7,588047.1,576558.75,515907.12
504/187.861mz/10.49min,808752.9,723687.06,820527.7,852276.75,692895.56,710620.6
505/189.858mz/10.49min,353458.25,395141.28,415312.0,514070.4,394935.9,346942.4
506/214.88mz/10.52min,2492331.0,2240876.0,2418514.0,2526983.0,2172729.8,2296175.0
507/216.8768mz/10.52min,750248.9,564068.44,602045.94,592297.6,545020.4,547641.0
508/245.8948mz/10.52min,2501359.0,2501461.5,2476471.0,2690319.8,2501437.2,2323465.2
509/243.8993mz/10.52min,6564409.5,6553610.0,6755751.5,6977267.5,6594525.0,5986536.0
510/241.899mz/10.53min,5041547.0,4663717.5,4596702.0,4985676.0,4327494.5,4516424.5
512/195.906mz/10.54min,741965.9,718314.7,611721.9,622848.56,588925.4,457645.12
513/328.9796mz/10.59min,548118.2,442171.1,457513.5,462668.03,484448.38,495957.0
517/560.9991mz/10.61min,90768.02,69895.4,65125.71,77925.7,65727.445,75076.97
518/96.9601mz/10.61min,8978525.0,1206118.5,2462330.2,8801987.0,8351439.5,2462305.5
520/255.8221mz/10.63min,36575.13,60793.812,135194.53,96848.55,41726.6,99106.445
