"","filter","2024_POS_Y-EV_1_CTRL_Run88.mzML","2024_POS_Y-EV_2_CTRL_Run117.mzML","2024_POS_Y-EV_3_CTRL_Run138.mzML","2024_POS_Y-p10_1_Run103.mzML","2024_POS_Y-p10_2_Run129.mzML","2024_POS_Y-p10_3_Run144.mzML"
"466/216.1019mz/2.36min",5203352.25,5319719,5180499,9444457,5226205.5,4502961.5,4317088
"469/225.087mz/2.37min",907478.5,1235119,1358229.1,1439884.2,530527.75,50357.723,579838
"470/244.2012mz/2.37min",1393669.85,1409882.8,1384458.9,1344592.8,1402880.8,1307820.9,1422286.2
"471/302.1961mz/2.37min",607893.23,746590,576012.06,697582.6,639774.4,558943.6,380174.38
"472/443.177mz/2.38min",292557.465,219987.25,250906.98,639751.75,315464.03,360906.56,269650.9
"473/140.1434mz/2.39min",486723.05,566729.56,537074.44,619012.6,416693.66,428791.9,436371.66
"474/224.0917mz/2.39min",499316.935,433195.53,431773.34,901718.44,522616.84,625528.7,476017.03
"475/261.1444mz/2.4min",343853.25,435759.53,444116.2,484809.75,251946.97,206023.84,218953.7
"477/434.213mz/2.4min",208199.575,168808.7,185383.75,466725.7,224803.2,261263.73,191595.95
"479/192.0689mz/2.42min",228081.09,208209.8,145930.72,777006.94,351041.66,171321.33,247952.38
"480/393.223mz/2.41min",490483,472914.12,508051.88,1223840.2,275378.84,259485.12,533814.8
"481/300.0925mz/2.44min",68793.965,59866.594,57756.17,70400.72,139299,513442.1,67187.21
"482/298.0968mz/2.44min",1928719.5,1746409.5,1738247.2,1977154,3627665,12937112,1880285
"483/239.139mz/2.45min",133232.8525,71328.53,85606.36,161235.33,282985.25,3821297.5,105230.375
"484/190.0498mz/2.46min",356732.87,273063.94,299982.72,626873.6,317437.3,545402.06,396028.44
"485/261.1444mz/2.45min",605382.33,657495.06,669386.06,740211.8,553269.6,231503.22,417879.72
"487/229.1546mz/2.44min",819912.6,331546.88,398580,560279.7,1079545.5,4455311,1286209.5
"488/114.0913mz/2.49min",1290305.95,1272100.5,1308511.4,2045529.2,1444646.1,1147259.8,1060537
"489/181.1335mz/2.5min",127004.625,59222.3,76942.71,136377.83,152724.47,486459.62,117631.42
"490/240.1059mz/2.51min",418319,462527.28,530153.06,590010.6,315564.06,63112.812,374110.72
"491/244.2012mz/2.51min",375460.45,367711,377230.28,384311.47,374214.12,335677.4,376706.78
"492/239.1026mz/2.52min",3610795,4043102.2,4430746.5,4911474.5,2681510,196136.66,3178487.8
"493/221.092mz/2.51min",286805.085,312195.84,379777.78,420990.6,217046.25,43409.25,261414.33
"495/443.177mz/2.52min",173521.47,109542.266,181298.16,340580.72,156076.84,165744.78,195609.88
"496/231.1703mz/2.51min",4992.28635,915.46308,4577.3154,35985.184,915.46308,781435.3,5407.2573
"497/232.1736mz/2.52min",11947.25,11947.25,11947.25,11947.25,11947.25,59736.25,11947.25
"498/184.1695mz/2.54min",329741.28,357550.3,338632.4,548757.06,320850.16,295674.5,282672.3
"499/434.2131mz/2.54min",423177.725,347039.3,387763.5,864510.44,448494.25,578578.56,397861.2
"500/153.1022mz/2.57min",29538.701,28158.625,30918.777,184029.16,19509.098,3901.8196,52662.22
"502/393.2231mz/2.57min",66817.18,52984.406,58586.887,177356.66,73362.21,81513.9,60272.15
"503/443.177mz/2.56min",105406.323,41214.6,125748.13,154708.16,71046.9,85064.516,137607.28
"504/316.2117mz/2.59min",330467.015,341418.78,411806.38,395376.2,294177.75,319515.25,285538.38
"505/280.0927mz/2.6min",63716.59,68868.3,82408.72,101642.42,58564.88,10726.021,53630.105
"506/409.1352mz/2.6min",1351834.05,1464817.5,1627320.6,1796296,1238850.6,311095.06,1237038.9
"507/231.1127mz/2.63min",1016844.77,622686.8,660240.06,1479742.8,1055573.6,1597937.9,978115.94
"508/213.1597mz/2.66min",56441.25,40149.082,41514.22,38544.53,99707.77,504137.22,71368.28
"509/181.1335mz/2.66min",41468.754,24579.096,29612.242,30419.148,68759.42,358945.72,52518.36
"510/259.2202mz/2.67min",503372.9,474022.53,512803.66,515959.78,509630.8,475111.8,497115
"511/245.1859mz/2.67min",71153.565,48247.883,63738.02,136495.12,18546.863,2998989,78569.11
"512/130.159mz/2.7min",544146.7,663148.06,553576.4,803681.94,534717,438659.06,462290.72
"513/243.1338mz/2.7min",23589.0475,16864.453,11180.057,60531.594,29154.824,38088.96,18023.271
"514/407.2386mz/2.7min",192229.42,165442.34,194947.48,438883.28,217604.78,189511.36,188352.83
"516/190.0896mz/2.72min",285512.97,116929.53,102603.164,400870,390506.06,741973.75,180519.88
"517/138.0549mz/2.72min",292554.87,330858.22,305869.62,448197.47,243927.61,4337.916,279240.12
"518/300.1077mz/2.72min",4209132.4,5295564,5358598.5,5115319,3302945.8,127970.484,2999017.2
"519/229.1546mz/2.73min",36009.0375,34142.855,29006.225,92024.66,37875.22,40749.33,32074.797
"520/217.1546mz/2.73min",438260.935,398831.94,408066.62,1036852.75,468455.25,502251.5,390203.4
"521/202.1801mz/2.74min",324204.69,326429.44,346868.5,462028.6,287247.9,301757.03,321979.94
"522/316.2117mz/2.75min",753467.655,811538.75,943442.75,1022684.4,671720.44,695396.56,653762.4
"523/259.1188mz/2.77min",847342.35,1019742.2,1049702.5,1124099.6,674942.5,104406.39,352236.7
"524/272.1128mz/2.76min",199921.22,188821.77,215710.1,320579.97,137327.4,163985.42,211020.67
"525/231.1127mz/2.77min",496697.935,302784.8,296181.1,814743.6,518982.34,738506.06,474413.53
"526/306.1182mz/2.77min",4243592.5,3497970.2,3774155.5,8868566,4529871.5,5150593.5,3957313.5
"527/260.1129mz/2.77min",290741.24,244305.44,258623.98,708528.4,322858.5,367483.62,251655.67
"528/288.1077mz/2.77min",225464.625,176658.17,204061.61,576398.56,246867.64,286585.2,188755.19
"529/188.0705mz/2.78min",105208.8925,118014.445,162002.66,229332.73,92403.34,4119.9023,33986.49
"531/190.0895mz/2.76min",276696.26,106085.23,89721.8,346620.75,459715.3,1133280.2,206771.77
"532/259.2202mz/2.8min",243814.595,251980.88,255471.78,216753.3,247879.58,228362.9,239749.61
"533/169.076mz/2.81min",6334078,6773040,6563274,10466924,5970037.5,6104882,5043892
"535/245.1859mz/2.81min",12068.578,9948.447,8419.043,84294.234,14188.709,442238.62,4520.6206
"537/153.1021mz/2.81min",103433.46,63737.65,144110.36,537177,41579.742,8315.9484,143129.27
"541/201.0701mz/2.82min",163396.84,194773.3,211800.02,245143.42,130299.69,19231.59,132020.38
"545/92.0494mz/2.82min",867088.47,983452.44,1039924.25,1323065.5,750724.5,191896,667966.44
"547/328.1001mz/2.79min",387366.265,420599.16,312519.7,1212994.4,378118.78,310242.66,396613.75
"548/139.0583mz/2.82min",7507502.75,8287646,8772204,11028493,6727359.5,1723542.9,5900893
"550/120.0444mz/2.83min",96199930,106981460,109321090,144984910,85418400,22348558,75234860
"551/121.0477mz/2.83min",7248415,8066635,8297497.5,10920018,6430195,1619590.2,5707980
"552/138.055mz/2.83min",99026870,110393250,112155530,141496660,87660490,23041928,75873580
"554/271.0713mz/2.83min",976371.63,1407126.4,1142773.2,1352678.2,809970.06,121227.85,682666.44
"556/272.1856mz/2.83min",1302249.3,1369607,1608813.8,1651850.5,1226944.8,1234891.6,1117368.1
"557/261.1444mz/2.83min",290788.57,396323.4,432136.62,284405.56,285052.8,296524.34,269115.62
"558/272.0794mz/2.83min",1257702.75,1753540,1466462.6,1423427.9,1091977.6,207968.16,910961.5
"559/243.1338mz/2.85min",173291.81,153721.25,157327.81,298563.12,185685.84,218393.53,160897.78
"561/306.128mz/2.87min",752071.025,855283.25,930733.06,1364842.6,648858.8,145486.12,574644.25
"562/300.1077mz/2.87min",476891.41,466088.62,513968.16,591127.2,324426.16,13253.139,487694.2
"563/391.171mz/2.95min",596883.25,385924.56,518623,1347749.6,647990.94,715367.2,545775.56
"565/245.186mz/2.85min",2617.986,872.662,872.662,48272.13,872.662,49081.938,4363.31
"566/321.1478mz/2.93min",282425.4,252992.6,296373.94,581484.4,270498.5,294352.3,184779.25
"567/338.1445mz/2.94min",199778.22,331701.88,221756.05,288754.94,177800.39,153776.84,106274.71
"568/243.1339mz/2.94min",67323.465,35250.145,41450.652,81911.53,65061.71,144431.88,69585.22
"570/195.1128mz/2.95min",178462.045,172300.67,184623.42,680474.5,148171.03,151260.98,201134.33
"571/183.0916mz/2.97min",716989.28,712750,704200.7,1220870,721228.56,764989.2,564225.9
"572/340.1026mz/2.98min",1498030.3,1210571.6,1343384.5,3182155.8,1614180.8,1801643.4,1381879.8
"574/294.0607mz/3.0min",245459.44,220183.47,257988.33,599380,271438.2,58966.914,232930.55
"575/312.0713mz/3.0min",1701958.45,1594726,1809190.9,4077007.8,1900116.5,463449.84,1576592.5
"576/334.0533mz/3.0min",258913.86,230010.66,273580.53,551105.56,291910.2,62850.42,244247.19
"577/153.1022mz/3.06min",27705.043,24741.316,36283.87,267425.75,24458.533,4891.7066,30668.77
"579/231.1703mz/3.07min",1973252.15,1685726.4,1807092.1,4376882.5,2139412.2,2297724.8,1799308.5
"580/232.1736mz/3.07min",223004.96,191033.78,192301.48,495349.72,245123.69,256327.92,200886.23
"581/213.0733mz/3.13min",232086.725,259743.42,279857.2,451699.3,111748.77,42610.977,204430.03
"582/267.1127mz/3.15min",39907.945,32303.2,35546.62,94252.2,44269.27,46947.54,33244.977
"584/208.0968mz/3.23min",95142.655,90045.88,83254.234,178678.9,100239.43,135357.4,88646.1
"585/260.1127mz/3.25min",15083.1605,5937.0767,1187.41534,45518.42,18950.994,25358.2,11215.327
"586/288.1075mz/3.25min",47906.651,33458.15,37812.816,184018.23,53278.152,74225.87,42535.15
"587/427.1685mz/3.27min",264153.04,215081.16,233126.17,627178.1,292172.8,356758.28,236133.28
"588/405.1865mz/3.28min",2656121.35,2314971.2,2437028.2,5116544.5,2875214.5,3473010.8,2374727
"589/320.1703mz/3.29min",42427.5955,40994.156,53611.17,55482.746,43861.035,40445.25,40333.93
"590/240.0866mz/3.34min",565781.435,616992.4,673278.6,1410242,431035.62,36787.836,514570.47
"591/245.1859mz/3.36min",480344.02,402274.28,443927.38,1059616.8,516760.66,577153.6,429793.75
"592/182.1903mz/3.37min",406493.07,469717.53,419933.2,636096.75,371562.56,373535.2,393052.94
"593/195.1128mz/3.37min",124083.94,94200.91,128430.42,568688.1,119737.46,130680.51,77342.71
"594/217.107mz/3.43min",328203.25,377281.94,414014.1,378309.78,276693.3,189205.88,279124.56
"595/196.0968mz/3.47min",614487.375,918565.94,903271,1321664,325703.75,33946.062,169730.31
"596/228.2321mz/3.48min",501469.37,524046.22,508544.84,668825.25,494393.9,451006.88,388574.12
"597/246.1699mz/3.48min",252899.805,261324.25,260021.06,238432.08,255877.8,240346.55,249921.81
"598/208.0968mz/3.52min",52857.67,69050.11,80631.77,120335.8,36665.23,3869.3234,19346.617
"599/402.2484mz/3.52min",69558.836,61869.062,74944.766,132270.55,64172.906,80512.23,58411.805
"601/213.1597mz/3.53min",533934.295,506720.53,561148.06,1222449.1,385916.97,575717.8,476330.3
"602/274.1648mz/3.54min",880994.1,884340.7,887527.9,860537.8,898201.25,877647.5,868312.4
"603/419.2022mz/3.55min",695559.77,583275.5,629696.2,1538330.1,753433.6,941510,637685.94
"604/228.2321mz/3.56min",180027.82,194626.83,175478.92,261411.95,184576.72,174317.48,155687.75
"606/210.1124mz/3.59min",246656.21,321473.9,344293.25,563310.7,171838.52,5924.4297,96573.086
"607/224.0917mz/3.62min",47440.088,47538.84,68931.69,227577.92,47341.336,7355.9812,36779.906
"609/228.2321mz/3.67min",2531174,2663886.2,2698654.8,3458397.5,2398461.8,2381536,2088509.5
"610/246.1699mz/3.69min",220849.175,225424.4,230531.92,201745.98,218278.94,219861.33,221837.02
"611/182.1903mz/3.68min",41016.856,50017.29,44128.832,62018.53,37904.88,33687.293,29424.371
"612/235.0865mz/3.7min",288844.89,301022.53,325772.3,418694.75,266246.8,276667.25,205570.92
"613/402.2484mz/3.64min",305326.14,250200.86,332562.66,488374.66,284001.78,326650.5,262626.7
"614/591.2256mz/3.72min",205855.26,327483.28,225086.5,283829.16,186624.02,148380.2,107075.01
"615/586.2703mz/3.72min",945707.905,1540216.4,1004335.56,1335931.8,887080.25,755996.94,475196.88
"616/320.1703mz/3.75min",58989.9975,71037.47,70257.914,59118.695,56991.945,58861.3,57132.938
"617/195.138mz/3.83min",107707.417,106271.484,109143.35,105776.21,117127.49,113966.09,83586.49
"618/233.0784mz/3.85min",473645.545,568200.06,518698.22,479241.47,468049.62,320032.2,392274.9
"619/296.1182mz/3.86min",894358.05,1022221.1,1073647.1,1291972.4,766495,713420.56,578761.5
"620/246.1699mz/3.93min",862386.75,519800.25,571127.2,1987819.8,990834.3,733939.2,1555798.9
"621/514.2855mz/3.97min",620840.125,737028.3,705689.5,773925.8,514699.84,535990.75,481280
"622/208.0968mz/4.01min",15731.892,20984.156,12054.776,39156.016,2410.9552,2410.9552,19409.008
"623/166.0862mz/4.08min",106097.207,115847.35,112845.75,128414.375,63593.836,99348.664,42375.4
"624/208.0968mz/4.19min",306625.75,300740.84,378831.47,1099749.8,177953.05,35590.61,312510.66
"626/274.1648mz/4.21min",54054.9645,54366.617,53743.312,71238.83,50929.547,72232.54,48138.77
"627/272.1855mz/4.25min",5804.19615,1119.189,5595.945,1119.189,6012.4473,61432.668,22148.137
"628/321.1738mz/4.32min",944229.98,992001.3,1086072.6,946663.9,731712.8,813181.7,941796.06
"629/325.1257mz/4.32min",785443.25,791564.8,947592.75,800734.6,590533.56,616943.94,779321.7
"630/320.1703mz/4.32min",6245255.5,6569192.5,7346856.5,6219641,4915895.5,5414406.5,6270870
"631/195.1379mz/4.34min",810148.35,812781,875569.5,807515.7,859120.6,788731.06,791551.2
"632/364.1965mz/4.4min",531074.8,557508.9,597157.3,622036.4,439355.16,473386.94,504640.7
"633/226.1801mz/4.42min",1173473.75,1147407.1,1148428.6,1297287.9,1291600.8,1197531.1,1149416.4
"634/244.1906mz/4.42min",821231.37,809037.44,790912.44,881573.9,909374.06,833425.3,761295.94
"635/408.2226mz/4.47min",581758.72,633332.44,667080.5,704495.3,509533.34,524512.4,530185
"636/392.1914mz/4.56min",2741713.3,2846319.8,3179010.2,2858204.5,2266575.2,2246058.2,2637106.8
"637/397.1467mz/4.56min",379386.17,378749.62,429657.97,414631.47,319340.53,348524,380022.72
"638/267.1128mz/4.6min",1134378.77,1547464.6,1677724.2,1818042.5,721292.94,204455.31,363433.2
"639/249.1022mz/4.6min",387400.11,517250.03,562867,646210.5,257550.19,64963.15,114482.36
"642/230.9844mz/4.74min",654548.65,646758.6,703483.4,682182.56,662338.7,638175.94,557096.8
"643/211.9705mz/4.74min",3310095.35,3249104.8,3501345.2,3369710,3263497.2,3356693.5,2859626.8
"644/213.9685mz/4.74min",3214466.5,3132329.8,3432208.5,3270570.8,3180207,3248726,2763183.2
"645/229.9811mz/4.74min",7829083.25,7804118.5,8275373,7922021.5,7829501.5,7828665,6849385
"646/231.979mz/4.74min",7772506.25,7680762,8238684,7872870,7775123.5,7769889,6736027.5
"647/232.9823mz/4.74min",641428.95,646710.8,675164.56,637987.9,643069.5,639788.4,545565.25
"650/656.0709mz/4.75min",1620381.7,1528407.6,1645017.6,1877409.1,1595745.8,1585267.9,1765768.4
"651/524.2697mz/4.76min",341155.575,386681.56,386359.62,403849.9,290156.9,295951.53,293628.53
"652/551.2695mz/4.8min",613473.5,668893.75,768663.1,741831.06,484080.72,558053.25,537625.9
"653/573.2513mz/4.8min",1800538.05,1935320,2297326.5,2320134.5,1534043,1665756.1,1608004.1
"654/568.2961mz/4.8min",18667947,20329090,22598366,22018754,16700714,16382521,17006804
"659/211.0866mz/4.87min",72764.514,85409.66,81906.52,91273.21,47685.875,29369.428,63622.508
"660/228.1958mz/4.88min",2837913.65,2834882.5,2840944.8,3411175.8,3230604.5,2589659.5,2776401.5
"661/250.1777mz/4.88min",479261.545,488450.84,468579.78,548775.1,532999.8,438911.03,470072.25
"662/229.1991mz/4.88min",375667.64,376434.88,374900.4,443264.38,431700.84,341777.5,362829.25
"663/267.1128mz/4.92min",21630.9247,36088.74,44952.383,49094.16,7173.1094,1434.62188,1434.62188
"664/158.1539mz/4.95min",750163.4,790881.56,815626.3,748379,746955.7,716368.1,751947.8
"666/640.3173mz/4.96min",1008783.15,1098823.4,1196946,1259036.6,836548.44,918742.9,866019.2
"668/522.3536mz/5.06min",8636.678,8636.678,8636.678,8636.678,8636.678,43183.39,8636.678
"669/244.1907mz/5.13min",55004.4535,74583.19,60355.43,163491.55,17678.611,5931.216,49653.477
"670/387.1801mz/5.2min",443986.085,415267.47,472704.7,765141.75,483155.47,412990.53,315388.03
"671/404.2066mz/5.2min",463977.7,436804.84,491200.3,769826.3,491150.56,427862.16,335767.75
"672/432.238mz/5.2min",34220.396,22015.445,33123.73,61704.176,40017.645,35317.062,24775.645
"673/256.2635mz/5.25min",17881.214,17881.214,17881.214,17881.214,17881.214,89406.07,17881.214
"674/274.274mz/5.24min",50245.8905,25418.674,22356.107,32236.521,126427.57,2372102.2,68255.26
"675/275.2774mz/5.25min",1203.5875,1203.5875,1203.5875,1203.5875,6017.9375,411328.2,1203.5875
"676/550.3848mz/5.26min",10348.494,10348.494,10348.494,10348.494,10348.494,51742.47,10348.494
"677/209.1536mz/5.26min",113932.88,105422.53,119328.5,107104.625,112406.48,115459.28,122726.79
"678/272.2584mz/5.35min",308682.98,255744.25,246972.06,340817.9,276548.06,1470373.9,397416.62
"679/300.2897mz/5.44min",39072.2065,33457.594,35496.78,42647.633,63025.184,886809.44,27804.168
"680/282.2792mz/5.44min",13369.426,13369.426,13369.426,13369.426,13369.426,66847.13,13369.426
"681/318.3003mz/5.44min",7630703.75,7039743.5,7434715.5,7826692,9179853,24785608,4644988
"682/356.1028mz/5.46min",700742.23,755166.9,764200.94,850742.4,646317.56,638768.8,466733.88
"684/534.3899mz/5.52min",11912.0016,11912.0016,11912.0016,11912.0016,11912.0016,59560.008,11912.0016
"685/256.2634mz/5.54min",28814.5165,25254.668,23502.65,32374.365,22497.227,193066.2,47566.645
"686/298.274mz/5.55min",18185.7825,10740.163,1116.4244,26002.754,25631.402,387561.44,5582.122
"687/387.193mz/5.56min",378675.64,325564.9,320251.8,311618.22,431786.38,451886.3,433313.62
"688/550.3849mz/5.56min",85976.932,85976.932,85976.932,85976.932,85976.932,429884.66,85976.932
"690/239.1641mz/5.62min",244827.445,304043.62,310298.4,371347.97,155900.72,36054.383,185611.27
"691/344.3158mz/5.63min",20852.383,20029.768,9882.309,21674.998,82992.125,639638.44,15571.717
"692/415.2113mz/5.64min",1697231.15,1807646.8,1720918.8,1924993.8,1629537.5,1673543.5,1522940
"693/432.2378mz/5.64min",2009588.3,2173636.2,2033329,2204295.2,1887863,1985847.6,1784515.1
"694/437.1932mz/5.64min",306874.09,324336.2,318658.38,337647.12,285520.4,295089.8,292053
"695/446.2535mz/5.64min",317529.27,379785.1,347529.34,323382.88,311675.66,305203,304568.03
"696/312.1131mz/5.66min",1136802.55,1162222.2,1111382.9,1392207.1,977924.8,1195940,774348.4
"697/307.2478mz/5.68min",449086.735,433005.2,448187.72,435119.3,451271.28,449985.75,450531
"698/332.3159mz/5.68min",136387.57,125876.46,129294.86,147016.55,143480.28,542837.4,78548.62
"699/496.2668mz/5.71min",99074.295,162613.64,138185.97,85054.84,91336.61,106811.98,74264.31
"700/534.3898mz/5.69min",19588.062,19588.062,19588.062,19588.062,97940.31,1933313.5,19588.062
"702/302.3053mz/5.71min",2368736,1957870,2146134.8,2191752,6593651,14265024,2545720
"703/284.2947mz/5.71min",53338.867,43690.957,47264.75,50511.742,169248.72,385581.62,56165.992
"704/518.3949mz/5.73min",119261.38,119261.38,119261.38,119261.38,119261.38,596306.9,119261.38
"705/330.3002mz/5.76min",344232.39,390860,351217.84,165397.27,337246.94,771197.7,204420.88
"706/452.2769mz/5.74min",1645916.85,2256510.8,1819766.8,1472066.9,1279291.6,2018096.2,1251575
"708/550.3848mz/5.77min",30651.438,30651.438,30651.438,30651.438,30651.438,153257.19,30651.438
"709/516.3057mz/5.79min",157856.155,321945.6,294356.9,175424.11,138582.55,140288.2,122759.5
"710/494.3239mz/5.79min",3798310.9,7716477,6855213,4210253,3359722,3386368.8,3047650.5
"712/365.316mz/5.81min",9053.1906,9053.1906,9053.1906,9053.1906,9053.1906,45265.953,9053.1906
"713/496.2667mz/5.84min",250956.97,263230.9,243508.83,185677.88,258405.11,429254.16,231985.06
"714/301.2931mz/5.82min",937153.175,921486.6,887758.44,952819.75,1385365.2,2839068.5,919616.3
"715/300.2897mz/5.82min",4871821.25,4739412.5,4407179.5,5004230,7034517.5,14426519,4687573
"716/452.2769mz/5.85min",1928655.75,2427337.2,1973098.9,1589003.8,1755096.8,4474384,1884212.6
"717/337.1046mz/5.85min",333325.035,391552.6,369223.97,376494.5,297426.1,214838.2,292061.47
"718/344.3158mz/5.85min",634066.1,679048.1,636845.9,399047.97,631286.3,1575046.9,421630.84
"719/407.3267mz/5.88min",33714.757,5556.4917,11106.041,1111.29834,145878.66,3146752.8,56323.473
"720/494.3239mz/5.9min",4527773.25,6389339.5,5890835.5,3817696,3573408.2,5237850.5,3356768
"721/347.3349mz/5.9min",2144104.65,2134898.8,2352792.2,2233959.2,2056805.4,2153310.5,1132359.4
"722/328.3209mz/5.9min",35279.119,28609.684,35234.605,35323.633,51725.793,200198.75,13341.207
"723/346.3315mz/5.9min",9689148,9752865,10693382,10266452,9487937,9625431,5190883
"724/516.3057mz/5.9min",223714.01,345936.06,331866.22,199973.88,181620.28,247454.14,156813.66
"726/534.39mz/6.0min",10892.1328,10892.1328,10892.1328,10892.1328,10892.1328,54460.664,10892.1328
"727/326.3053mz/6.0min",10913.1912,3637.7304,3637.7304,3637.7304,60309.75,260353.2,18188.652
"728/284.2948mz/6.01min",559303.225,545456.25,485229.38,616612.25,425738.9,586360.3,573150.2
"729/344.3158mz/6.02min",383039.56,262513,362828.4,403250.72,596930.56,271914.62,425851.66
"730/255.2318mz/6.06min",203908.085,200476.83,207339.34,239841.95,281244.16,28716.766,135323.62
"731/330.3366mz/6.17min",870321.55,760123.56,843055.7,897587.4,1724267.8,994273.7,813435.75
"732/454.2927mz/6.12min",77275.617,121634.54,82226.914,72324.32,63357.164,107803.54,63501.688
"733/365.316mz/6.11min",40192.039,14029.421,11416.696,47829.824,48371.78,418240.9,32554.254
"734/427.3165mz/6.15min",3608.618,3608.618,3608.618,3608.618,18043.09,345115.6,3608.618
"736/496.3396mz/6.19min",320991.86,624579.9,550193.75,325981.78,316001.94,291609.12,188617.55
"737/328.321mz/6.27min",3953969,3796223.8,4055792.2,4498048.5,6590601,2773621.5,3852145.8
"738/391.3318mz/6.21min",10054.2172,10054.2172,10054.2172,10054.2172,50271.086,1083707.8,10054.2172
"739/358.3314mz/6.25min",327178.74,494531.12,480677.1,156654.8,329652.78,324704.7,216437.03
