"","Filename","2024_POS_Y-EV_1_CTRL_Run88.mzML","2024_POS_Y-EV_2_CTRL_Run117.mzML","2024_POS_Y-EV_3_CTRL_Run138.mzML","2024_POS_Y-p10_1_Run103.mzML","2024_POS_Y-p10_2_Run129.mzML","2024_POS_Y-p10_3_Run144.mzML"
"79","505/280.0927mz/2.6min","68868.3","82408.72","101642.42","58564.88","0.0","53630.105"
"80","506/409.1352mz/2.6min","1464817.5","1627320.6","1796296.0","1238850.6","311095.06","1237038.9"
"81","507/231.1127mz/2.63min","622686.8","660240.06","1479742.8","1055573.6","1597937.9","978115.94"
"82","508/213.1597mz/2.66min","40149.082","41514.22","38544.53","99707.77","504137.22","71368.28"
"83","509/181.1335mz/2.66min","24579.096","29612.242","30419.148","68759.42","358945.72","52518.36"
"84","510/259.2202mz/2.67min","474022.53","512803.66","515959.78","509630.8","475111.8","497115.0"
"85","511/245.1859mz/2.67min","48247.883","63738.02","136495.12","18546.863","2998989.0","78569.11"
"86","512/130.159mz/2.7min","663148.06","553576.4","803681.94","534717.0","438659.06","462290.72"
"87","513/243.1338mz/2.7min","16864.453","11180.057","60531.594","29154.824","38088.96","18023.271"
"88","514/407.2386mz/2.7min","165442.34","194947.48","438883.28","217604.78","189511.36","188352.83"
"89","516/190.0896mz/2.72min","116929.53","102603.164","400870.0","390506.06","741973.75","180519.88"
"90","517/138.0549mz/2.72min","330858.22","305869.62","448197.47","243927.61","4337.916","279240.12"
"91","518/300.1077mz/2.72min","5295564.0","5358598.5","5115319.0","3302945.8","127970.484","2999017.2"
"92","519/229.1546mz/2.73min","34142.855","29006.225","92024.66","37875.22","40749.33","32074.797"
"93","520/217.1546mz/2.73min","398831.94","408066.62","1036852.75","468455.25","502251.5","390203.4"
"94","521/202.1801mz/2.74min","326429.44","346868.5","462028.6","287247.9","301757.03","321979.94"
"95","522/316.2117mz/2.75min","811538.75","943442.75","1022684.4","671720.44","695396.56","653762.4"
"96","523/259.1188mz/2.77min","1019742.2","1049702.5","1124099.6","674942.5","104406.39","352236.7"
"97","524/272.1128mz/2.76min","188821.77","215710.1","320579.97","137327.4","163985.42","211020.67"
"98","525/231.1127mz/2.77min","302784.8","296181.1","814743.6","518982.34","738506.06","474413.53"
"99","526/306.1182mz/2.77min","3497970.2","3774155.5","8868566.0","4529871.5","5150593.5","3957313.5"
"100","527/260.1129mz/2.77min","244305.44","258623.98","708528.4","322858.5","367483.62","251655.67"
