"","filter","2024_NEG_Anid-EV-gpdA_CTRL_1_Run189.mzML","2024_NEG_Anid-EV-gpdA_CTRL_2_Run209.mzML","2024_NEG_Anid-EV-gpdA_CTRL_3_Run239.mzML","2024_NEG_Anid-TJGIp11_1_Run168.mzML","2024_NEG_Anid-TJGIp11_2_Run206.mzML","2024_NEG_Anid-TJGIp11_3_Run253.mzML"
"1196/479.229mz/5.06min",93043.817,65410.7,453604.25,85859.97,100227.664,69183.35,163694.11
"1197/445.2232mz/5.08min",26425.1595,158085.6,8829.682,331682.16,22231.887,30618.432,1765.9364
"1200/357.2392mz/5.07min",516359.81,379645.38,642457.7,577293.06,455426.56,289480.8,809718.25
"1202/420.235mz/5.07min",608923.55,465412.56,736616.6,599166.7,618680.4,362720.94,776875.06
"1205/580.3259mz/5.08min",1108068,1139408.4,319687.38,1649580.2,1810235.1,1076727.6,663740.1
"1211/509.1792mz/5.17min",170806.085,141706.88,441533.94,164499.05,175937.83,165674.34,187227.97
"1214/397.2018mz/5.1min",654854.5,440845.3,2919984.8,578136.06,731572.94,328622.2,895586.4
"1215/441.1918mz/5.17min",4979712,3286430.5,13408348,4485301.5,5474122.5,3519784.5,6094084
"1216/551.288mz/5.1min",233043.575,67035.195,324544.5,84618.79,240998.03,225089.12,441990.25
"1217/447.2385mz/5.1min",219866.755,220393.17,131624.95,376598.88,219340.34,230283.4,49474.21
"1219/271.0612mz/5.11min",152037.257,1822042.9,9344.2304,2041604.4,46721.152,192737.78,111336.734
"1221/438.1921mz/5.11min",610563.45,34523.176,6904.6352,1216325.1,528458.2,1119706.5,692668.7
"1222/477.2481mz/5.12min",194990.055,344262.28,223460.06,933489.06,166520.05,157892.48,114137.71
"1223/429.2647mz/5.11min",18841.6635,23841.072,111027.39,30909.123,4718.058,943.6116,13842.255
"1224/526.1696mz/5.17min",271551.975,162649.14,1025660.25,232739.06,310270.78,232833.17,496924.4
"1226/311.2229mz/5.04min",185121.475,187593.95,2864.6122,182649,349454.53,234471.05,14323.061
"1227/478.2164mz/5.12min",439341.19,364653.2,4438896,394395.88,484286.5,232254.25,1563048.1
"1228/473.124mz/5.11min",59757.9835,66667.08,10569.7774,52848.887,330501.38,190293.73,10569.7774
"1229/494.2024mz/5.12min",237520.28,189076.72,2795238.8,166761.31,285963.84,116328.81,1001925.7
"1230/477.2131mz/5.12min",1587691.45,1349160.5,16072346,1486569.5,1688813.4,833377,5524884
"1232/431.2072mz/5.12min",142793.625,104041.375,1361996.4,126641.45,158945.8,62177.297,454825.03
"1233/467.1843mz/5.12min",81176.3,56138.566,1016974.44,102282.98,60069.62,38525.293,492456.84
"1236/479.2189mz/5.12min",71176.0135,50445.24,814273.94,65272.863,77079.164,31656.793,292277.1
"1238/411.1811mz/5.14min",125909.97,83108.94,20570.379,168711,330412.7,173519.44,47743
"1240/477.1503mz/5.15min",148879.985,267681.28,124504.27,579876.1,70820.945,173255.7,121919.72
"1242/476.1562mz/5.15min",134488.97,230445.36,112297.83,523110.38,58166.805,156680.11,108733.625
"1243/915.3366mz/5.15min",62638.019,145814.98,25095.562,366970.72,24492.361,93393.36,31882.678
"1244/925.3659mz/5.15min",73837.424,241200.94,48181.043,527611.4,37174.406,99493.805,8816.935
"1245/475.1529mz/5.15min",513502.485,895525.56,404028.56,1977826.9,272157.72,614407,412597.97
"1246/485.1817mz/5.15min",5713360.5,11009136,4913298,17589074,4521067,6513423,2973923
"1248/502.172mz/5.15min",5955209.75,9720245,4312242,13121769,4947994.5,6962425,3517839.5
"1249/487.1875mz/5.15min",294928.39,581050.56,249457.78,954227.06,234716.78,340399,144349.31
"1250/873.4071mz/5.15min",35440.832,3972.271,1666245.1,25032.094,45849.57,794.4542,181710.56
"1251/455.1712mz/5.13min",102621.31,27784.555,79610.47,175070.95,242184.77,125632.15,20037.22
"1252/429.1918mz/5.16min",15435.806,15435.806,173293.95,15435.806,15435.806,15435.806,77179.03
"1253/528.224mz/5.15min",154685.887,181544.61,7896.1804,127827.164,569840.7,327721.9,39480.902
"1254/881.3757mz/5.16min",1043799.7,1091739.4,1906708.4,2153642.8,995860,864096.06,637065.4
"1255/884.394mz/5.17min",567722.67,237251.61,4028551.2,433501.28,701944.06,279137.8,809753.8
"1257/897.3709mz/5.15min",62396.475,5118.9688,524808.7,42751.33,82041.62,27432.191,103705.82
"1258/905.3732mz/5.16min",38490.311,4562.1797,321293.72,15773.583,51098.188,25882.434,61413.066
"1259/366.1344mz/5.17min",296723.97,64706.1,12941.22,350718.56,270708.06,492633,322739.88
"1260/514.2082mz/5.16min",100000.957,38177.83,351777,93233.734,106768.18,87946.43,173834.12
"1262/397.2018mz/5.17min",3643843.2,2279098.2,9825041,3162065.2,4125621.2,2445658,4421364
"1263/883.3898mz/5.17min",1200706.02,525903.44,7393421,1015421.44,1385990.6,563706.6,1522760.8
"1267/886.4034mz/5.17min",55791.596,19984.021,293493.4,66427.53,56854.594,13820.399,54728.598
"1268/504.1877mz/5.17min",894755.73,573636.06,2495004.2,660051.94,1112435.9,677075.56,1450699.4
"1269/505.1915mz/5.17min",243956.915,150173.55,714617.06,169507.22,307423.1,180490.73,403603.66
"1270/507.2614mz/5.17min",979045.67,1144793.8,567000.9,1026910.94,1100575.9,931180.4,823333.8
"1271/553.267mz/5.18min",776823.85,982754.1,481430.25,795394.6,792150.1,761497.6,635267.6
"1273/403.2123mz/5.19min",98807.64,1106573.4,14728.373,1498209.9,131461,66154.28,2945.6746
"1276/929.3969mz/5.18min",249138.465,306234.44,153284.72,517253.25,243651.16,254625.77,73161.47
"1277/449.2176mz/5.18min",10407.214,3619.629,190981.94,16547.219,3396.825,4267.209,83404.65
"1278/265.0869mz/5.19min",130145.8225,375480.9,118131.305,217243.67,142160.34,96933.12,49931.75
"1282/931.4102mz/5.19min",165534.955,127024.51,300633.25,192078.36,290383.7,138991.55,113957.805
"1283/463.2337mz/5.19min",169503.575,177914.12,141944.55,177933.34,301049.97,161093.03,97268.516
"1284/221.0972mz/5.19min",617789.93,1695389.5,557768.8,988577.56,677811.06,439389.72,256410.42
"1285/445.2231mz/5.19min",2563594.85,2728486.5,1786859.8,3117258.2,3658754,2398703.2,1296587.5
"1287/489.213mz/5.19min",250452.135,261746.25,174465.4,249136.72,368819,251767.55,146510.8
"1288/509.2394mz/5.19min",410880.975,435600.2,306536.1,415789.7,762964.9,405972.25,237091.44
"1289/446.2264mz/5.19min",702171.6,786756,472777.25,887392.4,969190.5,617587.2,354640.7
"1291/979.4335mz/5.19min",118608.0975,127721.445,82692.336,109494.75,370926.4,136194.67,55735.156
"1292/313.1083mz/5.22min",202628.795,1682871.9,1807.8208,1929074.2,121325.89,283931.7,9039.104
"1293/491.2287mz/5.2min",1869617.8,1692932.5,2259039,1926989.1,3005093,1812246.5,1296939.1
"1296/471.1661mz/5.2min",73651.305,74522.31,134810.17,72780.3,92275.71,57585.703,57979.664
"1299/323.0924mz/5.24min",48205.828,298262.8,5632.976,339886.34,28164.88,29228.996,67182.66
"1301/629.3518mz/5.21min",255664.69,171469.86,262050.05,279717,249279.33,171974.31,310508.8
"1302/442.2921mz/5.21min",103208.7,103208.7,632200.2,103208.7,103208.7,103208.7,516043.5
"1303/505.288mz/5.21min",2090.2185,696.7395,840786.25,3483.6975,696.7395,696.7395,670002.3
"1305/466.1885mz/5.22min",504744.32,420422.2,26250.434,589066.44,776791.56,796877.3,131252.17
"1306/518.1668mz/5.2min",565810.11,228401.11,1450650,807054.25,898802.2,324565.97,196234.4
"1307/464.2079mz/5.22min",340851.87,280510.12,36144.08,401193.62,759112.75,574168,180720.4
"1309/336.1242mz/5.23min",126445.01,15616.036,15616.036,174809.84,78080.18,306493.28,446354.47
"1310/475.2337mz/5.23min",46394.1135,135501.66,31673.523,256390.98,40369.184,52419.043,6334.7046
"1311/580.3257mz/5.22min",106714.18,70439.78,125738.03,175517.45,161629.02,87690.33,57385.34
"1312/956.4456mz/5.23min",74663.8555,79789.945,13907.5532,69537.766,277912.75,161655.55,13907.5532
"1313/467.2268mz/5.25min",1677053.15,1669432.4,86602.02,1684673.9,3140039.5,3516057,433010.1
"1314/456.3077mz/5.24min",56556.615,37778.86,408584.03,75334.37,11959.356,8701.135,331325.88
"1315/519.3036mz/5.24min",92307.2575,75268.82,435500.62,109345.695,48002.79,25697.316,382603.94
"1316/530.2226mz/5.25min",396500.97,438049,15828.9468,354952.94,766864.75,904929.8,79144.734
"1317/466.2235mz/5.25min",5613471.75,5619297.5,294879.42,5607646,10381337,11837185,1474397.1
"1318/529.2193mz/5.25min",1331795.45,1435104.8,64413.312,1228486.1,2609435,3056665.2,322066.56
"1320/933.4569mz/5.25min",106550.98,102216.01,20443.202,110885.95,331123.3,463115.9,20443.202
"1321/293.1759mz/5.26min",490779.12,437288,450822.3,594618.56,630295.56,530735.94,303783.7
"1322/494.2185mz/5.26min",591451.83,525293.1,46462.116,657610.56,989715.6,1100717.8,232310.58
"1323/947.434mz/5.26min",78183.775,81054.13,15062.684,75313.42,205753.17,280407.1,15062.684
"1325/480.2028mz/5.27min",2809426.5,3095745.5,142596.32,2523107.5,3864676.2,4541807,712981.6
"1326/908.4233mz/5.27min",284144.985,260874.53,20107.634,307415.44,779050.5,492685.2,100538.17
"1327/415.2488mz/5.34min",460404.95,332298.5,564720.7,569829.3,356089.2,223928.12,587432.3
"1328/883.3912mz/5.28min",215126.56,110622.984,2416332.8,203472.1,226781.02,56216.316,464112
"1329/441.1918mz/5.28min",5926728,4436508,18931500,5813485.5,6039970.5,3536588.8,7867019
"1330/504.1871mz/5.28min",115896.59,109080.52,423642.84,122712.66,102883.914,72484.625,209757.17
"1332/443.197mz/5.28min",223103.545,158507,811491.4,214203.4,232003.69,124251.945,348561.7
"1333/509.1795mz/5.25min",5194.5012,1731.5004,94916.555,1731.5004,66265.17,1731.5004,8657.502
"1334/897.3706mz/5.29min",44753.8985,4150.827,283714.2,45965.07,63914.15,4297.316,43542.727
"1335/526.1695mz/5.28min",23128.831,8163.4033,229163.97,26484.496,19773.166,3818.2422,54180.39
"1338/514.2084mz/5.28min",160988.005,150706.03,834091.1,171269.98,90959.56,78828.945,326818.7
"1339/491.1482mz/5.28min",28899.8335,13118.9375,387011.16,40984.277,16815.39,9424.835,121885.3
"1340/455.1711mz/5.29min",1680499.25,1126936.8,6464235,1389150.4,1971848.1,1062295.1,2199077.5
"1342/456.1745mz/5.28min",442297.86,296782.3,1725043.9,366598.66,517997.06,272626.25,569299.8
"1344/911.3502mz/5.29min",11324.8226,11324.8226,56624.113,11324.8226,11324.8226,11324.8226,11324.8226
"1346/492.2322mz/5.22min",314631.86,104690.195,486116.66,286614.25,575708.7,342649.47,231648.27
"1347/272.069mz/5.3min",324922.86,703299.6,12177.6836,984960.4,290966.84,358878.88,60888.418
"1348/341.1392mz/5.3min",270534.97,645988.06,10756.4828,859091.6,219397.88,321672.06,53782.414
"1349/546.2134mz/5.3min",52093.0625,5555.471,5555.471,197058.27,76408.77,179421.42,27777.355
"1350/491.2289mz/5.3min",369698.45,429522.66,311061.25,804476.44,348096.9,391300,167518.58
"1352/420.1815mz/5.3min",322640.54,15273.564,3054.7128,317061.28,328219.8,443886.66,982228.8
"1355/411.1811mz/5.3min",161997.97,122178.92,4589.1973,207439.44,361155.06,201817.02,85173.56
"1358/508.235mz/5.32min",592212.22,661305.44,15427.486,523119,1180199.9,808043.9,77137.43
"1360/448.2785mz/5.33min",618799.07,1337896.6,804510.44,1347666,433087.7,303456.8,356913.53
"1361/473.218mz/5.33min",52441.947,19716.762,276548.28,66033.14,38850.754,14842.792,67723.055
"1362/536.2128mz/5.33min",40826.299,26544.469,266793.1,34946.004,46706.594,25484.53,81356.414
"1363/519.2237mz/5.33min",52052.6715,33162.42,380162.44,54164.3,49941.043,19389.941,103029.21
"1364/333.0701mz/5.37min",17032.824,17032.824,17032.824,3472941.2,17032.824,85164.12,17032.824
"1365/347.1991mz/5.34min",217839.015,308973.78,39947.938,263574.3,199739.69,235938.34,39947.938
"1366/311.2229mz/5.33min",7645233.5,10746877,15348.949,6635817,13760164,8654650,158853.39
"1367/447.2751mz/5.33min",2202967.4,4608600.5,2858244,4687260.5,1547690.8,1150775.2,1241599.5
"1368/1068.7541mz/5.34min",93435.9825,128875.91,11599.211,57996.055,482232.53,324378,11599.211
"1369/374.2182mz/5.33min",640437.71,847320.94,92771.524,463857.62,959262.75,817017.8,92771.524
"1370/623.453mz/5.33min",287563.77,490835.97,41571.72,207858.6,736403.56,367268.94,41571.72
"1374/313.2289mz/5.33min",157336.2,230014.08,26925.484,134627.42,282072.62,180044.98,26925.484
"1377/802.5298mz/5.35min",2183889.4,2253334.8,78900.84,2114444,4276428,3090067.2,217784.38
"1378/756.5238mz/5.35min",1301316.75,1301550.4,33635.973,1301083.1,2966743.2,1785170.4,127371.74
"1379/819.5199mz/5.35min",2232725,2382783.8,67979.945,2082666.2,5134613,3277979,181992.2
"1380/792.5012mz/5.35min",762085.33,728039.1,3755.4355,925633.1,796131.56,837186.5,65047.99
"1382/539.25mz/5.35min",292756.315,226262.44,995081.7,289980.25,310655.9,192272.61,295532.38
"1383/556.2401mz/5.35min",87664.8905,76276.195,307634.62,91474.445,116328.586,79058.27,83855.336
"1384/445.2231mz/5.32min",101887.257,414015.9,81860.53,389244.4,121913.984,41325.195,22045.48
"1387/648.3754mz/5.35min",64482.9295,42503.273,216992.56,86462.586,17363.508,27145.217,165494.66
"1388/309.2072mz/5.35min",350063.435,361574.28,327899.8,357350.97,342775.9,429056.66,303527.47
"1390/675.3936mz/5.36min",624883.87,594789.3,1725763.5,654978.44,571065.6,384280.28,1063124.5
"1391/612.3979mz/5.36min",644189.525,556711.9,2026227.2,719451.25,568927.8,370000.53,1244198.4
"1396/475.2338mz/5.36min",1194330.3,2895175.2,1149207.8,4699454,1139827.6,1239452.8,352767.12
"1397/456.3077mz/5.36min",34160.994,34160.994,270784.66,34160.994,34160.994,34160.994,170804.97
"1398/602.333mz/5.36min",173608.8,153787.4,186875.5,338148.94,116141.99,160342.1,270598.03
"1399/519.3036mz/5.37min",48075.12,48075.12,405649.47,48075.12,48075.12,48075.12,240375.6
"1400/629.3518mz/5.37min",1845666.6,1834529.4,1449622.8,2466655,2272257.5,1856803.8,1659016.8
"1401/612.3619mz/5.37min",473090.435,459582.47,381306.94,577575.7,491801.62,430894.28,486598.4
"1402/269.0456mz/5.38min",144850.43,1591211.5,8276.778,1247085,110557.91,179142.95,41383.89
"1403/293.1761mz/5.37min",78311.0565,57950.668,251264.08,13732.707,98671.445,31159.406,231150.27
"1404/429.2282mz/5.39min",104487.297,258748.02,63387.953,442692.06,105031.43,103943.164,12677.5906
"1409/522.2499mz/5.4min",204381.84,190369.84,14526.748,218393.84,449672.56,392460.78,72633.74
"1410/492.2239mz/5.4min",683283.25,1657076.9,472503.7,2379942.8,638190.9,728375.6,124641.03
"1411/541.3607mz/5.4min",92175.09,46180.65,3282285.5,115924.16,68426.02,11959.313,2039221.2
"1412/577.3378mz/5.4min",2337.79452,779.26484,491891.5,3896.3242,779.26484,779.26484,372893.66
"1414/605.36mz/5.4min",13849.422,2149.6578,996052.56,16950.555,10748.289,2149.6578,565281.3
"1415/436.1766mz/5.34min",109092.99,4855.949,971.1898,287119.2,93005.67,125180.31,161151.6
"1416/445.2595mz/5.4min",197889.445,331222,191001.27,396285.44,204777.62,124677.08,56975.098
"1417/465.2049mz/5.41min",55332.21,68242.75,73785.52,475083.53,9302.641,42421.67,1860.5282
"1418/353.1264mz/5.4min",29701.6585,2676.5588,2676.5588,105234.914,13382.794,75961.24,46020.523
"1421/422.1972mz/5.4min",1344478.78,154091.1,30818.22,3257901.8,852360.56,2810520.5,1836597
"1424/776.5061mz/5.41min",288743.08,263505.44,52701.088,313980.72,453120.2,464683.56,52701.088
"1425/740.5291mz/5.41min",312930.155,311878.56,62375.712,313981.75,1143678.9,667517,62375.712
"1426/445.2234mz/5.39min",36855.2685,148716.42,5286.334,246683.08,26431.67,47278.867,5286.334
"1427/485.194mz/5.4min",83915.1995,9701.3766,9701.3766,254193.33,48506.883,252146.69,119323.516
"1428/286.2024mz/5.41min",841050.18,303656.1,1392369.2,838821.06,889245.9,603874.6,843279.3
"1429/349.1977mz/5.41min",673563.58,330422.3,798497.2,818436.06,785096.1,562031.06,424096.12
"1430/803.5278mz/5.39min",832103.405,942741.75,27131.047,721465.06,2936793.8,1816227.8,131344.06
"1431/786.5349mz/5.41min",623781.07,661163.44,4978.661,586398.7,2014879.5,1381984.1,24893.305
"1433/369.0277mz/5.43min",31588.606,31588.606,31588.606,2835377.2,31588.606,157943.03,31588.606
"1434/400.9918mz/5.46min",9689.2664,9689.2664,9689.2664,2880656.8,9689.2664,48446.332,9689.2664
"1437/367.0307mz/5.46min",6670.061,6670.061,6670.061,2890304.8,6670.061,33350.305,6670.061
"1438/402.9887mz/5.46min",15791.12,15791.12,15791.12,3916332,15791.12,78955.6,15791.12
"1442/381.207mz/5.43min",116311.065,189990.1,107056.36,371371.75,100758.35,125565.77,36551.1
"1443/463.1892mz/5.45min",113807.7,250588.5,120696.31,529528.6,106919.09,40637.33,67066.37
"1444/239.1289mz/5.43min",249019.955,218693.67,311006.7,275502.12,268908.25,229131.66,180734.4
"1447/552.2605mz/5.43min",46574.58,15524.86,15524.86,77624.3,349031.84,121798.695,15524.86
"1448/673.378mz/5.43min",390171.89,330093.1,407293.9,373049.88,508925.8,330812.97,433167.78
"1449/432.2471mz/5.44min",111874.355,337396.66,3956.3877,493639.47,121687.48,102061.23,791.27754
"1453/431.2439mz/5.44min",436829.07,1223990.2,64918.547,1735817.9,451973.44,421684.7,50483.31
"1455/480.2028mz/5.44min",1090914,916737,43166.79,1265091,1586616.2,1609063.4,215833.95
"1456/381.2279mz/5.45min",112778.08,74879.14,920017.06,4736.548,150677.02,61787.37,570302.25
"1458/514.1872mz/5.45min",275146.21,204774.08,12221.834,345518.34,370680.88,411105.1,61109.17
"1459/431.2072mz/5.45min",31689.085,26947.143,822008.44,24930.994,36431.027,3955.1,240946.58
"1460/648.3757mz/5.45min",131957.445,99476.51,334424.94,164438.38,50822.152,60570.188,317474.12
"1462/494.2185mz/5.46min",1096913.375,1203594.5,47970.316,990232.25,2386186.8,2159327.2,239851.58
"1463/612.3618mz/5.46min",431054.57,311578.5,518965.16,447358.3,414750.84,313053.97,518452.44
"1464/629.3518mz/5.46min",1261374.55,1195972,1326777.1,1380685.1,1539414,1065165.2,1178247.6
"1465/675.3936mz/5.46min",834679.1,826696,2116002.8,842662.2,748190.75,510558.12,1473860.5
"1466/490.2083mz/5.45min",854757.22,1508428.6,769112.94,1772852,940401.5,761292.94,105894.734
"1467/602.3329mz/5.46min",210515.8,171280.7,249750.9,336045.78,121344.44,141467.28,280125.16
"1468/474.2216mz/5.46min",923206,1180388.1,925619.1,1587756.5,920792.9,685514.8,104233.72
"1470/658.4035mz/5.46min",184901.17,179564.5,426818.3,190237.84,132121.16,110426.22,292459.53
"1471/546.2132mz/5.46min",113263.601,943.5964,943.5964,298820.53,221809.22,346763.56,4717.982
"1472/473.2183mz/5.46min",3266802.4,4148707.5,3214754.8,5617360.5,3318850,2363552,975495.2
"1473/428.216mz/5.47min",255766.89,394154.72,218181.58,496625.03,293352.2,152071.42,65854.22
"1474/553.0777mz/5.47min",30876.37,227232,2708.3934,196962.86,13541.967,48210.773,2708.3934
"1475/427.2129mz/5.47min",924469.17,1398841.1,771042.44,1872795.9,1077895.9,711213,258757.88
"1476/477.2495mz/5.47min",171340.6,719751.7,75122.15,1011120.56,161475.72,181205.48,11896.47
"1482/853.4147mz/5.49min",82798.972,100223.914,152722.81,252678.69,65374.03,43189.25,3537.1797
"1483/540.2452mz/5.49min",373101.875,351458.3,854388.3,382473,565641,363730.75,258457.89
"1484/523.255mz/5.49min",567651.075,471713.97,1750831.8,550339.25,710552.4,437803.44,584962.9
"1485/439.1762mz/5.48min",283634.065,309938.78,8660.942,429331.66,283302.25,283965.88,1732.1884
"1486/461.1736mz/5.5min",256701.115,223218.08,561607.9,465919.56,247051.33,226201.92,266350.9
"1487/488.1926mz/5.5min",1366455.65,1289463.2,1879951.8,1443448.1,1683373.1,1206421.6,737240.75
"1488/489.196mz/5.5min",343650.31,340533.34,493550.8,346767.28,444896.53,323078.38,187466.67
"1490/426.2002mz/5.5min",1024015.73,957129.56,1995979.5,1107203.8,1090901.9,748239.5,661234.5
"1491/425.1968mz/5.5min",3985013.25,3459100,7292452,4544149,4510926.5,2762382.8,2514214.8
"1492/471.2024mz/5.5min",3224222.6,2943110.2,7585303.5,3505335,4120048,2743830.8,2879055.8
"1493/851.4015mz/5.5min",149802.5025,121192.805,630014.94,178412.2,207756.06,89266.08,75733.06
"1494/472.2058mz/5.5min",937893.05,860903.5,2220833.8,1014882.6,1179279.4,780259.25,825958.44
"1495/311.2229mz/5.57min",781586.4,701914.4,188985.94,861258.4,1776550.4,2010226.4,184907.61
"1496/951.475mz/5.5min",238134.43,292123.56,54123.348,456220.72,379434.66,184145.3,12748.758
"1497/899.4228mz/5.51min",490804.86,584399.5,121662.65,713079.94,763763.1,397210.22,25123.266
"1498/431.2332mz/5.51min",97085.002,198159.38,17673.154,264933.25,105804.234,88365.77,17673.154
"1499/465.2049mz/5.51min",47853.69,239268.45,47853.69,544282.75,47853.69,47853.69,47853.69
"1500/947.4437mz/5.51min",129879.5,206887.25,18435.476,282358.38,167581.62,92177.38,18435.476
"1503/430.2315mz/5.51min",715472.56,1993200.5,39659.17,2699960.8,790199.56,640745.56,61993.32
"1505/443.2438mz/5.52min",34127.7665,242339.23,4965.794,433249.22,37442.203,30813.33,25475.027
"1508/903.454mz/5.48min",91143.98,758085.7,41737.363,1148416.2,118570.71,63717.25,8347.4726
"1509/560.3189mz/5.52min",51654.796,51654.796,430400.75,51654.796,51654.796,51654.796,258273.98
"1510/568.2883mz/5.47min",8056.88635,3632.0571,385462.53,3827.7017,726.41142,12286.071,315710.47
"1511/896.5279mz/5.51min",17337.306,17337.306,300411.4,17337.306,17337.306,17337.306,86686.53
"1512/429.2282mz/5.51min",2612845,7073362.5,310967.06,9626422,2808327.8,2417362.2,247780.81
"1514/492.2232mz/5.52min",38711.0497,742041.6,1461.17188,1031050.2,7305.8594,70116.24,1461.17188
"1515/506.3003mz/5.52min",278515.925,125140.58,3245615.5,392076.3,164955.55,148580.94,3089271
"1516/533.3193mz/5.52min",1303131.2,653335.2,17566622,1188947.9,1417314.5,758936.25,11604009
"1517/475.2338mz/5.52min",509829.14,2458370.2,45548.383,3500549.2,496173.44,523484.84,21096.45
"1518/470.3234mz/5.52min",708929.65,320000.88,22134572,747743.1,670116.2,373518.75,16103298
"1519/471.3267mz/5.52min",178135.405,84561.195,5999832.5,190547.95,165722.86,98330.41,4365524
"1520/472.3296mz/5.52min",17657.2165,774.2127,1001525.6,19039.271,16275.162,3871.0635,742371.8
"1521/538.3095mz/5.54min",2692.44756,897.48252,405176.28,897.48252,4487.4126,897.48252,276863.38
"1522/941.6547mz/5.52min",357035.8,357035.8,3235345.5,357035.8,357035.8,357035.8,1785179
"1526/528.1148mz/5.54min",253065.635,458385.8,45746.66,277397.97,228733.3,344033.3,45746.66
"1527/450.1922mz/5.54min",397720.845,108722.39,19357.068,1095811.2,686719.3,1132624.9,96785.34
"1531/904.4572mz/5.52min",21030.506,20505.977,29492.168,636992.56,10521.388,21555.035,2104.2776
"1532/269.0456mz/5.55min",1424910.1,10926934,91186.4,8453762,1135259.1,1714561.1,455932
"1533/299.1089mz/5.53min",11425.9206,19043.201,3808.6402,4201202.5,3808.6402,1171520.9,3808.6402
"1535/655.3675mz/5.56min",784715.025,696866.25,784281.3,893203.4,1246183.2,785148.75,726056.25
"1536/638.3774mz/5.56min",302613.49,176098.2,493743.75,308165.2,297061.78,204874.47,445925.44
"1539/432.247mz/5.57min",74750.25,504660.88,661.4734,770715.5,47878.51,101621.99,3307.367
"1540/477.2494mz/5.54min",163724.8075,940115.5,71400.52,1471981,118560.055,208889.56,11896.47
"1542/495.2601mz/5.57min",84077.232,520850.12,12462.7148,770690.94,62313.574,105840.89,12462.7148
"1543/429.2652mz/5.57min",41505.551,55088.637,129602.14,104247.836,13128.809,3717.6768,27922.465
"1544/431.2439mz/5.57min",304573.245,1812779.5,9780.465,2800598.8,208438.61,400707.88,66937.89
"1546/675.3933mz/5.57min",404704.58,325420.06,753289.75,299521.7,483989.1,277292.75,530381.8
"1547/383.2224mz/5.57min",49746.8,229685.06,7916.37,410552.34,39581.85,59911.75,7916.37
"1548/428.2159mz/5.58min",116117.26,510882.53,16800.198,842248.06,84000.99,148233.53,16800.198
"1551/648.377mz/5.57min",31488.875,29870.367,108068.17,33107.383,23784.613,21649.951,79782.78
"1553/490.2083mz/5.58min",84940.844,366683.6,12005.3376,507661.1,60026.688,109855,12005.3376
"1554/427.2127mz/5.58min",443788.39,1904893.5,22824.967,3084744.2,339443.78,548133,4564.9934
"1557/463.2337mz/5.58min",67122.022,556252.75,10459.662,940754.75,52298.31,81945.734,10459.662
"1558/675.3397mz/5.58min",228421.11,189266.78,614670.3,203078.33,253763.89,168730.73,267621.75
"1559/536.2997mz/5.59min",226271.18,309180.1,143595.52,234284.98,554575.94,218257.38,115956.29
"1560/420.1815mz/5.59min",71225.52,12616.094,12616.094,63080.47,79370.57,272618.22,179503.33
"1562/466.1871mz/5.59min",71563.4,76847.18,13411.174,67055.87,76070.93,104988.195,13411.174
"1563/673.3781mz/5.6min",571588.2,457491.56,500958.03,674623.2,996622.9,598295.8,544880.6
"1565/436.2129mz/5.6min",342359.4,128497.4,25699.48,383896.7,819156.9,798592.2,300822.1
"1566/415.2489mz/5.61min",134713.075,125945.96,191579.77,179450.11,113156.78,85916.414,143480.19
"1568/475.2338mz/5.56min",335536.94,582605.5,33711.52,613854.94,337621.22,333452.66,6742.304
"1570/534.2722mz/5.62min",1062458.5,1001200.9,1293461.5,774617.5,1125974.2,941776.2,1123716.1
"1573/580.3709mz/5.62min",416401.15,268410.12,500433.62,427950.6,404851.7,274501.56,437314.8
"1574/626.3774mz/5.63min",2648535.9,1882384.5,3305448.5,2782991.8,2514080,1886512.6,2855881
"1576/643.3676mz/5.63min",7905874.75,7125174.5,8182181.5,8160303.5,9255886,6386430,7651446
"1577/616.3484mz/5.63min",946960.75,1002632.2,891289.3,1673807,714935.25,842981.1,1321623.9
"1578/438.192mz/5.63min",24046.1015,1795.5206,1795.5206,142436.58,8977.603,68812.51,39114.6
"1579/1010.6071mz/5.63min",15539.0226,291428.06,5179.6742,510395.53,5179.6742,25898.371,5179.6742
"1583/492.2234mz/5.64min",14737.9428,602982.4,4912.6476,604165.4,4912.6476,24563.238,4912.6476
"1584/482.2185mz/5.63min",75937.423,76510.76,15072.8172,75364.086,992549.25,837330.8,15072.8172
"1586/385.2381mz/5.64min",5569.902,273284.44,1856.634,369831.22,1856.634,9283.17,1856.634
"1589/430.231mz/5.64min",36007.3545,716848.3,775.359,996254.3,3876.795,68137.914,775.359
"1590/429.2282mz/5.64min",196066.42,2683432.8,22122.768,3809094,110613.84,281519,22122.768
"1591/313.2385mz/5.65min",3738701,5027447.5,42545.37,3546610.5,4991192.5,3930791.5,116618.53
"1592/702.4155mz/5.65min",282155.425,66195.586,472979.9,224090.05,340220.8,146822.89,367911.34
"1593/314.2419mz/5.65min",697841.44,943287.7,1784.5026,651311.94,1068063.4,744370.94,8922.513
"1594/655.3675mz/5.65min",180237.015,179059.17,181414.86,198811.34,210923.83,155444.94,163514.12
"1596/552.2606mz/5.63min",109242.104,63787.348,12757.4696,154696.86,441101.12,224596.25,12757.4696
"1597/376.2338mz/5.65min",260172.98,381885.6,41779.324,208896.62,318715.3,311449.34,41779.324
