row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML Peak area,NEG_TJGIp3_1_Run41.mzML Peak area,NEG_TJGIp3_3_Run165.mzML Peak area,NEG_TJGIp3_2_Run127.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML Peak area,NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML Peak area,
2044,355.3216989727239,10.766495,,,,,,,,,,,204072.11,146013.39,358465.4,837494.06,58448.617,367816.53,
1472,356.16034518670614,7.6859055,,,,115,,,,,,,1060128.9,985904.1,783924.56,875621.3,1093270.9,1235004.5,
1050,356.28059012164937,6.913443,,,,61,,,,,,,2494387.5,1929678.2,2244051.0,2175166.2,2788535.8,3223877.8,
1369,356.3249845476437,7.6615014,,,,115,,,,,,,8989101.0,7780275.5,6913412.0,7414883.5,9690326.0,9838886.0,
350,357.2068241041652,4.7823825,,,,23,,,,,,,612651.25,580392.75,335470.84,277025.03,633638.0,665892.2,
477,357.23944045919967,5.2449584,,,,35,,,,,,,158343.36,63833.83,89626.195,72668.805,210888.55,221424.67,
398,357.2394971434099,4.95561,,,,,,,,,,,6162924.0,4366527.5,4983535.5,4218594.5,7432069.0,9673006.0,
689,357.26454815471016,5.8920255,,,,74,,,,,,,317151.03,619153.06,542000.9,334397.94,653181.94,187460.81,
523,357.26465482728787,5.351929,,,,1,,,,,,,144889.64,171480.86,153735.67,127300.08,144145.11,148587.02,
1370,357.3279824450935,7.663208,,,,115,,,,,,,1131031.5,972838.1,863443.2,921069.6,1213044.5,1250437.2,
270,359.2189035934014,4.4436855,,,,28,,,,,,,654921.2,334993.12,403534.16,332278.2,801267.7,1221400.4,
614,359.2802029171873,5.694263,,,,87,,,,,,,317776.22,204171.86,209991.25,161907.12,341435.12,255509.75,
556,359.28033315244494,5.470886,,,,10,,,,,,,574216.94,991835.56,962328.4,873167.0,604326.7,660026.5,
649,359.2803371631367,5.787966,,,,16,,,,,,,239862.14,305942.47,237988.64,225778.89,260535.36,268137.38,
1125,362.2369559343168,7.1029606,,,,,,,,,,,96552.8,0,0,0,0,4042951.8,
873,362.23699751257016,6.4267006,,,,,,,,,,,97093.586,0,251674.53,251893.58,228741.38,0,
1006,362.2370005118087,6.819233,,,,,,,,,,,749013.75,0,2654437.8,2654378.0,2775456.8,0,
1073,362.23701390773243,6.9612446,,,,,,,,,,,2941300.0,3864005.0,0,373103.7,0,924546.5,
913,362.2370893360838,6.5568423,,,,,,,,,,,253734.84,382094.28,792906.7,101569.62,642984.25,82518.35,
944,362.23711533294016,6.6089997,,,,,,,,,,,255099.2,344563.44,1372299.5,0,1197137.9,362346.53,
1170,363.25423056901104,7.26244,,,,,,,,,,,46552.62,152228.66,335190.88,274010.8,55506.305,128551.53,
891,365.23307881310166,6.4435534,,,,122,,,,,,,607996.44,384618.84,463044.44,436611.38,660753.25,491989.6,
1139,365.2364057819647,7.149414,,,,,,,,,,,120672.04,230184.52,10980.115,3114.6792,0,291957.44,
303,367.2152817614589,4.661758,,,,,,,,,,,842436.0,1524968.4,1015631.5,817658.3,884629.7,1017766.94,
1366,368.3167297978819,7.6577244,,,,115,,,,,,,1369148.1,1239236.1,1049642.6,968732.3,1591256.0,1930586.5,
1226,369.30078762479985,7.3639693,,,,152,,,,,,,6258629.5,4698150.0,5008067.5,5489032.5,6664538.5,6097667.0,
979,369.30089084756975,6.703631,,,,104,,,,,,,133789.31,136790.98,142063.28,128468.06,151896.47,118667.914,
1566,369.3371986525612,7.878563,,,,,,,,,,,702241.2,494449.28,505244.62,552260.9,665818.8,600698.1,
1856,369.3372693188456,8.6368,,,,,,,,,,,2399148.8,1937713.4,1319934.9,1402906.8,1658721.0,2001962.2,
1108,371.3164504431849,7.0831285,,,,,,,,,,,322905.6,260277.84,301661.06,275583.47,374333.84,287343.44,
1640,371.31648003364006,8.040951,,,,,,,,,,,1602585.6,1269005.5,919948.75,917302.2,1451164.0,1922880.4,
1043,371.31651524506674,6.890969,,,,,,,,,,,346694.53,311988.3,330030.9,293621.53,382026.4,306280.56,
986,371.31664212600793,6.7306533,,,,,,,,,,,56573.492,54664.79,52975.348,50051.754,63081.734,48202.68,
318,373.1655168479053,4.6759543,,,,33,,,,,,,1249145.4,1096265.8,796080.25,684762.4,1438461.1,1083694.6,
262,373.1656844485465,4.357715,,,,134,,,,,,,57641.438,37767.23,35191.97,29059.479,70942.03,64161.312,
280,373.1657358243005,4.4873724,,,,,,,,,,,130881.16,107223.484,91244.75,47474.49,163887.38,180388.38,
528,374.24473533951414,5.358219,,,,86,,,,,,,166876.47,150605.6,9662028.0,1.1594262E7,170835.55,515921.56,
271,375.21775309202,4.448217,,,,28,,,,,,,708184.75,292607.9,309723.5,332473.53,871830.25,775494.94,
1699,375.2573133585108,8.098175,,,,,,,,,,,272616.6,416568.97,0,0,0,869939.1,
379,375.27502837212893,4.8719134,,,,76,,,,,,,721589.8,574607.6,441615.06,335128.03,831235.75,622615.6,
433,375.27512625225563,5.079737,,,,,,,,,,,40660.844,88319.26,69517.266,55374.266,49094.19,51325.797,
24,377.08538888859175,0.37990096,,,,12,,,,,,,1257434.2,1216742.0,1287530.2,1242925.4,1380093.2,1035742.8,
1282,379.1580593011874,7.4445405,,,,5,,,,,,,994154.1,787878.1,1105207.0,1160133.1,1108441.0,1467815.5,
851,380.28054214954096,6.3178735,,,,,,,,,,,164289.45,97741.484,118783.06,121360.305,199684.31,137720.3,
980,380.2805642242197,6.7062774,,,,104,,,,,,,703513.5,552116.5,730350.6,693455.6,814859.1,999987.0,
1530,381.1737775083881,7.788492,,,,,,,,,,,267867.94,232425.34,264149.94,295309.72,288779.0,522685.34,
516,381.22815270567634,5.342337,,,,1,,,,,,,531578.2,592918.3,682713.44,611076.1,603127.9,983202.1,
1265,381.23150212902465,7.442347,,,,5,,,,,,,0,0,1215274.1,1109348.0,1461867.9,0,
1543,381.23158417265114,7.7798724,,,,,,,,,,,131948.83,11625.328,0,0,0,2167039.0,
1401,381.23162826778497,7.671067,,,,,,,,,,,2374773.0,3630513.2,0,63796.72,0,106722.15,
948,381.231693498324,6.5777707,,,,,,,,,,,118719.875,286681.97,0,0,0,276219.84,
1841,381.33726052741076,8.495677,,,,,,,,,,,537526.75,370783.0,462107.7,457877.8,262929.44,567607.8,
263,382.12985727419544,4.3770194,,,,,,,,,,,0,21426.89,621435.44,594364.5,0,0,
1107,382.29614456282405,7.0744653,,,,,,,,,,,172754.97,158653.1,195396.52,199563.08,210130.77,361548.88,
1692,383.18947664610806,8.133256,,,,17,,,,,,,1302736.8,1151282.2,518316.8,663426.3,955555.1,2109502.2,
1643,383.3529593945106,8.090159,,,,14,,,,,,,3789391.5,2296020.5,1664840.0,2571596.0,3317481.5,3534455.2,
2045,383.3529596929796,10.80338,,,,,,,,,,,290401.38,107307.53,66197.34,75569.72,19264.535,23602.678,
2055,383.352983280228,10.924737,,,,,,,,,,,53726.25,488132.97,66880.414,14219.73,18476.553,144299.72,
1911,383.3530070091056,9.261445,,,,,,,,,,,223350.44,255432.08,0,0,68800.414,45051.53,
1877,383.3531661876138,8.79672,,,,110,,,,,,,1.0825856E7,1.0366959E7,4912693.0,5031275.5,7410045.0,9847470.0,
1315,384.3117664220221,7.4579215,,,,71,,,,,,,1713368.9,1336114.0,1282423.4,1593726.5,1719334.4,3051289.8,
446,385.2595856276808,5.1258655,,,,117,,,,,,,394723.25,262879.2,330241.53,279068.38,460508.47,579357.1,
588,385.2708447817011,5.5991616,,,,95,,,,,,,3778969.5,2502155.0,2757550.8,2364706.5,4364790.0,5180401.5,
1786,385.33224679662993,8.246848,,,,,,,,,,,1229833.0,870747.06,522415.9,488771.28,1131102.6,675358.7,
50,387.11422949480954,0.4651049,,,,,,,,,,,896413.9,931466.3,1171969.9,1095987.1,910674.0,687292.8,
1374,387.1628273377396,7.6663747,,,,75,,,,,,,609368.56,1043069.7,644757.9,640939.5,549124.06,1292562.2,
443,387.25002626195914,5.1082788,,,,138,,,,,,,798430.25,309984.78,345795.66,289378.34,942323.3,1343012.1,
1375,389.1598841125556,7.6663747,,,,75,,,,,,,579347.9,1022498.75,609342.8,615513.94,530602.75,1205669.6,
386,389.160643653758,4.906327,,,,,,,,,,,81038.36,54557.023,31144.307,25622.06,97415.836,119567.16,
1376,391.2983995343732,7.6663747,,,,75,,,,,,,802191.4,1234083.8,738304.2,742612.0,691110.06,1780381.0,
396,393.21608401601696,4.956553,,,,,,,,,,,70058.1,119222.2,45777.484,30643.459,77062.664,364275.75,
1269,393.2679564692752,7.4180975,,,,,,,,,,,704281.06,1534106.4,182722.06,430802.03,164328.28,0,
1477,393.2680733831904,7.651816,,,,,,,,,,,287330.1,618175.6,0,30657.234,0,1893925.9,
1664,395.247061519282,8.091634,,,,,,,,,,,230319.6,145597.22,0,0,0,786507.25,
1870,395.3529704489251,8.724621,,,,126,,,,,,,8224734.0,8778041.0,5938439.0,5885144.5,5069910.0,8912637.0,
351,397.12888524988375,4.7847424,,,,23,,,,,,,1136894.9,1105832.9,1026802.8,1034760.9,1084366.2,801521.06,
422,397.2018934379435,5.046227,,,,32,,,,,,,1.0522227E7,1.0896087E7,8235968.0,7271840.5,1.1614278E7,8754540.0,
1063,397.2263582993848,6.945124,,,,,,,,,,,1984665.0,1750332.4,0,0,0,2757624.8,
985,397.22636611300294,6.7462435,,,,,,,,,,,538667.3,0,1484014.6,1412760.6,2002455.8,0,
1418,397.33208092503855,7.6795354,,,,115,,,,,,,750347.0,898626.0,698845.44,706416.06,895757.9,1282605.1,
1554,397.3320891341206,7.8057666,,,,66,,,,,,,1673354.0,1042816.75,1241515.6,1371840.9,1912342.2,2024097.1,
1898,397.36866240432136,8.998447,,,,,,,,,,,3597591.8,2169353.5,1328043.2,1211879.2,2683975.2,1975120.9,
1353,399.1842076138844,7.6264057,,,,,,,,,,,1247946.5,536995.5,371147.22,372540.5,1319527.4,680901.94,
1205,399.3265833027795,7.328056,,,,41,,,,,,,1766793.1,741945.25,1299935.8,1555810.5,2005102.9,1874687.8,
1824,399.3477282530145,8.437921,,,,53,,,,,,,4.0230424E7,3.047781E7,2.0763286E7,1.8865876E7,3.217022E7,3.0229494E7,
1872,399.34779659581,8.7317,,,,,,,,,,,2511577.5,2038231.1,730956.8,705386.94,1252454.0,2079548.2,
1912,399.34782038108256,9.258976,,,,101,,,,,,,363493.62,263142.8,62580.523,17839.938,186298.25,170869.77,
1342,399.34790637677105,7.60149,,,,,,,,,,,207129.56,207445.75,183736.2,208332.81,239448.19,73388.72,
1888,399.3479463966044,8.877763,,,,,,,,,,,764250.5,635397.6,195757.47,166678.95,340972.44,515280.03,
1772,399.34798553597176,8.171888,,,,,,,,,,,425936.78,301462.44,68659.72,51798.55,264408.12,454837.94,
1438,399.34824722533,7.6819954,,,,115,,,,,,,322145.53,314530.56,219531.95,227077.86,369649.2,699592.56,
1891,400.35130815835856,8.877659,,,,,,,,,,,194753.42,99620.945,0,0,22571.703,67091.52,
425,401.16027765788334,5.047055,,,,,,,,,,,412235.97,456627.16,316989.22,272090.34,465500.34,362047.44,
237,401.1604883164104,4.145719,,,,,,,,,,,52492.41,70205.734,54941.508,42121.81,66253.01,57799.2,
276,401.1606771759884,4.4509387,,,,,,,,,,,43164.473,78148.62,72783.8,52066.32,53782.703,72626.34,
20,404.1042784575418,0.37518227,,,,12,,,,,,,2099367.0,2498444.8,1831036.2,2940698.0,2521299.2,1601217.0,
1138,409.2359482901347,7.1096425,,,,,,,,,,,3710922.0,139190.36,520290.7,1472989.4,781817.8,51312.164,
1085,409.23601611508576,7.036442,,,,,,,,,,,604308.3,84649.64,3729116.8,3832451.0,6560042.0,3119.438,
1419,409.23613240309305,7.680441,,,,115,,,,,,,360151.9,1165735.5,99548.72,275950.12,349038.06,2799859.0,
1286,409.23623821622,7.434395,,,,,,,,,,,368989.78,2031701.9,22430.924,128815.14,207004.47,2469645.5,
530,410.22151899219244,5.359413,,,,,,,,,,,0,0,738418.6,1059293.4,0,44991.543,
324,411.18095857721556,4.717642,,,,,,,,,,,119619.93,126030.41,332794.06,262489.38,124938.05,91687.69,
338,411.18097459577643,4.7796087,,,,23,,,,,,,598382.25,656260.56,621224.8,580545.0,642980.44,500586.2,
1807,411.3477339008944,8.353742,,,,,,,,,,,1978285.6,2019591.8,1545819.4,1472133.4,1602279.0,1746084.4,
1331,411.34774426870985,7.5169263,,,,,,,,,,,103312.99,95923.91,98927.805,115664.46,100436.445,131921.81,
1630,411.3478154897375,8.004642,,,,,,,,,,,135270.12,83738.82,46041.03,88817.9,111821.75,187120.56,
1907,411.38425124857304,9.2184515,,,,,,,,,,,3812110.8,2379888.0,1390537.0,1196429.9,2407045.0,1768160.9,
1069,412.2491740510702,6.9654083,,,,,,,,,,,82933.48,31896.36,65706.4,60534.68,100432.945,65499.06,
1014,412.24922996871504,6.815134,,,,,,,,,,,258573.52,201263.14,273138.66,247667.14,323657.72,290047.28,
1306,412.27027730490244,7.409082,,,,,,,,,,,373421.66,342981.84,0,0,0,903123.8,
314,413.1968396812636,4.6575785,,,,,,,,,,,214289.88,172244.5,131865.7,121799.14,231061.86,113037.49,
289,413.1968748233294,4.553245,,,,,,,,,,,453394.06,465965.84,345079.38,291692.44,492137.28,353756.03,
1852,413.36353976182505,8.608262,,,,,,,,,,,1.6963364E7,1.1356529E7,5513835.0,5090312.0,1.1603929E7,1.1530711E7,
1886,413.3636861496117,8.87292,,,,,,,,,,,424369.7,199160.7,10948.857,0,172096.36,306585.7,
394,415.2336679904831,4.946429,,,,,,,,,,,2911767.2,1195563.2,1279564.2,1099618.9,3353425.2,2664670.2,
1214,415.28512082358475,7.3355002,,,,,,,,,,,386628.25,227794.2,310927.72,314619.06,425374.94,378937.72,
1522,415.28522362827607,7.7687316,,,,,,,,,,,174182.2,113018.67,164303.53,165190.69,235443.22,249225.89,
1003,416.3016998822543,6.7973423,,,,,,,,,,,393229.56,145615.83,173880.78,173809.1,510876.12,319531.1,
317,417.1553107179298,4.6750655,,,,33,,,,,,,739289.2,659230.0,415948.7,329030.78,836365.3,731578.44,
277,417.1555942834143,4.4782205,,,,147,,,,,,,47392.152,99802.5,41403.926,42251.3,53822.188,80683.484,
254,417.155654660993,4.3421035,,,,,,,,,,,21587.275,82688.305,3396.9346,6753.2695,12208.976,70600.72,
531,418.1661109343686,5.3592463,,,,,,,,,,,0,0,426017.12,380869.72,0,0,
1303,419.1081650825193,7.452453,,,,71,,,,,,,1506353.0,1276139.6,1225640.6,1547189.4,1469843.4,1742906.8,
459,420.18159153352667,5.1792173,,,,,,,,,,,0,0,522269.94,435912.06,0,0,
529,420.25036707872096,5.3564744,,,,86,,,,,,,235357.42,223486.6,1.3523719E7,1.6120069E7,264385.16,731742.0,
1304,421.1051581616564,7.453228,,,,71,,,,,,,1919648.9,1635520.8,1589075.1,1970796.0,1895371.0,2232594.8,
1465,421.10525309942363,7.684381,,,,115,,,,,,,469552.3,423706.12,416062.94,422155.16,545265.06,598619.7,
1010,421.2262740657014,6.817103,,,,,,,,,,,506282.2,307882.53,282529.56,920345.2,470513.56,0,
1066,421.22638235621224,6.957346,,,,,,,,,,,1132701.9,999447.9,0,0,0,1156452.5,
527,421.2537070182984,5.3573356,,,,,,,,,,,46180.445,38606.742,3205424.0,3877534.2,46165.43,149071.0,
494,422.1973216523399,5.280009,,,,,,,,,,,0,124503.945,4333038.5,3353763.8,0,0,
1903,423.3843945724604,9.110367,,,,,,,,,,,643498.9,833990.75,535474.0,575454.25,400785.56,546190.5,
536,425.196862733214,5.370154,,,,91,,,,,,,2801358.5,2890399.0,1977412.9,1749778.8,2987897.8,2329314.8,
1388,425.2574953001687,7.6710825,,,,,,,,,,,495923.56,4264.534,46733.562,1547036.9,752983.5,0,
1535,425.2575409107288,7.722378,,,,,,,,,,,924317.7,871423.0,0,477862.38,43833.79,0,
1599,425.25809481197996,7.9969783,,,,,,,,,,,0,0,0,0,0,1611447.5,
119,426.1898393317735,2.9686985,,,,,,,,,,,378038.34,275942.1,346209.47,349880.3,423064.12,308615.3,
111,426.1898901043024,2.922758,,,,,,,,,,,245380.86,132187.55,197556.42,205866.28,272410.38,140842.95,
384,426.96760652429265,4.9328995,,,,,,,,,,,1.0754315E7,1.157846E7,1.7091752E7,1.1395257E7,1.5559797E7,1.0805178E7,
1876,427.37906010107207,8.779496,,,,,,,,,,,4553279.5,3097414.5,1584720.0,1305522.2,3007684.8,2642711.0,
1171,429.3007603164578,7.26565,,,,22,,,,,,,1042544.25,665809.0,1030997.5,873336.4,1232789.1,1006375.0,
1084,429.3008200013071,6.99318,,,,,,,,,,,436611.3,305944.1,406025.12,348434.3,527936.7,378411.53,
866,430.25958461965746,6.3769784,,,,,,,,,,,322599.6,260887.75,252586.31,239799.47,335609.5,351439.0,
408,431.2072780387293,5.0014057,,,,15,,,,,,,1228564.8,1142246.0,905607.4,791746.2,1385005.4,1042579.0,
328,431.207280895815,4.720858,,,,98,,,,,,,65441.727,44201.14,32216.459,30031.494,81623.37,33383.883,
512,431.20732620421603,5.3300033,,,,,,,,,,,318759.25,284513.5,219327.4,180183.25,370082.9,279648.97,
286,431.22853812236514,4.5905533,,,,,,,,,,,1462930.0,279689.4,243385.4,282611.3,1728554.2,875095.8,
1581,431.2800041844035,8.022633,,,,,,,,,,,256370.48,210441.03,190039.3,235308.81,241166.56,421142.0,
1204,431.2800232855324,7.328035,,,,,,,,,,,2221454.5,1566992.8,1810253.9,1914407.9,2494504.8,2641946.0,
368,433.1053816985314,4.832812,,,,,,,,,,,742432.8,1338712.6,249149.36,489219.97,470403.7,1285588.4,
1467,433.2358476291028,7.6844296,,,,115,,,,,,,271532.28,475811.66,125851.445,241110.67,377514.72,786311.06,
1001,433.2358718576806,6.7432976,,,,,,,,,,,5472976.0,3658590.2,1621650.9,3770345.8,2491827.5,4736539.5,
974,433.2358930187997,6.688337,,,,,,,,,,,1.0712133E7,2387866.5,4142576.2,9986896.0,6416662.0,252138.14,
1053,433.2359154627906,6.8472266,,,,,,,,,,,2197770.2,4378075.0,443960.84,818692.8,656858.4,3407843.2,
915,433.2359234383741,6.580563,,,,,,,,,,,1544791.4,374144.4,1.0278842E7,3414152.0,1.5648438E7,248846.84,
1098,433.2359415126273,6.9684796,,,,,,,,,,,427948.22,1914486.0,262930.56,366536.22,250911.06,5648537.0,
369,433.25913558595886,4.8425307,,,,137,,,,,,,346068.75,311655.94,381324.84,280276.62,368462.6,516681.53,
1379,433.2953331836424,7.6879125,,,,,,,,,,,675454.94,41481.105,2500876.8,1571665.8,3242086.5,102996.79,
1518,433.2956295655692,7.733416,,,,,,,,,,,1139876.9,819737.94,2470377.0,1691372.9,3213561.0,1333622.5,
1132,433.29564763868876,7.1519237,,,,145,,,,,,,478086.47,371142.94,531526.9,449934.9,639399.06,536852.44,
1340,433.30897357312705,7.5675063,,,,,,,,,,,475519.75,527827.3,444940.1,517625.75,516925.44,704504.75,
1545,433.33186649638765,7.797073,,,,66,,,,,,,436313.16,191067.81,302031.75,348573.2,558031.94,650048.7,
1228,433.33207052192637,7.379192,,,,19,,,,,,,211988.61,73999.18,99771.84,136339.69,259330.77,171059.78,
1140,434.2993103911401,7.1501994,,,,,,,,,,,104068.18,80488.15,117694.914,102758.91,138853.89,110027.91,
1097,435.25168094518017,7.0647345,,,,,,,,,,,27200.371,0,652970.1,430730.53,2287998.5,0,
1183,435.2517479045327,7.2618165,,,,,,,,,,,312893.75,315152.25,192614.23,548288.5,358399.47,12449.256,
1454,435.2521243548056,7.682033,,,,115,,,,,,,195516.88,869571.1,3216.2507,59798.965,97129.18,1083740.2,
1258,435.2778004171571,7.4345555,,,,,,,,,,,224043.33,295612.8,0,14216.772,0,73385.52,
1828,435.2782155551111,8.413991,,,,124,,,,,,,4876797.0,3649541.0,2447976.5,2843379.8,3727109.5,5909430.0,
300,436.17648850454947,4.6202545,,,,,,,,,,,0,6878.327,778531.9,679395.5,0,0,
361,436.17681810635554,4.815397,,,,,,,,,,,0,0,246910.44,260007.33,0,0,
362,438.1918363263705,4.814491,,,,,,,,,,,0,259411.69,4778719.0,4354064.5,0,0,
464,438.1922857625515,5.1846957,,,,,,,,,,,0,0,110826.03,77322.164,0,0,
279,438.1923535206579,4.4808683,,,,,,,,,,,0,0,38342.438,35915.906,0,0,
1307,438.3221313581477,7.451654,,,,,,,,,,,240650.84,140021.52,97210.664,119181.58,228358.02,587537.8,
43,439.08672225143664,0.4244937,,,,,,,,,,,814102.06,819309.44,683862.94,655072.8,462734.47,591382.06,
1863,439.37912824016615,8.699448,,,,,,,,,,,2484233.2,2553291.2,1605704.5,1393582.0,1474961.0,2293368.5,
380,441.19153056572696,4.8745217,,,,76,,,,,,,1077088.9,1043098.3,815249.8,737314.2,803307.75,642346.5,
424,441.19169157364695,5.0470886,,,,32,,,,,,,3121721.8,3362013.5,2537843.8,2281925.8,3784023.5,2940355.0,
238,441.19175104490023,4.1448193,,,,3,,,,,,,293074.84,366830.22,338065.88,310056.97,337964.78,259134.75,
449,441.1917976370601,5.153013,,,,100,,,,,,,5827154.5,5654194.5,4473725.0,3776239.0,6814329.0,4648954.5,
293,441.1918071321707,4.574802,,,,,,,,,,,1516162.1,2172786.0,1590486.4,1418131.5,1723260.2,1365760.8,
272,441.19189467082987,4.449117,,,,28,,,,,,,631233.9,826805.7,857861.4,780141.8,707154.75,648908.25,
250,441.19194604883796,4.252623,,,,,,,,,,,122521.586,188880.02,188044.47,161582.77,147903.78,145434.58,
1134,441.2518855808596,7.1105022,,,,,,,,,,,328918.28,24203.64,0,0,0,2252538.5,
1092,441.25212733004116,7.021538,,,,,,,,,,,1437832.0,1348865.0,0,0,0,0,
1025,441.25219302660315,6.8675013,,,,,,,,,,,404934.0,0,1263865.6,1149300.1,1642762.2,0,
1029,441.3007103600365,6.8579097,,,,,,,,,,,296595.88,109639.17,174100.47,164272.98,319308.28,230964.25,
1123,441.30078239691966,7.1366754,,,,64,,,,,,,968754.1,443313.47,720381.4,677401.56,1079311.9,962561.25,
1173,441.30085102096086,7.27004,,,,22,,,,,,,228953.4,77649.79,139629.84,172347.8,270250.25,169006.75,
1321,441.30086290873805,7.4776993,,,,,,,,,,,1277561.5,466387.38,552307.2,915785.1,1258621.4,1085045.0,
951,441.30100143916616,6.6087837,,,,,,,,,,,196339.17,39824.13,62447.43,82646.734,181006.9,179254.19,
1508,441.3010567304414,7.714804,,,,72,,,,,,,555159.06,266613.75,334270.3,440908.72,849716.1,844567.44,
419,442.19508437193736,5.0462523,,,,32,,,,,,,862318.1,969029.44,690979.2,619534.6,1021232.8,770929.1,
383,442.1954327349666,4.8762317,,,,76,,,,,,,262210.72,165516.19,137609.6,119324.29,176472.98,113197.09,
441,442.29216573555254,5.103061,,,,138,,,,,,,422886.38,308060.88,265603.06,220329.34,503922.94,673674.0,
352,443.1345809899503,4.785502,,,,23,,,,,,,4907500.0,4569079.5,4426259.0,4408030.0,4950858.0,3471636.8,
199,443.2876264660142,3.831855,,,,,,,,,,,168305.3,389592.75,517241.03,433225.12,201577.64,552096.4,
2062,443.31648298779623,11.069935,,,,,,,,,,,61448.914,4214.0454,362924.1,7715.8096,376742.47,179956.75,
1206,443.31649329179754,7.328056,,,,41,,,,,,,9338031.0,4163340.5,7210722.0,8222305.0,1.0801107E7,9516733.0,
2050,443.3165591636457,10.846287,,,,,,,,,,,59936.438,11640.51,154833.34,182891.7,98256.664,116186.59,
1080,443.3166121599258,6.986896,,,,81,,,,,,,167899.23,67217.41,116183.36,95242.16,170204.62,136858.83,
1580,443.3166402950467,7.955417,,,,,,,,,,,364734.2,123798.81,194962.36,167451.78,377095.56,330422.62,
1561,443.31667735626365,7.863281,,,,,,,,,,,141365.61,59852.91,87947.695,86496.484,163501.72,105404.766,
1158,444.27522342448947,7.214437,,,,,,,,,,,245313.39,192894.05,271392.4,256939.62,328320.38,276729.84,
821,444.2752562252264,6.23637,,,,,,,,,,,106033.83,87650.51,106540.78,117191.48,115169.14,88455.38,
1243,445.2592130245151,7.33994,,,,,,,,,,,325744.78,333964.28,0,5021.3564,44237.434,445601.62,
997,445.29588370867356,6.7637935,,,,,,,,,,,2660556.2,2360529.5,2417203.0,2300209.5,3689636.8,2925339.2,
917,446.2546567824757,6.5357833,,,,,,,,,,,62298.58,40905.7,43258.973,49057.336,82509.9,68423.016,
579,446.254782743727,5.533491,,,,,,,,,,,527297.6,342787.34,429553.2,447544.7,588794.06,460949.22,
1230,446.29905558071965,7.3851223,,,,19,,,,,,,221645.86,123585.4,154345.81,173432.89,241040.8,261970.81,
1584,447.274972918134,7.9715056,,,,,,,,,,,0,0,91090.61,327102.34,232433.25,0,
472,447.27506560291994,5.2146816,,,,94,,,,,,,346879.28,214172.55,297806.97,206927.8,375678.47,243650.1,
290,447.2750995901756,4.5577483,,,,,,,,,,,122989.35,103948.61,112835.1,94941.555,135559.11,93779.62,
1768,447.2751333552142,8.155781,,,,8,,,,,,,671939.7,827037.3,0,0,0,699176.44,
1553,447.3113668195903,7.808206,,,,,,,,,,,422760.8,292411.06,511122.78,473120.8,704786.2,356157.9,
428,449.2177751726427,5.0565224,,,,150,,,,,,,150589.55,119772.16,79009.6,60203.395,174785.25,117930.516,
348,449.2179773944362,4.783956,,,,23,,,,,,,1507449.9,1343624.5,968522.75,779475.0,1847177.5,1327797.1,
811,452.27824551530404,6.195746,,,,121,,,,,,,3042586.2,2497709.5,2782552.5,2590036.0,3228881.8,2833275.2,
772,452.2785878502495,6.0828004,,,,49,,,,,,,218087.95,202885.22,229545.75,220783.69,239954.6,208572.16,
1311,455.0848254665064,7.4548154,,,,71,,,,,,,341480.16,597881.56,366369.25,464422.06,342318.44,739824.7,
2057,455.1710105417389,11.02757,,,,,,,,,,,3714.4187,0,0,0,36899.195,185525.47,
341,455.17103784811417,4.7813253,,,,23,,,,,,,1.7785418E7,1.8435474E7,1.5407628E7,1.4394075E7,1.889038E7,1.46174E7,
2065,455.17103777112203,11.07497,,,,,,,,,,,0,0,0,0,99501.664,11607.418,
2049,455.1710581794174,10.857302,,,,,,,,,,,26714.566,0,13095.09,3697.4612,217806.16,59829.516,
450,455.1711605104044,5.1539407,,,,100,,,,,,,2653753.8,2787135.2,1962252.9,1747452.5,3163897.8,2024646.1,
1359,455.24693095644733,7.648222,,,,115,,,,,,,4798684.5,3601061.2,3532118.0,3539243.8,4830391.5,4342285.0,
1837,455.2469681350744,8.4683075,,,,135,,,,,,,113097.125,68686.52,24090.736,31851.588,36423.883,194358.1,
340,456.1744061302668,4.7813144,,,,23,,,,,,,4940149.5,5166231.5,4246700.0,3962800.0,5231508.0,3984966.2,
451,456.1745116524816,5.1539407,,,,100,,,,,,,688520.06,681161.56,496456.75,443947.1,797088.1,510978.84,
447,456.3078539804067,5.125813,,,,117,,,,,,,1648487.8,1597635.2,1581981.6,1311799.6,1982366.5,3377518.2,
1360,456.31149182049035,7.649004,,,,115,,,,,,,368125.97,231142.0,352813.94,431416.8,449310.44,285946.5,
1313,457.08178842451497,7.456363,,,,71,,,,,,,584143.25,977277.0,596442.8,769555.1,568221.0,1227264.0,
309,457.1868295813354,4.6712813,,,,33,,,,,,,3.089583E7,2.700305E7,1.9042432E7,1.6815504E7,3.4807456E7,2.5935772E7,
106,457.1868547549619,2.8035226,,,,,,,,,,,0,0,0,0,5248.1226,540976.44,
2054,457.18687243655387,10.921791,,,,,,,,,,,4009.0293,0,23912.023,3536.7021,131404.25,630871.25,
268,457.18713017042006,4.4364824,,,,,,,,,,,80735.65,105778.81,77123.016,63577.37,189170.4,144823.02,
