"","Filename","POS_D5-Ctrl-a-P-EAMeOH_Run28.mzML","POS_D5-Ctrl-b-P-EAMeOH_Run31.mzML","POS_D5-Ctrl-c-P-EAMeOH_Run34.mzML","POS_D5-211-C1-a_Run91.mzML","POS_D5-211-C1-b_Run94.mzML","POS_D5-211-C1-c_Run97.mzML"
"33","225/138.055mz/2.83min","698418.4","669039.94","613342.94","2427009.0","3919932.2","4371603.5"
"34","226/130.159mz/2.79min","186055.23","19874.76","119138.21","152130.03","174251.11","166312.48"
"35","227/183.0917mz/2.9min","6084376.0","5680325.0","9126121.0","1152621.9","1445631.1","1928817.4"
"36","228/195.1128mz/2.91min","37788.508","16853.7","45498.484","66785.805","135346.39","80648.58"
"37","229/308.0907mz/3.0min","0.0","0.0","0.0","75521.14","86848.84","187778.1"
"38","231/132.1019mz/3.04min","36134.035","34993.055","83291.195","207794.58","135138.81","160814.23"
"39","232/196.0944mz/3.04min","217634.48","205941.1","403131.5","170173.8","236738.36","226495.5"
"40","234/345.1516mz/3.13min","757030.75","598221.6","1368859.4","654632.7","756097.8","827782.0"
"41","236/194.1152mz/3.19min","8468201.0","8448022.0","8008537.5","5863303.5","5625890.5","5391687.0"
"42","237/212.1256mz/3.2min","856573.75","859901.06","819286.7","539680.8","529903.0","531631.0"
"43","238/172.1332mz/3.2min","1602680.4","1548411.6","1547962.5","1029364.94","1022303.06","1037199.3"
"44","242/140.0682mz/3.31min","113293.76","67920.3","69037.52","60922.684","61298.47","69915.12"
"45","243/195.1128mz/3.3min","115955.78","108849.01","199893.86","484392.47","756973.7","607887.56"
"46","244/217.107mz/3.35min","54164.57","27791.21","125476.695","56531.05","78407.14","83730.73"
"47","245/239.0888mz/3.35min","594833.6","671162.4","1082356.8","587872.4","701691.44","764766.7"
"48","246/241.0387mz/3.52min","362552.0","399893.84","447873.94","447485.34","446866.94","511105.56"
"49","247/219.0569mz/3.52min","1427008.4","1573650.2","1756512.5","1861884.5","1841827.0","2111365.8"
"50","248/255.0543mz/3.56min","103732.12","56798.332","163293.23","154302.61","133367.12","72371.65"
"51","249/233.0724mz/3.56min","98887.7","45660.926","147360.75","164706.34","128991.04","65244.92"
"52","251/217.1071mz/3.66min","102474.664","75877.95","231755.61","82518.04","109809.57","138416.47"
"53","253/385.1464mz/3.66min","274036.9","219594.1","578604.7","232420.42","273684.8","362838.62"
"54","255/322.0964mz/3.78min","113034.76","69872.13","154266.84","94788.19","126609.41","86018.18"
"55","256/302.1301mz/3.8min","880517.5","564643.0","1239223.1","949909.4","915903.9","593178.7"
"56","257/324.112mz/3.81min","2587120.5","1681654.9","3355229.0","2605222.0","2478841.0","1599572.1"
"57","258/433.2062mz/3.85min","131128.58","99037.06","232264.58","113289.414","155986.52","193187.1"
"58","259/451.2168mz/3.85min","513950.03","414420.06","859355.06","486355.06","613433.56","751420.8"
"59","260/245.0857mz/3.85min","518819.56","424705.7","846159.9","482347.84","600742.1","739341.2"
"60","261/217.1071mz/3.85min","67970.01","50655.504","132733.48","59970.945","84962.05","105452.94"
"61","262/473.1988mz/3.85min","1912798.6","1554312.4","2963324.8","1839858.1","2285960.8","2678191.5"
"62","263/322.0964mz/3.9min","788573.94","570616.56","1057596.9","748992.75","735932.2","576693.3"
"63","264/300.1145mz/3.9min","757769.7","551402.3","1037504.6","747535.25","776506.6","619407.8"
"64","265/203.062mz/3.91min","99044.66","96199.73","125820.305","73348.78","90108.555","127893.57"
"65","266/561.2511mz/4.0min","265480.97","174576.11","420086.0","204211.64","172055.4","169313.14"
"66","267/222.1464mz/4.06min","955115.94","980712.06","964789.3","676324.9","625056.5","648817.44"
"67","269/325.1254mz/4.24min","1583260.5","1528237.1","1479621.2","847245.25","904103.7","877173.56"
"68","270/255.0544mz/4.36min","402634.62","315403.9","628271.3","209164.17","152413.67","135616.55"
"69","271/233.0725mz/4.37min","320252.12","231804.45","479347.22","179374.36","119478.85","108442.23"
"70","272/226.1801mz/4.37min","197493.38","170621.11","186580.23","375809.03","411377.8","405904.12"
"71","273/244.1906mz/4.38min","83366.7","63701.723","74144.56","183674.73","199640.39","194360.11"
"72","274/266.1725mz/4.38min","146818.17","118264.06","136822.86","283933.25","321071.94","297202.12"
"73","275/236.162mz/4.45min","163352.25","151623.72","177733.6","232663.86","212008.94","234937.36"
"74","277/397.1464mz/4.49min","494671.75","503326.38","453133.97","267247.4","274242.16","259257.38"
"75","278/689.2983mz/4.51min","474250.75","358575.4","751538.4","421139.47","500649.6","516500.9"
"76","280/244.0665mz/4.55min","218457.75","182002.38","306117.22","344575.2","433544.28","442131.53"
"77","281/236.0804mz/4.55min","2166959.2","1832987.5","2958121.8","2152736.8","2673985.5","2883403.8"
"78","282/433.2064mz/4.55min","4836569.5","4095306.0","7164602.0","4881057.5","6211699.0","6674830.5"
"79","283/450.2331mz/4.55min","1432475.8","1112257.6","1988622.9","1722720.2","2146805.0","2245838.5"
"80","284/455.1883mz/4.55min","32546796.0","29498876.0","41604456.0","33797050.0","37454516.0","40560036.0"
"81","286/230.9844mz/4.69min","648466.8","687448.1","673436.9","741896.6","748845.56","778580.5"
"82","287/232.9822mz/4.69min","655927.06","670648.5","673756.44","724885.94","745754.56","769220.06"
"83","288/229.9812mz/4.69min","8030920.0","8279314.5","8181102.5","8931715.0","9019499.0","9569037.0"
"84","289/231.979mz/4.69min","7866489.5","8120750.5","8046694.5","8736054.0","8836086.0","9378722.0"
"85","290/211.9706mz/4.69min","3761432.2","3963934.0","3843235.2","3865773.8","3981418.0","4219485.0"
"86","291/213.9685mz/4.69min","3571249.0","3740033.2","3617486.0","3660198.5","3746878.2","4015677.5"
"87","292/447.1268mz/4.7min","408332.06","322271.2","415406.34","382332.56","295710.12","137924.38"
"88","293/469.1087mz/4.7min","419921.3","341815.03","437213.72","379673.78","280362.22","130378.66"
"89","294/269.07mz/4.7min","399851.88","399975.8","508238.9","161603.11","158562.88","254938.28"
"90","295/247.0882mz/4.71min","366489.66","348629.6","440457.3","159980.86","150973.3","249996.56"
"91","296/568.2959mz/4.73min","551706.94","512918.5","419508.53","625841.9","612720.8","606192.44"
"92","297/573.2514mz/4.73min","5792151.5","5721766.0","4949339.0","5385678.0","5409491.0","5493667.0"
"93","299/318.2999mz/4.81min","93410.31","105996.734","101911.586","73963.53","83998.95","91288.91"
"94","301/228.1958mz/4.82min","375877.94","280987.28","417873.06","1201394.2","964275.9","996496.75"
"95","302/250.1776mz/4.82min","948250.1","780248.9","1038158.0","2774089.5","2234981.8","2291334.8"
"96","303/270.1463mz/4.85min","430738.5","308956.28","571242.9","316856.9","236991.08","203814.67"
"97","304/470.185mz/4.9min","39715.332","31118.594","43526.145","44587.367","39061.746","36518.03"
"98","305/448.203mz/4.9min","75484.95","65167.57","88952.57","92239.75","83891.09","60764.97"
"99","307/320.1829mz/5.07min","252520.95","246236.19","341404.1","169992.02","217302.3","257478.5"
"100","308/149.0234mz/5.13min","99261.4","167688.02","123335.695","89936.164","68239.84","88859.76"
