"","filter","2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML","2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML","2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML","2024_NEG_Anid-p2_1_Run180.mzML","2024_NEG_Anid-p2_2_Run221.mzML","2024_NEG_Anid-p2_3_Run242.mzML"
"221/245.1143mz/2.28min",265503.195,383257.66,288086.47,960234.3,89967.766,225933.47,242919.92
"226/345.1301mz/2.3min",1434147.95,1654825.5,2511649.2,1428104.9,1154960.6,1440191,1283567.6
"227/303.0511mz/2.31min",191293.74,956468.7,1032834.56,191293.74,191293.74,191293.74,191293.74
"228/204.0302mz/2.32min",72095.75,16953.445,41248.33,70554.26,97142.25,73637.24,133856.84
"229/356.1347mz/2.32min",302341.845,283373.03,151852.92,862882.44,231309.27,380916.22,321310.66
"231/211.0612mz/2.33min",1580136.4,24475.457,34081.33,4688858.5,1639681,1520591.8,1913510.2
"232/306.0985mz/2.34min",74152.875,553248.94,560264.6,100594.28,27209.738,47711.47,24707.94
"233/242.0671mz/2.29min",291079.67,553264.3,395558.06,300676.12,281483.22,182588.7,59917.625
"239/226.0721mz/2.32min",3447778.5,4373408,2808727,3670421,2651124.5,3225136,4096402.8
"240/343.1144mz/2.36min",498695.17,754393.06,870228.6,286169.47,413666.06,546461.44,450928.9
"242/234.0772mz/2.36min",696941.3,736638.3,814699.56,701302,583652.7,692580.6,614492.4
"244/297.0729mz/2.36min",603328.05,641551.4,676469.56,590204.44,592058.3,614597.8,586059.75
"245/180.0666mz/2.36min",95483.19,84225.37,150631.88,168734.39,57532.023,94203.57,96762.81
"247/161.0819mz/2.36min",312575.375,295933.9,296045.25,665712.6,236961.52,329105.5,362241.75
"248/309.1093mz/2.37min",195696.9,99458.336,277785.6,206817.44,197149.58,162847.78,194244.22
"249/238.0721mz/2.37min",233202.67,411191.56,381380.53,261372.73,102958.336,205032.61,141094.64
"250/212.0565mz/2.37min",1143833.75,1179073.9,2089542.6,1108593.6,1328434.2,1087920.5,912511.94
"251/151.0401mz/2.38min",170160.91,216143.47,273523.56,174830.34,151862.98,152462.8,165491.48
"252/153.0194mz/2.37min",515173.6,1266050.4,2893137.2,862548.9,70880.27,167798.3,166473.02
"253/258.0983mz/2.4min",887580.55,285070,452992.25,1923301.2,1081057.6,694103.5,1447118.8
"254/240.0878mz/2.38min",1219540,1258337,1614772.5,1200090.5,1238978.2,1200101.8,1059843.6
"255/214.1085mz/2.39min",75038.685,4729.5186,9988.089,182870,101917.75,48159.62,135159.69
"256/230.1034mz/2.38min",323989.55,179667.1,153373.73,388002.44,329951.5,318027.6,339222.3
"259/375.1042mz/2.4min",185618.5415,22870.994,29303.863,18279.719,341933.22,523118.3,463968.75
"260/222.0771mz/2.4min",174725.005,384012.5,423635.16,227312.05,120224.21,85335.02,122137.96
"261/168.0666mz/2.41min",836801.825,602248.4,997942.2,988115.2,695709,864803.75,808799.9
"263/286.1409mz/2.42min",37164.9645,3013.2006,15066.003,441113.1,79671.74,3013.2006,59263.926
"264/210.0772mz/2.41min",1472408.45,1439765.8,1881631.6,1775077.5,1278399.4,1505051.1,1427741.6
"266/129.0558mz/2.42min",3260398.65,3927831,2888937.5,11154930,2593164.5,3273893.8,3246903.5
"267/180.0302mz/2.43min",420872.545,288014.2,380781.3,403799.47,437945.62,479986.97,461768.8
"268/175.0612mz/2.43min",644261.25,462859.5,722103.25,747209.3,459030.53,566419.25,730188.4
"269/479.1784mz/2.43min",313050.61,428307.34,328918.62,388195.94,24704.27,297182.6,88197.3
"270/326.1246mz/2.47min",10908.8105,249053.73,297025.6,13580.582,3725.3079,8237.039,745.06158
"271/416.1825mz/2.44min",1660779.45,2227031,1854750.9,1983088.2,165749.7,1466808,446019.62
"272/762.3207mz/2.44min",332054.775,490510.97,523562.5,362991.25,22432.676,301118.3,78637.31
"273/345.1301mz/2.44min",7866386.5,9656169,12888154,7103777.5,7422847,8309926,7322892
"274/691.2683mz/2.44min",420742.595,587830.9,937644.6,347672.47,383751.94,457733.25,370979.22
"275/346.1336mz/2.44min",1165791.45,1452745.2,1910354,1059131.4,1099001.4,1232581.5,1057502.9
"276/204.0302mz/2.44min",1185260.8,604096.44,592567.6,3783777.8,1067320.5,1303201.1,1507812.8
"278/160.0405mz/2.45min",167822.08,91192.68,96726.42,607205.3,181595.3,154048.86,243955.52
"279/205.0336mz/2.44min",94482.747,24212.28,52882.06,354424.9,93858.76,95106.734,131942.89
"281/605.2258mz/2.45min",44505.0665,35525.906,3581.8865,277639.1,15774.324,125115.74,53484.227
"284/188.0353mz/2.45min",3524156,829771.9,475065.4,5127584.5,3936755.5,3111556.5,4519914
"285/313.0678mz/2.45min",290651.39,283094.66,263169.88,108010.875,306540.1,492742.66,298208.12
"288/287.0563mz/2.46min",42853.406,214267.03,284755.94,42853.406,42853.406,42853.406,42853.406
"289/282.0984mz/2.46min",803132.45,835054.7,1185163.9,758517.56,747327.4,1072256.2,771210.2
"290/158.0822mz/2.45min",438761.235,63790.074,70977.59,896946.9,665793.5,211728.97,741729.44
"291/194.0459mz/2.47min",4506695,4410509,4785957.5,4436219.5,3805571.2,5406258.5,4577170.5
"292/237.0881mz/2.47min",397004.975,433553.72,599632.4,394699.75,337657.6,399310.2,357830.6
"293/144.0455mz/2.47min",412895.205,311724.94,425352.75,929936.3,400437.66,335301.62,471316.28
"294/264.0514mz/2.47min",195825.275,300608.8,608652.9,244487.17,74194.875,147163.38,138684.6
"296/322.1257mz/2.48min",89067.9025,11430.443,11430.443,329252.66,120983.59,57152.215,141585.9
"298/136.0404mz/2.47min",1076834.4,948630.4,1516438.1,1046143.8,930109.1,1140342.9,1107525
"299/259.13mz/2.47min",1296816.7,140205.73,177778.4,5357950.5,1722303.9,871329.5,2194462.8
"300/260.114mz/2.48min",420724.49,986164.3,1264311.2,526118.6,255309.61,220582.72,315330.38
"301/905.3654mz/2.48min",66931.5215,12274.434,2454.8868,416221.44,47063.668,86799.375,91376.45
"303/716.3225mz/2.49min",1711629.25,1795666.9,1627591.6,6144086,934645.6,2262937,1457118.9
"304/752.2992mz/2.49min",935916.75,594150.2,1027538.6,4462516.5,276244.22,1058961.2,844294.9
"305/779.3181mz/2.49min",746992.325,770389.25,694470,3025980,428751.97,1039424,723595.4
"309/167.035mz/2.49min",340233.285,43335.086,8667.0172,2515983.2,267991.1,604204.6,412475.47
"310/190.0509mz/2.52min",161790.03,399501.97,782626.2,206510.52,59938.51,117069.54,73433.54
"313/755.2998mz/2.49min",92179.2655,54794.035,102846.195,498328.5,20955.426,114155.125,81512.336
"316/146.0611mz/2.5min",557060.715,1353362.5,1939206,1045152.9,13793.706,68968.53,13793.706
"318/181.0507mz/2.51min",940407.5,1538228.1,1032226.6,1652929.4,243103.78,848588.4,451554.28
"320/182.0459mz/2.52min",34276.492,47000.99,62743.355,35667.3,25091.545,32885.684,31122.506
"322/115.0401mz/2.52min",150948.35,66616.65,83354.43,160344.39,172365.12,141552.31,194865.55
"323/139.0401mz/2.52min",3227386.5,330695.72,417905.12,15827344,2592272.2,3862500.8,4125245.5
"324/176.0645mz/2.52min",774450.25,485133.9,731243.1,789935.56,773114.75,775785.75,972389.9
"325/175.0612mz/2.52min",10641448.5,6634416.5,9979038,10864197,10651607,10631290,13381125
"329/240.0877mz/2.53min",417207.885,484291.47,768745.1,363180.3,309953.2,471235.47,317882
"334/411.1268mz/2.53min",195802.265,83524.53,97458.875,231139.67,268981.56,160464.86,315095.7
"335/95.0503mz/2.52min",191569.05,16159.621,15130.328,1389158.5,198995.3,308829.53,184142.8
"336/192.0666mz/2.54min",205496.555,13048.298,4829.204,262201.88,217517.62,195109.84,215883.27
"337/153.0194mz/2.52min",498983.2,279268.62,292158.9,2672796,324684.4,673282,940887
"338/318.1672mz/2.54min",458657.35,89791.52,87341.484,998911.06,320618.9,596695.8,693972.8
"339/349.1039mz/2.54min",588595.375,679700.1,618096.25,397529.1,559094.5,717465.25,537292.2
"340/180.0666mz/2.54min",685096.75,1341020.4,970185.25,72133.61,170563.3,1147595.8,400008.25
"345/285.1457mz/2.56min",348761.845,48969.055,29586.293,769984.56,838662.56,192949.75,504573.94
"346/232.119mz/2.56min",368751.295,240467.44,272342.62,1163844.9,465159.97,269365.12,653513.94
"349/327.1198mz/2.56min",288926.8,431923.4,505360.3,243227,260502.42,314291.94,263561.66
"350/288.0725mz/2.6min",13969.5888,202388.39,598755.4,23282.648,4656.5296,4656.5296,4656.5296
"351/237.1244mz/2.57min",116257.105,77563.82,99828.31,334793.2,53004.54,132685.9,136977.88
"352/282.1179mz/2.57min",138930.0525,83485.3,122035.125,404168.88,112743.18,167255.19,155824.98
"353/281.1143mz/2.57min",1134474.97,709936.7,1024214.94,3108250.5,886579.75,1261356.1,1244735
"354/301.1406mz/2.57min",975444.65,1413009.5,1317255.8,1488570.9,622947.9,585301.25,633633.5
"355/611.2572mz/2.57min",150816.408,232215.17,211872.55,236532.39,82024.09,89760.266,79196.62
"358/129.0558mz/2.55min",1914653.95,765291.25,558444.56,7409046.5,2340056,1489251.9,2880314.2
"359/591.231mz/2.58min",126525.77,91501.375,130368.79,380846.97,94118.125,161692.95,122682.75
"360/265.083mz/2.58min",974061.73,1118218,1233017.9,948543.06,900935.4,999580.4,819541.3
"361/272.0235mz/2.58min",2056899.2,329072.04,329072.04,1645360.2,5357946,2468438.2,5606798
"362/309.1093mz/2.58min",7167527.5,7888553.5,9016465,6780993.5,6414765.5,7554061.5,5807371.5
"363/582.1402mz/2.59min",118819.36,18886.134,18886.134,94430.67,247918.98,143208.05,260527.6
"364/254.1034mz/2.58min",1543545.35,2064674.2,2648154.2,1173447.4,860740.9,1734538.5,1352552.2
"365/619.226mz/2.58min",894376.155,984391.1,1140694.2,825389.06,660249,963363.25,612579.94
"367/246.0983mz/2.6min",183767.795,119355.67,100863.11,263380.6,248179.92,119260.25,267215.22
"368/326.1246mz/2.59min",9031.0295,853690.4,886109.9,9011.283,1802.2566,9050.776,1802.2566
"369/199.0612mz/2.6min",171715.355,3654.807,4690.825,98001.93,423159.12,245428.78,380206.56
"371/214.1085mz/2.6min",419391.5,182246.81,220940.72,401608.16,856508.9,437174.84,858580.4
"376/183.0663mz/2.61min",323187.76,329181.9,356371.97,3791394.5,119181.91,317193.62,216724.14
"378/367.1394mz/2.61min",15991.684,15991.684,15991.684,79958.42,15991.684,15991.684,15991.684
"379/230.1034mz/2.62min",1472443.5,1599189.9,2080902,3339783.5,803787.75,1174925.2,1345697.1
"380/293.0991mz/2.63min",190088.295,203840.84,252597.06,313266.62,109004.33,133811.53,176335.75
"381/356.0985mz/2.63min",122564.185,18574.652,18574.652,614959.7,92873.26,162208.5,152255.11
"382/196.0615mz/2.63min",2576872.5,2332463.5,3862813,3102731,2181294,2793513.8,2360231.2
"383/225.0881mz/2.62min",764902.1,281181.2,532163.75,1602977.4,749429.8,780374.4,880581.9
"385/815.2396mz/2.63min",1238754.25,1184415.5,1287824.4,1189684.1,1546701.2,1022100.06,1474866.5
"386/805.2107mz/2.64min",304850.75,194756.27,361989.4,562098.06,233506.19,247712.1,416589.72
"387/832.2297mz/2.64min",513093.4,424588.3,506158.2,751217.5,520028.6,419770.2,659269.1
"392/189.0768mz/2.64min",161305.83,4303.8046,21519.023,106550.71,332191.03,216060.95,462523.16
"393/211.0611mz/2.66min",197228.68,5426.0303,1085.20606,169387.02,225070.34,354036.06,327549.97
"394/297.0729mz/2.66min",106731.6825,128134.99,149797.23,110649.125,89093.09,102814.24,97252.84
"396/167.0713mz/2.66min",85388.6575,15966.674,15966.674,336037.34,79833.37,90943.945,129262.62
"398/258.0983mz/2.66min",130043.35,29539.506,73927.75,348741.97,186158.95,54602.164,216244.25
"399/192.0302mz/2.67min",4849.22705,4469.0596,893.81192,454024.28,893.81192,5229.3945,51574.887
"400/210.0771mz/2.69min",541914.595,452391.6,437354.62,494909.44,588919.75,630737.4,589811.44
"402/287.1248mz/2.71min",274319.65,172434.27,338375.38,511912.5,240673.8,202277.06,307965.5
"403/359.1094mz/2.69min",562625.39,116321.51,297044.88,33867.535,1071548.4,828205.9,883283.06
"404/296.0777mz/2.68min",35280.0715,129788.99,257848.83,16325.84,33199.62,37360.523,21538.707
"405/180.0666mz/2.69min",102644.245,103645.36,242496.78,97754.234,55550.12,144111.52,101643.13
"407/178.0509mz/2.7min",1098212.6,872729.9,1120524.8,1491842.6,983043.25,1075900.4,1275133.1
"408/373.0055mz/2.7min",847021.15,969970.1,735577.25,692838.56,1062256.1,877667.8,816374.5
"409/159.0662mz/2.7min",160123.64,136588.67,183658.61,191921.28,133808.03,117491.67,276875
"410/225.0405mz/2.7min",105298.866,35099.622,35099.622,35099.622,175498.11,524232.16,300791.38
"412/327.1199mz/2.7min",3610902,3898781.5,5389356,3322820.8,3008368.8,4014062.5,3323022.5
"413/328.1235mz/2.7min",524602.89,558544.56,797503.9,490661.22,446720.56,594473.56,474493.7
"414/376.1034mz/2.7min",3378.371,16891.855,3378.371,113033.664,3378.371,3378.371,3378.371
"415/247.0724mz/2.71min",403259.34,35003.156,42570.715,469506.84,464318.34,342200.34,541219.5
"416/360.1774mz/2.71min",65340.043,11720.859,67583.66,63096.426,103819.86,41828.28,133779.77
"417/298.0931mz/2.7min",533619.97,24494.87,15680.445,891139,705456.94,361783,1136040.9
"418/241.0714mz/2.72min",43576.215,7371.9,7371.9,319745.88,36859.5,64966.855,50292.93
"421/240.0514mz/2.73min",3703609.65,1125585.6,929743.4,1536403.8,6672754,7371575,5870815.5
"422/241.0547mz/2.72min",377737.93,112621.375,87077.77,150236.16,688759.44,779785.2,605239.7
"424/229.1193mz/2.73min",235889.875,137092.17,194375.33,339243.28,202407.31,269372.44,340553.9
"425/246.0983mz/2.68min",170753.495,61566.723,41433.24,512040.56,183892.27,157614.72,209798.42
"426/196.0615mz/2.73min",1246126.27,896235.94,754907.5,623894.06,1649659.5,1826933.1,1596016.6
"428/344.1824mz/2.74min",305435.82,216476.12,309652.34,627292,272508,301219.3,361824.88
"430/265.083mz/2.74min",101189.525,109286.27,129212.99,88439.65,93092.78,109809.12,88709.04
"431/309.1093mz/2.74min",1213364.95,1263223.8,1524504.4,1194366.8,1091866.1,1232363.1,1028992.2
"432/241.1193mz/2.75min",268427.005,275695.56,294808.06,371771.12,246315.39,250655.16,261158.45
"433/167.0349mz/2.76min",2188.38078,4193.218,3647.3013,168302.69,729.46026,729.46026,729.46026
"434/254.1034mz/2.75min",611736.5,691914.75,924063.8,625313.6,500837.06,598159.4,539870.75
"435/282.0984mz/2.75min",1247337.65,1821966,2161941.8,1013653.25,774063.8,1464738.6,1029936.7
"436/306.0985mz/2.77min",47974.656,244503.05,145499.02,79957.76,15991.552,15991.552,15991.552
"437/313.1041mz/2.77min",75437.343,134707.9,185075.55,20536.934,68314.67,82560.016,65908.836
"440/239.0559mz/2.73min",9570.6758,13874.794,5266.5576,746304.3,878.0434,21256.775,4390.217
"441/301.1406mz/2.79min",290297.7,49897.742,66557.48,538779.7,381638.8,198956.6,482798.06
"442/163.0435mz/2.79min",782507.525,210497.69,181602.66,1758099.2,914448.8,650566.25,1468329.8
"443/300.1565mz/2.8min",132685.585,60835.605,125279.65,1491327.9,207498.55,94073.66,140091.52
"444/240.0877mz/2.79min",974747.98,827508.94,985863.9,1367967,858980.06,1031315.9,963632.06
"445/113.0609mz/2.79min",342803.59,273461.72,273599.2,502257.97,331358.8,354248.38,427686.9
"446/157.0506mz/2.79min",3405866.85,2438238.5,2596193.5,4519992.5,3175714.2,3636019.5,3932843.2
"447/204.0302mz/2.77min",18752.6125,133677.3,192951.66,28185.344,4443.122,9319.881,8718.741
"448/345.1304mz/2.8min",75405.9675,83902.52,119091.8,52091,70495.125,80316.81,66250.65
"450/273.1456mz/2.8min",213028.215,270554.66,343645.66,363801.72,154224.19,126753.5,155501.77
"453/194.0458mz/2.82min",194265.435,108081.516,190395.98,262465.5,155673.94,270783.72,198134.89
"454/330.0985mz/2.83min",89444.784,5763436.5,6965603,137159.72,8345.9696,41729.848,8345.9696
"456/265.0176mz/2.83min",862524.1,995458.2,560171.3,787422.6,1143522.2,705588.9,937625.6
"457/168.0302mz/2.83min",217383.665,8752.268,1750.4536,926407.2,203411.44,231355.89,307132.56
"458/162.056mz/2.83min",420908.14,379977.88,510642.94,463138.7,346503.5,444276.53,397539.75
"459/136.0404mz/2.83min",90184.215,26212.895,8866.729,654246.9,137014.36,43354.07,184655.97
"460/259.1299mz/2.83min",551210.925,267756.75,430545.66,708277.9,590432.6,511989.25,764311.6
"461/327.1199mz/2.83min",488052.065,541482.4,656530.7,471247.25,399030.6,504856.88,426614.66
"462/322.1257mz/2.83min",194934.5,78573.125,136155.5,209485.19,201778.06,188090.94,251117.48
"464/197.0455mz/2.84min",36999.6935,8235.716,1647.1432,261071.25,27841.557,46157.83,55625.83
"466/223.0612mz/2.84min",1273138.98,3201292.5,1605010.4,5638986,270212.56,941267.56,596155.1
"468/241.1193mz/2.88min",123973.515,171890.66,179851.94,146867.8,52055.254,101079.23,66449.83
"469/360.1774mz/2.85min",473716.81,290459.7,303168.4,1329611.5,341747.62,731615.94,605686
"470/107.0503mz/2.85min",132876.738,467996.53,628122.4,190237.14,55014.1,58924.273,75516.336
"471/270.0983mz/2.85min",16472.0658,245683.98,441023.7,5490.6886,5490.6886,27453.443,5490.6886
"472/151.0401mz/2.85min",734302.9,2151164,3175930,1040201.7,310907.1,347523.25,428404.1
"473/188.0353mz/2.86min",35066.608,3348.978,4575.8403,361542,82666.59,8687.232,61445.984
"476/294.062mz/2.83min",73561.1825,85167.24,5385.125,605577.44,100017.555,39980.336,61955.125
"477/215.0117mz/2.86min",94820.743,108596.47,108654.84,770479.8,3777.4092,81045.016,33379.367
"480/306.0985mz/2.85min",4867.2774,96459.17,52862.203,8112.129,1622.4258,1622.4258,1622.4258
"481/265.083mz/2.87min",135759.07,81713.586,106042.2,169399.52,139620.44,175838.14,131897.7
"482/168.0665mz/2.88min",132330.975,84790.11,171129.77,132699.62,131962.33,141431.05,127613.305
"486/131.0714mz/2.89min",18244389.5,20457662,23048808,40853556,11282796,14584211,16031117
"487/132.0747mz/2.89min",1044010.75,1189763.1,1322014.9,2514358,651134.06,804662.75,898258.4
"490/309.1093mz/2.89min",123569.59,158939.78,168113.92,111830.65,99285.54,135308.53,108391.3
"491/313.1505mz/2.89min",258265.33,453228.12,524600.1,318480.6,78586.86,198050.06,130167.29
"495/254.1034mz/2.92min",1438555.45,1539419.8,2139358.2,1180411.2,854664.25,1550290.9,1337691.1
"496/293.1144mz/2.93min",309797.045,138326.27,187928.12,963195.6,172425.84,431665.97,536562.44
"497/273.1456mz/2.92min",454461.66,259722.67,367093.72,1064260.5,338652.1,613535.2,541829.6
"498/336.1414mz/2.92min",281089.225,147843.06,157662.6,527804.2,223138.33,387023.28,339040.12
"501/221.0091mz/2.93min",228491.58,42575.293,26626.049,204099.1,252884.06,301845.47,364175.66
"503/246.0983mz/2.92min",202273.865,56098.68,13612.224,459611.94,235659.75,168887.98,416193.47
"504/241.1194mz/2.94min",351678.045,351776.47,496329.9,576958.7,250017.6,238674.83,351579.62
"505/195.0299mz/2.94min",169457.263,505928.88,746676.3,284931.94,53982.586,45615.402,30903.76
"508/195.0662mz/2.96min",771152,1610865.6,1014264.6,3450133.8,68401.17,528039.4,283530.62
"509/301.1405mz/2.97min",42072.2625,7886.1685,44361.47,286991.03,39783.055,14996.57,109864.59
"510/159.0663mz/2.97min",1088844.45,1143323.2,1715786.6,1221420.1,815125.56,977609.9,1034365.7
"513/535.1096mz/2.98min",102822.024,102822.024,102822.024,514110.12,102822.024,102822.024,102822.024
"515/230.1034mz/2.98min",55673.754,34291.87,48958.574,209329.14,60221.465,51126.043,94622.5
"516/310.0933mz/2.97min",90148.27,82788.74,91557.97,443893.12,85457.75,119393.95,88738.57
"517/167.035mz/2.99min",3466340.85,8099251.5,4043967.2,5046329,276671.1,2888714.5,713146.2
"519/194.0458mz/2.99min",120643.735,72253.13,140062.5,115783.7,80579.04,126797.336,125503.77
"520/209.0455mz/2.99min",267890.63,230830,281470.38,222426.4,254310.88,599452.1,407120.22
"521/210.0771mz/2.99min",579700.15,552633.8,732405.3,608794.3,424014.12,606766.5,534009.2
"522/457.2303mz/3.0min",961034.5,87903.7,119853.88,1033233.8,2683014.5,888835.2,3354707.5
"523/458.2338mz/3.0min",218688,7857.764,10451.382,231678.44,588976.7,205697.56,772087.8
"526/172.0979mz/3.01min",659116.155,198033.36,175929.84,2927450.5,692465.25,625767.06,1011076.94
"527/180.0666mz/3.01min",477463.25,468600.5,664134.25,486326,324549.38,491473.5,394925.25
"530/313.1042mz/3.05min",118500.915,120543.68,369010.4,100303.53,103852.4,151424.1,116458.15
"531/252.0878mz/3.03min",352524.525,360290.8,389868.44,648256.44,166232.11,344758.25,344685.56
"533/461.0725mz/3.03min",98814.278,16955.637,3391.1274,278200.3,73012.516,158788.03,124616.04
"534/237.0405mz/3.04min",55720.139,33469.918,9491.25,575042.4,5576.9546,77970.36,87803.74
"535/230.1034mz/3.02min",47101.41,34291.87,48958.574,210070.95,45244.246,29813.047,66441.3
"536/431.9949mz/3.04min",118697.18,593485.9,665961.4,118697.18,118697.18,118697.18,118697.18
"538/277.083mz/3.06min",38129.792,919.3043,4596.5215,397664.34,30993.484,45266.1,50075.652
"539/542.2469mz/3.06min",74714.975,9910.734,9910.734,49553.67,227614.72,99876.28,335434.94
"540/236.0928mz/3.06min",113566.745,44898.387,49934.41,108526.85,118606.64,145230.08,190709.9
"541/189.0768mz/3.06min",5308924.25,4019944.8,5571851.5,7024449.5,4224037.5,5045997,5880195
"542/190.0802mz/3.06min",439845.405,340924.94,461008.78,591508.56,341787.06,418682.03,498075.72
"543/129.0557mz/3.07min",165844.395,82296.516,79296.06,400423.84,197146.67,134542.12,237185.05
"544/153.0557mz/3.07min",289667.93,1692.243,8461.215,3069830,278367.16,300968.7,340156
"545/336.109mz/3.07min",286749.72,153852.48,91368.414,972439,333051.47,282401.84,291097.6
"546/275.1038mz/3.07min",204966.94,247028.48,334067.62,300250.06,123121.72,148352.98,162905.4
"547/447.093mz/3.08min",49085.3275,6504.607,6504.607,152647.88,32523.035,104777.92,65647.62
"548/170.9854mz/3.08min",136397.11,117439.79,124334.95,961270.3,117180.414,213637.89,148459.27
"549/222.1247mz/3.08min",49537.2715,27472.55,45855.49,297053.56,50183.723,126279.33,48890.82
"551/356.1825mz/3.09min",556412.23,257205.94,358684.88,412905.4,1151137.9,699919.06,1448829.5
"553/280.0827mz/3.08min",281461.545,173789.69,203840.7,521075.72,277881.25,285041.84,344387.28
