row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,2024_NEG_CC_2_Run48.mzML Peak area,2024_NEG_CC-AZA_3_Run71.mzML Peak area,2024_NEG_CC-AZA_2_Run39.mzML Peak area,2024_NEG_CC-AZA_1_Run24.mzML Peak area,2024_NEG_CC_1_Run21.mzML Peak area,2024_NEG_CC_3_Run62.mzML Peak area,Unnamed: 19
282,116.92856815209568,7.8390026,,,,19.0,1.0,[M-H+2Na]+,,2.0,282;284,71.95775,2341646.5,4532458.0,1507262.1,1731899.8,2649981.5,2326403.0,
504,116.9285687117132,10.35905,,,,,,,,,,,1446841.0,1498037.6,988630.1,1570950.6,1521580.0,1409579.6,
311,116.92856965690115,7.9450936,,,,7.0,2.0,[M-H+2Na]+,,2.0,311;314,71.95775,2585052.2,1936829.5,2175710.0,2412342.8,2662877.2,2324421.2,
230,116.92857097794979,7.2987614,,,,,,,,,,,839607.25,728544.7,674096.06,499565.2,631202.44,425759.62,
270,116.92857725977213,7.6843333,,,,25.0,,,,,,,2529460.8,1699510.0,2782463.8,2935219.8,3511324.0,2993136.2,
32,117.01935401920376,0.6485308000000001,,,,60.0,,,,,,,661157.56,765203.75,2786563.0,2499187.0,3566065.5,2601133.2,
30,119.01713665534453,0.5862841999999999,,,,,,,,,,,1181549.6,1183383.9,1163975.2,1159108.0,1138258.4,1165489.1,
31,121.0327624908393,0.6510734,,,,60.0,,,,,,,1982424.4,1966308.6,1908714.0,1870196.4,1837446.2,1873149.6,
267,122.97577353366512,7.681642500000001,,,,,,,,,,,86957.734,87786.11,123662.72,111116.58,129808.84,93194.33,
439,122.97578143513155,9.002906,,,,,,,,,,,356743.38,437114.5,324508.25,460520.06,470112.53,360409.03,
289,122.9757819144563,7.874590400000001,,,,,,,,,,,130429.98,124214.46,84732.375,163292.45,190800.8,108767.945,
303,122.97578225415451,7.9460435,,,,,,,,,,,188347.1,180020.6,229193.52,235983.45,259761.42,236951.31,
357,122.97578882260851,8.284522,,,,,,,,,,,171340.14,154153.67,221136.05,213675.27,277312.34,199805.2,
152,132.867860726659,6.671692,,,,,,,,,,,184999.98,52995.402,1816332.5,416818.6,363324.84,414644.2,
481,132.86786749622829,10.209498,,,,59.0,,,,,,,151837.06,155630.27,171871.58,164697.1,170056.88,147972.39,
509,132.8678724779845,10.472669,,,,,,,,,,,616797.6,685106.2,1169088.0,1107847.9,690288.9,668216.25,
229,134.8946642952681,7.3022037,,,,,,,,,,,532409.44,590072.9,333015.47,572720.2,973941.6,694814.2,
274,134.89467609469153,7.6901746,,,,25.0,,,,,,,2294143.8,2272006.5,2094517.8,2434642.2,2403186.8,2298602.8,
258,134.8946763082288,7.562077,,,,0.0,,,,,,,2061461.2,2008859.0,1879615.0,2256191.0,2355043.2,1914831.9,
370,134.8946784252624,8.387477,,,,16.0,,,,,,,1840936.1,1297688.6,1366113.2,1844235.0,1913497.9,2364712.2,
294,134.89468039450642,7.8583145000000005,,,,19.0,,,,,,,1313725.6,1368221.5,1397508.8,1478350.9,1313767.5,1422707.4,
358,134.8946810440522,8.292375999999999,,,,5.0,,,,,,,3577977.2,4444268.0,3857606.2,4694928.0,5096363.0,5017768.0,
320,134.89468271294606,7.9678035000000005,,,,7.0,,,,,,,2377956.5,2166331.2,2211534.5,2611009.8,2651161.5,2567694.0,
326,134.89468439057654,8.062149,,,,11.0,,,,,,,1925549.8,1415502.1,1207261.2,1541259.1,1968338.2,1645648.4,
16,139.03241968717415,0.37295273,,,,24.0,,,,,,,2217412.5,2321928.8,2304656.2,2362623.5,2269139.2,2176526.2,
479,144.92346708950305,10.20605,,,,35.0,,,,,,,1865728.2,2235362.8,1440212.8,2168577.8,1843753.1,1990688.0,
284,144.92347194983418,7.8411365,,,,19.0,1.0,[2M+H]+,,2.0,282;284,71.95775,2571170.5,1868924.5,2508999.5,2771148.8,3223718.5,2811093.0,
350,144.9234736453069,8.281508,,,,5.0,,,,,,,7705497.0,8073605.5,5064005.0,7089198.0,8339973.0,7372342.0,
314,144.92347377394609,7.946095,,,,7.0,2.0,[2M+H]+,,2.0,311;314,71.95775,2621249.8,2392320.5,2329410.5,2556708.8,3009317.8,3623765.0,
510,160.84198220762053,10.473587,,,,1.0,,,,,,,257094.9,268882.97,329044.7,344290.44,307263.28,296139.72,
276,161.91356913557786,7.7009196,,,,25.0,,,,,,,414419.94,801072.25,311315.25,392900.03,413790.38,730192.1,
257,161.91357009070416,7.555902499999999,,,,0.0,,,,,,,455602.4,427044.4,276173.12,321344.75,571088.25,358223.8,
281,161.91357443383947,7.83067,,,,19.0,,,,,,,313101.78,303462.2,240593.25,304821.7,363944.34,322473.06,
373,161.9135744765533,8.4102545,,,,16.0,,,,,,,1064480.1,1090653.1,763625.8,881333.9,902665.4,1150611.6,
362,161.91357586029233,8.305812,,,,5.0,,,,,,,905500.25,1142229.5,1046007.25,1194035.6,1030833.75,1320749.2,
318,161.91357661116473,7.965339,,,,7.0,,,,,,,360505.9,376975.38,334343.78,388774.38,431427.06,429453.44,
511,162.83905573499297,10.473587,,,,1.0,,,,,,,258142.45,267388.8,328169.28,354462.22,309871.12,304972.44,
525,163.98607570619725,10.591872,,,,26.0,,,,,,,1949330.1,2151019.8,1757440.1,2077353.9,1919530.4,2262011.5,
500,180.97298740660145,10.274617,,,,,,,,,,,106157.85,96364.28,58986.335999999996,94906.88,104904.79,94659.36,
11,180.9730069488139,0.3400861,,,,,,,,,,,298985.84,292936.78,330338.2,354204.3,357168.06,345973.62,
440,180.981192880974,9.007987,,,,,,,,,,,348261.06,314182.6,340442.34,403515.25,262951.22,366183.97,
304,180.98119505997457,7.9423520000000005,,,,,,,,,,,203267.44,210886.39,291959.44,268460.25,234355.89,295909.3,
346,180.9812053198142,8.283487,,,,,,,,,,,195598.72,247074.38,326585.12,326972.53,221794.52,313835.38,
15,185.07622252541168,0.36920872,,,,24.0,,,,,,,765407.25,744811.9,771647.2,810120.3,714618.9,742511.3,
413,186.90575499601815,8.750558999999999,,,,20.0,,,,,,,4949710.0,4549202.0,4423181.0,5344269.0,5738327.5,4821247.0,
436,186.97061813096386,8.987269,,,,,,,,,,,799944.06,843975.0,427229.22,796568.06,800297.25,779927.56,
269,186.97063031010532,7.684269400000001,,,,25.0,,,,,,,228435.4,235979.97,257217.86,264018.72,264990.75,247537.62,
327,186.97063197117095,8.061921,,,,11.0,,,,,,,285906.47,221490.81,319735.9,234969.56,318090.03,207863.12,
288,186.97063773345803,7.8422265,,,,19.0,,,,,,,355512.16,360951.66,396372.97,350748.25,395209.28,393394.06,
375,186.9706390618328,8.398006,,,,,,,,,,,826025.6,656486.4,1250290.1,688647.3,350417.66,486124.03,
315,186.97064021715926,7.947155,,,,7.0,,,,,,,546710.2,582727.2,574915.2,555497.94,578678.75,577833.9,
354,186.97064497203843,8.283487,,,,5.0,,,,,,,1402241.4,1203322.5,1398395.5,1322917.0,1379549.6,1461867.8,
12,187.0918767887941,0.36264578,,,,24.0,,,,,,,5221913.0,5041218.5,5100037.5,5363175.0,5284743.5,5100649.0,
108,187.86093796029454,5.325006,,,,,,,,,,,47199.15,165115.81,78145.79,115704.12,111107.55,212259.11,
123,187.86094082009544,6.017106500000001,,,,,,,,,,,172636.62,0.0,0.0,0.0,0.0,0.0,
113,187.8609523311796,5.7025037,,,,,,,,,,,0.0,234095.2,0.0,0.0,0.0,0.0,
516,187.8609862394985,10.492572000000001,,,,,,,,,,,723687.06,759095.06,943639.56,923349.56,808752.9,820527.7,
418,188.90394478739253,8.759749000000001,,,,20.0,,,,,,,2164254.5,1972433.6,1938738.0,2368240.0,2547669.5,2165871.5,
517,189.85797295405752,10.4915695,,,,,,,,,,,395141.28,403373.53,596032.25,542543.8,353458.25,429215.4,
238,195.8108790036341,7.358714,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,212913.92,
514,195.8109206222381,10.477214,,,,1.0,,,,,,,416430.03,507653.3,461231.28,488646.84,405695.72,462736.62,
120,195.90599048532815,6.0106945,,,,,,,,,,,198852.66,0.0,0.0,0.0,0.0,0.0,
524,195.9059954938324,10.547259,,,,9.0,,,,,,,718314.7,423202.2,869312.8,736440.2,741965.9,604771.9,
239,197.80790849253697,7.358714,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,278545.7,
515,197.80795364831573,10.477214,,,,1.0,,,,,,,526991.1,650403.0,589255.94,642948.5,551406.5,618042.7,
43,212.03529710132958,3.3038132000000004,,,,,,,,,,,3421620.8,3748170.8,4276375.0,2624181.0,2627980.0,8122291.5,
53,212.03530617403942,3.5416800000000004,,,,36.0,,,,,,,17830688.0,17555554.0,23904922.0,21412570.0,21804692.0,13307568.0,
52,213.0386205750481,3.5416800000000004,,,,36.0,,,,,,,2243994.8,2206466.5,2072192.2,2016352.9,2748449.2,1611549.4,
121,214.8799313182052,5.9654403,,,,,,,,,,,777054.6,18351.092,104647.12,34254.535,16127.288,216166.8,
114,214.8799438179956,5.6730065000000005,,,,,,,,,,,59253.155999999995,1096270.8,160118.14,46066.035,29718.564,62085.44,
519,214.88000033078342,10.517284,,,,9.0,,,,,,,2240876.0,2302751.5,3035143.0,2636386.8,2492331.0,2418514.0,
518,216.87681274245708,10.52433,,,,9.0,,,,,,,542881.75,571992.2,913807.4,750112.44,750248.9,579799.5,
532,221.87457251154493,10.627885000000001,,,,,,,,,,,30818.73,145469.84,59150.457,88690.695,57027.152,130703.72,
416,221.87461322091357,8.7569065,,,,20.0,,,,,,,4302809.5,3387031.8,2683969.5,3492918.8,3821850.5,3934483.8,
14,223.0685603643708,0.36650932,,,,24.0,,,,,,,480322.56,596485.7,548220.75,495697.72,493484.0,484886.84,
417,223.8723340271244,8.757902,,,,20.0,,,,,,,3088502.2,2433959.0,1914937.1,2475656.8,2715464.5,2839537.0,
18,226.1027682763411,0.37753797,,,,24.0,,,,,,,361107.12,353441.94,378838.6,412967.75,389183.2,380469.2,
83,227.9666030639626,4.743339499999999,,,,10.0,,,,,,,5891523.0,6017943.5,5813231.5,6005341.0,6061078.0,5632661.0,
85,228.96988573179618,4.7444706,,,,10.0,,,,,,,455355.97,466552.6,481393.84,475169.6,494201.06,457055.28,
84,229.96447912274644,4.743339499999999,,,,10.0,,,,,,,5972596.0,5781962.5,5722285.0,5848943.0,6014812.0,5573851.0,
86,230.9677772555037,4.743339499999999,,,,,,,,,,,474965.25,470160.25,453921.75,483858.34,476722.94,443309.94,
13,233.09734855674893,0.36264578,,,,24.0,,,,,,,611313.3,597634.0,629358.8,666590.0,663811.25,650817.75,
122,241.8989129202428,5.9745083,,,,,,,,,,,1409367.0,383250.94,361964.4,166189.6,262851.7,287083.3,
115,241.89891352800862,5.7071309999999995,,,,,,,,,,,312662.28,2123651.5,284041.6,86545.78,27388.022999999997,58162.074,
523,241.8989626318385,10.539860000000001,,,,9.0,,,,,,,4663717.5,4579208.5,6284843.5,5147601.0,5041547.0,4596702.0,
70,242.17616741792645,4.426087,,,,,,,,,,,480038.28,454237.94,511507.38,522375.4,504428.47,483300.25,
520,243.89929113329254,10.520881,,,,9.0,,,,,,,6553610.0,6795846.5,7655244.5,6969035.0,6564409.5,6755751.5,
410,243.89932356257214,8.741219000000001,,,,20.0,,,,,,,14672924.0,12720903.0,9291765.0,13467087.0,15627318.0,13773033.0,
240,243.899647826956,7.318919999999999,,,,,,,,,,,42743.773,9971.953000000001,0.0,4405.948,123518.81,358852.88,
237,245.89472148006618,7.3460455,,,,,,,,,,,0.0,0.0,0.0,0.0,12518.979,147436.88,
521,245.89479502285008,10.521908999999999,,,,9.0,,,,,,,2501461.5,2561778.0,2937447.2,2629906.8,2501359.0,2476471.0,
409,245.89480691964147,8.739995,,,,20.0,,,,,,,5680209.0,4902264.5,3579810.8,5135748.0,6012013.0,5271789.0,
396,248.89357941463183,8.630674,,,,,,,,,,,2318880.0,2534727.5,1346216.1,1653369.5,1983966.5,2358224.0,
419,248.89358015614934,8.762519000000001,,,,20.0,,,,,,,8269600.5,7263869.0,3567559.0,6804559.0,7615335.5,5037829.0,
472,248.96041813219261,10.139689,,,,,,,,,,,112043.47,98249.945,35018.113,71751.37,41204.66,47797.504,
493,248.96043830907695,10.277659,,,,34.0,,,,,,,395372.56,382511.72,184135.88,376166.06,391951.1,352088.6,
9,248.96045984747184,0.33918014,,,,3.0,,,,,,,963279.6,906977.7,926575.6,982323.4,1034036.3,969359.3,
46,249.02269228003232,3.4943974,,,,,,,,,,,5698965.0,5813781.5,6511280.5,7138089.0,6057187.0,5614002.0,
400,250.89167787409494,8.659953,,,,,,,,,,,1113544.6,1220852.0,563206.94,707755.7,1172566.8,1028378.3,
420,250.89168466314632,8.762807,,,,20.0,,,,,,,3645007.5,3183701.0,1559690.1,2975781.8,3392488.5,2225919.8,
531,255.82212021782604,10.631227,,,,,,,,,,,60793.812000000005,102342.33,24455.1,81597.89,36575.13,135194.53,
512,255.82217325317248,10.475422,,,,1.0,,,,,,,294965.47,303807.34,217025.34,299721.6,269882.94,309278.66,
513,257.81916780407863,10.475422,,,,1.0,,,,,,,290398.2,306270.56,221511.64,282212.28,259929.69,300644.62,
19,262.07947481391386,0.37844148,,,,24.0,,,,,,,659109.8,799569.8,738057.6,701390.56,723979.0,671318.6,
67,263.0383441878707,4.26893,,,,,,,,,,,334334.7,336773.84,338962.12,334074.97,347975.78,330672.06,
40,265.0176215825088,2.838336,,,,,,,,,,,1788778.2,1756093.1,1804213.6,1898654.8,1947526.1,1767804.5,
42,265.0176256570746,3.1784494,,,,,,,,,,,3243903.8,3229426.2,3361603.5,3506202.0,3461896.0,3214153.5,
125,265.14790213326955,6.0216117,,,,,,,,,,,215177.77,334637.03,267299.5,374269.12,580032.0,434567.06,
87,266.98884551493967,4.7584349999999995,,,,44.0,,,,,,,1532154.0,1433375.8,1564325.8,1564100.5,1691425.6,1368003.4,
88,268.98573880660456,4.7584349999999995,,,,44.0,,,,,,,515641.25,468511.84,501102.9,503915.84,568111.9,455835.0,
33,271.06163410171484,0.8754742,,,,,,,,,,,4884772.0,4853439.5,4846559.0,4969007.0,5095256.5,4656125.0,
28,271.0616593049216,0.40060607,,,,,,,,,,,924435.8,879301.3,873082.6,948062.25,925896.7,867526.25,
193,271.22785629881906,7.018611999999999,,,,,,,,,,,64508.71,58428.78,118706.45,98047.625,107667.586,98072.875,
220,271.22786435868716,7.229287599999999,,,,,,,,,,,19309.414,33448.957,73908.44,69348.53,110824.055,44293.64,
126,271.22787430651715,6.056946,,,,,,,,,,,179300.84,184062.06,279240.7,277827.47,326082.88,254945.56,
136,271.22787884681696,6.392608,,,,,,,,,,,202246.3,184839.61,264274.88,263794.22,311101.3,241514.03,
17,272.10828865116315,0.37661377,,,,24.0,,,,,,,841523.7,791669.5,831310.8,851977.94,845000.75,823041.8,
305,281.2486006261194,7.94325,,,,,,,,,,,137909.22,108783.414,222513.66,199619.6,400204.72,223156.5,
69,282.9837372967563,4.397807599999999,,,,,,,,,,,375756.44,343759.22,370305.62,380487.2,397801.0,353557.5,
26,289.09848075967585,0.3876475,,,,24.0,,,,,,,1153654.1,1031827.6,1109683.6,1118958.0,1145056.0,1065534.8,
157,295.2279135421632,6.7693076,,,,,,,,,,,420324.03,549700.3,631339.94,573447.8,635072.9,733403.8,
196,297.2435508374394,7.0478415,,,,,,,,,,,32786.95,28557.66,56909.25,43815.324,56548.3,42907.765999999996,
142,297.24355241807206,6.478481299999999,,,,,,,,,,,104478.22,93903.914,149994.95,160622.97,184996.92,140608.97,
147,297.2435677080124,6.609503299999999,,,,40.0,,,,,,,385062.38,363034.72,553358.75,600157.56,705437.75,588924.56,
159,297.24357008258994,6.704680000000001,,,,17.0,,,,,,,280110.88,239790.31,400498.0,372513.88,512959.03,388409.72,
173,297.2435776582378,6.826378,,,,30.0,,,,,,,36413.973,30483.068,48026.387,57152.348,64958.69,48204.07,
278,299.2591793775653,7.777024000000001,,,,,,,,,,,12159.191,19315.688000000002,43960.195,35544.168,96527.62,20990.783,
262,299.2592260511668,7.5998,,,,6.0,,,,,,,297108.78,239503.39,421545.0,369512.75,517657.3,436065.16,
179,299.25922792882125,6.900403999999999,,,,,,,,,,,789359.4,733682.94,1204776.1,1174472.4,1381080.1,1129585.2,
153,299.2592365994385,6.675609599999999,,,,22.0,,,,,,,2094375.1,1817782.5,2937125.0,2709577.8,3388781.8,2726822.8,
154,300.2625844298368,6.675609599999999,,,,22.0,,,,,,,394256.47,345632.2,565846.94,511833.75,635136.06,537180.06,
61,309.10142578186174,4.020803,,,,,,,,,,,404056.2,433316.62,418910.75,455709.44,441297.62,392178.34,
459,311.168679779684,9.444360000000001,,,,,,,,,,,76428.63,67057.34,67225.58,110041.03,211164.33,211513.47,
444,311.16869536895217,9.010442,,,,29.0,,,,,,,224110.19,258527.77,180884.67,247323.53,225288.6,196495.12,
478,311.16870942543187,10.20647,,,,59.0,,,,,,,173285.05,171960.8,188954.6,197420.22,215316.81,191683.5,
151,311.1687203763106,6.6372657,,,,,,,,,,,769201.5,773490.06,632229.8,738139.0,1119345.5,845185.9,
145,311.1687235365664,6.529794,,,,,,,,,,,996377.56,1255999.0,995405.9,1003052.06,1737269.8,1040250.3,
36,312.98466101436424,2.3502579,,,,,,,,,,,561715.5,437972.34,553584.25,580004.7,218778.83,418454.12,
37,312.98466757965303,2.4480286,,,,,,,,,,,670231.4,598033.9,704221.75,753471.06,634447.7,611823.4,
118,315.2541237345447,5.799139,,,,,,,,,,,66822.36,73704.15,113872.086,110068.73,116824.41,104149.8,
128,315.25414046941864,6.138806,,,,,,,,,,,236347.86,236993.67,361821.16,373300.53,427414.44,343795.9,
124,315.254159488383,6.017578,,,,,,,,,,,74739.94,78217.82,105349.055,109997.96,115011.51,107926.07,
494,316.94794861308395,10.277659,,,,34.0,,,,,,,344075.06,345310.56,151951.83,326638.56,350349.56,326094.44,
473,316.9479590585171,10.151832,,,,,,,,,,,51434.29,38119.51,11392.77,31175.396,5503.085,7159.04,
8,316.94796592460233,0.33738446,,,,3.0,,,,,,,982255.5,908026.2,916360.94,1002450.1,1074152.4,1006210.8,
457,325.1843385058635,9.444131,,,,,,,,,,,26891.41,46387.566,38657.12,80424.0,101063.88,62154.918,
442,325.1843587167137,9.009046000000001,,,,,,,,,,,159171.53,139450.98,118983.73,162159.38,143837.53,111838.32,
480,325.18437006873575,10.207733000000001,,,,,,,,,,,154833.58,163299.58,148979.88,197828.03,181915.69,174655.28,
188,325.1843747681714,7.0209503,,,,,,,,,,,559043.25,558431.06,758548.06,519320.16,681455.2,277759.88,
212,325.1843865169181,7.229982400000001,,,,,,,,,,,375933.88,362097.4,393951.2,241712.52,771818.06,331451.84,
231,327.1270301016229,7.301024000000001,,,,,,,,,,,428707.94,333891.16,280441.53,399933.0,684717.25,579598.2,
526,328.97956589560124,10.591872,,,,26.0,,,,,,,442171.1,543012.0,400000.22,487285.2,548118.2,457513.5,
35,328.97959164710693,2.1292303,,,,27.0,,,,,,,1454756.1,1513403.1,1310277.0,1499955.2,1595063.4,1189924.5,
76,341.04862923962213,4.5564184,,,,53.0,,,,,,,701846.44,670896.1,722180.4,792894.0,816816.8,743425.94,
24,353.14887519530953,0.38391948,,,,24.0,,,,,,,369728.75,315110.12,332973.78,393006.06,383708.66,353553.8,
283,355.15795009163367,7.840021000000001,,,,19.0,,,,,,,2858076.0,2272267.5,3440768.8,3351975.0,5181977.5,3674641.2,
39,370.9898093223264,2.8016424,,,,,,,,,,,805295.6,829210.56,822651.94,883595.7,919898.0,803970.94,
38,373.00550565223847,2.7085733,,,,,,,,,,,2072115.2,2038214.5,2117403.2,2261907.5,2257010.2,2000419.6,
307,379.1792401635737,7.9432350000000005,,,,7.0,,,,,,,316152.62,266839.94,381260.9,358373.75,614135.0,443947.94,
308,381.1736626266668,7.944165700000001,,,,7.0,,,,,,,6593789.0,5209654.5,8107919.0,7877719.0,12026891.0,8592809.0,
347,381.1948761032508,8.283487,,,,,,,,,,,125091.016,125871.17,165887.3,177994.14,290946.12,198975.56,
310,383.17777564514563,7.943258999999999,,,,7.0,,,,,,,254442.86,215492.33,285564.53,294294.9,487479.2,327749.84,
475,383.1892838236165,10.189541,,,,,,,,,,,29500.152000000002,34966.832,29413.076,36388.805,37014.375,26903.352000000003,
355,383.18931499854597,8.283488,,,,5.0,,,,,,,2595960.8,2588815.5,3431904.0,3692568.0,6036727.5,4178555.2,
495,384.93505581643035,10.277659,,,,34.0,,,,,,,201405.95,219447.92,75577.51,199189.25,214829.25,186446.88,
7,384.9351287650711,0.33558103,,,,3.0,,,,,,,637488.6,615176.9,603830.44,691899.6,692712.7,701867.5,
20,389.1256989392917,0.37936652,,,,24.0,,,,,,,546580.4,637008.75,621736.0,560628.25,599286.75,575237.25,
101,396.21542364311006,5.103349,,,,21.0,,,,,,,1713910.9,2022226.1,2664107.2,2503025.2,2768363.8,2769893.5,
96,396.21542828396576,4.9900575,,,,23.0,,,,,,,536284.44,536196.6,860017.2,740217.94,909457.56,775604.8,
41,397.0055011554097,3.141423,,,,,,,,,,,283622.03,267538.84,277513.25,308673.44,328452.97,286838.56,
102,397.2188682332017,5.102019,,,,21.0,,,,,,,307468.3,378384.84,487880.6,467414.12,515677.44,516834.34,
97,397.21895775256445,4.992511299999999,,,,23.0,,,,,,,94906.47,87854.71,154899.89,129222.67,152305.28,131348.61,
22,398.1511020167369,0.3820829,,,,24.0,,,,,,,482397.6,442268.3,447440.9,513029.78,486494.88,460573.9,
23,399.15446334783366,0.3821055,,,,24.0,,,,,,,4643071.0,4238338.0,4533652.5,4894168.5,4903829.0,4525162.0,
77,404.04435869509666,4.5564184,,,,53.0,,,,,,,442972.72,439266.12,424463.94,455719.66,483724.84,416306.72,
55,405.01066131824797,3.6173146000000003,,,,12.0,,,,,,,17732686.0,18451498.0,18434394.0,19822306.0,18889106.0,17837680.0,
58,406.0137647182265,3.6163437000000007,,,,,,,,,,,3264432.2,3477415.8,3389216.0,3475198.2,3620992.2,3651887.2,
56,407.004423867314,3.6182225,,,,12.0,,,,,,,1193888.5,1242179.9,1281137.4,1322946.8,1335789.1,1229078.0,
25,416.1446715870285,0.38675258,,,,24.0,,,,,,,857928.5,705604.56,945461.4,932747.5,1006542.1,943294.25,
44,421.00555004881215,3.3112009,,,,,,,,,,,91984.9,90758.24,70437.49,98081.66,92237.8,75894.35,
60,421.0055578085717,3.8595187999999996,,,,,,,,,,,480279.0,540589.8,443327.6,611304.6,512986.97,452269.94,
45,421.0055750503502,3.4138029000000003,,,,,,,,,,,2830852.0,2951293.8,3124854.5,3007057.0,3235767.2,2806243.8,
64,421.1866547913684,4.150329,,,,,,,,,,,804098.2,827446.75,1119469.9,1082717.2,1159734.9,977752.5,
218,421.2264237291794,7.218357000000001,,,,,,,,,,,1348720.8,1403334.5,1493304.9,1652126.1,1746980.5,1459535.8,
78,422.9767832288407,4.5591197,,,,53.0,,,,,,,751914.5,734784.56,758518.5,806322.4,861216.7,766555.3,
103,424.246794258981,5.149030000000001,,,,,,,,,,,75855.96,97692.4,140379.11,136443.75,162407.5,57278.75,
106,424.2468009160836,5.207791,,,,,,,,,,,83637.05,105727.13,167982.31,166561.53,174595.0,161953.9,
109,424.2468447595301,5.5557246,,,,,,,,,,,500993.0,550030.4,747729.56,677006.1,804076.6,756293.56,
112,424.24685197769236,5.663408,,,,,,,,,,,2058347.2,2297666.8,3030540.5,2755784.8,3059949.2,3118588.8,
94,426.967781708229,4.9745574,,,,54.0,,,,,,,10561936.0,7965541.0,7325502.0,6838806.0,10754062.0,9637257.0,
95,428.96239557032203,4.9745574,,,,54.0,,,,,,,396905.7,301377.62,277538.94,255801.28,403793.75,366830.4,
248,430.3172170241128,7.4432415999999995,,,,,,,,,,,269242.6,233764.14,261921.45,194768.66,272284.72,276016.75,
255,430.3172287750592,7.504605000000001,,,,,,,,,,,239915.45,175791.03,348568.34,323159.4,476947.94,319809.8,
66,447.02126948007196,4.208774,,,,,,,,,,,316512.9,337806.3,333403.84,354109.1,339719.78,332371.66,
246,447.30746512388833,7.4581656,,,,,,,,,,,111865.5,111149.055,139272.64,124374.266,169792.36,174851.34,
256,447.3074663297229,7.528452400000001,,,,,,,,,,,214176.55,176432.45,368815.66,296290.47,421367.6,308145.88,
127,452.2781738331027,6.128076999999999,,,,,,,,,,,628842.3,693850.94,879089.5,804992.2,930154.94,912900.4,
130,452.2781758090923,6.2370815,,,,,,,,,,,3698379.8,4007478.8,4780195.5,4650945.5,5552533.5,5394294.0,
