"","filter","GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML","GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML","GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML","GF_S4_MC_RCG_1_neg_20210511_Run71.mzML","GF_S4_MC_RCG_2_neg_20210511_Run91.mzML","GF_S4_MC_RCG_3_neg_20210511_Run171.mzML"
"3497/695.4657mz/10.19min",1502890.3,2996697,1171727.6,964209.6,1600944.6,2124178.8,1404836
"3498/563.3354mz/10.19min",273378.055,371834.34,209335.95,337420.16,185765.94,1083824.9,149194.16
"3499/697.4808mz/10.2min",1447255,1984186,553283.75,1055839,1515022.5,2803883,1379487.5
"3500/671.4661mz/10.2min",7251663,8971754,3260661.8,4964739.5,7825312,19311988,6678014
"3502/713.4763mz/10.2min",567153.75,2832582.5,401357.4,497180.94,637126.56,4515559.5,133690.06
"3503/699.496mz/10.2min",703438.35,806913.6,393672.47,992188.56,471366.03,599963.1,1000919.06
"3504/769.5015mz/10.22min",102899.802,192544.16,31020.264,640.4125,174779.34,3202.0625,418823.1
"3505/657.4504mz/10.19min",121392.385,351041.66,57261.266,137815.42,104969.35,188718.23,59325.83
"3507/590.4461mz/10.2min",341817.905,382652.03,26358.966,2072401.9,131794.83,300983.78,1523937.9
"3508/731.4861mz/10.21min",366839.57,3397469.8,87531.69,3259649,247712.86,62316.434,485966.28
"3509/575.4344mz/10.19min",210358.965,516416.47,15999.798,79998.99,105077.81,315640.12,2142300.8
"3510/742.5032mz/10.22min",234470.995,930218.06,250391.66,137804.61,737283.6,27560.922,218550.33
"3511/766.5029mz/10.22min",140633.5925,316853.22,392836.9,123878.125,19114.218,157389.06,95571.09
"3512/265.1478mz/10.22min",142425.73,151962.02,100568.336,132889.44,101288.445,163023.55,179203.25
"3513/745.5011mz/10.21min",92656.87,8043.1828,40215.914,113123.41,72190.33,288992.88,211882.88
"3516/618.4772mz/10.26min",43358.4,72264,14452.8,92795.25,14452.8,14452.8,2595601
"3518/857.5182mz/10.25min",132165.865,379247.06,25955.986,129779.93,25955.986,134551.8,1422227.6
"3520/861.5477mz/10.25min",97619.405,77855.2,7203.84,152861.02,117383.61,1440.768,854477.56
"3521/112.9856mz/10.25min",8022928.75,7174000.5,9858635,8412541,9385620,7633316.5,6052126
"3522/833.5188mz/10.25min",3436567.15,6462746.5,1852153.9,3695594.8,5040133.5,1549332,3177539.5
"3524/714.5087mz/10.27min",341725.12,257372.86,426077.38,477023.34,3365.322,3402779.5,143074.69
"3525/580.2347mz/10.26min",6370.4316,103500.05,31852.158,6370.4316,6370.4316,6370.4316,6370.4316
"3527/134.8946mz/10.26min",1252177.15,1557011.1,618113.5,1303811.8,1369707.8,1006661.6,1200542.5
"3529/248.9604mz/10.28min",15281.7138,5093.9046,65649.61,25469.523,29641.219,5093.9046,5093.9046
"3531/480.3093mz/10.31min",222602.025,2505165.2,2134057.8,300873.53,144330.52,144275.25,28855.05
"3532/265.1478mz/10.3min",76939.7525,66928.7,82483.945,91108.73,52313.934,71395.56,92574.84
"3533/153.8685mz/10.34min",483619.065,307355.9,459138.53,715053.7,407901.53,508099.6,753866.44
"3535/195.811mz/10.35min",1098707.5,306825.84,4624509.5,3461823.8,439334.5,190120.89,1758080.5
"3536/197.8079mz/10.35min",1368884.6,393297.44,5625415,4225007,576795.4,245618.4,2160973.8
"3537/199.8049mz/10.35min",641680.46,171295.34,2673709.2,2013623.2,257344.12,106154.99,1026016.8
"3538/201.8019mz/10.35min",117015.185,10648.98,561224.6,417770.56,32833.35,10762.683,201197.02
"3539/255.8221mz/10.38min",35014.4436,11671.4812,381973.75,217315.8,11671.4812,11671.4812,58357.406
"3540/257.8191mz/10.38min",36100.44,12033.48,380994.94,221541.47,12033.48,12033.48,60167.4
"3541/164.836mz/10.4min",240016.665,131207.27,1031283.2,589930.5,69232.89,42295.36,348826.06
"3542/160.842mz/10.4min",1477576,1662492.4,3668874,2193537.2,264943.22,359184.97,1292659.6
"3543/162.8391mz/10.4min",1374710.4,1511034.6,3418224,2078365,258611.27,204380.19,1238386.2
"3544/190.9285mz/10.42min",327673.205,336574.88,472112.1,423801.8,269304.75,226364.53,318771.53
"3545/297.1528mz/10.47min",218418.49,295432.12,102893.2,175022.08,119352.79,264773.2,261814.9
"3546/112.9856mz/10.49min",4409341.25,2785912.8,3218155.8,4291614.5,5372834.5,4527068,4665358.5
"3547/355.3217mz/10.53min",219021.955,179123.86,747355.7,258920.05,58934.637,100509.14,457431.75
"3549/304.9139mz/10.59min",1937363.6,1909471.8,2270285.8,2244717.5,1576890,1581152.2,1965255.4
"3550/174.956mz/10.59min",16089718.5,16053025,16746572,17184108,14353093,15208972,16126412
"3552/355.3217mz/10.68min",130878.883,113519.766,31679.625,26763.488,148238,345408.4,1097289.2
"3553/501.1765mz/10.78min",1232573.85,7091658,675482.9,346685.47,1789664.8,227394.75,2665443.5
"3554/355.3217mz/10.74min",431639.45,1204310.1,82961,31450.477,916761.3,780317.9,74535.68
"3555/187.0976mz/10.83min",9423.8435,1055.3236,5276.618,1055.3236,20488.865,13571.069,20829.736
"3557/157.0118mz/10.87min",133386.012,44462.004,44462.004,44462.004,222310.02,263774.12,760847.5
"3560/293.2121mz/10.93min",5188.2752,143723.78,877.40488,8152.7314,4387.0244,4904.17,5472.3804
"3561/501.1766mz/10.91min",537352.61,2306557,321349.03,434781.12,639924.1,1588720.8,257510.84
"3562/295.2276mz/10.98min",8127.7571,166990.03,1023.35772,34123.707,10970.462,5116.7886,5285.0522
"3564/355.3216mz/10.94min",108556.515,122287.98,53228.5,455015.66,94825.05,148639.02,56688.29
"3565/96.9601mz/11.03min",4020978.7,4233357,4068568.2,4609185.5,3672435.5,3973389.2,3909973.5
"3566/501.1765mz/11.08min",639862.5,1714320.1,624881.94,2151044,439207.12,334012.1,654843.06
