"","filter","GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML","GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML","GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML","GF_S4_MC_RCG_1_neg_20210511_Run71.mzML","GF_S4_MC_RCG_2_neg_20210511_Run91.mzML","GF_S4_MC_RCG_3_neg_20210511_Run171.mzML"
"2689/668.3668mz/5.36min",500697.5735,10607.207,2121.4414,39080.207,1027826.56,962314.94,1690812.5
"2690/452.2766mz/5.39min",84357.2,160407.3,88762.16,200417.27,51997.34,56879.656,79952.24
"2691/285.2071mz/5.4min",138232.25,152769.64,108512.41,168362.36,133025.45,115233.16,143439.05
"2692/313.2383mz/5.4min",1773771.4,1015218.2,762213.25,1679448.4,2148158.2,1868094.4,2019846.2
"2693/314.2417mz/5.4min",286825.025,192678.33,148628.78,224600.75,534525.1,349049.3,385803.7
"2694/381.2645mz/5.43min",285579,435248.75,294600.44,211675.19,597735.7,256985.89,276557.56
"2695/343.2124mz/5.43min",318962.475,181825.06,74055.984,273737.75,412997.66,364187.2,404452.97
"2696/384.1928mz/5.44min",14155.961,34873,13241.266,40442.242,2648.2532,15070.656,2648.2532
"2697/293.1746mz/5.45min",101586.599,22824.98,19671.516,32454.398,215298.78,170718.8,265097.66
"2698/410.3023mz/5.45min",328210.93,413765.38,474277.88,519216.03,213349.66,242656.48,201152.92
"2701/271.1915mz/5.45min",864363.03,361445.2,300504.94,462533.66,1423960.6,1357403.8,1266192.4
"2702/603.1918mz/5.49min",20110.67,100553.35,20110.67,20110.67,20110.67,20110.67,20110.67
"2703/381.2645mz/5.49min",426496.36,482022.44,276716.84,477161.47,586327.2,369385.34,375831.25
"2704/363.1789mz/5.49min",34793.3565,30445.145,31678.523,31524.037,41579.633,37908.19,47923.09
"2705/295.1913mz/5.49min",2255616.5,1926689.5,1409396.6,1976618.8,2694658,2534614.2,2655869.5
"2706/296.1947mz/5.49min",387964.91,331320.88,246252.34,338018.16,466436.56,437911.66,453343.72
"2707/215.1651mz/5.5min",2418982,2952896,2399725.8,3149015.5,2435245.8,2317361.5,2402718.2
"2708/313.2384mz/5.52min",5096762.25,4794601.5,3471448.8,5003185,5269146.5,5190339.5,5689172.5
"2709/293.2122mz/5.53min",85267.872,28422.624,28422.624,28422.624,172190.23,142113.12,186331.94
"2710/285.2071mz/5.55min",238182.9,182442.64,153164.7,237911.64,242767.4,238454.16,257599.98
"2711/290.1186mz/5.55min",138982.96,297711.2,147314.67,320681.06,93605.88,130651.25,80169.89
"2712/311.2228mz/5.56min",2494260.3,2191786.2,1876551,2317404.8,3071577.5,2671115.8,3067934.2
"2713/301.2383mz/5.56min",71455.395,71685.84,44887.465,73001.34,71224.95,71977.71,68097.9
"2714/312.2262mz/5.56min",452845.92,427772.78,317694.84,442725.5,516633.1,462966.34,510151.7
"2717/729.4278mz/5.58min",358388.94,597314.9,659073.6,726018,119462.98,119462.98,119462.98
"2718/775.4336mz/5.58min",545971.406,1088182.9,1143676.9,1344313.5,751.9824,3759.912,751.9824
"2719/765.4046mz/5.58min",191749.764,508688.12,319582.94,388368.56,63916.588,63916.588,63916.588
"2720/313.2384mz/5.59min",7650690.5,9080639,6676161.5,9523663,7709813.5,7421843,7591567.5
"2721/341.2696mz/5.61min",36500.931,30274.04,16572.02,41952.55,34144.832,38857.03,47619.598
"2722/303.2176mz/5.62min",444204.2,383420.78,304375.5,439921.34,882923.44,915528.8,448487.06
"2723/307.1914mz/5.62min",67319.019,50956.938,8182.968,40914.84,152232.75,119395.42,83681.1
"2725/208.0978mz/5.64min",8530.3632,464634.5,2843.4544,2843.4544,89924.42,2843.4544,14217.272
"2726/688.3465mz/5.64min",75113.995,247422.58,92144.1,267964.44,44099.33,58083.89,40541.48
"2727/366.2647mz/5.68min",23225.1588,7741.7196,7741.7196,7741.7196,270849.84,38708.598,39376.76
"2728/424.2469mz/5.61min",662118.25,1128392,976653.8,1276188.9,295669.44,347582.7,251644.55
"2730/257.2122mz/5.67min",45121.707,13896.371,2779.2742,20152.398,70091.016,94825.56,106520.26
"2732/438.2624mz/5.71min",64641.924,21547.308,21547.308,21547.308,112048.11,107736.54,124368.54
"2733/269.2122mz/5.78min",179416.7,105531.89,171834.39,178461.28,269091.97,185678.28,180372.12
"2734/603.1919mz/5.76min",10664.9904,195773,17774.984,129765.55,3554.9968,3554.9968,3554.9968
"2735/339.1634mz/5.73min",200947.3475,58419.355,19684.508,38235.348,451046.3,538436.5,343475.34
"2736/215.1652mz/5.74min",981033.12,905538.25,695930.5,1012107.8,1021862.75,977864.8,984201.44
"2738/366.2648mz/5.74min",237206.85,79068.95,79068.95,79068.95,395344.75,460643.9,443643.6
"2739/391.2853mz/5.74min",503387.22,424081.88,313630.3,490530.1,516244.34,595168.6,658303.56
"2741/285.2071mz/5.75min",344237.795,196513.69,139474.6,259743.06,465023.44,428732.53,432231.47
"2742/527.2426mz/5.76min",93351.265,117859.62,77596.86,53157.21,135695.39,109105.67,59412.516
"2743/491.2662mz/5.76min",740118.06,725984.2,823371.06,731937.06,757464.06,748299.06,640856.44
"2744/243.1964mz/5.77min",86848.6475,32256.61,20899.023,33852.465,139844.83,159333.12,158076.69
"2745/315.2539mz/5.77min",962207.3,994290.56,761130.4,1155390.5,942415.2,937147.06,981999.4
"2746/383.176mz/5.78min",923515.14,2107819.8,1504350.5,2852023,167899.73,342679.78,324872.84
"2747/293.176mz/5.78min",211749.235,176732.55,140441.11,146020.53,262181.12,246765.92,267792.44
"2749/347.1993mz/5.79min",515513.905,1136354.5,834852.25,1705984.1,71548.73,196175.56,160072.16
"2750/229.1808mz/5.8min",2653229.2,3792888.5,2997531.2,4189339.8,2173489.5,2270820.2,2308927.2
"2752/322.1658mz/5.82min",102726.895,454654.22,14927.416,62574.45,142879.34,2985.4832,213420.33
"2753/571.1654mz/5.85min",466558.7,1257212,655342,332088.5,164331.58,601028.9,241626.64
"2754/269.2122mz/5.83min",501677.65,526000.7,511700.3,744949.44,447346.66,472171.6,491655
"2755/438.2623mz/5.84min",1034060.27,45192.2,1504976.9,4907285.5,992875.94,671396.9,1075244.6
"2756/365.2695mz/5.84min",655738.73,737115.25,550010.5,821115.06,574707.9,643502.56,667974.9
"2757/381.2645mz/5.85min",524925.965,547736.1,290189.56,560765.06,497795.84,519334.03,530517.9
"2759/603.1919mz/5.85min",12564.8682,420512.72,20941.447,130288.32,4188.2894,4188.2894,4188.2894
"2760/131.0713mz/5.88min",23116.9875,7099.592,19735.145,27779.94,141166.31,26498.83,16086.546
"2761/390.2397mz/5.88min",8582.607,9978.452,1437.3524,1437.3524,280863.62,27818.209,7186.762
"2762/315.2538mz/5.88min",3184423.25,5300918.5,3915712,5723579.5,2174301.2,2453134.5,2254267.8
"2763/309.2071mz/5.89min",298045.86,246112.11,137326.52,278410.97,354808.8,317680.75,351709.1
"2764/293.2122mz/5.89min",14462990,16981744,12667083,15699618,13527766,14656493,14269487
"2765/361.1995mz/5.89min",579416.45,579760,586592.1,574330.9,504713.25,586440,579072.9
"2766/285.2071mz/5.89min",59514.177,73420.87,33897.504,109177.29,59196.184,59832.17,57656.617
"2767/249.1495mz/5.9min",110567.157,134540.36,148576.67,128696.984,76573.09,92437.33,83276.36
"2768/265.1478mz/5.95min",9002336,5010490,5316541.5,8514779,11235466,9489893,10620202
"2770/347.1992mz/5.83min",199517.844,446869.38,346691.25,974084.9,9087.785,52344.438,29933.516
"2771/337.2054mz/5.95min",5582.0658,1860.6886,1860.6886,2807549.8,1860.6886,9303.443,1402957.4
"2773/383.176mz/5.88min",408893.145,954472.06,667644.9,1095681.8,84381.78,133448.34,150141.39
"2776/297.1527mz/5.96min",597757.23,1187730.9,558555.4,636959.06,249778.02,828208.94,503245.06
"2777/381.2645mz/5.95min",92776.907,96465.69,57753.543,94335.164,90289.49,97284.7,91218.65
"2778/365.2695mz/5.97min",670325.2,752234.2,558242.6,864840.75,554796.3,667214,673436.4
"2779/438.2623mz/5.92min",1743246.635,4324619,3936567.8,2980804.8,362133.78,505688.47,333886.44
"2780/415.2813mz/5.98min",256364.983,574719.3,439529.38,820431.56,60914.766,73200.586,60265.484
"2781/271.2278mz/6.0min",1531944.4,1459926.9,1121663.4,1617769.8,1449907,1603961.9,1672747
"2784/613.3804mz/6.01min",372747.5,593892.56,674624.3,751263.7,103312.74,151602.44,96751.02
"2785/311.2227mz/6.02min",404982,266931.75,167781.89,360361.03,543616.8,449602.97,503858
"2786/239.0673mz/6.03min",239493.025,1887747.8,299495.53,142542.11,179490.52,50419.25,617312.9
"2787/699.381mz/6.04min",39114.162,13038.054,13038.054,13038.054,65191.46,65190.27,65716.9
"2789/341.2695mz/6.08min",40191.587,22150.586,4430.1172,26511.69,53871.484,120561.68,127762.51
"2790/452.2783mz/6.1min",106804.335,24102.227,37470.57,3784.171,242163.17,194733.27,176138.1
"2791/229.1808mz/6.09min",65014.241,74686.42,50031.15,83618.055,59443.04,62563.902,67464.58
"2792/365.2694mz/6.11min",34952.1715,48421.73,29327.133,60434.65,26380.22,35243.14,34661.203
"2793/293.2123mz/6.09min",60308.2265,48740.582,64568.707,167271.95,56047.746,54701.594,91675.02
"2794/337.2054mz/6.15min",2863648.4,5349906.5,3970207,7175572,1380079.1,1757089.8,276015.82
"2795/347.1991mz/6.16min",75495.8275,210046.3,140415.8,249420.12,760.37846,3801.8923,10575.855
"2796/383.1761mz/6.16min",275678.76,664116.4,487254.8,770198.3,10604.507,53022.535,64102.72
"2799/311.2226mz/6.11min",168681.4975,237897.75,84121.375,226789.12,110573.875,69159.55,228646.28
"2800/296.231mz/6.16min",2870273.8,3483629.8,3803238.8,3759440.2,1750491.4,2029715.4,2256917.8
"2801/363.2153mz/6.16min",609750.095,675006.94,762374.2,812625.4,395405.84,544493.25,481795.5
"2802/295.2277mz/6.17min",15470935.5,18086814,19603618,19448428,10243671,12855057,11820308
"2806/448.2736mz/6.17min",744323.32,1165068,1096729.8,1183288.8,268949.9,391916.84,326912.53
"2808/249.1495mz/6.19min",130340.7,26192.207,5238.4414,56208.5,226353.1,325648,204472.9
"2809/699.3811mz/6.19min",418149.48,139383.16,139383.16,139383.16,741302.06,742950.5,696915.8
"2810/452.2781mz/6.21min",1323096,174150.97,194361,1661116.5,1335872.8,1310319.2,1419737.1
"2811/243.1964mz/6.21min",5657803.1,9247052,8882738,10117740,2097671.8,2432868.2,2079821.2
"2812/311.1838mz/6.21min",234768.755,396598.34,527542.94,391940.03,69194.305,77597.48,58086.406
"2814/429.2967mz/6.22min",1084620.04,2466573.2,1821934.8,3266246.8,288134.12,347305.28,287852.8
"2815/271.2278mz/6.24min",133424.32,139073.6,107249.67,141654.14,116339.086,153041.61,127775.04
"2816/571.2889mz/6.29min",2546.6708,2546.6708,2546.6708,2546.6708,2546.6708,12733.354,695056.1
"2817/298.2466mz/6.26min",121578.051,174047.64,119806.016,193716.84,88298.96,123350.086,42658.043
"2818/297.2432mz/6.25min",678262.58,909789.7,712619.6,1027683.06,454203.66,643905.56,504124.66
"2821/201.1132mz/6.25min",30328.122,50546.87,53849.504,52869.1,10109.374,10109.374,10109.374
"2822/227.129mz/6.25min",132343.63,223560.52,218073.17,224521.66,30785.59,46614.09,28803.393
"2823/603.1917mz/6.26min",2473.6056,83745.17,12368.028,2473.6056,2473.6056,2473.6056,2473.6056
"2824/663.2131mz/6.26min",68543.8615,540907.5,228936.16,112763.76,4864.7926,24323.963,4864.7926
"2825/329.2334mz/6.28min",30578.3508,10192.7836,10192.7836,10192.7836,50963.918,56595.324,54248.52
"2826/313.2384mz/6.32min",135627.32,83093.64,53843.375,163042.94,127055.83,144198.81,192043.25
"2827/293.2123mz/6.32min",314104.97,406885.3,209890.6,320791.47,307418.47,282300.88,338821.53
"2828/311.1686mz/6.38min",2809219,3912608.8,2447220.8,2858474,2759964,3497176.8,2514782
"2829/271.2278mz/6.33min",102355.1955,124251.63,103636.266,160083.27,99412.63,100744.74,101074.125
"2830/257.2122mz/6.33min",56547.2105,77725.32,54130.754,92874.57,46020.035,54267.855,58826.566
"2831/437.3118mz/6.34min",297979.38,454169.28,497782.38,498257.3,113079.695,141789.48,106949.375
"2832/269.2122mz/6.42min",49669.896,81279.1,58671.71,88542.86,33018.766,40668.082,35175.234
"2833/394.2727mz/6.35min",112370.795,180374.92,89871.125,104219.96,120521.63,125456.03,100397.88
"2834/297.2434mz/6.36min",2228061.65,2850182.5,2323757.8,2971732.8,1739537.1,2132365.5,2042658
"2835/328.2492mz/6.37min",385671.085,652960.5,498936.2,1016896.3,220208.44,272405.97,259027.95
"2836/343.2853mz/6.39min",44192.7775,56900.977,40073.1,70949.945,32145.01,45312.617,43072.938
"2837/351.221mz/6.48min",7901292.5,14696427,11269482,21156054,3504132.8,4533103,3554301.5
"2838/371.3166mz/6.44min",26453.8365,18322.564,11156.621,30911.56,21996.113,32706.158,48597.63
"2841/243.1964mz/6.44min",691957.93,724601.1,600654.3,794092.5,621827.94,714231.3,669684.56
"2842/271.2278mz/6.44min",254604.745,348845.53,290844.88,398118.62,205067.6,218364.61,209271.66
"2843/293.2123mz/6.41min",115467.028,112524.29,53978.184,43448.504,162559.55,118409.766,152114.78
"2844/469.2571mz/6.43min",190692.97,737394.2,1910304.2,24408.492,150613.64,230772.3,45208.625
"2845/297.2434mz/6.46min",3848291.1,6158206,6461262.5,8070792.5,1121986.4,1507254.8,1538376.2
"2846/452.2782mz/6.46min",4255664.53,9058363,7918479.5,10198748,32629.678,592849.56,163148.39
"2847/257.2122mz/6.51min",2038298,3132429.8,3095564.8,3677736.2,495471.3,536843.1,981031.2
"2848/637.1418mz/6.49min",268919.685,361261.28,275030.03,368398.2,251316.53,198750.92,262809.34
"2850/295.2277mz/6.53min",151422.0325,184644.69,207005.3,248973.83,13907.0625,79066.99,118199.375
"2853/371.3165mz/6.54min",91798.185,77726.87,63742.22,107969.81,84754.9,98841.47,129453.72
"2855/571.2889mz/6.55min",95648.912,95648.912,95648.912,95648.912,682113.2,478244.56,95648.912
"2856/269.2122mz/6.57min",212090.165,261938.55,222713,299108,201467.33,189320.84,176537.75
"2857/295.2278mz/6.67min",206904.495,200902.83,476678.34,393312.56,34389.496,211017.27,202791.72
"2858/701.1544mz/6.58min",181483.635,228548.81,197517.61,232716.75,165449.66,126500.05,151131.34
"2859/299.2591mz/6.58min",717982.95,501373.1,469235.2,509627.3,926338.6,1114613.6,1077421.6
"2861/452.2783mz/6.56min",841567.16,5767367,3397105,1289657.2,393477.12,305787.53,61157.506
"2863/342.2648mz/6.61min",462995.785,727042.3,603878.6,1126337.6,213728.86,322112.97,243799.3
"2864/249.1496mz/6.62min",316661.255,520010.66,222928.84,254568.83,514860.12,256597.61,376724.9
"2865/555.2844mz/6.6min",57057.994,285289.97,336415.84,57057.994,57057.994,57057.994,57057.994
"2867/325.1843mz/6.71min",733286.85,266524.8,658857.9,1104166.5,194322,807715.8,2212845.5
"2868/371.3167mz/6.69min",67190.4485,33575.617,33155.605,52835.957,83427.93,81544.94,102027.47
"2869/269.2123mz/6.66min",488218.125,573877.44,525204.25,667751.8,314590.2,451232,252329.33
"2870/323.2592mz/6.66min",111664.3485,21182.576,47534.008,55880.137,167448.56,245853.81,244658.36
"2872/765.1671mz/6.68min",119800.2975,148558.08,140731.47,141646.8,98869.125,40873.71,91091.49
"2875/301.2384mz/6.69min",898674.6,895786.5,723007.4,1136623.2,901562.7,851714.5,1114484.8
"2876/299.2591mz/6.65min",410074.03,347963.16,277440.06,399964.56,600823.3,423588.8,420183.5
"2877/637.1419mz/6.7min",662971.45,769059.3,526235.3,759290,668096.5,540482.3,657846.4
"2878/257.2123mz/6.7min",629379.53,662710.06,596049,1521442.1,995668.5,574330.3,546258.9
"2879/433.236mz/6.75min",596231,1049380.1,448255.12,617175.56,383358.7,575286.44,2995803.2
"2880/369.301mz/6.7min",321519.55,299203.88,283236.34,370102.5,284141.47,343835.22,425443.72
"2881/371.3168mz/6.73min",91082.915,86547.24,81712.17,111925.83,86140.984,95618.59,116438.1
"2882/555.2844mz/6.69min",41421.178,207105.89,508918.9,41421.178,41421.178,41421.178,41421.178
"2883/342.2649mz/6.74min",480234.8,784702.6,607430,1220759,309234.88,353039.6,317440.72
"2886/701.1544mz/6.78min",735366.98,893275.7,709352.56,871203.4,740349.4,561883.9,730384.56
"2888/483.2728mz/6.81min",436446.02,934022.8,1112058.8,383695.2,22430.87,307824,489196.84
"2889/325.1843mz/6.81min",2206019.85,3299597.2,2096625.2,2315414.5,630270.6,2934714,536896.06
"2890/480.3094mz/6.83min",63792.678,21264.226,21264.226,21264.226,155353.66,127706.625,106321.13
"2891/269.2123mz/6.81min",459855.5,549618.6,448943.34,584803.3,256724.03,470767.66,436894.25
"2892/765.1668mz/6.86min",579642.25,688912.94,618742.3,703540.1,528525.3,420018.94,540542.2
"2893/295.2277mz/6.85min",57574.76,104985.11,70830.92,148791.22,37072.176,44318.6,38892.31
"2894/433.2361mz/6.82min",541205.62,5001189,436721.84,114198.58,789469.94,645689.4,382767.75
"2895/369.3009mz/6.86min",158039.255,143482.9,185680.47,226975.36,93537.55,142038.92,172595.61
"2896/341.2696mz/6.86min",60776.85,21457.436,12205.918,47073.434,74480.266,92591.734,108200.74
"2897/271.2279mz/6.86min",4943329,6763681,7332669.5,7951292.5,3053826.8,3122977,2824218.5
"2898/297.2434mz/6.87min",219338.6875,458242.4,332001.5,487877.3,33916.72,106675.875,98180.875
"2899/315.2539mz/6.88min",145895.265,142151.14,127357.37,185940.64,132833.44,149639.39,177438.89
"2900/637.1418mz/6.88min",180057.315,187570.86,130646.336,190876.34,179378.77,142458,180735.86
"2901/371.3165mz/6.89min",471766.675,468658.6,461467.22,536841.25,474874.75,428293.28,619651.4
"2902/356.2806mz/6.91min",235734.93,319739.22,279977.44,563252,170986.31,191492.42,173857.14
"2906/478.2938mz/6.87min",306886.05,1938997.9,598023.3,511476.75,102295.35,102295.35,102295.35
"2909/329.2697mz/6.93min",493271.7,500789,413291.06,615867.56,465519.4,549190.75,485754.4
"2910/187.1339mz/6.93min",28558.1275,25400.193,18264.584,31716.062,32822.387,57867.703,19593.535
"2911/701.1542mz/6.95min",414029.21,461804.47,366677.6,467376.44,426095.72,353357.9,401962.7
"2912/459.3116mz/6.95min",167004.71,113515.64,93774.695,136280.69,197728.73,268543.06,274362.4
"2914/325.1842mz/6.89min",792620.93,1020458.5,681843.06,327177.22,2099520.2,903398.8,184578.66
"2916/365.2365mz/6.98min",2738735.45,6120090.5,3638269.5,13659625,10409.6455,1390088,1839201.4
"2918/765.1667mz/7.01min",469620.315,557569.6,538227,537218.25,402022.38,236808.1,265311.84
"2919/483.2727mz/6.92min",542961.44,1501637.9,3986153.8,151123.78,417936.88,667986,164523.08
"2922/584.4532mz/7.05min",390339.75,18175.627,84415.5,27663.074,1287885.8,1182612.6,696264
"2923/297.2433mz/7.04min",97887.513,162411.86,151791.94,211389.64,40880.332,43983.086,38698.62
"2927/826.5607mz/7.03min",16015503.5,15281735,21078908,18179234,16749272,2957299.8,615780.6
"2928/315.2539mz/7.01min",34464.3785,22990.432,32309.902,49228.13,36618.855,30144.71,77886.36
"2929/271.2279mz/7.07min",8457600.75,7714282,8276757.5,9648310,7683779.5,8638444,9306950
"2930/371.3165mz/7.08min",572538.44,499092.75,511856.88,597032.94,548043.94,618347.6,734817.06
"2933/329.2696mz/7.1min",705390.15,617250.3,600745.25,842242.06,731128.1,784541.56,679652.2
"2934/677.4874mz/7.1min",234961.836,78320.612,78320.612,78320.612,520748.53,447582.4,391603.06
"2935/285.2434mz/7.1min",762017.8,755721.7,891767.8,923769.25,725505.8,768313.9,679969.75
"2937/365.2365mz/7.13min",2254900.15,10502022,7828799,405313.5,2026567.5,2483232.8,405313.5
"2939/328.2938mz/7.14min",1490298.45,1446959,1392703.8,1557345.5,1395974.6,1613263.6,1533637.9
"2940/427.2154mz/7.14min",221285.415,149147.17,219236.16,250145.33,207898.02,223334.67,249321.42
"2943/327.2904mz/7.14min",6945707,6768945.5,6426103,7200450.5,6498801,7500921.5,7122468.5
"2944/134.8946mz/7.14min",2148957.85,3108244.8,1540898.1,1927677.5,2200590.2,2097325.5,2203020
"2946/473.327mz/7.15min",302050.41,204992.48,180456.88,266226.7,337874.12,378182.6,380243.16
"2947/373.2958mz/7.16min",416965.52,497124.53,458954.94,663050.56,286087.88,374976.1,277488.72
"2948/285.2435mz/7.16min",1258681.05,1285894.5,1558532.9,1607044.6,1231467.6,1174219.2,1056543.6
"2949/443.3166mz/7.18min",79350.915,82021.51,76680.32,108127.13,63086.812,91636.72,74901.99
"2950/343.2852mz/7.17min",127118.6,161665.36,147871.39,237837.81,106365.81,102723.04,63137.89
"2951/299.2591mz/7.2min",129735.102,124436.97,134437.22,162080.95,140271.86,125032.984,114359.41
"2955/397.3321mz/7.24min",218466.725,191113.34,200637.45,239800.95,195406.56,236296,240063.56
"2956/409.2358mz/7.19min",291827.515,2542123,518053.9,142037.52,351698.53,65705.516,231956.5
"2957/297.2434mz/7.24min",296437.295,150155,130783.53,207347.12,482531.44,437361.4,385527.47
"2958/480.3093mz/7.29min",114507.92,114507.92,114507.92,3050741,114507.92,114507.92,572539.6
"2959/655.4429mz/7.26min",1278295,1150815.2,1300879.8,1461185.9,1010074.8,1255710.2,1373256.5
"2960/586.4689mz/7.27min",425113.52,191670.67,444386.16,256293.5,649306.56,590107.75,405840.88
"2961/339.1998mz/7.28min",519439.96,2273242.5,601455.2,437424.72,310557.8,2148870.8,291410.3
"2962/455.3147mz/7.33min",57969.06,71551.08,147019.83,44387.04,30824.652,121067.2,39924.215
"2963/341.2696mz/7.31min",551946.62,486417.66,572596.3,685339.06,531296.94,575803.9,436347.1
"2964/494.3961mz/7.33min",268940.4465,493016.16,616140.3,478961.62,58919.273,45257.746,37291.477
"2965/621.4007mz/7.33min",16648.3908,38569.33,75412.31,27747.318,5549.4636,5549.4636,5549.4636
"2966/397.3321mz/7.32min",2231202.35,1901123.9,3083972.2,3057392.2,1620171.2,2103375.5,2359029.2
"2969/409.2357mz/7.27min",195936.0125,841343.25,284280.9,49303.895,1085633.4,107591.125,65924.69
"2971/354.3009mz/7.35min",72896.6565,101195.7,162703.98,142989.98,40405.938,42943.67,44597.613
"2972/285.2434mz/7.36min",633669.25,634000.3,755172.9,809796.9,621837.75,615699.9,633338.2
"2973/391.2829mz/7.36min",219845.825,129565.56,208472.81,199983.95,333656.7,231218.84,291454.53
"2974/369.3008mz/7.36min",4032425.6,2657640.2,2656233.2,3404753.2,5405544.5,4660098,6092005.5
"2975/313.2748mz/7.37min",592969.825,586387.5,623406.56,699630.75,595022.4,590917.25,488321.5
"2976/469.2259mz/7.36min",88471.96,27405.738,50116.727,68730.64,127700.63,108213.28,176567.72
"2977/457.3327mz/7.39min",97969.3825,89899.38,101448.89,121239.87,94489.875,93193.61,109375.67
"2978/353.3059mz/7.39min",81877.27,88881.22,147345.58,153158.67,44602.215,74873.32,68519.484
"2981/341.306mz/7.4min",1106822.7,1100583.6,1113061.8,1119365.6,1089741,1043609.75,1238654.4
"2984/343.2852mz/7.42min",15963914,14956328,15236997,17907896,16779692,16690831,14471198
"2985/443.2105mz/7.42min",286504.11,259488.7,223156.17,357507,307485.56,265615,307393.22
"2986/455.3126mz/7.42min",856509.155,615890.06,921230.6,914164.25,936418.9,798854.06,612291.3
"2987/426.2078mz/7.42min",54111.555,30928.97,150167.17,77655.81,77253.55,30969.56,6758.433
"2989/297.2434mz/7.43min",810685.05,785872.5,896296.8,899818.75,835497.6,701097.44,695952.1
"2990/339.1998mz/7.36min",418293.7,815018.7,325172,127058.625,1147953,511415.4,61907.156
"2991/497.2884mz/7.42min",3614.0818,222181.6,658287.2,708.7898,3684.2146,3543.949,708.7898
"2992/339.254mz/7.44min",811551.875,682594.5,483399.78,659434.75,967121.75,1150938.4,940509.25
"2994/299.259mz/7.44min",1229333.6,1151157,1397361.4,1441951.6,1307510.2,1053117.9,1125389.8
"2995/443.3165mz/7.45min",211337.93,176063.52,200435.25,245705.69,218212.98,204462.88,218606.81
"2996/467.2777mz/7.49min",12016.694,12016.694,60083.47,305252.9,12016.694,12016.694,12016.694
"2997/480.3093mz/7.45min",45762.54,15254.18,1128858.2,9819075,15254.18,15254.18,76270.9
"2998/742.5033mz/7.42min",229225.205,1159330,96245.16,362205.25,696667.9,1005.3707,5026.8535
"2999/134.8946mz/7.44min",3751597.5,6805906,2867674.8,3819326.2,3905173.5,3662644.5,3683868.8
"3002/600.4845mz/7.45min",210512.8,111960.21,239662.4,136240.08,373469.3,233875.62,187149.98
"3003/435.2514mz/7.41min",52163.158,755894,62717.64,9199.641,71971.336,41608.676,15692.279
"3004/457.0818mz/7.45min",163514.33,332100.56,123084.05,259595.7,141318.61,149139.94,177888.72
"3006/419.1082mz/7.46min",525992.56,540221.9,488354.34,715289.94,479292.84,511763.22,642624.94
"3007/421.1052mz/7.46min",681119.7,692632.6,634140.2,931157.44,622492.25,669606.8,829439.1
"3008/354.3012mz/7.49min",265744.67,286996.28,358761.44,351806.7,244493.06,242248.25,232326.25
"3010/637.4322mz/7.52min",163591.872,272653.12,372581.1,360635.34,54530.624,54530.624,54530.624
"3011/653.3015mz/7.46min",125208.935,228829.55,90344.12,42789.953,380762.5,160073.75,8557.9906
"3012/411.3478mz/7.55min",427148.17,320841.5,695591.1,620806.75,280528.44,356768.56,497527.78
"3014/455.3164mz/7.55min",113774.52,87241.625,101343.26,113338.17,129158.87,114210.87,136986.72
"3015/383.3166mz/7.59min",245861.955,121965.03,245750.14,292622.72,397828.5,134462.11,245973.77
"3016/313.2748mz/7.6min",2990831.5,3202257.2,2963791.5,3653007.5,2615597.8,3017871.5,2828622.5
"3017/481.3532mz/7.61min",260980.75,298348.9,295734.1,226227.4,355665.3,219421.03,207826.36
"3020/134.8946mz/7.62min",7145006,2739101,6657594,8633210,7291349.5,9166666,6998662.5
"3021/299.259mz/7.63min",5385341.25,4691099,6366665.5,6637710,5416365.5,4662247.5,5354317
"3022/399.348mz/7.63min",367405.56,381841.4,499068.53,327946.6,610623.94,257063.38,352969.72
"3024/402.3012mz/7.64min",640700.05,703998.1,969496,1123439,577402,401549,465953.8
"3027/508.4117mz/7.64min",341060.385,614392.7,892625.6,822870.94,39175.715,20242.121,67728.07
"3029/838.4337mz/7.64min",28556.6445,22032.354,34011.863,104849.61,4406.4708,1710616,23101.426
"3032/675.5446mz/7.64min",459321.2,459321.2,459321.2,459321.2,2296606,459321.2,459321.2
"3033/471.2418mz/7.65min",263671.775,173894.77,330130.47,281815.53,316529.94,169548.55,245528.02
"3035/453.2523mz/7.65min",483837.22,387042.75,495193.56,513776.34,483415.97,401668.7,484258.47
"3036/653.3016mz/7.6min",3760.8254,3760.8254,18804.127,3760.8254,570002.4,3760.8254,3760.8254
"3038/455.247mz/7.65min",10129970,8069882,10288768,10505018,10446014,8148065,9971172
"3040/368.3167mz/7.65min",1474276.7,1450270.6,1949165.1,2300816.5,1498282.8,961942.7,999699.1
"3041/771.3909mz/7.65min",305701.425,598135.4,2391.1064,35373.65,11955.532,853424.7,576029.2
"3043/749.3497mz/7.65min",621549.43,350740.28,584500.3,571709.75,811576.25,658598.56,695476.2
"3046/738.5086mz/7.65min",1874415.25,1957715.1,1791115.4,2130435.8,20096.053,12318008,1761543.5
"3048/357.328mz/7.65min",2076915.7,1893309.1,2449812.5,2450424,2153509.2,1491026.4,2000322.2
"3049/457.3322mz/7.66min",2298515,1855412.2,2084837.9,2440192,2865344,2181381.2,2415648.8
"3050/423.3092mz/7.66min",774763.2,622581.75,1061218.4,899910.3,990113.44,381407,649616.1
