Filename,2024_POS_Anid-EV-gpdA_CTRL_1_Run188.mzML,2024_POS_Anid-EV-gpdA_CTRL_2_Run208.mzML,2024_POS_Anid-EV-gpdA_CTRL_3_Run238.mzML,2024_POS_Anid-TJGIp11_1_Run167.mzML,2024_POS_Anid-TJGIp11_2_Run205.mzML,2024_POS_Anid-TJGIp11_3_Run252.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
480/129.0546mz/2.22min,606669.7,749670.06,659883.8,831474.44,580543.2,1967973.8
482/184.1695mz/2.23min,4306856.0,4151904.5,3021277.5,3238380.5,3326956.0,4163783.0
484/185.1728mz/2.23min,470321.78,435030.03,311539.72,358075.1,350106.97,448402.94
485/214.1074mz/2.24min,89668.984,69811.77,298758.3,715018.5,407548.4,205639.8
486/202.1072mz/2.26min,195571.78,702263.4,483219.62,252779.38,208593.25,406610.84
487/323.1386mz/2.24min,1974888.6,146110.84,1638478.9,2574593.0,2236916.2,4467244.0
489/214.0508mz/2.24min,1305834.0,121580.09,980697.0,722087.94,610468.4,138849.14
490/645.2699mz/2.24min,239797.98,3358.2551,216812.89,282161.47,279184.44,920793.3
492/174.0583mz/2.24min,484488.75,21149.016,407936.38,271731.34,216017.05,7206.6
493/192.0689mz/2.25min,1714605.8,128874.89,1399302.5,953216.8,811828.2,73217.12
494/323.6402mz/2.24min,645592.44,40816.125,522339.88,740973.2,653283.94,1426725.6
495/289.1393mz/2.26min,0.0,3193693.2,88591.54,345621.28,227409.67,2238991.8
496/188.0705mz/2.26min,4173190.8,1713660.0,5330800.0,6753458.0,4623902.0,3182530.5
497/422.1654mz/2.27min,52457.03,347799.47,1099752.0,1404633.4,1177787.2,364850.53
498/205.0971mz/2.27min,3557589.2,1465340.4,4310376.0,5125680.0,3922442.5,2583123.8
499/218.1281mz/2.27min,4484799.5,5246766.5,4342598.0,4168066.0,4603571.0,5050437.5
500/217.1247mz/2.27min,289853.34,356101.22,296557.7,270425.75,322826.1,302872.78
501/311.1229mz/2.32min,12625.1875,790118.25,24296.514,20403.398,32155.04,583249.6
502/196.0969mz/2.25min,72357.125,12027.899,84548.664,456727.16,215386.03,171050.47
503/200.1045mz/2.27min,3386623.2,3899763.0,3312418.8,3435080.5,3311324.8,3863287.5
504/206.1005mz/2.26min,411973.9,145532.02,552030.4,701176.5,451145.56,290886.84
505/229.1547mz/2.27min,121901.95,26253.457,105223.26,258275.45,139304.39,128134.12
506/189.0739mz/2.27min,473836.16,229976.23,621110.8,776037.3,543058.1,361151.2
507/127.0389mz/2.26min,3267688.2,1725964.8,4606239.5,5919399.5,4243208.5,4070819.5
508/340.1864mz/2.27min,276561.28,0.0,344550.9,395442.97,713964.2,34692.043
509/358.1972mz/2.26min,482946.9,3738.665,596848.1,619630.94,1199604.8,132994.34
511/247.1288mz/2.31min,246411.06,82946.086,621547.2,720938.4,421317.62,26009.078
512/292.1655mz/2.28min,13012629.0,25541.371,8849565.0,10857797.0,11432488.0,1299543.9
513/195.1227mz/2.28min,2994633.5,2401309.2,2226063.0,2177748.5,2264956.8,2376441.2
514/218.1081mz/2.28min,438679.2,546638.7,422937.97,454122.44,382031.4,448713.06
515/217.1046mz/2.29min,5290632.5,6639692.0,5127948.5,5568897.0,4780562.0,5457949.0
516/322.176mz/2.29min,846602.2,0.0,479552.38,486701.38,473016.1,31958.785
517/202.1072mz/2.37min,189658.38,2549355.8,585519.9,1111186.1,649732.1,1104218.2
519/116.0786mz/2.3min,40711.44,867101.0,77435.49,50695.12,78306.8,845146.06
520/115.0753mz/2.3min,1324203.9,18243468.0,2426079.2,2679954.2,2381824.5,11498180.0
521/208.0969mz/2.3min,393408.97,49867.28,17513.084,394929.38,148535.95,53304.44
522/245.1495mz/2.31min,88868.83,1927020.9,87304.47,172186.25,228620.1,514228.62
523/135.0416mz/2.31min,791193.7,3884266.0,1810119.9,2702116.2,1871146.6,2380149.0
524/408.2127mz/2.31min,287499.44,0.0,352649.0,358725.28,319329.1,3444.0745
525/95.0491mz/2.31min,67836.234,2316544.2,887087.25,1375201.2,845190.9,1412610.1
526/113.0597mz/2.31min,35816188.0,270747040.0,100486120.0,150261840.0,100083780.0,170301090.0
528/114.063mz/2.31min,2025948.8,18051572.0,5618607.0,8440930.0,5573897.5,9148850.0
530/225.1121mz/2.31min,0.0,1282319.5,135381.12,227929.78,147325.88,225230.33
532/231.1703mz/2.32min,267242.12,261081.22,362283.34,544082.2,343469.47,195024.47
533/267.1315mz/2.32min,58754.07,1923990.9,179068.0,254985.53,173046.45,541580.8
537/139.123mz/2.33min,0.0,4333.92,31247.797,1058040.1,24714.195,34001.465
538/183.1126mz/2.33min,16365.311,12713.384,59210.0,1144422.2,61182.332,90385.35
539/244.2012mz/2.33min,545096.44,764936.1,528767.2,451660.94,556037.75,559076.44
541/190.0861mz/2.33min,209009.11,39353.758,104339.66,1069814.9,627268.06,184135.88
544/269.1114mz/2.29min,44935.36,455586.25,222388.16,160226.14,115457.125,162499.78
546/276.1076mz/2.33min,0.0,435986.75,30494.107,101567.91,110516.46,1669937.4
548/213.0756mz/2.34min,166840.3,1320907.0,332241.1,60695.812,150290.36,621816.4
549/357.1289mz/2.35min,110282.57,544839.3,67313.72,17658.2,59253.055,198122.98
552/131.0703mz/2.35min,464745.5,2479701.2,901283.25,1048708.8,909337.06,1573433.8
553/262.1284mz/2.36min,118429.68,692779.44,359563.97,578965.4,471517.6,1286789.2
558/220.1184mz/2.32min,338377.16,225461.42,78265.28,243625.39,23309.8,149360.98
559/327.1549mz/2.36min,428328.97,0.0,274777.66,226548.98,147258.64,0.0
560/248.1129mz/2.35min,0.0,177106.11,51852.074,3699.0928,3380.4814,0.0
561/240.0864mz/2.35min,387271.44,10463.621,580597.9,547835.5,413638.38,15957.263
564/330.2387mz/2.38min,626323.3,174152.47,1125534.8,977382.3,766103.44,297496.4
565/187.1077mz/2.38min,398400.6,661014.5,552192.0,619158.94,465577.0,553858.2
566/262.1179mz/2.38min,160471.36,510345.56,668171.4,1225616.1,1050213.0,1119716.6
567/242.1023mz/2.38min,131941.42,299990.44,428305.94,624120.5,446852.2,458216.16
569/541.2mz/2.38min,157875.16,1457941.5,2202394.8,4049061.0,4194547.0,5709696.5
571/260.1128mz/2.38min,11482223.0,35212796.0,46699270.0,85320750.0,71407384.0,79142770.0
572/282.0947mz/2.38min,1686834.2,4879181.5,5831357.0,10236710.0,8326869.0,9715379.0
573/148.0604mz/2.39min,266807.94,875632.44,1131704.5,2214010.2,1685877.5,1995686.2
574/409.124mz/2.38min,58763.82,0.0,96236.54,619232.75,243584.77,0.0
575/257.1494mz/2.39min,208632.98,75943.66,374717.0,341414.16,214000.31,134917.83
576/278.1233mz/2.38min,358317.44,1198021.9,1516072.8,2764369.5,2315588.5,2525409.0
577/283.0982mz/2.38min,193912.42,565269.7,678738.1,1203244.8,976307.9,1153479.6
579/563.182mz/2.39min,11599.099,161928.73,247852.84,330694.22,414850.28,543800.5
580/130.0499mz/2.39min,773129.94,2282184.5,2977390.5,5820092.0,4380979.0,5055996.0
581/261.1162mz/2.39min,1378871.5,4296360.5,5653192.0,10368644.0,8794272.0,9777478.0
582/298.0686mz/2.38min,61802.676,177902.05,313737.75,489121.72,423792.34,559662.44
583/440.2385mz/2.38min,598368.3,0.0,365433.44,137376.31,137704.28,8427.31
584/244.2012mz/2.39min,810552.4,1388703.4,745611.4,804132.44,730867.5,780748.1
588/146.06mz/2.4min,815438.1,876203.9,1440885.5,1521694.4,1317083.2,1181135.0
589/195.1128mz/2.4min,1080497.6,764380.0,1055113.2,1349920.4,860339.3,547828.2
591/140.1434mz/2.4min,648349.1,599865.1,560655.8,565325.44,552562.44,522576.8
592/232.118mz/2.4min,74663.27,412165.75,304904.44,362660.78,252160.52,465404.3
593/234.1602mz/2.37min,613398.2,148719.64,342105.66,247799.86,135023.42,66115.195
595/499.226mz/2.4min,24350.252,127521.73,119564.19,80600.92,77895.57,69180.19
597/254.1004mz/2.42min,34119.21,202176.08,112205.91,119641.516,61887.527,192125.19
598/278.1024mz/2.41min,289998.1,0.0,247590.17,728834.3,396238.9,13043.069
601/218.1387mz/2.41min,650190.4,729761.6,1100439.2,774598.0,551144.8,440312.56
603/328.1755mz/2.4min,392445.9,0.0,223827.9,154356.62,203485.16,0.0
604/336.1916mz/2.42min,575257.8,0.0,513347.78,489451.34,388832.62,16094.049
605/299.16mz/2.42min,620407.0,1323922.0,1634386.9,1086739.6,620468.9,1037033.25
607/394.1968mz/2.42min,424242.84,0.0,254129.73,215499.03,197390.44,27440.254
608/225.0757mz/2.42min,301185.94,14557.094,233395.34,576727.75,447156.9,99307.54
609/146.1175mz/2.42min,267081.0,146772.67,196386.1,208463.38,136321.23,95562.09
611/165.0546mz/2.43min,159953.08,4841.3335,152411.25,341412.03,242967.48,62557.758
614/420.2029mz/2.43min,1604463.6,0.0,1360751.9,1575461.1,1460037.2,263427.34
615/418.1971mz/2.43min,44759612.0,81296.09,37997204.0,44802784.0,40860210.0,7381373.0
616/702.3411mz/2.43min,121291.3,44699.992,205381.02,216440.33,148707.64,74956.72
617/440.179mz/2.43min,358630.56,0.0,179253.84,256078.05,193612.53,48838.793
618/195.0651mz/2.43min,4483.7295,26945.086,18195.232,5960.4624,29693.207,200279.97
619/322.1758mz/2.43min,97944.33,0.0,39485.37,73047.86,51790.11,0.0
620/298.0968mz/2.44min,1595993.8,585477.4,2026337.8,2075825.4,1103490.5,767177.06
621/252.0848mz/2.46min,18736.2,0.0,64025.566,214477.5,145347.1,95036.74
622/301.1283mz/2.45min,80309.125,340557.28,121435.36,70226.65,35577.133,162617.16
623/230.1023mz/2.45min,135046.08,50562.73,461388.2,946105.0,980606.7,535466.0
624/206.0448mz/2.45min,134161.34,278379.75,1207355.8,2510736.5,1361084.8,677865.7
626/228.1958mz/2.45min,59817.664,71822.18,54797.574,53459.45,53457.785,86977.33
629/190.0498mz/2.46min,594029.3,6603149.5,649656.8,1619848.1,1066114.4,5156280.0
630/127.0753mz/2.49min,15090.855,336835.62,36889.58,81328.19,28260.336,138086.66
631/145.0859mz/2.46min,7410.457,1015551.8,71025.945,201572.02,92987.734,228910.0
633/296.1352mz/2.46min,232071.2,234655.27,326967.06,282965.34,221834.03,385826.28
634/232.1444mz/2.45min,443798.16,120120.21,105566.72,54746.273,99489.06,28979.59
637/246.1335mz/2.47min,113299.36,233149.42,249573.62,200510.36,132729.89,137024.86
638/229.1546mz/2.46min,821281.2,1867629.6,833070.7,1950165.9,1292726.4,650957.5
639/408.2127mz/2.47min,274478.06,0.0,335139.06,566328.0,341141.5,3912.245
640/263.1497mz/2.47min,3967.478,436389.3,21171.809,128204.63,61420.695,141785.66
641/284.1299mz/2.47min,52412.414,1076293.0,155526.34,377529.06,208799.02,443593.38
642/543.2633mz/2.47min,0.0,2501446.0,87495.984,348582.7,170725.38,635550.2
643/283.1264mz/2.47min,542658.7,8986653.0,1477982.4,3458811.2,1909334.9,3768396.2
644/100.0758mz/2.48min,37298.82,460838.7,102645.26,179400.22,139216.48,170545.22
645/261.1444mz/2.47min,1928694.2,34940576.0,4977246.0,10340183.0,6658884.0,12445582.0
646/262.1478mz/2.47min,231944.7,4274590.0,583111.2,1217993.0,768033.25,1528034.4
647/181.0861mz/2.47min,229571.75,0.0,123036.14,70258.3,81510.62,0.0
649/270.1335mz/2.47min,312825.03,0.0,185719.16,133020.58,127171.89,0.0
650/262.1285mz/2.48min,655311.56,590745.1,2172070.2,2159137.2,1312681.0,581447.7
653/114.0913mz/2.49min,1172664.2,782561.06,1430434.8,1739307.4,1139641.6,911581.1
655/214.1073mz/2.49min,302045.8,509932.53,590218.56,638570.56,519511.03,601268.5
656/718.3361mz/2.49min,10256031.0,2959236.2,11781893.0,10886192.0,8972506.0,5178574.5
658/360.1736mz/2.49min,698977.94,348375.12,1503743.4,1957809.6,1299939.4,685745.6
659/740.318mz/2.49min,1588084.5,546340.6,1758057.5,1861140.6,1400581.9,899937.75
664/197.1285mz/2.5min,13669.307,0.0,170863.5,224228.7,170153.8,46113.41
667/210.076mz/2.49min,0.0,0.0,22644.217,51075.027,51949.184,80049.49
669/372.1916mz/2.5min,1756465.1,0.0,611458.94,359235.47,409307.0,72348.36
670/300.1637mz/2.51min,149661.8,266194.75,410783.56,264932.38,138377.72,215350.56
671/184.0684mz/2.51min,1087245.5,3887.6296,809322.56,698954.44,1030705.0,23112.38
672/299.16mz/2.51min,1077076.8,1955275.8,2864809.8,1826062.1,1002634.0,1522606.1
673/373.1951mz/2.5min,384577.88,0.0,122711.63,65983.625,89440.42,3912.3984
676/183.0651mz/2.51min,11596366.0,417530.34,8546251.0,7598723.5,11110862.0,657239.2
677/742.2934mz/2.51min,2086326.2,1332768.2,2019717.9,1756675.2,1374479.0,1230390.5
678/759.3205mz/2.51min,1180489.4,726286.5,998764.3,708966.75,752330.3,669487.1
679/764.2757mz/2.52min,626307.8,385279.4,566841.4,506693.06,409770.06,404034.2
680/205.0471mz/2.52min,592996.6,0.0,400378.3,547546.75,604866.7,4085.164
681/231.1703mz/2.53min,226083.62,210187.12,186530.28,485653.2,301123.3,262776.6
682/438.2231mz/2.52min,216346.69,0.0,342674.28,349878.28,262823.9,0.0
684/239.1489mz/2.52min,532556.7,451406.97,772678.06,632525.5,562740.44,463493.22
685/261.131mz/2.52min,233782.66,200177.11,398491.72,453044.9,114195.26,180643.0
686/244.2012mz/2.52min,223313.33,195677.66,186939.31,191064.56,200153.22,218863.42
688/141.0546mz/2.53min,8416825.0,14061743.0,9975496.0,9788208.0,7550952.0,9596974.0
689/245.1858mz/2.53min,80431.26,185873.05,91386.03,189927.88,121493.55,184425.16
690/320.1814mz/2.53min,205601.75,81918.47,404595.6,1305168.8,921592.0,90598.07
691/244.1543mz/2.53min,561919.44,258027.98,1242403.1,836157.94,720224.25,778780.25
694/201.0373mz/2.54min,129535.36,126714.16,115403.07,133200.9,125383.78,137996.44
696/305.1707mz/2.54min,255901.7,1228049.8,684117.3,570370.94,437378.34,1450600.5
698/327.1528mz/2.54min,47165.906,215625.08,138313.8,125219.78,99990.84,278119.75
699/448.2075mz/2.54min,427669.6,0.0,129569.984,360423.6,298986.28,135774.88
700/190.0861mz/2.53min,1465302.1,209122.17,71922.06,1533287.9,542705.56,159726.98
701/184.1695mz/2.54min,445300.88,430162.28,388153.06,311466.3,411874.6,427820.78
702/402.2021mz/2.54min,1518147.8,0.0,857017.8,1419392.5,1257561.0,57255.65
703/309.142mz/2.55min,3309456.8,2055007.5,3596482.2,2468117.0,2057277.0,2542067.0
704/595.2947mz/2.55min,340712.84,48610.91,284168.84,110874.055,108225.5,142603.45
705/289.1655mz/2.56min,226343.23,210724.5,392586.4,73509.6,153647.88,269167.25
706/611.2894mz/2.56min,1006247.75,822824.5,1296142.4,793354.7,674737.2,999662.2
707/287.1601mz/2.56min,16397604.0,15918101.0,27687082.0,13149703.0,10204557.0,17917376.0
708/288.1636mz/2.56min,2339243.0,2194774.5,3782484.0,1812329.5,1384045.5,2500961.0
709/326.1404mz/2.57min,920958.8,2371547.5,1673122.2,1850377.9,1222546.0,1915556.6
712/322.1279mz/2.57min,52646.773,248356.77,164881.73,133443.62,98397.23,190135.05
713/304.1585mz/2.57min,6333213.5,25774340.0,16417068.0,12965467.0,8763491.0,18427608.0
714/131.0814mz/2.57min,203700.19,986850.25,597611.3,547238.9,298623.28,649654.4
718/191.1026mz/2.57min,1742545.9,7667057.0,4889069.0,4193997.2,2534715.8,5450968.5
719/304.1867mz/2.58min,40871.51,20191.115,80568.97,327167.94,229821.34,6518.221
720/606.334mz/2.57min,0.0,7532.909,48389.75,142476.3,72035.234,0.0
721/475.2395mz/2.57min,163458.25,55536.117,665656.94,305295.56,185803.73,169510.78
722/303.155mz/2.57min,45008080.0,181851090.0,115434370.0,91262570.0,61198920.0,127599704.0
723/192.1058mz/2.57min,113853.29,545817.56,372953.6,288182.38,168352.7,376802.34
725/173.092mz/2.57min,1275678.5,5496960.0,3505043.5,3021653.0,1757502.6,3901437.8
726/627.2844mz/2.57min,1551279.4,6331624.5,3598948.8,3277536.0,2198078.0,4313292.5
728/325.1369mz/2.57min,6906220.0,17940798.0,12944352.0,13357831.0,8642664.0,13957306.0
729/305.1603mz/2.57min,745575.4,3197008.2,2035263.5,1617980.1,1063500.4,2272447.8
731/341.1111mz/2.57min,274879.84,770174.94,627041.4,565587.06,212392.97,680589.2
733/643.2507mz/2.57min,96726.61,412032.94,251760.56,45716.84,91285.95,329659.3
737/330.2385mz/2.58min,261039.94,0.0,374620.22,458329.78,359414.0,63231.31
738/285.1445mz/2.59min,185711.73,480984.22,375340.5,358649.1,194643.22,425263.75
740/230.1024mz/2.59min,58728.508,453165.66,155629.19,291082.44,158427.0,506159.4
741/249.116mz/2.59min,28968.387,337738.6,103500.88,186824.38,118753.07,402147.88
743/245.1495mz/2.62min,11004.625,197873.16,22997.24,16712.06,0.0,46580.67
744/316.2118mz/2.59min,644944.06,588452.7,386808.53,473375.44,502819.38,560654.94
747/248.1128mz/2.59min,545649.9,3653786.8,927616.75,1771442.9,1280228.6,3953260.5
749/270.0946mz/2.59min,91701.664,522802.03,70731.2,355005.66,203613.81,532629.6
750/217.1262mz/2.6min,414479.8,995111.8,660561.8,958093.9,711376.4,508033.6
752/216.123mz/2.6min,3859697.5,9422571.0,6192383.5,8968809.0,6982429.5,4885563.5
753/328.1755mz/2.58min,101358.836,0.0,53043.258,47072.887,40619.637,0.0
755/235.1077mz/2.6min,214572.86,332765.06,224371.28,192747.83,134067.42,123733.19
756/540.2524mz/2.59min,139321.05,307452.0,188781.83,185403.94,187803.77,169775.23
757/185.0808mz/2.61min,1096268.5,285765.53,785462.6,1346192.6,986343.06,257328.22
758/352.1026mz/2.6min,87784.375,0.0,56679.21,739183.8,294754.62,0.0
759/234.1335mz/2.61min,4656348.5,6500538.0,7832724.0,7945667.5,6477138.0,3616557.8
760/238.105mz/2.61min,993170.9,1530002.5,1267676.2,2037289.9,1502257.5,906610.44
761/469.2153mz/2.61min,245678.11,326155.1,351587.66,545774.3,448428.94,303789.0
762/235.1367mz/2.61min,497632.0,657466.8,762781.4,773984.0,678861.3,378319.4
763/256.1155mz/2.61min,1029430.2,1072771.6,1384123.4,1580992.9,1138302.0,557927.2
764/487.2259mz/2.61min,329087.0,266554.38,479947.5,435676.0,360900.9,169171.62
769/113.0596mz/2.56min,2054936.2,12820690.0,5760699.0,9953519.0,5576238.5,8186100.5
770/234.1226mz/2.62min,285722.34,199796.34,826137.2,2521969.8,1793086.2,648198.75
772/120.0655mz/2.62min,2564371.0,1926857.1,6933353.0,20861396.0,13168613.0,4969709.5
773/102.0549mz/2.62min,443773.94,390065.8,1181226.2,3311128.0,2123796.2,876425.06
774/121.0688mz/2.62min,93873.68,13078.998,288291.06,845180.2,528725.2,196511.06
776/270.0736mz/2.62min,206856.81,106638.22,601640.7,1555061.0,1056633.5,428951.12
779/233.1212mz/2.62min,3328411.5,2442899.8,9571963.0,26970726.0,18906956.0,7186564.5
780/232.1179mz/2.62min,30252332.0,22678774.0,86257760.0,241348300.0,173309470.0,64813976.0
781/747.2504mz/2.62min,0.0,0.0,15168.085,380356.34,98157.734,18581.22
782/501.1755mz/2.62min,17498.186,0.0,81468.2,442638.75,338957.94,92329.16
783/214.1075mz/2.63min,113384.01,79533.734,346828.44,1066944.4,649394.6,234615.38
784/254.0998mz/2.63min,6111024.0,3726073.5,14293083.0,38155464.0,25110294.0,10538137.0
785/255.1032mz/2.63min,610405.94,366811.1,1506099.8,4090803.5,2713604.0,1086031.8
786/485.2103mz/2.63min,1790376.4,875906.6,5275928.5,13883432.0,10899329.0,3903730.8
788/256.1053mz/2.63min,15754.929,8926.253,66809.664,389843.56,180639.39,107719.164
789/293.186mz/2.64min,158179.53,0.0,156834.45,265402.9,163402.7,0.0
793/324.1074mz/2.63min,48726.645,0.0,22419.662,366736.94,145732.05,3711.213
794/517.1468mz/2.63min,12144.188,0.0,83408.49,318050.3,145782.02,22215.781
795/358.1133mz/2.62min,73494.516,474705.28,43332.688,5462.169,3919.415,220726.6
796/771.2471mz/2.64min,1459337.4,1011710.1,727985.3,880154.4,627884.6,529956.4
797/296.1492mz/2.64min,2250203.5,0.0,1387307.5,961193.8,871818.25,114870.3
798/788.2737mz/2.64min,703462.0,464858.25,337664.38,367500.56,307693.66,235835.84
799/793.2292mz/2.64min,485301.22,318424.72,229980.52,188943.22,189146.48,151498.08
800/247.1732mz/2.64min,339463.38,859370.2,848103.06,838823.75,632936.2,941101.0
802/246.1699mz/2.65min,2657485.8,6632436.5,6421503.5,6354474.5,5053488.5,7370639.5
803/260.1128mz/2.64min,7418.2188,329660.28,435837.16,551148.44,532726.0,573737.56
804/195.0652mz/2.65min,611086.0,60793.812,862940.6,645024.5,684152.0,493279.53
808/169.0859mz/2.67min,482800.2,1525025.1,939080.7,618958.9,333935.9,921094.56
809/165.0546mz/2.63min,516337.22,26568.793,440459.94,470312.38,337074.53,533300.75
810/151.0754mz/2.69min,209602.98,457970.72,324774.2,309177.6,87695.14,196177.95
813/495.2809mz/2.68min,7557.424,0.0,49479.664,153780.12,148836.56,0.0
814/283.1265mz/2.67min,0.0,253766.67,0.0,9268.837,5359.327,5590.685
815/245.1859mz/2.68min,159441.61,137138.22,136827.66,290742.22,194875.12,149472.47
816/259.2202mz/2.68min,330936.28,337865.06,323051.8,259835.67,306249.5,335570.66
817/180.0655mz/2.68min,1198932.4,1448116.8,1746235.1,2050691.0,1231376.0,965557.75
818/388.1864mz/2.68min,237751.33,0.0,263703.12,236231.1,167177.56,0.0
819/197.1285mz/2.68min,532753.75,555536.0,626995.6,787502.4,457417.34,362217.3
822/418.197mz/2.72min,1185853.9,0.0,1009462.7,679705.4,918694.1,9521.145
823/181.0496mz/2.7min,140709.88,4353.2974,133208.0,179297.3,175690.92,453235.97
824/183.0652mz/2.7min,1037143.7,157252.61,767190.1,1320576.2,1252294.2,323733.56
826/283.1751mz/2.7min,225877.36,226785.83,337641.94,345689.9,239576.2,193325.44
828/300.2016mz/2.7min,405793.5,404816.78,584071.44,532473.06,437861.97,340656.28
829/275.1236mz/2.71min,4797.2764,259784.45,593916.4,2126894.5,906292.9,1059933.4
831/249.0869mz/2.71min,161212.73,466304.03,370970.03,528998.06,339956.03,709773.25
832/179.0704mz/2.71min,170420.36,0.0,255927.58,190392.12,233747.73,8862.765
833/415.1019mz/2.72min,281318.66,0.0,668270.44,3815.2375,158225.98,0.0
834/182.0892mz/2.71min,923747.7,0.0,1247870.6,1176787.9,1155616.1,209457.62
835/181.0859mz/2.71min,9069701.0,0.0,11885395.0,11399574.0,11230213.0,2162590.2
836/221.0784mz/2.71min,737845.6,0.0,873972.4,581893.8,672919.3,149672.55
838/283.0811mz/2.71min,139905.45,0.0,180536.33,1121391.9,584747.75,0.0
