"","Filename","2024_NEG_Anid-EV-alcA_CTRL_1_Run177.mzML","2024_NEG_Anid-EV-alcA_CTRL_2_Run198.mzML","2024_NEG_Anid-EV-alcA_CTRL_3_Run230.mzML","2024_NEG_Anid-p4_1_Run186.mzML","2024_NEG_Anid-p4_2_Run195.mzML","2024_NEG_Anid-p4_3_Run224.mzML"
"65","273/180.0666mz/2.36min","84225.37","150631.88","168734.39","83803.18","102267.625","84325.27"
"66","275/161.0819mz/2.36min","295933.9","296045.25","665712.6","345556.0","300000.25","104398.055"
"67","276/309.1093mz/2.37min","99458.336","277785.6","206817.44","214380.31","137343.05","163273.19"
"68","277/238.0721mz/2.37min","411191.56","381380.53","261372.73","246636.67","331116.78","333760.0"
"69","278/151.0401mz/2.37min","216143.47","273523.56","174830.34","203279.64","169748.66","158862.11"
"70","279/153.0194mz/2.37min","1266050.4","2893137.2","862548.9","941559.25","743312.4","607202.3"
"71","280/212.0565mz/2.37min","1179073.9","2089542.6","1108593.6","568926.2","486302.6","974491.8"
"72","282/258.0983mz/2.4min","285070.0","452992.25","1923301.2","1710639.6","1750616.0","194202.3"
"73","283/240.0878mz/2.38min","1258337.0","1614772.5","1200090.5","1023131.7","981920.3","950349.94"
"74","284/214.1085mz/2.39min","4729.5186","9988.089","182870.0","150751.81","173738.61","0.0"
"75","286/230.1034mz/2.39min","179667.1","153373.73","388002.44","297267.88","189704.27","100593.625"
"76","287/259.1299mz/2.42min","127323.17","91627.57","152444.69","152469.53","42322.582","111405.66"
"77","288/449.1202mz/2.4min","0.0","0.0","20295.246","3468124.2","66347.15","0.0"
"78","289/222.0771mz/2.4min","384012.5","423635.16","227312.05","444790.66","101405.2","110959.945"
"79","291/286.1409mz/2.42min","0.0","15066.003","441113.1","1060171.4","53040.75","0.0"
"80","292/168.0666mz/2.41min","602248.4","997942.2","988115.2","828189.5","822757.1","556220.94"
"81","293/210.0772mz/2.41min","1439765.8","1881631.6","1775077.5","1357193.4","1193320.2","1248992.2"
"82","294/129.0558mz/2.43min","3927831.0","2888937.5","11154930.0","9196339.0","3399594.8","2623712.5"
"83","295/180.0302mz/2.43min","288014.2","380781.3","403799.47","452812.75","430266.78","319214.44"
"84","296/175.0612mz/2.43min","462859.5","722103.25","747209.3","673293.06","833390.94","365326.75"
"85","297/479.1785mz/2.43min","428307.34","328918.62","388195.94","60907.01","623058.2","647544.56"
"86","298/326.1246mz/2.45min","249053.73","297025.6","13580.582","0.0","4145.573","151972.58"
"87","299/416.1826mz/2.44min","2227031.0","1854750.9","1983088.2","358457.8","3140988.5","3246497.8"
"88","300/410.1091mz/2.44min","0.0","0.0","0.0","418198.84","0.0","0.0"
"89","301/762.3207mz/2.44min","490510.97","523562.5","362991.25","63675.656","469639.9","567515.4"
"90","302/160.0405mz/2.44min","91192.68","96726.42","607205.3","97787.04","387656.3","78550.625"
"91","303/345.1301mz/2.44min","9656169.0","12888154.0","7103777.5","8050264.0","6438742.5","7507038.5"
"92","304/346.1336mz/2.44min","1452745.2","1910354.0","1059131.4","1239481.4","960135.75","1093401.1"
"93","305/691.2683mz/2.44min","587830.9","937644.6","347672.47","412331.16","228481.02","352448.53"
"94","306/605.2258mz/2.44min","35525.906","3581.8865","277639.1","22153.51","425422.66","47869.383"
"95","307/204.0302mz/2.44min","604096.44","592567.6","3783777.8","775571.75","2545269.2","551906.56"
"96","308/205.0336mz/2.44min","24212.28","52882.06","354424.9","65040.773","130581.9","32081.475"
"97","313/188.0353mz/2.45min","829771.9","475065.4","5127584.5","3325704.0","4896258.0","663490.9"
"98","316/313.0678mz/2.46min","283094.66","263169.88","108010.875","145033.98","268235.4","316004.97"
"99","317/282.0984mz/2.47min","835054.7","1185163.9","758517.56","473301.2","217896.33","260867.48"
"100","318/194.0459mz/2.47min","4410509.0","4785957.5","4436219.5","3341315.0","4271113.0","4886393.5"
