"","filter","GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML","GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML","GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML","GF_PF_MC_RCG_1_neg_20210511_Run79.mzML","GF_PF_MC_RCG_2_neg_20210511_Run97.mzML","GF_PF_MC_RCG_3_neg_20210511_Run198.mzML"
"3302/447.3478mz/7.97min",172809.425,116536.67,181041.62,164577.23,401606.34,144249.23,303196.75
"3303/441.203mz/7.99min",415941.435,17026.386,17026.386,85131.93,1198162.9,746750.94,1121098
"3304/411.3478mz/8.01min",105086.772,93782.33,114922.04,108387.664,122556.51,71496.23,101785.88
"3307/461.3272mz/8.01min",321993.175,295972.53,297892.38,366200.34,346093.97,262317.66,444575.6
"3310/371.3165mz/8.04min",625465.52,522441.2,695712,711872.3,455599.4,557699.44,693231.6
"3312/473.2829mz/8.06min",1959.54432,6768.9854,653.18144,653.18144,6690444.5,3265.9072,653.18144
"3318/395.2776mz/8.09min",66226.945,26514.42,104651.53,80022.984,216550.53,5302.884,52430.906
"3321/427.2154mz/8.09min",377412.53,185731.67,556908.9,422717.22,1061518.1,159654.78,332107.84
"3322/483.2781mz/8.09min",398362.93,220497.33,511506.1,444758.3,1119745.8,326442.8,351967.56
"3323/383.353mz/8.09min",5303140.75,4438981,6332643.5,5698003.5,8128596,4472345.5,4908278
"3326/473.327mz/8.11min",372948.05,223557.47,248158.75,324580,1255733.5,421316.1,547564.1
"3328/746.5707mz/8.12min",35611.971,11870.657,11870.657,11870.657,516793.5,59353.285,102736.68
"3330/572.4533mz/8.13min",186161.05,68408.21,266994.75,153802.55,531818.9,146120.84,218519.55
"3332/673.4097mz/8.12min",859486.625,584161.6,846270,920582.06,1350316.4,371681.9,872703.25
"3333/327.2904mz/8.13min",10203471.5,7169550,11719007,10955779,11891148,7750470.5,9451164
"3338/769.3129mz/8.13min",264122.06,102491.71,359024.22,267356.9,803728.2,260887.22,171239.4
"3339/395.3528mz/8.13min",236024.665,177543.67,333747.84,339739.16,268358.1,151390.88,203691.23
"3340/481.3532mz/8.13min",533174.405,242042.53,531095.25,426962.8,1340727.8,535253.56,1230067.5
"3341/321.2104mz/8.13min",147902.5,147902.5,147902.5,147902.5,739512.5,147902.5,147902.5
"3343/588.4667mz/8.13min",1108983.7,1108983.7,1108983.7,1108983.7,5544918.5,1108983.7,1108983.7
"3345/371.3166mz/8.13min",294300.765,174183.34,383125.8,326621.2,504344.8,233701.25,261980.33
"3347/508.364mz/8.13min",1219423.9,818660.25,1292175.4,708953.94,1494618,1146672.4,2166141
"3348/461.3273mz/8.13min",499011.475,445171.25,540320.2,524024.25,710909.75,473998.7,298231.28
"3350/397.3321mz/8.14min",827838.5,484623.62,856915.5,798761.5,1139901.1,696169.5,908137.8
"3355/577.3204mz/8.14min",110436.312,110436.312,110436.312,110436.312,552181.56,110436.312,110436.312
"3356/593.3155mz/8.14min",258104.02,258104.02,258104.02,258104.02,1290520.1,258104.02,258104.02
"3358/713.4759mz/8.14min",333325.185,1067252.9,271135.4,1252274.1,3301.2598,57217.766,395514.97
"3359/833.5189mz/8.14min",3014914.75,7251766.5,1624388.5,6883247,2560.8938,12804.469,4405441
"3361/714.5098mz/8.14min",1154116.5,406857.75,1828477.1,1678886.2,61630.52,4149348.5,629346.8
"3362/339.1997mz/8.14min",480505.14,796795.06,440256.2,514967.88,446042.4,605633.4,411965.22
"3363/283.2642mz/8.14min",261466.36,79059.7,285847.47,237085.25,392815.6,339776.38,204223.81
"3369/731.4856mz/8.14min",191165.945,703871.4,237920.47,681675.6,2040.8814,10204.407,144411.42
"3372/769.5027mz/8.14min",93915.865,2275906.5,146204.39,41627.34,7877.262,39386.31,1156144.9
"3375/771.3908mz/8.14min",571992.75,1629796.8,123284.32,442494.75,24656.864,1558220,701490.75
"3376/729.4689mz/8.14min",69453.735,1133779,1497405.6,68068.69,737.7418,3688.709,70838.78
"3377/766.503mz/8.14min",1271673.1,2939648,2053699.4,766848.5,153369.7,1659352.4,883993.8
"3378/383.1895mz/8.14min",3392355.3,2427951.2,4041960.5,3326131.8,7621247,3458578.8,3098077.2
"3379/384.1918mz/8.14min",882881.7,635715.2,1050644.5,863377.8,2047943.5,902385.6,814665.75
"3380/671.4661mz/8.14min",7359745.75,19427176,4620358,8158236.5,1646459.8,6561255,13582460
"3386/325.1842mz/8.14min",1061421.55,1059712.9,994811.4,1078889,491711.25,1063130.2,1417353.1
"3387/480.3094mz/8.14min",2629742.9,6155272.5,2991166,4708523.5,214651.8,2268319.8,1073259
"3389/695.4659mz/8.14min",4789148.25,9814745,1290872.5,4297574,139830.23,10346182,5280722.5
"3390/742.5034mz/8.14min",1154195.1,4306514,1376294.5,636557.1,243497.11,1186383.4,1122006.8
"3394/391.2523mz/8.14min",188192.38,188192.38,188192.38,188192.38,940961.9,188192.38,188192.38
"3396/311.1686mz/8.14min",1084238.2,1145279.2,912317.9,1428502.5,608298.1,1023197.2,1418905.4
"3397/113.9263mz/8.14min",3265732.85,6389674.5,3347579.5,8945522,3183886.2,2356315.2,3064881.8
"3398/115.9207mz/8.14min",62065128,122135520,63775636,171636080,60354620,51244252,48860284
"3400/563.3355mz/8.14min",532585.44,694237.5,420495.78,541557,106131.56,523613.88,1418881
"3402/699.4964mz/8.14min",454099.115,1180235.2,221073.19,443410.7,142711.98,464787.53,754446
"3403/657.4504mz/8.14min",103686.5675,843437.94,43580.938,117356.83,8716.1876,869477.25,90016.305
"3404/132.9234mz/8.14min",2217596,2115976.2,2507335,785522.4,2618767,2129839.5,2305352.5
"3406/114.9341mz/8.14min",2559256,578748.94,2837923.2,2686108.2,3171678,1615848.9,2432403.8
"3407/118.9268mz/8.14min",1428354.6,295908.5,1569713.8,1469705.2,1747179.4,1106964.1,1387004
"3408/353.306mz/8.14min",2395840.85,1338413.1,2771311.5,2436207.5,3319427.2,1762124.1,2355474.2
"3409/117.919mz/8.14min",599637.09,493053.12,1858191.6,5262363.5,342632.6,706221.06,111247.81
"3411/117.9286mz/8.14min",5878203.75,255993.14,6225463,6071532,6988899.5,2170888.5,5684875.5
"3412/590.446mz/8.14min",883679.625,224311.94,552110.75,1263024.1,44862.388,1280295.4,1215248.5
"3413/116.9284mz/8.14min",49672815,2126206.8,53915772,51154170,60319990,30110004,48191460
"3415/603.1919mz/8.15min",201587.455,308836.72,209094.97,25306.09,264122.97,173853.52,194079.94
"3417/99.9258mz/8.14min",30377268,3368625,38313276,3828257.5,37587616,29628350,31126186
"3419/445.3322mz/8.14min",579077.78,219034.81,612239.5,540046.7,1263310.5,545916.06,961114.8
"3423/144.9234mz/8.15min",12663341.5,12255244,13274350,29886804,13071439,9247067,10700014
"3425/463.343mz/8.16min",795331.85,223576.77,932682.3,1080660,657981.4,619173,1005739.7
"3426/461.3636mz/8.16min",843001,322841.94,883725.8,706701.5,2249395,802276.2,1190595.4
"3428/475.3427mz/8.17min",1794742.85,1187734,1794276.5,3122266.5,746003.44,1795209.2,2801376.2
"3430/399.3479mz/8.18min",349927.575,200749.64,493662.3,441923.38,429836.12,254202.17,270019.03
"3431/383.3166mz/8.18min",529730.61,283120.5,740073.44,613424.06,953939.6,446037.16,315593.84
"3434/447.3479mz/8.2min",149595.355,50135.15,153477.23,158215.05,198540.03,86967.85,145713.48
"3437/134.8946mz/8.21min",2009636.55,1877251.9,2668034,1719041.2,8295150.5,2142021.2,1706334.4
"3439/385.3323mz/8.26min",628412.57,444439.78,685785.5,683349.1,666407.7,524634.94,590417.44
"3440/607.4216mz/8.29min",348299.815,605642.3,955864.56,770633,90957.33,18614.623,4122.7725
"3442/113.9263mz/8.24min",1357676.15,1541935.8,1002332.1,1691152.6,778466.2,1289176.8,1426175.5
"3445/132.9234mz/8.27min",938181.025,1056150.4,495502.94,1037220.5,584901.9,889553.25,986808.8
"3446/441.2313mz/8.29min",47014.5785,24834.717,63654.734,57824.68,185447.23,18553.275,36204.477
"3447/699.3935mz/8.29min",370963.77,165720.14,389250.7,352676.84,1382759,248198.9,489357.22
"3448/701.3905mz/8.29min",320354.365,169394.25,380738.2,246296.64,1357792,259970.53,453224.4
"3450/397.3685mz/8.29min",132665.835,109691.48,161912.88,155640.19,263339.94,103720.46,109674.17
"3452/341.306mz/8.29min",1244942.9,972502.9,1279181.2,1223967,1555209.4,1101893.4,1265918.8
"3453/411.3479mz/8.29min",154311.58,71822.33,153779.39,110421.14,253277.75,154843.77,234244.95
"3454/729.4708mz/8.31min",9126.09835,939673,473506.44,8169.7007,1538.887,10082.496,7694.435
"3456/144.9234mz/8.25min",5028820,6192111.5,6311656.5,6330094.5,3055582.5,1978971.4,3865528.5
"3458/742.5034mz/8.28min",204571.29,616586.3,252167.33,142199.83,30234.256,165671.08,243471.5
"3460/590.4461mz/8.28min",673657.1,1547029.8,715619,351685.78,70337.156,1048380.56,631695.2
"3461/771.391mz/8.3min",467025.62,659619.3,193255.28,404213.8,38651.056,588884.5,529837.44
"3462/381.3011mz/8.36min",5699418.75,3543992.8,5301849.5,5501853.5,11263397,5896984,7383382
"3464/619.4216mz/8.34min",159289.71,279859.4,445706.38,365633.25,38720.02,7744.004,7744.004
"3467/355.3218mz/8.35min",99960.63,94359.2,96896.55,89266.38,117773.08,103024.71,103666.48
"3469/106.0411mz/8.37min",101075.627,10129.763,119469.59,82681.664,25718.91,174427.9,218312.75
"3471/411.3842mz/8.4min",282069.245,251558.33,385337.12,312580.16,453806.47,218037.2,209107.05
"3472/325.1842mz/8.46min",392825.23,393034.06,392616.4,271914.4,298220.75,502885,434618.38
"3473/729.4708mz/8.44min",115437.205,2111411,627614.7,32524.85,1282.99708,198349.56,6414.9854
"3477/766.5031mz/8.4min",239501.895,298903.9,537068.7,180099.89,24680.254,343712.06,123401.27
"3478/311.1686mz/8.46min",376182.53,447754.6,307969.3,221417.89,334301.84,488177.75,418063.22
"3479/144.9234mz/8.42min",3795182.6,17107590,4941224.5,3208099,1326157.4,3779027.2,3811338
"3480/106.0411mz/8.44min",128554.782,7695.1484,650768.56,82681.664,32337.12,174427.9,478351.56
"3484/132.9234mz/8.43min",911335.75,1084282.9,2224106.2,1225672.1,659344.1,153453.61,738388.6
"3486/399.3479mz/8.43min",7103869.75,5579470,11553458,11104709,8515023,5345554,5692716.5
"3487/499.2732mz/8.44min",161545.37,96591.84,261460.83,212102.62,449005.12,92623.414,110988.12
"3489/409.3323mz/8.46min",110132.545,49414.617,151230.03,140046.39,207964.9,80218.7,76245.56
"3491/391.2987mz/8.46min",113743.81,120128.2,113096.66,114390.96,190547.05,71208.83,42005.39
"3492/423.309mz/8.46min",77220.054,38209.83,155190.69,106505.35,235863.22,38755.14,47934.758
"3495/711.651mz/8.47min",207625.715,90701.055,205162.6,274751.3,377862.9,177885.03,210088.83
"3496/428.3375mz/8.46min",141111.54,97239.33,136445.44,143432.47,166133.45,161883.45,138790.61
"3497/355.3218mz/8.47min",9940634,7343119.5,11038533,10751071,13304385,9130197,8975412
"3498/455.247mz/8.47min",438044.545,302340.66,659763.25,541646.56,1616058.8,334442.53,319922.44
"3499/495.3513mz/8.49min",364859.2,172556.84,231608.06,498110.34,34511.368,1902360.2,646180.44
"3500/99.9258mz/8.47min",6586619,36172896,7771783,38520380,4793993,5401455,5342217.5
"3501/621.4372mz/8.48min",554385.735,996135.8,1391837.9,1131825.5,103902.19,112635.67,80530.05
"3503/742.5476mz/8.49min",893715.22,521445.72,1325019.6,1020490.9,969068.5,540678.9,818361.94
"3504/737.6664mz/8.5min",218613.79,105542.836,227097.61,205833.62,433004.6,210129.97,262549.28
"3505/481.2626mz/8.5min",381692.58,255056.62,568251.1,413924.5,1691971.6,312177.25,349460.66
"3506/382.3408mz/8.5min",2322994.6,1663711.1,2443486.8,2205022,3539636,2113332.5,2440967.2
"3507/381.3374mz/8.5min",9147094.5,6595099.5,9607621,8729937,13693751,8373343.5,9564252
"3508/763.6825mz/8.5min",231232.105,113207.53,237345.38,153663.62,482377.03,225118.83,326573.12
"3510/395.3166mz/8.53min",365143.33,196717.36,378797.62,364161.88,333576.9,366124.78,411542.06
"3514/559.4005mz/8.53min",170412.79,65164.03,91648.81,83116.516,703126.8,255016.33,249176.77
"3515/271.1915mz/8.52min",675168.13,288238.56,1051881.2,690302.7,2010848.6,514180.84,660033.56
"3516/411.3479mz/8.52min",409814.85,230603.48,641118.6,514847.3,794170.56,304782.4,156210
"3517/287.1864mz/8.52min",64791.405,3994.6624,123645.55,72108.25,254167.72,19973.312,57474.56
"3518/106.0411mz/8.5min",59637.46,9464.734,575868.25,82681.664,19793.49,40921.62,78353.3
"3520/655.4584mz/8.57min",321289.405,222107.45,406695.47,259281.95,438737.6,284334.03,358244.78
"3521/413.3636mz/8.62min",2560536.2,1963397.4,4618092.5,3292970.5,3157675,1217776.1,1334435.1
"3522/469.2626mz/8.64min",208626.295,134520.14,442292.9,275635.4,778713.44,141617.19,110538.67
"3523/739.6826mz/8.64min",190237.5,144584.42,412477.25,272155.62,235890.58,98316.984,77595.97
"3524/369.3374mz/8.64min",6502856.5,5334660,9552195,7671053,8095152,5192684,4575627
"3525/719.357mz/8.65min",361547.095,236809.7,477179.25,359435.16,794561.6,266112.47,363659.03
"3527/395.353mz/8.66min",2522692.5,2002250.5,3377125.8,2743973,3491343.8,2207701.5,2301412
"3528/285.2072mz/8.66min",221752.455,41281.71,470932.78,284241.1,729449.5,159263.81,149348.4
"3529/409.3324mz/8.68min",8191667.5,6548908,10276738,9799880,9148225,7235110,6629444
"3533/383.3533mz/8.69min",93379.085,75734.3,159351,111023.87,122301.28,68940.305,49973.445
"3535/410.3357mz/8.68min",2106324.4,1758530.6,2735090.8,2265674.8,2452061.8,1946974,1664267.6
"3536/481.4263mz/8.75min",67347.374,37201.688,65244.688,56339.633,185306.73,94670.27,69450.06
"3537/437.3636mz/8.77min",65135.324,31550.988,126838.914,120114.07,96332.21,33938.438,10699.359
"3538/427.3791mz/8.79min",1512987.45,1170321.4,2786155.5,2077763,1855653.5,591769,528809.94
"3540/483.2783mz/8.81min",360669.71,247022.4,673116.56,460081.94,1438999.9,261257.48,167474.33
"3543/649.4375mz/8.81min",233186.155,145921.19,267610.84,235216.84,535101.6,186021.75,231155.47
"3544/383.3532mz/8.81min",19498147,15281548,29096954,23714746,28387258,15092576,12658139
"3545/767.7138mz/8.81min",1743049.2,1160677.4,2742985,2325421,2368420.2,1104752.8,907760.2
"3546/495.3506mz/8.75min",62472.0915,1881642.6,654232.5,13819.728,2763.9456,76760.16,48184.023
"3547/729.4714mz/8.84min",222332.7575,13659789,40626.855,1643873.9,8125.371,404038.66,8125.371
"3548/409.3686mz/8.82min",981449.33,602700.6,1183446.6,935917.06,1590655.4,896956.7,1026981.6
"3550/410.372mz/8.82min",266126.415,152005.17,310594.1,249914.27,430549.1,238754.03,282338.56
"3551/495.3153mz/8.81min",371169.17,856612.7,436186.84,306151.5,114198.36,603907.5,72397.1
"3552/475.3429mz/8.84min",221815.89,144010.94,342323.6,89131.695,331223.9,170784.78,272847
"3553/497.4211mz/8.83min",185183.79,115997.87,309583.72,198288.6,393430.72,172078.98,151246.64
"3554/639.4957mz/8.84min",3116344.5,2154989.8,3976526.8,2911128.2,4918520.5,2927934,3304755
"3556/621.4061mz/8.85min",959270.33,509894.44,1047905.06,792398.56,2197518.5,870635.6,1328393.2
"3557/439.3792mz/8.86min",254422.51,170261.4,463545.72,338583.62,421063,127324.31,31102.752
"3559/481.4261mz/8.87min",206870.305,181851.45,353230.38,236895.34,231889.16,87007.48,30523.34
"3560/596.4897mz/8.87min",65523.74,50392.312,71124.2,63609.02,128404.66,67438.46,42213.117
"3561/465.2677mz/8.87min",739.74644,739.74644,739.74644,739.74644,151691.8,3698.7322,739.74644
"3563/475.3428mz/8.88min",296915.51,232322.12,467786.2,223566.4,439610.44,361508.9,210187.11
"3564/586.5054mz/8.91min",370004.95,337568.9,488221.9,402441,553734.75,323078.47,240739.94
"3565/495.4419mz/8.93min",45579.1265,21005.42,41570.64,30202.902,213384.81,60101,49587.613
"3567/576.4766mz/8.91min",164373.065,133151.03,377955.6,195595.1,622389.7,89835.56,33968.707
"3568/582.4741mz/8.95min",596881.97,415191.4,939409.56,659846.94,1275000.6,485928.78,533917
"3569/653.5114mz/8.98min",6092884.75,4561797,8005716,5974438,10856244,5475574,6211331.5
"3570/795.745mz/9.0min",135319.505,91233.73,280367.7,198861.39,179405.28,27559.836,17206.129
"3571/397.3686mz/9.0min",4977837.25,4176708.5,7575167.5,5973767.5,5778966,2615241.2,1963354.4
"3572/437.3635mz/9.05min",1740064.75,1594135.6,2621726.2,2268711.5,1885993.9,924508.2,619642.75
"3574/667.5269mz/9.05min",165505.425,104707.734,235011.5,174470.16,311061.47,142145.95,156540.69
"3577/529.2856mz/9.1min",51261.284,39501.06,52571.06,85658.14,49951.508,42623.95,59834.58
"3578/552.4635mz/9.08min",518921.82,414674.78,757541.1,589799.7,992976,446701.53,448043.94
"3579/586.5055mz/9.11min",317415.655,288610.25,379629.84,346221.06,480669.1,286691.16,256122.55
"3580/576.4766mz/9.11min",67732.245,59572.75,173499.73,75891.74,477174.53,38604.547,36333.355
"3582/556.4947mz/9.13min",650806.1,620103.7,770145.06,681508.5,999098.8,460906.88,418652.53
"3583/509.4574mz/9.14min",908129,456854.88,763170.5,653165.06,2428939,1141464.6,1053087.5
"3585/596.4898mz/9.17min",1921347.5,1275551.9,2749620.2,2029498,3493367.5,1635880,1813197
"3586/590.4923mz/9.19min",302504.23,259138.23,519140.22,327083.66,1842000.1,126893.336,277924.8
"3587/617.511mz/9.18min",261824.09,255336.52,395951.88,205789.42,1839012.6,135260.95,268311.66
"3588/600.5211mz/9.19min",1383760.05,1235208.1,1744143.5,1513027.2,2229195.8,1254492.9,1142177.4
"3589/966.9068mz/9.21min",214194.21,106868.95,469426.12,321519.47,467312.78,73761.25,72410.04
"3590/823.7762mz/9.23min",121134.0025,124666.445,401408.6,280932.12,117601.56,23520.312,23520.312
"3591/411.3843mz/9.24min",5236090,4324706,9692987,7089456,6147474,1720200.9,1532143.5
"3592/667.5272mz/9.24min",1810273.3,1292693.8,2359430.5,1743878.6,2986496.5,1647027.8,1876668
"3593/566.4791mz/9.24min",2851080.5,1995338.1,4034626.8,3260731,5114356,2383907.8,2441430
"3595/397.3687mz/9.26min",35874.6175,18966.047,93410.53,52783.188,81442.4,3793.2094,3793.2094
"3596/579.3307mz/9.26min",460691.095,263500.84,429992.94,491389.25,29026.438,3388811.8,5096126
"3597/604.4622mz/9.28min",3478253.75,572577.5,155052.39,6383930,31010.478,6798893,8289044
"3598/383.3532mz/9.26min",95977.278,58919.656,201840.83,133034.9,220226.14,31666.014,45381.758
"3601/713.4763mz/9.26min",342904.135,605725.3,385723.97,696238.25,6325.0094,31625.047,300084.3
"3602/729.4715mz/9.26min",445838.47,2823889.5,22035.527,7638143,4407.1054,269468.84,622208.1
"3603/563.3358mz/9.26min",141869.455,81757.78,138809.19,144929.72,16351.556,387693.34,216227.34
"3604/649.4376mz/9.26min",55171.998,7748.9126,63813.25,46530.746,201558.69,33832.07,97544.445
"3607/590.4921mz/9.43min",17231.534,1373.1234,49397.26,17932.197,76512.25,6865.617,16530.871
"3609/604.5072mz/9.4min",503534.72,397391.88,1088880.8,538409.56,2552692.2,366460.8,468659.88
"3610/570.5105mz/9.39min",1212715.6,1123069.2,1476834.8,1256643.1,2147391.2,1168788.1,1079434.8
"3611/614.5367mz/9.39min",2233276.65,2006060.4,2934003.2,2415983.8,4507591.5,2050569.5,2024654
"3612/610.5054mz/9.39min",2323439.4,1455559.5,3123080.5,2305587,3835118.8,1980382.9,2341291.8
"3614/681.5425mz/9.39min",383751.36,257867.86,538350.6,380282.25,674993.7,387220.47,328103.38
"3615/631.5268mz/9.41min",948878.78,601565.44,2055667.1,1027939.5,4907113.5,609726.9,869818.06
"3616/587.5007mz/9.44min",328530.89,222603.3,641160.2,338941.66,1666891.5,253671.33,318120.12
"3618/600.5215mz/9.44min",208176.57,180190.11,271619.06,225237.67,475612.5,188537.55,191115.47
"3619/617.5113mz/9.44min",61709.193,21863.041,171844.56,57991.316,580990.6,28621.234,65427.07
"3620/425.4001mz/9.47min",955345.62,935750.44,2200320,1221316.9,974940.8,202543.83,169858.8
"3621/481.4262mz/9.51min",134589.7,112329.37,194692.39,153542.94,247674.38,115636.46,92544.59
"3622/283.2641mz/9.51min",53301.255,41853.59,71591.44,58237.13,116214.46,48365.38,34491.02
"3623/580.4948mz/9.51min",617188.13,439295.6,909076.8,623613.7,1211277.4,547931.75,610762.56
"3626/439.4156mz/9.57min",31473.363,46610.953,105552.56,62248.668,16335.773,3267.1546,3267.1546
"3627/574.4975mz/9.63min",38410.622,46017.336,194794.06,30803.908,190824.08,6160.7816,6160.7816
"3628/106.0411mz/9.58min",36472.9785,4145.9062,335291.03,44985.67,24375.697,27960.287,84808.86
"3629/509.4574mz/9.62min",19443.0535,3955.7886,41873.97,14419.978,146495.81,24466.129,791.15772
"3630/645.5425mz/9.63min",416621.08,236515.8,1132707.9,452209.88,2580400,196119.6,381032.28
"3631/628.5523mz/9.62min",741593.97,579233,979735.44,794360.94,1717214.8,645886.6,688827
"3632/618.5236mz/9.62min",151722.655,59472.652,163509.12,164310.25,869693,111078.414,139936.19
"3635/614.5368mz/9.67min",99186.75,61116.54,188513.3,100861.01,361505.6,89987.15,97512.49
"3636/624.521mz/9.67min",892136.4,491691.25,1266429,867689,1461630.4,799017,916583.8
"3637/631.5268mz/9.68min",51594.7815,5752.694,191553.2,50745.61,494004.78,28763.47,52443.953
"3638/495.442mz/9.7min",354494.53,285112.5,452502.53,370713.03,702877.94,338276.03,310320.4
"3639/481.4262mz/9.7min",55118.936,24549.904,86176.36,65097.402,135554.12,44654.82,45140.47
"3640/283.2641mz/9.71min",178641.03,110976.445,235942.73,178273.94,431428.44,179008.12,150163.19
"3641/601.5163mz/9.73min",1039730.2,528813.7,2431715.5,1140486.5,4873381,675766.6,938973.9
"3642/439.4157mz/9.75min",206622.465,239400.83,664175.3,307745.66,173844.1,34768.82,34768.82
"3643/584.5262mz/9.75min",2216766.9,1947375.6,3031037.5,2412696.5,2394437.2,2039096.6,1904384.2
"3644/574.4974mz/9.74min",294271.63,207783.92,461235.34,323836.2,1329641.5,191167.72,264707.06
"3646/618.5236mz/9.75min",69346.465,27615.121,254456.17,99642.28,423958.75,34684.293,39050.65
"3647/628.5525mz/9.79min",494144.99,456372.28,785284,531917.7,1056929.1,343345.66,315503.84
"3648/645.5426mz/9.78min",276014.325,164869.27,623616.06,311378.88,1453137,86230.31,240649.77
"3649/579.3305mz/9.87min",735083.82,1644043.6,515033.1,554543.94,113156.734,1458303.6,915623.7
"3650/563.3357mz/9.86min",196166.29,194163.64,198168.94,189429.97,37885.994,480740.62,285183.62
"3651/571.4501mz/9.84min",575891.22,430112.84,763788,636839.06,1145309.4,465738.4,514943.38
"3652/572.4537mz/9.84min",192477.875,140138.38,257280.97,214642.67,390703.03,150570.97,170313.08
"3654/523.4732mz/9.84min",278302.23,197781.02,459674.94,289537.4,728620,267067.06,204734.55
"3655/473.2825mz/9.86min",849947.65,778293.6,946836.2,993437.25,796169,798959.6,900935.7
"3656/509.4574mz/9.9min",267692.625,332902.38,299274.56,236110.69,757363.6,196996.23,172107
"3659/106.0411mz/9.97min",60474.59,10142.684,1058671.9,81801.5,25493.09,39147.68,136617.03
"3660/677.6202mz/9.99min",230331.385,102518.65,370120.66,219884.11,583464.7,216684.2,240778.66
"3661/599.5452mz/10.01min",768039.23,681983,960335.5,797764.56,1456857.1,738313.9,698457.2
"3662/598.5418mz/10.01min",2039841.95,1773826.6,2588915.8,2132761,3894156.5,1946922.9,1837782.4
"3663/561.4194mz/10.05min",1590205.15,587290.9,844259.5,9685973,117458.18,2336150.8,12196398
"3664/588.5133mz/10.02min",221239.16,152416.95,488761.84,236845.9,1220828.1,205632.42,164957.6
"3665/615.5318mz/10.02min",1021150.82,573496.94,2365838.5,1089218.2,5006456,780237.25,953083.44
"3666/579.3305mz/10.05min",663792.45,627919.2,594953.75,699665.7,88134.44,4627980.5,1039864
"3667/793.6564mz/10.07min",1038508.7,698491.8,1416957.5,1033323.1,2593919.2,958120.25,1043694.3
"3668/659.5583mz/10.09min",223321.945,100165.87,692143.6,251656.16,1322562.4,133947.89,194987.73
"3669/645.5429mz/10.11min",3331.7066,3331.7066,16658.533,3331.7066,125695.37,3331.7066,3331.7066
"3670/106.0411mz/10.2min",160552.205,9594.441,931807.9,155087.33,44735.438,166017.08,404281.66
"3673/135.9709mz/10.17min",533938.1,486470.53,549223,567705.06,331981.7,518653.2,601953.2
"3674/604.4617mz/10.18min",1383340.95,1258195.4,4128209,578316.75,115663.35,2852889.5,1508486.5
"3677/574.451mz/10.21min",307126.765,319624.47,58925.812,2275172.8,58925.812,294629.06,441964.7
"3678/729.4711mz/10.19min",969362.1,1513857.9,424866.3,3109539.5,16763.952,83819.76,10683915
"3679/563.3355mz/10.2min",354627.25,371834.34,216475.1,337420.16,144060.22,1536879.5,738177.3
"3680/561.4192mz/10.12min",1392693.1,729815.44,854591.6,1930794.6,145963.088,7970838,3016031
"3681/695.4658mz/10.2min",1226032.1,2996697,1171727.6,964209.6,452847.66,1947037.4,1280336.6
"3682/590.4461mz/10.21min",338845.295,382652.03,37895.55,2072401.9,295038.56,189477.75,1259482.2
"3683/671.4661mz/10.2min",5823002.25,8971754,3260661.8,4964739.5,1127331.8,12789409,6681265
"3685/731.4847mz/10.2min",158297.895,3397469.8,87531.69,3259649,8987.9852,44939.926,229064.1
"3686/699.4965mz/10.2min",759153.83,806913.6,393672.47,992188.56,301574.12,826343.1,711394.06
"3687/769.5014mz/10.23min",18612.1584,192544.16,31020.264,6204.0528,6204.0528,6204.0528,162708.06
"3688/713.4762mz/10.2min",336028.81,2832582.5,401357.4,497180.94,7670.1774,38350.887,270700.22
"3689/657.4504mz/10.19min",138309.64,351041.66,57261.266,137815.42,11452.2532,265402.22,138803.86
"3693/766.5029mz/10.21min",225432.86,316853.22,392836.9,123878.125,24775.625,356860.22,134012.5
"3694/742.5033mz/10.22min",215329.99,930218.06,250391.66,137804.61,81953.625,214334.64,216325.34
"3695/265.1478mz/10.22min",133636.665,151962.02,100568.336,132889.44,13943.863,160664.48,134383.89
"3700/901.3639mz/10.24min",96179.62,96179.62,96179.62,96179.62,480898.1,96179.62,96179.62
"3701/112.9856mz/10.25min",8311671,7174000.5,9858635,8412541,11841762,8129843,8210801
"3702/833.5189mz/10.25min",2014079.45,6462746.5,1852153.9,3695594.8,9337.386,46686.93,2176005
"3704/580.2349mz/10.26min",6264.225,103500.05,31852.158,2088.075,2088.075,10440.375,2088.075
"3705/714.5086mz/10.28min",341725.12,257372.86,426077.38,477023.34,22108.908,2084810.2,110544.54
"3706/134.8946mz/10.18min",3507576.6,6681470,2277373.8,3077606,3937547.2,4218954,1518965.1
"3707/92.928mz/10.28min",2030.58516,13952.7705,676.86172,676.86172,114108.02,3384.3086,676.86172
"3711/248.9604mz/10.28min",30123.5065,1415.6665,65649.61,25469.523,455736.4,7078.3325,34777.49
"3712/102.9569mz/10.28min",91902.537,74042.12,88741.984,154136.22,339541.2,95063.09,54349.13
"3713/480.3093mz/10.27min",621975.66,2505165.2,2134057.8,294860.62,3503.3254,949090.7,17516.627
"3714/782.4972mz/10.31min",2172.33984,724.11328,17700.395,3620.5664,724.11328,711247.1,724.11328
"3715/153.8686mz/10.34min",455126.345,307355.9,459138.53,715053.7,326639.2,451114.16,528725.25
"3716/590.4462mz/10.28min",238481.07,143714.44,28742.888,376645.9,28742.888,655402.9,333247.7
