"","filter","GF_MC_RCG_Ctrl_1_neg_20210511_Run68.mzML","GF_MC_RCG_Ctrl_2_neg_20210511_Run147.mzML","GF_MC_RCG_Ctrl_3_neg_20210511_Run159.mzML","GF_PF_MC_RCG_1_neg_20210511_Run79.mzML","GF_PF_MC_RCG_2_neg_20210511_Run97.mzML","GF_PF_MC_RCG_3_neg_20210511_Run198.mzML"
"2536/1077.5984mz/4.47min",140459.4705,7129.085,3718.4941,10555.821,420020.56,402664.47,270363.12
"2537/481.2664mz/4.48min",294860.01,320573.06,251163.25,340479.4,312675.72,261340.28,277044.3
"2539/301.202mz/4.47min",127825.19,33595.086,31295.475,95064.48,160585.9,210467.23,262003.48
"2540/229.1274mz/4.48min",703039.135,445104.06,368420.4,519057.47,887020.8,908943.56,1026727.8
"2541/184.1342mz/4.49min",2551635.85,1611479.5,1373366.4,1858349.5,3244922.2,3353352.2,3839458
"2542/228.1242mz/4.49min",6601129,4185557.5,3479379.8,4831240.5,8371017.5,8463777,9835989
"2543/347.1974mz/4.49min",312237.94,389166.6,310057.5,314418.38,389033.78,304360.03,271080.25
"2545/307.1914mz/4.5min",1275538.65,1194071.2,944552.7,1060703.4,1436531.9,1357006.1,1988343
"2547/427.2196mz/4.5min",44283.825,14761.275,14761.275,14761.275,101915.68,73806.375,188683.12
"2548/329.2333mz/4.5min",15838199.5,13054260,11265764,13391695,18284704,19672922,23129330
"2549/507.2819mz/4.5min",553734.9,391496.03,347827.1,505779,601690.8,632476.7,696961.9
"2550/330.2366mz/4.5min",3037098.15,2434247.8,2135032.5,2481388.8,3592807.5,3634668,4255066.5
"2551/375.1846mz/4.52min",281959.805,169377.52,117133.32,260241.17,303678.44,540111.25,507075.12
"2552/388.224mz/4.5min",352377.45,534563.44,462590.5,454841.1,193195.16,187953.06,249913.8
"2553/331.2391mz/4.5min",345242.56,279414.34,231390.11,285981.28,404503.84,438803,506039.62
"2555/349.1403mz/4.51min",417426.36,180446.33,138915.14,283524.78,621081.9,710096.1,551327.94
"2557/398.2296mz/4.53min",132644.4475,200785.03,129547.875,291234,97865.42,135741.02,42526.05
"2559/315.1562mz/4.54min",239653.93,98769.32,60888.086,192416.58,562374.1,606880,286891.28
"2563/262.1084mz/4.54min",1073041.28,997197.56,852502.3,1148885,1721593.6,1514052.8,893925.25
"2564/218.1186mz/4.55min",393438.425,372851.97,315128.88,414024.88,672654.9,584741,315286.2
"2565/718.451mz/4.56min",439048.16,636967.3,489025.62,571047.4,389070.7,267913.8,51702.8
"2566/228.1604mz/4.56min",577692.975,566873.2,475015.72,551525.2,600484.06,627759.25,588512.75
"2567/327.2178mz/4.56min",5108373.75,4862372.5,3869481.8,4590341,5354375,6971399,6276217.5
"2568/328.2212mz/4.57min",979794.87,946528.3,600501.9,696996.44,1013061.44,1358105.6,1530418.4
"2569/375.1845mz/4.6min",428199.205,263503.7,206835.42,484806.84,375067.25,481331.16,1157996.1
"2570/296.0928mz/4.57min",1015799.25,1185961.8,1156385.5,1085837.5,945761,826408.44,625499.6
"2571/354.2397mz/4.58min",156565.655,114021.67,80524.625,101180.21,208928.23,199109.64,206664.14
"2572/495.2826mz/4.59min",62737.297,123851.45,64109.797,150162.02,58923.082,57613.555,61364.797
"2573/287.2228mz/4.59min",148149.948,114497.516,78614.55,109853.42,181802.38,196142.16,231269.62
"2574/299.1864mz/4.59min",273092.99,139109.08,98173.88,224300.78,321885.2,428195.53,592781.7
"2577/227.9666mz/4.61min",620980.71,833320.56,1033518.8,723674.3,509938.1,471938.3,518287.12
"2578/229.9645mz/4.61min",607382.705,808810.1,1001924.2,708925.25,486807.06,462727.62,505840.16
"2579/354.1095mz/4.62min",189308.92,82219.414,53297.42,152503.89,226113.95,276323.88,375133.22
"2581/262.1448mz/4.63min",1595050.8,1555197.4,1266419.6,1510827.5,1665797.2,1733072.8,1634904.2
"2582/394.271mz/4.63min",355070.4,777667.5,601748.7,670201,108392.1,83883.08,16776.616
"2583/214.0874mz/4.64min",298339.39,279917.56,196602.38,275010.5,316761.22,401867.03,469331.72
"2585/469.2664mz/4.65min",106973.8,86978.414,46978.645,103018.85,110928.75,122459.1,120491.945
"2586/311.1865mz/4.65min",303566.78,265984,184115.47,238068.03,341149.56,357541.12,477730.72
"2588/646.3249mz/4.66min",354908.1,450532.72,349073.1,360743.1,372640.47,276614.34,163123.27
"2591/180.103mz/4.67min",367485.84,287168.62,162046.36,251297.69,604964.94,605600.06,447803.06
"2592/251.1038mz/4.67min",350311.67,193551.62,128969.125,361927.34,338696,650540.44,377328.44
"2594/375.1846mz/4.65min",725969.025,342115.53,217242.56,448461.25,1103017.1,1169159.2,1003476.8
"2595/441.2352mz/4.77min",71066.064,23688.688,23688.688,23688.688,333914.88,118443.44,566183.44
"2596/259.1914mz/4.7min",75735.485,62135.367,52748.004,72333.11,79137.86,91747.375,90840.266
"2598/361.177mz/4.71min",327645.62,231352.77,165417.48,214187.14,542045.1,423938.47,631312.1
"2599/187.1339mz/4.71min",1961688.85,1777174.5,1547532.9,1831831.9,2091545.8,2171840.8,2784917.2
"2600/309.2072mz/4.71min",2960516.5,2349622,1802592.6,2053236,3571411,3604554.5,4133436.5
"2602/570.2933mz/4.73min",3324.70695,664.24332,664.24332,3321.2166,10460.837,3328.1973,89735.27
"2603/539.3241mz/4.73min",403159.74,427794.2,378525.28,353517.16,720156.7,431767.38,185976.75
"2604/307.1915mz/4.74min",360562.34,298050.28,216570.31,239685.22,459796.4,423074.4,765118.75
"2605/398.2295mz/4.75min",36680.0356,123306.61,70064.016,135689.14,659.21104,659.21104,3296.0552
"2606/886.4357mz/4.75min",215850.336,449481.9,359750.56,553923.06,71950.112,71950.112,71950.112
"2609/511.2768mz/4.76min",244653.445,244230.89,161154.3,396279.5,245076,257282.73,102481.805
"2611/550.3611mz/4.77min",217227.535,232105.62,189895.75,202349.45,453232.06,290031.12,125916.01
"2612/297.2183mz/4.77min",262545.515,185074.67,150597.62,186151.03,825545.4,654194.4,338940
"2615/495.2822mz/4.79min",28345.2798,70472.05,47242.133,81070.52,9448.4266,9448.4266,9448.4266
"2616/288.1242mz/4.8min",217835.855,89008.07,69327.32,103092.71,452698.8,332579,422061.47
"2617/424.2454mz/4.82min",151299.795,331676.5,243608.98,396593.62,58579.746,58990.61,40471.53
"2618/329.2333mz/4.83min",11077030,9094683,6963007.5,9443454,12710606,13630366,13306659
"2619/408.1849mz/4.83min",255152.415,201425.72,127315.125,225370.39,284934.44,355748.2,556306.8
"2620/521.2976mz/4.84min",256201.51,339814.25,277444.22,448026.6,234127.4,234958.8,169190.73
"2621/243.16mz/4.84min",438767.25,245091.11,258941.78,324316.8,553217.7,667124.56,960850.06
"2622/287.1864mz/4.84min",1199044.92,939704.4,1023509.94,961885.56,1374579.9,1534365.9,1577248.6
"2623/330.2367mz/4.83min",2329525.75,2334271.5,1184174,1629287.9,2324780,2684959,2467730.5
"2624/762.4408mz/4.85min",210913.53,433300.12,315634.72,542512.06,106192.34,102225.695,66207.61
"2625/259.1914mz/4.85min",288385.225,246108.8,206140.3,280266.2,317414.84,379126.06,296504.25
"2626/718.4511mz/4.85min",80293.99,123082.836,86249.69,130479.76,74338.29,62794.13,23696.691
"2629/242.1398mz/4.86min",6764891.5,3656042.8,2770942,4749122,9010661,9616789,8780661
"2630/313.2384mz/4.87min",628554.45,426332.25,859866.94,434987.94,606234.2,650874.7,678849.7
"2631/198.1499mz/4.86min",2276192.8,1239960.9,970490.5,1599246.4,3093643.8,3322687,2953139.2
"2633/232.1342mz/4.88min",834487.465,371706.7,285045.12,513061.53,1155913.4,1238071.9,1192753.1
"2634/276.124mz/4.87min",3076389.05,1528984.4,1119660.9,1979810.6,4172967.5,4558012.5,4380296
"2635/267.1602mz/4.87min",120000.815,72316.47,47729.945,85484.57,154517.06,166139.61,200128.2
"2636/1022.52mz/4.87min",162229.795,338284.78,251010.92,461432.4,45044.18,73448.67,8270.662
"2637/633.2931mz/4.88min",202924.2125,529007.44,350227.62,677791.9,55620.805,49526.152,49905.71
"2638/555.2823mz/4.91min",1231365.7,498329.78,403371.2,614210.2,2086469.6,1848521.2,2054778.1
"2639/640.3354mz/4.91min",290681.35,232010.1,65155.367,349352.6,506032.1,437746.56,98651.445
"2640/437.1635mz/4.92min",271219.4,410804.97,285464.3,254140.3,368800.78,256974.5,221742.94
"2641/401.1869mz/4.92min",676422.25,647416.25,588550.2,656243.3,826207.75,777591.3,696601.2
"2642/447.1923mz/4.92min",343560.22,309172.5,276003.8,329686.66,419068.62,402328.72,357433.78
"2643/481.2455mz/4.92min",175029.919,439634.2,332421.94,368768.25,10222.147,17637.898,2044.4294
"2644/313.2384mz/4.92min",1074290,792563.06,1038964.5,887506.06,1109615.5,1153160,1129000.5
"2645/540.3039mz/4.93min",262804.3325,53425.09,6944.087,78515.945,536800.25,447092.72,726710
"2646/396.2153mz/4.95min",87450.9225,149307.88,121072.375,159265.05,20894.047,53829.47,4178.8094
"2647/384.1928mz/4.94min",194681,342232.2,254206.19,341571.75,78395.95,135155.81,23629.238
"2648/321.1818mz/4.94min",161249.435,99716.49,74897.11,222782.38,321579.4,352736.94,91729.02
"2649/269.1758mz/4.94min",314206.885,133657.12,84914.016,250227.97,378185.8,556270.2,633331.5
"2652/455.2504mz/4.96min",71916.024,23972.008,23972.008,23972.008,119860.04,123825.02,171641.17
"2653/624.3772mz/4.95min",15486.69985,6770.7563,1354.15126,6960.5757,257120.56,141618.05,24012.824
"2655/559.2769mz/4.97min",36148.9845,50809.734,34561.145,68840.03,36236.035,36061.934,32726.727
"2656/187.1339mz/4.97min",271219.505,243085.61,206315.12,241425.48,299353.4,305136.88,336794.28
"2658/311.1865mz/4.98min",3042164.5,2217294.5,1729567.4,2338664,3745665,3904316.2,4130865.5
"2659/312.1897mz/4.98min",405819.36,385697.47,302454.28,409884.88,666876.9,525293,401753.84
"2660/312.2261mz/5.0min",842720.8,634831.94,525517.5,639007.4,1106347.2,1046434.2,1131617.6
"2661/309.171mz/5.03min",49208.8715,28025.398,43610.023,58345.133,54807.72,30092.924,55289.3
"2662/612.315mz/5.0min",34341.327,70252.62,21536.232,89700.89,29571.271,39111.383,4307.2464
"2663/311.2227mz/5.0min",4860629,3797359.8,3127493.2,3963022.5,5797183,5982611.5,5758235.5
"2664/410.2005mz/5.06min",263872.415,208583.17,102002.266,257586.61,270158.22,484874.53,638212.7
"2666/426.9677mz/4.98min",14162906,14237492,12851761,14508187,14435325,13370085,14088320
"2667/285.2071mz/5.0min",391233.86,97012.65,93254.38,288232.22,540479,494235.5,514415.56
"2668/229.1808mz/5.02min",143347.804,1546.9656,1546.9656,7734.828,282798.94,282834,278960.78
"2670/341.2079mz/5.01min",832529.275,1812859.6,1323528.8,2171751,331434.47,341529.75,293693.16
"2671/438.2609mz/5.04min",173213.8725,366045.44,262834.44,435472.88,83593.305,80133.89,38706.996
"2672/267.1602mz/5.03min",294639.87,240453.19,300036.34,230954.19,289243.4,473601.3,403088.78
"2673/257.1759mz/5.04min",636726.66,314704.34,222130.5,496453.62,776999.7,1004330.8,1076456.8
"2675/310.2107mz/5.05min",486514.205,334848.66,273323.4,329028.97,657674.4,638179.75,739854.06
"2677/284.1404mz/5.04min",167372.97,139230.66,76912.18,195515.28,304054.12,383987.03,68812.95
"2678/309.2071mz/5.05min",3337269.85,3367016.5,3084160.2,3337223.2,3243862.8,5586521,3337316.5
"2679/654.3511mz/5.05min",89920.221,29782.486,15472.248,46920.332,176607.61,132920.11,188103.58
"2683/307.1915mz/5.08min",252125.645,170330.45,85526.05,140052.02,450908.8,333920.84,409436.62
"2685/313.2021mz/5.13min",169010.08,112723.05,77134.32,175581.16,263555.38,162439,178184.53
"2688/181.069mz/5.11min",54169.6795,45857.83,31896.36,58330.406,52867.043,55472.316,104792.164
"2691/201.1496mz/5.12min",417460.715,368793.1,307421.94,374690.9,460230.53,760841.1,717561.75
"2692/221.1547mz/5.13min",242527.67,213854.64,161455.28,368716.9,275116.75,270533.2,214522.14
"2694/293.1759mz/5.12min",4282646.1,3790705.2,2790348.5,6375291.5,4792622.5,4774587,3780150
"2695/236.1053mz/5.12min",468630.345,421635.72,309880.75,718480.3,517183.03,515624.97,399269.2
"2697/287.2228mz/5.13min",253209.84,161920.86,144480.62,213461.58,319381.44,302719.06,292958.1
"2698/327.2177mz/5.13min",1638838.65,1150039.1,428572.66,1266106.4,2011570.9,2056635.6,2274465.8
"2699/301.2019mz/5.14min",276445.595,203892.88,182430.97,228065.97,324825.22,386881.84,372736.44
"2700/624.3768mz/5.14min",280095.47,258011.17,164000.14,267902.56,1366010.1,917792.06,292288.38
"2701/257.1758mz/5.15min",333916.26,247896.44,163800.03,258501.62,409330.9,518880.7,575916.4
"2703/331.249mz/5.2min",90436.5125,86470.125,33933.15,45669.188,94402.9,205892.77,158320.23
"2704/315.2538mz/5.16min",47244.955,42427.586,26175.72,42720.18,88488.13,81742.2,51769.73
"2705/329.2333mz/5.17min",979814.42,810325.44,353063.22,774806.8,1187307.4,1149303.4,1238077.1
"2706/642.2913mz/5.17min",4297.17156,28769.453,29308.254,7161.9526,1432.39052,1432.39052,1432.39052
"2707/265.1557mz/5.18min",170571.3925,28560.785,22451.348,7015.71,312582,324350.7,538148.6
"2708/313.2383mz/5.19min",699582.7,565652.75,426847.97,614086.7,832754.3,823918.7,785078.7
"2710/269.1758mz/5.23min",124786.105,3263.1052,652.62104,81714.59,167857.62,211694.69,208021.62
"2711/287.2227mz/5.24min",267867.34,246355.48,208955.52,268293.3,298192.44,303930.88,267441.38
"2715/309.1709mz/5.27min",400740.41,396460.88,312173.34,642324.56,405019.94,416580.12,394106.78
"2716/314.2415mz/5.27min",115025.175,112779.08,70214.11,110051.51,150376.08,157627.22,117271.27
"2717/312.226mz/5.28min",2381604.55,2072134.1,1683040.6,2059957.9,4107497,3163439.8,2691075
"2719/311.2228mz/5.28min",13807728.5,11858264,9515950,11771190,21001916,18316258,15757193
"2720/381.2645mz/5.28min",569179.28,474403.28,327810.2,510968.06,690603.7,691783.4,627390.5
"2722/347.1989mz/5.29min",118452.432,138906.95,35149.734,81707.414,230043.06,205896.42,97997.914
"2723/686.3307mz/5.29min",255003.545,465796.84,280592.2,321702.53,229414.89,215185.56,126120.61
"2725/347.1724mz/5.29min",180856.41,112931.62,33576.05,248781.2,279801.97,446886.03,61750.617
"2727/256.1918mz/5.31min",634513.02,610049.94,426294.5,658976.1,828159.56,813277.7,600865.4
"2728/383.1897mz/5.32min",31752.6935,7677.6924,1535.53848,23342.777,68153.18,75102.055,40162.61
"2731/259.1914mz/5.32min",66184.542,20028.178,10345.765,26096.248,106272.836,110622,115889.27
"2733/287.1864mz/5.33min",39183.5605,70938.94,52444.992,103522.32,14683.631,25922.129,2936.7262
"2735/271.1914mz/5.33min",142838.46,158890.84,186971.39,154215.72,117709.33,131461.2,97038.33
"2736/290.1761mz/5.34min",677944.45,647808.3,437508.72,694186.9,925960.56,916489.1,661702
"2738/420.2503mz/5.36min",481685.205,743763.56,256355,456892.97,642585.94,506477.44,392978.47
"2739/374.2447mz/5.36min",341949.97,521724.44,168851.53,319484.28,440719.4,364415.66,257532.42
"2740/391.2853mz/5.36min",118933.71,101161.086,73472.664,118459.49,167268.94,177066.48,119407.93
"2741/201.1496mz/5.36min",99751.7775,73703.836,61528.633,82392.68,117110.875,122195.95,160970.39
"2742/315.2538mz/5.37min",150391.73,140053.1,48024.17,139571.9,244778.81,241255.66,160730.36
"2743/483.2821mz/5.38min",70089.426,23363.142,23363.142,23363.142,166249.94,116815.71,190085.77
"2745/452.2766mz/5.39min",53934.044,160407.3,88762.16,200417.27,19105.928,14455.343,7326.8013
"2746/242.1186mz/5.39min",301611.205,146981.83,60667.605,182492.66,544612.94,611218.9,420729.75
"2747/285.2071mz/5.4min",173398.345,152769.64,108512.41,168362.36,178434.33,202848.44,200549.38
"2748/314.2417mz/5.4min",239231.625,192678.33,148628.78,224600.75,310166.5,384770.62,253862.5
"2749/313.2383mz/5.4min",1507933.65,1015218.2,762213.25,1679448.4,2481937,2305073.8,1336418.9
"2750/381.2262mz/5.42min",32519.585,25758.18,25294.467,23544.094,39280.99,46437.793,40348.152
"2752/343.2124mz/5.43min",350080.725,181825.06,74055.984,273737.75,426423.7,450730.34,584839.9
"2753/384.1928mz/5.44min",37657.621,34873,13241.266,40442.242,40825.598,51640.36,29935.828
"2754/624.3768mz/5.45min",5523.5774,5523.5774,5523.5774,5523.5774,69729.43,27617.887,5523.5774
"2756/410.3023mz/5.45min",406379.205,413765.38,474277.88,519216.03,398993.03,325263.84,258693.03
"2757/271.1914mz/5.45min",1020137.88,361445.2,300504.94,462533.66,1577742.1,1905484.1,1854970
"2758/293.1742mz/5.45min",80589.704,22824.98,19671.516,32454.398,128725.01,147456.97,244005.98
"2760/603.1919mz/5.51min",30374.448,100553.35,10124.816,10124.816,50624.08,158695.02,10124.816
"2761/381.2645mz/5.49min",479591.955,482022.44,276716.84,477161.47,505998.28,495635.53,374585.9
"2762/295.1913mz/5.49min",2322904.65,1926689.5,1409396.6,1976618.8,2873150.5,2778579.2,2669190.5
"2763/363.1789mz/5.49min",35711.0665,30445.145,31678.523,31524.037,39743.61,40503.83,46421.31
"2764/296.1947mz/5.49min",345028.095,331320.88,246252.34,338018.16,489159.6,483189.56,352038.03
"2765/215.1651mz/5.5min",3546843.5,2952896,2399725.8,3149015.5,4242791,4404343,3944671.5
"2766/313.2384mz/5.52min",5192624,4794601.5,3471448.8,5003185,7368655.5,7140492,5382063
"2768/287.2227mz/5.54min",324589.832,61544.246,37050.68,65635.664,584736.4,583544,626952.7
"2770/285.2071mz/5.55min",257950.42,175661.92,153164.7,237911.64,299425.62,291649.8,277989.2
"2771/290.1186mz/5.55min",375491.56,297711.2,147314.67,320681.06,690659.7,868425.9,430302.06
"2772/311.2228mz/5.56min",2862039.35,2272044.5,1876551,2285422.2,4194726.5,3761160.2,3438656.5
"2773/301.2383mz/5.56min",85004.625,71685.84,44887.465,73001.34,112108.984,105691.51,97007.91
"2774/312.2262mz/5.56min",508044.79,427772.78,317694.84,427136.25,752294.06,728727.44,588316.8
"2775/424.2469mz/5.63min",613866.875,1128392,976653.8,1276188.9,41155.195,251079.95,155503.27
"2776/775.4335mz/5.58min",858283.23,1088182.9,1143676.9,1344313.5,540596.06,628383.56,198784.25
"2777/765.4046mz/5.58min",289380.12,508688.12,319582.94,388368.56,259177.3,242645.88,58569.24
"2778/729.4277mz/5.58min",483381.2,597314.9,659073.6,726018,305755.1,369447.5,98346.12
"2779/381.2258mz/5.59min",417378.27,346049.44,347184.06,388981.84,502890.22,652150.6,445774.7
"2780/313.2384mz/5.59min",9893636.5,9080639,6676161.5,9523663,13817142,12741321,10263610
"2781/341.2696mz/5.61min",39571.937,30274.04,16572.02,41952.55,63751.723,65287.027,37191.324
"2782/303.2176mz/5.62min",502980.2,383420.78,304375.5,439921.34,583162.06,566039.06,818612
"2783/307.1914mz/5.62min",62072.534,50956.938,8182.968,40914.84,224455.97,231981.47,73188.13
"2785/208.0978mz/5.64min",92926.9,464634.5,92926.9,92926.9,92926.9,92926.9,92926.9
"2786/688.3465mz/5.64min",102890.115,247422.58,92144.1,267964.44,97985.26,107794.97,6847.659
"2788/257.2122mz/5.66min",38824.402,13896.371,2779.2742,20152.398,108218.83,103089.19,57496.406
"2790/256.1343mz/5.68min",307416.665,217335.16,72031.664,255298.39,927956.75,905910.25,359534.94
"2791/287.2227mz/5.68min",72900.5565,49255.336,25562.9,59034.363,90702.35,87670.72,86766.75
"2794/269.2122mz/5.78min",190414.655,105531.89,171834.39,178461.28,248570.34,338565.12,202368.03
"2795/603.1919mz/5.72min",77116.223,195773,17774.984,129765.55,24466.896,226256.27,3554.9968
"2798/215.1652mz/5.74min",1080751.3,905538.25,695930.5,1012107.8,1191021,1209729,1149394.8
"2801/285.2071mz/5.75min",399304.78,196513.69,139474.6,259743.06,538866.5,606904.5,552257.4
"2802/391.2853mz/5.74min",478291.61,424081.88,313630.3,490530.1,775386.4,751516.25,466053.12
"2803/527.2425mz/5.75min",62035.51,117859.62,77596.86,53157.21,68796.125,55274.895,52990.33
"2804/491.2662mz/5.76min",681377.8,725984.2,823371.06,731937.06,563898.4,560165.75,636771.4
"2805/243.1964mz/5.77min",184895.4675,32256.61,20899.023,33852.465,389098.2,401383.47,335938.47
"2806/315.2539mz/5.77min",1132727.3,994290.56,761130.4,1155390.5,1628385.5,1556648.6,1110064.1
"2807/293.176mz/5.78min",207546.995,176732.55,140441.11,146020.53,280444.62,245765.03,238361.44
"2809/347.1993mz/5.79min",892665.725,1136354.5,834852.25,1705984.1,691506.8,950479.2,496079.16
"2810/383.1761mz/5.8min",1566967.15,2107819.8,1504350.5,2852023,1265019.4,1629583.8,763712.1
"2812/229.1808mz/5.8min",4248828.65,3792888.5,2997531.2,4189339.8,4870956,5025440.5,4308317.5
"2814/322.1658mz/5.83min",80236.48,454654.22,14927.416,62574.45,97898.51,99218.84,42525.61
"2816/269.2122mz/5.83min",710521.52,526000.7,511700.3,744949.44,824423.3,834694.75,676093.6
"2817/365.2695mz/5.84min",779115.155,737115.25,550010.5,821115.06,1052974.2,954445.6,731364.9
"2818/381.2645mz/5.85min",596616.655,547736.1,290189.56,560765.06,909051.2,817392.9,632468.25
"2819/571.1654mz/5.87min",459192.085,1257212,643217.2,275166.97,204760.6,1332514.6,229595.1
"2820/603.1919mz/5.85min",160964.35,420512.72,20941.447,130288.32,191640.38,546685.56,4188.2894
"2821/315.2538mz/5.88min",5817091.25,5300918.5,3915712,5723579.5,7674680.5,6742975.5,5910603
"2822/131.0713mz/5.88min",31279.58,7099.592,19735.145,27779.94,97790.34,62051.934,34779.22
"2823/293.2122mz/5.89min",18557116,16981744,12667083,15699618,25281880,22668484,20132488
"2824/313.2384mz/5.86min",322104.82,210689.67,72313.27,131509.28,528728.2,525891.75,433519.97
"2825/361.1995mz/5.89min",687696.425,579760,586592.1,574330.9,919838.8,788800.75,790762.56
"2826/309.2071mz/5.89min",316710.035,246112.11,137326.52,278410.97,414970.94,377018.7,355009.1
"2827/285.2071mz/5.89min",103304.6475,73420.87,33897.504,109177.29,117927.61,106118.1,100491.195
"2828/249.1495mz/5.9min",138503.155,134540.36,148576.67,128696.984,163253.19,137488.42,139517.89
"2830/347.1992mz/5.88min",347396.675,446869.38,346691.25,974084.9,348102.1,328077.28,167980.23
"2832/383.176mz/5.91min",700304.475,954472.06,667644.9,1095681.8,692728.7,707880.25,442678.47
"2835/306.2073mz/5.94min",264625.435,290560.47,159286.64,238690.4,461416.4,400963.9,214611.53
"2836/265.1478mz/5.94min",6915660.25,5010490,5316541.5,8514779,1002098,17032692,11153158
"2837/297.1527mz/5.95min",597757.23,1187730.9,558555.4,636959.06,99941.17,863069.8,380275.53
"2839/381.2645mz/5.95min",105323.625,96465.69,57753.543,94335.164,153580.98,133565.45,114181.56
"2840/438.2623mz/5.94min",2722872.4,4324619,3936567.8,4907285.5,94523.976,1509177,472619.88
"2841/287.2227mz/5.95min",83685.1055,51029.68,28299.854,59176.406,108193.805,110293.76,122311.24
"2842/269.2121mz/5.93min",126178.6,109632.62,63586.234,103937.91,142724.58,151815.39,250925.78
"2843/365.2695mz/5.97min",808537.475,752234.2,558242.6,864840.75,1017823.4,965043.1,743878.3
"2844/415.2813mz/5.98min",367472.565,574719.3,439529.38,820431.56,205247.11,295415.75,97926.21
"2845/271.2278mz/5.99min",1763038.3,1459926.9,1121663.4,1617769.8,2545665.8,2504455.2,1908306.8
"2846/341.2694mz/6.04min",50161.578,12452.721,2490.5442,20864.992,236822.28,79458.164,139595.89
"2847/613.3804mz/6.01min",559681.5,593892.56,674624.3,751263.7,492651,525470.44,263391.1
"2848/311.2227mz/6.02min",425507.165,266931.75,167781.89,360361.03,576793.25,620796.56,490653.3
"2850/239.0673mz/6.03min",145862.805,1887747.8,299495.53,142542.11,146475.69,134933.48,145249.92
"2852/571.1656mz/5.99min",3167.8728,1055.9576,5279.788,1055.9576,1268846.9,20039.535,1055.9576
"2853/309.2071mz/6.05min",110162.04,107467.87,18734.117,112856.21,156513.44,166347.47,80044.11
"2856/229.1808mz/6.09min",84656.7025,74686.42,50031.15,83618.055,85695.35,90962.695,94453.375
"2857/356.2804mz/6.04min",22965.324,7655.108,7655.108,7655.108,48731.684,38275.54,62708.926
"2858/287.2228mz/6.1min",215493.565,201128.83,147259.22,243970.23,201741.66,229245.47,230700.86
"2859/365.2694mz/6.11min",54428.19,48421.73,29327.133,60434.65,74928.95,77384.66,46705.117
"2861/269.2122mz/6.14min",267643.275,88621.58,19658.34,66690.22,465367.03,455764.62,446664.97
"2862/293.2123mz/6.09min",87429.325,48740.582,64568.707,167271.95,155782.45,71071.33,103787.32
"2864/347.1991mz/6.16min",158087.48,210046.3,140415.8,249420.12,134643.88,175759.16,113288.04
"2865/383.176mz/6.16min",516658.65,664116.4,487254.8,770198.3,465110.9,546062.5,428744.6
"2867/265.1478mz/6.13min",5812.1862,9686.977,1937.3954,1937.3954,15217900,17664.273,1937.3954
"2868/438.2624mz/6.1min",386042.06,1079700.1,520737.7,33475.938,1158854.1,251346.42,6695.1876
"2869/311.2225mz/6.16min",213601.795,237897.75,84121.375,226789.12,238565.77,200414.47,176917.92
"2870/363.2152mz/6.17min",855429.73,675006.94,762374.2,812625.4,1002339.3,898234.06,902318.6
"2872/296.231mz/6.17min",3955818.15,3483629.8,3803238.8,3759440.2,6185564.5,4382315,4108397.5
"2878/297.1527mz/6.11min",128795.625,154107.44,103483.81,3462.2275,1641839.6,154855.62,692.4455
"2880/448.2736mz/6.18min",937769.65,1165068,1096729.8,1183288.8,717002.6,778809.5,668255.5
"2882/249.1495mz/6.19min",108851.79,26192.207,5238.4414,56208.5,181254.3,196363.34,161495.08
"2883/452.278mz/6.21min",177476.315,174150.97,194361,1476138.9,55515.637,38090.098,180801.66
"2885/337.2054mz/6.16min",4662936.75,5349906.5,3970207,7175572,3975967,5688298.5,2332712.2
"2887/311.1838mz/6.21min",485205.53,396598.34,527542.94,391940.03,504594.12,465816.94,554258.94
"2888/243.1964mz/6.21min",10039919.5,9247052,8882738,10117740,9962099,10402282,10478930
"2890/429.2966mz/6.22min",1654815.1,2466573.2,1821934.8,3266246.8,1031149.94,1487695.4,577294.25
"2891/339.2537mz/6.24min",44951.6016,14983.8672,14983.8672,14983.8672,93977.34,74919.336,85181.56
"2893/298.2465mz/6.25min",182835.305,174047.64,119806.016,193716.84,216150.19,191622.97,145935.88
"2896/295.2277mz/6.17min",20409436,18086814,19603618,19448428,31761158,28803430,21215254
"2897/227.1289mz/6.26min",234753.28,223560.52,218073.17,224521.66,308929.44,262588.66,244984.9
"2898/201.1132mz/6.25min",56838.969,50546.87,53849.504,52869.1,86643.96,66098.984,59828.434
"2899/603.1916mz/6.26min",10514.05,83745.17,12368.028,1732.0144,30359.76,8660.072,1732.0144
"2900/663.2131mz/6.26min",218224.28,540907.5,228936.16,112763.76,290423.88,207512.4,28045.8
"2903/307.1914mz/6.3min",4355.57,4355.57,4355.57,4355.57,21777.85,63154.555,4355.57
"2904/313.2384mz/6.32min",157853.555,83093.64,53843.375,163042.94,213767.34,252542.25,152664.17
"2906/271.2278mz/6.33min",176371.86,124251.63,103636.266,160083.27,194697.34,192660.45,194406.22
"2907/257.2122mz/6.33min",82000.2975,77725.32,54130.754,92874.57,81450.945,82549.65,120356.25
"2908/437.3118mz/6.34min",419285.99,454169.28,497782.38,498257.3,373103.56,384402.7,172101.61
"2909/269.2122mz/6.36min",78307.64,44480.66,53329.965,228387.9,79402.45,83632.28,77212.83
"2910/394.2727mz/6.35min",321581.585,180374.92,89871.125,104219.96,573188.5,496395.9,462788.25
