"","filter","NEG_TJGI15pt3_EV_alcA-Control_1_Run32.mzML","NEG_TJGI15pt3_EV_alcA-Control_2_Run115.mzML","NEG_TJGI15pt3_EV_alcA-Control_3_Run204.mzML","NEG_TJGIp2_1_Run38.mzML","NEG_TJGIp2_2_Run94.mzML","NEG_TJGIp2_3_Run162.mzML"
"104/158.0822mz/2.81min",988242.275,827401.56,1078931,1284084.1,967254.3,1009230.25,783247.3
"105/159.0663mz/2.87min",613528.45,627582.8,531884.5,655401.25,658724.2,599474.1,578955.2
"106/426.1898mz/2.89min",254581.9,140842.95,245380.86,272410.38,267515.12,263782.94,215028.61
"107/185.0819mz/2.89min",53335.5955,56959.445,47552.36,54623.066,58910.883,52048.125,38645.797
"108/172.0979mz/2.91min",1549990.5,1627517.1,1472463.9,1040718.06,1033205,1805102,1688579.9
"109/130.0873mz/2.91min",191552.62,166496.08,202936.02,204167.9,180169.22,374564.12,116956.97
"110/118.051mz/2.92min",68459.117,117083.08,282126.3,42014.984,12173.205,94903.25,3698.189
"111/186.1135mz/2.95min",963782.57,1179859,924461.06,1100495.5,927908.7,831483.8,999656.44
"112/171.1027mz/2.96min",503631.48,687633.5,507766.84,591816.1,499496.12,377369.1,272356.3
"113/189.0768mz/2.96min",374463.24,438997.56,370401.44,500234.94,359607.97,373637.28,375289.2
"114/426.1897mz/2.97min",405522.665,308615.3,378038.34,423064.12,414031.3,435016.47,397014.03
"115/221.0931mz/3.02min",177896.87,503060.47,284848.9,331253.44,30120.25,43270.418,70944.84
"116/165.0556mz/3.02min",1315177.25,1189414.2,1087369.9,1387514,1258416.9,1371937.6,1399282.9
"117/194.0458mz/3.03min",121161.465,122264.27,107688.45,142449.52,120599.04,117698.32,121723.89
"119/173.0819mz/3.05min",1529963.65,1518530.5,1581946,1884898.4,1486798,1446166.4,1541396.8
"120/120.0454mz/3.05min",501518.23,490706.8,548120.7,624624.94,512329.66,485681.4,449961.62
"121/136.0403mz/3.05min",128434.972,126655.53,139687.1,166903.9,129630.484,127239.46,104682.02
"122/164.0354mz/3.05min",2189915.85,2157244.5,2455485.5,2840776.8,2191619.2,2188212.5,2005530
"123/351.0597mz/3.05min",178459.255,98330.305,249345.89,286337.16,128259.12,182256.98,174661.53
"124/243.1237mz/3.14min",32746.675,34305.18,33753.207,44311.453,31740.143,23037.299,25908.28
"125/188.0354mz/3.15min",84113.897,87383.234,73895.51,97018.5,93086.45,73047.22,80844.56
"126/159.1027mz/3.15min",40897.8585,41772.6,37734.777,48960.438,43002.7,40023.117,21340.527
"127/160.0404mz/3.2min",747949.595,784631.44,704773.2,724018.2,825204.5,731209.25,764689.94
"128/245.0931mz/3.21min",1562154.85,1819790.5,1527262.2,1903875.4,1372759.4,1344594.5,1597047.5
"129/228.103mz/3.24min",39885.3135,39002.047,32261.426,37590.504,56629.766,40768.58,42109.03
"130/180.0666mz/3.24min",875622.68,1015917.44,889864.56,1032301.56,755205.94,771553.7,861380.8
"132/178.051mz/3.25min",1561876.9,1665768.4,1932880.5,2263069.8,1425905.8,1457985.4,1416776
"133/181.0705mz/3.23min",75003.775,81229.24,227067.86,68778.31,162424.52,54854.23,63855.887
"134/144.0455mz/3.27min",587993.12,663514.8,573436.3,606194.4,602549.94,508252.75,509403.34
"135/261.1343mz/3.28min",322264.36,287355.78,346736.94,399631.44,335660.06,308868.66,248526.95
"136/216.1241mz/3.28min",342968.905,365490.12,285810.97,346175.56,372188.97,331699.8,339762.25
"137/164.0354mz/3.29min",26611.46,43642.35,25461.379,26209.516,28708.31,20769.459,27013.404
"138/186.1135mz/3.3min",178164.485,197715.27,194343.66,226866.48,161985.31,158583.58,156851.28
"139/138.0197mz/3.32min",1827750.4,2092772.8,1728120.8,1958663,1800887.4,1594865.6,1854613.4
"140/121.0295mz/3.33min",75508.302,10843.038,158534.05,54215.19,10843.038,96801.414,96860.414
"141/193.0506mz/3.35min",876028.845,782124.25,668515.8,722216.25,983188.56,969933.44,1808300.5
"142/271.1663mz/3.36min",428120.22,408636.47,554522.5,447603.97,502480.7,321050.44,345076.6
"143/261.1343mz/3.36min",1941931.1,1764719.9,2150559,2504456.5,1967704.8,1916157.4,1637845.5
"144/187.0976mz/3.41min",6913528.7225,14192246,79126.85,85456.445,14289087,62923.355,13741601
"146/314.1034mz/3.37min",64003.3525,63866.51,55715.266,58925.77,77031.234,64140.195,72538.41
"147/245.0456mz/3.38min",16183.3205,15020.875,1460.6256,7303.128,17345.766,21100.514,25171.3
"148/189.1131mz/3.43min",252416.51,239161.83,223227.1,252516.97,314410.38,266163.53,252316.05
"150/257.103mz/3.45min",761958.95,906718.8,811688.1,1030088.5,562630.1,611563.25,712229.8
"151/209.0794mz/3.45min",1453089.8,1446741.8,1565304.4,1710789.1,1249480.5,1365931.2,1459437.8
"152/125.0971mz/3.45min",880524.7,1031570.2,917931.3,1027148.06,843118.1,759849,809364
"153/187.0975mz/3.45min",25227882,29062086,26374946,30158918,24080818,22799438,23522200
"154/213.1131mz/3.45min",129868.885,170086.55,147835.2,142121.6,112578.52,117616.17,86732.16
"156/145.087mz/3.45min",247347.775,278626.1,250044.22,255005.42,243221.8,223037.83,244651.33
"157/313.188mz/3.46min",401416.485,485710.5,496480.34,607169.6,238964.31,295057.12,317122.47
"158/228.103mz/3.47min",2951490.15,2976978.5,2752322.8,2778229.8,3597540.5,2926001.8,3054206.5
"159/191.0746mz/3.47min",155247.715,166395.66,144099.77,182464.17,130181.81,110285.31,184593.38
"160/173.0819mz/3.52min",27316.54,27701.596,27141.674,30011,27491.406,25925.889,23832.473
"161/145.087mz/3.54min",453892.685,457289.84,414957.6,438688.62,500199.3,450495.53,468372.12
"162/222.0772mz/3.57min",405197.39,376353.28,372393.34,429230.84,484848.6,417373.12,393021.66
"163/243.1237mz/3.57min",1463794.55,1434981.1,1492608,1771047,1317012.2,1190285.6,1502296.5
"164/144.0455mz/3.58min",53046.893,28406.576,5681.3152,5681.3152,77687.21,85496.375,78394.234
"165/271.1664mz/3.6min",913433.23,1039833.4,972125.9,1134186.9,663496.9,696812.75,854740.56
"166/211.134mz/3.6min",33820.929,41913.113,35089.12,44577.61,21428.889,18599.201,32552.738
"167/169.0871mz/3.61min",21211.017,15935.256,22479.736,23428.133,21575.848,20315.182,20846.186
"168/191.0748mz/3.61min",591394.15,648927.94,542563,645950.06,511480.4,448860.7,640225.3
"173/286.1853mz/3.69min",479656.155,534626.6,482387.25,556335.25,476925.06,415632.34,463993.94
"174/285.1819mz/3.69min",3412549.1,3884577.8,3473514.2,4016421.5,3314054.8,3026004.8,3351584
"175/571.3711mz/3.69min",27280.161,27117.176,33756.527,44337.03,16524.932,24161.383,27443.146
"176/155.1077mz/3.69min",4655234.5,4763099.5,4346834,4934247,4640295,4079693.5,4670174
"177/199.0976mz/3.69min",12897718.5,13125033,12379448,14004434,12670404,11888789,13529061
"178/221.0794mz/3.69min",926517.6,829408.2,974040.3,1090322.9,830460.7,878994.9,1027877.8
"179/228.0666mz/3.71min",689807.655,613693.8,645275.2,671936.56,957786.2,736320.56,707678.75
"180/621.3352mz/3.7min",210631.85,146460.92,80647.77,97964.55,280864.53,274802.78,430545.9
"181/228.0877mz/3.74min",49549.5325,80654.64,47076.465,63414.37,40736.12,39259.164,52022.6
"182/495.2589mz/3.77min",227507.855,428001.22,62440.375,48328.773,496192.78,212382.19,242633.52
"183/300.1451mz/3.75min",321965.64,481667.6,317503.25,373543.38,299579.3,286819.5,326428.03
"184/171.1027mz/3.76min",3992520.5,4903347,4289793,5039851.5,3672357.2,3451174.5,3695248
"185/189.1132mz/3.76min",490066.88,575483.94,528798.7,621423.2,422529.25,413835.44,451335.06
"186/459.2825mz/3.77min",9497793,9106985,3894287.8,4279734,10708794,9888601,12156204
"187/517.1714mz/3.79min",87941.8975,105320.695,106506.625,129157.53,70563.1,69889.31,70012.94
"188/159.1027mz/3.79min",97129.0225,102183.6,88367.805,98328.49,115843.055,94878.125,95929.555
"189/185.1183mz/3.79min",172878.805,494974.9,175207.3,192640.81,164965.4,170550.31,126413.91
"190/507.1425mz/3.79min",30376.2275,58745.457,34694.16,26058.295,35200.684,10946.577,2189.3154
"191/236.0962mz/3.82min",910121.15,2338922.5,831779.3,988463,788104.44,728150.25,1375087.2
"192/443.2875mz/3.83min",523556.55,552096.4,168305.3,197430,557198.44,495016.7,610783.75
"193/300.1452mz/3.81min",161349.895,235862.69,143786.39,178913.4,138483.56,283596.16,138225.6
"194/201.1133mz/3.83min",791194.02,969485.75,679573.2,793442.44,788945.6,719086.94,849946.75
"195/185.082mz/3.84min",2746611.75,2616839,1748301.2,2973421.8,3085909.5,2854743.5,2638480
"196/141.0921mz/3.84min",443570.375,427377.22,290028.8,475304.78,520683.88,456897.53,430243.22
"197/227.129mz/3.84min",70348.26,102636.914,71861.54,97553.11,61326.97,54432.15,68834.98
"198/225.1134mz/3.87min",85079.05,79528.43,93634.72,170952.2,76887.17,78060.48,90629.67
"199/515.3086mz/3.88min",526999.22,465652.38,179850.08,275050.62,623115.56,588346.06,783794.4
"200/554.2373mz/3.88min",431452.385,269177.44,373511,455273.3,605789.6,597609.4,407631.47
"201/179.0715mz/3.92min",447830.54,716074.1,429643.3,466017.78,416393,377014.2,650289.9
"202/596.2845mz/3.92min",2016403.5,1264771,1840358.5,2192448.5,2402881.2,2419910.8,1693020.5
"203/243.1239mz/3.96min",53129.6425,66462.04,50565.402,73548.336,48455.75,22404.676,55693.883
"204/213.0154mz/3.93min",506074.86,396815.78,515302.3,511318.78,500830.94,604581.8,487762.34
"205/347.2229mz/3.94min",44235.385,41210.28,40164.86,56692.133,47216.29,45112.4,43358.37
"206/141.0922mz/3.95min",529565.64,500321.72,378023.53,581102.06,620985.3,558809.56,482447.78
"207/245.0456mz/3.97min",131271.83,143889.64,121498.36,141045.3,108698.9,113858.875,191568.39
"208/187.0977mz/3.98min",282306.685,268294.97,296318.4,414953.16,231182.3,243726.69,307795.22
"209/225.1134mz/3.99min",453474.37,532665.6,389707.44,517241.3,606328.94,329064,361718
"210/285.1821mz/4.01min",37067.035,46399.98,26587.322,45637.324,37409.734,21406.031,36724.336
"211/171.1028mz/4.01min",349148.64,310986.44,331850.25,366447.03,512311.44,374435.7,307901.6
"212/511.195mz/4.03min",615341.4,395092.34,571413.5,699296.94,674467,659269.3,492832.84
"213/244.1192mz/4.03min",54511.994,42257.63,39744.094,52081.996,62182.348,56941.992,58508.15
"215/165.0558mz/4.05min",385552.31,654029.56,428277,477008.9,287434.66,269322.3,342827.62
"218/538.2425mz/4.07min",483087.795,334508.44,421646.84,544528.75,675554.8,618774.3,407522.9
"219/185.1184mz/4.1min",50857.3715,32932.31,71465.45,39041.465,55403.645,46311.098,57988.273
"220/159.1027mz/4.07min",551249.45,608523.6,279341.88,329583.47,568368.6,534130.3,651373.7
"221/301.1657mz/4.08min",123422.443,121831.05,125013.836,137873.92,134547.06,118032.39,107490.18
"222/487.2772mz/4.12min",698347.73,657349.56,314723.53,357771.5,993123.7,792509,739345.9
"223/580.2893mz/4.12min",3148828.35,2192013.5,2937334.2,3360322.5,3509463,3440533.8,2443074.2
"224/598.2999mz/4.12min",514953.915,336747.16,476405.03,553502.8,566742,554973.06,386112.12
"225/210.0924mz/4.12min",889993.7,844520.7,682580.9,710000.25,1248426.4,974179.4,935466.7
"227/225.1133mz/4.11min",194336.31,244703.75,185055.5,203617.12,165378.12,164502.44,209886.1
"228/473.1816mz/4.13min",1852991.85,2290079.8,2972359.5,3154496.5,1317195.5,1403996.1,1415903.9
"229/519.187mz/4.13min",1765218.7,2154340.2,2642329.2,3060514.2,1238673.8,1285981.9,1376097.2
"230/509.1582mz/4.13min",1311606.85,2152085.8,1494223.1,1350102.8,1273110.9,786237.1,772076.6
"232/536.1772mz/4.13min",341853.84,569723.06,360900.84,322806.84,365220.66,207524.8,196180.98
"233/213.1133mz/4.14min",330341.75,381872.06,277356.2,323274.84,337408.66,323050.75,367416.2
"234/477.1684mz/4.14min",158328.29,321068.66,161372.3,144297.11,286737.84,155284.28,154448.02
"235/487.1974mz/4.14min",264061.015,265655.06,297596.12,344969.97,211136.11,237866.9,262466.97
"236/441.1918mz/4.15min",252189.49,259134.75,293074.84,337964.78,208952.66,224932.9,245244.23
"237/401.1605mz/4.15min",46435.5975,57799.2,52492.41,66253.01,37289.707,34684.18,40378.785
"238/300.0877mz/4.15min",119492.495,203717.66,159821.38,179804.25,54276.32,53108.043,79163.61
"240/301.1656mz/4.15min",858751.12,855571.9,944291.94,1095925.5,860356.3,857145.94,849704.2
"242/169.0871mz/4.18min",105224.435,64847.438,80147.15,113005.31,177826.53,131358.75,97443.56
"243/185.1183mz/4.17min",196079.58,209916.06,194370.27,226046.14,171459.58,174942.97,197788.89
"244/215.1289mz/4.18min",1657576.2,1571599,1447529.8,1685367.9,1732710,1629784.5,1725264.5
"246/309.1708mz/4.23min",84845.2625,96844.67,79019.33,96977.875,49357.184,46378.406,90671.195
"247/441.1919mz/4.25min",130738.558,145434.58,122521.586,147903.78,115486.664,122097.7,138955.53
"248/495.2002mz/4.26min",1027010.58,777750.94,995181.56,1226627.9,1149330.1,1058839.6,823374.06
"249/199.0976mz/4.3min",184651.25,192618.22,126639.82,272795.72,194515.17,162589,176684.28
"250/309.1708mz/4.29min",41352.154,51647.89,39682.992,53752.1,28476.816,31512.084,43021.316
"252/314.1034mz/4.33min",453814.315,390010.94,365100.84,403876.97,520534.7,503751.66,504776.06
"253/227.1289mz/4.34min",8843669,11585338,8679697,9936785,7907373,7507666,9007641
"254/249.1108mz/4.34min",499407.5,536813.6,478491.66,527548.4,377436.94,426986.97,520323.34
"255/183.139mz/4.34min",1187928.4,1661678.4,1162101.6,1321953.6,1105284.6,993532.94,1213755.2
"257/610.2998mz/4.35min",896478.15,657115.7,849019.4,994371.6,1010702.6,943936.9,704897.56
"258/242.1762mz/4.36min",430367.61,444113.44,336911.6,416621.78,574788.7,464793.34,299348.94
"259/373.1656mz/4.36min",56916.303,64161.312,57641.438,70942.03,51315.258,45806.812,56191.168
"260/636.3157mz/4.39min",424408.11,333641.38,390551.8,440364.6,565133.7,556657.2,408451.62
"262/201.1133mz/4.4min",21555.166,26279.498,17169.71,23755.1,21856.57,16173.952,21253.762
"263/169.0871mz/4.41min",362888.045,311056.72,344044.34,381731.75,595445.8,420267.78,330101.84
"264/457.1871mz/4.44min",72451.9,144823.02,80735.65,189170.4,64168.15,51074.105,61968.55
"265/359.2189mz/4.44min",682998.32,1221400.4,654921.2,801267.7,567692,509651.5,711075.44
"266/375.2177mz/4.45min",712641.5,775494.94,708184.75,871830.25,696249.5,679665.25,717098.25
"267/487.1973mz/4.45min",497916.61,503212.78,492620.44,563863.9,448551.6,464279.2,526227.5
"268/477.1685mz/4.45min",431507.08,906369.44,415969.25,399712.16,778489,425187.78,437826.38
"269/441.1918mz/4.45min",635153.575,648908.25,631233.9,707154.75,554357.9,580875.56,639073.25
"270/504.1874mz/4.45min",59596.02,151909.84,58431.01,49822.29,128539.62,60761.03,58143.973
"271/401.1606mz/4.45min",49966.7245,72626.34,43164.473,53782.703,53541.367,42706.84,46392.082
"272/417.1556mz/4.48min",50607.17,80683.484,47392.152,53822.188,56382.03,30721.479,20845.09
"273/523.2561mz/4.48min",1801464,1679296.2,1431829.2,1631946.8,1923631.8,1925628.2,1934682.9
"274/373.1657mz/4.49min",131628.955,180388.38,130881.16,163887.38,120422.55,116539.63,132376.75
"275/237.0921mz/4.52min",489262.03,646440.3,406936.38,460386.12,518137.94,453290.8,617439.6
"276/517.1713mz/4.54min",121898.945,116700.89,176410.61,211376.62,126882.79,116915.1,90947.22
"277/431.2284mz/4.59min",1343883.55,875095.8,1462930,1728554.2,726565.6,1524352.9,1224837.1
"278/479.2051mz/4.55min",458166.67,305671.28,460268.34,515929.1,511356.94,456065,349968.66
"279/507.1424mz/4.55min",159353.125,192627.72,175624.25,143082,216191.88,110589.05,81720.31
"281/258.171mz/4.55min",8262223.5,10603202,7295707,8287453,8236994,7819826.5,9235233
"282/326.1585mz/4.55min",318225.235,318106.44,300087.1,318344.03,258563.2,325417.94,392629.47
"283/413.1968mz/4.55min",296910.63,353756.03,453394.06,492137.28,230588.84,238600.98,240065.23
"284/447.2751mz/4.56min",78537.545,93779.62,122989.35,135559.11,11157.324,35085.74,63295.47
"286/441.1918mz/4.58min",1103925.4,1365760.8,1516162.1,1723260.2,841188.7,809314.8,842090
"289/620.3205mz/4.61min",487360.455,388111.25,460006.88,514714.03,608098.1,572870.6,440799.47
"290/211.134mz/4.61min",772042.375,1010228.4,867256.6,754434.75,658064.44,789650,709834.25
"291/227.9666mz/4.62min",1796308.45,1739281.9,1892019.5,1788537.5,1804079.4,1879335.4,1784015.2
"292/229.9644mz/4.62min",1755649.2,1694490.5,1841330,1746434.4,1758191.5,1812687.1,1753106.9
"293/185.1182mz/4.64min",182819.6,175696.12,198256.94,189943.08,169278.89,169035.92,222286.28
"296/343.2236mz/4.67min",175420.21,336314.12,214813.52,264852.5,129646.83,109786.25,136026.9
"298/459.1925mz/4.67min",899689.97,1249025.5,1477480.5,1647235.2,550354.44,539553.2,515814.56
"299/117.0192mz/4.67min",119578.615,169803.77,187922.3,214891.25,66162.44,69353.46,57508.15
"300/493.1633mz/4.67min",2791260.1,5441399,3643291.8,3163714.2,2418806,1480429.1,1346855.5
"302/503.1921mz/4.67min",3788190.25,5310597.5,6158478.5,7254894.5,2213478.2,2243575,2265783
"303/458.1901mz/4.67min",5183133.15,7235061.5,8651135,9198860,3131204.8,3071637.5,2913606.2
"304/367.2153mz/4.67min",863666.32,1017766.94,842436,884629.7,842702.94,796873.5,1016184.1
"305/457.1868mz/4.67min",18628368.5,25935772,30895830,34807456,11320965,11084706,10537720
"306/373.1655mz/4.67min",777287.2,1083694.6,1249145.4,1438461.1,470879.8,461843.38,441929.56
"307/278.1396mz/4.67min",554375.72,601322,720725.56,853494.25,479477.84,500246.22,507429.44
"308/520.182mz/4.67min",314359.91,611146.7,395775.78,346637.62,282082.2,161418.39,149138.36
"309/355.155mz/4.67min",2611566.3,3622904,4382289,5157928.5,1600228.6,1380766.4,1446853.8
"310/417.1553mz/4.67min",509596.89,731578.44,739289.2,836365.3,287615.34,211317.33,245067.14
"311/413.1968mz/4.66min",89584.475,113037.49,214289.88,231061.86,66131.46,55587.92,48818.137
"312/875.3494mz/4.67min",81470.91,138822.89,209533.8,258087.06,24118.93,23398.156,22793.143
"313/517.1712mz/4.69min",232635.955,234122.14,396256.78,442839.1,222442.89,231149.77,180793.56
"315/507.1424mz/4.68min",223276.455,280318.84,239781.6,213675.61,232877.3,124513.12,92686.23
"316/411.181mz/4.72min",105653.81,91687.69,119619.93,124938.05,89031.625,40151.79,144554.36
"317/257.1394mz/4.7min",798775.5,823725.44,577788.06,1095330.8,875285.3,773825.56,762583.44
"319/477.2131mz/4.72min",267329.235,315824.5,390847.66,428948.2,192839.5,191374.48,218833.97
"320/431.2073mz/4.72min",30000.5255,33383.883,65441.727,81623.37,19855.713,20045.398,26617.168
"321/459.2907mz/4.73min",589963.89,1007287.94,752469.9,904059.4,425096.16,382095.5,427457.88
"322/458.2872mz/4.73min",2441338.5,4205249,3074047,3719425.2,1808630,1596465.2,1786034.1
"323/537.2712mz/4.74min",582182.125,493335.75,299259.1,413422.47,695324.44,671028.5,727259.9
"324/491.2283mz/4.76min",69235.6925,102161.44,165431.55,207557.53,21359.56,22606.56,36309.945
"325/410.2178mz/4.77min",109590.465,124348.71,95608.3,134360.97,87303.37,75289.36,123572.63
"326/343.2237mz/4.77min",421611.185,726595.06,506390.84,635863.06,300533.97,284948.1,336831.53
"327/873.3327mz/4.77min",104840.405,153762.48,224409.77,276657.8,45142.457,38751.46,55918.33
"328/545.2027mz/4.78min",375941.72,27972.59,714138.56,457747.06,19288.73,1283120,294136.38
"329/456.1745mz/4.78min",3545535.2,3984966.2,4940149.5,5231508,2843408,3106104.2,2957379.2
"330/411.181mz/4.78min",433448.225,500586.2,598382.25,642980.44,329417.66,366310.25,345824
"331/911.3494mz/4.78min",1088260.925,1218275.1,1716190.1,1818579.5,788218.75,958246.75,825165.75
"332/357.2069mz/4.78min",516787.75,665892.2,612651.25,633638,420924.25,320873.75,279815.06
"333/455.1711mz/4.78min",12986814.5,14617400,17785418,18890380,10500694,11356229,10840704
"334/397.1289mz/4.78min",776041.03,801521.06,1136894.9,1084366.2,598642.3,750561,709399.9
"335/501.1766mz/4.78min",124094720,137441660,171175600,181997920,105992870,110747780,106261016
"336/449.218mz/4.79min",1051510.675,1327797.1,1507449.9,1847177.5,692531.75,700971.7,775224.25
"338/443.1347mz/4.79min",3405023,3471636.8,4907500,4950858,2650576,3338409.2,3195825.5
"339/957.3545mz/4.79min",1088867.47,1268820,1459500.5,1782869.9,908914.94,815460.7,791891.75
"340/491.148mz/4.79min",16774310.5,30987488,18616694,14931927,25458646,14885258,13383918
"341/493.1444mz/4.79min",4944343,9289707,5499297.5,4363273.5,7651943.5,4389388.5,4030000.2
"342/518.1661mz/4.79min",2648742.5,4826621,2939188.2,2358296.8,4123721.2,2324405,2136661
"345/479.2284mz/4.8min",858876.6,1127814.9,1366922.6,1657421.2,535782.2,530225.5,589938.3
"349/489.2136mz/4.81min",322786.105,437871.25,597684.94,398553.44,203852,245333.42,247018.77
"350/438.1919mz/4.82min",94127.16,31375.72,31375.72,31375.72,827332.94,989485.94,156878.6
"351/433.1055mz/4.82min",682306.62,1285588.4,742432.8,464801.75,1114111.5,622180.44,548889.2
"352/300.0875mz/4.82min",221287.742,389234.9,315008,355020.25,86418.78,89329.27,127567.484
"354/269.1312mz/4.86min",554016.6,225429.86,601071.1,862281.44,506962.1,405953.3,797813.44
"355/433.2592mz/4.84min",331910.11,516681.53,346068.75,368462.6,102541.03,197343.45,317751.47
"356/541.3595mz/4.84min",83629.93,73172.305,19630.877,19333.602,101819.02,94087.555,102380.16
"358/659.271mz/4.84min",274370.13,253481.92,329929.03,350783.16,221416.88,295258.34,223864.38
"360/253.1444mz/4.85min",386916.8,369331.5,452817.5,475084.25,361624.8,360587.16,404502.1
"361/709.3233mz/4.84min",139214.99,127524.96,243128.12,286923.84,80875,138016.75,140413.23
"362/764.4695mz/4.9min",276418.13,446198.94,209195.56,39592.598,493082.5,343640.7,119256.67
"363/375.2751mz/4.87min",502782.27,622615.6,721589.8,831235.75,339087,354267.44,382948.94
"366/441.1916mz/4.87min",533067.83,642346.5,1077088.9,803307.75,409968.53,423789.16,387266.38
"367/463.2337mz/4.88min",613531.55,814895.9,927566.06,1030323.5,412167.2,386009.62,399261.2
"368/550.267mz/4.88min",687912.07,635865,624433.6,676662.7,699161.44,725743.8,721965.3
"369/442.1955mz/4.88min",100732.73,113197.09,262210.72,176472.98,88268.37,84893.78,66472.63
"370/426.9676mz/4.95min",11029959.5,10805178,10754315,15559797,11254741,10478696,11761980
"372/389.1606mz/4.91min",83260.438,119567.16,81038.36,97415.836,85482.516,63715.992,69259.76
"373/272.1867mz/4.91min",912081.4,1104299.2,818801.3,944072.1,880090.7,822769.25,966841.56
"375/300.0876mz/4.92min",209610.03,306076.47,224915.86,254991.08,126738.25,127013.41,194304.2
"376/473.2179mz/4.93min",354232.14,519649.8,720169.4,828830.2,188814.48,164745.23,163587.44
"377/519.2233mz/4.93min",101024.685,155844.72,228511.48,285142.03,46204.65,39518.184,43705.74
"378/479.2286mz/4.94min",75017.4025,87947.445,112214.21,131810.56,56837.324,51269.38,62087.36
"379/415.2337mz/4.94min",2837548,2664670.2,2911767.2,3353425.2,3007810.5,2763328.8,2267947
"381/785.2148mz/4.96min",154669.593,225849.56,185224.92,34320.28,268367.25,124114.266,80973.945
"382/491.2286mz/4.95min",45006.452,58340.082,66935.586,80431.88,31092.072,23607.564,31672.822
"383/358.2429mz/4.95min",1177966.05,1871266.8,1209180,1445186,1066080.4,939092.8,1146752.1
"384/715.4863mz/4.95min",90949.8125,291572.97,94484.875,162753.4,72535.53,57049.33,87414.75
"385/357.2395mz/4.96min",5996920.5,9673006,6162924,7432069,5569153.5,4876099.5,5830917
"386/393.2161mz/4.96min",73560.382,364275.75,70058.1,77062.664,169328.11,53555.9,59703.996
"387/225.1132mz/4.96min",450198.36,434904.94,318656.56,512780.4,517543.3,465491.78,433654.88
"389/489.322mz/4.97min",100486.02,114696.83,107809.46,108847.7,52854.73,64175.48,93162.58
"390/551.2877mz/4.98min",318124.135,381984.47,436540.7,483419.38,254263.8,245071.5,202062.14
"392/309.1708mz/5.0min",710932.05,695219.4,726644.7,844711.56,648350.7,666239.56,774592.2
"393/477.213mz/5.0min",1947868.8,2311790,2685322.2,3035320.8,1525932.6,1521245,1583947.6
"394/431.2073mz/5.0min",877126.5,1042579,1228564.8,1385005.4,711674,674216.1,690318.75
"395/311.2228mz/5.0min",445022.085,457715.97,391119.44,518859.2,432328.2,388154.84,507556.25
