Filename,2024_NEG_Anid-EV-SA-OA_CTRL_1_Run174.mzML,2024_NEG_Anid-EV-SA-OA_CTRL_2_Run218.mzML,2024_NEG_Anid-EV-SA-OA_CTRL_3_Run245.mzML,2024_NEG_Anid-SA-OA_1_Run171.mzML,2024_NEG_Anid-SA-OA_2_Run192.mzML,2024_NEG_Anid-SA-OA_3_Run236.mzML
Class,CTRL,CTRL,CTRL,EXP,EXP,EXP
200/560.2461mz/2.57min,778776.94,619357.25,234328.44,192239.77,199560.84,181334.94
201/587.2935mz/2.56min,428108.3,563067.4,629490.3,1167215.8,414230.6,424687.34
203/303.1457mz/2.57min,1006800.0,878003.4,604178.75,878607.06,590479.8,639485.44
204/625.2704mz/2.57min,1325017.6,1171799.9,731125.9,1251734.8,754172.4,797506.56
205/391.1356mz/2.57min,368125.16,271013.44,208267.83,362653.4,250254.92,263067.56
206/603.2887mz/2.57min,18987676.0,16570268.0,8195257.5,14766117.0,6789334.5,8555754.0
207/605.2947mz/2.57min,1183612.1,1038453.94,512769.62,909707.75,438666.25,558631.94
208/364.1359mz/2.57min,2008567.0,1997655.5,1465110.9,1966433.8,1846230.8,1819760.9
210/302.1441mz/2.57min,8632745.0,7498597.5,5092113.5,7626433.5,4931122.5,5568382.0
211/399.1072mz/2.57min,911910.94,781233.75,548571.0,757073.3,517986.0,641941.75
212/301.1406mz/2.57min,61819976.0,53705588.0,36681668.0,53802436.0,35212284.0,39612010.0
213/171.0774mz/2.57min,406391.03,346743.28,207527.28,369032.72,214250.86,225198.92
215/129.0557mz/2.57min,6416794.0,3818476.0,17512322.0,4078871.5,3542521.8,3206606.8
216/574.1713mz/2.58min,365531.12,140125.89,208350.38,100765.02,183572.34,310062.3
217/386.1179mz/2.58min,533483.44,276039.25,456255.38,615592.4,648134.94,580006.7
218/188.0716mz/2.58min,101788.73,0.0,424759.75,0.0,29546.332,25958.842
220/548.2463mz/2.59min,796020.5,559575.44,274299.1,243733.19,121452.84,257243.95
221/272.0235mz/2.59min,622990.44,201330.92,470199.28,161510.84,458552.66,669010.75
222/247.1016mz/2.59min,859998.6,573366.9,349780.47,179789.17,171796.03,331149.66
224/246.0983mz/2.59min,8009516.5,5423047.5,3592883.2,2638053.8,1667582.9,3361652.8
226/199.0612mz/2.6min,441728.47,343836.66,412821.25,943067.1,336540.47,346248.56
227/214.1085mz/2.6min,1278806.8,1172527.0,959204.8,885979.94,759184.5,884851.7
231/532.251mz/2.61min,145631.53,229749.61,44339.63,44039.547,23329.498,26908.65
234/183.0662mz/2.61min,272276.47,438234.4,474210.3,159129.97,316339.2,313342.56
235/131.0714mz/2.61min,275868.1,181833.31,122316.734,150475.62,113059.59,159772.62
236/232.119mz/2.61min,7367372.0,5005333.0,3722958.8,4257142.5,3252145.5,4603607.5
237/295.1147mz/2.61min,510071.78,305561.12,332525.75,420972.4,367179.6,445917.72
239/463.2301mz/2.62min,614026.44,630078.0,153895.28,155668.55,101285.07,170548.75
240/410.1666mz/2.62min,273567.5,370049.9,139358.81,132323.27,111788.44,116197.81
241/100.0404mz/2.62min,178654.27,381085.5,140404.22,138645.78,96289.15,136422.02
243/461.214mz/2.62min,1306577.4,3294091.5,312848.53,238083.73,176887.22,297975.0
244/483.1961mz/2.63min,354393.97,667151.8,112456.836,89575.67,76354.59,108207.9
245/230.1034mz/2.62min,21316190.0,32403480.0,10308128.0,8836362.0,7335542.0,9586241.0
246/231.1067mz/2.62min,2312150.0,3555518.5,1087950.0,904205.7,763457.44,1000438.75
247/293.0991mz/2.62min,1283898.8,1821536.6,734973.9,650156.0,664239.0,777659.0
248/315.0811mz/2.63min,420163.0,519203.7,284985.28,234352.58,257102.72,255466.58
252/242.1034mz/2.63min,675614.0,521146.12,1412730.9,229473.4,291440.94,724634.0
253/258.0983mz/2.63min,4006679.8,3955139.0,1861433.5,1199880.0,1559134.4,1887556.6
256/180.0428mz/2.65min,0.0,0.0,382375.56,0.0,0.0,0.0
257/210.0407mz/2.65min,0.0,0.0,378846.06,0.0,0.0,0.0
258/212.0645mz/2.65min,346793.8,88719.85,465522.2,110366.52,395660.38,346263.12
260/279.0508mz/2.58min,228908.6,95708.39,182408.02,129753.35,283285.56,449231.16
261/211.0612mz/2.65min,3416202.0,1059157.9,4394813.5,1262206.0,3692977.0,3275998.0
262/166.0509mz/2.66min,0.0,0.0,236720.89,0.0,0.0,0.0
263/167.0713mz/2.66min,687635.0,426771.88,690164.8,853188.9,822277.56,629793.0
264/291.0511mz/2.66min,245028.0,128327.77,474815.03,209320.02,255793.55,221085.27
268/178.051mz/2.68min,420261.6,494998.25,296362.38,484006.1,352057.34,337275.06
269/259.1298mz/2.69min,4110.601,3942.5105,0.0,100831.66,0.0,0.0
270/373.0055mz/2.69min,1156952.0,1104835.9,1099393.2,1216305.1,1186811.8,1170706.4
272/179.0351mz/2.7min,429816.9,268917.16,829780.75,473488.3,578365.56,565467.3
274/159.0662mz/2.7min,279483.25,216758.75,467677.22,267459.88,194333.1,185427.83
275/247.0724mz/2.71min,319221.56,671466.94,221870.31,331388.28,175646.1,207855.06
276/165.0556mz/2.66min,38301.914,201245.5,36890.62,12641.484,5745.8467,5108.617
277/321.0617mz/2.71min,102129.625,41145.867,533596.75,29798.781,68361.34,71814.32
281/179.0708mz/2.72min,523489.97,362223.62,328754.06,41216.58,255897.22,264607.66
282/249.0405mz/2.72min,1510640.0,1288050.1,2925441.2,2446601.0,1887451.9,1674956.1
285/287.1248mz/2.74min,79625.61,153683.06,73967.42,60121.58,94544.484,71841.65
286/163.04mz/2.75min,647715.75,252442.27,922659.7,324726.56,677932.1,639792.0
287/214.1084mz/2.73min,400980.62,274502.8,107397.75,164497.1,39026.242,54020.008
288/239.056mz/2.77min,458910.4,714389.1,377717.5,4302.495,620761.06,429534.28
290/163.0435mz/2.79min,417023.47,466322.28,357812.88,397076.4,236659.48,309361.72
291/337.091mz/2.79min,26469.982,0.0,730891.6,3813.3467,0.0,0.0
292/157.0506mz/2.79min,6891870.5,3689223.2,22179054.0,5182701.5,4195741.0,3711322.5
293/113.0608mz/2.79min,801482.8,408934.7,2527226.0,561732.4,452415.2,406033.56
294/221.0455mz/2.81min,78632.75,19399.123,340266.12,0.0,229341.45,207615.33
295/315.1562mz/2.81min,249487.95,498607.28,89571.51,308175.66,152270.64,197000.86
300/265.0176mz/2.83min,1255430.9,1173289.4,1210859.5,1294127.0,1247487.4,1302612.4
302/259.1299mz/2.83min,400565.66,528977.25,270053.53,341591.75,276193.66,290292.16
304/447.0932mz/2.84min,195827.64,145530.39,268527.9,102239.91,165714.9,191083.88
305/224.0645mz/2.84min,1138737.9,1011511.06,641779.25,108466.305,565299.0,657973.1
306/360.1774mz/2.84min,163210.97,404902.6,107446.62,64728.36,125340.7,140184.7
307/223.0612mz/2.84min,10033270.0,9363407.0,6525401.5,1165748.0,5300004.0,6014567.0
308/197.0455mz/2.84min,1088960.9,1169291.9,312661.34,965491.3,625639.06,753805.3
309/151.0401mz/2.85min,448113.72,349274.22,201102.4,369323.62,458092.06,375338.66
310/209.0455mz/2.85min,292156.06,185854.45,199189.55,0.0,381520.28,318140.94
311/154.0146mz/2.85min,4204.5596,0.0,1143406.5,0.0,0.0,0.0
313/208.0251mz/2.87min,1028500.56,0.0,281811.97,0.0,0.0,0.0
317/413.1562mz/2.87min,420364.94,267504.0,658550.3,72073.07,140662.48,252971.94
318/217.0613mz/2.87min,4581.907,0.0,22046404.0,0.0,0.0,0.0
319/218.0651mz/2.88min,0.0,0.0,2576556.2,0.0,0.0,0.0
322/543.2673mz/2.89min,2498530.8,1166136.6,509723.97,775362.75,600818.7,1029480.6
325/238.0721mz/2.9min,0.0,0.0,164715.19,0.0,0.0,0.0
326/289.0354mz/2.92min,25204.514,63540.71,0.0,122817.555,0.0,34909.33
328/471.2096mz/2.91min,2060965.8,1645177.2,1182016.4,2104260.2,1288636.4,1590053.2
329/132.0747mz/2.91min,496591.0,107565.055,1158896.1,643336.06,308393.0,217252.58
330/311.1348mz/2.91min,1388516.8,924967.94,2814154.8,1897548.6,790713.5,645698.06
331/273.1455mz/2.92min,268190.88,628773.2,123270.44,141948.48,251518.5,257685.33
332/131.0714mz/2.92min,8897787.0,7636563.0,19577916.0,11539202.0,5736793.0,5192581.5
336/361.1615mz/2.92min,16298.704,309831.84,0.0,17613.129,0.0,0.0
337/283.1299mz/2.96min,36054.97,343965.53,3701.6714,56801.35,4130.259,7115.1177
338/232.119mz/2.92min,97079.68,62135.54,33391.19,50653.6,70995.65,63008.82
339/315.1562mz/2.92min,1023373.1,9766184.0,89542.05,1432919.2,47062.848,187776.62
340/378.1516mz/2.92min,1086233.9,6665455.0,90710.7,1759512.1,69599.82,267615.25
341/273.0075mz/2.92min,609585.94,650789.7,656195.0,81640.26,846942.5,666798.56
342/447.2347mz/2.92min,306035.06,1997861.4,48616.06,668692.1,8286.822,37927.117
344/351.1325mz/2.92min,249303.44,2854990.8,12653.801,371398.22,3814.4102,74320.555
345/179.0707mz/2.93min,157006.64,130166.33,142390.97,21687.201,63136.4,70000.625
347/287.0197mz/2.94min,0.0,0.0,0.0,151718.12,0.0,0.0
348/429.0826mz/2.94min,87979.52,20151.215,324944.8,55650.22,12842.875,36161.434
349/440.2034mz/2.94min,19382.008,26837.164,378562.66,92418.8,19834.404,38838.938
350/195.0662mz/2.95min,4032200.0,3661446.2,2175575.2,200210.12,2133822.0,2387383.8
351/196.0695mz/2.95min,456563.53,385859.78,235638.25,0.0,223236.52,241915.47
353/258.0619mz/2.96min,355997.0,350097.44,209105.19,3802.965,214980.4,219588.34
354/211.0611mz/2.96min,160738.16,214108.12,107031.7,313061.47,197957.39,190409.19
355/159.0662mz/2.96min,536758.6,668882.4,630873.8,788059.94,708441.25,608918.5
357/456.1987mz/2.97min,3747544.5,3031025.0,3945461.0,2731819.2,1938809.5,2723140.2
361/438.1041mz/2.99min,1476882.1,552701.5,778986.56,50781.754,678554.9,1795348.8
362/167.035mz/2.99min,8740596.0,2284799.0,11987112.0,2661033.0,3314499.2,2754133.5
365/209.0455mz/3.0min,368046.34,323725.12,866035.94,1144029.4,1126972.9,627674.9
366/249.0881mz/3.0min,319684.56,541672.5,116606.914,392760.84,232732.03,255987.06
368/289.0355mz/3.0min,207774.48,127510.56,196761.0,272783.4,136873.25,127632.68
374/280.0827mz/3.02min,356420.78,300569.22,341363.53,269605.66,472138.3,411505.5
377/211.0611mz/3.01min,355529.0,307673.25,318631.06,189656.75,463848.8,427250.06
379/603.2887mz/3.03min,120351.45,96318.26,59576.875,147625.31,99447.516,92481.445
380/428.2036mz/3.03min,412351.06,251051.56,501846.2,180795.22,202546.02,233966.7
381/491.1997mz/3.03min,472228.25,270909.28,427920.06,251088.12,273909.72,282676.5
383/461.0725mz/3.03min,93634.7,161400.17,135250.02,8414.324,59415.2,30819.633
385/247.061mz/3.06min,142070.88,4652.5454,331716.38,17871.412,9031.023,15711.742
387/189.0768mz/3.06min,1186743.2,1740905.9,2779219.2,984505.56,1004645.4,852608.44
388/153.0557mz/3.07min,338332.62,805587.6,210279.14,1692260.6,302543.25,287206.88
390/172.0615mz/3.07min,1070027.8,1122850.9,1433228.8,916933.9,326421.66,566347.25
391/284.114mz/3.08min,431521.03,465311.53,575148.06,371941.25,132032.36,220046.4
392/259.0612mz/3.08min,325015.12,92490.52,648794.7,138037.31,157868.95,162476.95
393/447.0932mz/3.08min,495474.88,429010.9,1273711.5,236143.08,320550.25,353510.38
394/263.0561mz/3.08min,231334.34,90550.32,110044.484,244294.12,322187.28,255040.83
398/301.1405mz/3.09min,581860.6,595639.94,414563.2,561925.9,366598.75,293611.38
400/329.1719mz/3.1min,257745.55,379586.16,126626.945,647491.94,181243.39,195546.84
402/336.109mz/3.1min,291018.47,357355.84,417126.7,636966.8,368997.5,342402.12
404/167.0349mz/3.09min,387856.28,327408.88,486714.9,326080.6,94610.87,209541.39
405/194.0458mz/3.11min,463625.44,527219.06,321347.53,157126.16,355052.56,414850.44
407/585.2779mz/3.12min,278479.22,241615.14,172774.81,243078.39,177813.64,209464.08
408/195.0662mz/3.12min,18609840.0,1468751.4,13141492.0,1135500.2,2822136.8,2119390.0
414/165.0557mz/3.13min,1297131.8,968689.1,2424184.0,1698252.2,1090549.6,912385.25
417/397.0055mz/3.13min,198268.06,166241.5,148174.73,176353.7,166751.75,179881.66
418/196.0695mz/3.12min,769317.8,112688.8,1351993.9,54401.203,189966.88,91609.484
419/291.0511mz/3.13min,114353.26,16425.303,207800.69,60266.586,139897.52,110513.75
420/196.0615mz/3.14min,13886.868,0.0,593388.9,0.0,0.0,0.0
422/238.0721mz/3.15min,0.0,0.0,599529.06,0.0,0.0,0.0
423/265.0176mz/3.15min,1087591.0,1116066.6,920179.5,1197498.9,1220095.2,1245796.5
424/275.0561mz/3.16min,23765.316,50948.46,18178.395,269181.28,18349.22,9235.018
425/219.0297mz/3.17min,24694.422,4291.538,253253.0,0.0,3958.2231,0.0
426/272.0412mz/3.18min,298568.34,32650.736,172688.75,9996.469,276777.44,228004.5
427/320.114mz/3.17min,165505.14,195867.6,232652.08,397342.5,217493.16,204151.36
428/263.0561mz/3.15min,52982.555,19389.559,23570.305,38511.137,234742.7,98430.97
429/543.239mz/3.18min,3251326.8,1962743.1,2997399.0,794454.94,2791408.0,2711067.0
430/301.1405mz/3.18min,275278.66,377984.8,227263.14,248839.61,211756.1,184709.75
433/544.2412mz/3.18min,556712.75,330207.3,474998.16,112808.62,486339.8,425017.06
434/542.2357mz/3.18min,11891451.0,7116731.0,11084116.0,2921577.5,10229126.0,9848270.0
435/221.0455mz/3.19min,168863.47,65770.836,321877.94,0.0,142084.31,112465.16
436/526.2403mz/3.19min,188903.52,94459.695,480939.06,80215.4,342451.97,309249.6
437/365.0334mz/3.19min,155228.69,0.0,586440.6,0.0,0.0,0.0
438/139.04mz/3.19min,60245.586,94367.59,41314.914,224579.33,57661.137,87744.73
441/587.2934mz/3.2min,1494976.0,952726.56,938517.06,1617282.5,633993.7,957194.75
442/287.0561mz/3.2min,2370954.5,975498.7,1571820.4,0.0,1607176.4,1474732.1
443/304.0463mz/3.21min,0.0,0.0,1222519.0,0.0,0.0,0.0
446/209.0455mz/3.21min,3210848.0,1197624.1,2464573.2,583231.8,4161714.8,3530829.0
448/265.0717mz/3.22min,670834.75,722260.1,759220.1,445199.7,1070936.6,783060.1
453/569.283mz/3.24min,1952402.9,2008647.9,3289316.2,3254761.8,3015135.5,2760682.8
455/586.2811mz/3.24min,23911200.0,20028384.0,15365346.0,18051366.0,15593759.0,16732986.0
456/683.2455mz/3.24min,1050841.5,846711.25,700788.94,768098.06,707497.2,763487.6
457/588.2861mz/3.24min,643632.1,481973.47,421613.12,394711.97,433199.8,421097.12
458/585.2781mz/3.24min,79732616.0,65710680.0,51223876.0,58999330.0,51720084.0,55618016.0
462/1171.5625mz/3.25min,2064857.4,1556339.2,941661.75,1168227.2,960434.8,1177696.2
463/587.2843mz/3.24min,5299364.5,4074369.8,3214348.2,3044067.0,3223930.8,3705835.0
464/196.9761mz/3.25min,992174.6,546302.2,549418.25,706862.94,586290.7,890808.9
465/307.0824mz/3.24min,36879.305,54947.89,334735.4,0.0,47775.535,33442.863
468/293.0667mz/3.27min,1584305.2,928849.9,1429269.9,1070457.8,947076.9,1356804.4
472/322.0933mz/3.29min,481504.25,353317.38,690700.3,531933.1,767871.6,644958.06
474/265.0717mz/3.29min,447141.25,516816.25,478390.0,212894.58,1077838.0,608719.4
475/171.0662mz/3.37min,361311.38,471861.3,246027.55,273828.34,370929.2,254435.03
476/827.4047mz/3.3min,905871.8,457059.3,421276.06,684866.6,625220.75,601326.44
477/245.0931mz/3.3min,1418334.1,1858710.8,1838317.6,4314135.0,1301197.4,1300768.2
478/425.1563mz/3.3min,156061.36,161778.19,184761.9,494503.47,117555.445,108579.41
480/250.0721mz/3.31min,633796.0,530717.25,709093.0,469580.38,1158430.4,892031.06
482/139.04mz/3.31min,255766.89,119335.06,111116.586,223133.55,97302.28,116457.945
483/191.0349mz/3.31min,246949.7,168578.89,167270.88,24186.434,75922.35,90423.125
488/336.1091mz/3.32min,171384.55,205036.84,89403.55,41571.53,29539.037,59935.293
491/289.0354mz/3.33min,219061.69,130625.27,79898.89,117335.63,121431.03,143963.5
492/221.0455mz/3.34min,721012.6,22830.977,5930061.0,23257.77,243578.55,190610.81
493/222.0487mz/3.33min,52363.008,0.0,682971.9,0.0,4839.8667,0.0
495/153.0193mz/3.32min,66043.27,17766.855,75462.11,181632.16,38559.98,54467.65
496/514.2406mz/3.34min,1392810.2,1870838.5,884490.4,530571.5,959181.7,952234.6
498/233.0567mz/3.4min,70176.24,0.0,399467.28,0.0,0.0,0.0
500/710.1584mz/3.36min,539548.0,278395.4,498187.44,449481.25,432136.75,549637.2
501/711.1578mz/3.36min,612420.94,322515.5,573144.0,531257.2,525230.06,629091.2
502/713.1581mz/3.36min,833201.9,415848.12,753063.25,680513.3,675296.6,829900.7
504/152.0353mz/3.36min,471634.7,0.0,2409861.2,0.0,0.0,0.0
505/180.0666mz/3.36min,279431.75,482335.88,0.0,244226.31,290095.0,259941.58
506/178.0509mz/3.36min,306726.62,467040.88,161703.2,293192.16,196951.23,208603.4
507/707.159mz/3.36min,415549.66,219492.55,392223.88,355266.22,349184.97,426725.8
508/365.0333mz/3.37min,748808.7,0.0,2751003.5,0.0,0.0,3621.1704
511/274.1297mz/3.36min,3567.968,3565.3325,0.0,467299.38,157257.06,174623.45
512/265.0717mz/3.34min,211723.9,233314.8,340340.5,214377.48,912040.25,104937.61
513/182.0539mz/3.38min,268673.56,225494.78,139507.92,339962.7,164484.25,145288.58
514/275.0561mz/3.37min,1533259.5,548169.44,623337.56,947763.25,882285.0,724469.4
517/181.0507mz/3.37min,3187355.8,2897643.8,1833225.6,3750350.5,2139295.0,1862700.0
518/461.0725mz/3.39min,255649.23,246470.22,489661.22,30569.268,146745.9,162138.1
519/238.0873mz/3.39min,137162.44,363555.5,66068.22,28467.941,136210.89,105274.14
520/755.3471mz/3.39min,818251.5,687918.25,346855.75,681185.44,431868.44,519259.16
521/421.0056mz/3.39min,1645028.9,1595675.4,1500624.2,1605722.0,1635999.5,1713726.5
522/247.0611mz/3.39min,130399.67,59253.54,344401.4,16850.285,5245.63,5697.5967
524/413.1928mz/3.41min,4306531.5,4321619.5,3973992.0,4306383.5,3649238.0,3553997.8
527/476.1885mz/3.41min,692163.0,721930.75,594474.44,687256.75,680550.1,586692.5
