row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,Yeast_HE_D5-Ctrl_b_pos_20190515_Run40.mzML Peak area,Yeast_HE_D5-Ctrl_a_pos_20190515_Run37.mzML Peak area,POS_D5-227-C2-b_Run250.mzML Peak area,Yeast_HE_D5-Ctrl_c_pos_20190515_Run43.mzML Peak area,POS_D5-227-C2-c_Run253.mzML Peak area,POS_D5-227-C2-a_Run247.mzML Peak area,Unnamed: 19
145,118.06514106426346,5.6739809999999995,,,,17.0,,,,,,,1088992.5,832281.06,1291382.9,1140044.9,1323450.0,1531150.6,
184,119.08561007618,6.099678,,,,38.0,,,,,,,2233152.8,1330526.4,1832966.1,1468033.6,1003693.7,1090389.6,
43,120.04451967050444,2.8343496,,,,35.0,,,,,,,2504766.0,2561646.0,5728800.0,2225040.0,6447383.5,3995388.5,
690,125.98623941532391,10.489932000000001,,,,48.0,,,,,,,21710632.0,23375738.0,22852674.0,22511954.0,22505702.0,15842823.0,
22,128.95086365185517,0.4170235,,,,11.0,,,,,,,2565770.5,2388062.0,2733366.5,2683212.5,2867823.2,2751696.5,
675,130.521695613093,10.406162,,,,49.0,,,,,,,2255533.8,2379528.2,1969960.2,2290723.8,2386788.2,2168583.2,
644,131.5335452259899,10.359811,,,,49.0,,,,,,,6902001.0,6743107.5,6722980.5,7144073.5,6859566.5,6918321.0,
322,131.53362015881171,7.6119685,,,,,,,,,,,2525547.2,927180.2,2477028.8,2123222.5,2503793.8,1345253.5,
512,136.02168211344775,8.429337,,,,,,,,,,,4750310.0,4908357.5,817023.5,4705572.0,864581.5,831921.06,
29,136.03953358096854,1.7416061,,,,26.0,,,,,,,2152909.8,2348383.2,3618136.8,4251467.5,4769105.0,3692877.0,
27,138.05513305311777,1.6863872,,,,,,,,,,,2189070.2,2169571.0,3257413.0,3493681.5,3654136.5,3155786.5,
42,138.05514309887326,2.8325473999999997,,,,35.0,,,,,,,699165.94,729429.0,1641100.8,635383.44,1883367.2,1165237.9,
623,138.99538910991288,10.322994,,,,49.0,,,,,,,4422416.5,4209994.0,5163281.0,4454389.5,5401537.5,5482268.0,
691,139.0179511875414,10.496407000000001,,,,48.0,,,,,,,10482867.0,10097925.0,10779612.0,10117550.0,10711326.0,10731258.0,
9,139.9634839527992,0.3209265,,,,,,,,,,,494610.56,285581.03,264976.8,429039.34,425363.6,543383.8,
7,139.9634864136001,0.03770883,,,,,,,,,,,161978.84,488679.5,362344.94,416391.4,164447.3,732229.44,
643,139.98793628058158,10.359805999999999,,,,49.0,62.0,[M+H]+,,2.0,643;646,138.98042,27495566.0,26880322.0,27665846.0,27274766.0,28041724.0,27182174.0,
603,140.06825593594306,10.246411,,,,,,,,,,,560391.5,659295.6,487738.62,596098.6,458547.8,458569.6,
420,140.06828909778505,7.8544526,,,,10.0,,,,,,,387615.97,367544.5,234397.61,402318.38,465669.72,825098.25,
279,140.06832137656605,7.3713,,,,14.0,,,,,,,469224.88,415988.38,539250.25,470809.44,518560.38,520634.72,
34,140.0683319104994,2.4307816000000004,,,,,,,,,,,86922.38,43240.918,159090.55,86683.18,131412.2,89071.82,
61,140.06834360472772,3.7488010000000003,,,,,,,,,,,104845.33,70989.58,108582.93,104798.42,123242.47,131750.28,
25,140.06838924976026,0.7483925,,,,,,,,,,,64047.187999999995,46657.848,72777.734,53964.414000000004,183525.19,77515.18,
615,141.95859295435068,10.322989999999999,,,,49.0,,,,,,,1927378.2,1692146.6,2312362.0,1755625.9,2354270.2,2410028.0,
2,141.95878667081817,0.034999494,,,,0.0,,,,,,,8401688.0,11490568.0,11647303.0,10876501.0,9532038.0,11298737.0,
12,141.95879609751157,0.32273412,,,,9.0,,,,,,,14746755.0,8587854.0,11442362.0,5522232.0,11730426.0,9158513.0,
642,141.9833817575466,10.358062,,,,49.0,,,,,,,10441034.0,10362380.0,10611018.0,10472705.0,10743842.0,10441304.0,
646,143.95883675736755,10.363323,,,,49.0,62.0,[M-H2O+Na]+,,2.0,643;646,138.98042,351448.16,365213.0,443083.47,410504.22,453810.03,372406.06,
14,143.9591754127614,0.32273826,,,,9.0,,,,,,,485614.1,279273.62,825594.3,840383.1,922736.1,177960.06,
1,143.9592113660365,0.034103326,,,,0.0,,,,,,,91169.72,221170.83,333664.56,248489.75,267293.0,238902.55,
657,143.9809295196438,10.366672,,,,49.0,63.0,[M-H+2Na]+,,2.0,641;657,99.00932,1370583.1,1370528.0,1347387.8,1361345.8,1392056.9,1356396.1,
673,144.98216103653763,10.385568,,,,49.0,,,,,,,3566643.0,3086821.0,3267776.2,3547181.5,3644186.2,3281970.2,
584,144.9822446282439,10.175988,,,,16.0,,,,,,,7507640.0,21425664.0,10637140.0,15264123.0,10139623.0,12816931.0,
710,145.03533457908216,10.937964,,,,52.0,,,,,,,9413920.0,9211714.0,10137382.0,9322635.0,9944480.0,10056569.0,
582,146.98037302016158,10.17205,,,,16.0,,,,,,,3439236.0,9715590.0,4830904.0,3229767.8,4547191.0,5743352.0,
708,147.03095627164384,10.849753,,,,,,,,,,,5764449.0,5561993.0,6223902.0,5763578.5,6105561.5,6248884.5,
161,147.08052802453878,5.8293586,,,,29.0,,,,,,,295731.25,233216.47,265164.7,255060.53,195909.66,202611.66,
185,147.08056884850686,6.100557299999999,,,,38.0,,,,,,,33783200.0,20449328.0,28394810.0,22549684.0,15964022.0,17189076.0,
634,152.99495170442415,10.334178999999999,,,,49.0,,,,,,,1759399.0,1670331.0,1828168.5,1536843.1,2204235.0,1803369.0,
669,153.9933959035929,10.392425,,,,,,,,,,,834074.1,620255.75,892228.94,471941.44,1376873.1,907680.1,
681,154.00500309165483,10.478063,,,,48.0,,,,,,,2515498.2,2444328.2,2635557.2,2517970.5,2562026.8,2245074.5,
30,154.05002027015914,1.7425400000000002,,,,26.0,,,,,,,1008220.44,1111081.8,1756215.2,2011934.6,2322170.2,1776408.0,
632,154.9902370661586,10.327344,,,,49.0,,,,,,,30634700.0,27373912.0,30123662.0,29119792.0,31944916.0,36979390.0,
665,156.99067356830628,10.375387,,,,49.0,,,,,,,7892164.0,7797681.0,7485788.0,7868386.5,7588201.0,7083451.0,
597,158.96414316777387,10.227347,,,,30.0,,,,,,,1906315.6,2624077.2,2195885.5,1869687.1,2248797.5,2142741.2,
667,158.9860950144921,10.377135,,,,49.0,,,,,,,3095836.5,3042893.8,2953068.8,3145120.2,3017493.2,2911063.0,
4,159.9692852236701,0.035003662000000005,,,,0.0,,,,,,,4326045.5,4641526.5,4375873.0,4479709.5,4480936.0,4499765.5,
13,159.96931153344758,0.32273236,,,,9.0,,,,,,,4295066.0,4084891.5,4872162.0,5161697.0,3646255.2,4666252.5,
618,163.99054438420626,10.319482,,,,49.0,54.0,[M-2H2O+NH4]+,,2.0,617;618,181.97788,3114640.2,3112184.2,3736442.2,2318191.0,3498208.0,3814020.2,
471,163.99062689023813,8.115433,,,,,,,,,,,720589.4,588427.94,565414.5,583290.3,1327054.5,1330041.5,
182,165.09116030020442,6.0986824,,,,38.0,,,,,,,1798361.6,1058426.0,1519224.6,1163049.0,840338.7,898135.6,
672,165.98297206185734,10.389939,,,,49.0,,,,,,,2999492.8,2994280.8,3050653.2,2786776.0,3056935.5,2712799.8,
655,165.99090656331538,10.365046000000001,,,,49.0,61.0,[M-2H2O+NH4]+,,2.0,638;655,183.97823,1004035.1,969800.0,985048.7,923873.06,916038.2,972959.5,
685,167.01286165334838,10.482369,,,,48.0,,,,,,,45706830.0,43583810.0,46271116.0,44698970.0,44415188.0,45373050.0,
687,168.01614461103662,10.483880000000001,,,,48.0,,,,,,,2426957.2,2303669.5,2379637.0,2340229.5,2357298.8,2391144.0,
620,169.97732046478689,10.320466,,,,49.0,,,,,,,2523196.0,2090951.4,2772328.5,2717459.5,2821184.5,2758544.8,
707,169.9774000309096,10.809297,,,,,,,,,,,4723972.0,1639406.1,2214469.2,1162215.4,2193909.8,1318946.8,
44,171.0993220521108,2.867141,,,,,,,,,,,498949.75,498830.28,2845295.8,267178.84,2993351.2,2822025.2,
712,171.99301988674233,10.96241,,,,52.0,,,,,,,5685771.0,5334411.0,7952250.5,5775479.0,7717262.5,7619596.0,
51,172.13335899226377,3.1919582,,,,54.0,2.0,[M+H]+,,2.0,51;49,171.12613000000002,1000862.06,1050209.2,1272770.2,1013033.6,1251381.0,1247177.8,
622,172.95638353557757,10.32289,,,,49.0,,,,,,,7586959.5,7769538.0,3186054.2,7882801.0,3101552.0,2972605.2,
439,172.95647861559053,7.875185000000001,,,,,,,,,,,1922854.0,1643848.0,816096.25,1722246.2,769102.06,977714.7,
21,172.97722374833234,0.39682698,,,,11.0,,,,,,,1540978.1,1454416.0,1689175.0,1527799.4,1756048.0,1668972.4,
706,173.03023703062118,10.809649,,,,,,,,,,,441447.06,672617.94,765958.06,703203.44,2691108.0,2662859.5,
686,174.9533424861443,10.452009,,,,,,,,,,,522743.88,229216.58,677365.1,579364.1,363596.9,700805.5,
619,174.95336074080302,10.319488,,,,49.0,,,,,,,1189366.0,1219012.0,768808.56,1864198.0,787289.5,755179.1,
666,174.95682754246255,10.375492999999999,,,,49.0,,,,,,,2453941.5,2511086.8,1553664.9,2466169.5,1551986.1,1075288.5,
3,176.98461010730708,0.035000882999999997,,,,0.0,,,,,,,1022336.06,1047339.4,1059538.5,1035003.7,1144045.2,1143767.1,
10,176.98462050477212,0.320922,,,,9.0,,,,,,,933284.5,913744.7,1023191.6,407455.72,1024539.44,980400.8,
621,180.9898227558804,10.322116000000001,,,,49.0,,,,,,,1199319.5,972405.4,1433845.1,1199906.2,1398403.1,1417337.0,
641,181.01443991818948,10.35799,,,,49.0,57.0,[M+H]+,,2.0,638;641,180.00701999999998,5250397.0,4991951.5,5353514.5,5315389.0,5421069.5,5340664.0,
325,181.01453908893555,7.630386,,,,,,,,,,,663127.1,637602.5,2631784.0,678565.4,2746907.2,2723908.0,
617,182.98519332533147,10.319474000000001,,,,49.0,54.0,[M+H]+,,2.0,617;618,181.97788,19318986.0,18995584.0,26206998.0,19853678.0,25546946.0,26851384.0,
652,183.00984330017138,10.364163000000001,,,,49.0,60.0,[M+H]+,,2.0,652;639,182.00243999999998,1992402.0,1869142.9,1969831.6,1988661.4,2055895.4,2032442.0,
45,183.09187492102265,2.8827187999999997,,,,,,,,,,,237163.77,117735.86,504158.34,77984.47,580789.0,178767.45,
698,184.0029931767745,10.553266,,,,53.0,,,,,,,6825015.0,6884058.5,7656188.5,6564892.0,7178701.5,4279911.0,
638,184.98553200682298,10.356375,,,,49.0,57.0,[M-H2O+Na]+,,2.0,641;638,180.00701999999998,8208764.0,8216978.5,9214400.0,8527034.0,9379715.0,9344793.0,
639,186.98096388314158,10.357117,,,,49.0,60.0,[M-H2O+Na]+,,2.0,652;639,182.00243999999998,3197577.0,3141608.2,3547942.8,3281207.2,3608979.5,3592514.8,
17,186.98108412499263,0.3227334,,,,,,,,,,,146788.0,177004.67,143137.12,190878.4,269072.7,237762.56,
49,194.11538534775866,3.1901522,,,,54.0,2.0,[M+Na]+,,2.0,51;49,171.12613000000002,5608868.5,5550690.0,8018167.5,5752086.5,7426997.5,7628396.5,
140,195.10172924577657,5.6127142999999995,,,,64.0,,,,,,,753661.0,763165.75,829550.7,792258.3,848762.25,801924.7,
631,196.01678701806682,10.326564999999999,,,,49.0,56.0,[2M-H2O+K]+,,2.0,628;631,87.53233,1538541.5,1588109.5,1645692.9,1608647.9,1725067.5,2158867.2,
705,199.98831585025346,10.797409,,,,,,,,,,,312922.56,663397.25,1176078.2,696088.3,1030866.0,4033077.2,
709,199.9883292162809,10.868707,,,,,,,,,,,885415.5,470609.78,4206373.5,692739.8,4263749.5,489850.72,
57,201.05973293024238,3.6554290999999997,,,,,,,,,,,150574.69,183206.77,258786.48,383144.03,321398.4,260586.67,
696,201.97572217830387,10.526368,,,,53.0,,,,,,,910274.3,894870.0,1043899.6,944537.5,995027.1,962781.4,
526,201.9757657162252,8.689305000000001,,,,,,,,,,,1094939.9,1050704.6,490094.38,1111101.2,867359.44,898331.1,
20,202.18031154065116,0.38583446,,,,,,,,,,,965623.06,828940.25,1130543.6,840620.8,830799.7,820250.25,
24,202.1803174745124,0.7124865,,,,,,,,,,,221008.98,183787.23,281596.03,170202.81,264075.12,173300.1,
117,203.06209020288188,5.277497,,,,,,,,,,,289328.8,368459.94,299851.22,399944.6,343391.97,342052.25,
73,203.0621230697657,3.903714,,,,,,,,,,,175056.88,159196.42,131943.36,221874.0,134209.6,124907.28,
613,205.01715006056847,10.316951,,,,49.0,,,,,,,6269994.5,6009908.0,7584636.0,6322871.5,7176603.0,7523851.5,
470,205.0172726805284,8.137524,,,,,,,,,,,1916295.2,1513427.2,1536047.6,1600629.5,1465078.6,3975895.2,
647,207.01751899808602,10.360672000000001,,,,49.0,58.0,[M-2H2O+NH4]+,,2.0,647;637,225.00477,5852630.0,5736909.5,5857799.5,5721414.5,6027232.0,5866692.5,
682,208.03934397015863,10.478087,,,,48.0,,,,,,,2890163.0,2781455.0,3048322.5,2846321.0,3152898.8,3008283.5,
342,208.16971530406985,7.693524000000001,,,,,,,,,,,110122.32,218144.58,345690.5,165069.02,244697.08,345233.88,
640,209.0129336115011,10.357188,,,,49.0,,,,,,,2227056.2,2168588.8,2174317.0,2182367.2,2040672.5,2226719.5,
332,209.15372382541972,7.694429400000001,,,,,,,,,,,152293.45,277187.0,425696.94,204981.88,307448.4,418649.53,
150,211.0754907767588,5.6748853,,,,17.0,,,,,,,1541299.8,1131671.8,1842619.2,1620104.2,1944742.8,2215992.8,
91,211.97073731650238,4.6858754000000005,,,,42.0,,,,,,,4098365.8,3885960.8,4415193.0,4073209.0,4568860.5,4463918.5,
50,212.1258912585515,3.1919593999999996,,,,54.0,3.0,[M+Na]+,,2.0,51;50,189.13666,531660.56,545879.25,813570.56,551343.1,801151.3,799975.8,
92,213.96862204787587,4.6858754000000005,,,,42.0,,,,,,,3870384.0,3691907.5,4182727.2,3859251.5,4314367.0,4231440.5,
614,213.98284379791062,10.31862,,,,49.0,,,,,,,3004029.2,2954334.5,1438329.9,2121385.2,1478656.1,1373287.0,
518,213.98298491851662,8.583228,,,,,,,,,,,1201094.8,1994470.4,492034.5,1036446.0,474932.7,1612808.8,
422,213.98300005803628,7.873385000000001,,,,10.0,,,,,,,1027605.4,1919399.9,2229282.8,1473685.1,1327265.9,610115.5,
668,215.98383397051654,10.377131,,,,49.0,,,,,,,1538013.6,1490980.4,683727.44,1537714.2,968270.0,697370.6,
280,215.983910049766,7.3713,,,,14.0,36.0,[M+NH4]+,,2.0,283;280,197.94978999999998,199757.36,149376.67,150496.5,211684.89,163198.6,139872.25,
395,215.98391413392747,7.771927400000001,,,,22.0,43.0,[M+NH4]+,,2.0,395;375,197.94976,275483.75,286386.94,127149.83,275472.47,106733.05,120508.28,
427,215.98394277765945,7.872502000000001,,,,10.0,47.0,[M+NH4]+,,2.0,433;427,197.94978999999998,91399.914,87898.27,108733.08,121047.836,143533.95,103055.39,
589,216.92281658518425,10.198409,,,,30.0,,,,,,,2452230.2,3525483.2,1149003.5,1746166.8,1179022.4,1082855.9,
33,217.10479697387288,2.2474947,,,,,,,,,,,1119584.6,873157.44,1311962.6,874888.25,1098285.8,983007.3,
39,217.10721790693074,2.7980783,,,,31.0,1.0,[M-H2O+H]+,,1.0,40,234.11043999999998,251867.11,302399.5,319081.38,562677.25,338471.84,317652.88,
66,217.1072204586164,3.8448067000000004,,,,,,,,,,,56348.49,77007.41,95688.65,150358.2,123861.03,87495.03,
58,217.10723787241557,3.6545208,,,,69.0,,,,,,,96024.46,123977.27,168521.62,165238.33,197337.81,170832.7,
52,217.10724325599082,3.3501577000000005,,,,60.0,5.0,[M+H]+,,1.0,53,216.09991000000002,85421.49,87067.195,739650.75,84089.23,315445.03,126030.875,
195,219.05706840876343,6.104071,,,,37.0,,,,,,,1139331.4,647338.25,1147490.5,737153.9,633712.8,577732.4,
54,219.05713894674568,3.5234775999999997,,,,,,,,,,,704063.7,472468.16,687480.06,571939.8,429401.8,484882.38,
214,220.11223255134544,6.304501,,,,25.0,,,,,,,1579625.2,1028722.6,1523132.8,1622712.4,1645095.2,1812821.6,
386,220.1673067109531,7.772284,,,,,,,,,,,126526.28,238166.56,428795.28,187818.3,230240.88,439473.44,
396,221.1751833232952,7.7722754,,,,22.0,,,,,,,323904.6,611463.44,1039518.94,499227.66,618209.6,1072142.6,
75,222.146539729262,4.0558457,,,,,,,,,,,555364.0,555436.4,820996.2,546055.1,803377.7,812761.4,
607,223.98830844582832,10.310141999999999,,,,49.0,,,,,,,4126823.8,4378309.0,4662627.5,4118898.0,4775067.5,4716521.5,
365,223.98845374131542,7.784366599999999,,,,,,,,,,,1040901.06,831481.94,1137781.9,1042823.44,5107660.0,1140587.6,
426,223.98846972797324,7.87161,,,,,,,,,,,1085503.5,1033196.4,5133217.0,1059770.0,1215086.9,4587823.5,
697,225.02946260427018,10.541966,,,,53.0,,,,,,,2297900.0,2080563.0,2503536.8,2227100.2,2374275.0,2359987.5,
146,225.09111115160053,5.6739809999999995,,,,17.0,,,,,,,2506728.2,1899133.2,2937230.0,2575933.2,3029080.0,3486863.5,
637,226.0119974368098,10.355371,,,,49.0,58.0,[M+H]+,,2.0,647;637,225.00477,1175497.4,1180696.0,1384199.0,1251297.0,1424426.5,1402032.6,
344,226.18022906734336,7.695308,,,,51.0,40.0,[M-H2O+H]+,,2.0,344;335,243.18347999999997,582207.6,1075306.4,1766029.1,849377.25,1249279.5,1790461.2,
391,226.18023466723002,7.7713885,,,,22.0,45.0,[M-H2O+H]+,,2.0,391;399,243.1835,477243.1,875251.06,1374969.4,677584.6,777098.06,1457096.5,
80,226.180240503997,4.3746114,,,,47.0,12.0,[M-H2O+H]+,,1.0,79,243.18352000000002,117282.11,138396.81,195973.62,127039.375,122290.46,183547.17,
599,226.95153091362042,10.230089999999999,,,,30.0,,,,,,,3827481.2,7775669.0,4922607.0,3718035.5,5027535.5,4693085.5,
566,226.951539235149,9.936921,,,,,,,,,,,2297287.8,1305106.5,2829355.5,2240422.0,2876030.2,2866869.8,
285,226.95158686339835,7.372207,,,,14.0,,,,,,,291421.03,274489.72,433288.78,350634.5,486931.66,475920.8,
345,228.19589859468772,7.695308,,,,51.0,41.0,[M+H]+,,2.0,345;339,227.18857999999997,279465.38,496537.78,823421.25,394471.75,562218.3,816274.5,
392,228.1959207346447,7.7713885,,,,22.0,44.0,[M+H]+,,2.0,392;398,227.18861,617810.2,1119824.1,1746954.8,886804.6,1035522.8,1855139.4,
103,228.1959397953648,4.818107599999999,,,,57.0,19.0,[M+H]+,,1.0,104,227.18862000000001,135601.77,216914.27,293553.12,210690.34,282089.56,309763.12,
231,228.2323149941136,6.648258,,,,19.0,,,,,,,374012.6,358535.2,1027706.0,388447.1,1055804.8,1038972.2,
93,229.9813275364999,4.6858754000000005,,,,42.0,,,,,,,9201769.0,8713632.0,10198163.0,9118387.0,10389720.0,10191987.0,
96,230.9845493788982,4.686765,,,,,,,,,,,755746.25,722326.3,828373.56,758790.56,856200.0,844750.06,
94,231.97914091931557,4.6858754000000005,,,,42.0,,,,,,,9007000.0,8553489.0,10037356.0,8944106.0,10168818.0,9999175.0,
95,232.98237062815727,4.6858754000000005,,,,42.0,,,,,,,762901.06,706129.5,842198.56,750166.3,849175.9,832630.1,
55,233.07269466115125,3.5542736000000006,,,,65.0,7.0,[M+H]+,,1.0,56,232.06538999999998,61915.23,111962.734,80228.555,174515.22,140237.67,114181.28,
78,233.07270258229227,4.361970400000001,,,,36.0,11.0,[M+H]+,,2.0,78;77,232.0654,316282.84,430908.72,346006.84,681919.6,509773.2,488062.53,
191,235.0712670021741,6.1031995000000006,,,,37.0,,,,,,,755374.6,478825.16,816372.7,515278.03,480970.66,522300.12,
86,236.08060250916404,4.544741999999999,,,,68.0,,,,,,,2062183.1,2251770.5,2801656.5,3239293.5,3043747.5,2614758.5,
400,236.16213970474575,7.773167999999999,,,,22.0,,,,,,,325925.53,597995.0,1057574.6,469060.94,612744.5,1095404.9,
82,236.16216130674243,4.4461637000000005,,,,,,,,,,,66461.484,82167.91,113583.8,77752.49,106827.18,119005.78,
243,237.22136058160692,6.974535,,,,13.0,,,,,,,143574.7,64129.83,153947.94,192841.34,184106.55,156204.17,
284,237.22137496826943,7.3722053,,,,14.0,,,,,,,1070492.8,859413.0,1185035.2,1270616.2,1290466.6,1254281.8,
53,239.0890740048584,3.3510609,,,,60.0,5.0,[M+Na]+,,2.0,53;52,216.09991000000002,621064.56,585025.5,6021011.5,785703.9,2952654.2,1347856.8,
